schema,plan_sha256,cell_id,model,revision,offered_rps,repeat,status,offered,completed,failed,exact_timing,p90_ttft_s,p90_tpot_s,tpot_samples,scheduled_span_s,actual_start_span_s,max_send_lateness_s,peak_running_requests,peak_waiting_requests,drained,engine_exited,client_error,sampler_error,source_schema,source_plan_sha256,source_result_sha256,source_requests_sha256,source_label,source_root
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps5-b1,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,5.0,1,recorded,32,32,0,32,2.0116351517000006,0.032314446,32736,6.281756419,6.287465533,0.006297671,32.0,4.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,35fed49671efe94f3540bcb282bf2fe48c362694030b04a7742bc4a26b13b0b7,21c200b62270338c51fc85e874c36c5b848585b19b0add65ed569b8b853a45c9,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps5-b2,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,5.0,2,recorded,32,32,0,32,1.4629034392,0.03197058949999999,32736,6.007895369,6.006816402,0.004878493,32.0,1.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,da32c902fd9a062b16a479b06994db96df0434d86642077d2648d26ae7370210,337987f980da18062c8c67b4066caa4b112b5c1a0512b82152c4d17a8496dc09,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps6-b0,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,6.0,0,recorded,32,32,0,32,2.9683447679000006,0.0316378025,32736,4.420083631,4.418829345,0.00262593,32.0,8.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,259056608f252753f7282a69ed6024be00678b4a44fb1ddd57b912586a61b093,8cc1ccb6e55013b2c034840a7df5fac4d51f04a451e6e69500d525b240f51f95,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps6-b1,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,6.0,1,recorded,32,32,0,32,2.0744570234,0.0320767465,32736,5.485033225,5.48455102,0.003154887,32.0,4.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,d675f609365427c8e75760f7b68bf1797a57e2a73fc73ab00139fa27ab9e625d,3be8664881c3c666237f4fdc5e650ec91d75d675f911ba2b5724ed65373c1a2e,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps6-b2,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,6.0,2,recorded,32,32,0,32,3.4098816279,0.031933832,32736,4.266544791,4.265635257,0.003799309,32.0,9.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,ec4b592d9a6f058ec05d8094eadddfe761143337f48b30cc6aca96d002ed5764,911975f3ae336d2a88a31d9e51f8375dc35ac807e658781c6191000ca36ec655,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps7-b0,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,7.0,0,recorded,32,32,0,32,2.4739243502,0.0311545305,32736,4.976577085,4.975693136,0.004631941,32.0,6.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,195ecb1bf2c82251bb25e32e1a813b901f340545ff6e0bf7230360b8759cf246,e10d37c56abbc066e713b7b6ecffe27bf0359882f81bb4a3e65bfb46254887da,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps8-b0,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,8.0,0,recorded,32,32,0,32,4.1379448091999995,0.0324304085,32736,3.342518176,3.343353543,0.005720155,32.0,12.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,5729ea3b66b7c926dd28344501eeb3cb3706cdc0c898ecd5a8f9d9895fe818a7,afa6b84214f82e48ec2edda2ca311b0ba6fadb5d6596599818fa6c1898a3cba5,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps8-b1,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,8.0,1,recorded,32,32,0,32,3.0179698624,0.0326975175,32736,4.614579414,4.613544947,0.003659768,32.0,7.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,4fbf895d1d0abe16045681083f8b9ff952ea9f0efee0893f75839e285a32a726,41a65b6d7217d489e9786fb5bcccf53acc27694d4801bf980bf5fab28c9442d5,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,openai-gpt-oss-20b-rps8-b2,openai/gpt-oss-20b,6cee5e81ee83917806bbde320786a8fb61efebee,8.0,2,recorded,32,32,0,32,3.1015615826,0.0319583945,32736,4.331424477,4.330524039,0.004669844,32.0,8.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,aa25411f78106591f143f7e1651a73fb634fbfc88187878217d24c3cb729f69f,d8af658fa3db0c42d37d7d91573d03e7b357c2654c46856e5fdd504c54ce5145,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p6-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.6,0,recorded,32,32,0,32,4.740783686800001,0.08864567100000001,32736,64.836944848,64.833099915,0.010991097,32.0,3.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0dacf61a8f0a5f6b3d8d03de8de4cd3a42b74f3bd647b8f718dffcc5d7bec2ab,4187370037cbba3969c04f2d75fb6cc89c8bac0519a9db5af683c23448248574,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p6-b1,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.6,1,recorded,32,32,0,32,3.9159262947,0.0880423635,32736,66.846254134,66.844722887,0.015448499,32.0,2.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,fe89cd2960c88b58b10ef8ef73ff809d2f13660a0cac40e49ef2f3d00c842507,b3e225808e870730f8ab3748d41d300119b84ddb4421450d9264372e67fa6430,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p6-b2,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.6,2,recorded,32,32,0,32,3.818947848300001,0.0899912115,32736,62.273904045,62.266929823,0.008308374,32.0,3.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,f6d28778ca0d88fc746af24987e94868ef36404d8e8dc60767aaedebc99d461c,911e39864b9e60ff46c93dea2c04f6d8eab074373f59e28cbb4ddaa888dffd38,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p7-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.7,0,recorded,32,32,0,32,9.842597931300002,0.087134773,32736,35.101971578,35.098465406,0.008208417,32.0,7.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,4f6edb31eefa05e93d04eaf9a5220bca9182617e4bc048a129e9e6f854531c2c,d0a8c281dee17ec1d0f787e79c2b46ec950000ade9511ebfc9c0ef53e5139741,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p7-b1,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.7,1,recorded,32,32,0,32,8.211420944,0.088376389,32736,54.836936876,54.835317941,0.018495995,32.0,5.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,615dbcc6c871f338c7c364b6614940a3ae360767f5638c66444661a0adbd74a1,ffdfd5e540d272384c8658585d59a10bee408c48953d21132fd019d9f45ebfeb,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p7-b2,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.7,2,recorded,32,32,0,32,11.111066567200002,0.0890384055,32736,41.295356042,41.294799742,0.015951596,32.0,7.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,03965ba5f8b7e35bd3dc01e8dafecbf58733b0e3f50118a84e9b85c81a41bc03,08a6907e9add297dae87ee29695bef3a8f6536c74428d2dab74ecbb61af05f4e,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p8-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.8,0,recorded,32,32,0,32,12.2392096889,0.0882637,32736,35.606351187,35.604954252,0.003530956,32.0,7.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,b2a74adb677646000c4861df6e01fc2f024b3bf33625423d7c703c65626526f9,be72871e5eef23e68929db9e0ce371b61a2bba9def478206884dad47b57584ca,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p9-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.9,0,recorded,32,32,0,32,19.020277722,0.08797825549999999,32736,25.858591642,25.857331874,0.005730751,32.0,13.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,95573e73967559a06dcec30d8c8270c8eb490713a344634f0f664fc7cb718c19,5d8700ae92748fb4db0e537c7f3dfd423d3410d1ec84993d2e30f9be8317748d,swedencentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-sweden/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p125-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.125,0,recorded,32,32,0,32,3.4824494878000003,0.0818971795,32736,163.520773527,163.510317375,0.035787938,21.0,2.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,dbdaa6f1a84263657caa891e55ceb91bacd6b39cb9db9f95bad44b34cbedade0,e6b7b4e1b561c91cae4461b7efe59ae389b5ce3a621bc7f6b9297b3896d14861,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p25-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.25,0,recorded,32,32,0,31,3.4762634879000003,0.08883178959999999,31713,93.172083978,93.163320196,0.021483159,32.0,2.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,a9941646ab242368961925b0f7adb0bcf942142c6272ab4b750ebe9e5c82804b,bcf6005d01187d67b85df45bc238676eee94afb3fa081dbb3cb575ad3e834c53,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p5-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.5,0,recorded,32,32,0,32,5.773063436900002,0.0843822845,32736,48.644541285,48.644951924,0.010569541,32.0,4.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,2ef1ad6aed0630485de0d425e809c67f9053438d8b55a51d070a13f4d1528df4,5723c8c3c6af5d210e3f41d237d315dd6c0accca659a4f4a105a333b99b4077d,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p5-b1,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.5,1,recorded,32,32,0,32,5.785636693100002,0.082779688,32736,58.142976157,58.141767617,0.0151072,32.0,3.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,7f4b56fbebecfe0bb6a4d0bab69a8d2f9a315d79a7edc85fae6c9459acf4716b,5479c3afe9d81b14f95ad87c3b37ed5dafca3073de17538063af79d94e32e6b8,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps0p5-b2,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,0.5,2,recorded,32,32,0,32,4.913479819600001,0.0833576455,32736,57.478190634,57.477632248,0.014263348,32.0,3.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,36292bc95d7b459a76eb8da11af5e9f3520248a7bfbc730487c5a251d56cfa5d,49bc388560f391097cbf37e4707ab4901c776a7f5d1e8500b8aedf6620df48c3,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps1-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,1.0,0,recorded,32,32,0,32,8.272669229000002,0.0843346105,32736,38.480766275,38.477042474,0.009127534,32.0,7.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,147b27d0385daf65b1dc89cf9fdb29277a2b3366ce0539b2228497dbcf501ee0,2e3bf577dcd917b945a9dd9173e4448bbfd0e894feee5f2cbe27a351ce001605,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps1-b1,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,1.0,1,recorded,32,32,0,32,27.063715165100003,0.0831259715,32736,17.973887996,17.971907948,0.006873846,32.0,19.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,b52466e252fd5162e8e4f1f11a38643e7739c4f7142e3441cd2c14cbe56c776e,b873fae5dc2cec3c1f75658f892989ffc7d43074dd9bb16df093e5e653d50cf8,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
