source_length_tercile,grid_offset,bin,n,mean_predicted_p,observed_rate,mean_bias
terminalbench x medium,2,3,3634,0.33529060849746073,0.5561364887176665,-0.2208458802202058
terminalbench x medium,2,4,745,0.4358079308133993,0.7100671140939597,-0.2742591832805604
terminalbench x medium,2,5,233,0.559518609520774,0.6051502145922747,-0.04563160507150066
terminalbench x medium,2,6,113,0.6488838878841072,0.6814159292035398,-0.03253204131943255
terminalbench x medium,2,7,452,0.753073452536643,0.7942477876106194,-0.04117433507397639
terminalbench x medium,2,8,137,0.8559378299750049,0.7372262773722628,0.11871155260274213
terminalbench x medium,2,9,17,0.90625,1.0,-0.09375
terminalbench x medium,4,1,18,0.17159610390665508,0.8333333333333334,-0.6617372294266783
terminalbench x medium,4,2,71,0.2700953636434235,0.7183098591549296,-0.4482144955115061
terminalbench x medium,4,3,797,0.364242105513965,0.8293601003764115,-0.4651179948624465
terminalbench x medium,4,4,3769,0.45060235818664185,0.7975590342265853,-0.3469566760399434
terminalbench x medium,4,5,1920,0.5323936353012916,0.7776041666666667,-0.24521053136537507
terminalbench x medium,4,6,310,0.626435345276846,0.8451612903225807,-0.21872594504573473
terminalbench x medium,4,7,347,0.7396509873365785,0.8386167146974063,-0.09896572736082776
terminalbench x medium,4,8,459,0.8356418293599274,0.9237472766884531,-0.08810544732852577
terminalbench x medium,4,9,154,0.9604775929743313,0.935064935064935,0.025412657909396286
terminalbench x medium,8,3,14,0.3579768163936038,0.8571428571428571,-0.4991660407492533
terminalbench x medium,8,4,121,0.4656315168626768,0.9586776859504132,-0.49304616908773646
terminalbench x medium,8,5,926,0.5634089434532004,0.9881209503239741,-0.4247120068707737
terminalbench x medium,8,6,4143,0.6451286645651763,0.9744146753560222,-0.32928601079084596
terminalbench x medium,8,7,1493,0.7280686532251243,0.9524447421299397,-0.22437608890481542
terminalbench x medium,8,8,519,0.8381519839237845,0.9865125240847784,-0.14836054016099387
terminalbench x medium,8,9,611,0.94163548153869,0.9967266775777414,-0.05509119603905133
terminalbench x medium,16,5,2,0.52,1.0,-0.48
terminalbench x medium,16,6,125,0.669707779045565,1.0,-0.330292220954435
terminalbench x medium,16,7,1385,0.7688202670658824,1.0,-0.23117973293411764
terminalbench x medium,16,8,4996,0.8379889974824571,0.9991993594875901,-0.16121036200513295
terminalbench x medium,16,9,1245,0.9454560446960156,1.0,-0.05454395530398437
terminalbench x medium,32,7,7,0.7785370897479958,1.0,-0.22146291025200415
terminalbench x medium,32,8,300,0.8794303968622567,1.0,-0.12056960313774334
terminalbench x medium,32,9,6980,0.9480632168667595,1.0,-0.05193678313324046
terminalbench x medium,64,8,1,0.8857142857142857,1.0,-0.11428571428571432
terminalbench x medium,64,9,6205,0.9825369076130656,1.0,-0.017463092386934442
terminalbench x short,1,0,4,0.08533933659471206,0.5,-0.41466066340528795
terminalbench x short,1,1,1169,0.16873265901321324,0.6236099230111206,-0.4548772639979074
terminalbench x short,1,2,202,0.25061565688174614,0.8267326732673267,-0.5761170163855805
terminalbench x short,1,3,81,0.35331042550298275,0.7901234567901234,-0.43681303128714066
terminalbench x short,1,4,155,0.4598767046070073,0.7677419354838709,-0.3078652308768636
terminalbench x short,1,5,59,0.5504979561796022,0.864406779661017,-0.3139088234814148
terminalbench x short,1,6,426,0.6336277707160117,0.8497652582159625,-0.21613748749995076
terminalbench x short,1,7,62,0.7337058557254903,0.9838709677419355,-0.2501651120164452
terminalbench x short,1,8,10,0.8090671316477767,1.0,-0.19093286835222334
terminalbench x short,2,1,2,0.15023474178403756,0.5,-0.34976525821596244
terminalbench x short,2,2,314,0.2683106120477555,0.9140127388535032,-0.6457021268057477
terminalbench x short,2,3,1005,0.3265607568104836,0.8955223880597015,-0.568961631249218
terminalbench x short,2,4,99,0.4560793082163437,0.9292929292929293,-0.4732136210765856
terminalbench x short,2,5,175,0.5665240793144956,0.9257142857142857,-0.35919020639979016
terminalbench x short,2,6,54,0.6426127690358915,0.9629629629629629,-0.3203501939270714
terminalbench x short,2,7,274,0.7476319016672578,0.9744525547445255,-0.22682065307726773
terminalbench x short,2,8,245,0.8464079835109299,0.9795918367346939,-0.13318385322376391
terminalbench x short,4,2,2,0.28169014084507044,1.0,-0.7183098591549295
terminalbench x short,4,3,21,0.37195534039049716,1.0,-0.6280446596095028
terminalbench x short,4,4,533,0.4460599096307309,1.0,-0.5539400903692691
terminalbench x short,4,5,792,0.524449203703269,0.9962121212121212,-0.47176291750885224
terminalbench x short,4,6,72,0.6173146696853589,1.0,-0.38268533031464114
terminalbench x short,4,7,195,0.7261766165288486,1.0,-0.2738233834711514
terminalbench x short,4,8,308,0.84661193787697,1.0,-0.15338806212303002
terminalbench x short,4,9,245,0.94423166873197,1.0,-0.05576833126803005
terminalbench x short,8,4,2,0.4694835680751174,1.0,-0.5305164319248826
terminalbench x short,8,5,25,0.5729966095496489,1.0,-0.4270033904503511
terminalbench x short,8,6,555,0.645542863000089,1.0,-0.354457136999911
terminalbench x short,8,7,788,0.7191109505519797,1.0,-0.2808890494480203
terminalbench x short,8,8,229,0.8484152190126499,1.0,-0.15158478098735007
terminalbench x short,8,9,568,0.9543466197652992,1.0,-0.04565338023470078
terminalbench x short,16,7,30,0.7732654100784985,1.0,-0.22673458992150153
terminalbench x short,16,8,1275,0.8474738662573685,1.0,-0.15252613374263146
terminalbench x short,16,9,796,0.9612392369052455,1.0,-0.03876076309475451
terminalbench x short,32,9,1843,0.9594262188516947,1.0,-0.04057378114830534
terminalbench x short,64,9,1714,0.9894714041406711,1.0,-0.01052859585932886
