model,kv_bytes_per_token,context_bytes_per_token,prefill_tokens_per_s,context_tokens,request_count,network_throughput_gbps,crossover_gbps,replay_time_s,state_transfer_time_s,replay_fraction,state_transfer_fraction
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,0.6438602090353469,1.1004352,9214.994722870371,15745.03262934744,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,0.6857750672767291,1.1004352,9214.605897430496,14782.689665661466,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,0.7304185540569478,1.1004352,9214.240837163741,13879.165505439243,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,0.7779683012234038,1.1004352,9213.898089532804,13030.865118871798,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,0.8286135043349967,1.1004352,9213.576290780076,12234.41320587205,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,0.8825556754518167,1.1004352,9213.274160501383,11486.64076610254,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,0.9400094449309295,1.1004352,9212.990496551382,10784.572489848648,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.0012034154185157,1.1004352,9212.724170260359,10125.414919566925,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.0663810714363158,1.1004352,9212.474121943362,9506.545335004492,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.1004352,1.1004352,9212.35525726549,9212.35525726549,1.0,0.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.135801748181526,1.1004352,9212.239356683831,8925.50131766463,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.209741663394906,1.1004352,9212.018940374915,8379.970953096536,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.2884950164027908,1.1004352,9211.811996002765,7867.783632025263,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.372375158705987,1.1004352,9211.617700156985,7386.90141372039,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.4617158407731987,1.1004352,9211.435279754367,6935.410917239256,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.5568725399998595,1.1004352,9211.26400896287,6511.515708280727,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.6582238751161626,1.1004352,9211.103206313608,6113.529151357706,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.7661731126720959,1.1004352,9210.95223198936,5739.867698847778,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,1.881149771593609,1.1004352,9210.810485278804,5389.044590219933,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,2.0036113321942977,1.1004352,9210.677402186338,5059.663936367136,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,2.1340450564425693,1.1004352,9210.552453188011,4750.415165506989,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,2.272969926726954,1.1004352,9210.435141124593,4460.067808551258,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,2.420938710833715,1.1004352,9210.32499922344,4187.466603195769,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,2.578540161353076,1.1004352,9210.221589241239,3931.526897250398,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,2.7464013582652944,1.1004352,9210.124499720298,3691.230332919438,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,2.9251902040274795,1.1004352,9210.033344351386,3465.620794860547,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,3.0,1.1004352,9209.998426858514,3379.2,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,3.1156180810888494,1.1004352,9209.947760436653,3253.800605900034,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,3.3184426824084157,1.1004352,9209.8674074465,3054.9269552676033,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,3.5344710262374166,1.1004352,9209.79196566463,2868.2085451388957,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,3.7645626671620387,1.1004352,9209.721134915942,2692.902442142729,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,4.009633116182804,1.1004352,9209.65463337217,2528.311121305547,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,4.270657483438783,1.1004352,9209.592196430502,2373.779690671209,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,4.54867435807066,1.1004352,9209.533575660756,2228.6932855531795,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,4.844789940660226,1.1004352,9209.478537816916,2092.4746220511047,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,5.160182444688842,1.1004352,9209.426863909057,1964.5817000974848,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,5.496106784527845,1.1004352,9209.378348332006,1844.5056468950854,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,5.8538995686138975,1.1004352,9209.332798047266,1731.76869216436,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,5.9690944,1.1004352,9209.319294768704,1698.348077725157,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,6.234984417676636,1.1004352,9209.290031814933,1625.9222671445918,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,6.640877629179314,1.1004352,9209.249879472567,1526.5452197848758,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,7.073194210510612,1.1004352,9209.212181258119,1433.2421390233776,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,7.533654304933131,1.1004352,9209.176787174265,1345.6417814873419,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,8.024090035856695,1.1004352,9209.143556391584,1263.3955943538533,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,8.546452796669199,1.1004352,9209.112356688207,1186.176328493959,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,9.102821015130399,1.1004352,9209.083063923717,1113.6767363820102,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,9.695408423222457,1.1004352,9209.055561545216,1045.6083495893176,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,10.326572865362044,1.1004352,9209.029740123562,981.7003309979144,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,10.99882568002105,1.1004352,9209.005496917975,921.6983971674873,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,11.714841692084391,1.1004352,9208.982735467227,865.3638065676877,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,12.477469855703362,1.1004352,9208.961365205847,812.4724096501163,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,13.289744589991543,1.1004352,9208.941301103758,762.8137569802951,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,14.154897852666753,1.1004352,9208.922463327961,716.1902618809854,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,15.076371999678678,1.1004352,9208.90477692488,672.4164142551048,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,16.05783348198964,1.1004352,9208.888171522134,631.3180424601031,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,17.103187434006216,1.1004352,9208.872581048532,592.7316202968951,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,18.21659321170787,1.1004352,9208.857943471183,556.5036163559126,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,19.402480942297146,1.1004352,9208.844200548667,522.4898831313974,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,20.0,1.1004352,9208.83789352518,506.88,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,20.665569151220534,1.1004352,9208.83129759931,490.5550834732882,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,22.01088353669662,1.1004352,9208.819183283602,460.5721520946017,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,23.443776966452845,1.1004352,9208.807809399923,432.42178999171176,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,24.96995077623629,1.1004352,9208.797130692763,405.99198976586996,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,26.59547745484298,1.1004352,9208.787104672638,381.1775899572716,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,28.326824805926776,1.1004352,9208.777691447045,357.8798566184137,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,30.170881682725806,1.1004352,9208.768853561729,336.0060904618586,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,32.13498539810162,1.1004352,9208.760555851653,315.46925801929507,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,34.2269509189533,1.1004352,9208.752765301077,296.1876453443087,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,34.4344,1.1004352,9208.752044341805,294.4032711474572,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,36.45510196116799,1.1004352,9208.745450912202,278.08453288098275,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,38.82830410883105,1.1004352,9208.738583581828,261.0878902046696,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,41.35600008947456,1.1004352,9208.73213598555,245.13008942032818,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,44.04824734571984,1.1004352,9208.72608246905,230.1476360780804,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,46.91575805280844,1.1004352,9208.720398946001,216.08091653531642,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,49.96994174124709,1.1004352,9208.715062802254,202.8739607601351,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,53.22295069415707,1.1004352,9208.71005280584,190.47421963233856,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,56.68772829996064,1.1004352,9208.705349022495,178.83235585588,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,60.37806055279351,1.1004352,9208.70093273635,167.90204765083274,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,64.30863090555927,1.1004352,9208.69678637546,157.63980444378637,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,68.49507869388022,1.1004352,9208.692893441876,148.00479382332261,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,72.95406136340671,1.1004352,9208.689238446017,138.95867907204624,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,77.70332074808222,1.1004352,9208.68580684503,130.46546662872456,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,82.76175366307811,1.1004352,9208.682584984927,122.4913628736049,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,88.1494870932793,1.1004352,9208.679560046257,115.00463966707426,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,93.88795827649001,1.1004352,9208.676719993102,107.9755081066504,0.0,1.0
DeepSeek-V4-Pro,9900.0,4.0,13900.0,128000,1000,100.0,1.1004352,9208.67405352518,101.376,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.25,5.9690944,15438.070746987953,368230.4,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.26627482862474927,5.9690944,15437.069350071972,345724.00431335246,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.2836091374365584,5.9690944,15436.129158953314,324593.208921531,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.3020718978693302,5.9690944,15435.24643270811,304753.9365605673,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.3217365713500347,5.9690944,15434.417659059318,286127.2488039463,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.3426814015941796,5.9690944,15433.639540401731,268639.03197471803,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.3649897259295163,5.9690944,15432.908980681157,252219.70225479003,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.38875030688670464,5.9690944,15432.22307307552,236803.92881806468,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.41405768537630394,5.9690944,15431.579088428922,222330.3738857937,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.4410125568573427,5.9690944,15430.974464392617,208741.44866985836,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.4697221719942057,5.9690944,15430.406795229683,195983.08423289753,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.5003007633960085,5.9690944,15429.873822242838,184004.5163535612,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.5328700001364136,5.9690944,15429.373424787324,172758.08354088885,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.5675594718623748,5.9690944,15428.903611833075,162199.0373941335,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.6045072044180282,5.9690944,15428.46251404261,152285.36455347258,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.6438602090353469,5.9690944,15428.048376333143,142977.61953316513,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.6857750672767291,5.9690944,15427.65955089327,134238.76777201676,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.7304185540569478,5.9690944,15427.294490626513,126034.03827666545,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.7779683012234038,5.9690944,15426.951742995578,118330.78527137116,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.8286135043349967,5.9690944,15426.62994424285,111098.358303828,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.8825556754518167,5.9690944,15426.327813964155,104307.98029016347,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,0.9400094449309295,5.9690944,15426.044150014153,97932.63301387812,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.0012034154185157,5.9690944,15425.77782372313,91946.94962313803,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.0663810714363158,5.9690944,15425.527775406135,86327.11369867716,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.1004352,5.9690944,15425.408910728262,83655.63006345126,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.135801748181526,5.9690944,15425.293010146603,81050.76449071214,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.209741663394906,5.9690944,15425.072593837689,76096.90794781603,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.2884950164027908,5.9690944,15424.865649465537,71445.83318374456,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.372375158705987,5.9690944,15424.671353619757,67079.03404984476,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.4617158407731987,5.9690944,15424.488933217139,62979.13550099082,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.5568725399998595,5.9690944,15424.317662425641,59129.82446206438,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.6582238751161626,5.9690944,15424.15685977638,55515.78491990483,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.7661731126720959,5.9690944,15424.005885452132,52122.63698246619,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,1.881149771593609,5.9690944,15423.864138741577,48936.87966270424,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,2.0036113321942977,5.9690944,15423.73105564911,45945.837159535906,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,2.1340450564425693,5.9690944,15423.606106650785,43137.608422129124,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,2.272969926726954,5.9690944,15423.488794587365,40501.01979684426,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,2.420938710833715,5.9690944,15423.378652686211,38025.5805684141,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,2.578540161353076,5.9690944,15423.275242704012,35701.441218465734,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,2.7464013582652944,5.9690944,15423.17815318307,33519.354235298735,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,2.9251902040274795,5.9690944,15423.086997814158,31470.63731898618,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,3.0,5.9690944,15423.052080321286,30685.866666666665,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,3.1156180810888494,5.9690944,15423.001413899427,29547.138835395257,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,3.3184426824084157,5.9690944,15422.921060909273,27741.20538167248,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,3.5344710262374166,5.9690944,15422.845619127402,26045.65133414007,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,3.7645626671620387,5.9690944,15422.774788378716,24453.73025743751,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,4.009633116182804,5.9690944,15422.708286834943,22959.108061148352,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,4.270657483438783,5.9690944,15422.645849893273,21555.837797105225,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,4.54867435807066,5.9690944,15422.587229123528,20238.335997094022,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,4.844789940660226,5.9690944,15422.53219127969,19001.360456807506,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,5.160182444688842,5.9690944,15422.480517371829,17839.989377652917,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,5.496106784527845,5.9690944,15422.432001794778,16749.60178342103,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,5.8538995686138975,5.9690944,15422.386451510038,15725.859133896562,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,5.9690944,5.9690944,15422.372948231477,15422.372948231477,1.0,0.0
GLM-5,89900.0,4.0,8300.0,128000,1000,6.234984417676636,5.9690944,15422.343685277707,14764.688062252404,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,6.640877629179314,5.9690944,15422.30353293534,13862.264167541447,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,7.073194210510612,5.9690944,15422.26583472089,13014.996797798147,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,7.533654304933131,5.9690944,15422.230440637037,12219.514763203237,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,8.024090035856695,5.9690944,15422.197209854357,11472.652922465799,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,8.546452796669199,5.9690944,15422.166010150979,10771.439589051206,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,9.102821015130399,5.9690944,15422.13671738649,10113.084707145728,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,9.695408423222457,5.9690944,15422.109215007988,9494.968750311076,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,10.326572865362044,5.9690944,15422.083393586334,8914.632298657829,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,10.99882568002105,5.9690944,15422.059150380746,8369.766253066375,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,11.714841692084391,5.9690944,15422.036388929999,7858.202647518699,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,12.477469855703362,5.9690944,15422.015018668619,7377.90602298439,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,13.289744589991543,5.9690944,15421.994954566531,6926.965328538236,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,14.154897852666753,5.9690944,15421.976116790733,6503.586317484907,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,15.076371999678678,5.9690944,15421.95843038765,6106.084408235749,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,16.05783348198964,5.9690944,15421.941824984906,5732.877981531643,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,17.103187434006216,5.9690944,15421.926234511304,5382.482087342512,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,18.21659321170787,5.9690944,15421.911596933955,5053.502536403692,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,19.402480942297146,5.9690944,15421.897854011439,4744.630352880063,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,20.0,5.9690944,15421.891546987952,4602.88,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,20.665569151220534,5.9690944,15421.884951062082,4454.636566085718,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,22.01088353669662,5.9690944,15421.872836746374,4182.367320535827,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,23.443776966452845,5.9690944,15421.861462862695,3926.7392848742306,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,24.96995077623629,5.9690944,15421.850784155535,3686.7353414092636,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,26.59547745484298,5.9690944,15421.84075813541,3461.4005391069413,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,28.326824805926776,5.9690944,15421.831344909817,3249.8382939389285,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,30.170881682725806,5.9690944,15421.8225070245,3051.2068214667765,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,32.13498539810162,5.9690944,15421.814209314425,2864.7157874681443,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,34.2269509189533,5.9690944,15421.806418763848,2689.623163278116,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,34.4344,5.9690944,15421.805697804577,2673.4196036521616,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,36.45510196116799,5.9690944,15421.799104374975,2525.232273333369,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,38.82830410883105,5.9690944,15421.792237044601,2370.8890231716964,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,41.35600008947456,5.9690944,15421.785789448324,2225.979296857324,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,44.04824734571984,5.9690944,15421.779735931821,2089.92651347671,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,46.91575805280844,5.9690944,15421.774052408773,1962.1893329823179,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,49.96994174124709,5.9690944,15421.768716265025,1842.2595022561763,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,53.22295069415707,5.9690944,15421.763706268612,1729.6598328229531,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,56.68772829996064,5.9690944,15421.759002485267,1623.9423021660214,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,60.37806055279351,5.9690944,15421.754586199124,1524.6862710919054,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,64.30863090555927,5.9690944,15421.750439838233,1431.4968100501408,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,68.49507869388022,5.9690944,15421.74654690465,1344.003127749162,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,72.95406136340671,5.9690944,15421.742891908789,1261.857095815854,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,77.70332074808222,5.9690944,15421.739460307801,1184.7318636285188,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,82.76175366307811,5.9690944,15421.736238447698,1112.3205578118263,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,88.1494870932793,5.9690944,15421.73321350903,1044.3350612191894,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,93.88795827649001,5.9690944,15421.730373455874,980.5048665442292,0.0,1.0
GLM-5,89900.0,4.0,8300.0,128000,1000,100.0,5.9690944,15421.727706987951,920.576,0.0,1.0
