policy,deadline_scale,drain_window_s,max_safe_source_prefill_fraction,p95_delay_at_frontier,p95_delay_over_deadline_at_frontier,deadline_miss_rate_at_frontier,network_capacity_pressure_at_frontier,prefill_capacity_pressure_at_frontier,replay_source_prefill_fraction_at_frontier,state_transfer_source_prefill_fraction_at_frontier,drain_completion_s_at_frontier
deadline-aware-m0.8-rounded,1.0,1800.0,0.7,6.042755282051303,0.07175771897436031,0.0,1.3499314383133902,1.099642205184374,0.5418852349886832,0.45811476501131687,1815.0887172372472
deadline-aware-m0.8-rounded,2.0,1800.0,0.7,4.028503521367611,0.03540676923076802,0.0,1.181885124923077,1.137626871120847,0.5336173612035682,0.4663826387964318,1815.815083297117
deadline-aware-m1.0-rounded,0.25,1800.0,0.7,7.119742193014645,0.4028503521367535,0.0,1.3267594393162383,1.1373347937203357,0.5815071228864334,0.41849287711356675,1807.596923076923
deadline-aware-m1.0-rounded,0.5,1800.0,0.7,7.119742193014645,0.20142517606837676,0.0,1.5367880846951565,1.1136619204089084,0.5755758221275462,0.42442417787245373,1813.611968179853
deadline-aware-m1.0-rounded,1.0,1800.0,0.7,5.685441969230834,0.07175771897436031,0.0,1.1783009163304845,1.109923329682366,0.5920117161496471,0.4079882838503528,1815.8052041401747
deadline-aware-m1.0-rounded,2.0,1800.0,0.7,4.028503521367611,0.03540676923076802,0.0,1.2276430878632472,1.1394961664841181,0.5338303821062443,0.4661696178937557,1816.1379242979242
mirror-descent-rounded,0.25,1800.0,0.7,2.1907446063976295,0.07302482021325432,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
mirror-descent-rounded,0.5,1800.0,0.7,2.1907446063976295,0.03651241010662716,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
mirror-descent-rounded,1.0,1800.0,0.7,2.1907446063976295,0.01825620505331358,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
mirror-descent-rounded,2.0,1800.0,0.7,2.1907446063976295,0.00912810252665679,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
crossover-greedy,0.25,1800.0,0.7,2.1907446063976295,0.07302482021325432,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
crossover-greedy,0.5,1800.0,0.7,2.1907446063976295,0.03651241010662716,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
crossover-greedy,1.0,1800.0,0.7,2.1907446063976295,0.01825620505331358,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
crossover-greedy,2.0,1800.0,0.7,2.1907446063976295,0.00912810252665679,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
mixed-greedy,0.25,1800.0,0.7,2.1907446063976295,0.07302482021325432,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
mixed-greedy,0.5,1800.0,0.7,2.1907446063976295,0.03651241010662716,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
mixed-greedy,1.0,1800.0,0.7,2.1907446063976295,0.01825620505331358,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
mixed-greedy,2.0,1800.0,0.7,2.1907446063976295,0.00912810252665679,0.0,0.9220667208205124,0.6936838262139466,0.45786043787068903,0.542139562129311,1798.3323076923077
replay-only,0.25,1800.0,0.4,21.906899055428994,0.2920919874057199,0.0,7.293447293447295e-05,1.4603870025556773,1.0,0.0,1782.7764642728202
replay-only,0.5,1800.0,0.5,2.1907446063976295,0.05608516243660233,0.0,0.00012763532763532763,2.5556772544724353,1.0,0.0,1900.622064013473
replay-only,1.0,1800.0,0.5,2.1907446063976295,0.028042581218301166,0.0,0.00012763532763532763,2.5556772544724353,1.0,0.0,1900.622064013473
replay-only,2.0,1800.0,0.5,2.1907446063976295,0.014021290609150583,0.0,0.00012763532763532763,2.5556772544724353,1.0,0.0,1900.622064013473
state-only,0.25,1800.0,0.4,5.532307692307768,0.07376410256410357,0.0,0.9220512820512817,0.0,0.0,1.0,1787.8852488687783
state-only,0.5,1800.0,0.4,5.532307692307768,0.036882051282051784,0.0,0.9220512820512817,0.0,0.0,1.0,1787.8852488687783
state-only,1.0,1800.0,0.4,5.532307692307768,0.018441025641025892,0.0,0.9220512820512817,0.0,0.0,1.0,1787.8852488687783
state-only,2.0,1800.0,0.5,21.144502390265018,0.08810209329277091,0.0,3.995555555555556,0.0,0.0,1.0,1864.3096045197733
local-repair-oracle,0.25,1800.0,0.7,3.589450395942549,0.23928773087479083,0.0,0.5203692832820516,1.0890982110259217,0.6154440154440157,0.3845559845559843,1799.5122408026757
local-repair-oracle,0.5,1800.0,0.7,3.589450395942549,0.11964386543739541,0.0,0.5203692832820516,1.0890982110259217,0.6154440154440157,0.3845559845559843,1799.5122408026757
local-repair-oracle,1.0,1800.0,0.7,3.589450395942549,0.05982193271869771,0.0,0.5203692832820516,1.0890982110259217,0.6154440154440157,0.3845559845559843,1799.5122408026757
local-repair-oracle,2.0,1800.0,0.7,3.589450395942549,0.029910966359348853,0.0,0.5203692832820516,1.0890982110259217,0.6154440154440157,0.3845559845559843,1799.5122408026757
