policy,shed_fraction,slack_multiplier,status,safe,failure_mode,rounded_shed_achieved,rounded_shed_target,rounded_shed_ratio,mean_delay,p50_delay,p95_delay,p99_delay,p95_normalized_delay,miss_rate,max_net_busy,max_prefill_busy,replay_shed_frac,state_shed_frac,fractional_max_net_busy_proxy,fractional_max_prefill_busy_proxy,objective
CVXPY-rounded,0.2,0.5,SAFE,True,,165.47469879518073,165.47469879518073,1.0,11.955854731561715,10.767544590904036,26.7633706392743,29.04157436326115,0.4855977094988688,0.0,0.20647275505413104,0.47152975538517705,0.8449207828518173,0.15507921714818265,0.24321470143056484,0.3088311943585643,3.967037851403009
mirror-descent-rounded,0.2,0.5,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,10.18691428294232,10.953066621731681,17.06086560507765,17.432019627601314,0.2738252980219245,0.0,0.27661538461538454,0.2920774005111354,0.5714285714285714,0.42857142857142855,0.24417280908893468,0.3098356991814731,3.9705607183163
crossover-greedy,0.2,0.5,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,22.129230769230762,22.129230769230762,37.066461538461525,38.39421538461537,0.24710974358974352,0.0,0.6454358974358972,0.0,0.0,1.0,0.6331910564102562,0.0,4.253403581366031
mixed-greedy,0.2,0.5,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,16.42951788131547,16.42951788131547,29.244413828741536,30.383515690734963,0.4874068971456923,0.0,3.829059829059827e-05,0.511135450894487,1.0,0.0,3.756417094017093e-05,0.5014384811975172,4.057741186156374
replay-only,0.2,0.5,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,16.42951788131547,16.42951788131547,29.244413828741536,30.383515690734963,0.4874068971456923,0.0,3.829059829059827e-05,0.511135450894487,1.0,0.0,3.756417094017093e-05,0.5014384811975172,4.057741186156374
state-only,0.2,0.5,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,22.129230769230762,22.129230769230762,37.066461538461525,38.39421538461537,0.24710974358974352,0.0,0.6454358974358972,0.0,0.0,1.0,0.6331910564102562,0.0,4.253403581366031
CVXPY-rounded,0.3,0.5,SAFE,True,,248.21204819277108,248.21204819277105,1.0000000000000002,17.968131209436347,16.266158430085472,40.25436850000057,43.58405086582751,0.7183256788693859,0.0,0.3382443658575499,0.6773859072654252,0.8369680024852438,0.16303199751475617,0.3812300770559475,0.4502529005949078,4.510993127904808
mirror-descent-rounded,0.3,0.5,SAFE,True,,253.0120481927711,248.21204819277105,1.0193383038210626,14.980472712074127,15.334227629398713,26.725246249332994,28.127217771786444,0.44542077082221654,0.0,0.3688205128205127,0.47462577583059506,0.619047619047619,0.380952380952381,0.3804980150123709,0.45101698357979314,4.5114314716363255
crossover-greedy,0.3,0.5,SAFE,True,,253.0120481927711,248.21204819277105,1.0193383038210626,27.860697062120053,27.661538461538452,52.556923076923056,54.76984615384614,0.3503794871794871,0.0,0.9220512820512817,0.036509675063891925,0.04761904761904762,0.9523809523809524,0.9220512820512818,0.021964220518437237,5.911589276067921
mixed-greedy,0.3,0.5,SAFE,True,,253.0120481927711,248.21204819277105,1.0193383038210626,21.087286068469684,20.8106788889825,39.540142196759064,41.204983379672534,0.6590023699459844,0.0,0.09220512820512818,0.6936838262139466,0.9047619047619047,0.09523809523809526,0.027735302564102383,0.7301935012778386,4.8329450502647955
replay-only,0.3,0.5,SAFE,True,,253.0120481927711,248.21204819277105,1.0193383038210626,21.906015636625757,21.90643409816422,39.540142196759064,41.204983379672534,0.6590023699459844,0.0,5.196581196581193e-05,0.6936838262139466,1.0,0.0,5.470085470085469e-05,0.7301935012778386,4.938107063872847
state-only,0.3,0.5,SAFE,True,,248.45108433734939,248.21204819277105,1.000963031997515,8.017517460412758,3.1724465230769243,38.726153846153835,47.577846153846146,0.31220902290598307,0.0,0.8298461538461536,0.0,0.0,1.0,0.9220512820512818,0.0,5.944035021373319
CVXPY-rounded,0.4,0.5,UNSAFE,False,slack misses,330.94939759036146,330.94939759036146,1.0,24.392687283781576,21.534685883346533,53.7450974950858,58.12625850275283,0.9720592409273833,0.0392156862745098,0.4700189640569801,0.823424607520993,0.8449207828518173,0.1550792171481827,0.523586135622936,0.5882370000146384,5.174371350711662
mirror-descent-rounded,0.4,0.5,SAFE,True,,330.9840963855422,330.94939759036146,1.000104846225536,7.973645726127642,6.798099692307697,22.344085241665937,30.755914376386645,0.7472874032136757,0.0,0.27661538461538454,0.5476451259583789,0.5460168435275892,0.4539831564724108,0.5241969845893502,0.5877645248387044,5.174409239409963
crossover-greedy,0.4,0.5,SAFE,True,,337.3493975903615,330.94939759036146,1.0193383038210626,21.28550744641346,15.965575353160894,50.62061538461536,54.38258461538459,0.337470769230769,0.0,0.9220512820512817,0.2920774005111354,0.28571428571428575,0.7142857142857143,0.9220512820512818,0.272683461117196,6.345700315735113
mixed-greedy,0.4,0.5,SAFE,True,,337.3493975903615,330.94939759036146,1.0193383038210626,21.472844365808218,20.8106788889825,41.292606599825874,43.30794066335271,0.6882101099970979,0.0,0.3688205128205127,0.7301935012778386,0.7142857142857142,0.2857142857142858,0.34433083076923066,0.7301935012778386,5.3092316309130405
replay-only,0.4,0.5,SAFE,True,,337.3493975903615,330.94939759036146,1.0193383038210626,25.557148613100424,23.002408110764737,43.81256460658485,60.6801739732824,0.6882101099970979,0.0,5.47008547008547e-05,1.095290251916758,1.0,0.0,5.470085470085469e-05,0.9999999981818182,25.674742689298387
state-only,0.4,0.5,SAFE,True,,331.7667469879518,330.94939759036146,1.0024697110904008,9.319113730316747,7.628978543589749,27.384923076923005,49.73544615384611,0.8756959529572655,0.0,0.9220512820512817,0.0,0.0,1.0,0.9220512820512818,0.0,6.7349228858592145
CVXPY-rounded,0.5,0.5,UNSAFE,False,slack misses,413.6867469879518,413.6867469879518,1.0,13.03107310245322,7.553444102564108,41.34965875191731,50.812966528478114,0.8525735870124116,0.01834862385321101,0.49435186470655285,0.823424607520993,0.6377632805219011,0.36223671947809893,0.55879673635825,0.62128782379914,5.951629988711634
mirror-descent-rounded,0.5,0.5,SAFE,True,,413.7561445783133,413.6867469879518,1.0001677539608576,9.181172100721186,5.532307692307691,32.925866558822705,37.7657719886539,0.5365509454651805,0.0,0.5532307692307691,0.6571741511500547,0.5241432005814495,0.4758567994185505,0.5591158045750235,0.6215447372300543,5.951635191895922
crossover-greedy,0.5,0.5,SAFE,True,,421.68674698795184,413.6867469879518,1.0193383038210626,22.68596180301626,21.90596914089926,48.68430769230766,53.99532307692305,0.5038362509244435,0.0,0.9220512820512817,0.5476451259583789,0.4285714285714285,0.5714285714285714,0.9220512820512818,0.5234027017159545,6.906316780158393
mixed-greedy,0.5,0.5,SAFE,True,,421.68674698795184,413.6867469879518,1.0193383038210626,22.791721874080103,22.129230769230762,40.964019524250844,43.57277189406576,0.6462239836736222,0.0,0.7376410256410254,0.6936838262139466,0.5428571428571427,0.4571428571428572,0.6609263589743587,0.7301935012778386,6.050985500830255
replay-only,0.5,0.5,INFEASIBLE,False,infeasible,nan,413.6867469879518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.5,0.5,UNSAFE,False,network bottleneck,413.7561445783133,413.6867469879518,1.0001677539608576,13.850424837934668,5.532307692307691,56.06693380376067,76.0059647737436,0.9344488967293444,0.0410958904109589,1.3628458885470087,0.0,0.0,1.0,0.9999999984615384,0.0,29.261251826298345
CVXPY-rounded,0.6,0.5,UNSAFE,False,slack misses,496.42409638554216,496.4240963855421,1.0000000000000002,14.097418534219855,10.272683979487187,43.12980115158599,54.36143807904737,0.975449653499234,0.04081632653061224,0.5824783666324789,0.8366265060240964,0.5879621000310657,0.41203789996893425,0.6416354118787773,0.6971024888031077,6.801435458301327
mirror-descent-rounded,0.6,0.5,SAFE,True,,496.4934939759036,496.4240963855421,1.0001397949673814,10.491439524815277,8.157719630769236,33.750527956862406,41.31451240486421,0.8288645995213682,0.0,0.6454358974358972,0.7301935012778386,0.4853313454161426,0.5146686545838575,0.6415835371872273,0.6971493597863111,6.801457001359403
crossover-greedy,0.6,0.5,SAFE,True,,496.4934939759036,496.4240963855421,1.0001397949673814,10.491439524815277,8.157719630769236,33.750527956862406,41.31451240486421,0.8288645995213682,0.0,0.6454358974358972,0.7301935012778386,0.4853313454161426,0.5146686545838575,0.9220512820512818,0.7301935012778386,7.722874713279926
mixed-greedy,0.6,0.5,SAFE,True,,496.4934939759036,496.4240963855421,1.0001397949673814,10.491439524815277,8.157719630769236,33.750527956862406,41.31451240486421,0.8288645995213682,0.0,0.6454358974358972,0.7301935012778386,0.4853313454161426,0.5146686545838575,0.9220512820512818,0.7301935012778386,7.722874713279926
replay-only,0.6,0.5,INFEASIBLE,False,infeasible,nan,496.4240963855421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.6,0.5,INFEASIBLE,False,infeasible,nan,496.4240963855421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CVXPY-rounded,0.7,0.5,UNSAFE,False,slack misses,579.1614457831325,579.1614457831324,1.0000000000000002,15.965382365220766,10.82218483288792,50.65935702756873,58.7582470135919,1.2961417908252795,0.10365853658536585,0.6546676709743592,0.9096458561518802,0.601810677672747,0.3981893223272531,0.7911823226493195,0.7301934327038423,8.073647000638157
mirror-descent-rounded,0.7,0.5,SAFE,True,,579.1884337349397,579.1614457831324,1.0000465983224605,8.707665507480959,6.118289723076927,31.65405238295838,42.38607993587308,0.9210166175726502,0.005813953488372093,0.8298506699487176,0.6936838262139466,0.41355415471253515,0.5864458452874649,0.794702914174884,0.7301935012778386,8.082878777138509
crossover-greedy,0.7,0.5,SAFE,True,,579.6395180722892,579.1614457831324,1.00082545599787,11.72165176036504,9.06413292307693,38.13170537478584,48.24172307692305,0.9325985651965819,0.0,0.9220512820512817,0.7301935012778386,0.41571329750439,0.5842867024956099,0.9220512820512818,0.7301935012778386,8.519036363216914
mixed-greedy,0.7,0.5,SAFE,True,,579.6395180722892,579.1614457831324,1.00082545599787,11.72165176036504,9.06413292307693,38.13170537478584,48.24172307692305,0.9325985651965819,0.0,0.9220512820512817,0.7301935012778386,0.41571329750439,0.5842867024956099,0.9220512820512818,0.7301935012778386,8.519036363216914
replay-only,0.7,0.5,INFEASIBLE,False,infeasible,nan,579.1614457831324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.7,0.5,INFEASIBLE,False,infeasible,nan,579.1614457831324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CVXPY-rounded,0.2,1.0,SAFE,True,,165.47469879518073,165.47469879518073,1.0,11.955854731561715,10.767544590904036,26.7633706392743,29.04157436326115,0.2427988547494344,0.0,0.20647275505413104,0.47152975538517705,0.8449207828518173,0.15507921714818265,0.21433940001958163,0.3316981866766639,3.84921966798452
mirror-descent-rounded,0.2,1.0,SAFE,True,,165.47469879518073,165.47469879518073,1.0,5.823953626358405,5.66508307692308,10.631558475311039,15.83806114528043,0.3331068849230771,0.0,0.1762470290598292,0.2920774005111354,0.5824790307548928,0.4175209692451072,0.21478995232127623,0.33215867887573985,3.8506680012824988
crossover-greedy,0.2,1.0,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,22.129230769230762,22.129230769230762,37.066461538461525,38.39421538461537,0.12355487179487176,0.0,0.6454358974358972,0.0,0.0,1.0,0.6331910564102562,0.0,4.171088744032699
mixed-greedy,0.2,1.0,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,16.42951788131547,16.42951788131547,29.244413828741536,30.383515690734963,0.24370344857284615,0.0,3.829059829059827e-05,0.511135450894487,1.0,0.0,3.756417094017093e-05,0.5014384811975172,3.9198333954715014
replay-only,0.2,1.0,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,16.42951788131547,16.42951788131547,29.244413828741536,30.383515690734963,0.24370344857284615,0.0,3.829059829059827e-05,0.511135450894487,1.0,0.0,3.756417094017093e-05,0.5014384811975172,3.9198333954715014
state-only,0.2,1.0,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,22.129230769230762,22.129230769230762,37.066461538461525,38.39421538461537,0.12355487179487176,0.0,0.6454358974358972,0.0,0.0,1.0,0.6331910564102562,0.0,4.171088744032699
CVXPY-rounded,0.3,1.0,SAFE,True,,248.21204819277108,248.21204819277105,1.0000000000000002,9.92356550742844,4.3054631384615405,31.911234823283056,37.08100481233015,0.3020621665565634,0.0,0.3415954773333334,0.6175684556407448,0.7733457595526559,0.226654240447344,0.3123754276247829,0.42041963519664594,4.328077696682105
mirror-descent-rounded,0.3,1.0,SAFE,True,,248.24674698795184,248.21204819277105,1.0001397949673814,5.643657892514356,4.3054631384615405,17.853395208807253,22.84791875754767,0.207216149880342,0.0,0.27661538461538454,0.4016064257028112,0.5338644799577567,0.4661355200422433,0.319286653889642,0.42663716275016983,4.328311494549014
crossover-greedy,0.3,1.0,SAFE,True,,253.0120481927711,248.21204819277105,1.0193383038210626,27.860697062120053,27.661538461538452,52.556923076923056,54.76984615384614,0.17518974358974354,0.0,0.9220512820512817,0.036509675063891925,0.04761904761904762,0.9523809523809524,0.9220512820512818,0.021964220518437237,5.785681914003128
mixed-greedy,0.3,1.0,SAFE,True,,253.0120481927711,248.21204819277105,1.0193383038210626,21.087286068469684,20.8106788889825,39.540142196759064,41.204983379672534,0.3295011849729922,0.0,0.09220512820512818,0.6936838262139466,0.9047619047619047,0.09523809523809526,0.027735302564102383,0.7301935012778386,4.628518470302279
replay-only,0.3,1.0,SAFE,True,,248.36626506024098,248.21204819277105,1.0006213109661388,9.722040944402167,1.43001725444098,38.4448519448423,42.73838973235599,0.3203737662070192,0.0,5.470085470085466e-05,0.7301935012778386,1.0,0.0,5.470085470085469e-05,0.7301935012778386,4.715242434106796
state-only,0.3,1.0,SAFE,True,,248.45108433734939,248.21204819277105,1.000963031997515,8.017517460412758,3.1724465230769243,38.726153846153835,47.577846153846146,0.15610451145299153,0.0,0.8298461538461536,0.0,0.0,1.0,0.9220512820512818,0.0,5.800131092484429
CVXPY-rounded,0.4,1.0,SAFE,True,,330.94939759036146,330.94939759036146,1.0,9.079782246434053,7.7800474256410315,24.01776183675284,31.033784747349678,0.4000807559658122,0.0,0.34579183516809137,0.5577510040160641,0.5561509785647718,0.4438490214352283,0.365762176493307,0.4680750906230024,4.848185338968378
mirror-descent-rounded,0.4,1.0,SAFE,True,,330.98409638554216,330.94939759036146,1.0001048462255357,7.625476076951165,6.722565251282056,20.263033763024122,26.39665917375796,0.37389548307692333,0.0,0.3688205128205127,0.47462577583059506,0.4732145977239106,0.5267854022760893,0.36736941285519126,0.46952064712872027,4.84819676175114
crossover-greedy,0.4,1.0,SAFE,True,,337.3493975903615,330.94939759036146,1.0193383038210626,21.28550744641346,15.965575353160894,50.62061538461536,54.38258461538459,0.1687353846153845,0.0,0.9220512820512817,0.2920774005111354,0.28571428571428575,0.7142857142857143,0.9220512820512818,0.272683461117196,6.150839058327884
mixed-greedy,0.4,1.0,SAFE,True,,337.3493975903615,330.94939759036146,1.0193383038210626,21.472844365808218,20.8106788889825,41.292606599825874,43.30794066335271,0.34410505499854893,0.0,0.3688205128205127,0.7301935012778386,0.7142857142857142,0.2857142857142858,0.34433083076923066,0.7301935012778386,5.063647632283858
replay-only,0.4,1.0,SAFE,True,,330.9763855421687,330.94939759036146,1.0000815470643059,14.146820666784443,1.7402823542966264,43.26482648917348,77.76670190318377,0.3057704659820323,0.0,7.293447293447295e-05,1.4603870025556773,1.0,0.0,5.470085470085469e-05,0.8026286966046002,6.9215686396907765
state-only,0.4,1.0,SAFE,True,,331.7667469879518,330.94939759036146,1.0024697110904008,9.319113730316747,7.628978543589749,27.384923076923005,49.73544615384611,0.43784797647863277,0.0,0.9220512820512817,0.0,0.0,1.0,0.9220512820512818,0.0,6.316636165859215
CVXPY-rounded,0.5,1.0,SAFE,True,,413.6867469879518,413.6867469879518,1.0,11.653030812363246,9.441805128205136,33.17392989975231,44.17821677910973,0.4746080711111115,0.0,0.45070376843304866,0.7037897042716319,0.5900465983224605,0.40995340167753946,0.4835518319206261,0.5715732975062714,5.431753376269901
mirror-descent-rounded,0.5,1.0,SAFE,True,,413.7561445783133,413.6867469879518,1.0001677539608576,8.802707365294523,5.485393723076924,31.215936282191702,35.968627584463725,0.258076006837607,0.0,0.6454358974358972,0.5841548010222708,0.46590506718351066,0.5340949328164893,0.4837854023569187,0.5714110861610856,5.431812495466376
crossover-greedy,0.5,1.0,SAFE,True,,421.68674698795184,413.6867469879518,1.0193383038210626,22.68596180301626,21.90596914089926,48.68430769230766,53.99532307692305,0.25191812546222175,0.0,0.9220512820512817,0.5476451259583789,0.4285714285714285,0.5714285714285714,0.9220512820512818,0.5234027017159545,6.642501627408729
