policy,retained_prefill_fraction,deadline_scale,drain_window_s,status,safe,failure_mode,retained_prefill_target_s,retained_prefill_moved_s,resident_state_tb,average_equivalent_state_target_tb,actual_evacuated_state_tb,retained_prefill_moved_fraction,actual_evacuated_nvl72_hbm_fraction,retained_prefill_removal_rate_s_per_s,request_migration_fraction,deadline_overrun_mean,deadline_overrun_p95,deadline_overrun_max,deadline_load_max,mean_delay_s,p50_delay_s,p95_delay_s,p99_delay_s,p95_delay_over_deadline,deadline_miss_rate,network_capacity_pressure,prefill_capacity_pressure,replay_retained_prefill_fraction,state_transfer_retained_prefill_fraction,fractional_network_capacity_pressure,fractional_prefill_capacity_pressure,drain_completion_s,objective
mirror-descent-rounded,0.2,0.25,1800.0,SAFE,True,,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,0.09499330655957161,0.1991366037735849,nan,nan,nan,nan,0.2665222249388065,0.1510688820512769,1.680825675311043,2.1907446063976295,0.059804244561650205,0.0,0.008392715669515678,0.007301935012778386,0.4227733934611053,0.5772266065388946,0.00839271566951567,0.006745040769137155,1785.2096125309258,19.598715164124453
mirror-descent-rounded,0.2,0.25,3600.0,SAFE,True,,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,0.047496653279785805,0.1991366037735849,nan,nan,nan,nan,0.2665222249388193,0.1510688820512769,1.6808256753112136,2.190744606397857,0.059804244561655895,0.0,0.008392715669515678,0.007301935012778386,0.4227733934611053,0.5772266065388946,0.00839271566951567,0.006745040769137155,3568.2284804554542,19.598715164124453
crossover-greedy,0.2,0.25,0.0,UNSAFE,False,deadline misses,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,inf,0.1991366037735849,nan,nan,nan,nan,7.631141788253427,7.628978543589749,14.313776574358986,14.948265878974372,1.908503543247865,0.4811320754716981,0.008392715669515678,0.007301935012778386,0.4227733934611053,0.5772266065388946,0.00839271566951567,0.006745040769137155,15.106888205128218,19.598715164124453
crossover-greedy,0.2,0.25,900.0,SAFE,True,,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,0.18998661311914322,0.1991366037735849,nan,nan,nan,nan,0.26652222493880673,0.1510688820512769,1.680825675311043,2.1907446063976295,0.059804244561650205,0.0,0.008392715669515678,0.007301935012778386,0.4227733934611053,0.5772266065388946,0.00839271566951567,0.006745040769137155,893.7001785686617,19.598715164124453
crossover-greedy,0.2,0.25,1800.0,SAFE,True,,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,0.09499330655957161,0.1991366037735849,nan,nan,nan,nan,0.2665222249388065,0.1510688820512769,1.680825675311043,2.1907446063976295,0.059804244561650205,0.0,0.008392715669515678,0.007301935012778386,0.4227733934611053,0.5772266065388946,0.00839271566951567,0.006745040769137155,1785.2096125309258,19.598715164124453
crossover-greedy,0.2,0.25,3600.0,SAFE,True,,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,0.047496653279785805,0.1991366037735849,nan,nan,nan,nan,0.2665222249388193,0.1510688820512769,1.6808256753112136,2.190744606397857,0.059804244561655895,0.0,0.008392715669515678,0.007301935012778386,0.4227733934611053,0.5772266065388946,0.00839271566951567,0.006745040769137155,3568.2284804554542,19.598715164124453
least-loaded-destination,0.2,0.25,0.0,UNSAFE,False,deadline misses,165.47469879518073,167.7879518072289,0.61736128,0.12347225600000002,0.125198336,0.20279589934762346,0.009343159402985074,inf,0.8584905660377359,nan,nan,nan,nan,26.793975344040486,19.6389546666666,62.789263009914436,67.31629384205108,22.32042732307684,0.9846153846153847,0.047558722127255405,0.0,0.0,1.0,0.04755872212725546,0.0,85.60569982905973,58.77829146384217
least-loaded-destination,0.2,0.25,900.0,SAFE,True,,165.47469879518073,167.7879518072289,0.61736128,0.12347225600000002,0.125198336,0.20279589934762346,0.009343159402985074,0.18643105756358766,0.8584905660377359,nan,nan,nan,nan,0.23320992365387405,0.1510688820512769,0.2517814700854615,1.9890736136751206,0.12589073504273074,0.0,0.047558722127255405,0.0,0.0,1.0,0.04755872212725546,0.0,910.2524077167276,58.77829146384217
least-loaded-destination,0.2,0.25,1800.0,SAFE,True,,165.47469879518073,167.7879518072289,0.61736128,0.12347225600000002,0.125198336,0.20279589934762346,0.009343159402985074,0.09321552878179383,0.8584905660377359,nan,nan,nan,nan,0.1897369131479002,0.1510688820512769,0.2517814700854615,1.989073613675173,0.12589073504273074,0.0,0.047558722127255405,0.0,0.0,1.0,0.04755872212725546,0.0,1800.3622978266183,58.77829146384217
least-loaded-destination,0.2,0.25,3600.0,SAFE,True,,165.47469879518073,167.7879518072289,0.61736128,0.12347225600000002,0.125198336,0.20279589934762346,0.009343159402985074,0.046607764390896915,0.8584905660377359,nan,nan,nan,nan,0.188144395228714,0.1510688820512769,0.2517814700854615,1.9890736136750684,0.1258907350429581,0.0,0.047558722127255405,0.0,0.0,1.0,0.04755872212725546,0.0,3596.1164156092796,58.77829146384217
online-queue-greedy,0.2,0.25,0.0,UNSAFE,False,deadline misses,165.47469879518073,167.7879518072289,0.61736128,0.12347225600000002,0.125198336,0.20279589934762346,0.009343159402985074,inf,0.8584905660377359,nan,nan,nan,nan,5.016126319714313,3.4850227821900184,15.182214065230777,18.29717905698915,4.352678838349762,0.9076923076923077,0.01279959856866097,0.010530363879761464,0.39191176470588246,0.6080882352941176,0.01279959856866097,0.01053036387976147,23.039277423589745,67.05121228386533
online-queue-greedy,0.2,0.25,900.0,SAFE,True,,165.47469879518073,167.7879518072289,0.61736128,0.12347225600000002,0.125198336,0.20279589934762346,0.009343159402985074,0.18643105756358766,0.8584905660377359,nan,nan,nan,nan,0.23385940151959028,0.06294536752136537,0.8973625989856373,3.096548702114014,0.28325415384614416,0.0,0.01279959856866097,0.010530363879761464,0.39191176470588246,0.6080882352941176,0.01279959856866097,0.01053036387976147,902.0504815433455,67.05121228386533
online-queue-greedy,0.2,0.25,1800.0,SAFE,True,,165.47469879518073,167.7879518072289,0.61736128,0.12347225600000002,0.125198336,0.20279589934762346,0.009343159402985074,0.09321552878179383,0.8584905660377359,nan,nan,nan,nan,0.23155553877836163,0.06294536752136537,0.8973625989856373,2.813519164355723,0.28325415384614416,0.0,0.01279959856866097,0.010530363879761464,0.39191176470588246,0.6080882352941176,0.01279959856866097,0.01053036387976147,1800.0724595653237,67.05121228386533
online-queue-greedy,0.2,0.25,3600.0,SAFE,True,,165.47469879518073,167.7879518072289,0.61736128,0.12347225600000002,0.125198336,0.20279589934762346,0.009343159402985074,0.046607764390896915,0.8584905660377359,nan,nan,nan,nan,0.23155553877839855,0.06294536752147906,0.8973625989856373,2.8135191643556006,0.283254153846201,0.0,0.01279959856866097,0.010530363879761464,0.39191176470588246,0.6080882352941176,0.01279959856866097,0.01053036387976147,3596.1164156092796,67.05121228386533
replay-only,0.2,0.25,0.0,UNSAFE,False,deadline misses,165.47469879518073,168.67469879518075,0.61736128,0.12347225600000002,0.12586,0.20386766076421253,0.009392537313432836,inf,0.025913962264150943,nan,nan,nan,nan,16.42951788131547,16.42951788131547,29.244413828741536,30.383515690734963,0.9748137942913846,0.07142857142857142,1.2763532763532757e-06,0.017037848363149567,1.0,0.0,1.252139031339031e-06,0.01671461603991724,30.668291156233323,19.651651766448555
replay-only,0.2,0.25,900.0,SAFE,True,,165.47469879518073,168.67469879518075,0.61736128,0.12347225600000002,0.12586,0.20386766076421253,0.009392537313432836,0.18741633199464527,0.025913962264150943,nan,nan,nan,nan,2.1907446063976237,2.1907446063976295,2.1907446063976295,2.1907446063976295,0.07302482021325432,0.0,1.2763532763532757e-06,0.017037848363149567,1.0,0.0,1.252139031339031e-06,0.01671461603991724,837.9050303206833,19.651651766448555
replay-only,0.2,0.25,1800.0,SAFE,True,,165.47469879518073,168.67469879518075,0.61736128,0.12347225600000002,0.12586,0.20386766076421253,0.009392537313432836,0.09370816599732264,0.025913962264150943,nan,nan,nan,nan,2.190744606397627,2.1907446063976295,2.1907446063976295,2.1907446063976295,0.07302482021325432,0.0,1.2763532763532757e-06,0.017037848363149567,1.0,0.0,1.252139031339031e-06,0.01671461603991724,1673.619316034969,19.651651766448555
replay-only,0.2,0.25,3600.0,SAFE,True,,165.47469879518073,168.67469879518075,0.61736128,0.12347225600000002,0.12586,0.20386766076421253,0.009392537313432836,0.04685408299866132,0.025913962264150943,nan,nan,nan,nan,2.1907446063977263,2.1907446063976295,2.190744606397857,2.190744606397857,0.0730248202132619,0.0,1.2763532763532757e-06,0.017037848363149567,1.0,0.0,1.252139031339031e-06,0.01671461603991724,3345.0478874635405,19.651651766448555
state-only,0.2,0.25,0.0,UNSAFE,False,deadline misses,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,inf,0.19390792452830188,nan,nan,nan,nan,7.729045636046808,7.70451298461539,14.487505788717959,15.103866827487193,1.9115249208888903,0.49514563106796117,0.009220512820512818,0.0,0.0,1.0,0.00851729504273504,0.0,16.596923076923073,22.887554191173745
state-only,0.2,0.25,900.0,SAFE,True,,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,0.18998661311914322,0.19390792452830188,nan,nan,nan,nan,0.3078039930296184,0.1510688820512769,0.151068882051284,5.532307692307654,0.020142517606837867,0.0,0.009220512820512818,0.0,0.0,1.0,0.00851729504273504,0.0,896.7944436146378,22.887554191173745
state-only,0.2,0.25,1800.0,SAFE,True,,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,0.09499330655957161,0.19390792452830188,nan,nan,nan,nan,0.30780399302962147,0.1510688820512769,0.1510688820512819,5.532307692307768,0.02014251760683759,0.0,0.009220512820512818,0.0,0.0,1.0,0.00851729504273504,0.0,1788.056579536968,22.887554191173745
state-only,0.2,0.25,3600.0,SAFE,True,,165.47469879518073,170.9879518072289,0.61736128,0.12347225600000002,0.12758608,0.20666356011183598,0.009521349253731343,0.047496653279785805,0.19390792452830188,nan,nan,nan,nan,0.3078039930296214,0.1510688820512769,0.1510688820512769,5.532307692307768,0.02014251760683692,0.0,0.009220512820512818,0.0,0.0,1.0,0.00851729504273504,0.0,3570.5808513816282,22.887554191173745
deadline-penalty-rounded,0.3,0.25,0.0,UNSAFE,False,deadline misses,248.21204819277105,248.2467469879518,0.61736128,0.18520838399999998,0.1852342752,0.3000419384902144,0.013823453373134328,inf,0.11483133795195763,0.011813439279524295,0.008318928385343927,0.3920081005214989,1.242008100521499,6.669600832861857,3.6004834242735058,29.46594067419101,35.77481252523155,0.9821980224730337,0.0547945205479452,0.0036788117029439723,0.020751125714981136,0.8280451629936789,0.17195483700632105,0.003680315476765677,0.020700135010281975,37.352030487991684,28.636656840272657
deadline-penalty-rounded,0.3,0.25,900.0,SAFE,True,,248.21204819277105,248.2467469879518,0.61736128,0.18520838399999998,0.1852342752,0.3000419384902144,0.013823453373134328,0.275829718875502,0.11483133795195763,0.011813439279524295,0.008318928385343927,0.3920081005214989,1.242008100521499,0.611031614500714,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.11765848894101498,0.0,0.0036788117029439723,0.020751125714981136,0.8280451629936789,0.17195483700632105,0.003680315476765677,0.020700135010281975,889.86197748311,28.636656840272657
deadline-penalty-rounded,0.3,0.25,1800.0,SAFE,True,,248.21204819277105,248.2467469879518,0.61736128,0.18520838399999998,0.1852342752,0.3000419384902144,0.013823453373134328,0.137914859437751,0.11483133795195763,0.011813439279524295,0.008318928385343927,0.3920081005214989,1.242008100521499,0.6110316145007147,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.11765848894101498,0.0,0.0036788117029439723,0.020751125714981136,0.8280451629936789,0.17195483700632105,0.003680315476765677,0.020700135010281975,1777.5332103598223,28.636656840272657
deadline-penalty-rounded,0.3,0.25,3600.0,SAFE,True,,248.21204819277105,248.2467469879518,0.61736128,0.18520838399999998,0.1852342752,0.3000419384902144,0.013823453373134328,0.0689574297188755,0.11483133795195763,0.011813439279524295,0.008318928385343927,0.3920081005214989,1.242008100521499,0.6110316145007658,0.1510688820512769,2.190744606397857,2.190744606397857,0.11765848894101498,0.0,0.0036788117029439723,0.020751125714981136,0.8280451629936789,0.17195483700632105,0.003680315476765677,0.020700135010281975,3552.875676113247,28.636656840272657
CVXPY-rounded,0.3,0.25,0.0,UNSAFE,False,deadline misses,248.21204819277105,248.21204819277108,0.61736128,0.18520838399999998,0.185208384,0.3,0.013821521194029851,inf,0.21209356769739657,nan,nan,nan,nan,8.01870644612357,7.691926711794878,15.667912196644473,23.904494891058505,1.9027968700170956,0.43333333333333335,0.008427786453941127,0.014728489716441522,0.6021124572848715,0.3978875427151285,0.008392714757073911,0.0151023498790739,26.511285690620383,27.8816329958458
CVXPY-rounded,0.3,0.25,900.0,SAFE,True,,248.21204819277105,248.21204819277108,0.61736128,0.18520838399999998,0.185208384,0.3,0.013821521194029851,0.2757911646586345,0.21209356769739657,nan,nan,nan,nan,0.3791388715604083,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.07302482021325432,0.0,0.008427786453941127,0.014728489716441522,0.6021124572848715,0.3978875427151285,0.008392714757073911,0.0151023498790739,894.6907446063976,27.8816329958458
CVXPY-rounded,0.3,0.25,1800.0,SAFE,True,,248.21204819277105,248.21204819277108,0.61736128,0.18520838399999998,0.185208384,0.3,0.013821521194029851,0.13789558232931726,0.21209356769739657,nan,nan,nan,nan,0.3791388715604082,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.07302482021325432,0.0,0.008427786453941127,0.014728489716441522,0.6021124572848715,0.3978875427151285,0.008392714757073911,0.0151023498790739,1787.1907446063976,27.8816329958458
CVXPY-rounded,0.3,0.25,3600.0,SAFE,True,,248.21204819277105,248.21204819277108,0.61736128,0.18520838399999998,0.185208384,0.3,0.013821521194029851,0.06894779116465863,0.21209356769739657,nan,nan,nan,nan,0.37913887156043097,0.1510688820512769,2.190744606397857,2.190744606397857,0.0730248202132619,0.0,0.008427786453941127,0.014728489716441522,0.6021124572848715,0.3978875427151285,0.008392714757073911,0.0151023498790739,3572.190744606398,27.8816329958458
mirror-descent-rounded,0.3,0.25,0.0,UNSAFE,False,deadline misses,248.21204819277105,255.32530120481925,0.61736128,0.18520838399999998,0.19051608,0.3085973904939422,0.01421761791044776,inf,0.21209358490566038,nan,nan,nan,nan,8.515423128682816,8.157719630769236,16.2104598309321,26.024260488106258,1.9014536620854714,0.45132743362831856,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0.00839271566951567,0.01510234878909577,28.477710652399807,27.881632890529005
mirror-descent-rounded,0.3,0.25,900.0,SAFE,True,,248.21204819277105,255.32530120481925,0.61736128,0.18520838399999998,0.19051608,0.3085973904939422,0.01421761791044776,0.28369477911646585,0.21209358490566038,nan,nan,nan,nan,0.38572184148935335,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.07302482021325432,0.0,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0.00839271566951567,0.01510234878909577,894.2261428364861,27.881632890529005
mirror-descent-rounded,0.3,0.25,1800.0,SAFE,True,,248.21204819277105,255.32530120481925,0.61736128,0.18520838399999998,0.19051608,0.3085973904939422,0.01421761791044776,0.14184738955823292,0.21209358490566038,nan,nan,nan,nan,0.3857218414893531,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.07302482021325432,0.0,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0.00839271566951567,0.01510234878909577,1786.2615410665746,27.881632890529005
mirror-descent-rounded,0.3,0.25,3600.0,SAFE,True,,248.21204819277105,255.32530120481925,0.61736128,0.18520838399999998,0.19051608,0.3085973904939422,0.01421761791044776,0.07092369477911646,0.21209358490566038,nan,nan,nan,nan,0.38572184148937916,0.1510688820512769,2.190744606397857,2.190744606397857,0.0730248202132619,0.0,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0.00839271566951567,0.01510234878909577,3570.332337526752,27.881632890529005
crossover-greedy,0.3,0.25,0.0,UNSAFE,False,deadline misses,248.21204819277105,255.32530120481925,0.61736128,0.18520838399999998,0.19051608,0.3085973904939422,0.01421761791044776,inf,0.21209358490566038,nan,nan,nan,nan,8.515423128682816,8.157719630769236,16.2104598309321,26.024260488106258,1.9014536620854714,0.45132743362831856,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0.00839271566951567,0.01510234878909577,28.477710652399807,27.881632890529005
crossover-greedy,0.3,0.25,900.0,SAFE,True,,248.21204819277105,255.32530120481925,0.61736128,0.18520838399999998,0.19051608,0.3085973904939422,0.01421761791044776,0.28369477911646585,0.21209358490566038,nan,nan,nan,nan,0.38572184148935335,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.07302482021325432,0.0,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0.00839271566951567,0.01510234878909577,894.2261428364861,27.881632890529005
crossover-greedy,0.3,0.25,1800.0,SAFE,True,,248.21204819277105,255.32530120481925,0.61736128,0.18520838399999998,0.19051608,0.3085973904939422,0.01421761791044776,0.14184738955823292,0.21209358490566038,nan,nan,nan,nan,0.3857218414893531,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.07302482021325432,0.0,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0.00839271566951567,0.01510234878909577,1786.2615410665746,27.881632890529005
crossover-greedy,0.3,0.25,3600.0,SAFE,True,,248.21204819277105,255.32530120481925,0.61736128,0.18520838399999998,0.19051608,0.3085973904939422,0.01421761791044776,0.07092369477911646,0.21209358490566038,nan,nan,nan,nan,0.38572184148937916,0.1510688820512769,2.190744606397857,2.190744606397857,0.0730248202132619,0.0,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0.00839271566951567,0.01510234878909577,3570.332337526752,27.881632890529005
least-loaded-destination,0.3,0.25,0.0,UNSAFE,False,deadline misses,248.21204819277105,250.69493975903612,0.61736128,0.18520838399999998,0.1870610432,0.30300093196644917,0.013959779343283582,inf,0.8981132075471698,nan,nan,nan,nan,31.34361930963146,22.28266010256402,74.52731514529904,151.068882051282,22.18824205128197,0.9852941176470589,0.0945579298765432,0.0,0.0,1.0,0.09455792987654321,0.0,170.20427377777776,113.81796968537267
least-loaded-destination,0.3,0.25,900.0,UNSAFE,False,deadline misses,248.21204819277105,250.69493975903612,0.61736128,0.18520838399999998,0.1870610432,0.30300093196644917,0.013959779343283582,0.27854993306559567,0.8981132075471698,nan,nan,nan,nan,1.8171683191237045,0.1510688820512769,6.700687544925586,47.31788470300887,0.44671250299503906,0.04201680672268908,0.0945579298765432,0.0,0.0,1.0,0.09455792987654321,0.0,955.5814276900087,113.81796968537267
least-loaded-destination,0.3,0.25,1800.0,SAFE,True,,248.21204819277105,250.69493975903612,0.61736128,0.18520838399999998,0.1870610432,0.30300093196644917,0.013959779343283582,0.13927496653279783,0.8981132075471698,nan,nan,nan,nan,0.5262107596294016,0.1510688820512769,4.337242166774558,9.030069576960841,0.2891494777849706,0.0,0.0945579298765432,0.0,0.0,1.0,0.09455792987654321,0.0,1806.4217638244654,113.81796968537267
least-loaded-destination,0.3,0.25,3600.0,SAFE,True,,248.21204819277105,250.69493975903612,0.61736128,0.18520838399999998,0.1870610432,0.30300093196644917,0.013959779343283582,0.06963748326639892,0.8981132075471698,nan,nan,nan,nan,0.35757200373483033,0.1510688820512769,4.028503521367384,4.028503521367384,0.26856690142449224,0.0,0.0945579298765432,0.0,0.0,1.0,0.09455792987654321,0.0,3596.4654783112833,113.81796968537267
online-queue-greedy,0.3,0.25,0.0,UNSAFE,False,deadline misses,248.21204819277105,250.69493975903612,0.61736128,0.18520838399999998,0.1870610432,0.30300093196644917,0.013959779343283582,inf,0.8981132075471698,nan,nan,nan,nan,6.139723646933958,3.817116693540034,20.651466177138953,34.184653806831236,4.296262892307694,0.9117647058823529,0.020779735399810064,0.020499939150541553,0.4670275590551183,0.5329724409448816,0.020779735399810064,0.02049993915054156,38.79439247890209,122.88077564007105
online-queue-greedy,0.3,0.25,900.0,SAFE,True,,248.21204819277105,250.69493975903612,0.61736128,0.18520838399999998,0.1870610432,0.30300093196644917,0.013959779343283582,0.27854993306559567,0.8981132075471698,nan,nan,nan,nan,0.6345883575243656,0.09441805128204805,3.589349571326977,10.851478962440439,0.32959596919742656,0.0021008403361344537,0.020779735399810064,0.020499939150541553,0.4670275590551183,0.5329724409448816,0.020779735399810064,0.02049993915054156,910.6887360942325,122.88077564007105
online-queue-greedy,0.3,0.25,1800.0,SAFE,True,,248.21204819277105,250.69493975903612,0.61736128,0.18520838399999998,0.1870610432,0.30300093196644917,0.013959779343283582,0.13927496653279783,0.8981132075471698,nan,nan,nan,nan,0.44723350783085103,0.09441805128204805,3.589226341241556,5.273039210515378,0.28325415384614416,0.0,0.020779735399810064,0.020499939150541553,0.4670275590551183,0.5329724409448816,0.020779735399810064,0.02049993915054156,1801.234954581628,122.88077564007105
online-queue-greedy,0.3,0.25,3600.0,SAFE,True,,248.21204819277105,250.69493975903612,0.61736128,0.18520838399999998,0.1870610432,0.30300093196644917,0.013959779343283582,0.06963748326639892,0.8981132075471698,nan,nan,nan,nan,0.4198487393449031,0.0944180512821049,3.589226341241556,4.532066461538307,0.283254153846201,0.0,0.020779735399810064,0.020499939150541553,0.4670275590551183,0.5329724409448816,0.020779735399810064,0.02049993915054156,3596.4654783112833,122.88077564007105
replay-only,0.3,0.25,0.0,UNSAFE,False,deadline misses,248.21204819277105,248.36626506024098,0.61736128,0.18520838399999998,0.185323456,0.3001863932898416,0.013830108656716418,inf,0.09316037735849021,nan,nan,nan,nan,9.722040944402167,1.43001725444098,38.4448519448423,42.73838973235599,1.2814950648280767,0.14,1.823361823361822e-06,0.024339783375927952,1.0,0.0,1.823361823361823e-06,0.024339783375927952,43.81177417923442,28.116081455405133
