model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gemma-4-26b,coding,8,400,1,kv_only,1.2,20,1,complete,0.04763942601404744,0.04772891829715676,0.05063032483122868,0.04772891829715676,0.04772891829715676,0.002990898817181238,1.0,142.0,142.0,142.0,"[0.0, 0.9959284735999997, 0.9959284735999997]","[0.0, 0.0]","[0.41666666666666685, 0.4189245655518342]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.04773172662424065,"[0.16695774605297892, 0.16705793143035796]","[0.0, 0.0, 0.0, 142.0]","[0.0, 0.0, 0.0, 0.048564105009551405]",399858.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.02386538208, 0.008590748519999998, 0.0324561306]","[0.15959408570352412, 3.409124220807814e-06]","[0.8382322789001451, 0.9999965462039185]","[84226.44881251964, 23441.773802255848]","[94181.0, 24004.0]","[94181.0, 24004.0]","[0.0, 0.0]","[12608.675570522144, 7524.117540258002]",9.297804961449478,"[0.19753627784568634, 0.17796500652177816]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,replay_only,1.0,20,1,complete,3.6358369818815177,3.6426670253926616,3.864102127758101,3.6426670253926616,3.6426670253926616,0.22826514587658317,0.0,100144.0,100144.0,100144.0,"[0.02386538208, 0.01024156724, 0.03410694932000001]","[0.311978209936937, 0.14090459160342575]","[0.6705858231201165, 0.8572015822397457]","[50297.72882674055, 12251.253431641262]","[94181.0, 27002.0]","[4524.0, 16515.0]","[0.0, 0.0]","[871.7933877118336, 94.68851676936987]",9.297804961449478,"[0.19753627784568634, 0.18008018793996378]","[89657.0, 0.0, 10487.0, 0.0]","[2.952147309995517, 0.0, 0.7542610949596322, 0.0]",299856.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,replay_only,1.2,20,1,complete,9.279825451130165,9.297257919066128,9.86243152529339,9.297257919066128,9.297257919066128,0.5826060741632245,1.0,121183.0,121183.0,121183.0,"[0.02386538208, 0.01024156724, 0.03410694932000001]","[0.27451173140931134, 0.11899863494901106]","[0.5588215192667636, 0.7143346518664546]","[27676.9294280297, 2025.9962490226458]","[94181.0, 27002.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",9.297804961449478,"[0.19753627784568634, 0.18008018793996378]","[94181.0, 0.0, 27002.0, 0.0]","[3.057543114370329, 0.0, 6.402403307866259, 0.0]",278817.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,isolated_fastest,0.8,20,1,complete,0.2219322376593604,0.22234914492096003,0.2358655891425214,0.22234914492096003,0.22234914492096003,0.013933351483161008,0.0,83232.0,83232.0,83232.0,"[0.02117939951999999, 0.9739523913600007, 0.99513179088]","[0.11548281562680622, 0.34236729952794387]","[0.8819988194912595, 0.6522039577922082]","[90403.23348825153, 59336.148684572676]","[99165.0, 100707.0]","[99165.0, 17611.0]","[0.0, 0.0]","[12625.84677918215, 683.631852825813]",4.005343008717283,"[0.19409474890513576, 0.19281459699511316]","[0.0, 0.0, 83096.0, 136.0]","[0.0, 0.0, 0.1797278312754291, 0.046512100572528095]",316768.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,isolated_fastest,1.0,20,1,complete,3.6635961565180164,3.67047834658346,3.8936040791140702,3.67047834658346,3.67047834658346,0.23000792259605368,0.0,184385.0,184385.0,184385.0,"[0.02117939951999999, 0.9739523913599999, 0.99513179088]","[0.2881178801494449, 0.2848319492675681]","[0.7055990555930074, 0.5217631662337664]","[59936.15374056473, 30203.875766187015]","[99165.0, 100707.0]","[15623.0, 0.0]","[0.0, 0.0]","[314.0960409457258, 0.0]",4.005343008717283,"[0.19409474890513576, 0.19281459699511316]","[83542.0, 0.0, 100707.0, 136.0]","[3.344628135567458, 0.0, 0.3435661477124709, 0.046512100572528095]",215615.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,isolated_fastest,1.2,20,1,complete,3.997597728378944,4.005107351764409,4.2485749402758595,4.005107351764409,4.005107351764409,0.25097721189691496,1.0,200008.0,200008.0,200008.0,"[0.02117939951999999, 0.9739523913600007, 0.99513179088]","[0.24533316747363285, 0.23735995772297352]","[0.5879992129941731, 0.43480263852813855]","[31953.852341020487, 19090.596251405135]","[99165.0, 100707.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 5.733608032798543e-14]",4.005343008717283,"[0.19409474890513576, 0.19281459699511316]","[99165.0, 0.0, 100707.0, 136.0]","[3.6851126620692325, 0.0, 0.3435661477124709, 0.046512100572528095]",199992.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,queue_haul,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0035034573866666668, 0.0012987990853333335, 0.004802256472]","[1.2255152291461553e-05, 6.832094513563849e-08]","[0.9999877342930613, 0.9999999315879468]","[6632539.646341192, 3423007.3090731665]","[221723.0, 114410.0]","[221723.0, 114410.0]","[0.0, 0.0]","[98151.20111469907, 33162.251079287336]",14.093257803467214,"[0.30162634183342696, 0.2168819865156792]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,queue_haul,1.0,20,1,complete,14.066005148118908,14.092428617506666,14.949097193509397,14.092428617506666,14.092428617506666,0.8830920453904886,1.0,400000.0,400000.0,400000.0,"[0.0038824505359999996, 0.8977578851600004, 0.901640335696]","[0.058632091638479565, 0.04332108663386239]","[0.8923331736152351, 0.9076668263847646]","[1917960.7104255997, 1364692.2599118883]","[230820.0, 166646.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 5.833875049710002e-14]",14.093257803467214,"[0.31619437266644634, 0.28485351312427765]","[230820.0, 0.0, 166646.0, 2534.0]","[7.03209429473898, 0.0, 6.845887758737644, 0.4610435862678682]",0.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,queue_haul,1.2,20,1,complete,14.066005148118908,14.092428617506666,14.949097193509397,14.092428617506666,14.092428617506666,0.8830920453904886,1.0,400000.0,400000.0,400000.0,"[0.0038824505359999996, 0.8977578851600004, 0.901640335696]","[0.04886007636539965, 0.03610090552821866]","[0.7436109780126964, 0.7563890219873036]","[602427.7916925052, 378591.6702163296]","[230820.0, 166646.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",14.093257803467214,"[0.31619437266644634, 0.28485351312427765]","[230820.0, 0.0, 166646.0, 2534.0]","[7.03209429473898, 0.0, 6.845887758737644, 0.4610435862678682]",0.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,greedy,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.006239275348000003, 0.000445511628, 0.006684786975999999]","[7.5459665067111296e-06, 1.4505198613125997e-06]","[0.9999924465219575, 0.9999985474482311]","[9894432.380993513, 1713354.7960383252]","[331202.0, 57254.0]","[331202.0, 57254.0]","[0.0, 0.0]","[175556.42568282035, 11601.91927629221]",14.093257803467214,"[0.4067878216236024, 0.18408266544687635]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,greedy,1.0,20,1,complete,13.82666515026322,13.852639011319399,14.694730950033545,13.852639011319399,13.852639011319399,0.8680657997703254,0.0,398659.0,398659.0,398659.0,"[0.0062779787266666635, 0.000671577348, 0.006949556074666667]","[0.0942769413597207, 0.00941058882498064]","[0.8094241687336649, 0.9905758312663359]","[2678687.0932378764, 1324058.1772691798]","[332131.0, 67869.0]","[0.0, 1341.0]","[0.0, 0.0]","[0.0, 20.34746960032597]",14.093257803467214,"[0.4082755319285242, 0.19277235386219965]","[332131.0, 0.0, 66528.0, 0.0]","[5.546051361285798, 0.0, 8.54898870261607, 0.0]",1341.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,greedy,1.2,20,1,complete,14.066005148118906,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904905,1.0,400000.0,400000.0,400000.0,"[0.0062779787266666635, 0.000671577348, 0.006949556074666667]","[0.0785641177997673, 0.007853461503928492]","[0.6745201406113869, 0.825479859388613]","[1224160.4322397797, 43066.28468131142]","[332131.0, 67869.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 1.9081958235744878e-17]",14.093257803467214,"[0.4082755319285242, 0.19277235386219965]","[332131.0, 0.0, 67869.0, 0.0]","[5.546051361285798, 0.0, 8.792974278458692, 0.0]",0.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,kv_only,0.8,20,1,complete,1.4348860919864859,1.4375815743446443,1.5249711218532755,1.4375815743446443,1.4375815743446443,0.0900850298667897,1.0,4277.0,4277.0,4277.0,"[0.0, 0.9999028360533335, 0.9999028360533335]","[0.0, 0.0]","[0.625, 0.7270109175900861]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.4376661603653327,"[0.16695774605297892, 0.16997530139840236]","[0.0, 0.0, 0.0, 4277.0]","[0.0, 0.0, 0.0, 1.4627371628581076]",395723.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,kv_only,1.0,20,1,complete,1.4348860919864859,1.4375815743446443,1.5249711218532755,1.4375815743446443,1.4375815743446443,0.0900850298667897,1.0,4277.0,4277.0,4277.0,"[0.0, 0.9999028360533335, 0.9999028360533335]","[0.0, 0.0]","[0.5, 0.5816087340720687]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.4376661603653327,"[0.16695774605297892, 0.16997530139840236]","[0.0, 0.0, 0.0, 4277.0]","[0.0, 0.0, 0.0, 1.4627371628581076]",395723.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,kv_only,1.2,20,1,complete,1.4348860919864859,1.4375815743446443,1.5249711218532755,1.4375815743446443,1.4375815743446443,0.0900850298667897,1.0,4277.0,4277.0,4277.0,"[0.0, 0.9999028360533335, 0.9999028360533335]","[0.0, 0.0]","[0.41666666666666685, 0.48467394506005756]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.4376661603653327,"[0.16695774605297892, 0.16997530139840236]","[0.0, 0.0, 0.0, 4277.0]","[0.0, 0.0, 0.0, 1.4627371628581076]",395723.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.006239275348000003, 0.000445511628, 0.006684786975999999]","[7.5459665067111296e-06, 1.4505198613125997e-06]","[0.9999924465219575, 0.9999985474482311]","[9894432.380993513, 1713354.7960383252]","[331202.0, 57254.0]","[331202.0, 57254.0]","[0.0, 0.0]","[175556.42568282035, 11601.91927629221]",14.093257803467214,"[0.4067878216236024, 0.18408266544687635]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,replay_only,1.0,20,1,complete,13.82666515026322,13.852639011319399,14.694730950033545,13.852639011319399,13.852639011319399,0.8680657997703254,0.0,398659.0,398659.0,398659.0,"[0.0062779787266666635, 0.000671577348, 0.006949556074666667]","[0.0942769413597207, 0.00941058882498064]","[0.8094241687336649, 0.9905758312663359]","[2678687.0932378764, 1324058.1772691798]","[332131.0, 67869.0]","[0.0, 1341.0]","[0.0, 0.0]","[0.0, 20.34746960032597]",14.093257803467214,"[0.4082755319285242, 0.19277235386219965]","[332131.0, 0.0, 66528.0, 0.0]","[5.546051361285798, 0.0, 8.54898870261607, 0.0]",1341.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,replay_only,1.2,20,1,complete,14.066005148118906,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904905,1.0,400000.0,400000.0,400000.0,"[0.0062779787266666635, 0.000671577348, 0.006949556074666667]","[0.0785641177997673, 0.007853461503928492]","[0.6745201406113869, 0.825479859388613]","[1224160.4322397797, 43066.28468131142]","[332131.0, 67869.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 1.9081958235744878e-17]",14.093257803467214,"[0.4082755319285242, 0.19277235386219965]","[332131.0, 0.0, 67869.0, 0.0]","[5.546051361285798, 0.0, 8.792974278458692, 0.0]",0.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,isolated_fastest,0.8,20,1,complete,1.3224973052632045,1.3249816614605068,1.4055263414415737,1.3249816614605068,1.3249816614605068,0.0830290361783693,0.0,3942.0,3942.0,3942.0,"[0.0, 0.9229606771893335, 0.9229606771893335]","[0.0, 2.013660293745995e-05]","[0.625, 0.9999798528850266]","[0.0, 5990086.930164415]","[0.0, 199872.0]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 36171.77948533929]",5.395277442458374,"[0.16695774605297892, 0.22263685017335888]","[0.0, 0.0, 0.0, 3942.0]","[0.0, 0.0, 0.0, 1.3481669151243072]",396058.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,isolated_fastest,1.0,20,1,complete,5.384844394351382,5.394960007811896,5.722915737297906,5.394960007811896,5.394960007811896,0.3380713429465238,1.0,204143.0,204143.0,204143.0,"[0.0, 0.9998762799626666, 0.9998762799626666]","[0.0, 0.019307725007864256]","[0.5, 0.8062614772366421]","[0.0, 422429.5875044948]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",5.395277442458374,"[0.16695774605297892, 0.22286896981531443]","[0.0, 0.0, 199872.0, 4271.0]","[0.0, 0.0, 4.028678809781703, 1.4606851584210847]",195857.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,30,isolated_fastest,1.2,20,1,complete,5.384844394351382,5.394960007811896,5.722915737297906,5.394960007811896,5.394960007811896,0.3380713429465238,1.0,204143.0,204143.0,204143.0,"[0.0, 0.9998762799626666, 0.9998762799626666]","[0.0, 0.016089770839886882]","[0.41666666666666685, 0.6718845643638681]","[0.0, 195002.47984551068]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 1.4405143744511406e-14]",5.395277442458374,"[0.16695774605297892, 0.22286896981531443]","[0.0, 0.0, 199872.0, 4271.0]","[0.0, 0.0, 4.028678809781703, 1.4606851584210847]",195857.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,queue_haul,0.8,20,1,complete,1.2081226289971352,1.2103921284724877,1.283970993354253,1.2103921284724877,1.2103921284724877,0.0758483643571178,0.0,6769.0,6769.0,6769.0,"[0.00012687772319999998, 0.2392808590394667, 0.23940773676266672]","[5.151676358412892e-08, 1.0564466488243659e-05]","[0.9999999484790912, 0.9999894342204584]","[46392843.040070646, 45833422.3388193]","[154673.0, 152822.0]","[154673.0, 152822.0]","[0.0, 0.0]","[33118.942748226684, 69579.57036116938]",14.093257803467214,"[0.21572798337395035, 0.27640480125874156]","[0.0, 0.0, 0.0, 6769.0]","[0.0, 0.0, 0.0, 1.2315722318260454]",393231.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,queue_haul,1.0,20,1,complete,14.06600514811891,14.092428617506666,14.9490971935094,14.092428617506666,14.092428617506666,0.8830920453904905,1.0,400000.0,400000.0,400000.0,"[0.2192508082293334, 0.5895367781434668, 0.8087875863728]","[0.00507579285306017, 0.003719361992452963]","[0.8993214041541148, 0.9006785958458858]","[1775504.627653233, 990364.3617876247]","[224247.0, 152822.0]","[0.0, 0.0]","[0.0, 0.0]","[7.508646482357051e-13, 0.0]",14.093257803467214,"[0.3087586943118306, 0.2922891914788934]","[224247.0, 6243.0, 152822.0, 16688.0]","[7.049761062923131, 0.10758875290764132, 4.145410880094389, 3.03626494381933]",0.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,queue_haul,1.2,20,1,complete,14.06600514811891,14.092428617506666,14.9490971935094,14.092428617506666,14.092428617506666,0.8830920453904905,1.0,400000.0,400000.0,400000.0,"[0.21925080822933335, 0.5895367781434666, 0.8087875863728]","[0.004229827377550144, 0.003099468327044136]","[0.749434503461762, 0.750565496538238]","[531853.522245174, 285091.68336815725]","[224247.0, 152822.0]","[0.0, 0.0]","[0.0, 0.0]","[1.431667284723659e-14, 0.0]",14.093257803467214,"[0.3087586943118306, 0.2922891914788934]","[224247.0, 6243.0, 152822.0, 16688.0]","[7.049761062923131, 0.10758875290764132, 4.145410880094389, 3.03626494381933]",0.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,greedy,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0006239268233333336, 4.455187426666665e-05, 0.0006684786976000002]","[6.54824814261288e-06, 2.4568860668628113e-06]","[0.9999934511006037, 0.9999975428695848]","[99317985.55116397, 17172800.04358425]","[331199.0, 57257.0]","[331199.0, 57257.0]","[0.0, 0.0]","[175469.16785573727, 11567.594819785156]",14.093257803467214,"[0.40678754814456053, 0.1840829389259183]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,greedy,1.0,20,1,complete,13.678527791411451,13.704223371397376,14.53729323035796,13.704223371397376,13.704223371397376,0.8587654389465097,0.0,397829.0,397829.0,397829.0,"[0.0006243392705333334, 7.061633693333334e-05, 0.0006949556074666665]","[0.009370423095636597, 0.000999560303065632]","[0.8009997026889802, 0.9990002973110205]","[2534102.9344820837, 13137427.648536088]","[331298.0, 68702.0]","[0.0, 2171.0]","[0.0, 0.0]","[1.7271600816215482e-13, 1.8917661189811283]",14.093257803467214,"[0.40694608777877733, 0.1941017980119469]","[331298.0, 0.0, 66531.0, 0.0]","[5.395053068015946, 0.0, 8.548974297937095, 0.0]",2171.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,greedy,1.2,20,1,complete,14.066005148118908,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904886,1.0,400000.0,400000.0,400000.0,"[0.0006243392705333334, 7.061633693333334e-05, 0.0006949556074666665]","[0.007808685913030496, 0.000833072017339082]","[0.6674997522408167, 0.8325002477591832]","[1183706.6437279102, 47284.508091226446]","[331298.0, 68702.0]","[0.0, 0.0]","[0.0, 0.0]","[7.276297619984717e-15, 1.2256298406732036e-13]",14.093257803467214,"[0.40694608777877733, 0.1941017980119469]","[331298.0, 0.0, 68702.0, 0.0]","[5.395053068015946, 0.0, 8.943972571728551, 0.0]",0.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,kv_only,0.8,20,1,complete,5.274609041404265,5.28451757400256,5.6057595875585715,5.28451757400256,5.28451757400256,0.3311505461543063,0.0,16949.0,16949.0,16949.0,"[0.0, 0.3845620695039999, 0.3845620695039999]","[0.0, 0.0]","[0.625, 0.9999898415265157]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",8.645349287352186,"[0.16695774605297892, 0.1780387633991149]","[0.0, 0.0, 0.0, 16949.0]","[0.0, 0.0, 0.0, 5.376988952292433]",383051.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,kv_only,1.0,20,1,complete,8.628631454770144,8.644840632621458,9.170354262352987,8.644840632621458,8.644840632621458,0.5417228075828422,1.0,34756.0,34756.0,34756.0,"[0.0, 0.9999910406826661, 0.9999910406826661]","[0.0, 0.0]","[0.5, 0.9907509339806598]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",8.645349287352186,"[0.16695774605297892, 0.20555169404788437]","[0.0, 0.0, 0.0, 34756.0]","[0.0, 0.0, 0.0, 8.796112781346537]",365244.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,kv_only,1.2,20,1,complete,8.628631454770144,8.644840632621458,9.170354262352987,8.644840632621458,8.644840632621458,0.5417228075828422,1.0,34756.0,34756.0,34756.0,"[0.0, 0.9999910406826661, 0.9999910406826661]","[0.0, 0.0]","[0.41666666666666685, 0.8256257783172158]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",8.645349287352186,"[0.16695774605297892, 0.20555169404788437]","[0.0, 0.0, 0.0, 34756.0]","[0.0, 0.0, 0.0, 8.796112781346537]",365244.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0006239268233333336, 4.455187426666665e-05, 0.0006684786976000002]","[6.54824814261288e-06, 2.4568860668628113e-06]","[0.9999934511006037, 0.9999975428695848]","[99317985.55116397, 17172800.04358425]","[331199.0, 57257.0]","[331199.0, 57257.0]","[0.0, 0.0]","[175469.16785573727, 11567.594819785156]",14.093257803467214,"[0.40678754814456053, 0.1840829389259183]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,replay_only,1.0,20,1,complete,13.678527791411451,13.704223371397376,14.53729323035796,13.704223371397376,13.704223371397376,0.8587654389465097,0.0,397829.0,397829.0,397829.0,"[0.0006243392705333334, 7.061633693333334e-05, 0.0006949556074666665]","[0.009370423095636597, 0.000999560303065632]","[0.8009997026889802, 0.9990002973110205]","[2534102.9344820837, 13137427.648536088]","[331298.0, 68702.0]","[0.0, 2171.0]","[0.0, 0.0]","[1.7271600816215482e-13, 1.8917661189811283]",14.093257803467214,"[0.40694608777877733, 0.1941017980119469]","[331298.0, 0.0, 66531.0, 0.0]","[5.395053068015946, 0.0, 8.548974297937095, 0.0]",2171.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,replay_only,1.2,20,1,complete,14.066005148118908,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904886,1.0,400000.0,400000.0,400000.0,"[0.0006243392705333334, 7.061633693333334e-05, 0.0006949556074666665]","[0.007808685913030496, 0.000833072017339082]","[0.6674997522408167, 0.8325002477591832]","[1183706.6437279102, 47284.508091226446]","[331298.0, 68702.0]","[0.0, 0.0]","[0.0, 0.0]","[7.276297619984717e-15, 1.2256298406732036e-13]",14.093257803467214,"[0.40694608777877733, 0.1941017980119469]","[331298.0, 0.0, 68702.0, 0.0]","[5.395053068015946, 0.0, 8.943972571728551, 0.0]",0.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,isolated_fastest,0.8,20,1,complete,5.057207518865989,5.066707655305237,5.374709160929357,5.066707655305237,5.066707655305237,0.3175016420633672,0.0,23735.0,23735.0,23735.0,"[0.6648705788586665, 0.09243012297226665, 0.7573007018309336]","[0.0, 1.2022778850916225e-05]","[0.8905050888296898, 0.9999879765328853]","[0.0, 59954559.643298484]","[0.0, 199872.0]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 36021.64270698174]",12.51609201885565,"[0.19610321486504137, 0.22264166629509186]","[0.0, 19788.0, 0.0, 3947.0]","[0.0, 3.807084276211561, 0.0, 1.3482834003192394]",376265.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,isolated_fastest,1.0,20,1,complete,12.49188918748378,12.515355626466626,13.27615507230337,12.515355626466626,12.515355626466626,0.7842658848195896,1.0,233988.0,233988.0,233988.0,"[0.6648705788586665, 0.3351233972549333, 0.9999939761136002]","[0.0, 0.0019307725007864257]","[0.7124040710637517, 0.9980685361017227]","[0.0, 45827501.879160404]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",12.51609201885565,"[0.19610321486504137, 0.22996578180616106]","[0.0, 19788.0, 199872.0, 14328.0]","[0.0, 3.807084276211561, 4.028678809781703, 4.898593077109049]",166012.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,300,isolated_fastest,1.2,20,1,complete,12.49188918748378,12.515355626466626,13.27615507230337,12.515355626466626,12.515355626466626,0.7842658848195896,1.0,233988.0,233988.0,233988.0,"[0.6648705788586665, 0.3351233972549333, 0.9999939761136002]","[0.0, 0.0016089770839886881]","[0.5936700592197932, 0.8317237800847688]","[0.0, 407157.06609659636]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 1.4405143744511406e-14]",12.51609201885565,"[0.19610321486504137, 0.22996578180616106]","[0.0, 19788.0, 199872.0, 14328.0]","[0.0, 3.807084276211561, 4.028678809781703, 4.898593077109049]",166012.0,"[400.0, 400.0, 400.0]"
