source_length_tercile,grid_offset,bin,n,mean_predicted_p,observed_rate,mean_bias
hermes x short,4,6,414,0.6433872799633021,1.0,-0.35661272003669786
hermes x short,4,7,120,0.7518047088628312,1.0,-0.24819529113716876
hermes x short,4,8,18,0.8482905982905984,0.7777777777777778,0.0705128205128206
hermes x short,8,3,3,0.375,1.0,-0.625
hermes x short,8,4,21,0.42354309990113204,1.0,-0.576456900098868
hermes x short,8,5,112,0.5565516167204281,1.0,-0.4434483832795719
hermes x short,8,6,2262,0.6627893657342098,1.0,-0.33721063426579023
hermes x short,8,7,1858,0.7502092896443074,1.0,-0.24979071035569256
hermes x short,8,8,469,0.8381687465470727,1.0,-0.16183125345292726
hermes x short,8,9,197,0.9390206880832195,1.0,-0.06097931191678052
hermes x short,16,6,9,0.680186415651532,1.0,-0.31981358434846796
hermes x short,16,7,3,0.7058823529411765,1.0,-0.2941176470588235
hermes x short,16,8,59,0.8723811417069852,1.0,-0.12761885829301478
hermes x short,16,9,4767,0.952102723722106,1.0,-0.047897276277893974
hermes x short,32,9,4305,0.992307614832291,1.0,-0.007692385167708982
hermes x short,64,9,1939,0.9997657306145499,1.0,-0.00023426938545012543
swe-agent x long,1,0,143714,0.056939018409369456,0.08803596031006025,-0.031096941900690796
swe-agent x long,1,1,131958,0.14224732982187302,0.2262310735233938,-0.08398374370152079
swe-agent x long,1,2,52740,0.24524847627306884,0.31753886992794844,-0.0722903936548796
swe-agent x long,1,3,30633,0.34408389526176497,0.4086442725165671,-0.06456037725480213
swe-agent x long,1,4,12294,0.4460853489848282,0.6098910037416626,-0.1638056547568344
swe-agent x long,1,5,12380,0.5458198567347783,0.7281906300484653,-0.182370773313687
swe-agent x long,1,6,23093,0.6587487810640976,0.8528991469276405,-0.19415036586354284
swe-agent x long,1,7,17357,0.7305543708442501,0.8752664630984617,-0.14471209225421156
swe-agent x long,1,8,17881,0.8422826978900718,0.9128124825233488,-0.07052978463327697
swe-agent x long,1,9,106296,0.96628438228624,0.9868386392714683,-0.02055425698522828
swe-agent x long,2,0,44717,0.07519337549723065,0.1147885591609455,-0.03959518366371485
swe-agent x long,2,1,125379,0.14736355899441392,0.16961373116710135,-0.022250172172687432
swe-agent x long,2,2,89692,0.24798165520969143,0.26400347857111,-0.01602182336141858
swe-agent x long,2,3,61577,0.3515078520764639,0.3381619760624909,0.013345876013973024
swe-agent x long,2,4,35080,0.45223304111236257,0.4482896237172178,0.003943417395144755
swe-agent x long,2,5,20370,0.5720090457688213,0.6827196858124693,-0.11071064004364806
swe-agent x long,2,6,14529,0.6460957098662129,0.8209787321907909,-0.17488302232457797
swe-agent x long,2,7,19273,0.7394281313372281,0.8870959373216417,-0.14766780598441365
swe-agent x long,2,8,26786,0.8464855703732962,0.9210781751661316,-0.07459260479283536
swe-agent x long,2,9,107043,0.9742536936911854,0.9901721737993143,-0.015918480108128907
swe-agent x long,4,0,762,0.08142178687310501,0.14960629921259844,-0.06818451233949342
swe-agent x long,4,1,40237,0.17054696544517914,0.19752963690135944,-0.0269826714561803
swe-agent x long,4,2,97898,0.2581281021059744,0.25082228441847637,0.007305817687498051
swe-agent x long,4,3,62134,0.3455396129903727,0.3029098400231757,0.042629772967197
swe-agent x long,4,4,40917,0.4447294615792717,0.36730454334384244,0.07742491823542924
swe-agent x long,4,5,63867,0.5508600676294582,0.3952275823195077,0.15563248530995044
swe-agent x long,4,6,49169,0.6348097364701355,0.49864752181252414,0.13616221465761136
swe-agent x long,4,7,33977,0.7434516367050967,0.8101362686523236,-0.06668463194722685
swe-agent x long,4,8,27342,0.8488847523069263,0.927986248262746,-0.07910149595581972
swe-agent x long,4,9,115579,0.9698414943525121,0.9864594779328425,-0.016617983580330398
swe-agent x long,8,1,495,0.16691170186460483,0.20404040404040405,-0.03712870217579922
swe-agent x long,8,2,13698,0.2648233664998147,0.2928894729157541,-0.02806610641593943
swe-agent x long,8,3,32418,0.35407287458731806,0.3389783453636868,0.015094529223631248
swe-agent x long,8,4,69448,0.45011211405791957,0.4331730215412971,0.016939092516622456
swe-agent x long,8,5,70175,0.5535765617267118,0.4162308514428215,0.13734571028389025
swe-agent x long,8,6,67941,0.6441236132858865,0.49275106342267555,0.15137254986321097
swe-agent x long,8,7,92593,0.7515886503429682,0.5352672448241228,0.21632140551884538
swe-agent x long,8,8,45616,0.849066667731086,0.8561031217116801,-0.0070364539805941595
swe-agent x long,8,9,117073,0.9700480670922141,0.9868116474336525,-0.016763580341438322
swe-agent x long,16,2,311,0.25775799500857705,0.2990353697749196,-0.04127737476634258
swe-agent x long,16,3,944,0.3612310185927539,0.3209745762711864,0.0402564423215675
swe-agent x long,16,4,11631,0.46648287614776973,0.49944114865445793,-0.0329582725066882
swe-agent x long,16,5,28053,0.5526009436463252,0.5345239368338502,0.018077006812474927
swe-agent x long,16,6,56467,0.6582793744590333,0.6267200311686472,0.03155934329038612
swe-agent x long,16,7,81783,0.7499712281630602,0.6772923468202439,0.0726788813428163
swe-agent x long,16,8,160484,0.8573448045119579,0.6933837641135565,0.16396104039840143
swe-agent x long,16,9,154790,0.9717817208196932,0.9744363330964533,-0.0026546122767601155
swe-agent x long,32,4,65,0.4786361947231504,0.6923076923076923,-0.2136714975845419
swe-agent x long,32,5,877,0.5517978100698421,0.5689851767388826,-0.017187366669040527
swe-agent x long,32,6,2234,0.6628381022999641,0.6544315129811996,0.008406589318764479
swe-agent x long,32,7,29057,0.7653695684797145,0.7692810682451733,-0.003911499765458792
swe-agent x long,32,8,88067,0.8583456400631254,0.8428242133829925,0.0155214266801329
swe-agent x long,32,9,326985,0.9625559617477439,0.9312934844105999,0.031262477337144046
swe-agent x long,64,8,925,0.8672169294597487,0.8572972972972973,0.009919632162451397
swe-agent x long,64,9,381051,0.9862903193570617,0.9799869308832676,0.00630338847379408
swe-agent x medium,1,0,50030,0.04630595465649231,0.044333399960023986,0.001972554696468322
swe-agent x medium,1,1,71226,0.14543127613649431,0.13061241681408475,0.014818859322409561
swe-agent x medium,1,2,31997,0.24535956848599544,0.21705159858736756,0.028307969898627883
swe-agent x medium,1,3,20544,0.34482348767885873,0.2660630841121495,0.07876040356670921
swe-agent x medium,1,4,4235,0.44634204795757043,0.46989374262101535,-0.023551694663444922
swe-agent x medium,1,5,2596,0.5218690423023021,0.5681818181818182,-0.0463127758795161
swe-agent x medium,1,6,1866,0.6412265390392758,0.6757770632368703,-0.03455052419759441
swe-agent x medium,1,7,1449,0.7410164698449239,0.7619047619047619,-0.020888292059838
swe-agent x medium,1,8,2473,0.822730802336963,0.8378487666801455,-0.015117964343182466
swe-agent x medium,1,9,1646,0.9488235079857349,0.9404617253948967,0.008361782590838196
swe-agent x medium,2,0,22143,0.07210674914807204,0.03974167908594138,0.03236507006213066
swe-agent x medium,2,1,25294,0.15322586037156108,0.22625919190321817,-0.07303333153165709
swe-agent x medium,2,2,49313,0.25092345175477887,0.26814430271936407,-0.0172208509645852
swe-agent x medium,2,3,46674,0.3574241978607827,0.30571624459013585,0.05170795327064687
swe-agent x medium,2,4,27291,0.44693883860045625,0.3751419882012385,0.07179685039921774
swe-agent x medium,2,5,9299,0.5744933715557836,0.675018819227874,-0.10052544767209037
swe-agent x medium,2,6,1326,0.656010142438727,0.7058823529411765,-0.0498722105024495
swe-agent x medium,2,7,1845,0.7553240789722473,0.8699186991869918,-0.11459462021474454
swe-agent x medium,2,8,2949,0.8396397999172515,0.8677517802644964,-0.028111980347244936
swe-agent x medium,2,9,1928,0.952808153547707,0.9585062240663901,-0.005698070518683096
swe-agent x medium,4,1,11571,0.1887448223575249,0.11606602713680754,0.07267879522071737
swe-agent x medium,4,2,24493,0.2732749016750792,0.2933082921651084,-0.020033390490029224
swe-agent x medium,4,3,21294,0.35113895427949066,0.5927960927960928,-0.24165713851660214
swe-agent x medium,4,4,17470,0.4444874169040935,0.6358328563251288,-0.19134543942103527
swe-agent x medium,4,5,53304,0.5516217661348615,0.5624530992045625,-0.010831333069701077
swe-agent x medium,4,6,42764,0.6359302976958798,0.6296885230567767,0.006241774639103137
swe-agent x medium,4,7,10209,0.7350450436463041,0.9022431188167304,-0.16719807517042629
swe-agent x medium,4,8,3246,0.8595001709572817,0.9371534195933456,-0.07765324863606393
swe-agent x medium,4,9,3711,0.9410040829113064,0.980328752357855,-0.039324669446548555
swe-agent x medium,8,1,8,0.18459610564873724,1.0,-0.8154038943512627
swe-agent x medium,8,2,116,0.2509892578520117,1.0,-0.7490107421479884
swe-agent x medium,8,3,1689,0.36914838077873147,0.9461219656601539,-0.5769735848814225
swe-agent x medium,8,4,7035,0.457549325229728,0.9427149964463397,-0.4851656712166117
swe-agent x medium,8,5,35559,0.5620744388725084,0.7744312269748868,-0.21235678810237835
swe-agent x medium,8,6,40587,0.645111546534274,0.7558824254071501,-0.11077087887287607
swe-agent x medium,8,7,81656,0.7535791169751349,0.8604021749779563,-0.10682305800282144
swe-agent x medium,8,8,15009,0.8362857898613164,0.9822106735958425,-0.14592488373452606
swe-agent x medium,8,9,6390,0.9512219107106653,0.992018779342723,-0.04079686863205767
swe-agent x medium,16,3,80,0.3627849817268688,1.0,-0.6372150182731312
swe-agent x medium,16,4,190,0.4783758939329072,1.0,-0.5216241060670928
swe-agent x medium,16,5,1370,0.5679513338866362,1.0,-0.4320486661133638
swe-agent x medium,16,6,7334,0.6659639544690787,0.9987728388328334,-0.33280888436375466
swe-agent x medium,16,7,29778,0.7537208314308605,0.9964067432332595,-0.24268591180239896
swe-agent x medium,16,8,128216,0.8602825703569554,0.9878642291133712,-0.1275816587564158
swe-agent x medium,16,9,20945,0.9448990185310834,1.0,-0.05510098146891662
swe-agent x medium,32,5,74,0.5577551441961739,1.0,-0.4422448558038261
swe-agent x medium,32,6,180,0.67184392647582,1.0,-0.32815607352417997
swe-agent x medium,32,7,877,0.772288723575021,1.0,-0.22771127642497901
swe-agent x medium,32,8,15127,0.8727055997700139,1.0,-0.12729440022998606
swe-agent x medium,32,9,170440,0.9567535667658933,1.0,-0.04324643323410671
swe-agent x medium,64,8,266,0.8712387151640444,1.0,-0.12876128483595561
swe-agent x medium,64,9,182446,0.988550692657548,1.0,-0.011449307342451975
swe-agent x short,1,0,27118,0.03823715249509583,0.06117707795560145,-0.02293992546050562
swe-agent x short,1,1,41047,0.13519204885985656,0.10941116281336029,0.025780886046496268
swe-agent x short,1,2,10604,0.23907406938807446,0.4482270841192003,-0.20915301473112585
swe-agent x short,1,3,9205,0.3441606109618956,0.6254209668658338,-0.2812603559039382
swe-agent x short,1,4,299,0.4435771398509738,0.7993311036789298,-0.355753963827956
swe-agent x short,1,5,173,0.5189743063188235,0.884393063583815,-0.3654187572649915
swe-agent x short,1,6,80,0.6146095422933702,0.875,-0.26039045770662983
swe-agent x short,1,7,21,0.7691185465074807,0.9523809523809523,-0.18326240587347165
swe-agent x short,1,8,34,0.8137110681854519,0.9117647058823529,-0.09805363769690101
swe-agent x short,2,0,17519,0.07098422645826186,0.05576802328900051,0.015216203169261346
swe-agent x short,2,1,6473,0.13736742795204815,0.304186621350224,-0.16681919339817586
swe-agent x short,2,2,17893,0.2479734213792688,0.4334656010730453,-0.18549217969377652
swe-agent x short,2,3,28606,0.3733956241604513,0.6293434943718101,-0.25594787021135884
swe-agent x short,2,4,17512,0.4313505983667894,0.7365235267245317,-0.3051729283577423
swe-agent x short,2,5,435,0.5642700274165773,0.9425287356321839,-0.3782587082156066
swe-agent x short,2,6,85,0.6693852513010706,0.9647058823529412,-0.29532063105187056
swe-agent x short,2,7,4,0.7650030854674483,1.0,-0.23499691453255167
swe-agent x short,2,8,53,0.827130008769828,1.0,-0.172869991230172
swe-agent x short,2,9,1,0.9090909090909091,1.0,-0.09090909090909094
swe-agent x short,4,1,6886,0.18928832000132456,0.264885274469939,-0.07559695446861442
swe-agent x short,4,2,15139,0.28228743423040425,0.4857652420899663,-0.20347780785956204
swe-agent x short,4,3,2607,0.34156766641077646,0.8922132719601074,-0.550645605549331
swe-agent x short,4,4,3754,0.45058066892723997,0.9523175279701651,-0.5017368590429252
swe-agent x short,4,5,29930,0.5500280649516066,0.9400935516204477,-0.3900654866688411
swe-agent x short,4,6,29829,0.6316013651025784,0.9420027490026485,-0.3104013839000701
swe-agent x short,4,7,370,0.7411202956434229,1.0,-0.25887970435657714
swe-agent x short,4,8,34,0.8598142023010541,1.0,-0.1401857976989459
swe-agent x short,4,9,32,0.9045899490294653,1.0,-0.09541005097053468
swe-agent x short,8,4,84,0.48809528904020877,1.0,-0.5119047109597912
swe-agent x short,8,5,10255,0.5755483210217075,0.9859580692345198,-0.4104097482128123
swe-agent x short,8,6,23372,0.6437957396239159,0.9828855040219066,-0.33908976439799066
swe-agent x short,8,7,54213,0.759950291716547,0.9999262169590319,-0.2399759252424849
swe-agent x short,8,8,600,0.8317560290081036,1.0,-0.16824397099189636
swe-agent x short,8,9,57,0.936756308711256,1.0,-0.06324369128874396
swe-agent x short,16,6,262,0.6833148899833983,1.0,-0.3166851100166017
swe-agent x short,16,7,4805,0.7653832829206577,1.0,-0.23461671707934229
swe-agent x short,16,8,82860,0.8613896194322396,1.0,-0.13861038056776043
swe-agent x short,16,9,652,0.926700904245408,1.0,-0.07329909575459204
swe-agent x short,32,7,19,0.7931034482758618,1.0,-0.20689655172413823
swe-agent x short,32,8,1406,0.870080269309241,1.0,-0.12991973069075902
swe-agent x short,32,9,87152,0.9542492803370025,1.0,-0.045750719662997485
swe-agent x short,64,9,88519,0.9896174618381691,1.0,-0.010382538161830879
terminalbench x long,1,0,7361,0.061375773436541145,0.10664311914142101,-0.04526734570487986
terminalbench x long,1,1,18316,0.14757116694754893,0.13305306835553615,0.01451809859201278
terminalbench x long,1,2,6149,0.23030893973266578,0.15530980647259718,0.0749991332600686
terminalbench x long,1,3,1034,0.32732925889221903,0.29497098646034814,0.032358272431870894
terminalbench x long,1,4,440,0.4485407440274091,0.35909090909090907,0.08944983493650005
terminalbench x long,1,5,69,0.5261868332695825,0.4492753623188406,0.07691147095074191
terminalbench x long,1,6,333,0.6664402650628195,0.5045045045045045,0.16193576055831505
terminalbench x long,1,7,69,0.7540721685071438,0.4492753623188406,0.3047968061883032
terminalbench x long,2,0,2870,0.06877698976782919,0.11254355400696864,-0.04376656423913945
terminalbench x long,2,1,8463,0.1568468101780442,0.19071251329315844,-0.03386570311511425
terminalbench x long,2,2,12264,0.24642336438264645,0.23573059360730594,0.010692770775340504
terminalbench x long,2,3,7913,0.3371913730960349,0.18918235814482498,0.14800901495120994
terminalbench x long,2,4,1329,0.43978986814118365,0.23702031602708803,0.2027695521140956
terminalbench x long,2,5,425,0.5323056445058263,0.4682352941176471,0.06407035038817921
terminalbench x long,2,6,105,0.6309215415285709,0.638095238095238,-0.007173696566667109
terminalbench x long,2,7,333,0.7460107641796146,0.6996996996996997,0.046311064479914954
terminalbench x long,2,8,59,0.8666725061679731,0.6271186440677966,0.23955386210017648
terminalbench x long,2,9,10,0.9183673469387756,1.0,-0.08163265306122436
terminalbench x long,4,0,646,0.07827467585981691,0.08513931888544891,-0.006864643025632
terminalbench x long,4,1,2662,0.16175144575811212,0.19158527422990232,-0.029833828471790197
terminalbench x long,4,2,6292,0.2572289824629733,0.3156389065479975,-0.058409924085024156
terminalbench x long,4,3,9303,0.34972913644065323,0.3410727722240138,0.008656364216639456
terminalbench x long,4,4,10517,0.44854331944332354,0.30949890653228107,0.13904441291104247
terminalbench x long,4,5,3053,0.5327109920096058,0.30101539469374383,0.23169559731586198
terminalbench x long,4,6,569,0.625245288806199,0.4165202108963093,0.2087250779098897
terminalbench x long,4,7,491,0.7602832216924341,0.6558044806517311,0.10447874104070298
terminalbench x long,4,8,180,0.8307103067424633,0.5333333333333333,0.29737697340912994
terminalbench x long,4,9,58,0.9318762914592903,0.7068965517241379,0.2249797397351524
terminalbench x long,8,1,407,0.16487584619037182,0.22358722358722358,-0.058711377396851755
terminalbench x long,8,2,1768,0.2573165790333894,0.3342760180995475,-0.0769594390661581
terminalbench x long,8,3,2684,0.35188746868291004,0.3949329359165425,-0.04304546723363245
terminalbench x long,8,4,6340,0.45075618733553396,0.48974763406940064,-0.038991446733866675
terminalbench x long,8,5,9210,0.5534447523766868,0.5353963083604777,0.018048444016209086
terminalbench x long,8,6,10192,0.6418004452998022,0.49754709576138145,0.14425334953842073
terminalbench x long,8,7,2154,0.7262322059877698,0.5371402042711235,0.1890920017166463
terminalbench x long,8,8,791,0.8513354369748254,0.7345132743362832,0.11682216263854217
terminalbench x long,8,9,215,0.9322266225001703,0.7255813953488373,0.20664522715133304
terminalbench x long,16,2,80,0.2561606820234868,0.625,-0.3688393179765132
terminalbench x long,16,3,591,0.36536263958362897,0.5109983079526227,-0.14563566836899372
terminalbench x long,16,4,1613,0.4473892528356161,0.4804711717296962,-0.03308191889408013
terminalbench x long,16,5,2237,0.5528350902376181,0.5739830129637908,-0.02114792272617272
terminalbench x long,16,6,6352,0.6605789270414232,0.6942695214105793,-0.03369059436915611
terminalbench x long,16,7,9397,0.7511729804009417,0.7321485580504417,0.01902442235050006
terminalbench x long,16,8,11649,0.8368773548539633,0.7592926431453344,0.0775847117086289
terminalbench x long,16,9,1832,0.9319834509648611,0.8100436681222707,0.12193978284259044
terminalbench x long,32,5,468,0.5596019843109757,0.561965811965812,-0.002363827654836226
terminalbench x long,32,6,1925,0.6606376904870364,0.7324675324675325,-0.07182984198049613
terminalbench x long,32,7,2498,0.7546091337160626,0.7750200160128102,-0.02041088229674759
terminalbench x long,32,8,9633,0.8605323204146705,0.873974878023461,-0.013442557608790429
terminalbench x long,32,9,18540,0.9406000152401303,0.913915857605178,0.026684157634952244
terminalbench x long,64,6,193,0.6507425470048731,0.5854922279792746,0.06525031902559852
terminalbench x long,64,7,870,0.7696515615473494,0.7689655172413793,0.0006860443059700794
terminalbench x long,64,8,1807,0.8553726875169517,0.8876591034864416,-0.03228641596948989
terminalbench x long,64,9,27021,0.9673407002764586,0.9651382258243588,0.0022024744520997563
terminalbench x medium,1,0,99,0.07154830250605752,0.29292929292929293,-0.2213809904232354
terminalbench x medium,1,1,4087,0.15985458953013648,0.25397602153168586,-0.09412143200154938
terminalbench x medium,1,2,2403,0.23290154535605748,0.43903454015813564,-0.20613299480207817
terminalbench x medium,1,3,321,0.33563447846437,0.5295950155763239,-0.19396053711195393
terminalbench x medium,1,4,304,0.4523763427145564,0.4473684210526316,0.005007921661924819
terminalbench x medium,1,5,79,0.5279837636857005,0.5949367088607594,-0.0669529451750589
terminalbench x medium,1,6,392,0.6566958242412269,0.7755102040816326,-0.11881437984040577
terminalbench x medium,1,7,160,0.741357360536973,0.65625,0.08510736053697299
terminalbench x medium,2,0,14,0.08488050255552683,0.7857142857142857,-0.7008337831587589
terminalbench x medium,2,1,240,0.17263090971766032,0.5208333333333334,-0.34820242361567305
terminalbench x medium,2,2,2458,0.26620467150141913,0.500406834825061,-0.23420216332364185
terminalbench x medium,2,3,3651,0.33465735410634984,0.5664201588605862,-0.23176280475423633
terminalbench x medium,2,4,558,0.4375079485859147,0.6863799283154122,-0.24887197972949748
terminalbench x medium,2,5,290,0.5666859246055732,0.593103448275862,-0.026417523670288823
terminalbench x medium,2,6,82,0.6632193987891195,0.5975609756097561,0.06565842317936343
terminalbench x medium,2,7,399,0.7442466343153721,0.8320802005012531,-0.087833566185881
terminalbench x medium,2,8,111,0.8722982672595053,0.7927927927927928,0.07950547446671252
terminalbench x medium,2,9,42,0.9183673469387754,1.0,-0.08163265306122458
terminalbench x medium,4,1,5,0.17431850789096126,0.8,-0.6256814921090388
terminalbench x medium,4,2,91,0.25868419239136065,0.6813186813186813,-0.4226344889273207
terminalbench x medium,4,3,680,0.3586425338229112,0.8352941176470589,-0.47665158382414763
terminalbench x medium,4,4,4171,0.4549753634251974,0.8014864540877488,-0.34651109066255137
