admission_rejected,api_request_bytes,attempt,background,background_warnings,bandwidth,capacity_violations,condition_index,context_tokens,deadline_met,deadline_s,destination,dispatch_skew_s,east_kv_transfer,east_replay,ended_wall_ns,error,eventual_shed_w,eventual_target_met,excluded_attempts,failure_class,germany_kv_transfer,germany_replay,kv_evidence_warnings,kv_response_bytes,load_warnings,median_mean_tpot_s,median_tcp_rtt_ms,median_ttft_s,migration_s,modeled_power_attainment_s,modeled_power_deadline_met,movement_tokens,p90_mean_tpot_s,p90_ttft_s,pack,plan_order,policy,realized_shed_w,repeat,request_failures,requested_shed_w,retransmissions,scenario_id,session_count,stack_id,started_wall_ns,status,target_met,time_to_target_s,workload
,320130,1,"{""east"": [0.25, 0], ""germany"": [0.5, 0]}",0,natural,[],46,"[16640, 21504, 31232, 18432]",True,300,"east,germany",0.003836245,,,1788738028445491473,,,,0,,,,,4315944647,0,0.0023134556997929604,,7.9690709405,15.101918201,,,87808,0.0047732150965675065,13.4094482507,,16,fixed_kv_transfer,,0,,,0,ed8200dbbfc933aa,4,natural-1788736374500356356,1788738013343610181,complete,,,agentic_tool_loop
,579796,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],39,"[19712, 31232, 17664, 12544, 27904, 24320, 22528, 30720, 9216, 15616, 19712, 10240, 28672, 9216]",True,300,"east,germany",0.007473448,,,1788738070913448204,,,,0,,,,,0,0,0.0035926458257575754,,15.793561257,17.228522153,,,279296,0.00687323423684211,17.0820550831,,17,fixed_replay,,0,,,0,c798848b580b7008,14,natural-1788736374500356356,1788738053684981625,complete,,,agentic_tool_loop
,264699,1,"{""east"": [0, 0], ""germany"": [0.8, 0]}",0,natural,[],114,"[18688, 19712, 22528, 27392, 16640, 12288]",True,300,"east,germany",0.002986221,,,1788738109338606543,,,,0,,,,,1950353995,0,0.0026258450059808616,,5.001038416,7.88733807,,,117248,0.004521628235645933,6.521505445500001,,18,fixed_mixed,,0,,,0,2d9c6d122da4cca7,6,natural-1788736374500356356,1788738101451307658,complete,,,agentic_tool_loop
,434828,1,"{""east"": [0.5, 0], ""germany"": [0.25, 0]}",0,natural,[],84,"[29440, 23552, 11776, 13312, 25856, 8960, 31488, 17408, 27136]",True,300,"east,germany",0.005357251,,,1788738155333525565,,,,0,,,,,4001371422,0,0.0014329375789473686,,8.60814675,9.849006313,,,188928,0.0060317360877193,9.0450803612,,19,fixed_mixed,,0,,,0,dfff00fc6a23b887,9,natural-1788736374500356356,1788738145484549578,complete,,,agentic_tool_loop
,519051,1,"{""east"": [0, 0], ""germany"": [0.25, 0]}",0,natural,[],1,"[23808, 15872, 28416, 9728, 24320, 13568, 12032, 27648, 29952, 12032, 27392, 12288]",True,300,"east,germany",0.00781286,,,1788738196770502828,,,,0,,,,,0,0,0.004026675260822511,,13.4284758505,15.954348108,,,237056,0.0046970558631578944,15.8650592047,,20,fixed_replay,,0,,,0,ab1aedf902a9d60a,12,natural-1788736374500356356,1788738180816193954,complete,,,agentic_tool_loop
,948536,1,"{""east"": [0.5, 0], ""germany"": [0.5, 0]}",0,natural,[],83,"[16640, 14848, 18688, 15616, 29184, 29440, 23552, 30464, 15872, 19200, 26880, 26112, 12544, 26880, 30976]",True,300,"east,germany",0.009644746,,,1788738275383221365,,,,0,,,,,7738501335,0,0.0018037219999999998,,12.469462414,30.967452361,,,336896,0.004521315978947369,21.913983498199997,,21,fixed_mixed,,0,,,0,017cfd00898f2fbe,15,natural-1788736374500356356,1788738244417345390,complete,,,agentic_tool_loop
,930096,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],67,"[19200, 26112, 28928, 28416, 12288, 29696, 29184, 9472, 16640, 21248, 27904, 26368, 17664, 9216, 16896]",True,300,"east,germany",0.009800948,,,1788738403447872535,,,,0,,,,,15690912463,0,0.0019820544736842104,,15.693813444,52.887712702,,,319232,0.00521930374736842,44.279565298399994,,22,fixed_kv_transfer,,0,,,0,c36e41db15f6eac1,15,natural-1788736374500356356,1788738350560228422,complete,,,agentic_tool_loop
,298927,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],7,"[29952, 12288, 15360, 16896, 20224, 15872, 31232]",True,300,"east,germany",0.003746868,,,1788738439332143397,,,,0,,,,,0,0,0.0013595473157894738,,11.213403029,11.683727887,,,141824,0.0043185142947368416,11.515426885,,23,fixed_replay,,0,,,0,4fd34b26108ece6a,7,natural-1788736374500356356,1788738427648832029,complete,,,agentic_tool_loop
,259704,2,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],98,"[29440, 16896, 18688, 31488, 11520]",True,300,"east,germany",0.002426377,,,1788738814904428978,,,,1,,,,,2466254084,0,0.0011048592173913043,,6.204075649,13.717160313,,,108032,0.003848339763157895,10.7801464716,,24,fixed_mixed,,0,,,0,c0d62e4c7dfeab1d,5,natural-1788738632729209689,1788738801187269307,complete,,,agentic_tool_loop
,169735,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],119,"[21504, 17408, 13056, 19200]",True,300,"east,germany",0.001641739,,,1788738868434613992,,,,0,,,,,1912605208,0,0.0026657482796052633,,2.8597846909999998,8.374442253,,,71168,0.004707565799707603,6.7669282296,,25,fixed_mixed,,0,,,0,1a8eba97f5894a3f,4,natural-1788738632729209689,1788738860060171970,complete,,,agentic_tool_loop
,548399,1,"{""east"": [0.8, 0], ""germany"": [0.25, 0]}",0,natural,[],47,"[20224, 16896, 20736, 16384, 12800, 11520, 27904, 10240, 16896]",True,300,"east,germany",0.004752812,,,1788738941871298389,,,,0,,,,,7549757400,0,0.0016461296842105262,,11.428135879,27.396636393,,,153600,0.004791109810526316,23.7654980486,,26,fixed_kv_transfer,,0,,,0,2393590ee86583a4,9,natural-1788738632729209689,1788738914474662226,complete,,,agentic_tool_loop
,432125,1,"{""east"": [0.25, 0], ""germany"": [0.5, 0]}",0,natural,[],25,"[18176, 20736, 24832, 16640, 28928, 30720, 9728, 24576, 22528]",True,300,"east,germany",0.005874054,,,1788738979058208841,,,,0,,,,,0,0,0.0010140855789473684,,11.618234456,12.268781909,,,196864,0.0046016843473684205,12.1268366646,,27,fixed_replay,,0,,,0,8d76fece27467b2d,9,natural-1788738632729209689,1788738966789427143,complete,,,agentic_tool_loop
,415268,1,"{""east"": [0, 0], ""germany"": [0.8, 0]}",0,natural,[],32,"[16896, 27648, 14848, 8960, 8704, 19456, 20480, 23552, 29440, 15104, 8192]",True,300,"east,germany",0.006133926,,,1788739015505595695,,,,0,,,,,0,0,0.0010077036111111111,,11.16696096,11.662214868,,,193280,0.004467398238095238,11.517110442,,28,fixed_replay,,0,,,0,360f6ccaf00a2e1d,11,natural-1788738632729209689,1788739003844296007,complete,,,agentic_tool_loop
,573820,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],18,"[12032, 16384, 11776, 19200, 29952, 14080, 14592, 10240, 21504, 28160, 12288, 14336, 31232, 20480, 12032, 8960]",True,300,"east,germany",0.009139835,,,1788739055615381453,,,,0,,,,,0,0,0.003716534295454545,,14.4306826875,16.888347284,,,277248,0.004723827055555555,16.7616144605,,29,fixed_replay,,0,,,0,1930fd3f87924497,16,natural-1788738632729209689,1788739038727034149,complete,,,agentic_tool_loop
,482833,1,"{""east"": [0.25, 0], ""germany"": [0.8, 0]}",0,natural,[],116,"[31488, 10240, 25600, 27392, 8192, 30720, 22016, 13824]",True,300,"east,germany",0.004387406,,,1788739113302520652,,,,0,,,,,5486157044,0,0.002651525502525253,,6.0403264750000005,16.547185246,,,169472,0.00483801702631579,13.4758781917,,30,fixed_mixed,,0,,,0,78b75054393537f2,8,natural-1788738632729209689,1788739096755335866,complete,,,agentic_tool_loop
,209498,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],3,"[15104, 8960, 17152, 28672, 16128]",True,300,"east,germany",0.002842208,,,1788739144126581992,,,,0,,,,,0,0,0.0010550363181818182,,6.541212769,6.832921141,,,86016,0.004621567936842105,6.7698157627999995,,31,fixed_replay,,0,,,0,73c41bd81232f954,5,natural-1788738632729209689,1788739137293660941,complete,,,agentic_tool_loop
,623641,2,"{""east"": [0, 0], ""germany"": [0, 0]}",0,natural,[],57,"[29696, 30464, 22272, 18176, 21760, 11264, 26112, 11776, 20224, 13824, 20736, 16640, 17152, 23040, 24320]",True,300,"east,germany",0.009597032,,,1788746874719156662,,,,1,,,,,15112097729,0,0.0018154924210526315,,16.385785447,51.44439992,,,307456,0.005326072829824562,44.303339455199996,,32,fixed_kv_transfer,,0,,,0,2d8c0fdae0d14545,15,natural-1788746478475980801,1788746823274756693,complete,,,agentic_tool_loop
,265369,1,"{""east"": [0.5, 0], ""germany"": [0.8, 0]}",0,natural,[],108,"[17920, 20992, 19968, 20736, 14848]",True,300,"east,germany",0.003235073,,,1788746925712740678,,,,0,,,,,1900022279,0,0.0012982226842105263,,4.407790528,7.304493727,,,94464,0.004959053831578948,6.1706360632,,33,fixed_mixed,,0,,,0,4bfc4c78be8efa6d,5,natural-1788746478475980801,1788746918408786620,complete,,,agentic_tool_loop
,682372,1,"{""east"": [0, 0], ""germany"": [0.5, 0]}",0,natural,[],10,"[24576, 11008, 25088, 8192, 9216, 17408, 13568, 30208, 25856, 14848, 24832, 26368, 16896, 19968, 25600, 22272]",True,300,"east,germany",0.01105129,,,1788746971199374905,,,,0,,,,,0,0,0.004317997083333334,,16.5244589015,20.479103281,,,315904,0.00500955218128655,20.285280945,,34,fixed_replay,,0,,,0,758eb7c1b2624440,16,natural-1788746478475980801,1788746950720271724,complete,,,agentic_tool_loop
,622699,1,"{""east"": [0.5, 0], ""germany"": [0.25, 0]}",0,natural,[],11,"[27392, 11520, 19712, 31232, 19712, 29952, 12544, 24320, 12032, 25344, 30720, 19712, 21248]",True,300,"east,germany",0.008227782,,,1788747012185152041,,,,0,,,,,0,0,0.0012626723684210526,,16.362471013,18.189369257,,,285440,0.004066905120910973,17.939702958399998,,35,fixed_replay,,0,,,0,5d9f805095f6b266,13,natural-1788746478475980801,1788746993997176401,complete,,,agentic_tool_loop
,412635,1,"{""east"": [0, 0], ""germany"": [0.25, 0]}",0,natural,[],89,"[14592, 26112, 15360, 29696, 12288, 23296, 20992, 8192, 22784, 12800]",True,300,"east,germany",0.005324616,,,1788747061674487605,,,,0,,,,,4089451925,0,0.0026790068080808083,,6.2043222915000005,11.663559482,,,186112,0.0051587984769423546,8.898603246099999,,36,fixed_mixed,,0,,,0,e733f94ea496fb02,10,natural-1788746478475980801,1788747050011314195,complete,,,agentic_tool_loop
,765105,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],105,"[21248, 30720, 20224, 29440, 27392, 24576, 12544, 26112, 28416, 26624, 11776, 16384, 29184, 12800, 19968]",True,300,"east,germany",0.009122067,,,1788747137500547640,,,,0,,,,,7851747696,0,0.001463983,,12.137750259,27.775274647,,,337408,0.004956274322807017,18.188482814799997,,37,fixed_mixed,,0,,,0,06dcf876710544f4,15,natural-1788746478475980801,1788747109725273072,complete,,,agentic_tool_loop
,603284,1,"{""east"": [0.8, 0], ""germany"": [0.8, 0]}",0,natural,[],88,"[30976, 14592, 22272, 15360, 14336, 15616, 23040, 13568, 28928, 23808]",True,300,"east,germany",0.006208747,,,1788747195718972987,,,,0,,,,,4819261807,0,0.0029405751100478467,,7.4538790355,20.008881982,,,202496,0.004852486963157895,15.607099291299997,,38,fixed_mixed,,0,,,0,f4ab5d289523cd47,10,natural-1788746478475980801,1788747175710130879,complete,,,agentic_tool_loop
,453423,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],5,"[10752, 24576, 24832, 21248, 29696, 26880, 12032, 17408, 25344, 8192]",True,300,"east,germany",0.006585116,,,1788747233046204936,,,,0,,,,,0,0,0.002431570014354067,,11.915336968,12.747879274,,,200960,0.004809148622222222,12.6473713838,,39,fixed_replay,,0,,,0,b53a03f0b2944ae4,10,natural-1788746478475980801,1788747220298325792,complete,,,agentic_tool_loop
,269352,1,"{""east"": [0.5, 0], ""germany"": [0.25, 0]}",0,natural,[],9,"[31232, 21248, 19200, 21248, 24576]",True,300,"east,germany",0.002287045,,,1788747266115868202,,,,0,,,,,0,0,0.003740826347826087,,7.464049574,7.771205745,,,117504,0.00432118650877193,7.659613284400001,,40,fixed_replay,,0,,,0,0917cb3f6f582d29,5,natural-1788746478475980801,1788747258344663028,complete,,,agentic_tool_loop
,514611,1,"{""east"": [0.8, 0], ""germany"": [0.25, 0]}",0,natural,[],76,"[12544, 22528, 22784, 12800, 26624, 19712, 31232]",True,300,"east,germany",0.003469771,,,1788747338909677417,,,,0,,,,,7285515891,0,0.0011731838888888889,,11.179224707,24.873940311,,,148224,0.004470762955023923,21.503249028200003,,41,fixed_kv_transfer,,0,,,0,f6cd57a993e3fe57,7,natural-1788746478475980801,1788747314035987985,complete,,,agentic_tool_loop
,339401,1,"{""east"": [0.8, 0], ""germany"": [0.25, 0]}",0,natural,[],91,"[25600, 13312, 14848, 12544, 22528, 11008, 12288]",True,300,"east,germany",0.003357647,,,1788747385137091100,,,,0,,,,,2529168729,0,0.0011045631111111112,,4.53863116,13.459622608,,,112128,0.0049094283146198835,9.761763379800001,,42,fixed_mixed,,0,,,0,90050d29616bb80a,7,natural-1788746478475980801,1788747371677468674,complete,,,agentic_tool_loop
,1038032,1,"{""east"": [0.8, 0], ""germany"": [0.5, 0]}",0,natural,[],49,"[23552, 23296, 17920, 23040, 28672, 16640, 29184, 21760, 18688, 31488, 30720]",True,300,"east,germany",0.006734547,,,1788747494261295498,,,,0,,,,,13023331515,0,0.0017741287368421054,,14.742468912,43.268819379,,,264960,0.005105970368421052,35.821048915,,43,fixed_kv_transfer,,0,,,0,8dff545c8dfa133b,11,natural-1788746478475980801,1788747450992509372,complete,,,agentic_tool_loop
,470717,1,"{""east"": [0.25, 0], ""germany"": [0.8, 0]}",0,natural,[],13,"[8448, 23808, 15104, 19712, 16384, 11264, 27392, 19456, 23296, 27904, 23552]",True,300,"east,germany",0.007283985,,,1788747532473963386,,,,0,,,,,0,0,0.0006943397894736842,,12.349861601,12.747081309,,,216320,0.0043969138947368425,12.643722247,,44,fixed_replay,,0,,,0,387199f333964c0a,11,natural-1788746478475980801,1788747519726939825,complete,,,agentic_tool_loop
,1169475,1,"{""east"": [0.5, 0], ""germany"": [0.8, 0]}",0,natural,[],54,"[15360, 27136, 11776, 29696, 9728, 24064, 28928, 23808, 28928, 8960, 23040, 13568, 19456]",True,300,"east,germany",0.007566611,,,1788747650918381098,,,,0,,,,,12998165657,0,0.0019412328095238095,,14.624901645,52.194027117,,,264448,0.00491034185497076,43.491589077,,45,fixed_kv_transfer,,0,,,0,479b9dae4bd778bc,13,natural-1788746478475980801,1788747598725667747,complete,,,agentic_tool_loop
,413252,1,"{""east"": [0.25, 0], ""germany"": [0.5, 0]}",0,natural,[],36,"[9472, 8448, 22784, 20992, 9984, 12544, 16640, 9472, 18688, 25600, 21248]",True,300,"east,germany",0.00584704,,,1788747688140840586,,,,0,,,,,0,0,0.001022776842105263,,11.043034867,11.410041443,,,175872,0.004587394210526316,11.350056471,,46,fixed_replay,,0,,,0,1a3963bef2203690,11,natural-1788746478475980801,1788747676731291465,complete,,,agentic_tool_loop
,547117,1,"{""east"": [0.8, 0], ""germany"": [0, 0]}",0,natural,[],90,"[22528, 9216, 8704, 11264, 23040, 19968, 31232, 26624, 25600, 10240, 8704, 19200, 19712]",True,300,"east,germany",0.00812371,,,1788747751858269690,,,,0,,,,,5762981482,0,0.0019782164210526317,,9.005606052,19.840269408,,,236032,0.004929574876767677,11.731045414400002,,47,fixed_mixed,,0,,,0,1fbffc6c5095ec4c,13,natural-1788746478475980801,1788747732018054954,complete,,,agentic_tool_loop
,248109,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],20,"[14336, 16384, 28416, 9472, 26112, 22784]",True,300,"east,germany",0.004131238,,,1788747783946445464,,,,0,,,,,0,0,0.0024314888636363637,,7.049382132,8.542109487,,,117504,0.004429067436507937,8.447979915,,48,fixed_replay,,0,,,0,94b1d3561e834671,6,natural-1788746478475980801,1788747775404605210,complete,,,agentic_tool_loop
,673734,1,"{""east"": [0.8, 0], ""germany"": [0.5, 0]}",0,natural,[],62,"[11008, 11776, 15616, 10496, 9984, 28416, 8960, 11776, 18688, 14080, 24064]",True,300,"east,germany",0.006118249,,,1788747861753681487,,,,0,,,,,8103406276,0,0.0019202910555555554,,10.221872023,28.589877753,,,164864,0.0055236684999999995,23.44541913,,49,fixed_kv_transfer,,0,,,0,63cfdae678a6412b,11,natural-1788746478475980801,1788747833163836044,complete,,,agentic_tool_loop
,270444,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],43,"[23808, 29440, 26624, 28416]",True,300,"east,germany",0.001698457,,,1788747922544883638,,,,0,,,,,5322578967,0,0.00223303175,,8.682671164,17.673272832,,,108288,0.0037694989257575757,15.6314022219,,50,fixed_kv_transfer,,0,,,0,f7132cbec590b2d2,4,natural-1788746478475980801,1788747904872065136,complete,,,agentic_tool_loop
,537342,1,"{""east"": [0, 0], ""germany"": [0.5, 0]}",0,natural,[],92,"[24320, 12032, 22528, 24320, 22272, 17408, 30208, 24064, 30208, 10240, 10240]",True,300,"east,germany",0.006540793,,,1788747981187804165,,,,0,,,,,5372910683,0,0.0013064305555555555,,7.351308098,17.993523677,,,227840,0.004435073636363637,12.605672413,,51,fixed_mixed,,0,,,0,ce80f161137c8356,11,natural-1788746478475980801,1788747963194494057,complete,,,agentic_tool_loop
,442624,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],37,"[26880, 25088, 10496, 16384, 22528, 29696, 21248, 24832, 17152]",True,300,"east,germany",0.005545462,,,1788748017730890302,,,,0,,,,,0,0,0.0009110940000000001,,10.334533413,13.027894111,,,194304,0.004648632389473684,12.9150251122,,52,fixed_replay,,0,,,0,4f992fb7a0e3c6c4,9,natural-1788746478475980801,1788748004703275945,complete,,,agentic_tool_loop
,785870,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],45,"[8192, 18176, 19712, 18688, 24832, 27648, 25600, 20992, 19456, 20992, 16640, 14592, 27136, 15616, 23808, 15872]",True,300,"east,germany",0.010214254,,,1788748139606694939,,,,0,,,,,15627997818,0,0.0029192507346491228,,14.9066284245,48.056038701,,,317952,0.005187266866959065,40.506959411,,53,fixed_kv_transfer,,0,,,0,c0480444f9bbd01a,16,natural-1788746478475980801,1788748091550697455,complete,,,agentic_tool_loop
,651801,1,"{""east"": [0, 0], ""germany"": [0, 0]}",0,natural,[],58,"[10752, 30976, 23296, 17152, 30976, 12544, 30464, 11520, 29184, 19200, 16128, 21248, 25088, 20992, 22016]",True,300,"east,germany",0.008914618,,,1788748267569260230,,,,0,,,,,15804158824,0,0.0016274778095238095,,14.685074192,53.749106262,,,321536,0.0052942850140350875,46.4128920664,,54,fixed_kv_transfer,,0,,,0,6eb46c1a2dec5163,15,natural-1788746478475980801,1788748213820185106,complete,,,agentic_tool_loop
