api_request_bytes,attempt,background,bandwidth,condition_index,deadline_met,deadline_s,destination,error,kv_response_bytes,median_tcp_rtt_ms,migration_s,movement_tokens,pack,policy,realized_shed_w,repeat,request_failures,requested_shed_w,retransmissions,scenario_id,session_count,status,target_met,workload
613289,1,"{""east"": [0.5, 0], ""germany"": [0.5, 0]}",natural,26,False,30,"east,germany",,12381602136,,32.558334777,251904,8x31k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,1ba78b3bbb6e71d0,8,complete,True,agentic_tool_loop
681373,1,"{""east"": [0.85, 0], ""germany"": [0.85, 0]}",natural,27,False,30,"east,germany",,12381602136,,32.130588048,251904,8x31k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,6821139f2b02f64e,8,complete,True,agentic_tool_loop
695278,1,"{""east"": [0.9, 0], ""germany"": [0.9, 0]}",natural,28,False,30,"east,germany",,12381602136,,32.813740016,251904,8x31k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,abe2faa8a7b17627,8,complete,True,agentic_tool_loop
716908,1,"{""east"": [0.95, 0], ""germany"": [0.95, 0]}",natural,29,False,30,"east,germany",,12381602136,,33.255827428,251904,8x31k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,03b20be5cd821532,8,complete,True,agentic_tool_loop
331475,1,"{""east"": [0.5, 0], ""germany"": [0.5, 0]}",natural,30,True,30,germany,,6442459648,,17.948885723,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,515a147898b29772,8,complete,True,agentic_tool_loop
356181,1,"{""east"": [0.5, 0], ""germany"": [0.85, 0]}",natural,31,True,30,germany,,6442459648,,18.30229274,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,6530b7248300df54,8,complete,True,agentic_tool_loop
357736,1,"{""east"": [0.5, 0], ""germany"": [0.9, 0]}",natural,32,True,30,germany,,6442459648,,18.194858489,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,0ce95fd7b5353ce1,8,complete,True,agentic_tool_loop
362379,1,"{""east"": [0.5, 0], ""germany"": [0.95, 0]}",natural,33,True,30,germany,,6442459648,,18.725037159,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,84b7dad191c16852,8,complete,True,agentic_tool_loop
356175,1,"{""east"": [0.85, 0], ""germany"": [0.5, 0]}",natural,34,True,30,germany,,6442459648,,18.742148494,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,7c4dc43171a0be32,8,complete,True,agentic_tool_loop
354642,1,"{""east"": [0.9, 0], ""germany"": [0.5, 0]}",natural,35,True,30,germany,,6442459648,,17.881566611,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,e7ad20ef61f6b458,8,complete,True,agentic_tool_loop
357744,1,"{""east"": [0.95, 0], ""germany"": [0.5, 0]}",natural,36,True,30,germany,,6442459648,,17.963545393,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,84301175ef9beab1,8,complete,True,agentic_tool_loop
380891,1,"{""east"": [0.875, 0], ""germany"": [0.875, 0]}",natural,37,True,30,germany,,6442459648,,18.173106921,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,c1fee1f6437c9813,8,complete,True,agentic_tool_loop
377801,1,"{""east"": [0.875, 0], ""germany"": [0.875, 0]}",natural,37,True,30,germany,,6442459648,,17.92640139,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,1,0,49.48530596349974,0,b031acad05d40a1c,8,complete,True,agentic_tool_loop
379356,1,"{""east"": [0.875, 0], ""germany"": [0.875, 0]}",natural,37,True,30,germany,,6442459648,,18.336081102,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,2,0,49.48530596349974,0,63bc937e40e7ac80,8,complete,True,agentic_tool_loop
385546,1,"{""east"": [0.925, 0], ""germany"": [0.925, 0]}",natural,38,True,30,germany,,6442459648,,18.824902737,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,6ecd385f68344aa9,8,complete,True,agentic_tool_loop
385542,1,"{""east"": [0.925, 0], ""germany"": [0.925, 0]}",natural,38,True,30,germany,,6442459648,,18.394902959,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,1,0,49.48530596349974,0,26d4403745752383,8,complete,True,agentic_tool_loop
385542,1,"{""east"": [0.925, 0], ""germany"": [0.925, 0]}",natural,38,True,30,germany,,6442459648,,18.370255177,131072,8x16k,queue_haul_deadline_blind,61.856632454374676,2,0,49.48530596349974,0,a7fca08ec4621240,8,complete,True,agentic_tool_loop
204314,1,"{""east"": [0.875, 0], ""germany"": [0.875, 0]}",natural,39,True,30,germany,,3221229824,,12.7299846,65536,4x16k,queue_haul_deadline_blind,61.85663245437466,0,0,49.485305963499734,0,32628c1a7a0f2c80,4,complete,True,agentic_tool_loop
201228,1,"{""east"": [0.875, 0], ""germany"": [0.875, 0]}",natural,39,True,30,germany,,3221229824,,12.335759908,65536,4x16k,queue_haul_deadline_blind,61.85663245437466,1,0,49.485305963499734,0,f0268195c54f0ba0,4,complete,True,agentic_tool_loop
201228,1,"{""east"": [0.875, 0], ""germany"": [0.875, 0]}",natural,39,True,30,germany,,3221229824,,12.0074293,65536,4x16k,queue_haul_deadline_blind,61.85663245437466,2,0,49.485305963499734,0,12f510b7c745abfb,4,complete,True,agentic_tool_loop
200403,1,"{""east"": [0.875, 0], ""germany"": [0.875, 0]}",natural,40,True,30,germany,,3221229824,,11.956159379,65536,8x8k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,6c944f3615773677,8,complete,True,agentic_tool_loop
203489,1,"{""east"": [0.875, 0], ""germany"": [0.875, 0]}",natural,40,True,30,germany,,3221229824,,12.254019126,65536,8x8k,queue_haul_deadline_blind,61.856632454374676,1,0,49.48530596349974,0,f0ec9ea2e3a285fa,8,complete,True,agentic_tool_loop
751189,1,"{""east"": [0.925, 0], ""germany"": [0.925, 0]}",natural,41,False,30,germany,,12884919296,,30.426142578,262144,16x16k,queue_haul_deadline_blind,61.856632454374676,0,0,49.48530596349974,0,32c5852dd0f1d6e1,16,complete,True,agentic_tool_loop
745009,1,"{""east"": [0.925, 0], ""germany"": [0.925, 0]}",natural,41,True,30,germany,,12884919296,,29.586150705,262144,16x16k,queue_haul_deadline_blind,61.856632454374676,1,0,49.48530596349974,0,16e670df47bf8d17,16,complete,True,agentic_tool_loop
