api_request_bytes,attempt,background,bandwidth,condition_index,deadline_met,deadline_s,destination,error,kv_response_bytes,median_tcp_rtt_ms,migration_s,policy,repeat,retransmissions,scenario_id,status,workload
15944,1,"{""west"": [0, 0]}",controlled_80,8192,True,180,west,,377487870,,1.872106136,kv_transfer,0,0,441e686d472ae5fd,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_80,2048,True,180,west,,75497574,,1.180563493,kv_transfer,0,0,a9afd0e7b23bb228,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",controlled_80,8192,True,180,west,,270,,1.435558806,replay,1,0,a71a2d91d9ae9595,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_80,2048,True,180,west,,54,,0.892466715,replay,1,0,91061da620568269,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_80,2048,True,180,west,,54,,0.890011293,replay,2,0,0a2d8fdddcfd82ca,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_40,2048,True,180,west,,54,,0.983556752,replay,2,0,1a695f7c4bae1696,complete,agentic_tool_loop
65096,1,"{""west"": [0, 0]}",controlled_40,32768,True,180,west,,1585449054,,5.380486029,kv_transfer,1,0,9b05fd58c7fcc4f5,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_40,2048,True,180,west,,54,,0.906161911,replay,1,0,c19c8559c088ce7e,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",controlled_40,8192,True,180,west,,270,,1.477580754,replay,0,0,702da69bc94bc1cb,complete,agentic_tool_loop
65095,1,"{""west"": [0, 0]}",controlled_40,32768,True,180,west,,1585449054,,5.700300279,kv_transfer,0,0,f394baaaa63fdc00,complete,agentic_tool_loop
65095,1,"{""west"": [0, 0]}",controlled_40,32768,True,180,west,,1134,,5.742206865,replay,0,0,629f0ad091299664,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_40,2048,True,180,west,,75497574,,1.3526746,kv_transfer,1,0,4e33d4bf86bafafe,complete,agentic_tool_loop
65095,1,"{""west"": [0, 0]}",controlled_40,32768,True,180,west,,1585449054,,6.360464867,kv_transfer,2,0,d0737ab78dbbaaa9,complete,agentic_tool_loop
65095,1,"{""west"": [0, 0]}",controlled_40,32768,True,180,west,,1134,,5.743510931,replay,2,0,c52f7a48191524f3,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",controlled_40,8192,True,180,west,,270,,1.439900752,replay,2,0,9669d16d461fc92e,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",controlled_40,8192,True,180,west,,377487870,,1.981655802,kv_transfer,2,0,d9578e41ad68afa3,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_40,2048,True,180,west,,54,,0.896848196,replay,0,0,0607014cea68bc28,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_40,2048,True,180,west,,75497574,,1.291929344,kv_transfer,2,0,f9696127d3ee9a54,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",controlled_40,2048,True,180,west,,75497574,,1.328051129,kv_transfer,0,0,731840576ce349e7,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",controlled_40,8192,True,180,west,,377487870,,2.061184627,kv_transfer,1,0,91c1576202185a3e,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",controlled_40,8192,True,180,west,,377487870,,2.281013317,kv_transfer,0,0,d2d5dba5edce0db3,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",controlled_40,8192,True,180,west,,270,,1.436349097,replay,1,0,65d32cee8b56482b,complete,agentic_tool_loop
65096,1,"{""west"": [0, 0]}",controlled_40,32768,True,180,west,,1134,,5.75861689,replay,1,0,b42824122164cd0f,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",natural,2048,True,180,west,,54,,0.985164911,replay,1,0,1a3875684667af1f,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",natural,2048,True,180,west,,75497574,,1.29564544,kv_transfer,0,0,6319fdb29808073b,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",natural,8192,True,180,west,,377487870,,1.94525319,kv_transfer,2,0,d60c77c1ab3bbd2e,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",natural,8192,True,180,west,,270,,1.484781277,replay,0,0,2660264d1d9750e2,complete,agentic_tool_loop
65095,1,"{""west"": [0, 0]}",natural,32768,True,180,west,,1585449054,,5.158223862,kv_transfer,0,0,1cf79ef4ad317331,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",natural,8192,True,180,west,,377487870,,2.097559043,kv_transfer,1,0,9043f4fd65c08e5b,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",natural,2048,True,180,west,,54,,0.918815735,replay,0,0,517e1dcfab595f26,complete,agentic_tool_loop
3655,2,"{""west"": [0, 0]}",natural,2048,True,180,west,,54,,0.982475591,replay,2,0,a68bfc0853ee5644,complete,agentic_tool_loop
65096,1,"{""west"": [0, 0]}",natural,32768,True,180,west,,1585449054,,4.317216754,kv_transfer,1,0,77dca0a52d8c207a,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",natural,8192,True,180,west,,270,,1.430152328,replay,2,0,aeddcab8448d85ca,complete,agentic_tool_loop
65095,1,"{""west"": [0, 0]}",natural,32768,True,180,west,,1134,,5.743069022,replay,0,0,9aa9c6cd29736824,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",natural,2048,True,180,west,,75497574,,1.177662118,kv_transfer,2,0,a5ca50e2d5e9b7fa,complete,agentic_tool_loop
3655,1,"{""west"": [0, 0]}",natural,2048,True,180,west,,75497574,,1.174044081,kv_transfer,1,0,20d93af953c13c63,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",natural,8192,True,180,west,,270,,1.417787943,replay,1,0,599d552c44fb3a73,complete,agentic_tool_loop
65095,1,"{""west"": [0, 0]}",natural,32768,True,180,west,,1585449054,,4.414305635,kv_transfer,2,0,699ca7599b0722a1,complete,agentic_tool_loop
65096,1,"{""west"": [0, 0]}",natural,32768,True,180,west,,1134,,5.760366779,replay,1,0,5198a53978d6b464,complete,agentic_tool_loop
15944,1,"{""west"": [0, 0]}",natural,8192,True,180,west,,377487870,,1.772175072,kv_transfer,0,0,f5520701115d6bdd,complete,agentic_tool_loop
65095,1,"{""west"": [0, 0]}",natural,32768,True,180,west,,1134,,5.789232586,replay,2,0,a6591cef0c7e017f,complete,agentic_tool_loop
