source_length_tercile,grid_offset,bin,n,mean_predicted_p,observed_rate,mean_bias
hermes x short,1,3,1586,0.3419416276183223,0.7150063051702396,-0.37306467755191725
hermes x short,1,4,348,0.45850236791140986,0.7413793103448276,-0.28287694243341777
hermes x short,1,5,85,0.5597005983734282,0.9176470588235294,-0.35794646045010114
hermes x short,1,6,28,0.6361601527787082,0.8214285714285714,-0.1852684186498632
hermes x short,1,7,23,0.7209302325581392,0.9565217391304348,-0.23559150657229566
hermes x short,1,8,40,0.8380265567765568,0.95,-0.11197344322344316
hermes x short,2,0,54,0.063576324749479,0.5555555555555556,-0.4919792308060766
hermes x short,2,1,374,0.154740221629638,0.7727272727272727,-0.6179870510976347
hermes x short,2,2,1866,0.2718021599013205,0.6093247588424437,-0.33752259894112324
hermes x short,2,3,915,0.35335378301388143,0.7224043715846995,-0.36905058857081807
hermes x short,2,4,1031,0.4327011894594479,0.8826382153249273,-0.44993702586547935
hermes x short,2,5,430,0.5328014053390638,0.8232558139534883,-0.2904544086144245
hermes x short,2,6,157,0.6406594321717239,0.9299363057324841,-0.28927687356076015
hermes x short,2,7,55,0.7389876027432167,0.9090909090909091,-0.17010330634769233
hermes x short,2,8,40,0.8574975289261003,1.0,-0.14250247107389968
hermes x short,4,1,15,0.14158737226788107,0.9333333333333333,-0.7917459610654523
hermes x short,4,2,269,0.2622185629658327,0.9591078066914498,-0.6968892437256171
hermes x short,4,3,489,0.3481408989262546,0.9734151329243353,-0.6252742339980808
hermes x short,4,4,1927,0.44739787887470767,0.8505448884276077,-0.4031470095529
hermes x short,4,5,1308,0.54297664583644,0.9380733944954128,-0.3950967486589728
hermes x short,4,6,491,0.6493585441608614,0.955193482688391,-0.30583493852752963
hermes x short,4,7,256,0.7527518518729689,0.99609375,-0.2433418981270311
hermes x short,4,8,121,0.830507092519093,0.9669421487603306,-0.13643505624123753
hermes x short,4,9,46,0.9238597322147709,1.0,-0.07614026778522909
hermes x short,8,3,3,0.35198135198135194,1.0,-0.6480186480186481
hermes x short,8,4,36,0.4325317949581211,1.0,-0.5674682050418789
hermes x short,8,5,320,0.5545614574575709,1.0,-0.4454385425424291
hermes x short,8,6,1879,0.6617515744739393,1.0,-0.3382484255260607
hermes x short,8,7,1650,0.7480437659239171,1.0,-0.2519562340760829
hermes x short,8,8,517,0.8520351866166864,1.0,-0.14796481338331358
hermes x short,8,9,506,0.9507409441529988,1.0,-0.04925905584700119
hermes x short,16,6,14,0.6939470979607291,1.0,-0.30605290203927094
hermes x short,16,7,12,0.7171633223520016,1.0,-0.28283667764799836
hermes x short,16,8,166,0.8712884750625048,1.0,-0.12871152493749516
hermes x short,16,9,4266,0.9525280158914995,1.0,-0.04747198410850051
hermes x short,32,9,3761,0.9909402213894849,1.0,-0.009059778610515101
hermes x short,64,9,1578,0.9997259261400101,1.0,-0.0002740738599898984
swe-agent x long,1,0,150702,0.05166068267372086,0.0916444373664583,-0.03998375469273744
swe-agent x long,1,1,119809,0.1411554001541698,0.2361425268552446,-0.09498712670107479
swe-agent x long,1,2,50815,0.241790246921301,0.2994588212142084,-0.05766857429290742
swe-agent x long,1,3,27361,0.3450834636184932,0.386425934724608,-0.04134247110611483
swe-agent x long,1,4,14995,0.43697321988946647,0.4699566522174058,-0.03298343232793932
swe-agent x long,1,5,16638,0.5355707746291858,0.6769443442721481,-0.14137356964296233
swe-agent x long,1,6,12772,0.6443634990566128,0.7603351080488568,-0.11597160899224401
swe-agent x long,1,7,14639,0.7615463640112957,0.8364642393606121,-0.07491787534931638
swe-agent x long,1,8,23142,0.8506317867741812,0.899749373433584,-0.0491175866594028
swe-agent x long,1,9,107937,0.9695230582081366,0.9817486126166189,-0.012225554408482386
swe-agent x long,2,0,63729,0.07182033906692856,0.10613692353559603,-0.03431658446866748
swe-agent x long,2,1,113579,0.14849886954619412,0.1938738675283283,-0.04537499798213418
swe-agent x long,2,2,81671,0.2471002383083121,0.2751037700040406,-0.02800353169572853
swe-agent x long,2,3,48013,0.3522676358510524,0.3204548768041989,0.031812759046853545
swe-agent x long,2,4,37650,0.43963445883690866,0.3903054448871182,0.049329013949790446
swe-agent x long,2,5,21160,0.5420680229267816,0.5645085066162571,-0.022440483689475488
swe-agent x long,2,6,17966,0.6445250529994029,0.7258710898363576,-0.08134603683695474
swe-agent x long,2,7,13760,0.7474034955243509,0.8125726744186047,-0.06516917889425378
swe-agent x long,2,8,26128,0.8539233766805622,0.9067284139620331,-0.0528050372814709
swe-agent x long,2,9,108317,0.9755832285108684,0.9847115411246619,-0.009128312613793432
swe-agent x long,4,0,4670,0.07354277060672226,0.1145610278372591,-0.04101825723053684
swe-agent x long,4,1,47818,0.16582768562016265,0.17880296122798947,-0.012975275607826825
swe-agent x long,4,2,84135,0.25438413304612073,0.2400665596957271,0.014317573350393631
swe-agent x long,4,3,65280,0.3461850666550136,0.3536151960784314,-0.007430129423417808
swe-agent x long,4,4,44573,0.44891226883230717,0.3463307383393534,0.10258153049295377
swe-agent x long,4,5,46995,0.5491501302169215,0.4245983615278221,0.1245517686890994
swe-agent x long,4,6,60764,0.6428232627559217,0.4817161477190442,0.16110711503687752
swe-agent x long,4,7,25582,0.751227966510057,0.7377843796419358,0.013443586868121193
swe-agent x long,4,8,25008,0.8508859691021182,0.8887955854126679,-0.037909616310549676
swe-agent x long,4,9,98316,0.9706745605456888,0.9785589324219862,-0.007884371876297425
swe-agent x long,8,0,361,0.07894632653117335,0.2188365650969529,-0.13989023856577953
swe-agent x long,8,1,4181,0.16420306746614471,0.2030614685481942,-0.03885840108204949
swe-agent x long,8,2,17699,0.2584890029468262,0.2661732301259958,-0.0076842271791696115
swe-agent x long,8,3,35148,0.35472122720343824,0.32055878001593263,0.03416244718750561
swe-agent x long,8,4,52343,0.4518605358118801,0.41711403626081806,0.03474649955106207
swe-agent x long,8,5,76608,0.5539249265530635,0.4504098788638262,0.10351504768923725
swe-agent x long,8,6,64926,0.6452382670299007,0.4826417767920402,0.16259649023786055
swe-agent x long,8,7,84359,0.7553720249861394,0.5500539361538188,0.2053180888323206
swe-agent x long,8,8,49098,0.8488518476147452,0.7865900851358507,0.06226176247889448
swe-agent x long,8,9,97782,0.9710524721623988,0.9766010104109141,-0.005548538248515311
swe-agent x long,16,1,40,0.18488011040193197,0.4,-0.21511988959806805
swe-agent x long,16,2,1056,0.2608827456219036,0.3693181818181818,-0.10843543619627821
swe-agent x long,16,3,5383,0.3546411326267841,0.37878506409065577,-0.02414393146387167
swe-agent x long,16,4,12162,0.45324536540395527,0.45222825193224797,0.0010171134717072983
swe-agent x long,16,5,26903,0.5514475851721414,0.5209827900234174,0.030464795148724022
swe-agent x long,16,6,44189,0.6548657699050876,0.6014392722170676,0.05342649768801999
swe-agent x long,16,7,81616,0.7514322936235831,0.6850372475985101,0.06639504602507296
swe-agent x long,16,8,145017,0.8542435301500323,0.6900708192832564,0.16417271086677587
swe-agent x long,16,9,141138,0.9623963628479296,0.9405192081508877,0.02187715469704188
swe-agent x long,32,4,654,0.45470724521525446,0.5764525993883792,-0.12174535417312476
swe-agent x long,32,5,3153,0.5653014180256958,0.6162385030130035,-0.05093708498730776
swe-agent x long,32,6,8105,0.6543364308736709,0.6682294879703886,-0.013893057096717731
swe-agent x long,32,7,24682,0.7564403002084944,0.7330848391540394,0.023355461054454962
swe-agent x long,32,8,65675,0.8613177665893619,0.8353863722877808,0.02593139430158109
swe-agent x long,32,9,293021,0.9588027287734828,0.9241453684206934,0.034657360352789435
swe-agent x long,64,7,172,0.7748456127356685,0.8430232558139535,-0.068177643078285
swe-agent x long,64,8,5125,0.865996197640758,0.879609756097561,-0.01361355845680301
swe-agent x long,64,9,288599,0.9845441406715051,0.9771308978894591,0.007413242782046026
swe-agent x medium,1,0,55461,0.044732534016898313,0.047276464542651594,-0.002543930525753281
swe-agent x medium,1,1,63342,0.14384468671185627,0.12852451769757822,0.015320169014278046
swe-agent x medium,1,2,31007,0.2415700473742122,0.1999870996871674,0.04158294768704479
swe-agent x medium,1,3,16186,0.3467478932941434,0.25769183244779437,0.08905606084634904
swe-agent x medium,1,4,8652,0.43408904912136514,0.35760517799352753,0.07648387112783761
swe-agent x medium,1,5,4921,0.5335233378320002,0.5224547856126803,0.011068552219319905
swe-agent x medium,1,6,2535,0.640477602365236,0.5830374753451677,0.05744012702006829
swe-agent x medium,1,7,1538,0.758979391436383,0.7464239271781534,0.01255546425822962
swe-agent x medium,1,8,2584,0.8476068835482181,0.8556501547987616,-0.008043271250543493
swe-agent x medium,1,9,1849,0.9600993446948466,0.934559221200649,0.025540123494197542
swe-agent x medium,2,0,27547,0.07427282850031738,0.057283914763858135,0.01698891373645925
swe-agent x medium,2,1,30026,0.15302572118146182,0.21141677213081997,-0.05839105094935815
swe-agent x medium,2,2,40665,0.2512995789948932,0.2688060986105988,-0.017506519615705596
swe-agent x medium,2,3,32678,0.3575483448752387,0.3063222963461656,0.05122604852907309
swe-agent x medium,2,4,30801,0.44052373254195426,0.3566767312749586,0.08384700126699568
swe-agent x medium,2,5,11827,0.5346105464908325,0.5325103576562104,0.002100188834622152
swe-agent x medium,2,6,6466,0.6377774463631078,0.6727497680173213,-0.03497232165421349
swe-agent x medium,2,7,2468,0.7423513874842748,0.8253646677471637,-0.0830132802628889
swe-agent x medium,2,8,3220,0.8500305228079132,0.8546583850931677,-0.004627862285254469
swe-agent x medium,2,9,2363,0.9567325752897631,0.9526026237833263,0.004129951506436802
swe-agent x medium,4,0,103,0.08238833300991272,0.7669902912621359,-0.6846019582522231
swe-agent x medium,4,1,13015,0.18361756170472582,0.17472147522089895,0.008896086483826865
swe-agent x medium,4,2,28553,0.26540910568412474,0.2945399782859945,-0.02913087260186975
swe-agent x medium,4,3,17737,0.3522153627564207,0.6020747589784067,-0.249859396221986
swe-agent x medium,4,4,22389,0.45395225315208176,0.5659028987449194,-0.11195064559283763
swe-agent x medium,4,5,32976,0.5522684247984382,0.6091399805919456,-0.056871555793507444
swe-agent x medium,4,6,53780,0.6409963308709431,0.6188359985124582,0.022160332358484913
swe-agent x medium,4,7,10761,0.748491522270302,0.8573552643806338,-0.10886374211033178
swe-agent x medium,4,8,4225,0.8449149240990612,0.9353846153846154,-0.09046969128555415
swe-agent x medium,4,9,4470,0.9462575403481572,0.9715883668903803,-0.025330826542223073
swe-agent x medium,8,0,3,0.08913308913308914,1.0,-0.9108669108669109
swe-agent x medium,8,1,67,0.1628521469903189,1.0,-0.8371478530096811
swe-agent x medium,8,2,688,0.2686917028950791,0.9447674418604651,-0.676075738965386
swe-agent x medium,8,3,3093,0.3639261229099701,0.9337213061752344,-0.5697951832652643
swe-agent x medium,8,4,9653,0.45693213576549396,0.8836631099140164,-0.42673097414852246
swe-agent x medium,8,5,34961,0.5626179075038968,0.7492920683046823,-0.18667416080078547
swe-agent x medium,8,6,39238,0.6472343678101231,0.7558998929609052,-0.1086655251507821
swe-agent x medium,8,7,69296,0.75983721276661,0.863960401754791,-0.10412318898818107
swe-agent x medium,8,8,23602,0.8394319924846205,0.9601728667062114,-0.12074087422159085
swe-agent x medium,8,9,7179,0.9516695463112776,0.9910851093467057,-0.039415563035428036
swe-agent x medium,16,2,18,0.25993115156988333,1.0,-0.7400688484301167
swe-agent x medium,16,3,144,0.35848702298379265,1.0,-0.6415129770162074
swe-agent x medium,16,4,690,0.4589227159381361,1.0,-0.5410772840618638
swe-agent x medium,16,5,2199,0.5581564823214519,1.0,-0.4418435176785481
swe-agent x medium,16,6,8855,0.6616680159442057,0.9971767363071711,-0.3355087203629654
swe-agent x medium,16,7,29699,0.7559619252138222,0.9932994376915047,-0.23733751247768253
swe-agent x medium,16,8,108994,0.858172710012596,0.9872928785070738,-0.12912016849447783
swe-agent x medium,16,9,36532,0.936262567540892,0.9982754845067339,-0.06201291696584188
swe-agent x medium,32,4,26,0.4615935420135002,1.0,-0.5384064579864998
swe-agent x medium,32,5,173,0.576477555443423,1.0,-0.42352244455657695
swe-agent x medium,32,6,587,0.6605400129305985,1.0,-0.3394599870694015
swe-agent x medium,32,7,2903,0.7612246152138188,1.0,-0.2387753847861812
swe-agent x medium,32,8,13304,0.8677081891251615,1.0,-0.13229181087483854
swe-agent x medium,32,9,165168,0.9589914805430058,1.0,-0.04100851945699424
swe-agent x medium,64,7,12,0.7816302640501918,1.0,-0.21836973594980824
swe-agent x medium,64,8,1091,0.8717778813556549,1.0,-0.12822211864434507
swe-agent x medium,64,9,163222,0.9880527118995406,1.0,-0.011947288100459419
swe-agent x short,1,0,30101,0.03938358628991522,0.06016411414903159,-0.02078052785911637
swe-agent x short,1,1,38616,0.13301789473761155,0.10464574269732753,0.028372152040284024
swe-agent x short,1,2,7737,0.24852696420009035,0.44073930464004135,-0.192212340439951
swe-agent x short,1,3,8055,0.3469150871189926,0.5842333954065798,-0.2373183082875872
swe-agent x short,1,4,2984,0.435725858700314,0.7634048257372654,-0.32767896703695143
swe-agent x short,1,5,516,0.5297595458688807,0.8352713178294574,-0.30551177196057666
swe-agent x short,1,6,467,0.6400225059599319,0.867237687366167,-0.2272151814062351
swe-agent x short,1,7,93,0.7546489180817575,0.8602150537634409,-0.10556613568168338
swe-agent x short,1,8,12,0.8685245541122805,0.9166666666666666,-0.04814211255438616
swe-agent x short,2,0,19658,0.07285342947815698,0.06506256994607794,0.007790859532079045
swe-agent x short,2,1,9968,0.15396157278022865,0.28130016051364365,-0.127338587733415
swe-agent x short,2,2,10761,0.24590111295804373,0.4539540934857355,-0.20805298052769178
swe-agent x short,2,3,22896,0.37537328529718084,0.6147798742138365,-0.23940658891665567
swe-agent x short,2,4,21165,0.4358217517526751,0.7266713914481455,-0.2908496396954704
swe-agent x short,2,5,3203,0.528649339861322,0.8963471745238839,-0.3676978346625619
swe-agent x short,2,6,635,0.648882643023883,0.9228346456692913,-0.2739520026454083
swe-agent x short,2,7,235,0.7331650619674208,0.9063829787234042,-0.17321791675598341
swe-agent x short,2,8,59,0.8317137783440203,0.9830508474576272,-0.1513370691136069
swe-agent x short,2,9,1,0.90625,1.0,-0.09375
swe-agent x short,4,0,5,0.08482834994462901,0.8,-0.7151716500553711
swe-agent x short,4,1,6860,0.1859995158628912,0.26924198250728865,-0.08324246664439744
swe-agent x short,4,2,15981,0.27845971672792724,0.499718415618547,-0.22125869889061978
swe-agent x short,4,3,2391,0.3567186356173047,0.877038895859473,-0.5203202602421684
swe-agent x short,4,4,8279,0.4660415802744987,0.9057857229133953,-0.4397441426388966
swe-agent x short,4,5,13541,0.5514722328725769,0.9562070748098368,-0.40473484193725995
swe-agent x short,4,6,39443,0.633895798561331,0.9458459042162107,-0.3119501056548797
swe-agent x short,4,7,1851,0.7364701076160857,0.9902755267423015,-0.2538054191262158
swe-agent x short,4,8,215,0.8379361642542592,1.0,-0.1620638357457408
swe-agent x short,4,9,15,0.9210145086114684,1.0,-0.07898549138853161
swe-agent x short,8,2,7,0.26213151927437645,1.0,-0.7378684807256235
swe-agent x short,8,3,44,0.366988792621056,1.0,-0.633011207378944
swe-agent x short,8,4,699,0.46627346213638593,1.0,-0.533726537863614
swe-agent x short,8,5,11331,0.573500733071003,0.9868502338716795,-0.41334950080067645
swe-agent x short,8,6,22604,0.6438700805983226,0.9826579366483809,-0.33878785605005823
swe-agent x short,8,7,48214,0.7681318398578281,0.9998548139544531,-0.231722974096625
swe-agent x short,8,8,5478,0.834924180172168,1.0,-0.16507581982783204
swe-agent x short,8,9,202,0.9271176450789707,1.0,-0.07288235492102935
swe-agent x short,16,5,60,0.5666656410200037,1.0,-0.4333343589799963
swe-agent x short,16,6,628,0.6638400536981016,1.0,-0.3361599463018984
swe-agent x short,16,7,6317,0.7672027005152378,1.0,-0.23279729948476224
swe-agent x short,16,8,72621,0.8616804840519128,1.0,-0.13831951594808722
swe-agent x short,16,9,8931,0.9168012802385532,1.0,-0.08319871976144677
swe-agent x short,32,6,3,0.694058229352347,1.0,-0.30594177064765304
swe-agent x short,32,7,245,0.7764951025419697,1.0,-0.22350489745803026
swe-agent x short,32,8,2341,0.8716135951085476,1.0,-0.12838640489145237
swe-agent x short,32,9,85708,0.9566516233021714,1.0,-0.04334837669782865
swe-agent x short,64,8,44,0.8834035598313754,1.0,-0.11659644016862458
swe-agent x short,64,9,86057,0.9899249541051158,1.0,-0.010075045894884171
terminalbench x long,1,0,9337,0.06006656610077576,0.1127771232729999,-0.052710557172224136
terminalbench x long,1,1,16499,0.1434902151055112,0.14552397114976665,-0.002033756044255458
terminalbench x long,1,2,5573,0.23496148187289054,0.1320653149111789,0.10289616696171164
terminalbench x long,1,3,1640,0.3348604319722987,0.22560975609756098,0.10925067587473772
terminalbench x long,1,4,347,0.46584245796463936,0.4034582132564842,0.06238424470815518
terminalbench x long,1,5,191,0.5467044058061113,0.2670157068062827,0.2796886989998286
terminalbench x long,1,6,89,0.6572932744383858,0.23595505617977527,0.4213382182586105
terminalbench x long,1,7,123,0.7364892800407608,0.4878048780487805,0.24868440199198028
terminalbench x long,1,8,12,0.8350877192982455,0.6666666666666666,0.16842105263157892
terminalbench x long,2,0,3578,0.06585353797043433,0.15595304639463387,-0.09009950842419953
terminalbench x long,2,1,9606,0.15237783028837423,0.1893608161565688,-0.03698298586819457
terminalbench x long,2,2,11603,0.24811504924317737,0.2258036714642765,0.02231137777890088
terminalbench x long,2,3,5785,0.33934119874659163,0.2048401037165082,0.13450109503008342
terminalbench x long,2,4,2219,0.4378468041054357,0.23974763406940064,0.19809917003603505
terminalbench x long,2,5,447,0.5273544985122889,0.2483221476510067,0.2790323508612822
terminalbench x long,2,6,281,0.620403879466734,0.594306049822064,0.02609782964467
terminalbench x long,2,7,195,0.7564838376626926,0.5692307692307692,0.18725306843192335
terminalbench x long,2,8,89,0.8291306488636864,0.5168539325842697,0.31227671627941667
terminalbench x long,2,9,8,0.9146634615384616,1.0,-0.08533653846153844
terminalbench x long,4,0,539,0.06744654023735282,0.15213358070500926,-0.08468704046765645
terminalbench x long,4,1,3007,0.1567732880232371,0.1875623545061523,-0.03078906648291521
terminalbench x long,4,2,7562,0.24980623128762805,0.2851097593229304,-0.03530352803530237
terminalbench x long,4,3,9316,0.3475447690478243,0.33297552597681407,0.014569243071010207
terminalbench x long,4,4,8351,0.4419459813775731,0.3459465932223686,0.09599938815520453
terminalbench x long,4,5,3254,0.5352705824353605,0.297480024585126,0.2377905578502345
terminalbench x long,4,6,1078,0.6399762919217675,0.3116883116883117,0.32828798023345585
terminalbench x long,4,7,397,0.7496565702986647,0.6297229219143576,0.11993364838430709
terminalbench x long,4,8,251,0.8402101625970498,0.5338645418326693,0.30634562076438054
terminalbench x long,4,9,56,0.944199105293197,0.5714285714285714,0.37277053386462555
terminalbench x long,8,0,59,0.06900726392251824,0.3898305084745763,-0.320823244552058
terminalbench x long,8,1,295,0.16235016560482743,0.2711864406779661,-0.10883627507313867
terminalbench x long,8,2,2047,0.2590860072364686,0.38348803126526626,-0.12440202402879769
terminalbench x long,8,3,3552,0.35478247962016873,0.38260135135135137,-0.027818871731182637
terminalbench x long,8,4,7181,0.4494344976875528,0.4731931485865478,-0.023758650898995037
terminalbench x long,8,5,8406,0.5468533550441558,0.5378301213418987,0.009023233702257105
terminalbench x long,8,6,8273,0.6375044891003226,0.5255650912607277,0.11193939783959495
terminalbench x long,8,7,2731,0.7382508481708564,0.4701574514829733,0.2680933966878831
terminalbench x long,8,8,967,0.8452340910711459,0.6308169596690796,0.2144171314020663
terminalbench x long,8,9,290,0.9410327771809485,0.6517241379310345,0.289308639249914
terminalbench x long,16,2,144,0.2648462502409873,0.5902777777777778,-0.3254315275367905
terminalbench x long,16,3,664,0.3737484433392332,0.5557228915662651,-0.1819744482270319
terminalbench x long,16,4,1527,0.44847899496237564,0.5088408644400786,-0.060361869477702945
terminalbench x long,16,5,3134,0.5466143707079981,0.547543075941289,-0.0009287052332909163
terminalbench x long,16,6,7253,0.6576802819631726,0.7157038466841307,-0.05802356472095804
terminalbench x long,16,7,9137,0.7505576562544162,0.7086571084601072,0.04190054779430896
terminalbench x long,16,8,9497,0.8379954198509219,0.7579235548067811,0.08007186504414077
terminalbench x long,16,9,2355,0.9347576562205581,0.8148619957537155,0.11989566046684252
terminalbench x long,32,5,476,0.5502632624305475,0.5483193277310925,0.0019439346994549744
terminalbench x long,32,6,2505,0.6622595426956135,0.7413173652694611,-0.07905782257384764
