stratum,bin,bootstrap_resamples,seed,observed_low,observed_high
hermes x long,9,1000,1729,0.936534767575874,0.9598341947162683
hermes,0,1000,1729,0.09533527696793002,0.13192461450599657
hermes,1,1000,1729,0.17397188181339748,0.20542517525144774
hermes,2,1000,1729,0.24915855136202486,0.2769168026101142
hermes,3,1000,1729,0.34137946251268697,0.37667560321715815
hermes,4,1000,1729,0.43548863300856216,0.47253899593655785
hermes,5,1000,1729,0.5202326886768383,0.564936810970691
hermes,6,1000,1729,0.6332333431915164,0.6751060275028916
hermes,7,1000,1729,0.7154575867283809,0.7602587621898234
hermes,8,1000,1729,0.8301453710788065,0.8685730149916713
hermes,9,1000,1729,0.9657478037427184,0.9788214775133923
swe-agent x short,0,1000,1729,0.057870275161436266,0.06672369546621043
swe-agent x short,1,1000,1729,0.1490260207015526,0.16445227521979108
swe-agent x short,2,1000,1729,0.4607162407444755,0.48356544317243005
swe-agent x short,3,1000,1729,0.6146868379434847,0.638870391670198
swe-agent x short,4,1000,1729,0.7707407071348638,0.7903480053352734
swe-agent x short,5,1000,1729,0.9551779039180396,0.9635400436272982
swe-agent x short,6,1000,1729,0.9549481857174165,0.9621015696564145
swe-agent x short,7,1000,1729,0.9984990022779848,0.9993295813411902
swe-agent x short,8,1000,1729,0.9999377187628455,1.0
swe-agent x short,9,1000,1729,1.0,1.0
swe-agent x medium,0,1000,1729,0.04878728742681907,0.05423959053475482
swe-agent x medium,1,1000,1729,0.15285669861193565,0.16322308193747698
swe-agent x medium,2,1000,1729,0.25375457240005156,0.26591402345538895
swe-agent x medium,3,1000,1729,0.3921520838410919,0.4065107550166017
swe-agent x medium,4,1000,1729,0.4894491641545629,0.5074360917024441
swe-agent x medium,5,1000,1729,0.6519973611174302,0.6692114871747914
swe-agent x medium,6,1000,1729,0.6927910441023789,0.7101818051034905
swe-agent x medium,7,1000,1729,0.891612804202125,0.9029894968267191
swe-agent x medium,8,1000,1729,0.9757771164021164,0.9803938980685675
swe-agent x medium,9,1000,1729,0.9983075199367297,0.9990936348929488
swe-agent x long,0,1000,1729,0.08779341078823642,0.10599403382033173
swe-agent x long,1,1000,1729,0.1961846647155775,0.22320034076387904
swe-agent x long,2,1000,1729,0.2531101483186129,0.28378464128738046
swe-agent x long,3,1000,1729,0.32967332022615436,0.36005086207862336
swe-agent x long,4,1000,1729,0.3867422237444344,0.4121903769113752
swe-agent x long,5,1000,1729,0.4768410427902899,0.5025245690014158
swe-agent x long,6,1000,1729,0.5407909039314331,0.5635034660242549
swe-agent x long,7,1000,1729,0.6548874463492897,0.675794404406909
swe-agent x long,8,1000,1729,0.7723422513587195,0.7885880163751395
swe-agent x long,9,1000,1729,0.9564499275289041,0.9634727111912731
swe-agent,0,1000,1729,0.07564513336871291,0.08663687432581987
swe-agent,1,1000,1729,0.18188432720292277,0.20018145697436138
swe-agent,2,1000,1729,0.2756421361805791,0.29430208409092745
swe-agent,3,1000,1729,0.3815005954743946,0.40014757477180896
swe-agent,4,1000,1729,0.4655619553089473,0.48128990149815826
swe-agent,5,1000,1729,0.5744245950379332,0.5898153403033156
swe-agent,6,1000,1729,0.6561704653984152,0.670048305325815
swe-agent,7,1000,1729,0.7688185957344836,0.7816260051374346
swe-agent,8,1000,1729,0.8602155738271263,0.8702481630389575
swe-agent,9,1000,1729,0.9709394424391152,0.9751282580422231
terminalbench x short,0,1000,1729,0.5882352941176471,0.8928571428571429
terminalbench x short,1,1000,1729,0.5788990825688073,0.667910447761194
terminalbench x short,2,1000,1729,0.8526645768025078,0.9253731343283582
terminalbench x short,3,1000,1729,0.8399209486166008,0.8947927736450585
terminalbench x short,4,1000,1729,0.9494949494949495,0.9825834542815675
terminalbench x short,5,1000,1729,0.9219586840091814,0.9510603588907015
terminalbench x short,6,1000,1729,0.9471947194719472,0.9747634069400631
terminalbench x short,7,1000,1729,0.9711796246648794,0.9881500987491771
terminalbench x short,8,1000,1729,0.9934409687184662,0.9989429175475687
terminalbench x short,9,1000,1729,1.0,1.0
terminalbench x medium,0,1000,1729,0.23946360153256704,0.34201954397394135
terminalbench x medium,1,1000,1729,0.27134502923976606,0.3261265361857078
terminalbench x medium,2,1000,1729,0.44971955128205127,0.5140407288317256
terminalbench x medium,3,1000,1729,0.5882761816496757,0.6430128360377816
terminalbench x medium,4,1000,1729,0.7369829683698297,0.7919690372520561
terminalbench x medium,5,1000,1729,0.7910798122065728,0.8331673306772909
terminalbench x medium,6,1000,1729,0.8961431226765799,0.9282489902589689
terminalbench x medium,7,1000,1729,0.9256410256410257,0.9535080304311073
terminalbench x medium,8,1000,1729,0.9736125297923051,0.9867025753240195
terminalbench x medium,9,1000,1729,0.9969879518072289,0.9993794119928633
terminalbench x long,0,1000,1729,0.09816553162770722,0.16287547389909596
terminalbench x long,1,1000,1729,0.14184758387979882,0.19315212596287623
terminalbench x long,2,1000,1729,0.21057719418375156,0.2676313673901922
terminalbench x long,3,1000,1729,0.2808282582216809,0.33174271796401233
terminalbench x long,4,1000,1729,0.35727056019070325,0.4311963451980521
terminalbench x long,5,1000,1729,0.446139649338665,0.5157015081282236
terminalbench x long,6,1000,1729,0.5758149929553515,0.6457504336292215
terminalbench x long,7,1000,1729,0.647915920219754,0.7120751402121765
terminalbench x long,8,1000,1729,0.793111029681202,0.8480643986893734
terminalbench x long,9,1000,1729,0.9126008358441053,0.9515016182853702
terminalbench,0,1000,1729,0.10823281260299256,0.1713457430576747
terminalbench,1,1000,1729,0.17491831422716952,0.21858619790912515
terminalbench,2,1000,1729,0.26152672618374956,0.3073722532830581
terminalbench,3,1000,1729,0.3524741707449701,0.3997685098756674
terminalbench,4,1000,1729,0.4383500466891316,0.5017888702099228
terminalbench,5,1000,1729,0.5396993885869565,0.6014975845410628
terminalbench,6,1000,1729,0.6450341565948502,0.7080636172675441
terminalbench,7,1000,1729,0.724778683495486,0.7826865671641791
terminalbench,8,1000,1729,0.8341223652866147,0.8827631496653949
terminalbench,9,1000,1729,0.937397665911862,0.9671600840051487
