workload,load,wan_gbps,deadline_s,policy,central_shed_mw,median_shed_fraction,p05_shed_mw,median_shed_mw,p95_shed_mw,action_counts_mean,action_fractions_mean,admitted_action_fractions_mean,admitted_shed_fraction,median_pending_resident_debt_work_s,median_pending_source_buffer_work_s,median_pending_destination_buffer_work_s,service_ready_fraction,serving_ceiling,planning_steps_mean,workload_central_range_mw,timing_network_range_fraction
measured_pack,0.25,reference,30,kv_only,0.0022648582607971814,0.00019128275723041322,0.0022611989854325505,0.0022830138237655098,0.0023169569280654984,"[0.0, 21.63435762426028, 0.0, 80.33493610331708]","[0.0, 4.056482619374996e-05, 0.0, 0.00015062951148883444]","[0.0, 4.6509437594417555e-05, 0.0, 0.00019100669716333508]",0.0002364677508110618,0.0,8.193612593038617,0.0,0.0,1.0,5.0,"[0.0022648582607971814, 0.0022648582607971814]","[0.00019030421057091875, 0.00019349871652912245]"
measured_pack,0.25,reference,30,queue_haul,11.934794863873519,0.9999510618916635,11.866955518601696,11.934778196953127,12.012524449647168,"[138569.68789895688, 4.942362690384657, 394725.2295710042, 4.248240394345936]","[0.2598207630181743, 9.267022714698379e-06, 0.7401172066176991, 7.965530394702578e-06]","[0.25985091308641417, 1.5026868391563649e-05, 0.740117206617699, 1.6852427495223202e-05]",0.9999999989999999,0.0,9.005377901024735,142062.5998314482,0.0,1.0,5.0,"[11.934794863873519, 11.934794863873519]","[0.9999418230966937, 0.9999891082862784]"
measured_pack,0.25,reference,30,replay_only,11.93523407805651,0.9999999990000001,11.867084759624657,11.93523407805651,12.012983300478759,"[138628.23081512272, 0.0, 394699.7686515492, 0.0]","[0.25993053208367595, 0.0, 0.7400694669163239, 0.0]","[0.25993053208367617, 0.0, 0.7400694669163238, 0.0]",0.9999999989999999,0.0,0.0,151907.75057408985,0.0,1.0,5.0,"[11.93523407805651, 11.93523407805651]","[0.9999999989999986, 0.9999999990000004]"
measured_pack,0.25,reference,60,greedy,11.93497195587078,0.9999811156706553,11.866930964958993,11.935078133380584,12.01282633993861,"[190947.19350494974, 4.568659440688939, 342349.4851454713, 17.70610729689968]","[0.3580295681174619, 8.566322114512905e-06, 0.6419117037647963, 3.319928317451864e-05]","[0.3580295681174617, 1.4823909791656398e-05, 0.6419117037647968, 4.336629997349257e-05]",0.999999446779029,0.0,3.4383370395107304,0.0,0.0,1.0,6.0,"[11.93497195587078, 11.93497195587078]","[0.9999803868816117, 0.9999870392319845]"
measured_pack,0.25,reference,60,isolated_fastest,11.935234078056506,0.9999999989999995,11.867084759624653,11.935234078056506,12.012983300478755,"[138628.23081512278, 0.0, 394699.768651549, 0.0]","[0.2599305320836761, 0.0, 0.7400694669163236, 0.0]","[0.2599305320836762, 0.0, 0.7400694669163237, 0.0]",0.9999999989999998,0.0,0.0,0.0,1.0,1.0,5.0,"[11.935234078056506, 11.935234078056506]","[0.9999999989999993, 0.9999999990000001]"
measured_pack,0.25,reference,60,kv_only,0.005256605761085724,0.0004317484386786697,0.005012626046156501,0.005154370985927264,0.005437509486994343,"[0.0, 46.5127743916992, 0.0, 185.95386439359058]","[0.0, 8.721232410767708e-05, 0.0, 0.00034866698240780644]","[0.0, 9.920080521430018e-05, 0.0, 0.0003890524713063931]",0.0004891940137383764,0.0,12.449988775483767,0.0,0.0,1.0,6.0,"[0.005256605761085724, 0.005256605761085724]","[0.00042187674482036875, 0.0004526368754097912]"
measured_pack,0.25,reference,60,queue_haul,11.935039430713866,0.9999838457844754,11.866978669576044,11.93512600611161,12.012874524525069,"[138495.83180160145, 13.822559104027217, 394785.37214747275, 25.454975240118397]","[0.25968228145081723, 2.5917557495625987e-05, 0.7402299750762622, 4.772855586078061e-05]","[0.2596822814508172, 2.960812664980516e-05, 0.7402299750762622, 5.813434627084384e-05]",0.9999999989999999,0.0,3.1317663877308055,1.6093483892023923e-14,0.0,1.0,6.0,"[11.935039430713866, 11.935039430713866]","[0.9999788995830267, 0.9999910591423474]"
measured_pack,0.25,reference,60,replay_only,11.935234078056506,0.9999999989999995,11.867084759624653,11.935234078056506,12.012983300478755,"[138628.23081512278, 0.0, 394699.768651549, 0.0]","[0.2599305320836761, 0.0, 0.7400694669163236, 0.0]","[0.2599305320836762, 0.0, 0.7400694669163237, 0.0]",0.9999999989999998,0.0,0.0,0.0,1.0,1.0,5.0,"[11.935234078056506, 11.935234078056506]","[0.9999999989999993, 0.9999999990000001]"
measured_pack,0.25,reference,120,greedy,11.935115461988792,0.9999900445385556,11.866966838739554,11.935115452449002,12.012863902113155,"[190903.81466706673, 10.809589665279155, 342346.38665705104, 61.0835772785273]","[0.3579482319830699, 2.026818330423146e-05, 0.6419058940409113, 0.00011453285272576594]","[0.35794823198306996, 2.026818330423146e-05, 0.6419058940409116, 0.0001256057927142215]",1.0,0.0,2.014621318437304,0.0,0.0,1.0,7.0,"[11.935115461988792, 11.935115461988792]","[0.999981088963451, 0.9999900621968703]"
measured_pack,0.25,reference,120,isolated_fastest,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[148389.6447724722, 0.0, 384938.35469419975, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179516, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179517, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.125,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,120,kv_only,0.011448825829505216,0.0009430680247343127,0.010952156861381157,0.011259290567853786,0.01148942439870758,"[0.0, 105.16693729624703, 0.0, 396.9917033697732]","[0.0, 0.00019718997933025644, 0.0, 0.0007443668874871997]","[0.0, 0.00020325067156721482, 0.0, 0.0007894604570752612]",0.0009979167223417927,0.0,7.1885733021188996,0.0,0.0,1.0,7.0,"[0.011448825829505216, 0.011448825829505216]","[0.0009176323462784078, 0.0009564173685965158]"
measured_pack,0.25,reference,120,queue_haul,11.935124017582222,0.9999912158610615,11.867023493819202,11.935152240033693,12.012900929341752,"[138394.6912845377, 31.745874468712373, 394793.3914508266, 102.55886809084306]","[0.25949264108491904, 5.952410986993439e-05, 0.740245011420414, 0.00019229980066833745]","[0.259492641084919, 6.188623312352078e-05, 0.7402450114204142, 0.00020046026154316675]",0.9999999989999999,0.0,0.9016397729886445,1.7409373077418162,0.0,1.0,7.0,"[11.935124017582222, 11.935124017582222]","[0.999975326412326, 0.9999948363331252]"
measured_pack,0.25,reference,120,replay_only,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[148389.6447724722, 0.0, 384938.35469419975, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179516, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179517, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.125,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,300,greedy,11.93523408999174,0.9999999999999994,11.867084771491736,11.93523408999174,12.012983312491738,"[190770.58727290708, 10.567822967634058, 342346.38665705104, 199.08488828114156]","[0.35769842812098196, 1.9814866212975985e-05, 0.6419058940409113, 0.0003732878984061245]","[0.35769842812098207, 1.998207546442466e-05, 0.6419058940409116, 0.0003756957626419526]",1.0,0.0,0.0,0.0,0.75,1.0,9.0,"[11.93523408999174, 11.93523408999174]","[0.9999794752359508, 1.0]"
measured_pack,0.25,reference,300,isolated_fastest,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[154589.70422132406, 6.792347889653036, 378702.5837388901, 28.919158568101686]","[0.2898585940009226, 1.2735779650895951e-05, 0.7100744452548716, 5.4223964554836216e-05]","[0.2898585940009226, 1.2735779650895955e-05, 0.7100744452548715, 5.422396455483622e-05]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.375,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,300,kv_only,0.029919860584673736,0.0024770388336605724,0.027857295178381813,0.029591523726088736,0.029918406623278097,"[0.0, 270.0441150133227, 0.0, 1042.3944022499882]","[0.0, 0.0005063377790277703, 0.0, 0.001954509049309221]","[0.0, 0.0005160568572915674, 0.0, 0.001982285373827012]",0.002513071474881421,0.0,10.518844786848055,5.310855179441739e-05,0.0,1.0,9.0,"[0.029919860584673736, 0.029919860584673736]","[0.0023340384418384786, 0.002490506091793798]"
measured_pack,0.25,reference,300,queue_haul,11.935234078056501,0.9999999989999997,11.867084759624653,11.935234078056505,12.012983300478753,"[138372.12221434165, 26.39401411356891, 394793.3914508266, 136.09178739003042]","[0.2594503236551271, 4.948927135565526e-05, 0.740245011420414, 0.000255174653102838]","[0.25945032365512716, 4.948927135565529e-05, 0.7402450114204142, 0.0002551746531028413]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,9.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999989, 0.9999999990000001]"
measured_pack,0.25,reference,300,replay_only,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[148389.6447724722, 0.0, 384938.35469419975, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179516, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179517, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.25,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,600,greedy,11.93523408999174,0.9999999999999998,11.867084771491736,11.93523408999174,12.012983312491738,"[190770.58727290708, 9.631930637389814, 342346.38665705104, 201.394139404201]","[0.35769842812098196, 1.8060050545611357e-05, 0.6419058940409113, 0.0003776177875607525]","[0.35769842812098207, 1.8060050545611357e-05, 0.6419058940409116, 0.00037761778756075247]",1.0,0.0,0.0,0.0,1.0,1.0,9.0,"[11.93523408999174, 11.93523408999174]","[0.999999999999999, 1.0]"
measured_pack,0.25,reference,600,isolated_fastest,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[154589.70422132406, 6.792347889653036, 378702.5837388901, 28.91915856810033]","[0.2898585940009226, 1.2735779650895951e-05, 0.7100744452548716, 5.4223964554833654e-05]","[0.28985859400092256, 1.2735779650895955e-05, 0.7100744452548715, 5.4223964554833634e-05]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.375,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,600,kv_only,0.06023707275468079,0.005019575648357675,0.05628101536932029,0.06017183642274461,0.060911602837455156,"[0.0, 549.108015829807, 0.0, 2117.883791918329]","[0.0, 0.0010295878255591438, 0.0, 0.003971071820565074]","[0.0, 0.001041136077679245, 0.0, 0.003990600055331302]",0.005056147332528067,0.0,11.104588311817071,2.571908101726879e-05,0.0,1.0,10.0,"[0.06023707275468079, 0.06023707275468079]","[0.004715535107645236, 0.005070481721618374]"
measured_pack,0.25,reference,600,queue_haul,11.935234078056501,0.9999999989999997,11.867084759624653,11.935234078056505,12.012983300478753,"[138372.12221434165, 26.394014113569074, 394793.3914508266, 136.09178739002826]","[0.2594503236551271, 4.948927135565556e-05, 0.740245011420414, 0.00025517465310283407]","[0.25945032365512716, 4.94892713556556e-05, 0.7402450114204142, 0.00025517465310283716]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,9.875,"[11.935234078056501, 11.935234078056501]","[0.9999999989999989, 0.9999999990000001]"
measured_pack,0.25,reference,600,replay_only,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[148389.6447724722, 0.0, 384938.35469419975, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179516, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179517, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.25,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,1800,greedy,11.93523408999174,0.9999999999999998,11.867084771491736,11.93523408999174,12.012983312491738,"[190770.58727290708, 9.631930637389814, 342346.38665705104, 201.394139404201]","[0.35769842812098196, 1.8060050545611357e-05, 0.6419058940409113, 0.0003776177875607525]","[0.35769842812098207, 1.8060050545611357e-05, 0.6419058940409116, 0.00037761778756075247]",1.0,0.0,0.0,0.0,1.0,1.0,9.0,"[11.93523408999174, 11.93523408999174]","[0.999999999999999, 1.0]"
measured_pack,0.25,reference,1800,isolated_fastest,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[154589.70422132406, 6.792347889653036, 378702.5837388901, 28.91915856810033]","[0.2898585940009226, 1.2735779650895951e-05, 0.7100744452548716, 5.4223964554833654e-05]","[0.28985859400092256, 1.2735779650895955e-05, 0.7100744452548715, 5.4223964554833634e-05]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.375,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,1800,kv_only,0.18011278987022045,0.015064890272222638,0.16871038394907015,0.18097426403147612,0.1836007119672168,"[0.0, 1661.7842933059273, 0.0, 6354.5100903728435]","[0.0, 0.003115876708715701, 0.0, 0.011914825567704759]","[0.0, 0.003153061997703556, 0.0, 0.012074038788536232]",0.01527084461068727,0.0,132.44579037086828,0.0,0.0,1.0,11.0,"[0.18011278987022045, 0.18011278987022045]","[0.014135490152685132, 0.015283524222242112]"
measured_pack,0.25,reference,1800,queue_haul,11.935234078056501,0.9999999989999997,11.867084759624653,11.935234078056505,12.012983300478753,"[138372.12221434165, 26.394014113570055, 394793.3914508266, 136.09178739002826]","[0.2594503236551271, 4.948927135565739e-05, 0.740245011420414, 0.00025517465310283407]","[0.25945032365512716, 4.948927135565741e-05, 0.7402450114204142, 0.00025517465310283407]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,11.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999989, 0.9999999990000001]"
measured_pack,0.25,reference,1800,replay_only,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[148389.6447724722, 0.0, 384938.35469419975, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179516, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179517, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.25,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,3600,greedy,11.93523408999174,0.9999999999999998,11.867084771491736,11.93523408999174,12.012983312491738,"[190770.58727290708, 9.631930637389814, 342346.38665705104, 201.394139404201]","[0.35769842812098196, 1.8060050545611357e-05, 0.6419058940409113, 0.0003776177875607525]","[0.35769842812098207, 1.8060050545611357e-05, 0.6419058940409116, 0.00037761778756075247]",1.0,0.0,0.0,0.0,1.0,1.0,9.0,"[11.93523408999174, 11.93523408999174]","[0.999999999999999, 1.0]"
measured_pack,0.25,reference,3600,isolated_fastest,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[154589.70422132406, 6.792347889653036, 378702.5837388901, 28.91915856810033]","[0.2898585940009226, 1.2735779650895951e-05, 0.7100744452548716, 5.4223964554833654e-05]","[0.28985859400092256, 1.2735779650895955e-05, 0.7100744452548715, 5.4223964554833634e-05]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.375,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,reference,3600,kv_only,0.36094094386305514,0.030184640880463937,0.33764755563115295,0.3626075757773157,0.3678457641266642,"[0.0, 3329.6642353269544, 0.0, 12729.548076431316]","[0.0, 0.00624318287306677, 0.0, 0.023868141324721964]","[0.0, 0.006317632160841991, 0.0, 0.024186968561135877]",0.030597351501155712,0.0,531.081464615935,0.0,0.0,1.0,12.0,"[0.36094094386305514, 0.36094094386305514]","[0.028289981837414185, 0.03062068463999275]"
measured_pack,0.25,reference,3600,queue_haul,11.935234078056501,0.9999999989999997,11.867084759624653,11.935234078056505,12.012983300478753,"[138372.12221434165, 26.394014113570055, 394793.3914508266, 136.09178739002826]","[0.2594503236551271, 4.948927135565739e-05, 0.740245011420414, 0.00025517465310283407]","[0.25945032365512716, 4.948927135565741e-05, 0.7402450114204142, 0.00025517465310283407]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,12.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999989, 0.9999999990000001]"
measured_pack,0.25,reference,3600,replay_only,11.935234078056506,0.999999999,11.867084759624657,11.93523407805651,12.012983300478759,"[148389.6447724722, 0.0, 384938.35469419975, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179516, 0.0]","[0.2782333662820482, 0.0, 0.7217666327179517, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,5.25,"[11.935234078056506, 11.935234078056506]","[0.9999999989999989, 0.9999999990000004]"
measured_pack,0.25,40,1,greedy,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,1,isolated_fastest,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,1,kv_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,1,queue_haul,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,1,replay_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,3,greedy,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,3,isolated_fastest,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,3,kv_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,3,queue_haul,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,3,replay_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,40,10,greedy,10.503142401426329,0.8787500515417133,10.375606275844806,10.49021421525721,10.589483808220605,"[133297.14616946338, 0.0, 335092.11795619567, 5.383054851029271]","[0.24993464841422797, 0.0, 0.6283040042079089, 1.0093328778967672e-05]","[0.30855488542175613, 0.0, 0.6914350212494648, 1.0093328778967667e-05]",1.0,132539.0805650336,14586.35794920904,351630.2854306554,0.0,1.0,3.0,"[10.503142401426329, 10.503142401426329]","[0.8732397225882207, 0.8819529511476194]"
measured_pack,0.25,40,10,isolated_fastest,5.0764385125117535,0.4136133779025929,4.548094355241473,4.938019951445085,5.1241552086345985,"[99993.78768762044, 0.0, 119093.26521131213, 0.0]","[0.18749022681655653, 0.0, 0.2233021052922632, 0.0]","[0.7646386643165566, 0.0, 0.2353613346834435, 0.0]",0.999999999,12202.414982876895,118663.20756203646,107004.86684868354,0.0,1.0,2.0,"[5.0764385125117535, 5.0764385125117535]","[0.38106452885203707, 0.42793952885203707]"
