timestamp, uuid, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/10 17:38:25.299, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.91 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:25.799, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.81 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:26.299, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.74 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:26.800, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.74 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:27.300, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.97 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:27.801, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.92 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:28.301, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.92 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:28.802, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.83 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:29.302, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.85 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:29.802, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 46.01 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:30.303, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.81 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:30.803, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.95 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:31.304, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.73 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:31.804, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.88 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:32.304, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.81 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:32.805, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.48 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:33.305, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.75 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:33.806, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.78 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:34.306, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.63 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:34.807, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.75 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:35.309, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.85 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:35.810, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.85 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:36.310, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.77 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:36.811, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.81 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:37.356, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 46.15 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:37.857, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.67 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:38.358, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.90 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:38.861, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.74 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:39.362, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.74 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:39.863, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.81 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:40.364, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.83 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:40.864, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.93 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:41.364, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.80 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:41.866, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.93 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:42.366, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.87 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:42.867, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.85 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:43.367, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.90 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:43.868, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.83 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:44.368, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.74 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:44.869, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.85 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:45.369, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.81 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:45.870, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.41 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:46.370, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.93 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:46.871, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.80 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:47.371, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 46.00 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:47.871, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.83 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:48.372, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.83 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:48.872, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.80 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:49.373, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.81 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:49.874, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.64 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:50.375, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.83 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:50.875, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.90 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:51.375, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.69 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:51.876, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.83 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:52.376, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.74 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:52.877, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.90 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:53.377, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.62 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:53.878, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.77 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:54.378, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.61 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:54.879, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 46.02 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:55.379, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.92 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:55.880, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.92 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:56.380, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.74 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:56.881, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.82 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:57.381, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.83 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:57.882, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.64 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:58.382, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.90 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:58.883, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.87 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:59.384, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 45.93 W, 300.00 W, 0 %, 6 MiB, 210 MHz, 1512 MHz
2026/09/10 17:38:59.884, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 76.89 W, 300.00 W, 0 %, 24 MiB, 1395 MHz, 1512 MHz
2026/09/10 17:39:00.386, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 95.93 W, 300.00 W, 0 %, 592 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:00.889, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 95.53 W, 300.00 W, 1 %, 1832 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:01.390, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 95.64 W, 300.00 W, 0 %, 1832 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:01.890, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 95.76 W, 300.00 W, 0 %, 1832 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:02.391, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 95.72 W, 300.00 W, 0 %, 1832 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:02.891, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 105.88 W, 300.00 W, 3 %, 15150 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:03.392, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 103.69 W, 300.00 W, 41 %, 15166 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:03.892, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 109.90 W, 300.00 W, 42 %, 15166 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:04.393, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 97.99 W, 300.00 W, 10 %, 15166 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:04.893, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.01 W, 300.00 W, 11 %, 16512 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:05.394, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 129.79 W, 300.00 W, 25 %, 23834 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:05.895, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.01 W, 300.00 W, 20 %, 14786 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:06.395, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 95.83 W, 300.00 W, 15 %, 14832 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:06.897, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 303.39 W, 300.00 W, 100 %, 15650 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:39:07.398, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.39 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:07.898, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.04 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:08.398, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.04 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:08.899, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.22 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:09.399, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.31 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:09.900, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.26 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:10.400, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.16 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:10.900, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.32 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:11.401, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.18 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:11.901, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.26 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:12.402, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.32 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:12.902, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.35 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:13.403, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.44 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:13.903, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.28 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:14.404, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.42 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:14.904, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.36 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:15.404, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.44 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:15.905, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.48 W, 300.00 W, 0 %, 16032 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:16.405, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.06 W, 300.00 W, 13 %, 16436 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:16.906, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 97.34 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:17.407, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.51 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:17.907, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.61 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:18.408, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.54 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:18.908, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.64 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:19.408, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.55 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:19.909, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.64 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:20.409, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.74 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:39:20.910, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 96.61 W, 300.00 W, 0 %, 60690 MiB, 1410 MHz, 1512 MHz
