case,snapshot,draw,wan_gbps,deadline_s,policy,shed_fraction,replay_gpu_time_bound,kv_fraction,qh_gap
original,0,0,100,10,isolated_fastest,0.010169636520797843,1.0,0.010169636520797843,0.9847575418179704
original,0,0,100,20,queue_haul,1.0,0.9999999999992635,0.0,0.0
original,0,0,100,20,greedy,0.7470886175209636,0.9999999999992635,0.0013573797388269577,0.25291138247903644
original,0,0,100,20,kv_only,0.020910594061761434,0.9999999999992635,0.020910594061761434,0.9790894059382386
original,0,0,100,20,replay_only,0.999999999998551,0.9999999999992635,0.0,1.4489520694382918e-12
original,0,0,100,20,isolated_fastest,0.020910594061761434,0.9999999999992635,0.020910594061761434,0.9790894059382386
original,0,0,100,25,queue_haul,1.0000000000000007,0.999999999999999,0.0,0.0
original,0,0,100,25,greedy,0.7474457910179284,0.999999999999999,0.001714553235791756,0.25255420898207226
original,0,0,100,25,kv_only,0.026281072832243218,0.999999999999999,0.026281072832243218,0.9737189271677574
original,0,0,100,25,replay_only,0.9999999999999998,0.999999999999999,0.0,8.881784197001252e-16
original,0,0,100,25,isolated_fastest,0.026281072832243218,0.999999999999999,0.026281072832243218,0.9737189271677574
original,0,0,100,30,queue_haul,0.9999999999999987,1.0,0.0,0.0
original,0,0,100,30,greedy,0.7478024522721667,1.0,0.0020712144900300712,0.252197547727832
original,0,0,100,30,kv_only,0.031651551602725016,1.0,0.031651551602725016,0.9683484483972736
original,0,0,100,30,replay_only,0.9999999999999999,1.0,0.0,-1.2212453270876722e-15
original,0,0,100,30,isolated_fastest,0.031651551602725016,1.0,0.031651551602725016,0.9683484483972736
original,0,0,100,35,queue_haul,0.9999999999999998,1.0,0.0,0.0
original,0,0,100,35,greedy,0.748158856609717,1.0,0.002427618827580435,0.25184114339028274
original,0,0,100,35,kv_only,0.0370220303732068,1.0,0.0370220303732068,0.9629779696267929
original,0,0,100,35,replay_only,0.9999999999999999,1.0,0.0,-1.1102230246251565e-16
original,0,0,100,35,isolated_fastest,0.0370220303732068,1.0,0.0370220303732068,0.9629779696267929
original,0,0,100,40,queue_haul,0.9999999999999998,1.0,0.0,0.0
original,0,0,100,40,greedy,0.748515113764126,1.0,0.002783875981989478,0.25148488623587373
original,0,0,100,40,kv_only,0.04239250914368861,1.0,0.04239250914368861,0.9576074908563111
original,0,0,100,40,replay_only,1.0,1.0,0.0,-2.220446049250313e-16
original,0,0,100,40,isolated_fastest,0.04239250914368861,1.0,0.04239250914368861,0.9576074908563111
original,0,0,100,45,queue_haul,0.9999999999999994,1.0,0.0,0.0
original,0,0,100,45,greedy,0.7488712787399111,1.0,0.003140040957774503,0.25112872126008834
original,0,0,100,45,kv_only,0.04776298791417039,1.0,0.04776298791417039,0.952237012085829
original,0,0,100,45,replay_only,0.9999999999999999,1.0,0.0,-4.440892098500626e-16
original,0,0,100,45,isolated_fastest,0.04776298791417039,1.0,0.04776298791417039,0.952237012085829
original,0,0,100,60,queue_haul,1.0,1.0,0.0,0.0
original,0,0,100,60,greedy,0.7499394712863654,1.0,0.004208233504228784,0.2500605287136346
original,0,0,100,60,kv_only,0.06387442422561578,1.0,0.06387442422561578,0.9361255757743843
original,0,0,100,60,replay_only,0.9999999999999999,1.0,0.0,1.1102230246251565e-16
original,0,0,100,60,isolated_fastest,0.06387442422561578,1.0,0.06387442422561578,0.9361255757743843
original,0,0,400,10,queue_haul,0.9951688223705311,1.0,0.004892263931552835,0.0
original,0,0,400,10,greedy,0.7483883402270275,1.0,0.0026571024448908704,0.24678048214350357
original,0,0,400,10,kv_only,0.04067854608319137,1.0,0.04067854608319137,0.9544902762873397
original,0,0,400,10,replay_only,0.9947603626832873,1.0,0.0,0.00040845968724378956
original,0,0,400,10,isolated_fastest,0.04067854608319137,1.0,0.04067854608319137,0.9544902762873397
original,0,0,400,20,queue_haul,1.0,1.0,0.0,0.0
original,0,0,400,20,greedy,0.751245680317722,1.0,0.005514442535585403,0.248754319682278
original,0,0,400,20,kv_only,0.08364237624704574,1.0,0.08364237624704574,0.9163576237529543
original,0,0,400,20,replay_only,1.0,1.0,0.0,0.0
original,0,0,400,20,isolated_fastest,0.08364237624704574,1.0,0.08364237624704574,0.9163576237529543
original,0,0,400,25,queue_haul,1.0,1.0,0.0,0.0
original,0,0,400,25,greedy,0.7526705144192402,1.0,0.0069392766371035985,0.24732948558075984
original,0,0,400,25,kv_only,0.10512429132897287,1.0,0.10512429132897287,0.8948757086710272
original,0,0,400,25,replay_only,0.9999999999999999,1.0,0.0,1.1102230246251565e-16
original,0,0,400,25,isolated_fastest,0.10512429132897287,1.0,0.10512429132897287,0.8948757086710272
original,0,0,400,30,queue_haul,0.9999999999999998,1.0,0.0,0.0
original,0,0,400,30,greedy,0.754094836278032,1.0,0.008363598495895313,0.2459051637219678
original,0,0,400,30,kv_only,0.12660620641090006,1.0,0.12660620641090006,0.8733937935890997
original,0,0,400,30,replay_only,0.9999999999999999,1.0,0.0,-1.1102230246251565e-16
original,0,0,400,30,isolated_fastest,0.12660620641090006,1.0,0.12660620641090006,0.8733937935890997
original,0,0,400,35,queue_haul,0.9999999999999982,1.0,0.0,0.0
original,0,0,400,35,greedy,0.7555189012201357,1.0,0.009787663437999075,0.24448109877986257
original,0,0,400,35,kv_only,0.1480881214928272,1.0,0.1480881214928272,0.851911878507171
original,0,0,400,35,replay_only,0.9999999999999999,1.0,0.0,-1.6653345369377348e-15
original,0,0,400,35,isolated_fastest,0.1480881214928272,1.0,0.1480881214928272,0.851911878507171
original,0,0,400,40,queue_haul,0.9999999999999999,1.0,0.0,0.0
original,0,0,400,40,greedy,0.7569428189790981,1.0,0.011211581196961515,0.2430571810209018
original,0,0,400,40,kv_only,0.16957003657475445,1.0,0.16957003657475445,0.8304299634252454
original,0,0,400,40,replay_only,0.9999999999999999,1.0,0.0,0.0
original,0,0,400,40,isolated_fastest,0.16957003657475445,1.0,0.16957003657475445,0.8304299634252454
original,0,0,400,45,queue_haul,0.9999999999998164,1.0,0.0,0.0
original,0,0,400,45,greedy,0.7583666445594366,1.0,0.012635406777299936,0.24163335544037978
original,0,0,400,45,kv_only,0.19105195165668157,1.0,0.19105195165668157,0.8089480483431348
original,0,0,400,45,replay_only,0.9999999999999999,1.0,0.0,-1.8351986597053838e-13
original,0,0,400,45,isolated_fastest,0.19105195165668157,1.0,0.19105195165668157,0.8089480483431348
original,0,0,400,60,queue_haul,0.9999999999999996,1.0,0.0,0.0
original,0,0,400,60,greedy,0.7626378189195511,1.0,0.016906581137414414,0.2373621810804485
original,0,0,400,60,kv_only,0.2554976969024631,1.0,0.2554976969024631,0.7445023030975364
original,0,0,400,60,replay_only,0.9999999999999999,1.0,0.0,-3.3306690738754696e-16
original,0,0,400,60,isolated_fastest,0.2554976969024631,1.0,0.2554976969024631,0.7445023030975364
original,0,0,1000,10,queue_haul,0.9953223571158423,0.9999999999999999,0.016304048618387752,0.0
original,0,0,1000,10,greedy,0.7524318234023307,0.9999999999999999,0.006700585620194168,0.24289053371351155
original,0,0,1000,10,kv_only,0.10169636520797844,0.9999999999999999,0.10169636520797844,0.8936259919078638
original,0,0,1000,10,replay_only,0.9947603626832872,0.9999999999999999,0.0,0.0005619944325551129
original,0,0,1000,10,isolated_fastest,0.10169636520797844,0.9999999999999999,0.10169636520797844,0.8936259919078638
original,0,0,1000,20,queue_haul,1.0000000000000013,1.0,0.0,0.0
original,0,0,1000,20,greedy,0.759559805911239,1.0,0.013828568129102294,0.24044019408876238
original,0,0,1000,20,kv_only,0.2091059406176143,1.0,0.2091059406176143,0.790894059382387
original,0,0,1000,20,replay_only,0.9999999999999998,1.0,0.0,1.5543122344752192e-15
original,0,0,1000,20,isolated_fastest,0.2091059406176143,1.0,0.2091059406176143,0.790894059382387
original,0,0,1000,25,queue_haul,0.9999999999999993,1.0,0.0,0.0
original,0,0,1000,25,greedy,0.7631199612218639,1.0,0.017388723439727284,0.23688003877813546
original,0,0,1000,25,kv_only,0.26281072832243224,1.0,0.26281072832243224,0.7371892716775671
original,0,0,1000,25,replay_only,0.9999999999999999,1.0,0.0,-5.551115123125783e-16
original,0,0,1000,25,isolated_fastest,0.26281072832243224,1.0,0.26281072832243224,0.7371892716775671
original,0,0,1000,30,queue_haul,0.9999999999999999,1.0,0.0,0.0
original,0,0,1000,30,greedy,0.7666796042897625,1.0,0.020948366507625795,0.23332039571023744
original,0,0,1000,30,kv_only,0.2773588595329704,1.0,0.2773588595329704,0.7226411404670294
original,0,0,1000,30,replay_only,0.9999999999999999,1.0,0.0,0.0
original,0,0,1000,30,isolated_fastest,0.2773588595329704,1.0,0.2773588595329704,0.7226411404670294
original,0,0,1000,35,queue_haul,0.9999999999999999,1.0,0.0,0.0
original,0,0,1000,35,greedy,0.770238990440973,1.0,0.024507752658836358,0.2297610095590269
original,0,0,1000,35,kv_only,0.29058149121068627,1.0,0.29058149121068627,0.7094185087893137
original,0,0,1000,35,replay_only,0.9999999999999999,1.0,0.0,0.0
original,0,0,1000,35,isolated_fastest,0.29058149121068627,1.0,0.29058149121068627,0.7094185087893137
original,0,0,1000,40,queue_haul,0.9999999999999983,1.0,0.0,0.0
original,0,0,1000,40,greedy,0.7737982294090422,1.0,0.028066991626905593,0.22620177059095614
original,0,0,1000,40,kv_only,0.3038041228884021,1.0,0.3038041228884021,0.6961958771115963
original,0,0,1000,40,replay_only,0.9999999999999999,1.0,0.0,-1.5543122344752192e-15
original,0,0,1000,40,isolated_fastest,0.3038041228884021,1.0,0.3038041228884021,0.6961958771115963
original,0,0,1000,45,queue_haul,1.000000000000004,1.0,0.0,0.0
original,0,0,1000,45,greedy,0.7773573761984874,1.0,0.0316261384163508,0.22264262380151656
original,0,0,1000,45,kv_only,0.31702675456611795,1.0,0.31702675456611795,0.682973245433886
original,0,0,1000,45,replay_only,0.9999999999999999,1.0,0.0,4.107825191113079e-15
original,0,0,1000,45,isolated_fastest,0.31702675456611795,1.0,0.31702675456611795,0.682973245433886
original,0,0,1000,60,queue_haul,0.9999999999999999,1.0,0.0,0.0
original,0,0,1000,60,greedy,0.7880345141859223,1.0,0.04230327640378566,0.2119654858140776
original,0,0,1000,60,kv_only,0.3566946495992655,1.0,0.3566946495992655,0.6433053504007344
original,0,0,1000,60,replay_only,0.9999999999999999,1.0,0.0,0.0
original,0,0,1000,60,isolated_fastest,0.3566946495992655,1.0,0.3566946495992655,0.6433053504007344
original,0,1,40,10,queue_haul,0.9896944702009415,1.0,0.0,0.0
original,0,1,40,10,greedy,0.7463348747449287,1.0,0.0002310966139706672,0.24335959545601282
original,0,1,40,10,kv_only,0.004069610545858051,1.0,0.004069610545858051,0.9856248596550834
original,0,1,40,10,replay_only,0.9896944702009415,1.0,0.0,0.0
original,0,1,40,10,isolated_fastest,0.004069610545858051,1.0,0.004069610545858051,0.9856248596550834
original,0,1,40,20,queue_haul,0.9999999999999953,0.999999999999998,0.0,0.0
original,0,1,40,20,greedy,0.7462573192719298,0.999999999999998,0.0005260814897932652,0.2537426807280655
original,0,1,40,20,kv_only,0.008365993562243483,0.999999999999998,0.008365993562243483,0.9916340064377519
original,0,1,40,20,replay_only,1.0000000000000113,0.999999999999998,0.0,-1.5987211554602254e-14
original,0,1,40,20,isolated_fastest,0.008365993562243483,0.999999999999998,0.008365993562243483,0.9916340064377519
original,0,1,40,25,queue_haul,0.9999999999999982,1.0000000000117886,0.0,0.0
original,0,1,40,25,greedy,0.7464009609526971,1.0000000000117886,0.0006697231705605408,0.2535990390473011
original,0,1,40,25,kv_only,0.010514185070436203,1.0000000000117886,0.010514185070436203,0.989485814929562
original,0,1,40,25,replay_only,1.00000000000003,1.0000000000117886,0.0,-3.175237850427948e-14
original,0,1,40,25,isolated_fastest,0.010514185070436203,1.0000000000117886,0.010514185070436203,0.989485814929562
original,0,1,40,30,queue_haul,0.9999999999999999,0.9999999999999626,0.0,0.0
original,0,1,40,30,greedy,0.7465440903337804,0.9999999999999626,0.0008128525516437933,0.25345590966621945
original,0,1,40,30,kv_only,0.01266237657862892,0.9999999999999626,0.01266237657862892,0.987337623421371
original,0,1,40,30,replay_only,0.9999999999999998,0.9999999999999626,0.0,1.1102230246251565e-16
original,0,1,40,30,isolated_fastest,0.01266237657862892,0.9999999999999626,0.01266237657862892,0.987337623421371
original,0,1,40,35,queue_haul,0.9999999999999996,0.9999999999999999,0.0,0.0
original,0,1,40,35,greedy,0.746686962743119,0.9999999999999999,0.0009557249609823019,0.2533130372568806
original,0,1,40,35,kv_only,0.014810568086821636,0.9999999999999999,0.014810568086821636,0.9851894319131779
original,0,1,40,35,replay_only,0.9999999999999999,0.9999999999999999,0.0,-3.3306690738754696e-16
original,0,1,40,35,isolated_fastest,0.014810568086821636,0.9999999999999999,0.014810568086821636,0.9851894319131779
original,0,1,40,40,queue_haul,1.0000000000000082,1.0000000000000004,0.0,0.0
original,0,1,40,40,greedy,0.7468296879279223,1.0000000000000004,0.0010984501457856248,0.25317031207208596
original,0,1,40,40,kv_only,0.016958759595014354,1.0000000000000004,0.016958759595014354,0.9830412404049939
original,0,1,40,40,replay_only,0.9999999999999992,1.0000000000000004,0.0,8.992806499463768e-15
original,0,1,40,40,isolated_fastest,0.016958759595014354,1.0000000000000004,0.016958759595014354,0.9830412404049939
original,0,1,40,45,queue_haul,1.0000000000000062,0.9999999999999987,0.0,0.0
original,0,1,40,45,greedy,0.7469723209038245,0.9999999999999987,0.0012410831216878484,0.25302767909618173
original,0,1,40,45,kv_only,0.019106951103207072,0.9999999999999987,0.019106951103207072,0.9808930488967992
original,0,1,40,45,replay_only,0.9999999999999992,0.9999999999999987,0.0,6.994405055138486e-15
original,0,1,40,45,isolated_fastest,0.019106951103207072,0.9999999999999987,0.019106951103207072,0.9808930488967992
original,0,1,40,60,queue_haul,0.9999999999999999,1.0,0.0,0.0
original,0,1,40,60,greedy,0.7473999173367734,1.0,0.0016686795546367714,0.25260008266322653
original,0,1,40,60,kv_only,0.025551525627785225,1.0,0.025551525627785225,0.9744484743722147
original,0,1,40,60,replay_only,1.0,1.0,0.0,-1.1102230246251565e-16
original,0,1,40,60,isolated_fastest,0.025551525627785225,1.0,0.025551525627785225,0.9744484743722147
original,0,1,100,10,queue_haul,0.9949294483395268,1.0,0.0026825003102942447,0.0
original,0,1,100,10,greedy,0.7463668897595693,1.0,0.0006356519774326618,0.24856255857995746
original,0,1,100,10,kv_only,0.010174026364645128,1.0,0.010174026364645128,0.9847554219748816
original,0,1,100,10,replay_only,0.994760362683287,1.0,0.0,0.00016908565623974248
original,0,1,100,10,isolated_fastest,0.010174026364645128,1.0,0.010174026364645128,0.9847554219748816
original,0,1,100,20,queue_haul,0.9999999999996629,0.9999999999997626,0.0,0.0
original,0,1,100,20,greedy,0.7470889063730137,0.9999999999997626,0.001357668590877123,0.2529110936266492
original,0,1,100,20,kv_only,0.020914983905608715,0.9999999999997626,0.020914983905608715,0.9790850160940542
original,0,1,100,20,replay_only,0.9999999999999905,0.9999999999997626,0.0,-3.275157922644212e-13
original,0,1,100,20,isolated_fastest,0.020914983905608715,0.9999999999997626,0.020914983905608715,0.9790850160940542
original,0,1,100,25,queue_haul,1.0000000000000007,1.0000000000000027,0.0,0.0
original,0,1,100,25,greedy,0.7474460801746917,1.0000000000000027,0.0017148423925550786,0.25255391982530895
original,0,1,100,25,kv_only,0.026285462676090506,1.0000000000000027,0.026285462676090506,0.9737145373239101
original,0,1,100,25,replay_only,0.9999999999999998,1.0000000000000027,0.0,8.881784197001252e-16
original,0,1,100,25,isolated_fastest,0.026285462676090506,1.0000000000000027,0.026285462676090506,0.9737145373239101
original,0,1,100,30,queue_haul,0.9999999999999987,1.0,0.0,0.0
original,0,1,100,30,greedy,0.7478027416766856,1.0,0.002071503894549011,0.2521972583233131
original,0,1,100,30,kv_only,0.03165594144657229,1.0,0.03165594144657229,0.9683440585534264
original,0,1,100,30,replay_only,0.9999999999999999,1.0,0.0,-1.2212453270876722e-15
original,0,1,100,30,isolated_fastest,0.03165594144657229,1.0,0.03165594144657229,0.9683440585534264
original,0,1,100,35,queue_haul,0.9999999999999998,1.0,0.0,0.0
original,0,1,100,35,greedy,0.7481591462069348,1.0,0.0024279084247981982,0.251840853793065
original,0,1,100,35,kv_only,0.037026420217054094,1.0,0.037026420217054094,0.9629735797829457
original,0,1,100,35,replay_only,0.9999999999999999,1.0,0.0,-1.1102230246251565e-16
original,0,1,100,35,isolated_fastest,0.037026420217054094,1.0,0.037026420217054094,0.9629735797829457
original,0,1,100,40,queue_haul,0.9999999999999998,1.0,0.0,0.0
original,0,1,100,40,greedy,0.7485154035126488,1.0,0.0027841657305122014,0.251484596487351
original,0,1,100,40,kv_only,0.04239689898753588,1.0,0.04239689898753588,0.9576031010124639
original,0,1,100,40,replay_only,1.0,1.0,0.0,-2.220446049250313e-16
original,0,1,100,40,isolated_fastest,0.04239689898753588,1.0,0.04239689898753588,0.9576031010124639
original,0,1,100,45,queue_haul,0.9999999999999994,1.0,0.0,0.0
original,0,1,100,45,greedy,0.7488715686094617,1.0,0.003140330827325105,0.25112843139053775
original,0,1,100,45,kv_only,0.047767377758017676,1.0,0.047767377758017676,0.9522326222419818
original,0,1,100,45,replay_only,0.9999999999999999,1.0,0.0,-4.440892098500626e-16
original,0,1,100,45,isolated_fastest,0.047767377758017676,1.0,0.047767377758017676,0.9522326222419818
original,0,1,100,60,queue_haul,1.0,1.0,0.0,0.0
original,0,1,100,60,greedy,0.7499397614051426,1.0,0.004208523623006066,0.2500602385948574
original,0,1,100,60,kv_only,0.06387881406946307,1.0,0.06387881406946307,0.936121185930537
original,0,1,100,60,replay_only,0.9999999999999999,1.0,0.0,1.1102230246251565e-16
original,0,1,100,60,isolated_fastest,0.06387881406946307,1.0,0.06387881406946307,0.936121185930537
original,0,1,400,10,queue_haul,0.9951690141897263,1.0,0.004892455750748034,0.0
original,0,1,400,10,greedy,0.7483895040558818,1.0,0.0026582662737451566,0.24677951013384447
original,0,1,400,10,kv_only,0.04069610545858051,1.0,0.04069610545858051,0.9544729087311458
original,0,1,400,10,replay_only,0.9947603626832873,1.0,0.0,0.00040865150643898396
original,0,1,400,10,isolated_fastest,0.04069610545858051,1.0,0.04069610545858051,0.9544729087311458
original,0,1,400,20,queue_haul,0.9999999999999998,1.0,0.0,0.0
original,0,1,400,20,greedy,0.751246841878433,1.0,0.005515604096296413,0.24875315812156673
original,0,1,400,20,kv_only,0.08365993562243486,1.0,0.08365993562243486,0.9163400643775649
original,0,1,400,20,replay_only,1.0,1.0,0.0,-2.220446049250313e-16
original,0,1,400,20,isolated_fastest,0.08365993562243486,1.0,0.08365993562243486,0.9163400643775649
original,0,1,400,25,queue_haul,0.9999999999999998,1.0,0.0,0.0
original,0,1,400,25,greedy,0.7526716762846644,1.0,0.006940438502527767,0.24732832371533542
original,0,1,400,25,kv_only,0.10514185070436202,1.0,0.10514185070436202,0.8948581492956378
original,0,1,400,25,replay_only,0.9999999999999999,1.0,0.0,-1.1102230246251565e-16
original,0,1,400,25,isolated_fastest,0.10514185070436202,1.0,0.10514185070436202,0.8948581492956378
original,0,1,400,30,queue_haul,0.9999999999999998,1.0,0.0,0.0
original,0,1,400,30,greedy,0.7540959983912117,1.0,0.008364760609075097,0.24590400160878811
original,0,1,400,30,kv_only,0.12662376578628917,1.0,0.12662376578628917,0.8733762342137106
original,0,1,400,30,replay_only,0.9999999999999999,1.0,0.0,-1.1102230246251565e-16
original,0,1,400,30,isolated_fastest,0.12662376578628917,1.0,0.12662376578628917,0.8733762342137106
original,0,1,400,35,queue_haul,1.0000000000000018,1.0,0.0,0.0
original,0,1,400,35,greedy,0.7555200635260143,1.0,0.009788825743877681,0.24447993647398747
original,0,1,400,35,kv_only,0.14810568086821638,1.0,0.14810568086821638,0.8518943191317854
original,0,1,400,35,replay_only,0.9999999999999999,1.0,0.0,1.887379141862766e-15
original,0,1,400,35,isolated_fastest,0.14810568086821638,1.0,0.14810568086821638,0.8518943191317854
original,0,1,400,40,queue_haul,0.9999999999999999,1.0,0.0,0.0
original,0,1,400,40,greedy,0.7569439814362817,1.0,0.011212743654145083,0.24305601856371817
original,0,1,400,40,kv_only,0.16958759595014353,1.0,0.16958759595014353,0.8304124040498564
original,0,1,400,40,replay_only,0.9999999999999999,1.0,0.0,0.0
original,0,1,400,40,isolated_fastest,0.16958759595014353,1.0,0.16958759595014353,0.8304124040498564
original,0,1,400,45,queue_haul,1.000000000000023,1.0,0.0,0.0
original,0,1,400,45,greedy,0.758367807137648,1.0,0.012636569355511383,0.24163219286237514
original,0,1,400,45,kv_only,0.1910695110320707,1.0,0.1910695110320707,0.8089304889679524
original,0,1,400,45,replay_only,0.9999999999999999,1.0,0.0,2.3203661214665772e-14
original,0,1,400,45,isolated_fastest,0.1910695110320707,1.0,0.1910695110320707,0.8089304889679524
original,0,1,400,60,queue_haul,1.0,1.0,0.0,0.0
original,0,1,400,60,greedy,0.7626389817469892,1.0,0.01690774396485254,0.2373610182530108
original,0,1,400,60,kv_only,0.25551525627785227,1.0,0.25551525627785227,0.7444847437221478
original,0,1,400,60,replay_only,0.9999999999999999,1.0,0.0,1.1102230246251565e-16
original,0,1,400,60,isolated_fastest,0.25551525627785227,1.0,0.25551525627785227,0.7444847437221478
original,0,1,1000,10,queue_haul,0.9953225602880013,0.9999999999999999,0.01632692040508181,0.0
original,0,1,1000,10,greedy,0.7524347326485068,0.9999999999999999,0.006703494866370147,0.24288782763949446
original,0,1,1000,10,kv_only,0.10174026364645128,0.9999999999999999,0.10174026364645128,0.89358229664155
original,0,1,1000,10,replay_only,0.9947603626832872,0.9999999999999999,0.0,0.0005621976047140986
original,0,1,1000,10,isolated_fastest,0.10174026364645128,0.9999999999999999,0.10174026364645128,0.89358229664155
original,0,1,1000,20,queue_haul,0.9999999999999925,1.0,0.0,0.0
original,0,1,1000,20,greedy,0.7595627128892716,1.0,0.013831475107134996,0.24043728711072088
original,0,1,1000,20,kv_only,0.20914983905608714,1.0,0.20914983905608714,0.7908501609439054
original,0,1,1000,20,replay_only,0.9999999999999998,1.0,0.0,-7.327471962526033e-15
original,0,1,1000,20,isolated_fastest,0.20914983905608714,1.0,0.20914983905608714,0.7908501609439054
original,0,1,1000,25,queue_haul,1.0000000000000544,1.0,0.0,0.0
original,0,1,1000,25,greedy,0.7631228685046098,1.0,0.017391630722473142,0.23687713149544465
original,0,1,1000,25,kv_only,0.2628546267609051,1.0,0.2628546267609051,0.7371453732391493
original,0,1,1000,25,replay_only,0.9999999999999999,1.0,0.0,5.4511950509095186e-14
original,0,1,1000,25,isolated_fastest,0.2628546267609051,1.0,0.2628546267609051,0.7371453732391493
original,0,1,1000,30,queue_haul,0.9999999999999999,1.0,0.0,0.0
original,0,1,1000,30,greedy,0.7666825118202639,1.0,0.020951274038127264,0.23331748817973597
original,0,1,1000,30,kv_only,0.27736966774780486,1.0,0.27736966774780486,0.722630332252195
original,0,1,1000,30,replay_only,0.9999999999999999,1.0,0.0,0.0
original,0,1,1000,30,isolated_fastest,0.27736966774780486,1.0,0.27736966774780486,0.722630332252195
original,0,1,1000,35,queue_haul,0.9999999999999999,1.0,0.0,0.0
original,0,1,1000,35,greedy,0.7702418981641733,1.0,0.024510660382036656,0.22975810183582657
original,0,1,1000,35,kv_only,0.29059229942552073,1.0,0.29059229942552073,0.7094077005744792
original,0,1,1000,35,replay_only,0.9999999999999999,1.0,0.0,0.0
original,0,1,1000,35,isolated_fastest,0.29059229942552073,1.0,0.29059229942552073,0.7094077005744792
