arm,checkpoint_event_types,checkpoint_has_add_split_reopen,checkpoint_id,checkpoint_step,coding_progress,current_progress,drop_magnitude,features_max_step,features_max_step_status,future_min_progress_within_h5,horizon,label,label_matches,lead_time,model_name,next_drop_step,run_id,shipped_label,task_family,task_id
C,INIT,False,validation_new_work_03_unicode_normalization__armC__564bb3c1::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_03_unicode_normalization__armC__564bb3c1,0.0,validation_new_work,validation_new_work_03_unicode_normalization
C,,False,validation_new_work_03_unicode_normalization__armC__564bb3c1::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_03_unicode_normalization__armC__564bb3c1,0.0,validation_new_work,validation_new_work_03_unicode_normalization
C,ADD_SUBTASK,True,validation_new_work_03_unicode_normalization__armC__564bb3c1::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_03_unicode_normalization__armC__564bb3c1,0.0,validation_new_work,validation_new_work_03_unicode_normalization
C,,False,validation_new_work_03_unicode_normalization__armC__564bb3c1::3,3,0.0,0.0,0.0,3,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_03_unicode_normalization__armC__564bb3c1,0.0,validation_new_work,validation_new_work_03_unicode_normalization
C,,False,validation_new_work_03_unicode_normalization__armC__564bb3c1::4,4,0.0,0.0,0.0,4,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_03_unicode_normalization__armC__564bb3c1,0.0,validation_new_work,validation_new_work_03_unicode_normalization
C,,False,validation_new_work_03_unicode_normalization__armC__564bb3c1::5,5,0.0,0.0,0.0,5,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_03_unicode_normalization__armC__564bb3c1,0.0,validation_new_work,validation_new_work_03_unicode_normalization
A,INIT,False,validation_new_work_04_tz_offset_in_log__armA__d2ff8994::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,validation_new_work_04_tz_offset_in_log__armA__d2ff8994,0.0,validation_new_work,validation_new_work_04_tz_offset_in_log
B,INIT,False,validation_new_work_04_tz_offset_in_log__armB__fa3b66ad::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-sonnet-4-6,,validation_new_work_04_tz_offset_in_log__armB__fa3b66ad,0.0,validation_new_work,validation_new_work_04_tz_offset_in_log
C,INIT,False,validation_new_work_04_tz_offset_in_log__armC__c4758717::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_04_tz_offset_in_log__armC__c4758717,0.0,validation_new_work,validation_new_work_04_tz_offset_in_log
C,ADD_SUBTASK,True,validation_new_work_04_tz_offset_in_log__armC__c4758717::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_04_tz_offset_in_log__armC__c4758717,0.0,validation_new_work,validation_new_work_04_tz_offset_in_log
C,,False,validation_new_work_04_tz_offset_in_log__armC__c4758717::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_04_tz_offset_in_log__armC__c4758717,0.0,validation_new_work,validation_new_work_04_tz_offset_in_log
C,,False,validation_new_work_04_tz_offset_in_log__armC__c4758717::3,3,0.0,0.0,0.0,3,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,validation_new_work_04_tz_offset_in_log__armC__c4758717,0.0,validation_new_work,validation_new_work_04_tz_offset_in_log
C,UPDATE_STATUS,False,validation_new_work_04_tz_offset_in_log__armC__c4758717::4,4,1.0,1.0,0.33333333333333337,4,assumed,0.6666666666666666,5,1,True,2.0,claude-haiku-4-5,6.0,validation_new_work_04_tz_offset_in_log__armC__c4758717,1.0,validation_new_work,validation_new_work_04_tz_offset_in_log
C,"ADD_SUBTASK,UPDATE_STATUS",True,validation_new_work_04_tz_offset_in_log__armC__c4758717::5,5,1.0,1.0,0.33333333333333337,5,assumed,0.6666666666666666,5,1,True,1.0,claude-haiku-4-5,6.0,validation_new_work_04_tz_offset_in_log__armC__c4758717,1.0,validation_new_work,validation_new_work_04_tz_offset_in_log
A,INIT,False,validation_new_work_05_quoted_field_in_tsv__armA__047ccbd8::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,validation_new_work_05_quoted_field_in_tsv__armA__047ccbd8,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
A,ADD_SUBTASK,True,validation_new_work_05_quoted_field_in_tsv__armA__047ccbd8::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-opus-4-7,,validation_new_work_05_quoted_field_in_tsv__armA__047ccbd8,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
A,,False,validation_new_work_05_quoted_field_in_tsv__armA__047ccbd8::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-opus-4-7,,validation_new_work_05_quoted_field_in_tsv__armA__047ccbd8,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
A,INIT,False,validation_new_work_05_quoted_field_in_tsv__armA__2fa2b079::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,validation_new_work_05_quoted_field_in_tsv__armA__2fa2b079,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,INIT,False,validation_new_work_05_quoted_field_in_tsv__armC__09b20117::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__09b20117,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,ADD_SUBTASK,True,validation_new_work_05_quoted_field_in_tsv__armC__09b20117::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__09b20117,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,,False,validation_new_work_05_quoted_field_in_tsv__armC__09b20117::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__09b20117,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,,False,validation_new_work_05_quoted_field_in_tsv__armC__09b20117::3,3,0.0,0.0,0.0,3,assumed,0.5,5,0,True,,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__09b20117,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,UPDATE_STATUS,False,validation_new_work_05_quoted_field_in_tsv__armC__09b20117::4,4,1.0,1.0,0.5,4,assumed,0.5,5,1,True,1.0,claude-haiku-4-5,5.0,validation_new_work_05_quoted_field_in_tsv__armC__09b20117,1.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,INIT,False,validation_new_work_05_quoted_field_in_tsv__armC__3393383d::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__3393383d,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,ADD_SUBTASK,True,validation_new_work_05_quoted_field_in_tsv__armC__3393383d::1,1,0.0,0.0,0.0,1,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__3393383d,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,UPDATE_STATUS,False,validation_new_work_05_quoted_field_in_tsv__armC__3393383d::2,2,1.0,1.0,0.33333333333333337,2,assumed,0.6666666666666666,5,1,True,2.0,claude-haiku-4-5,4.0,validation_new_work_05_quoted_field_in_tsv__armC__3393383d,1.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,"ADD_SUBTASK,UPDATE_STATUS",True,validation_new_work_05_quoted_field_in_tsv__armC__3393383d::3,3,1.0,1.0,0.33333333333333337,3,assumed,0.6666666666666666,5,1,True,1.0,claude-haiku-4-5,4.0,validation_new_work_05_quoted_field_in_tsv__armC__3393383d,1.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,ADD_SUBTASK,True,validation_new_work_05_quoted_field_in_tsv__armC__3393383d::4,4,0.6666666666666666,0.6666666666666666,0.0,4,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__3393383d,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
C,,False,validation_new_work_05_quoted_field_in_tsv__armC__3393383d::5,5,0.6666666666666666,0.6666666666666666,0.0,5,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__3393383d,0.0,validation_new_work,validation_new_work_05_quoted_field_in_tsv
