episode,workload,arm,seed,rate,cohort,session,turn,phase,serving_role,session_id,request_id,status,done,prompt_tokens,planned_prompt_tokens,recorded_append_tokens,planned_output_tokens,output_tokens,cached_tokens,derived_prompt_minus_cache_tokens,reset,recorded_turn,actual_new_tokens_excluding_retained_output,context_hash,retained_context_hash,exact_token_timestamps,mean_tpot_s,external_cache_bypassed,row_id,predecessor_id,owner_role,dispatched,duration_s,completed_within_observation,submitted_prompt_tokens,observed_output_tokens,observed_tokens_before_boundary,partial_exact_token_timestamps,token_gaps_exact_single_token_frames,token_gap_count,submillisecond_token_gaps,median_token_gap_s,max_token_gap_s,final_usage_observed,effective_cached_tokens,cache_usage_basis,scheduled_s,client_wakeup_s,client_dispatch_s,start_s,first_s,last_token_s,end_s,arrival_ttft_s,ttft_s,history_hash_after,planned_append_tokens,planned_context_tokens,planned_reset
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,materialization,6,,incoming_prewarm,source,7101-coding-0-incoming-6,cmpl-8ac68d49c3b08491,200,True,9251,9251,,1,1,,,,,,eb32db8a4f2c03bd75032543e59fa59084268a319a6028dc1cc2494a72d18ecf,,True,,False,cmpl-8ac68d49c3b08491,,source,True,300.0,True,9251,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-29.210634617,,-29.210634617,-29.209874829,-26.675043152,-26.675043152,-26.673088858,2.5355914649999995,2.5348316769999997,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,materialization,7,,incoming_prewarm,source,7101-coding-0-incoming-7,cmpl-8482ad4b387db6fa,200,True,19463,19463,,1,1,,,,,,fa72d4967cb537ef73006010cc05e6bd1af6a6b8ffd4b4e00b79d90a413d5ef4,,True,,False,cmpl-8482ad4b387db6fa,,source,True,300.0,True,19463,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-29.200771495,,-29.200771495,-29.199201935,-14.7129427,-14.7129427,-14.70908599,14.487828795000002,14.486259235000002,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,1,,control_preepoch_materialization,destination,7101-coding-0-incoming-1,cmpl-85131ee231a8a87d,200,True,5587,5587,,1,1,,,,,,e2615c071f28fa2e1e394250c3fd9362df0be7f115428df9680311f019ba9387,,True,,True,cmpl-85131ee231a8a87d,,destination,True,300.0,True,5587,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-28.065832586,,-28.065832586,-28.065339509,-14.445725554,-14.445725554,-14.444615086,13.620107032,13.619613955000002,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,3,,control_preepoch_materialization,destination,7101-coding-0-incoming-3,cmpl-82db6fa6349defe2,200,True,3585,3585,,1,1,,,,,,509e55addd7094d8b1b0ff3163562dcf347c0a563436ce4b3b61b1a78e253faa,,True,,True,cmpl-82db6fa6349defe2,,destination,True,300.0,True,3585,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-27.281292466,,-27.281292466,-27.280964028,-14.447730493,-14.447730493,-14.446590901,12.833561973,12.833233535,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,4,,control_preepoch_materialization,destination,7101-coding-0-incoming-4,cmpl-8ed8fe49b08a35e9,200,True,5587,5587,,1,1,,,,,,7c2455b5b556106b1f888bb12edc02afe29f3297cb35ae38fe2f4e00c4ffe3bd,,True,,True,cmpl-8ed8fe49b08a35e9,,destination,True,300.0,True,5587,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-27.277814758,,-27.277814758,-27.277339054,-13.920696421,-13.920696421,-13.919265411,13.357118337000001,13.356642632999998,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,6,,control_preepoch_materialization,destination,7101-coding-0-incoming-6,cmpl-afa8d790f5b0c22e,200,True,9251,9251,,1,1,,,,,,eb32db8a4f2c03bd75032543e59fa59084268a319a6028dc1cc2494a72d18ecf,,True,,True,cmpl-afa8d790f5b0c22e,,destination,True,300.0,True,9251,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-26.670590561,,-26.670590561,-26.669808461,-13.263965702,-13.263965702,-13.261925767,13.406624859,13.405842758999999,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,0,,control_preepoch_materialization,destination,7101-coding-0-incoming-0,cmpl-b0b419f715c38d9f,200,True,31436,31436,,1,1,,,,,,170e31d05d5b81cd097fe727b8f76a73c0728d3658fac42593306b30f80165f7,,True,,True,cmpl-b0b419f715c38d9f,,destination,True,300.0,True,31436,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-22.232734646,,-22.232734646,-22.23022088,-8.870310914,-8.870310914,-8.864688986,13.362423732000002,13.359909966000002,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,5,,control_preepoch_materialization,destination,7101-coding-0-incoming-5,cmpl-9d406e94291e8961,200,True,19463,19463,,1,1,,,,,,6a71e12114678c089e2066d9982cc24499e6279d7eb7b0fb4ccfa9720c080e3b,,True,,True,cmpl-9d406e94291e8961,,destination,True,300.0,True,19463,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-19.638521732,,-19.638521732,-19.636963653,-7.117448822,-7.117448822,-7.11387281,12.521072910000001,12.519514830999999,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,2,,control_preepoch_materialization,destination,7101-coding-0-incoming-2,cmpl-91f3adb1f588d206,200,True,31246,31246,,1,1,,,,,,641733255bf5139e471028f2b15f55b422597c99811d638ceaeac06ba41fbf66,,True,,True,cmpl-91f3adb1f588d206,,destination,True,300.0,True,31246,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-15.185480414,,-15.185480414,-15.182987507,-2.80916537,-2.80916537,-2.803592776,12.376315044,12.373822137,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,7,,control_preepoch_materialization,destination,7101-coding-0-incoming-7,cmpl-91b1f2b774dbe8c7,200,True,19463,19463,,1,1,,,,,,fa72d4967cb537ef73006010cc05e6bd1af6a6b8ffd4b4e00b79d90a413d5ef4,,True,,True,cmpl-91b1f2b774dbe8c7,,destination,True,300.0,True,19463,1,,,,,,,,True,0,vllm_0_22_omitted_zero,-14.704225372,,-14.704225372,-14.7026231,-1.007472786,-1.007472786,-1.003824689,13.696752586,13.695150314000001,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,incoming,6,0,service,source,7101-coding-0-incoming-6,cmpl-b88c434e6f02db22,200,True,9391,9391,140,10,10,9248,143,True,8,140,6a6ed23ed2fc85818bbb50f080cf22232d04bce5792af7ab75a9fdc88576ec90,eb32db8a4f2c03bd75032543e59fa59084268a319a6028dc1cc2494a72d18ecf,True,0.03013109344444444,False,episodes-coding-0-control-7101/incoming/6/0,,source,True,300.0,True,9391,10,10,,True,9,1,0.034959583,0.035232636,True,9248,reported,0.080841474,0.082704578,0.085438286,0.086240264,0.180992818,0.452172659,0.452337108,0.100151344,0.094752554,bfa6139b3cd928037077ac34286f0ab7648f4591ffa46fba6e2841d8d20d08db,140,9251,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,6,,control_baseline_materialization,destination,7101-coding-0-incoming-6,cmpl-a5e539821a881ca3,200,True,9401,9401,,1,1,9248,153,,,,bfa6139b3cd928037077ac34286f0ab7648f4591ffa46fba6e2841d8d20d08db,,True,,True,cmpl-a5e539821a881ca3,,destination,True,300.0,True,9401,1,,,,,,,,True,9248,reported,0.455107997,,0.455107997,0.455911547,0.614599209,0.614599209,0.616621881,0.159491212,0.158687662,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,incoming,2,0,service,source,7101-coding-0-incoming-2,cmpl-9b41a00a57552750,200,True,31348,31348,102,341,341,31232,116,True,51,102,fdc28adcab0959f3b72f18cd7a969b18597fb318600d6bdd2eead288fb257ad3,641733255bf5139e471028f2b15f55b422597c99811d638ceaeac06ba41fbf66,True,0.035014576511764706,False,episodes-coding-0-control-7101/incoming/2/0,,source,True,300.0,True,31348,341,341,,True,340,1,0.0351229475,0.068319628,True,31232,reported,2.921300665,2.923398485,2.931058766,2.93335669,3.061947426,14.96690344,14.967054183,0.14064676100000018,0.12859073600000004,80b144cae5ef5b69f67ac0edfa6ac4ec6d9d89a86b48bcea10e0e5c6227ac78b,102,31246,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,incoming,7,0,service,source,7101-coding-0-incoming-7,cmpl-b4191f0ae4ba64b6,200,True,19507,19507,44,27,27,19456,51,True,43,44,b9ff9284d23a86b16aae1e083d817884eb69d88e1290ea2b6b1d763a4a81ade2,fa72d4967cb537ef73006010cc05e6bd1af6a6b8ffd4b4e00b79d90a413d5ef4,True,0.035196357192307695,False,episodes-coding-0-control-7101/incoming/7/0,,source,True,300.0,True,19507,27,27,,True,26,0,0.036073390999999996,0.037238218,True,19456,reported,3.324468801,3.324660622,3.329159689,3.330706312,3.449154036,4.364259323,4.364464298,0.12468523499999984,0.11844772400000014,e8b77a5de5318f2a5af4faa117db0d89eb155d91b2b73a3c9b77023ddf7a0124,44,19463,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,7,,control_baseline_materialization,destination,7101-coding-0-incoming-7,cmpl-893ba7b9b9a34283,200,True,19534,19534,,1,1,19456,78,,,,e8b77a5de5318f2a5af4faa117db0d89eb155d91b2b73a3c9b77023ddf7a0124,,True,,True,cmpl-893ba7b9b9a34283,,destination,True,300.0,True,19534,1,,,,,,,,True,19456,reported,4.369663769,,4.369663769,4.371217295,4.629035713,4.629035713,4.633340475,0.25937194400000063,0.25781841800000027,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,incoming,0,0,service,source,7101-coding-0-incoming-0,cmpl-b6d3b1c45df7faad,200,True,31548,31548,112,1,1,31424,124,True,128,112,5c2ca5ad3ff81cf00f8b415dfc01e2a1257b2a53a76407fcf83e4623da4db368,170e31d05d5b81cd097fe727b8f76a73c0728d3658fac42593306b30f80165f7,True,,False,episodes-coding-0-control-7101/incoming/0/0,,source,True,300.0,True,31548,1,1,,True,0,0,,,True,31424,reported,4.77098857,4.771618426,4.779461811,4.781934112,4.964690525,4.964690525,4.970388021,0.19370195499999987,0.1827564129999999,45f0a78fb435de4e4eb2dcc4103bc964afefb1af37e1b526e6e76c0ad5def8b5,112,31436,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,0,,control_baseline_materialization,destination,7101-coding-0-incoming-0,cmpl-aca82e8fa2defaf6,200,True,31549,31549,,1,1,31424,125,,,,45f0a78fb435de4e4eb2dcc4103bc964afefb1af37e1b526e6e76c0ad5def8b5,,True,,True,cmpl-aca82e8fa2defaf6,,destination,True,300.0,True,31549,1,,,,,,,,True,31424,reported,4.978317737,,4.978317737,4.98083895,5.157688178,5.157688178,5.163356479,0.17937044099999966,0.17684922800000002,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,resident,0,0,service,destination,7101-coding-0-resident-0,cmpl-8d375cec233dc80c,200,True,31548,31548,112,1,1,31424,124,True,128,112,da5b23e597f14fda5822f3e6bdf7c7578a45b28e4292f57fc5e7fd238e602b06,b0c763aadef99fbd433bacd3a01551402b7a58a166c7ed4413a1c1886eeb5e1f,True,,True,episodes-coding-0-control-7101/resident/0/0,,destination,True,300.0,True,31548,1,1,,True,0,0,,,True,31424,reported,5.328448019,5.329132579,5.33687818,5.339393322,5.472881071,5.472881071,5.478351441,0.14443305200000012,0.1334877489999995,a6aae463e1cc43a88cae6fb1e2842a0031e95c66e8400b350ffd4a1bd13e70f1,112,31436,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,resident,1,0,service,destination,7101-coding-0-resident-1,cmpl-876c5022525e6924,200,True,6910,6910,1323,77,77,5584,1326,True,19,1323,717d172cf0c95539a40bf4eb34d795fd0e598a07eedb4145104e338d1b0969e7,167fd648ac6a2a4d5a2de8fb402a245179a28936e514cda1b1716e04b12b1779,True,0.02884326694736842,True,episodes-coding-0-control-7101/resident/1/0,,destination,True,300.0,True,6910,77,77,,True,76,1,0.0227410055,0.066604776,True,5584,reported,10.182293847,10.182916784,10.185448914,10.186100078,10.443458582,12.63554687,12.635676734,0.2611647349999995,0.25735850399999904,eaf1b8d173a3dc86a6a2943ec05f4c288052f53a8949d48bea4143cb17a92416,1323,5587,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,resident,4,0,service,destination,7101-coding-0-resident-4,cmpl-9cb699bae58a7fd6,200,True,6910,6910,1323,77,77,5584,1326,True,19,1323,978fbac6aabc930fdd9c47f63a74b4286ea37a9c7012f291ff221b29addbcd8a,07d26528b7cf856a97dfee18a56f3524b26588f0a1b491744babf4745d9c09cb,True,0.02791304644736842,True,episodes-coding-0-control-7101/resident/4/0,,destination,True,300.0,True,6910,77,77,,True,76,21,0.0230246245,0.066581231,True,5584,reported,10.284157545,10.284384313,10.286588636,10.28724004,10.549232544,12.670624074,12.670848947,0.2650749990000012,0.2619925040000002,05f0789611a0b5c76a2381162ca23708f0f371ba9220e64b4616c6ad24f8d00c,1323,5587,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,resident,3,0,service,destination,7101-coding-0-resident-3,cmpl-9c62feb1a9ac146a,200,True,3635,3635,50,13,13,3584,51,True,11,50,5aaf6591d180385e7c6c2e25769eddc56b71bd4d7819eb21664b077e4e3cd319,6502437cc894f4222efa59424b5afd5fdc2bda7ff82f0ff870c2fc00d899529f,True,0.026614268083333333,True,episodes-coding-0-control-7101/resident/3/0,,destination,True,300.0,True,3635,13,13,,True,12,0,0.0223602,0.051418902,True,3584,reported,11.638537683,11.639392532,11.640774921,11.641179582,11.811311657,12.130682874,12.130848285,0.17277397400000005,0.17013207499999972,70387acb5136508c51e7f69d4cdbec25ebaa09d56621c70f29f832e0f5acbbd9,50,3585,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,resident,5,0,service,destination,7101-coding-0-resident-5,cmpl-91f2c1b42fe910f9,200,True,19507,19507,44,27,27,19456,51,True,43,44,3abd00611c1cf6388004b2ccf1b969b34276fac42c9456782bcc89df2c239b9f,998532e0550538acbcbb8ca9f468bcc1694edc59997d56c8d974a148eaa37b96,True,0.02555489326923077,True,episodes-coding-0-control-7101/resident/5/0,,destination,True,300.0,True,19507,27,27,,True,26,6,0.0266180635,0.086968113,True,19456,reported,12.327474283,12.328658266,12.333258072,12.334818024,12.631605702,13.296032927,13.296233043,0.30413141899999907,0.2967876779999994,16a6cafa55fb64ed176abfc15cac59192f17d3984c99a1441ef9c5a384c22fb1,44,19463,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,resident,7,0,service,destination,7101-coding-0-resident-7,cmpl-af873f30c9d25c5d,200,True,19507,19507,44,27,27,19456,51,True,43,44,8f918d4daa60c19c0c9e5f1035dde4830178f374e04f2fe122ff0d1f22b7ad70,f0f6d1f1af21a67ad340bf043924e0272b3d7d4ab839b318238bf61bbee87ced,True,0.026181532692307694,True,episodes-coding-0-control-7101/resident/7/0,,destination,True,300.0,True,19507,27,27,,True,26,1,0.022660073500000003,0.08202997,True,19456,reported,12.385091244,12.385599157,12.390405391,12.391992875,12.636700598,13.317420448,13.317618581,0.2516093539999993,0.24470772299999943,f31da1ba141a31f50553143df9e64d2c69db1046f92cdd4c313b45d14918aa3a,44,19463,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,incoming,5,0,service,source,7101-coding-0-incoming-5,cmpl-a270f6e819e574f3,200,True,19507,19507,44,27,27,19456,51,True,43,44,f60802a4e070daeda8be97838bb116af391ae96225d6bc6332cc5c650fba3aef,6a71e12114678c089e2066d9982cc24499e6279d7eb7b0fb4ccfa9720c080e3b,True,0.033712795307692306,False,episodes-coding-0-control-7101/incoming/5/0,,source,True,300.0,True,19507,27,27,,True,26,0,0.034177383,0.035716865,True,19456,reported,13.67153571,13.673557024,13.678134458,13.679489545,13.814005933,14.690538611,14.690775385,0.14247022300000012,0.13451638800000154,b370e8757aadca9d4825e2ec686b0c428dfd23b482c69e1862ccfe4d133d50c5,44,19463,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,resident,6,0,service,destination,7101-coding-0-resident-6,cmpl-b6ccc4123058bf0c,200,True,9391,9391,140,10,10,9248,143,True,8,140,a7bcc57989357c2719b9c3a1e13211145fc29f4e5037e13a18f58cebaf220cfc,cba6a66fb783bde7864e2530c5fc51de86dc9747b788892530f4d7f90bc1e95b,True,0.031184577222222218,True,episodes-coding-0-control-7101/resident/6/0,,destination,True,300.0,True,9391,10,10,,True,9,2,0.024047372,0.090906096,True,9248,reported,14.061443861,14.062169273,14.064898162,14.065679851,14.226765311,14.507426506,14.507607206,0.16532144999999865,0.1610854599999989,9504861f3292b875709c9d4e3eb6a014a01fc8529041d9513a463a3e3e02dd43,140,9251,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,5,,control_baseline_materialization,destination,7101-coding-0-incoming-5,cmpl-9567f4ceff7af9fd,200,True,19534,19534,,1,1,19456,78,,,,b370e8757aadca9d4825e2ec686b0c428dfd23b482c69e1862ccfe4d133d50c5,,True,,True,cmpl-9567f4ceff7af9fd,,destination,True,300.0,True,19534,1,,,,,,,,True,19456,reported,14.695774883,,14.695774883,14.697340365,14.845050905,14.845050905,14.848661472,0.14927602200000045,0.14771054000000028,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,resident,2,0,service,destination,7101-coding-0-resident-2,cmpl-9ea4e0b973395085,200,True,31348,31348,102,341,341,31232,116,True,51,102,8e3ea7d380824675b7d9ef6755b100cfc86674bc73c2d9fde3e091b643d9dce4,7b01482a08a1bf5ef7ea2c65e3f4d848a6761140144a537c020f3d1c86e9cb71,True,0.02871693843529412,True,episodes-coding-0-control-7101/resident/2/0,,destination,True,300.0,True,31348,341,341,,True,340,34,0.0273885655,0.10119789,True,31232,reported,14.774575839,14.775522002,14.782905621,14.785350136,14.960840924,24.724599992,24.724787334,0.18626508499999872,0.1754907879999994,86b58c4ecb22d34f06b2ea3122733d26f427e95ea1cd9fb5faefd2752415847d,102,31246,True
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,migration,2,,control_baseline_materialization,destination,7101-coding-0-incoming-2,cmpl-94057f6a00a073ba,200,True,31689,31689,,1,1,31232,457,,,,80b144cae5ef5b69f67ac0edfa6ac4ec6d9d89a86b48bcea10e0e5c6227ac78b,,True,,True,cmpl-94057f6a00a073ba,,destination,True,300.0,True,31689,1,,,,,,,,True,31232,reported,14.975706216,,14.975706216,14.978229599,15.240633315,15.240633315,15.246084492,0.26492709899999944,0.2624037159999997,,,,
episodes-coding-0-control-7101,coding,control,7101,0.4426002548363285,incoming,1,0,service,source,7101-coding-0-incoming-1,cmpl-a75fcc89e46be92c,200,True,6910,6910,1323,77,77,5584,1326,True,19,1323,26a521a81efb06da9b0a96836d44b0e470515ed12e301adffca21a5b2f4c7bc6,e2615c071f28fa2e1e394250c3fd9362df0be7f115428df9680311f019ba9387,True,0.03508365336842106,False,episodes-coding-0-control-7101/incoming/1/0,,source,True,300.0,True,6910,77,77,,True,76,0,0.035028479,0.040731388,True,5584,reported,18.79316876,18.793776384,18.795661227,18.796285039,18.984890202,21.651247858,21.651419922,0.19172144199999863,0.1886051629999983,c709804fb0a2627986d3dfdb3cb2f468b3e69be69048215c49f0dcd5bc1f8849,1323,5587,True
