scenario_id,pack,destination_load,width,destination_id,destination,method,path,context_tokens,predicted_s,observed_s,timing_ratio
1ac0b7cc93b3bbbf,16x24k,0/0,13,germany,southcentralus,replay,southcentralus:replay,24576,6.541414887998049,60.147683655,9.19490426533819
1ac0b7cc93b3bbbf,16x24k,0/0,13,germany,southcentralus,replay,southcentralus:replay,24576,13.082510849440297,59.694649255,4.56293519967185
1ac0b7cc93b3bbbf,16x24k,0/0,13,germany,southcentralus,replay,southcentralus:replay,24576,19.62360681088255,60.348021517,3.075276736768551
1ac0b7cc93b3bbbf,16x24k,0/0,13,east,australiaeast,replay,australiaeast:replay,24576,6.5420492456871635,55.576640739,8.495295380975437
1ac0b7cc93b3bbbf,16x24k,0/0,13,east,australiaeast,replay,australiaeast:replay,24576,13.08314520712941,55.465320987,4.239448550702871
1ac0b7cc93b3bbbf,16x24k,0/0,13,east,australiaeast,replay,australiaeast:replay,24576,19.62424116857166,55.186731952,2.8121715116496775
ae101d9ba946349c,8x16k,0.5/0.9,4,east,australiaeast,replay,australiaeast:replay,16384,3.902850796485403,27.122938773,6.949519770887671
ae101d9ba946349c,8x16k,0.5/0.9,4,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,2.691569915,0.9922936446430034
ae101d9ba946349c,8x16k,0.5/0.9,4,east,australiaeast,replay,australiaeast:replay,16384,7.80500825580753,27.288656474,3.4963007827307715
ae101d9ba946349c,8x16k,0.5/0.9,4,east,australiaeast,replay,australiaeast:replay,16384,11.707165715129657,27.178303951,2.32151014279027
e794a3c77e0dc49e,16x16k,0.95/0.95,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,4.261713468,1.57115413053868
e794a3c77e0dc49e,16x16k,0.95/0.95,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,5.590994088,1.0306411231897363
e794a3c77e0dc49e,16x16k,0.95/0.95,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,3.037946182,0.3733463238856758
e794a3c77e0dc49e,16x16k,0.95/0.95,5,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,17.966651097,4.603673017876385
e794a3c77e0dc49e,16x16k,0.95/0.95,5,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,17.888118258,2.2919278056264907
e73e80b2c5565a2e,16x31k,0.5/0.5,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,8.944559535,2.2885592518782407
e73e80b2c5565a2e,16x31k,0.5/0.5,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,6.794551155,0.8692478305841923
e73e80b2c5565a2e,16x31k,0.5/0.5,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,11.724793541532021,13.070864548,1.114805518894629
e73e80b2c5565a2e,16x31k,0.5/0.5,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,15.633000241042696,15.366777256,0.9829704483504225
e73e80b2c5565a2e,16x31k,0.5/0.5,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,19.541206940553373,11.571782901,0.5921733972831213
e73e80b2c5565a2e,16x31k,0.5/0.5,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,23.449413640064048,17.230077546,0.7347764771636712
e73e80b2c5565a2e,16x31k,0.5/0.5,8,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,9.600431912619333,19.467900684,2.0278150880285213
e73e80b2c5565a2e,16x31k,0.5/0.5,8,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,19.20069038223867,27.367429372,1.425335695080832
a9a138bac65bbeda,16x16k,0/0,9,germany,southcentralus,replay,southcentralus:replay,16384,3.9024521386186266,43.027794995,11.025835414917042
a9a138bac65bbeda,16x16k,0/0,9,east,australiaeast,replay,australiaeast:replay,16384,3.9030240945398282,34.977234871,8.961572878817666
a9a138bac65bbeda,16x16k,0/0,9,germany,southcentralus,replay,southcentralus:replay,16384,7.804609597940754,42.895469949,5.496171129471739
a9a138bac65bbeda,16x16k,0/0,9,east,australiaeast,replay,australiaeast:replay,16384,7.805181553861956,34.729144058,4.449498556611568
a9a138bac65bbeda,16x16k,0/0,9,germany,southcentralus,replay,southcentralus:replay,16384,11.70676705726288,43.176661012,3.6881797340635725
a9a138bac65bbeda,16x16k,0/0,9,east,australiaeast,replay,australiaeast:replay,16384,11.70733901318408,34.909776627,2.9818711654020413
a9a138bac65bbeda,16x16k,0/0,9,germany,southcentralus,replay,southcentralus:replay,16384,15.608924516585008,43.253200343,2.7710557698605065
a9a138bac65bbeda,16x16k,0/0,9,east,australiaeast,replay,australiaeast:replay,16384,15.609496472506207,34.831580708,2.231435252850764
a9a138bac65bbeda,16x16k,0/0,9,germany,southcentralus,replay,southcentralus:replay,16384,19.511081975907135,43.312295171,2.2198817689599846
e1a3353ce27dbe87,8x16k,0.95/0.95,2,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.068901204,1.1314033285167187
e1a3353ce27dbe87,8x16k,0.95/0.95,2,east,australiaeast,kv_transfer,australiaeast:kv_transfer,16384,5.674191191558028,8.538749693,1.504839968329551
b74957da9be468c8,16x31k,0/0,13,east,australiaeast,replay,australiaeast:replay,31488,9.451430062079387,29.841343913,3.157336373119675
b74957da9be468c8,16x31k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,8.94162546,2.287808538054862
b74957da9be468c8,16x31k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,12.635516493,1.6165004941891608
b74957da9be468c8,16x31k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,11.724793541532021,6.560175739,0.5595131134516177
b74957da9be468c8,16x31k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,15.633000241042696,11.226742608,0.7181438261943758
b74957da9be468c8,16x31k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,19.541206940553373,14.258071986,0.7296413179275321
b74957da9be468c8,16x31k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,23.449413640064048,16.591946246,0.7075633745336876
b74957da9be468c8,16x31k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,27.357620339574723,23.115384725,0.8449340417069086
43544237e1cdc97f,16x31k,0.5/0.5,4,east,australiaeast,replay,australiaeast:replay,31488,9.451763119277736,59.321800313,6.276268201432996
43544237e1cdc97f,16x31k,0.5/0.5,4,east,australiaeast,replay,australiaeast:replay,31488,18.902686681158777,59.752740057,3.161071283933328
43544237e1cdc97f,16x31k,0.5/0.5,4,germany,southcentralus,replay,southcentralus:replay,31488,9.451190205283973,59.914336903,6.3393430458634805
43544237e1cdc97f,16x31k,0.5/0.5,4,germany,southcentralus,replay,southcentralus:replay,31488,18.902113767165012,60.339731398,3.192221364301412
0b8dee76ccc0b8e0,8x16k,0.85/0.5,5,germany,southcentralus,replay,southcentralus:replay,16384,3.9024036441000267,26.612925965,6.819624106603016
0b8dee76ccc0b8e0,8x16k,0.85/0.5,5,germany,southcentralus,replay,southcentralus:replay,16384,7.804561103422154,26.509571355,3.396676764229067
0b8dee76ccc0b8e0,8x16k,0.85/0.5,5,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,18.078080487,4.6322250542782655
0b8dee76ccc0b8e0,8x16k,0.85/0.5,5,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,18.15355117,2.3259365852402514
0b8dee76ccc0b8e0,8x16k,0.85/0.5,5,germany,southcentralus,replay,southcentralus:replay,16384,11.70671856274428,26.654701991,2.2768721950680963
17418df5dbbb4c87,16x31k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,5.359499608,1.3712841158171356
17418df5dbbb4c87,16x31k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,7.379482697,0.9440799221123584
17418df5dbbb4c87,16x31k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,11.724793541532021,9.420995905,0.8035106009865829
17418df5dbbb4c87,16x31k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,15.633000241042696,11.629787738,0.743925513892547
17418df5dbbb4c87,16x31k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,19.541206940553373,13.730861033,0.7026618711306256
17418df5dbbb4c87,16x31k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,23.449413640064048,15.734528447,0.6709988014419718
82f199e046d35f2f,16x31k,0/0,1,east,australiaeast,replay,australiaeast:replay,31488,9.451430062079387,29.969051884,3.170848399359216
44b130edc1301d75,16x16k,0.9/0.9,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.221214397,1.1875562125889063
44b130edc1301d75,16x16k,0.9/0.9,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.427890926,0.8162352536070651
44b130edc1301d75,16x16k,0.9/0.9,6,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,18.598573865,4.7655933323922675
44b130edc1301d75,16x16k,0.9/0.9,6,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,18.641866758,2.388502365380794
44b130edc1301d75,16x16k,0.9/0.9,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,6.215061794,0.7637957799451937
44b130edc1301d75,16x16k,0.9/0.9,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849372460420588,6.882053634,0.6343273455774796
430c7915f7bc1ee0,16x31k,0.95/0.95,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,5.154624564,1.318864689730196
430c7915f7bc1ee0,16x31k,0.95/0.95,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,7.009386003,0.8967323135614766
430c7915f7bc1ee0,16x31k,0.95/0.95,3,east,australiaeast,replay,australiaeast:replay,31488,9.451430062079387,30.286917483,3.2044798812526625
a5d3d72a55807fb9,16x31k,0.85/0.85,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,8.373699182,2.142498650763506
a5d3d72a55807fb9,16x31k,0.85/0.85,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,10.539701962,1.3483764941162557
a5d3d72a55807fb9,16x31k,0.85/0.85,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,11.724793541532021,5.680251635,0.48446496007620016
a5d3d72a55807fb9,16x31k,0.85/0.85,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,15.633000241042696,12.15041085,0.7772283414990587
a5d3d72a55807fb9,16x31k,0.85/0.85,6,east,australiaeast,replay,australiaeast:replay,31488,9.451763119277736,59.278452726,6.271682010851094
a5d3d72a55807fb9,16x31k,0.85/0.85,6,east,australiaeast,replay,australiaeast:replay,31488,18.902686681158777,59.530006073,3.1492880920645234
b4a514bebccae6b4,16x16k,0.85/0.85,4,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.327275686,1.2266575349921718
b4a514bebccae6b4,16x16k,0.85/0.85,4,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.473151942,0.8245786472205675
b4a514bebccae6b4,16x16k,0.85/0.85,4,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,6.107603266,0.750589737442968
b4a514bebccae6b4,16x16k,0.85/0.85,4,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849372460420588,6.658444343,0.6137170022773721
f76b9cf055fa17cc,16x8k,0.85/0.85,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,2.063845701677574,2.036399084,0.9867012259418114
f76b9cf055fa17cc,16x8k,0.85/0.85,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,4.127517960355148,3.428486441,0.83064119258369
f76b9cf055fa17cc,16x8k,0.85/0.85,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,6.191190219032722,2.71683919,0.43882340775897916
ae9f4a5d3d8931d9,16x31k,0.85/0.85,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,4.954644028,1.2676975747853494
ae9f4a5d3d8931d9,16x31k,0.85/0.85,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,7.281917201,0.9315980680791509
ae9f4a5d3d8931d9,16x31k,0.85/0.85,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,11.724793541532021,8.801660577,0.7506878944880705
46da44e6e41e0938,16x16k,0.9/0.9,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,6.440329633,2.3743385332912323
46da44e6e41e0938,16x16k,0.9/0.9,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,8.002625514,1.4752000839918973
46da44e6e41e0938,16x16k,0.9/0.9,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,4.02815746,0.4950376634827631
46da44e6e41e0938,16x16k,0.9/0.9,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849372460420588,5.569693175,0.5133654684009332
46da44e6e41e0938,16x16k,0.9/0.9,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,13.561672214775735,8.446058419,0.6227888629986085
46da44e6e41e0938,16x16k,0.9/0.9,8,east,australiaeast,replay,australiaeast:replay,16384,3.902850796485403,26.747090999,6.853218940136349
46da44e6e41e0938,16x16k,0.9/0.9,8,east,australiaeast,replay,australiaeast:replay,16384,7.80500825580753,26.570410097,3.4042770008897247
46da44e6e41e0938,16x16k,0.9/0.9,8,east,australiaeast,replay,australiaeast:replay,16384,11.707165715129657,26.788467185,2.288211155188497
7e6896d9f4a63e69,8x16k,0.5/0.95,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.712473197355148,3.40570488,1.255571809270153
7e6896d9f4a63e69,8x16k,0.5/0.95,6,east,australiaeast,replay,australiaeast:replay,16384,3.9031973925942536,44.046584986,11.284744417377393
7e6896d9f4a63e69,8x16k,0.5/0.95,6,east,australiaeast,replay,australiaeast:replay,16384,7.805354851916381,44.197643599,5.662477163116875
7e6896d9f4a63e69,8x16k,0.5/0.95,6,east,australiaeast,replay,australiaeast:replay,16384,11.707512311238508,44.403651181,3.7927486216158117
7e6896d9f4a63e69,8x16k,0.5/0.95,6,east,australiaeast,replay,australiaeast:replay,16384,15.609669770560634,44.580740722,2.855969496938233
7e6896d9f4a63e69,8x16k,0.5/0.95,6,east,australiaeast,replay,australiaeast:replay,16384,19.511827229882762,44.502780533,2.2808105057861052
7cbf8f0e2c1bcf45,16x24k,0.85/0.85,2,east,australiaeast,replay,australiaeast:replay,24576,6.541789298605526,38.30469966,5.85538572270513
7cbf8f0e2c1bcf45,16x24k,0.85/0.85,2,east,australiaeast,replay,australiaeast:replay,24576,13.082885260047773,38.304354975,2.9278216703446143
0e36a25ff61a73a6,4x16k,0/0,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.221273487,1.1875779971359601
0e36a25ff61a73a6,4x16k,0/0,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.85989241,0.8958701964600744
0e36a25ff61a73a6,4x16k,0/0,3,east,australiaeast,replay,australiaeast:replay,16384,3.902504200376552,9.400183845,2.40875688079797
c3f5773437395929,4x16k,0.9/0.9,1,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.060771682,1.1284062401001669
b6d60cc1b0d07824,8x16k,0.85/0.5,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.21457592,1.185108823613239
b6d60cc1b0d07824,8x16k,0.85/0.5,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.315291906,0.7954788051801313
b6d60cc1b0d07824,8x16k,0.85/0.5,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,5.427263487,0.6669798443553876
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,2.063845701677574,2.319758239,1.1239979021272812
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,4.127517960355148,3.841508389,0.9307066440165074
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,6.191190219032722,8.178808417,1.3210397561129712
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,8.254862477710295,3.050729004,0.3695675139637457
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,10.31853473638787,4.840949322,0.46915084802967233
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,12.382206995065443,4.138020592,0.33419087515247353
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,14.445879253743017,5.51310036,0.3816382695135377
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,16.509551512420593,8.545628949,0.5176172679536986
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,18.573223771098167,5.573129327,0.3000625737182125
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,20.63689602977574,5.990155033,0.29026434132134815
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,22.700568288453315,7.530337152,0.33172460954778477
a34d7b5ce34feea5,16x8k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,24.76424054713089,6.816590923,0.27525943749523746
6a64d8b382616be3,8x16k,0.5/0.5,7,east,australiaeast,replay,australiaeast:replay,16384,3.902850796485403,26.527377228,6.796923226449867
6a64d8b382616be3,8x16k,0.5/0.5,7,germany,southcentralus,replay,southcentralus:replay,16384,3.9024278913593267,35.228063266,9.027216965110677
6a64d8b382616be3,8x16k,0.5/0.5,7,east,australiaeast,replay,australiaeast:replay,16384,7.80500825580753,26.624285487,3.4111796700777957
6a64d8b382616be3,8x16k,0.5/0.5,7,germany,southcentralus,replay,southcentralus:replay,16384,7.804585350681454,35.35628027,4.530193300648943
6a64d8b382616be3,8x16k,0.5/0.5,7,germany,southcentralus,replay,southcentralus:replay,16384,11.70674281000358,35.53020828,3.035020830015922
6a64d8b382616be3,8x16k,0.5/0.5,7,germany,southcentralus,replay,southcentralus:replay,16384,15.608900269325707,35.457015259,2.2715895833276227
6a64d8b382616be3,8x16k,0.5/0.5,7,east,australiaeast,replay,australiaeast:replay,16384,11.707165715129657,26.66569736,2.2777244303921327
1fc7aef55720e2f4,4x16k,0.85/0.85,1,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,2.822747246,1.0406544288630677
2e93609a0f32dcf0,16x24k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,3.3611006930327214,4.900927443,1.4581316927395866
2e93609a0f32dcf0,16x24k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,6.722027943065443,6.949596761,1.0338541910063495
2e93609a0f32dcf0,16x24k,0/0,13,east,australiaeast,replay,australiaeast:replay,24576,6.5420492456871635,55.363265025,8.462679344931276
2e93609a0f32dcf0,16x24k,0/0,13,east,australiaeast,replay,australiaeast:replay,24576,13.08314520712941,55.469614754,4.239776741434689
2e93609a0f32dcf0,16x24k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,10.082955193098163,8.75644283,0.8684401212051236
2e93609a0f32dcf0,16x24k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,13.443882443130883,11.700737965,0.8703392055453789
2e93609a0f32dcf0,16x24k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,16.804809693163605,10.674085308,0.6351803741248164
2e93609a0f32dcf0,16x24k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,20.16573694319633,14.764672707,0.7321662852485745
2e93609a0f32dcf0,16x24k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,23.526664193229053,13.134665974,0.5582884962407948
2e93609a0f32dcf0,16x24k,0/0,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,26.887591443261776,18.813200883,0.6996982575661207
2e93609a0f32dcf0,16x24k,0/0,13,east,australiaeast,replay,australiaeast:replay,24576,19.62424116857166,55.512112217,2.8287520388764373
4f355644880cc815,8x16k,0.5/0.85,5,east,australiaeast,replay,australiaeast:replay,16384,3.902850796485403,26.623933624,6.821663192447787
4f355644880cc815,8x16k,0.5/0.85,5,east,australiaeast,replay,australiaeast:replay,16384,7.80500825580753,26.791931598,3.4326589697153405
4f355644880cc815,8x16k,0.5/0.85,5,germany,southcentralus,replay,southcentralus:replay,16384,3.9023793968407268,18.405814042,4.71656191525122
4f355644880cc815,8x16k,0.5/0.85,5,germany,southcentralus,replay,southcentralus:replay,16384,7.804536856162854,18.477957658,2.367591824927943
4f355644880cc815,8x16k,0.5/0.85,5,east,australiaeast,replay,australiaeast:replay,16384,11.707165715129657,26.680325362,2.278973921717014
0e0b2e304100e262,16x24k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,3.361100693032721,12.726625403,3.7864457406412204
0e0b2e304100e262,16x24k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,6.722027943065443,8.164226432,1.2145481246358627
0e0b2e304100e262,16x24k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,10.082955193098163,4.380790432,0.43447484870295516
0e0b2e304100e262,16x24k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,13.443882443130883,6.290343745,0.46789636636655024
0e0b2e304100e262,16x24k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,16.804809693163605,11.357349015,0.6758391926104527
0e0b2e304100e262,16x24k,0/0,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,20.16573694319633,10.183724721,0.5050013669069439
420a99578a65d910,16x8k,0.5/0.5,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,2.063845701677574,2.257755095,1.0939553732940446
420a99578a65d910,16x8k,0.5/0.5,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,4.127517960355148,2.820640175,0.6833744158335051
420a99578a65d910,16x8k,0.5/0.5,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,6.191190219032722,3.772756755,0.6093750347714942
420a99578a65d910,16x8k,0.5/0.5,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,8.254862477710295,4.205582414,0.5094672897768892
420a99578a65d910,16x8k,0.5/0.5,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,8192,10.31853473638787,4.404142793,0.4268186235269413
2bc75dea2566d498,16x16k,0.85/0.85,9,east,australiaeast,replay,australiaeast:replay,16384,3.902850796485403,27.154977416,6.957728806966849
2bc75dea2566d498,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.542866136,1.3061386705883562
2bc75dea2566d498,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.615592299,0.8508360331550502
2bc75dea2566d498,16x16k,0.85/0.85,9,east,australiaeast,replay,australiaeast:replay,16384,7.80500825580753,27.232275903,3.4890771425817624
2bc75dea2566d498,16x16k,0.85/0.85,9,east,australiaeast,replay,australiaeast:replay,16384,11.707165715129657,27.055241969,2.310998462594186
2bc75dea2566d498,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,6.941134095,0.8530259401302905
2bc75dea2566d498,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849372460420588,7.851456155,0.723678367909551
2bc75dea2566d498,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,13.561672214775735,6.207444319,0.4577196838776899
2bc75dea2566d498,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,16.273971969130884,8.896153084,0.5466491585996692
a46cbd6c72959d26,8x16k,0.95/0.95,2,east,australiaeast,replay,australiaeast:replay,16384,3.902504200376552,9.470499797,2.4267750425704073
