scenario_id,destination_id,destination,load_cell,nominal_load,achieved_load
7e6896d9f4a63e69,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
7e6896d9f4a63e69,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
7cbf8f0e2c1bcf45,east,australiaeast,australiaeast:0.85,0.85,0.40678094357073147
7cbf8f0e2c1bcf45,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
c3f5773437395929,east,australiaeast,australiaeast:0.9,0.9,0.4406793555349591
c3f5773437395929,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
b6d60cc1b0d07824,east,australiaeast,australiaeast:0.85,0.85,0.542374591427642
b6d60cc1b0d07824,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
6a64d8b382616be3,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
6a64d8b382616be3,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
1fc7aef55720e2f4,east,australiaeast,australiaeast:0.85,0.85,0.40678094357073147
1fc7aef55720e2f4,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
4f355644880cc815,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
4f355644880cc815,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
420a99578a65d910,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
420a99578a65d910,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
2bc75dea2566d498,east,australiaeast,australiaeast:0.85,0.85,0.40678094357073147
2bc75dea2566d498,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
a46cbd6c72959d26,east,australiaeast,australiaeast:0.95,0.95,0.4745777674991868
a46cbd6c72959d26,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
6c920754c0f3ba7a,east,australiaeast,australiaeast:0.95,0.95,0.4406793555349591
6c920754c0f3ba7a,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
ae590f4e1539ac45,east,australiaeast,australiaeast:0.9,0.9,0.5084761794634144
ae590f4e1539ac45,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
56f53c1567a02a8e,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
56f53c1567a02a8e,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
1165b88645d876f6,east,australiaeast,australiaeast:0.9,0.9,0.37288253160650386
1165b88645d876f6,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
a8ed6ab7f65edd27,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
a8ed6ab7f65edd27,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
4d7094f4be03f6a2,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
4d7094f4be03f6a2,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
0425175b0afea7e8,east,australiaeast,australiaeast:0.95,0.95,0.37288253160650386
0425175b0afea7e8,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
2d1c5ec97dd52667,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
cf2212ae66599cc3,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
cf2212ae66599cc3,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
565fb0641f8dee2c,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
565fb0641f8dee2c,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
b7758baad1d5a5a1,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
b7758baad1d5a5a1,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
b5982e8ddad90d56,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
b5982e8ddad90d56,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
abd48964645fbd19,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
abd48964645fbd19,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
6332443d502db05d,east,australiaeast,australiaeast:0.9,0.9,0.4406793555349591
6332443d502db05d,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
85ce6cb5762f3053,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
85ce6cb5762f3053,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
7f42d82394342942,east,australiaeast,australiaeast:0.9,0.9,0.5084761794634144
7f42d82394342942,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
ed2c556866c6ba81,east,australiaeast,australiaeast:0.5,0.5,0.37288253160650386
ed2c556866c6ba81,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
d645ba34b0af37bc,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
d645ba34b0af37bc,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
e3142edf506e1610,east,australiaeast,australiaeast:0.9,0.9,0.40678094357073147
e3142edf506e1610,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
94bde8c34e27bcc7,east,australiaeast,australiaeast:0.95,0.95,0.4745777674991868
94bde8c34e27bcc7,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
919efb8b9fdc3fc0,east,australiaeast,australiaeast:0.85,0.85,0.5084761794634144
919efb8b9fdc3fc0,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
8edafd977460138c,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
8edafd977460138c,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
b720c635d9ff1877,east,australiaeast,australiaeast:0.9,0.9,0.5084761794634144
b720c635d9ff1877,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
1888f2557e46f079,east,australiaeast,australiaeast:0.85,0.85,0.33898411964227626
1888f2557e46f079,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
e88c38f920441677,east,australiaeast,australiaeast:0.9,0.9,0.4406793555349591
e88c38f920441677,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
cd4179d3b940cba9,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
cd4179d3b940cba9,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
b4786a2a94cbf143,east,australiaeast,australiaeast:0.9,0.9,0.271187295713821
b4786a2a94cbf143,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
5e6d48db136a0152,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
5e6d48db136a0152,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
0a75f6ceb7a4960f,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
0a75f6ceb7a4960f,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
3974f4cbbd6da661,east,australiaeast,australiaeast:0.85,0.85,0.271187295713821
3974f4cbbd6da661,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
57a5b4d5ed6b7c30,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
57a5b4d5ed6b7c30,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
8694705a77eb88b3,east,australiaeast,australiaeast:0.95,0.95,0.4406793555349591
8694705a77eb88b3,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
a2606ac8e187b041,east,australiaeast,australiaeast:0.95,0.95,0.37288253160650386
a2606ac8e187b041,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
6d9326a75cef1d75,east,australiaeast,australiaeast:0.5,0.5,0.30508570767804866
6d9326a75cef1d75,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
fcd2d5db333ebdc8,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
fcd2d5db333ebdc8,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
3d6cfb0fbd784cb3,east,australiaeast,australiaeast:0.95,0.95,0.5084761794634144
3d6cfb0fbd784cb3,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
009a499c2eee2f92,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
009a499c2eee2f92,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
c8197de6598300f0,east,australiaeast,australiaeast:0.9,0.9,0.4745777674991868
c8197de6598300f0,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
bb0008cce8cad471,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
bb0008cce8cad471,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
88663828725de5d9,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
88663828725de5d9,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
95267a00fe43a592,east,australiaeast,australiaeast:0.9,0.9,0.40678094357073147
95267a00fe43a592,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
073327e8d946f15c,east,australiaeast,australiaeast:0.85,0.85,0.33898411964227626
073327e8d946f15c,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
a3dc748a869c71d7,east,australiaeast,australiaeast:0.9,0.9,0.33898411964227626
a3dc748a869c71d7,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
aac787fa449f15dc,east,australiaeast,australiaeast:0.5,0.5,0.37288253160650386
aac787fa449f15dc,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
b30a935c1d320f27,east,australiaeast,australiaeast:0.9,0.9,0.4406793555349591
b30a935c1d320f27,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
9729c10cfcef0960,east,australiaeast,australiaeast:0.9,0.9,0.37288253160650386
9729c10cfcef0960,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
47d016c3cfe2e7a3,east,australiaeast,australiaeast:0.85,0.85,0.5084761794634144
47d016c3cfe2e7a3,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
d18552aebaa9931f,east,australiaeast,australiaeast:0.85,0.85,0.542374591427642
d18552aebaa9931f,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
b42371d0683ef0f0,east,australiaeast,australiaeast:0.5,0.5,0.4745777674991868
b42371d0683ef0f0,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
a1d7519d4e630654,east,australiaeast,australiaeast:0.9,0.9,0.37288253160650386
a1d7519d4e630654,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
563f8271c7c66625,east,australiaeast,australiaeast:0.5,0.5,0.37288253160650386
563f8271c7c66625,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
5754d926ba679f3f,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
5754d926ba679f3f,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
785d630b42cc2a49,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
785d630b42cc2a49,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
f3792f522f614ae4,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
f3792f522f614ae4,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
de731ee4d06f41e8,east,australiaeast,australiaeast:0.9,0.9,0.30508570767804866
de731ee4d06f41e8,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
a26c43d352f38a12,east,australiaeast,australiaeast:0.9,0.9,0.33898411964227626
a26c43d352f38a12,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
0a85ce152bec0be4,east,australiaeast,australiaeast:0.95,0.95,0.33898411964227626
0a85ce152bec0be4,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
d75f45665d9f297a,east,australiaeast,australiaeast:0.9,0.9,0.271187295713821
d75f45665d9f297a,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
5a439015d271e271,east,australiaeast,australiaeast:0.95,0.95,0.542374591427642
5a439015d271e271,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
8af4f350db1b6419,east,australiaeast,australiaeast:0.85,0.85,0.40678094357073147
8af4f350db1b6419,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
df97db9697a985d0,east,australiaeast,australiaeast:0.85,0.85,0.4745777674991868
df97db9697a985d0,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
16d52a45834b1d34,east,australiaeast,australiaeast:0.9,0.9,0.542374591427642
16d52a45834b1d34,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
69e82590f5dea126,east,australiaeast,australiaeast:0.85,0.85,0.33898411964227626
69e82590f5dea126,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
c466699d395f1a30,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
c466699d395f1a30,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
2959c1bfca1f9af1,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
2959c1bfca1f9af1,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
406660d359138991,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
406660d359138991,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
b95887ebb9b86bf0,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
b95887ebb9b86bf0,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
1c5eadcbc7c5f42f,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
1c5eadcbc7c5f42f,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
6dc403ce26c2135a,east,australiaeast,australiaeast:0.95,0.95,0.542374591427642
6dc403ce26c2135a,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
e5b550cd7412e2c9,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
e5b550cd7412e2c9,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
3e138445e9bf71b9,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
3e138445e9bf71b9,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
3f3286be3a8fdc77,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
3f3286be3a8fdc77,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
06bed0e2474d5465,east,australiaeast,australiaeast:0.95,0.95,0.33898411964227626
06bed0e2474d5465,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
fed59915d8ab122c,east,australiaeast,australiaeast:0.95,0.95,0.271187295713821
fed59915d8ab122c,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
dcb8e78ae14c1467,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
dcb8e78ae14c1467,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
10a1efa2372a56ef,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
10a1efa2372a56ef,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
e9ba786ff8d4ab0a,east,australiaeast,australiaeast:0.9,0.9,0.271187295713821
e9ba786ff8d4ab0a,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
f3fa3e6f6a01b1b7,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
f3fa3e6f6a01b1b7,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
eb0cf7f493e9ebc3,east,australiaeast,australiaeast:0.85,0.85,0.4745777674991868
eb0cf7f493e9ebc3,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
aabfd597943272b6,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
aabfd597943272b6,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
c83f2a7be543cbdb,east,australiaeast,australiaeast:0.9,0.9,0.5084761794634144
c83f2a7be543cbdb,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
8a64b9662280a37e,east,australiaeast,australiaeast:0.9,0.9,0.30508570767804866
8a64b9662280a37e,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
1b6b8b72fd80fbf0,east,australiaeast,australiaeast:0.85,0.85,0.30508570767804866
1b6b8b72fd80fbf0,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
7311c0dee37f7fee,east,australiaeast,australiaeast:0.9,0.9,0.4745777674991868
7311c0dee37f7fee,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
4b198f4f03303236,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
4b198f4f03303236,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
81c37b5c65f67c0d,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
81c37b5c65f67c0d,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
965621d29845b5ac,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
965621d29845b5ac,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
a2a651c9cc4ea8f4,east,australiaeast,australiaeast:0.85,0.85,0.30508570767804866
a2a651c9cc4ea8f4,germany,southcentralus,southcentralus:0.85,0.85,0.4745777674991868
fd03d8d3c12eb78d,east,australiaeast,australiaeast:0.85,0.85,0.30508570767804866
fd03d8d3c12eb78d,germany,southcentralus,southcentralus:0.85,0.85,0.4745777674991868
6694894fa0bef357,east,australiaeast,australiaeast:0.95,0.95,0.542374591427642
6694894fa0bef357,germany,southcentralus,southcentralus:0.95,0.95,0.4745777674991868
152f9f98935cdf24,east,australiaeast,australiaeast:0.9,0.9,0.5084761794634144
152f9f98935cdf24,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
a9bee8f3ed80cae1,east,australiaeast,australiaeast:0.85,0.85,0.5084761794634144
a9bee8f3ed80cae1,germany,southcentralus,southcentralus:0.85,0.85,0.4745777674991868
8207c5de52022c9b,east,australiaeast,australiaeast:0.85,0.85,0.4745777674991868
8207c5de52022c9b,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
89172fa675f5924b,east,australiaeast,australiaeast:0.9,0.9,0.30508570767804866
89172fa675f5924b,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
b7bcb2bf2175c19d,east,australiaeast,australiaeast:0.85,0.85,0.37288253160650386
b7bcb2bf2175c19d,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
2c7aa09fb685bd7d,east,australiaeast,australiaeast:0.95,0.95,0.4745777674991868
2c7aa09fb685bd7d,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
8685e241db37ee7a,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
8685e241db37ee7a,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
5cab4b3fcd8a382c,east,australiaeast,australiaeast:0.95,0.95,0.33898411964227626
5cab4b3fcd8a382c,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
1646b28ecfd2358e,east,australiaeast,australiaeast:0.9,0.9,0.271187295713821
1646b28ecfd2358e,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
ad91bcbe8e0f2d8a,east,australiaeast,australiaeast:0.95,0.95,0.5084761794634144
ad91bcbe8e0f2d8a,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
7afa1606c75cdcae,east,australiaeast,australiaeast:0.95,0.95,0.37288253160650386
7afa1606c75cdcae,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
36c8e68f48a01e3d,east,australiaeast,australiaeast:0.85,0.85,0.30508570767804866
36c8e68f48a01e3d,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
710147ff713955b4,east,australiaeast,australiaeast:0.85,0.85,0.5084761794634144
710147ff713955b4,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
d61416518252a9f7,east,australiaeast,australiaeast:0.95,0.95,0.33898411964227626
d61416518252a9f7,germany,southcentralus,southcentralus:0.95,0.95,0.4745777674991868
009d5e03f0d618cf,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
009d5e03f0d618cf,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
8dd03bbfd0e23406,east,australiaeast,australiaeast:0.9,0.9,0.37288253160650386
8dd03bbfd0e23406,germany,southcentralus,southcentralus:0.9,0.9,0.4745777674991868
23734223bbae978c,east,australiaeast,australiaeast:0.9,0.9,0.33898411964227626
23734223bbae978c,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
1aa406fa865122ee,east,australiaeast,australiaeast:0.85,0.85,0.37288253160650386
1aa406fa865122ee,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
b807f0e54b659a8e,east,australiaeast,australiaeast:0.9,0.9,0.37288253160650386
b807f0e54b659a8e,germany,southcentralus,southcentralus:0.9,0.9,0.4745777674991868
5c108be69126478c,germany,southcentralus,southcentralus:0.9,0.9,0.4745777674991868
2671799ebeebabaf,east,australiaeast,australiaeast:0.5,0.5,0.4745777674991868
2671799ebeebabaf,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
675bf8ca7094921e,east,australiaeast,australiaeast:0.9,0.9,0.4745777674991868
675bf8ca7094921e,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
37793b881fd3348a,east,australiaeast,australiaeast:0.85,0.85,0.5084761794634144
37793b881fd3348a,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
95812192c03cd298,east,australiaeast,australiaeast:0.85,0.85,0.4745777674991868
95812192c03cd298,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
e52a36bebba24430,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
e52a36bebba24430,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
cb7bb7bd56fcc99b,east,australiaeast,australiaeast:0.95,0.95,0.4406793555349591
cb7bb7bd56fcc99b,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
08a031b5bc4994e3,east,australiaeast,australiaeast:0.9,0.9,0.4406793555349591
08a031b5bc4994e3,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
14778cc737d5eaac,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
14778cc737d5eaac,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
b472b4d45a7f5f25,east,australiaeast,australiaeast:0.9,0.9,0.40678094357073147
b472b4d45a7f5f25,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
7a1138188d403352,east,australiaeast,australiaeast:0.95,0.95,0.4745777674991868
7a1138188d403352,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
80866bcf8eee4b55,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
80866bcf8eee4b55,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
3fb086b7dc44dfb0,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
3fb086b7dc44dfb0,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
82ab0973b649ff24,east,australiaeast,australiaeast:0.95,0.95,0.4745777674991868
82ab0973b649ff24,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
4ed69525e077368d,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
4ed69525e077368d,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
14a6a55933410fa0,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
14a6a55933410fa0,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
415eed960b15d96c,east,australiaeast,australiaeast:0.9,0.9,0.40678094357073147
415eed960b15d96c,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
abafaefa9acbb6ec,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
abafaefa9acbb6ec,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
d018709bf09fc00e,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
d018709bf09fc00e,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
9a1d4a6b808034b2,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
9a1d4a6b808034b2,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
5495520aa1396b34,east,australiaeast,australiaeast:0.85,0.85,0.33898411964227626
5495520aa1396b34,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
25b364704b9aaf02,east,australiaeast,australiaeast:0.85,0.85,0.5084761794634144
25b364704b9aaf02,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
97af1937741abca6,east,australiaeast,australiaeast:0.85,0.85,0.40678094357073147
97af1937741abca6,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
461688fa2f8c2b7f,east,australiaeast,australiaeast:0.5,0.5,0.37288253160650386
461688fa2f8c2b7f,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
b6909ff0af839fe9,east,australiaeast,australiaeast:0.85,0.85,0.40678094357073147
b6909ff0af839fe9,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
e6f659458fa6da6a,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
e6f659458fa6da6a,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
402f5c07299ee157,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
402f5c07299ee157,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
b559b504e834c835,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
b559b504e834c835,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
dfed410fc4939009,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
dfed410fc4939009,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
