trace_key,model,prompt_variant,context_variant,ensemble_size,turn,n,mean_progress,stdev_progress,se_progress,lower_1sd,upper_1sd,q25,median,q75,min,max
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,6,10,0.09599999999999999,0.0332264954516723,0.010507140429250958,0.0627735045483277,0.12922649545167228,0.0625,0.1,0.12,0.05,0.15
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,7,10,0.4200000000000001,0.35999999999999993,0.11384199576606163,0.060000000000000164,0.78,0.2,0.2,0.7250000000000001,0.1,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,8,10,0.145,0.035,0.011067971810589328,0.10999999999999999,0.18,0.11250000000000002,0.15,0.15,0.1,0.2
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,9,10,0.09999999999999999,1.3877787807814457e-17,4.388541835720876e-18,0.09999999999999998,0.1,0.1,0.1,0.1,0.1,0.1
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,10,10,0.18,0.045825756949558406,0.01449137674618944,0.1341742430504416,0.2258257569495584,0.16249999999999998,0.2,0.2,0.1,0.25
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,11,10,0.15999999999999998,0.048989794855663564,0.015491933384829668,0.1110102051443364,0.20898979485566355,0.15,0.175,0.2,0.05,0.2
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,12,10,0.19999999999999998,0.0316227766016838,0.01,0.16837722339831618,0.2316227766016838,0.2,0.2,0.2,0.15,0.25
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,13,10,0.19499999999999995,0.09069178573608527,0.02867926079939997,0.10430821426391468,0.2856917857360852,0.15,0.175,0.2,0.05,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,14,10,0.35,0.10246950765959598,0.0324037034920393,0.247530492340404,0.4524695076595959,0.3,0.3,0.4,0.2,0.6
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,15,10,0.43499999999999994,0.08381527307120105,0.02650471656139714,0.3511847269287989,0.518815273071201,0.4,0.4,0.475,0.3,0.6
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,16,10,0.35,0.0670820393249937,0.021213203435596427,0.2829179606750063,0.41708203932499366,0.3,0.4,0.4,0.2,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,17,10,0.6649999999999999,0.13425721582097552,0.04245585943070756,0.5307427841790244,0.7992572158209754,0.6,0.6499999999999999,0.7,0.4,0.9
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,18,10,0.705,0.15882380174268593,0.05022449601539074,0.546176198257314,0.8638238017426859,0.625,0.7,0.8374999999999999,0.4,0.9
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,19,10,0.795,0.10111874208078345,0.03197655391063897,0.6938812579192166,0.8961187420807835,0.7124999999999999,0.8,0.9,0.6,0.9
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,3,40,0.07500000000000001,0.02500000000000001,0.003952847075210476,0.05,0.10000000000000002,0.05,0.07500000000000001,0.1,0.05,0.1
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,4,40,0.08750000000000002,0.02165063509461097,0.0034232659844072887,0.06584936490538905,0.109150635094611,0.08750000000000001,0.1,0.1,0.05,0.1
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,5,40,0.10300000000000005,0.01584297951775486,0.0025049950099750697,0.08715702048224519,0.11884297951775491,0.1,0.1,0.1,0.1,0.2
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,6,40,0.08749999999999998,0.03191786333700926,0.005046657309546587,0.05558213666299072,0.11941786333700924,0.05,0.1,0.1,0.05,0.15
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,7,40,0.2862499999999999,0.29727670191254485,0.047003573667328755,0.0,0.5835267019125447,0.1,0.2,0.2,0.1,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,8,40,0.15675,0.046657662821877395,0.007377224240864581,0.11009233717812261,0.2034076628218774,0.1,0.175,0.2,0.07,0.2
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,9,40,0.13749999999999993,0.14263151825595904,0.022552023190835883,0.0,0.28013151825595894,0.1,0.1,0.1,0.1,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,10,40,0.17500000000000007,0.048733971724044825,0.007705517503711221,0.12626602827595523,0.2237339717240449,0.13749999999999998,0.2,0.2,0.1,0.3
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,11,40,0.16625000000000006,0.04385701198212209,0.006934402461640081,0.12239298801787797,0.21010701198212217,0.15,0.2,0.2,0.05,0.2
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,12,40,0.20750000000000007,0.041155194082885815,0.006507207542410184,0.16634480591711426,0.2486551940828859,0.2,0.2,0.2,0.1,0.3
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,13,40,0.16875000000000004,0.07880950133074058,0.012460876273360554,0.08994049866925946,0.24755950133074062,0.15,0.2,0.2,0.05,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,14,40,0.3630000000000001,0.13366375724181928,0.021134095674998726,0.22933624275818082,0.4966637572418194,0.3,0.3,0.4,0.02,0.6
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,15,40,0.4924999999999999,0.11098986440211557,0.017549038435196385,0.3815101355978843,0.6034898644021155,0.4,0.5,0.6,0.3,0.7
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,16,40,0.3850000000000002,0.05722761571129801,0.009048480535426931,0.32777238428870215,0.4422276157112982,0.4,0.4,0.4,0.2,0.5
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,17,40,0.6374999999999997,0.11222187843731717,0.01774383695822298,0.5252781215626826,0.7497218784373169,0.6,0.6499999999999999,0.7,0.4,0.9
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,18,40,0.6875,0.15801503093060487,0.02498437011413336,0.5294849690693951,0.8455150309306049,0.6,0.7,0.8,0.4,0.9
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,19,40,0.7787499999999997,0.15846430986187393,0.025055407350510185,0.6202856901381257,0.9372143098618737,0.7,0.8,0.9,0.3,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,3,40,0.06750000000000002,0.05068283733178322,0.0080136602124123,0.016817162668216798,0.11818283733178324,0.0,0.1,0.1,0.0,0.2
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,4,40,0.15374999999999997,0.07016721100343093,0.011094410191623525,0.08358278899656904,0.2239172110034309,0.1,0.2,0.2,0.0,0.3
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,5,40,0.2975000000000001,0.09079509898667437,0.01435596565891685,0.20670490101332573,0.38829509898667447,0.2,0.3,0.4,0.2,0.6
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,6,40,0.14,0.07999999999999999,0.012649110640673514,0.060000000000000026,0.22,0.1,0.1,0.2,0.0,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,7,40,0.18125000000000008,0.07720710783341127,0.012207515615390376,0.10404289216658881,0.25845710783341136,0.2,0.2,0.2,0.0,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,8,40,0.17375000000000004,0.0661319703320565,0.010456382620199016,0.10761802966794354,0.23988197033205655,0.1,0.2,0.2,0.0,0.3
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,9,40,0.4274999999999999,0.3885791425179689,0.06143975707959789,0.038920857482031,0.8160791425179688,0.2,0.2,1.0,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,10,40,0.20249999999999999,0.131315459866689,0.0207627972585584,0.07118454013331099,0.333815459866689,0.1,0.2,0.3,0.0,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,11,40,0.16875000000000007,0.05555121510822244,0.008783418326596999,0.11319878489177762,0.2243012151082225,0.1,0.2,0.2,0.0,0.3
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,12,40,0.21000000000000013,0.05722761571129799,0.00904848053542693,0.15277238428870216,0.2672276157112981,0.2,0.2,0.2,0.1,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,13,40,0.1900000000000001,0.05385164807134505,0.008514693182963202,0.13614835192865507,0.24385164807134516,0.2,0.2,0.2,0.1,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,14,40,0.6762500000000002,0.09616879691459182,0.015205621904414173,0.5800812030854084,0.772418796914592,0.6,0.6,0.7249999999999999,0.6,0.9
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,15,40,0.5375,0.18498310733685927,0.029248397391993974,0.3525168926631407,0.7224831073368593,0.5,0.6,0.6,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,16,40,0.5937500000000001,0.12951230636507094,0.02047769365675734,0.46423769363492917,0.723262306365071,0.5,0.6,0.625,0.3,0.85
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,17,40,0.8474999999999996,0.08212033852828424,0.012984365598672894,0.7653796614717153,0.9296203385282839,0.8,0.9,0.9,0.6,0.9
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,18,40,0.7450000000000003,0.15321553446044558,0.024225503090751277,0.5917844655395548,0.8982155344604459,0.7,0.8,0.8,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,19,40,0.8399999999999995,0.1342572158209755,0.021227929715353776,0.705742784179024,0.974257215820975,0.8374999999999999,0.9,0.9,0.4,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,1,40,0.10625000000000004,0.046351240544347944,0.007328774624724116,0.059898759455652095,0.15260124054434798,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.050000000000000044,0.30000000000000004
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,2,40,0.20374999999999993,0.13527171729522772,0.021388336482765558,0.06847828270477221,0.3390217172952277,0.09999999999999998,0.14999999999999997,0.30000000000000004,0.09999999999999998,0.8
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,3,40,0.16499999999999987,0.09367496997597598,0.014811313243598623,0.07132503002402389,0.25867496997597583,0.09999999999999998,0.09999999999999998,0.30000000000000004,0.09999999999999998,0.30000000000000004
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,4,40,0.2725000000000001,0.1048510848775539,0.016578412167635365,0.16764891512244617,0.377351084877554,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.09999999999999998,0.8
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,5,40,0.2225,0.0569539287494726,0.00900520682716394,0.1655460712505274,0.2794539287494726,0.19999999999999996,0.19999999999999996,0.30000000000000004,0.09999999999999998,0.30000000000000004
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,6,40,0.10000000000000002,0.11618950038622253,0.01837117307087384,0.0,0.21618950038622253,0.0,0.0,0.19999999999999996,0.0,0.4
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,7,39,0.09666666666666666,0.15578310585033306,0.0249452611338363,0.0,0.25244977251699974,0.0,0.0,0.19999999999999996,0.0,0.8
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,8,40,0.22999999999999998,0.1833030277982336,0.028982753492378874,0.046696972201766385,0.4133030277982336,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.0,0.7
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,9,40,0.078,0.08588364221433555,0.013579396157414362,0.0,0.16388364221433555,0.0,0.04999999999999999,0.19999999999999996,0.0,0.21999999999999997
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,10,39,0.27435897435897433,0.18182542870023705,0.029115370212587463,0.09253354565873728,0.4561844030592114,0.15000000000000002,0.19999999999999996,0.35000000000000003,0.0,0.8
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,11,39,0.2851282051282052,0.25094561465019277,0.04018345797941819,0.03418259047801242,0.536073819778398,0.15000000000000002,0.19999999999999996,0.30000000000000004,0.0,0.98
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,12,40,0.37650000000000006,0.2935604707722073,0.04641598593157318,0.08293952922779274,0.6700604707722073,0.15000000000000002,0.26,0.4,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,13,40,0.27025000000000005,0.21976677979166911,0.03474817890911694,0.05048322020833093,0.49001677979166913,0.15000000000000002,0.19999999999999996,0.32500000000000007,0.0,0.98
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,14,31,0.32193548387096776,0.23088077295768927,0.04146741095924103,0.09105471091327849,0.552816256828657,0.15000000000000002,0.30000000000000004,0.4,0.0,0.98
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,15,40,0.42374999999999996,0.2304852218689953,0.03644291340576381,0.19326477813100465,0.6542352218689953,0.30000000000000004,0.4,0.625,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,16,22,0.40454545454545454,0.29112208112010757,0.06206743624174306,0.11342337342534697,0.6956675356655622,0.15000000000000002,0.4,0.6749999999999999,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,17,39,0.5658974358974359,0.2874085624825697,0.046022202498107914,0.2784888734148662,0.8533059983800055,0.4,0.65,0.8,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,18,36,0.7244444444444444,0.3542162274691395,0.05903603791152325,0.37022821697530495,1.0,0.4,0.99,1.0,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,19,39,0.522051282051282,0.2552342261348663,0.04087018541884626,0.26681705591641575,0.7772855081861483,0.30000000000000004,0.6,0.7,0.09999999999999998,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,3,40,0.29474999999999996,0.44110082464216716,0.06974416418238874,0.0,0.7358508246421671,0.0,0.02,1.0,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,4,40,0.225,0.41758232721225175,0.0660255632312213,0.0,0.6425823272122517,0.0,0.0,0.0,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,5,40,0.025,0.15612494995995993,0.02468552207266437,0.0,0.18112494995995992,0.0,0.0,0.0,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,6,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
