deadline_s,policy,rho,seeds,median_executed_shed_fraction,min_executed_shed_fraction,max_executed_shed_fraction,median_executed_shed_kw,median_committed_kv_fraction,contracts_met,median_east_replay,median_east_kv_transfer,median_germany_replay,median_germany_kv_transfer
30.0,queue_haul,0.44,3,0.031333267513524665,0.03131171586727314,0.0313384838715213,1.841632665105397,0.0,3,169.0,0.0,330.0,0.0
30.0,queue_haul,0.48,2,0.007876821440928342,0.007874802792966588,0.007878840088890096,0.46316510140374884,0.0,2,0.0,0.0,126.0,0.0
30.0,replay_only,0.2,3,0.12626264967216855,0.12514587584400885,0.12682463924733878,7.416664250779592,0.0,3,1133.0,0.0,887.0,0.0
30.0,replay_only,0.3,3,0.0824350327933951,0.08189746518269943,0.08250615452959359,4.842231351219481,0.0,3,866.0,0.0,625.0,0.0
30.0,replay_only,0.38,1,0.05605012551810427,0.05605012551810427,0.05605012551810427,3.296649167198382,0.0,1,595.0,0.0,353.0,0.0
30.0,replay_only,0.44,3,0.03131799761836389,0.03129134987230855,0.031845014353560734,1.841058249567257,0.0,3,297.0,0.0,219.0,0.0
30.0,replay_only,0.48,3,0.007838477687066912,0.007822837468077137,0.007859430674356295,0.46043194399251663,0.0,3,74.0,0.0,55.0,0.0
60.0,greedy,0.2,3,0.302999215149376,0.30206757103788157,0.3032395444459121,17.81209678412082,0.0,3,1988.0,0.0,1971.0,0.0
60.0,greedy,0.3,3,0.15396815306788775,0.11549932486795911,0.15403653719641613,9.048101570058861,0.1438183347350715,3,1444.0,0.0,584.0,342.0
60.0,greedy,0.38,2,0.12061919498202875,0.12022944916822678,0.12100894079583073,7.087949903188361,0.3434878733548175,2,1039.5,0.0,243.0,671.0
60.0,greedy,0.44,2,0.06481434556493819,0.06460096618267981,0.06502772494719657,3.809651391579595,0.15582122356656636,2,634.5,0.0,332.5,178.5
60.0,greedy,0.48,3,0.023515761546172687,0.02346851240423141,0.0315011780862201,1.3823963880772354,0.0,3,222.0,0.0,167.0,0.0
60.0,isolated_fastest,0.2,3,0.13556603641443635,0.12726307802371364,0.1366294979721629,7.969378270709887,0.15799170888991249,3,1218.0,0.0,580.0,343.0
60.0,isolated_fastest,0.3,2,0.09402128723900315,0.09395992974327248,0.09408264473473381,5.528546627824188,0.049424990308825426,2,1057.0,57.0,376.5,18.0
60.0,isolated_fastest,0.38,3,0.11587719387964909,0.11553461891973071,0.11666008968533147,6.8066228893443474,0.38517745302713985,3,938.0,67.0,240.0,671.0
60.0,isolated_fastest,0.44,1,0.06460096618267981,0.06460096618267981,0.06460096618267981,3.7995761721809833,0.15853658536585366,1,636.0,0.0,330.0,182.0
60.0,isolated_fastest,0.48,3,0.023515761546172687,0.02346851240423141,0.0315011780862201,1.3823963880772354,0.0,3,222.0,0.0,167.0,0.0
60.0,kv_only,0.2,3,0.0,0.0,0.015695149700883745,0.0,1.0,1,0.0,89.0,0.0,0.0
60.0,kv_only,0.3,3,0.0,0.0,0.015695149700883745,0.0,1.0,1,0.0,88.0,0.0,0.0
60.0,kv_only,0.38,3,0.08655645547227311,0.08604530378946806,0.08663371927424618,5.084323595633425,1.0,3,0.0,594.0,0.0,953.0
60.0,kv_only,0.44,1,0.0471621748057514,0.0471621748057514,0.0471621748057514,2.7724732612773515,1.0,1,0.0,297.0,0.0,486.0
60.0,kv_only,0.48,3,0.015635141826178908,0.015592823404775021,0.01567574028635044,0.9195978921341157,1.0,3,0.0,74.0,0.0,180.0
60.0,queue_haul,0.2,2,0.2732067145025186,0.27284620994513503,0.27356721905990217,16.05442697725925,0.003020007980391039,2,1993.5,0.0,1968.0,12.0
60.0,queue_haul,0.3,3,0.13904128097089657,0.1234700839186771,0.15723748260512263,8.173673824273093,0.14877430262045646,3,823.0,0.0,1163.0,352.0
60.0,queue_haul,0.38,1,0.12100894079583073,0.12100894079583073,0.12100894079583073,7.1136255720552874,0.34269662921348315,1,1041.0,0.0,246.0,671.0
60.0,queue_haul,0.44,3,0.06502772494719657,0.06460096618267981,0.0652675073522992,3.819726610978207,0.11286089238845144,3,421.0,0.0,599.0,129.0
60.0,queue_haul,0.48,3,0.023499411509170877,0.023454264710712304,0.0315011780862201,1.3821434772048378,0.0,3,114.0,0.0,264.0,0.0
60.0,replay_only,0.2,3,0.302999215149376,0.30206757103788157,0.3032395444459121,17.81209678412082,0.0,3,1988.0,0.0,1971.0,0.0
60.0,replay_only,0.3,3,0.1933697524651241,0.19167127284143368,0.1935870631328267,11.358533453985554,0.0,3,1444.0,0.0,1296.0,0.0
60.0,replay_only,0.38,2,0.10412506454466261,0.10390717483559464,0.10434295425373057,6.120257817985272,0.0,2,1038.5,0.0,748.5,0.0
60.0,replay_only,0.44,2,0.0644383790813666,0.06436309232350527,0.06451366583922791,3.7865881684727936,0.0,2,634.0,0.0,500.5,0.0
60.0,replay_only,0.48,2,0.027484845245225754,0.02346851240423141,0.0315011780862201,1.6153521838402667,0.0,2,222.5,0.0,230.0,0.0
120.0,greedy,0.2,3,0.6251727626328057,0.6239973913817001,0.6276423084109506,36.751374914690636,0.0,3,3651.0,0.0,4197.0,0.0
120.0,greedy,0.3,3,0.4175302069148038,0.4172679577327317,0.41881481084348016,24.54490996682634,0.00605831124574025,3,2543.0,0.0,2704.0,32.0
120.0,greedy,0.38,2,0.28148248522964125,0.28118796655973155,0.28177700389955096,16.540750821422918,0.39591504814619494,2,1710.5,0.0,493.5,1444.5
120.0,greedy,0.44,3,0.14726453116619145,0.14642884152152,0.14828993274176622,8.650314139169058,0.3488372093023256,3,1114.0,0.0,260.0,735.0
120.0,greedy,0.48,1,0.056063497417321875,0.056063497417321875,0.056063497417321875,3.2957459693792917,0.03023983315954119,1,519.0,0.0,411.0,29.0
120.0,isolated_fastest,0.2,3,0.20495046106435932,0.20344433928319638,0.21450767289877548,12.048207605517527,0.06298965841429019,3,1698.0,0.0,1209.0,201.0
120.0,isolated_fastest,0.3,3,0.15805390744450765,0.1505835272736269,0.1840853554186664,9.28408177781252,0.08237232289950576,3,1388.0,0.0,787.0,200.0
120.0,isolated_fastest,0.38,3,0.2547365934660677,0.25321316926076687,0.25540274110037126,14.963219851876799,0.5309248554913295,3,1128.0,387.0,487.0,1450.0
120.0,isolated_fastest,0.44,3,0.13514392525967378,0.1261010242764164,0.13617880713872169,7.9383501121344455,0.40811216825237856,3,948.0,100.0,260.0,735.0
120.0,isolated_fastest,0.48,2,0.056159817853906044,0.056063497417321875,0.056256138290490205,3.3001149217522108,0.0246336586516522,2,518.5,0.0,410.5,23.5
120.0,kv_only,0.2,2,0.04706684513588034,0.046936324583476685,0.04719736568828399,2.766491442181221,1.0,2,0.0,692.0,0.0,54.5
120.0,kv_only,0.3,3,0.046936324583476685,0.023342125255858926,0.04696038814885909,2.760611040906457,1.0,3,0.0,751.0,0.0,0.0
120.0,kv_only,0.38,3,0.20796750608999728,0.20777622319876732,0.2083198486605251,12.220584821894764,1.0,3,0.0,1138.0,0.0,1839.0
120.0,kv_only,0.44,2,0.09348360745114999,0.09326433672941431,0.09370287817288567,5.496928128438383,1.0,2,0.0,635.5,0.0,1039.0
120.0,kv_only,0.48,3,0.0390931211204357,0.03896154507233926,0.03914838077016073,2.299304488501861,1.0,3,0.0,222.0,0.0,414.0
120.0,queue_haul,0.2,3,0.6040959781336981,0.603627288932183,0.6068561541780242,35.51235610993537,0.00331929018256096,3,3633.0,0.0,4175.0,26.0
120.0,queue_haul,0.3,3,0.38565699100708833,0.38545237146401623,0.3870354479008218,22.68283588084197,0.10262130507529281,3,2543.0,0.0,2281.0,552.0
120.0,queue_haul,0.38,3,0.28118796655973155,0.27234171436740906,0.28177700389955096,16.51697271321132,0.39704271631982474,3,1706.0,0.0,487.0,1450.0
120.0,queue_haul,0.44,3,0.14726453116619145,0.14642884152152,0.14828993274176622,8.650314139169058,0.3488372093023256,3,1114.0,0.0,260.0,735.0
120.0,queue_haul,0.48,1,0.055801456848457255,0.055801456848457255,0.055801456848457255,3.2820234486094852,0.0,1,271.0,0.0,677.0,0.0
120.0,replay_only,0.2,1,0.6239973913817001,0.6239973913817001,0.6239973913817001,36.70108606568594,0.0,1,3632.0,0.0,4197.0,0.0
120.0,replay_only,0.3,3,0.4095004615875894,0.4089774920221602,0.4108207611041848,24.07287375759169,0.0,3,2543.0,0.0,2704.0,0.0
120.0,replay_only,0.38,3,0.23683652462271124,0.23278203698553956,0.2375653092315589,13.911770345457334,0.0,3,1706.0,0.0,1615.0,0.0
120.0,replay_only,0.44,3,0.1216867976452958,0.12081148935255906,0.12273220520718847,7.147878840108417,0.0,3,1114.0,0.0,836.0,0.0
120.0,replay_only,0.48,3,0.056063497417321875,0.055801456848457255,0.056256138290490205,3.2957459693792917,0.0,3,519.0,0.0,428.0,0.0
180.0,greedy,0.2,2,0.9470622790365189,0.9469631487713848,0.9471614093016528,55.652180642955024,0.0,2,5306.0,0.0,6344.5,0.0
180.0,greedy,0.3,2,0.6251613163946053,0.6233513408131017,0.6269712919761087,36.74568138210562,0.003959909933092063,2,3632.0,0.0,4165.5,31.0
180.0,greedy,0.38,3,0.4186218877895827,0.41665026721963533,0.41873416289671483,24.596432156300114,0.42065727699530514,3,2354.0,0.0,717.0,2240.0
180.0,greedy,0.44,3,0.20557751930980103,0.20424422030588826,0.20623389990839694,12.085069820330798,0.3903345724907063,3,1411.0,0.0,390.0,1155.0
180.0,greedy,0.48,3,0.07549552455151003,0.07476079100362919,0.0781545048370873,4.438076149525747,0.224834680382072,3,750.0,0.0,303.0,306.0
180.0,isolated_fastest,0.2,3,0.2872404062051775,0.2815827723540957,0.32762086444129024,16.87249283626379,0.021462440728724733,3,2142.0,0.0,1788.0,86.0
180.0,isolated_fastest,0.3,1,0.19905810934801776,0.19905810934801776,0.19905810934801776,11.707819462317987,0.018467852257181942,1,1670.0,16.0,1200.0,38.0
180.0,isolated_fastest,0.38,3,0.38978066210707574,0.3868517418249247,0.38991234206615866,22.903439266071874,0.5888111888111888,3,1328.0,707.0,717.0,2240.0
180.0,isolated_fastest,0.44,3,0.1984697532319537,0.19766407093091407,0.19903594463580482,11.65810734590453,0.49526149526149527,3,1048.0,259.0,390.0,1155.0
180.0,isolated_fastest,0.48,2,0.07438162451893109,0.0742372693384644,0.07452597969939777,4.370887753052666,0.24497329188905162,2,716.0,0.0,304.0,331.0
180.0,kv_only,0.2,3,0.047385103961119564,0.046936324583476685,0.06361294223334113,2.7833995839656125,1.0,3,0.0,487.0,0.0,264.0
180.0,kv_only,0.3,1,0.04696038814885909,0.04696038814885909,0.04696038814885909,2.760611040906457,1.0,1,0.0,751.0,0.0,0.0
180.0,kv_only,0.38,3,0.33653940021012885,0.3365165581083593,0.3380436218374411,19.792587809246893,1.0,3,0.0,1548.0,0.0,2827.0
180.0,kv_only,0.44,3,0.17700830359118838,0.17690370758791182,0.17795038209086578,10.404784198130379,1.0,3,0.0,939.0,0.0,1502.0
180.0,kv_only,0.48,3,0.06292118592833627,0.05471328379961154,0.06338397495033408,3.6988817049399367,1.0,3,0.0,371.0,0.0,755.0
180.0,queue_haul,0.2,1,0.9411093074433211,0.9411093074433211,0.9411093074433211,55.32400491649218,0.004118050789293068,1,5315.0,0.0,6293.0,48.0
180.0,queue_haul,0.3,3,0.6050244953362774,0.6021930966877799,0.6073408711416615,35.566939876001925,0.07066869300911854,3,3624.0,0.0,3737.0,548.0
180.0,queue_haul,0.38,3,0.41763563203013393,0.41665026721963533,0.41873416289671483,24.551107482410035,0.42127019917324315,3,2354.0,0.0,712.0,2242.0
180.0,queue_haul,0.44,3,0.20553557106272455,0.20424422030588826,0.20623389990839694,12.082603852765562,0.3894523326572008,3,1407.0,0.0,390.0,1152.0
180.0,queue_haul,0.48,2,0.07594518925349096,0.07373587366989462,0.0781545048370873,4.463824485466655,0.21175863771263348,2,654.0,0.0,431.0,293.0
180.0,replay_only,0.2,3,0.9469631487713848,0.9458804370566997,0.9471614093016528,55.636232744401376,0.0,3,5279.0,0.0,6370.0,0.0
180.0,replay_only,0.3,2,0.6230475042623433,0.6218982356301136,0.6241967728945731,36.612089215966314,0.0,2,3641.5,0.0,4154.0,0.0
180.0,replay_only,0.38,2,0.3666949746742438,0.3599369361018471,0.37345301324664043,21.553350814779936,0.0,2,2350.5,0.0,2481.5,0.0
180.0,replay_only,0.44,3,0.1898304175975756,0.18794648487503626,0.19051645281953244,11.159361482672976,0.0,3,1411.0,0.0,1253.0,0.0
180.0,replay_only,0.48,3,0.0724949570956425,0.072077073438412,0.0728437339625324,4.26168494037741,0.0,3,750.0,0.0,562.0,0.0
240.0,greedy,0.2,3,0.9999999999999886,0.999999999999988,0.99999999999999,58.78595023864808,0.0,3,6844.0,0.0,5156.0,0.0
240.0,greedy,0.3,3,0.8265763372312037,0.8260789817610111,0.8279689438790174,48.61598736079512,0.0030205592906557537,3,4679.0,0.0,5565.0,31.0
240.0,greedy,0.38,1,0.5517702589605931,0.5517702589605931,0.5517702589605931,32.43633898642371,0.43264137437365785,1,3011.0,0.0,952.0,3022.0
240.0,greedy,0.44,3,0.2954824037592656,0.2940157227670946,0.29553492360813693,17.356627525129674,0.4045941007569825,3,1760.0,0.0,513.0,1550.0
240.0,greedy,0.48,3,0.09861164109549993,0.09848519723510664,0.09880808711770069,5.792514119198779,0.3291428571428571,3,946.0,0.0,230.0,576.0
240.0,isolated_fastest,0.2,3,0.3303903913001757,0.33030172058260676,0.33353883289584385,19.43227063743622,0.13772717319903657,3,2320.0,0.0,1650.0,629.0
240.0,isolated_fastest,0.3,2,0.30395210813966,0.3000116375124593,0.30789257876686077,17.865555992720452,0.14306360820854194,2,1995.5,0.0,1623.5,604.0
240.0,isolated_fastest,0.38,2,0.5249276717334443,0.523988263968244,0.5258670794986448,30.84628223608312,0.6168379480073234,2,1529.5,1059.0,991.0,2998.5
240.0,isolated_fastest,0.44,2,0.27490237198545164,0.2738690623627577,0.2759356816081455,16.158180390436886,0.5474681347199877,2,1141.5,453.5,513.0,1548.0
240.0,isolated_fastest,0.48,3,0.09594229049197839,0.09581930126771512,0.09614082438453696,5.635716544893614,0.3546884100174723,3,879.0,33.0,230.0,576.0
240.0,kv_only,0.2,3,0.05692637101892155,0.0554691252237186,0.05869663964548177,3.343853324469834,1.0,3,0.0,0.0,0.0,891.0
240.0,kv_only,0.3,3,0.05682918028585685,0.0565547561853721,0.06216865979957035,3.3424701217024704,1.0,3,0.0,42.0,0.0,881.0
240.0,kv_only,0.38,3,0.4558301563091832,0.45536561464995773,0.45633149926548766,26.782824488442564,1.0,3,0.0,1966.0,0.0,3800.0
240.0,kv_only,0.44,1,0.23342816044800696,0.23342816044800696,0.23342816044800696,13.729331444458818,1.0,1,0.0,1182.0,0.0,1963.0
240.0,kv_only,0.48,3,0.07925242401787327,0.07363917006374808,0.07950456665289765,4.658929054606983,1.0,3,0.0,519.0,0.0,902.0
240.0,queue_haul,0.2,2,0.9999999999999887,0.9999999999999872,0.99999999999999,58.80101958599983,0.19970833333333332,2,3067.5,0.0,6536.0,2396.5
240.0,queue_haul,0.3,3,0.8256479884167089,0.8239321227970614,0.8266694278716675,48.53650156170502,0.053342336259284265,3,4694.0,0.0,5164.0,531.0
240.0,queue_haul,0.38,1,0.5513171251082224,0.5513171251082224,0.5513171251082224,32.42631706084535,0.4331995412844037,1,2989.0,0.0,965.0,3022.0
240.0,queue_haul,0.44,3,0.2954824037592656,0.2940157227670946,0.29553492360813693,17.356627525129674,0.4045941007569825,3,1760.0,0.0,513.0,1550.0
240.0,queue_haul,0.48,3,0.09861164109549993,0.09848519723510664,0.09880808711770069,5.792514119198779,0.3291428571428571,3,946.0,0.0,230.0,576.0
240.0,replay_only,0.2,3,0.9999999999999886,0.999999999999988,0.99999999999999,58.78595023864808,0.0,3,6844.0,0.0,5156.0,0.0
240.0,replay_only,0.3,2,0.82566882249295,0.8247541860929007,0.8265834588929992,48.518723050227635,0.0,2,4687.0,0.0,5564.5,0.0
240.0,replay_only,0.38,3,0.5010022491483939,0.4999445250298102,0.5034201606663249,29.451893287888538,0.0,3,3003.0,0.0,3337.0,0.0
240.0,replay_only,0.44,1,0.2542853630315723,0.2542853630315723,0.2542853630315723,14.94840669759072,0.0,1,1768.0,0.0,1706.0,0.0
240.0,replay_only,0.48,3,0.08998082067076182,0.08978169319347783,0.09018401741132394,5.285470704578052,0.0,3,946.0,0.0,678.0,0.0
300.0,greedy,0.2,3,0.999999999999945,0.9999999999999412,0.9999999999999486,58.78595023864565,0.0,3,4597.0,0.0,7403.0,0.0
300.0,greedy,0.3,3,0.9999999999999896,0.9999999999999879,0.9999999999999933,58.78595023864827,0.0,3,5748.0,0.0,6252.0,0.0
300.0,greedy,0.38,2,0.624585077007253,0.6239973913817001,0.6251727626328057,36.726230490188286,0.0,2,3641.5,0.0,4186.0,0.0
300.0,greedy,0.44,3,0.35695408225621267,0.35569487012223744,0.35743497740797014,20.98388491699622,0.4202467035304126,3,2093.0,0.0,622.0,1976.0
300.0,greedy,0.48,1,0.1382367075410291,0.1382367075410291,0.1382367075410291,8.130542484586986,0.3622696411251212,1,1081.0,0.0,234.0,747.0
300.0,isolated_fastest,0.2,3,0.33932477094728947,0.33554998480538395,0.3439032495004046,19.95775590532519,0.15386275356063875,3,550.0,0.0,3388.0,717.0
300.0,isolated_fastest,0.3,3,0.33799930779650045,0.33478348125138335,0.34243729087155006,19.879797346770502,0.15148236312486474,3,2286.0,0.0,1635.0,705.0
300.0,isolated_fastest,0.38,3,0.6548405487036772,0.6536735585780287,0.6569020574795915,38.49542391034376,0.6413298726980595,3,1716.0,1387.0,1209.0,3802.0
300.0,isolated_fastest,0.44,3,0.32977235199322485,0.3288208466775774,0.3304972321176014,19.385981074355847,0.5775245755138516,3,1258.0,609.0,622.0,1976.0
300.0,isolated_fastest,0.48,1,0.14401936765934026,0.14401936765934026,0.14401936765934026,8.466315380623623,0.4183132530120482,1,951.0,100.0,256.0,768.0
300.0,kv_only,0.2,3,0.05885252547957485,0.056902732511261364,0.06099805864212628,3.4569955796569265,1.0,3,0.0,0.0,0.0,918.0
300.0,kv_only,0.3,3,0.05786506238309792,0.05615275129288382,0.05963459679892103,3.3989920270178846,1.0,3,0.0,0.0,0.0,906.0
300.0,kv_only,0.38,3,0.09502129963582553,0.07575090434634248,0.5731228021985608,5.585917392003364,1.0,3,0.0,421.0,0.0,1619.0
300.0,kv_only,0.44,2,0.29098322594055614,0.29093861725502046,0.2910278346260918,17.103422322872035,1.0,2,0.0,1388.5,0.0,2489.5
300.0,kv_only,0.48,2,0.09791577433755097,0.09788625616598563,0.09794529250911632,5.753821419881067,1.0,2,0.0,634.0,0.0,1072.0
300.0,queue_haul,0.2,3,0.9999999999999503,0.9999999999999462,0.9999999999999547,58.785950238646,0.0,3,2911.0,0.0,9089.0,0.0
300.0,queue_haul,0.3,3,0.9999999999999882,0.9999999999999869,0.9999999999999882,58.78595023864797,0.0435,3,5221.0,0.0,6252.0,522.0
300.0,queue_haul,0.38,3,0.6956820828601314,0.6944479437909882,0.6971516659749473,40.89633230493514,0.43982874334644756,3,3633.0,0.0,1209.0,3801.0
300.0,queue_haul,0.44,2,0.35689093430470975,0.3563468912014493,0.35743497740797014,20.97195522751483,0.41840736507550214,2,2098.5,0.0,635.0,1966.5
300.0,queue_haul,0.48,2,0.1431359053991998,0.1382367075410291,0.14803510325737046,8.413060002627956,0.36150118974997253,2,1096.0,0.0,242.0,757.5
300.0,replay_only,0.2,2,0.9999999999999432,0.9999999999999412,0.999999999999945,58.7780294544598,0.0,2,4588.0,0.0,7412.0,0.0
300.0,replay_only,0.3,3,0.9999999999999896,0.9999999999999879,0.9999999999999933,58.78595023864827,0.0,3,5748.0,0.0,6252.0,0.0
300.0,replay_only,0.38,3,0.6251727626328057,0.6239973913817001,0.6276423084109506,36.751374914690636,0.0,3,3651.0,0.0,4197.0,0.0
300.0,replay_only,0.44,3,0.3162855772785596,0.31547850019223256,0.31746209855002283,18.59314820709967,0.0,3,2093.0,0.0,2146.0,0.0
300.0,replay_only,0.48,3,0.12121136288106661,0.11646486669176309,0.12237643176034632,7.11995181633225,0.0,3,1111.0,0.0,826.0,0.0
375.0,greedy,0.2,1,1.0000000000000586,1.0000000000000586,1.0000000000000586,58.785950238652106,0.0,1,7619.0,0.0,4381.0,0.0
375.0,greedy,0.3,3,0.9999999999999887,0.999999999999988,0.99999999999999,58.78595023864808,0.0,3,7059.0,0.0,4941.0,0.0
375.0,greedy,0.38,3,0.7861111128811501,0.7849398650943734,0.7875078981277905,46.23598112671431,0.0,3,4451.0,0.0,5275.0,0.0
375.0,greedy,0.44,3,0.4474444556467162,0.4472194374550744,0.4480841503987915,26.303698206081464,0.43019257221458046,3,2532.0,0.0,778.0,2502.0
375.0,greedy,0.48,3,0.18146885977979735,0.18045883584953584,0.1817480976419224,10.659475374966933,0.3785488958990536,3,1258.0,0.0,320.0,960.0
375.0,isolated_fastest,0.2,2,0.3843824419627683,0.3518176958055365,0.41694718812,22.58819877072981,0.22985389153731284,2,1445.5,0.0,2523.0,1215.0
375.0,isolated_fastest,0.3,2,0.3385771462353798,0.3302518942915181,0.34690239817924157,19.901214328781833,0.14987178036230864,2,2699.0,0.0,1274.0,703.5
375.0,isolated_fastest,0.38,3,0.7984824680695692,0.7969372307526309,0.7991359640746162,46.94122253614428,0.6568450591300862,3,1926.0,1810.0,1511.0,4744.0
375.0,isolated_fastest,0.44,3,0.4259286629813747,0.4253850782172657,0.42679053636797315,25.03862118723725,0.6071688500727802,3,1378.0,835.0,778.0,2502.0
375.0,isolated_fastest,0.48,2,0.17840070741814912,0.17765183159328335,0.17914958324301491,10.490132205981004,0.4698363531357279,2,999.0,196.0,314.0,967.5
375.0,kv_only,0.2,3,0.06067897570614964,0.060444710228453345,0.06326133421755115,3.5689000315176234,1.0,3,0.0,0.0,0.0,946.0
375.0,kv_only,0.3,1,0.05864311957245179,0.05864311957245179,0.05864311957245179,3.44915893610254,1.0,1,0.0,0.0,0.0,923.0
375.0,kv_only,0.38,3,0.7290115409279787,0.7277091893752812,0.7296399158344861,42.85563616839274,1.0,3,0.0,2558.0,0.0,6361.0
375.0,kv_only,0.44,3,0.37158522336325145,0.3706138581186368,0.37165069500801434,21.826904863724327,1.0,3,0.0,1675.0,0.0,3143.0
375.0,kv_only,0.48,3,0.14101943283316976,0.13532580907913558,0.14138756159437343,8.283477250592856,1.0,3,0.0,822.0,0.0,1291.0
375.0,queue_haul,0.2,1,0.999999999999986,0.999999999999986,0.999999999999986,58.81608893335152,0.01175,1,3356.0,0.0,8503.0,141.0
375.0,queue_haul,0.3,3,0.9999999999999536,0.9993487621978655,0.999999999999954,58.77778567286524,0.007916666666666667,3,4378.0,0.0,7527.0,95.0
375.0,queue_haul,0.38,3,0.8693197420274617,0.868606294381276,0.8696236719395143,51.063815545866774,0.4397421524663677,3,4446.0,0.0,1531.0,4707.0
375.0,queue_haul,0.44,2,0.44776430302275383,0.4474444556467162,0.4480841503987915,26.311948522581332,0.42651259512016576,2,2539.5,0.0,798.5,2482.5
375.0,queue_haul,0.48,3,0.18146885977979735,0.18045883584953584,0.1817480976419224,10.659475374966933,0.3785488958990536,3,1258.0,0.0,320.0,960.0
375.0,replay_only,0.2,3,1.0000000000000586,1.0000000000000566,1.0000000000000655,58.785950238652106,0.0,3,7619.0,0.0,4381.0,0.0
375.0,replay_only,0.3,1,0.99999999999999,0.99999999999999,0.99999999999999,58.78595023864808,0.0,1,7059.0,0.0,4941.0,0.0
375.0,replay_only,0.38,3,0.7861111128811501,0.7848972406720464,0.7875078981277905,46.23598112671431,0.0,3,4451.0,0.0,5275.0,0.0
375.0,replay_only,0.44,3,0.4083123825265663,0.40755033550081665,0.40958713426985843,24.003031401030807,0.0,3,2532.0,0.0,2695.0,0.0
375.0,replay_only,0.48,3,0.15762867303598785,0.156271756139187,0.15813678904430886,9.259103521423487,0.0,3,1258.0,0.0,1024.0,0.0
450.0,greedy,0.2,3,0.9999999999999872,0.9999999999999868,0.9999999999999892,58.78595023864803,0.0,3,9530.0,0.0,2470.0,0.0
450.0,greedy,0.3,3,0.9999999999999882,0.999999999999988,0.999999999999991,58.785950238648134,0.0,3,8168.0,0.0,3832.0,0.0
450.0,greedy,0.38,1,0.9304085088177988,0.9304085088177988,0.9304085088177988,54.722989598975396,8.676036786395974e-05,1,5229.0,0.0,6296.0,1.0
450.0,greedy,0.44,3,0.5462521610661397,0.5454906079008591,0.5470216811461786,32.11195235818838,0.4396275821937736,3,2919.0,0.0,937.0,3021.0
450.0,greedy,0.48,3,0.2049744674131421,0.20362163160840244,0.2054936228156476,12.040194061607224,0.3910386965376782,3,1404.0,0.0,390.0,1154.0
450.0,isolated_fastest,0.2,2,0.3480727013801613,0.3324857865359872,0.36365961622433535,20.45414061079941,0.1687090879363543,2,3281.5,0.0,687.0,814.5
