deadline_s,policy,mode,rho,seed,destination_offered_rps,envelope_rps,within_envelope
450.0,queue_haul,normal,0.48,1002,3.2423829367460852,5.0,True
450.0,kv_only,normal,0.2,1001,3.8718480915524456,5.0,True
600.0,queue_haul,normal,0.2,1003,4.980779532844991,5.0,True
600.0,isolated_fastest,normal,0.3,1002,4.912096742438558,5.0,True
600.0,replay_only,normal,0.38,1001,4.686545672991485,5.0,True
750.0,greedy,normal,0.38,1003,4.9708870681947035,5.0,True
750.0,kv_only,normal,0.44,1002,4.880998841497931,5.0,True
900.0,queue_haul,normal,0.48,1001,4.084765873492172,5.0,True
900.0,isolated_fastest,normal,0.48,1003,4.084765873492172,5.0,True
1800.0,queue_haul,normal,0.2,1002,4.980779532844991,5.0,True
1800.0,isolated_fastest,normal,0.3,1001,4.912096742438558,5.0,True
1800.0,replay_only,normal,0.3,1003,4.931570014029761,5.0,True
2700.0,greedy,normal,0.38,1002,4.970887068194697,5.0,True
2700.0,kv_only,normal,0.44,1001,4.929677393950843,5.0,True
30.0,greedy,normal,0.48,1001,2.4284341395203213,5.0,True
30.0,kv_only,normal,0.48,1003,2.4284341395203213,5.0,True
60.0,greedy,normal,0.2,1002,1.9299462035900965,5.0,True
60.0,kv_only,normal,0.3,1001,1.8127755347235346,5.0,True
120.0,queue_haul,normal,0.3,1003,2.92226510456129,5.0,True
120.0,isolated_fastest,normal,0.38,1002,2.755550507302889,5.0,True
120.0,replay_only,normal,0.44,1001,2.569643813764177,5.0,True
180.0,greedy,normal,0.44,1003,3.042382936746086,5.0,True
180.0,kv_only,normal,0.48,1002,2.6833320483507923,5.0,True
240.0,greedy,normal,0.2,1001,3.8149798125118024,5.0,True
240.0,kv_only,normal,0.2,1003,2.52122646433719,5.0,True
300.0,queue_haul,normal,0.3,1002,4.5851041379548585,5.0,True
300.0,isolated_fastest,normal,0.38,1001,4.094673040472631,5.0,True
300.0,replay_only,normal,0.38,1003,3.734001999060722,5.0,True
375.0,greedy,normal,0.44,1002,3.964992819848942,5.0,True
375.0,kv_only,normal,0.48,1001,3.0819290440325453,5.0,True
450.0,queue_haul,normal,0.48,1003,3.2022694635677005,5.0,True
450.0,kv_only,normal,0.2,1002,3.8718480915524456,5.0,True
600.0,queue_haul,normal,0.3,1001,4.912096742438558,5.0,True
600.0,isolated_fastest,normal,0.3,1003,4.91209674243856,5.0,True
600.0,replay_only,normal,0.38,1002,4.68654567299148,5.0,True
750.0,greedy,normal,0.44,1001,4.942388817104668,5.0,True
750.0,kv_only,normal,0.44,1003,4.880998841497931,5.0,True
900.0,queue_haul,normal,0.48,1002,4.084765873492172,5.0,True
900.0,kv_only,normal,0.2,1001,4.980779532844991,5.0,True
1800.0,queue_haul,normal,0.2,1003,4.980779532844991,5.0,True
1800.0,isolated_fastest,normal,0.3,1002,4.912096742438558,5.0,True
1800.0,replay_only,normal,0.38,1001,4.970887068194697,5.0,True
2700.0,greedy,normal,0.38,1003,4.9708870681947035,5.0,True
2700.0,kv_only,normal,0.44,1002,4.929677393950837,5.0,True
30.0,greedy,normal,0.48,1002,2.4284341395203213,5.0,True
30.0,replay_only,normal,0.2,1001,1.3980779532844985,5.0,True
60.0,greedy,normal,0.2,1003,1.9299462035900965,5.0,True
60.0,kv_only,normal,0.3,1002,1.8127755347235346,5.0,True
120.0,queue_haul,normal,0.38,1001,2.755550507302889,5.0,True
120.0,isolated_fastest,normal,0.38,1003,2.755550507302889,5.0,True
120.0,replay_only,normal,0.44,1002,2.569643813764177,5.0,True
180.0,greedy,normal,0.48,1001,2.7209077854270802,5.0,True
180.0,kv_only,normal,0.48,1003,2.6833320483507923,5.0,True
240.0,greedy,normal,0.2,1002,4.753306416682419,5.0,True
240.0,kv_only,normal,0.3,1001,2.8790557667355845,5.0,True
300.0,queue_haul,normal,0.3,1003,4.686958293947839,5.0,True
300.0,isolated_fastest,normal,0.38,1002,4.094673040472631,5.0,True
300.0,replay_only,normal,0.44,1001,3.1383266041706035,5.0,True
375.0,greedy,normal,0.44,1003,3.964992819848942,5.0,True
375.0,kv_only,normal,0.48,1002,3.0819290440325453,5.0,True
450.0,greedy,normal,0.2,1001,4.980779532844991,5.0,True
450.0,kv_only,normal,0.2,1003,3.8718480915524456,5.0,True
600.0,queue_haul,normal,0.3,1002,4.912096742438558,5.0,True
600.0,isolated_fastest,normal,0.38,1001,4.875827851488312,5.0,True
600.0,replay_only,normal,0.38,1003,4.9708870681947035,5.0,True
750.0,greedy,normal,0.44,1002,4.884076316409045,5.0,True
750.0,kv_only,normal,0.48,1001,3.8039715612434755,5.0,True
900.0,queue_haul,normal,0.48,1003,4.084765873492172,5.0,True
900.0,kv_only,normal,0.2,1002,4.980779532844991,5.0,True
1800.0,queue_haul,normal,0.3,1001,4.912096742438558,5.0,True
1800.0,isolated_fastest,normal,0.3,1003,4.91209674243856,5.0,True
1800.0,replay_only,normal,0.38,1002,4.970887068194697,5.0,True
2700.0,greedy,normal,0.44,1001,4.929677393950843,5.0,True
2700.0,kv_only,normal,0.44,1003,4.929677393950847,5.0,True
30.0,greedy,normal,0.48,1003,2.4284341395203213,5.0,True
30.0,replay_only,normal,0.2,1002,1.3980779532844982,5.0,True
60.0,greedy,normal,0.3,1001,2.1037376248995563,5.0,True
60.0,kv_only,normal,0.3,1003,1.8127755347235346,5.0,True
120.0,queue_haul,normal,0.38,1002,2.755550507302889,5.0,True
120.0,isolated_fastest,normal,0.44,1001,2.7214751513190056,5.0,True
120.0,replay_only,normal,0.44,1003,2.5610212586054657,5.0,True
180.0,greedy,normal,0.48,1002,2.7209077854270802,5.0,True
180.0,replay_only,normal,0.2,1001,3.8007627427516413,5.0,True
240.0,greedy,normal,0.2,1003,4.7153942306553205,5.0,True
240.0,kv_only,normal,0.3,1002,2.8790557667355845,5.0,True
300.0,queue_haul,normal,0.38,1001,4.355057977477859,5.0,True
300.0,isolated_fastest,normal,0.38,1003,4.094673040472631,5.0,True
300.0,replay_only,normal,0.44,1002,3.1383266041706035,5.0,True
375.0,greedy,normal,0.48,1001,3.0819290440325453,5.0,True
375.0,kv_only,normal,0.48,1003,3.0819290440325453,5.0,True
450.0,greedy,normal,0.2,1002,4.980779532844991,5.0,True
450.0,kv_only,normal,0.3,1001,4.1159408358695515,5.0,True
600.0,queue_haul,normal,0.3,1003,4.92533813238417,5.0,True
600.0,isolated_fastest,normal,0.38,1002,4.875827851488312,5.0,True
600.0,replay_only,normal,0.44,1001,4.105087347861525,5.0,True
750.0,greedy,normal,0.44,1003,4.878245066339483,5.0,True
750.0,kv_only,normal,0.48,1002,3.8039715612434755,5.0,True
900.0,greedy,normal,0.2,1001,4.980779532844991,5.0,True
900.0,kv_only,normal,0.2,1003,4.980779532844991,5.0,True
1800.0,queue_haul,normal,0.3,1002,4.912096742438558,5.0,True
1800.0,isolated_fastest,normal,0.38,1001,4.970887068194697,5.0,True
1800.0,replay_only,normal,0.38,1003,4.9708870681947035,5.0,True
2700.0,greedy,normal,0.44,1002,4.929677393950837,5.0,True
2700.0,kv_only,normal,0.48,1001,4.902204277788273,5.0,True
30.0,isolated_fastest,normal,0.2,1001,1.3980779532844985,5.0,True
30.0,replay_only,normal,0.2,1003,1.3980779532844982,5.0,True
60.0,greedy,normal,0.3,1002,2.0951655702976617,5.0,True
60.0,kv_only,normal,0.38,1001,2.1701243254430524,5.0,True
120.0,queue_haul,normal,0.38,1003,2.755550507302889,5.0,True
120.0,isolated_fastest,normal,0.44,1002,2.7214751513190056,5.0,True
120.0,replay_only,normal,0.48,1001,2.5421706976016063,5.0,True
180.0,greedy,normal,0.48,1003,2.7209077854270802,5.0,True
180.0,replay_only,normal,0.2,1002,3.8007627427516413,5.0,True
240.0,greedy,normal,0.3,1001,3.959553068507786,5.0,True
240.0,kv_only,normal,0.3,1003,2.8790557667355845,5.0,True
300.0,queue_haul,normal,0.38,1002,4.355057977477859,5.0,True
300.0,isolated_fastest,normal,0.44,1001,3.603971561243476,5.0,True
300.0,replay_only,normal,0.44,1003,3.147804650677377,5.0,True
375.0,greedy,normal,0.48,1002,3.0819290440325453,5.0,True
375.0,replay_only,normal,0.2,1001,4.980779532844991,5.0,True
450.0,greedy,normal,0.2,1003,4.980779532844991,5.0,True
450.0,kv_only,normal,0.3,1002,4.1159408358695515,5.0,True
600.0,queue_haul,normal,0.38,1001,4.970887068194697,5.0,True
600.0,isolated_fastest,normal,0.38,1003,4.9708870681947035,5.0,True
600.0,replay_only,normal,0.44,1002,4.105087347861525,5.0,True
750.0,greedy,normal,0.48,1001,3.8039715612434755,5.0,True
750.0,kv_only,normal,0.48,1003,3.8039715612434755,5.0,True
900.0,greedy,normal,0.2,1002,4.980779532844991,5.0,True
900.0,kv_only,normal,0.3,1001,4.912096742438558,5.0,True
1800.0,queue_haul,normal,0.3,1003,4.92533813238417,5.0,True
1800.0,isolated_fastest,normal,0.38,1002,4.970887068194697,5.0,True
1800.0,replay_only,normal,0.44,1001,4.929677393950843,5.0,True
2700.0,greedy,normal,0.44,1003,4.929677393950847,5.0,True
2700.0,kv_only,normal,0.48,1002,4.902204277788268,5.0,True
30.0,isolated_fastest,normal,0.2,1002,1.3980779532844982,5.0,True
30.0,replay_only,normal,0.3,1001,1.7559072556828919,5.0,True
60.0,greedy,normal,0.3,1003,2.0951655702976617,5.0,True
60.0,kv_only,normal,0.38,1002,2.1701243254430524,5.0,True
120.0,queue_haul,normal,0.44,1001,2.7214751513190056,5.0,True
120.0,isolated_fastest,normal,0.44,1003,2.7214751513190056,5.0,True
120.0,replay_only,normal,0.48,1002,2.5421706976016063,5.0,True
180.0,isolated_fastest,normal,0.2,1001,3.8007627427516413,5.0,True
180.0,replay_only,normal,0.2,1003,3.8007627427516413,5.0,True
240.0,greedy,normal,0.3,1002,3.959553068507786,5.0,True
240.0,kv_only,normal,0.38,1001,3.0800167900933353,5.0,True
300.0,queue_haul,normal,0.38,1003,4.317860129334255,5.0,True
300.0,isolated_fastest,normal,0.44,1002,3.603971561243476,5.0,True
300.0,replay_only,normal,0.48,1001,2.7610212586054654,5.0,True
375.0,greedy,normal,0.48,1003,3.0819290440325453,5.0,True
375.0,replay_only,normal,0.2,1002,4.980779532844991,5.0,True
450.0,greedy,normal,0.3,1001,4.912096742438558,5.0,True
450.0,kv_only,normal,0.3,1003,4.1159408358695515,5.0,True
600.0,queue_haul,normal,0.38,1002,4.970887068194697,5.0,True
600.0,isolated_fastest,normal,0.44,1001,4.878245066339483,5.0,True
600.0,replay_only,normal,0.44,1003,4.105087347861525,5.0,True
750.0,greedy,normal,0.48,1002,3.8039715612434755,5.0,True
750.0,replay_only,normal,0.2,1001,4.980779532844991,5.0,True
900.0,greedy,normal,0.2,1003,4.980779532844991,5.0,True
900.0,kv_only,normal,0.3,1002,4.912096742438558,5.0,True
1800.0,queue_haul,normal,0.38,1001,4.970887068194697,5.0,True
1800.0,isolated_fastest,normal,0.38,1003,4.9708870681947035,5.0,True
1800.0,replay_only,normal,0.44,1002,4.929677393950837,5.0,True
2700.0,greedy,normal,0.48,1001,4.9672622834166456,5.0,True
2700.0,kv_only,normal,0.48,1003,4.902204277788275,5.0,True
