sessions,source_instances,source_nodes,solver,bandwidth_gbps_per_node,deadline_s,end_s,target_fraction_of_removable_power,initial_source_power_w,minimum_awake_source_power_w,removable_source_power_w,requested_source_drop_w,planned_source_drop_w,modeled_source_drop_at_deadline_w,modeled_fraction_of_removable_power_shed,plan_feasible,planned_moves,replay_moves,kv_moves,moves_completed_by_deadline,moves_completed_by_end,source_nodes_drained_by_deadline,source_nodes_drained_by_end,makespan_s,p95_migration_time_s,p95_service_pause_ms,network_gb,destination_queue_max_depth,destination_queue_p95_observed_wait_s,build_s,plan_s,execute_s
100,3,1,node_aware,1.0,120,180,0.5,980.4740943860552,536.9633567344,443.5107376516552,221.75536882582765,224.43065602721913,148.70103640789534,0.33528170523052586,False,60,60,0,44,59,0,0,175.01985972620764,8.137082365543208,0.10033899999939422,0.003327444,0,0.0,0.0019117500633001328,0.008558958303183317,0.0035534165799617767
100,3,1,node_drain,1.0,120,180,0.5,980.4740943860552,536.9633567344,443.5107376516552,221.75536882582765,199.08289320083838,149.76725693669664,0.337685751938497,False,53,53,0,44,53,0,0,147.53852517199223,8.137082365543218,0.10033899999939422,0.002937655,0,0.0,0.0019117500633001328,0.011173374950885773,0.003161083906888962
100,3,1,lp,1.0,120,180,0.5,980.4740943860552,536.9633567344,443.5107376516552,221.75536882582765,199.08289320083838,149.76725693669664,0.337685751938497,False,53,53,0,44,53,0,0,147.53852517199223,8.137082365543218,0.10033899999939422,0.002937655,0,0.0,0.0019117500633001328,0.029364333022385836,0.0033518332056701183
316,8,1,node_aware,1.0,120,180,0.5,1865.2837936436406,536.9633567344,1328.3204369092405,664.1602184546202,666.9586547283448,254.5971628713594,0.19166848284270968,False,176,176,0,91,129,0,0,179.70034507911555,11.207333625129134,0.10033899999939422,0.007275047,0,0.0,0.00503083411604166,0.02453333279117942,0.007746415678411722
316,8,1,node_drain,1.0,120,180,0.5,1865.2837936436406,536.9633567344,1328.3204369092405,664.1602184546202,391.25229758876685,302.76352518983526,0.22792958444147016,False,136,136,0,112,136,0,0,150.61576058557824,10.667367069021847,0.10033899999939422,0.007777112,0,0.0,0.00503083411604166,0.03306633373722434,0.007260125130414963
316,8,1,lp,1.0,120,180,0.5,1865.2837936436406,536.9633567344,1328.3204369092405,664.1602184546202,391.25229758876685,302.76352518983526,0.22792958444147016,False,136,136,0,112,136,0,0,150.61576058557824,10.667367069021847,0.10033899999939422,0.007777112,0,0.0,0.00503083411604166,0.07032754085958004,0.00827370909973979
1000,25,4,node_aware,1.0,120,180,0.5,6292.4845896509805,2147.8534269375896,4144.631162713391,2072.3155813566955,2073.282441817457,538.0606155702126,0.12982110939347305,False,531,531,0,211,309,1,1,179.6924420931155,13.524725244964849,0.10033899999939422,0.017349568,0,0.0,0.015931708738207817,0.07511708419770002,0.020777666941285133
1000,25,4,node_drain,1.0,120,180,0.5,6292.4845896509805,2147.8534269375896,4144.631162713391,2072.3155813566955,1102.6713647254483,901.9098141955028,0.21760918614650476,False,404,404,0,344,404,1,1,156.21159236114266,11.202755236279135,0.10033899999939422,0.023455516,0,0.0,0.015931708738207817,0.12629766622558236,0.02570975013077259
1000,25,4,lp,1.0,120,180,0.5,6292.4845896509805,2147.8534269375896,4144.631162713391,2072.3155813566955,1102.6713647254483,903.9560515149542,0.2181028940879641,False,404,404,0,345,404,1,1,156.21244304264266,11.202540861462467,0.10033899999939422,0.023455516,0,0.0,0.015931708738207817,0.22525562485679984,0.02577650034800172
3162,77,10,node_aware,1.0,120,180,0.5,18412.35248546982,5369.633567344057,13042.718918125762,6521.359459062882,6521.441748969299,1695.763430416384,0.1300160987184768,False,1657,1657,0,686,1022,0,0,179.69717763011542,11.205518782129133,0.10033899999939422,0.056291542,0,0.0,0.05048387497663498,0.25368495797738433,0.06773154158145189
3162,77,10,node_drain,1.0,120,180,0.5,18412.35248546982,5369.633567344057,13042.718918125762,6521.359459062882,3400.7774191158187,2484.2757546097655,0.19047222977084258,False,1272,1272,0,992,1272,0,0,175.551053469315,13.743239029007771,0.10033899999939422,0.073670184,0,0.0,0.05048387497663498,0.3803260838612914,0.08390004187822342
3162,77,10,lp,1.0,120,180,0.5,18412.35248546982,5369.633567344057,13042.718918125762,6521.359459062882,3400.777419115824,2512.2514554602967,0.1926171583724743,False,1272,1272,0,1001,1272,0,0,171.95133987862178,13.742444327407771,0.10033899999939422,0.073670184,0,0.0,0.05048387497663498,0.7533031669445336,0.08253479190170765
10000,241,31,node_aware,1.0,120,180,0.5,57792.46816763987,16645.864058764546,41146.604108875326,20573.302054437663,20575.99337517666,4838.562204174836,0.11759323300099891,False,5255,5255,0,2023,3025,0,1,179.68808079011552,11.20729217712913,0.10033899999939422,0.166485233,0,0.0,0.16259566601365805,0.8479353748261929,0.24445524998009205
10000,241,31,node_drain,1.0,120,180,0.5,57792.46816763987,16645.864058764546,41146.604108875326,20573.302054437663,10679.394900742722,8059.726570109611,0.1958782928667284,False,4026,4026,0,3209,4026,0,1,170.4881254093577,13.739227921607771,0.10033899999939422,0.23248995,0,0.0,0.16259566601365805,1.2098820842802525,0.294167666696012
10000,241,31,lp,1.0,120,180,0.5,57792.46816763987,16645.864058764546,41146.604108875326,20573.302054437663,10679.394900742722,8084.554903232485,0.19648170434285356,False,4026,4026,0,3214,4026,0,1,170.48831965735766,13.739227921607771,0.10033899999939422,0.23248995,0,0.0,0.16259566601365805,2.410058124922216,0.3033069591037929
31623,760,95,node_aware,1.0,120,180,0.5,181009.33546309167,51011.51888979052,129997.81657330116,64998.90828665058,65004.83395296466,15233.822914794553,0.11718522138565875,False,16551,16551,0,6421,9740,0,0,179.6981534201155,11.206320665791832,0.10033899999939422,0.533267112,0,0.0,0.5486896671354771,2.834873584099114,0.8696605423465371
31623,760,95,node_drain,1.0,120,180,0.5,181009.33546309167,51011.51888979052,129997.81657330116,64998.90828665058,33547.62797933252,22702.390784771153,0.17463670839402198,False,12710,12710,0,9165,12575,0,0,178.09624329079367,10.670135227021852,0.10033899999939422,0.730960454,0,0.0,0.5486896671354771,4.091074542142451,0.9202406252734363
31623,760,95,lp,1.0,120,180,0.5,181009.33546309167,51011.51888979052,129997.81657330116,64998.90828665058,33547.62797933252,22710.97050473641,0.17470270734839996,False,12710,12710,0,9165,12575,0,0,178.09624329079367,10.670135227021852,0.10033899999939422,0.730960454,0,0.0,0.5486896671354771,7.7275773752480745,0.9252107916399837
100000,2403,301,node_aware,1.0,120,180,0.5,572692.4145814078,161625.97037671055,411066.44420469727,205533.22210234863,205536.37323862343,46424.18798606354,0.11293597091312531,False,52337,52337,0,19665,29768,0,0,179.69690373511543,11.207292177129126,0.10033899999939422,1.632996642,0,0.0,1.7154438341967762,9.447827958967537,2.999226083047688
100000,2403,301,node_drain,1.0,120,180,0.5,572692.4145814078,161625.97037671055,411066.44420469727,205533.22210234863,105998.85975579283,84096.02993323654,0.2045801381232654,False,40174,40174,0,33825,40174,0,0,161.81777954670716,8.668497214650493,0.10033899999939422,2.319438938,0,0.0,1.7154438341967762,15.03682899987325,3.3932998329401016
100000,2403,301,lp,1.0,120,180,0.5,572692.4145814078,161625.97037671055,411066.44420469727,205533.22210234863,105998.85975579295,84117.99684524385,0.20463357695856077,False,40174,40174,0,33828,40174,0,0,159.28138419622857,8.668487417875486,0.10033899999939422,2.319438938,0,0.0,1.7154438341967762,27.35850050020963,3.1821994590573013
