action,region,cohort,scenario_id,context_tokens,predicted_s,measured_s
kv_transfer,australiaeast,historical,e1a3353ce27dbe87,16384,7.472586321649272,7.865817239
replay,australiaeast,historical,b74957da9be468c8,31488,28.96327586923911,29.207386911
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,8.326125195
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,11.903716286
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,5.941414651
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,10.615761463
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,13.658915839
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,16.001409343
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,22.552011952
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,18.011656825
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,20.119695332
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,28.742517261
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,26.546065491
kv_transfer,southcentralus,historical,b74957da9be468c8,31488,3.599551734713516,24.357871681
replay,australiaeast,historical,43544237e1cdc97f,31488,28.96327586923911,29.452949783
replay,australiaeast,historical,43544237e1cdc97f,31488,28.96327586923911,58.268469454
replay,southcentralus,historical,43544237e1cdc97f,31488,28.96327586923911,29.250357591
replay,southcentralus,historical,43544237e1cdc97f,31488,28.96327586923911,58.831454458
replay,southcentralus,historical,0b8dee76ccc0b8e0,16384,8.707250797300555,19.187325712
replay,southcentralus,historical,0b8dee76ccc0b8e0,16384,8.707250797300555,10.804120151
replay,australiaeast,historical,0b8dee76ccc0b8e0,16384,8.707250797300555,11.041320584
replay,australiaeast,historical,0b8dee76ccc0b8e0,16384,8.707250797300555,17.161526619
replay,southcentralus,historical,0b8dee76ccc0b8e0,16384,8.707250797300555,25.491165945
kv_transfer,southcentralus,historical,17418df5dbbb4c87,31488,3.599551734713516,4.786150317
kv_transfer,southcentralus,historical,17418df5dbbb4c87,31488,3.599551734713516,6.813531622
kv_transfer,southcentralus,historical,17418df5dbbb4c87,31488,3.599551734713516,8.736326014
kv_transfer,southcentralus,historical,17418df5dbbb4c87,31488,3.599551734713516,11.074313421
kv_transfer,southcentralus,historical,17418df5dbbb4c87,31488,3.599551734713516,13.182729461
kv_transfer,southcentralus,historical,17418df5dbbb4c87,31488,3.599551734713516,15.190473076
replay,australiaeast,historical,82f199e046d35f2f,31488,28.96327586923911,29.200016643
kv_transfer,southcentralus,historical,44b130edc1301d75,16384,2.0043062452369855,2.479237221
kv_transfer,southcentralus,historical,44b130edc1301d75,16384,2.0043062452369855,3.713450877
replay,australiaeast,historical,44b130edc1301d75,16384,8.707250797300555,11.057481042
replay,australiaeast,historical,44b130edc1301d75,16384,8.707250797300555,17.797865022
kv_transfer,southcentralus,historical,44b130edc1301d75,16384,2.0043062452369855,5.233384981
kv_transfer,southcentralus,historical,44b130edc1301d75,16384,2.0043062452369855,6.056795812
kv_transfer,southcentralus,historical,430c7915f7bc1ee0,31488,3.599551734713516,4.177691518
kv_transfer,southcentralus,historical,430c7915f7bc1ee0,31488,3.599551734713516,6.227248134
replay,australiaeast,historical,430c7915f7bc1ee0,31488,28.96327586923911,29.513363686
kv_transfer,southcentralus,historical,a5d3d72a55807fb9,31488,3.599551734713516,7.167861929
kv_transfer,southcentralus,historical,a5d3d72a55807fb9,31488,3.599551734713516,9.562328973
kv_transfer,southcentralus,historical,a5d3d72a55807fb9,31488,3.599551734713516,4.767432321
kv_transfer,southcentralus,historical,a5d3d72a55807fb9,31488,3.599551734713516,11.374605116
replay,australiaeast,historical,a5d3d72a55807fb9,31488,28.96327586923911,29.35872854
replay,australiaeast,historical,a5d3d72a55807fb9,31488,28.96327586923911,58.136628283
kv_transfer,southcentralus,historical,b4a514bebccae6b4,16384,2.0043062452369855,2.589363215
kv_transfer,southcentralus,historical,b4a514bebccae6b4,16384,2.0043062452369855,3.848496169
kv_transfer,southcentralus,historical,b4a514bebccae6b4,16384,2.0043062452369855,5.178303165
kv_transfer,southcentralus,historical,b4a514bebccae6b4,16384,2.0043062452369855,6.024354081
kv_transfer,southcentralus,historical,f76b9cf055fa17cc,8192,1.1390883526395454,1.33503891
kv_transfer,southcentralus,historical,f76b9cf055fa17cc,8192,1.1390883526395454,2.628222335
kv_transfer,southcentralus,historical,f76b9cf055fa17cc,8192,1.1390883526395454,2.034451911
kv_transfer,southcentralus,historical,ae9f4a5d3d8931d9,31488,3.599551734713516,3.977207941
kv_transfer,southcentralus,historical,ae9f4a5d3d8931d9,31488,3.599551734713516,6.30767993
kv_transfer,southcentralus,historical,ae9f4a5d3d8931d9,31488,3.599551734713516,7.821101966
kv_transfer,southcentralus,historical,46da44e6e41e0938,16384,2.0043062452369855,5.903440116
kv_transfer,southcentralus,historical,46da44e6e41e0938,16384,2.0043062452369855,6.892727465
kv_transfer,southcentralus,historical,46da44e6e41e0938,16384,2.0043062452369855,3.454042983
kv_transfer,southcentralus,historical,46da44e6e41e0938,16384,2.0043062452369855,5.023689546
kv_transfer,southcentralus,historical,46da44e6e41e0938,16384,2.0043062452369855,7.874481688
replay,australiaeast,historical,46da44e6e41e0938,16384,8.707250797300555,19.327705128
replay,australiaeast,historical,46da44e6e41e0938,16384,8.707250797300555,11.02898791
replay,australiaeast,historical,46da44e6e41e0938,16384,8.707250797300555,25.582953725
kv_transfer,southcentralus,historical,7e6896d9f4a63e69,16384,2.0043062452369855,2.75645204
replay,australiaeast,historical,7e6896d9f4a63e69,16384,8.707250797300555,11.079749576
replay,australiaeast,historical,7e6896d9f4a63e69,16384,8.707250797300555,19.376971161
replay,australiaeast,historical,7e6896d9f4a63e69,16384,8.707250797300555,27.718343019
replay,australiaeast,historical,7e6896d9f4a63e69,16384,8.707250797300555,43.034324031
replay,australiaeast,historical,7e6896d9f4a63e69,16384,8.707250797300555,36.111076469
replay,australiaeast,historical,7cbf8f0e2c1bcf45,24576,18.113900252351748,20.763041564
replay,australiaeast,historical,7cbf8f0e2c1bcf45,24576,18.113900252351748,37.050562247
kv_transfer,southcentralus,historical,0e36a25ff61a73a6,16384,2.0043062452369855,2.675269223
kv_transfer,southcentralus,historical,0e36a25ff61a73a6,16384,2.0043062452369855,4.327069993
replay,australiaeast,historical,0e36a25ff61a73a6,16384,8.707250797300555,8.759595042
kv_transfer,southcentralus,historical,c3f5773437395929,16384,2.0043062452369855,2.288294664
kv_transfer,southcentralus,historical,b6d60cc1b0d07824,16384,2.0043062452369855,2.261994022
kv_transfer,southcentralus,historical,b6d60cc1b0d07824,16384,2.0043062452369855,3.630695576
kv_transfer,southcentralus,historical,b6d60cc1b0d07824,16384,2.0043062452369855,4.776808528
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,1.643613306
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,3.14109679
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,7.614376726
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,2.383967144
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,4.134734798
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,3.435971224
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,4.768414455
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,7.950855693
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,4.967319296
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,5.449332234
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,6.903143076
kv_transfer,southcentralus,historical,a34d7b5ce34feea5,8192,1.1390883526395454,6.181357324
replay,australiaeast,historical,6a64d8b382616be3,16384,8.707250797300555,11.054052795
replay,southcentralus,historical,6a64d8b382616be3,16384,8.707250797300555,10.786722429
replay,australiaeast,historical,6a64d8b382616be3,16384,8.707250797300555,19.36650911
replay,southcentralus,historical,6a64d8b382616be3,16384,8.707250797300555,19.194508444
replay,southcentralus,historical,6a64d8b382616be3,16384,8.707250797300555,34.12734273
replay,southcentralus,historical,6a64d8b382616be3,16384,8.707250797300555,27.613165656
replay,australiaeast,historical,6a64d8b382616be3,16384,8.707250797300555,25.611392261
kv_transfer,southcentralus,historical,1fc7aef55720e2f4,16384,2.0043062452369855,2.058682275
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,4.330536962
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,6.296123741
replay,australiaeast,historical,2e93609a0f32dcf0,24576,18.113900252351748,20.675783308
replay,australiaeast,historical,2e93609a0f32dcf0,24576,18.113900252351748,38.549480221
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,8.168434416
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,11.125072326
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,9.993259883
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,14.149419794
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,12.565129845
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,18.266530797
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,16.186718559
kv_transfer,southcentralus,historical,2e93609a0f32dcf0,24576,2.8695241378344263,20.025515602
replay,australiaeast,historical,2e93609a0f32dcf0,24576,18.113900252351748,54.355448334
replay,australiaeast,historical,4f355644880cc815,16384,8.707250797300555,11.088915449
replay,australiaeast,historical,4f355644880cc815,16384,8.707250797300555,25.631764679
replay,southcentralus,historical,4f355644880cc815,16384,8.707250797300555,10.790433703
replay,southcentralus,historical,4f355644880cc815,16384,8.707250797300555,17.464585237
replay,australiaeast,historical,4f355644880cc815,16384,8.707250797300555,19.389024898
kv_transfer,southcentralus,historical,0e0b2e304100e262,24576,2.8695241378344263,12.198277862
kv_transfer,southcentralus,historical,0e0b2e304100e262,24576,2.8695241378344263,7.615403742
kv_transfer,southcentralus,historical,0e0b2e304100e262,24576,2.8695241378344263,3.809475496
kv_transfer,southcentralus,historical,0e0b2e304100e262,24576,2.8695241378344263,5.72039061
kv_transfer,southcentralus,historical,0e0b2e304100e262,24576,2.8695241378344263,10.728034699
kv_transfer,southcentralus,historical,0e0b2e304100e262,24576,2.8695241378344263,9.571543799
kv_transfer,southcentralus,historical,420a99578a65d910,8192,1.1390883526395454,1.484646545
kv_transfer,southcentralus,historical,420a99578a65d910,8192,1.1390883526395454,2.134677906
kv_transfer,southcentralus,historical,420a99578a65d910,8192,1.1390883526395454,2.78701724
kv_transfer,southcentralus,historical,420a99578a65d910,8192,1.1390883526395454,3.323698876
kv_transfer,southcentralus,historical,420a99578a65d910,8192,1.1390883526395454,3.731514043
replay,australiaeast,historical,2bc75dea2566d498,16384,8.707250797300555,19.389199303
kv_transfer,southcentralus,historical,2bc75dea2566d498,16384,2.0043062452369855,2.73839288
kv_transfer,southcentralus,historical,2bc75dea2566d498,16384,2.0043062452369855,4.042757425
replay,australiaeast,historical,2bc75dea2566d498,16384,8.707250797300555,26.207266518
replay,australiaeast,historical,2bc75dea2566d498,16384,8.707250797300555,11.069655535
kv_transfer,southcentralus,historical,2bc75dea2566d498,16384,2.0043062452369855,6.160160121
kv_transfer,southcentralus,historical,2bc75dea2566d498,16384,2.0043062452369855,7.224458003
kv_transfer,southcentralus,historical,2bc75dea2566d498,16384,2.0043062452369855,5.301592355
kv_transfer,southcentralus,historical,2bc75dea2566d498,16384,2.0043062452369855,8.179127277
replay,australiaeast,historical,a46cbd6c72959d26,16384,8.707250797300555,8.815195148
kv_transfer,southcentralus,historical,a46cbd6c72959d26,16384,2.0043062452369855,1.881383461
kv_transfer,southcentralus,historical,6c920754c0f3ba7a,31488,3.599551734713516,3.8526803
kv_transfer,southcentralus,historical,6c920754c0f3ba7a,31488,3.599551734713516,5.884247369
replay,australiaeast,historical,6c920754c0f3ba7a,31488,28.96327586923911,29.884252712
kv_transfer,southcentralus,historical,ae590f4e1539ac45,16384,2.0043062452369855,2.130293376
kv_transfer,southcentralus,historical,56f53c1567a02a8e,16384,2.0043062452369855,2.666776215
kv_transfer,southcentralus,historical,56f53c1567a02a8e,16384,2.0043062452369855,4.834408858
replay,australiaeast,historical,56f53c1567a02a8e,16384,8.707250797300555,9.359379789
kv_transfer,southcentralus,historical,56f53c1567a02a8e,16384,2.0043062452369855,4.98688501
replay,australiaeast,historical,1165b88645d876f6,24576,18.113900252351748,20.728703712
kv_transfer,southcentralus,historical,1165b88645d876f6,24576,2.8695241378344263,4.505878531
kv_transfer,southcentralus,historical,1165b88645d876f6,24576,2.8695241378344263,8.596590759
kv_transfer,southcentralus,historical,1165b88645d876f6,24576,2.8695241378344263,9.968877123
kv_transfer,southcentralus,historical,1165b88645d876f6,24576,2.8695241378344263,6.068632242
replay,australiaeast,historical,1165b88645d876f6,24576,18.113900252351748,36.61585251
replay,australiaeast,historical,a8ed6ab7f65edd27,16384,8.707250797300555,9.362031529
kv_transfer,southcentralus,historical,a8ed6ab7f65edd27,16384,2.0043062452369855,3.170799403
kv_transfer,southcentralus,historical,a8ed6ab7f65edd27,16384,2.0043062452369855,7.916606907
kv_transfer,southcentralus,historical,a8ed6ab7f65edd27,16384,2.0043062452369855,8.47007194
kv_transfer,southcentralus,historical,a8ed6ab7f65edd27,16384,2.0043062452369855,4.956398355
kv_transfer,southcentralus,historical,a8ed6ab7f65edd27,16384,2.0043062452369855,5.566972661
kv_transfer,southcentralus,historical,a8ed6ab7f65edd27,16384,2.0043062452369855,6.619147643
kv_transfer,australiaeast,historical,4d7094f4be03f6a2,16384,7.472586321649272,8.646699015
kv_transfer,southcentralus,historical,4d7094f4be03f6a2,16384,2.0043062452369855,8.505266759
kv_transfer,southcentralus,historical,4d7094f4be03f6a2,16384,2.0043062452369855,5.560344394
kv_transfer,southcentralus,historical,4d7094f4be03f6a2,16384,2.0043062452369855,9.528157137
kv_transfer,southcentralus,historical,4d7094f4be03f6a2,16384,2.0043062452369855,3.381958281
kv_transfer,southcentralus,historical,4d7094f4be03f6a2,16384,2.0043062452369855,5.146812622
kv_transfer,southcentralus,historical,4d7094f4be03f6a2,16384,2.0043062452369855,6.799330726
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,5.080622612
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,26.965956876
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,12.105210397
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,9.755358378
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,7.417364792
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,24.038249353
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,14.46600277
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,16.837184003
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,19.223267188
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,21.623429295
kv_transfer,southcentralus,historical,c8ad3dcc6be6273b,8192,1.1390883526395454,1.238901272
replay,australiaeast,historical,c8ad3dcc6be6273b,8192,2.5948304968677127,27.458524875
kv_transfer,southcentralus,historical,0425175b0afea7e8,8192,1.1390883526395454,1.656722066
kv_transfer,southcentralus,historical,0425175b0afea7e8,8192,1.1390883526395454,2.578329303
kv_transfer,southcentralus,historical,0425175b0afea7e8,8192,1.1390883526395454,3.488807202
kv_transfer,southcentralus,historical,0425175b0afea7e8,8192,1.1390883526395454,2.774845469
kv_transfer,southcentralus,historical,2d1c5ec97dd52667,16384,2.0043062452369855,2.620684041
kv_transfer,southcentralus,historical,2d1c5ec97dd52667,16384,2.0043062452369855,4.904199568
kv_transfer,southcentralus,historical,2d1c5ec97dd52667,16384,2.0043062452369855,4.370243776
kv_transfer,southcentralus,historical,cf2212ae66599cc3,16384,2.0043062452369855,3.410822488
kv_transfer,southcentralus,historical,cf2212ae66599cc3,16384,2.0043062452369855,2.313939028
replay,australiaeast,historical,cf2212ae66599cc3,16384,8.707250797300555,9.019014097
replay,australiaeast,historical,565fb0641f8dee2c,24576,18.113900252351748,19.535948639
kv_transfer,southcentralus,historical,d8e8d28b104030f6,16384,2.0043062452369855,2.390297003
kv_transfer,southcentralus,historical,d8e8d28b104030f6,16384,2.0043062452369855,3.783004462
kv_transfer,southcentralus,historical,d8e8d28b104030f6,16384,2.0043062452369855,5.685247843
kv_transfer,southcentralus,historical,d8e8d28b104030f6,16384,2.0043062452369855,4.880463846
kv_transfer,australiaeast,historical,d8e8d28b104030f6,16384,7.472586321649272,27.29492688
kv_transfer,australiaeast,historical,d8e8d28b104030f6,16384,7.472586321649272,22.463466726
kv_transfer,australiaeast,historical,d8e8d28b104030f6,16384,7.472586321649272,11.98559215
kv_transfer,australiaeast,historical,d8e8d28b104030f6,16384,7.472586321649272,16.747417717
kv_transfer,southcentralus,historical,d8e8d28b104030f6,16384,2.0043062452369855,7.138847487
kv_transfer,australiaeast,historical,b7758baad1d5a5a1,16384,7.472586321649272,9.343569978
kv_transfer,southcentralus,historical,b7758baad1d5a5a1,16384,2.0043062452369855,2.423531689
kv_transfer,australiaeast,historical,b7758baad1d5a5a1,16384,7.472586321649272,14.289123773
kv_transfer,southcentralus,historical,b7758baad1d5a5a1,16384,2.0043062452369855,3.981442916
replay,australiaeast,historical,83e6b2871b53acfc,16384,8.707250797300555,27.541532695
replay,australiaeast,historical,83e6b2871b53acfc,16384,8.707250797300555,36.238396665
replay,australiaeast,historical,83e6b2871b53acfc,16384,8.707250797300555,19.234563055
replay,australiaeast,historical,83e6b2871b53acfc,16384,8.707250797300555,10.977092058
replay,southcentralus,historical,83e6b2871b53acfc,16384,8.707250797300555,10.764927718
replay,southcentralus,historical,83e6b2871b53acfc,16384,8.707250797300555,35.932933096
replay,southcentralus,historical,83e6b2871b53acfc,16384,8.707250797300555,19.107123784
replay,southcentralus,historical,83e6b2871b53acfc,16384,8.707250797300555,27.502416653
kv_transfer,southcentralus,historical,83e6b2871b53acfc,16384,2.0043062452369855,51.828256133
kv_transfer,southcentralus,historical,83e6b2871b53acfc,16384,2.0043062452369855,51.827930551
replay,southcentralus,historical,83e6b2871b53acfc,16384,8.707250797300555,51.827182019
replay,southcentralus,historical,83e6b2871b53acfc,16384,8.707250797300555,44.450450848
kv_transfer,southcentralus,historical,92dceffce657193a,31488,3.599551734713516,7.486935292
kv_transfer,australiaeast,historical,92dceffce657193a,31488,14.108902506568379,17.261525658
kv_transfer,southcentralus,historical,92dceffce657193a,31488,3.599551734713516,5.343927536
kv_transfer,southcentralus,historical,92dceffce657193a,31488,3.599551734713516,12.058491882
kv_transfer,southcentralus,historical,92dceffce657193a,31488,3.599551734713516,10.194352784
kv_transfer,australiaeast,historical,92dceffce657193a,31488,14.108902506568379,26.73133606
kv_transfer,southcentralus,historical,92dceffce657193a,31488,3.599551734713516,14.276568795
kv_transfer,southcentralus,historical,92dceffce657193a,31488,3.599551734713516,16.501344119
replay,australiaeast,historical,b5982e8ddad90d56,16384,8.707250797300555,19.28629761
replay,australiaeast,historical,b5982e8ddad90d56,16384,8.707250797300555,26.097650848
replay,australiaeast,historical,b5982e8ddad90d56,16384,8.707250797300555,11.005619382
kv_transfer,southcentralus,historical,b5982e8ddad90d56,16384,2.0043062452369855,1.931390817
replay,southcentralus,historical,abd48964645fbd19,16384,8.707250797300555,8.61341492
replay,australiaeast,historical,abd48964645fbd19,16384,8.707250797300555,17.252075353
replay,australiaeast,historical,abd48964645fbd19,16384,8.707250797300555,11.001201465
replay,southcentralus,historical,6332443d502db05d,16384,8.707250797300555,8.496982387
kv_transfer,southcentralus,historical,7f42d82394342942,16384,2.0043062452369855,2.323640353
kv_transfer,southcentralus,historical,7f42d82394342942,16384,2.0043062452369855,3.675345391
kv_transfer,southcentralus,historical,7f42d82394342942,16384,2.0043062452369855,4.93208706
kv_transfer,southcentralus,historical,ed2c556866c6ba81,24576,2.8695241378344263,5.238799609
kv_transfer,southcentralus,historical,ed2c556866c6ba81,24576,2.8695241378344263,3.360263405
kv_transfer,southcentralus,historical,ed2c556866c6ba81,24576,2.8695241378344263,6.99825371
kv_transfer,southcentralus,historical,d645ba34b0af37bc,31488,3.599551734713516,6.191646067
kv_transfer,southcentralus,historical,d645ba34b0af37bc,31488,3.599551734713516,3.945121485
replay,australiaeast,historical,d645ba34b0af37bc,31488,28.96327586923911,58.61213645
replay,australiaeast,historical,d645ba34b0af37bc,31488,28.96327586923911,29.414462267
replay,southcentralus,historical,e3142edf506e1610,31488,28.96327586923911,29.34546101
replay,australiaeast,historical,e3142edf506e1610,31488,28.96327586923911,29.38965821
kv_transfer,southcentralus,historical,94bde8c34e27bcc7,16384,2.0043062452369855,2.080572105
replay,australiaeast,historical,94bde8c34e27bcc7,16384,8.707250797300555,8.905966375
kv_transfer,southcentralus,historical,919efb8b9fdc3fc0,16384,2.0043062452369855,2.41466701
replay,australiaeast,historical,919efb8b9fdc3fc0,16384,8.707250797300555,18.16734439
kv_transfer,southcentralus,historical,919efb8b9fdc3fc0,16384,2.0043062452369855,3.724838178
replay,australiaeast,historical,919efb8b9fdc3fc0,16384,8.707250797300555,10.965359991
kv_transfer,southcentralus,historical,919efb8b9fdc3fc0,16384,2.0043062452369855,4.600090864
