scenario_id,action,predicted_s,measured_s
36c8e68f48a01e3d,mixed,7.784491490603138,8.186537266
68edffd356775628,mixed,8.707250797300555,8.73993125
710147ff713955b4,mixed,57.92655173847822,58.091770629
d61416518252a9f7,mixed,28.96327586923911,29.793463653
009d5e03f0d618cf,kv_transfer,14.945172643298545,17.155195748
6f9eefd4eb0705df,mixed,13.669060231674544,7.238424005
8dd03bbfd0e23406,replay,34.82900318920222,33.618651131
f3780da9b250f722,replay,57.92655173847822,57.923085153
23734223bbae978c,mixed,8.707250797300555,8.921150663
1aa406fa865122ee,replay,2.5948304968677127,2.875078774
b807f0e54b659a8e,replay,12.974152484338564,13.004941952
a34f6252d454a78f,kv_transfer,13.669060231674544,7.990501476
2671799ebeebabaf,replay,26.121752391901666,26.041488019
675bf8ca7094921e,replay,17.41450159460111,17.397411536
37793b881fd3348a,kv_transfer,12.025837471421914,8.356383465
95812192c03cd298,mixed,7.973618468476817,5.320381643
e52a36bebba24430,mixed,13.669060231674544,7.997439816
08a031b5bc4994e3,replay,18.113900252351748,18.810674866
14778cc737d5eaac,replay,34.82900318920222,34.338325213
b472b4d45a7f5f25,mixed,8.707250797300555,8.985536726
7a1138188d403352,kv_transfer,15.492913563382755,14.443051617
80866bcf8eee4b55,mixed,18.113900252351748,18.7159673
3fb086b7dc44dfb0,mixed,54.34170075705524,56.774667028
82ab0973b649ff24,mixed,8.707250797300555,8.838266747
4ed69525e077368d,mixed,8.707250797300555,8.929033241
14a6a55933410fa0,replay,52.243504783803324,51.005524395
415eed960b15d96c,kv_transfer,15.492913563382755,17.14012381
abafaefa9acbb6ec,mixed,18.03875620713287,18.920023328
d018709bf09fc00e,kv_transfer,11.619685172537066,13.880917299
9a1d4a6b808034b2,mixed,12.025837471421914,8.961765875
5495520aa1396b34,kv_transfer,14.945172643298545,15.648352963
25b364704b9aaf02,mixed,17.41450159460111,17.283773128
97af1937741abca6,replay,7.784491490603138,7.748182444
461688fa2f8c2b7f,mixed,17.41450159460111,17.386290287
08841a2dd93bc69a,kv_transfer,7.472586321649272,8.164382586
b6909ff0af839fe9,replay,26.121752391901666,25.113693067
e6f659458fa6da6a,mixed,11.390883526395454,6.613538982
8c65d4201f31abbc,mixed,57.92655173847822,59.963167093
941c3936f2bd933f,kv_transfer,29.89034528659709,31.549387793
63790bc94bc5b6c7,mixed,54.34170075705524,54.86713467
402f5c07299ee157,mixed,8.707250797300555,9.020475146
b559b504e834c835,mixed,17.41450159460111,17.397644546
dfed410fc4939009,kv_transfer,14.945172643298545,17.065165289
a48ccf3fbccccbf6,replay,5.189660993735425,5.312185514
7af4c56e19e233fc,mixed,36.227800504703495,36.766348337
affd76df6f683068,kv_transfer,2.0043062452369855,2.050993263
11e8402d49b6f144,mixed,17.41450159460111,17.358367336
732242baea601d3b,kv_transfer,13.669060231674544,7.318797409
ea4347f2303ca221,mixed,8.707250797300555,8.815238247
5b7f7f65f0a0d03c,kv_transfer,22.14388850490571,22.297995215
c31b006af356b692,kv_transfer,10.251795173755909,5.765039642
72e96d2d08487157,kv_transfer,10.021531226184928,6.945323182
07a2774caeb2ef8a,mixed,8.707250797300555,8.877033092
1352945b665214ec,replay,7.784491490603138,7.720739589
2c617f64adc681e7,mixed,17.41450159460111,17.250472472
f63bc4058dd6ff61,replay,26.121752391901666,25.165188448
c548db6b8a6e8751,kv_transfer,2.0043062452369855,1.986453578
5d514947a1ff9444,mixed,10.021531226184928,9.064929686
e3483081970719d3,replay,54.34170075705524,55.06675737
6236563a245ebfc2,replay,26.121752391901666,25.885650343
f5e8936bc57e0e33,kv_transfer,2.0043062452369855,1.915906157
627e47aeeabc417d,mixed,26.121752391901666,26.234692217
5956d976fc1461a0,mixed,36.227800504703495,36.925142269
bcbc43e40a9db301,mixed,54.34170075705524,56.306976312
83767645e7d7d1d9,kv_transfer,5.739048275668853,5.81857951
37d6e12e3a7d7577,kv_transfer,22.14388850490571,21.626377388
2a9276aa0f110a54,kv_transfer,17.99775867356758,12.585999577
d5850bc9b34bd27f,mixed,10.251795173755909,8.214153826
db2a9a8ae7cb4fe3,replay,17.41450159460111,17.378098933
a74c712a465b6964,kv_transfer,14.0301437166589,9.245183464
456af06b91757093,mixed,26.121752391901666,25.942449012
7ab4f67aad10f7cd,replay,34.82900318920222,33.655960782
d788e987ea12aa99,mixed,26.121752391901666,25.762715988
bdfd97dbf311fcd0,mixed,57.92655173847822,59.66031499
81334d61e5db1749,kv_transfer,5.739048275668853,5.48536645
5efd77d55391043e,kv_transfer,4.008612490473971,3.682906709
993e97f597f0eaa2,replay,28.543135465544836,27.764314694
145723fbdf366a42,mixed,8.707250797300555,8.972394564
fbd17576da04ddf3,replay,57.92655173847822,59.2493291
60e465797e85242e,mixed,115.85310347695643,181.050106988
90b910bcec9a147e,mixed,26.121752391901666,26.448589574
38d11d86812a3e05,kv_transfer,6.012918735710956,4.731592366
00ca497fde15786b,mixed,57.92655173847822,63.777591076
5e852ca19c2f3f13,mixed,12.025837471421914,8.982865954
d535e2744a368540,kv_transfer,13.669060231674544,7.708866655
148ff0f02f2d111a,mixed,28.96327586923911,29.686729215
3e8b94c737afa6b0,kv_transfer,5.695441763197727,3.549801712
e4fcfe3da294fb2e,mixed,8.707250797300555,8.902465137
644f92b2901653db,mixed,8.707250797300555,8.863591807
bae27952197b92a5,mixed,8.707250797300555,8.991906929
604e2b7f37d806e5,kv_transfer,33.21583275735857,29.641257043
2905ba7f7a99c670,mixed,57.92655173847822,58.551513688
0ac60c7d0160602b,mixed,57.92655173847822,59.856106788
9f76e6fd559c0332,mixed,12.974152484338564,12.617874036
35ea400659b072da,kv_transfer,14.945172643298545,13.713219659
b98997ae1a1a6276,mixed,17.41450159460111,17.406638881
d7f64c5cecc69dce,replay,54.34170075705524,55.078826415
26beac1f6f3824cd,replay,17.41450159460111,17.39208231
aee0bab5795e83ce,mixed,7.784491490603138,7.732589888
422012356537bba3,mixed,22.047368697606842,17.390932618
018d6aa0b4e4071f,kv_transfer,12.025837471421914,8.399442637
c37e395e5e33eb24,mixed,57.92655173847822,58.730831859
25ed7e2b8c0e6c50,mixed,17.41450159460111,17.294126273
0955fac57cc78f1a,mixed,10.37932198747085,10.157951732
aa99955b3bbbabb1,kv_transfer,14.108902506568379,14.515952945
eebcb33a963b4c11,mixed,8.707250797300555,8.954868798
d54b654693f6c969,kv_transfer,4.008612490473971,3.381827474
8432b8c24a0cf6d0,mixed,36.227800504703495,36.674164076
28ccd728d9887140,mixed,8.707250797300555,8.978836462
53ac1451d57573e9,replay,26.121752391901666,25.641290968
a231185b128805eb,mixed,28.96327586923911,29.616655313
1c67db1528dde7a1,mixed,17.41450159460111,17.482866333
d64d639e7d914967,mixed,8.707250797300555,8.952467163
af649e836e2ebac0,kv_transfer,6.012918735710956,4.771755449
e8e8d94325212b1d,mixed,57.92655173847822,58.71728034
86c2fe92f9f6681f,kv_transfer,8.017224980947942,5.808497732
66b371ca44801c61,kv_transfer,11.071944252452855,11.26489441
08895ea3d1661530,mixed,8.707250797300555,8.81889403
0ebd58a394af25a6,mixed,8.707250797300555,9.280072238
9bd99c3296864d13,mixed,8.707250797300555,8.930968217
9ad6dcff360164f9,kv_transfer,7.472586321649272,7.798566734
7252eb0ba2d585fe,mixed,8.707250797300555,8.970134509
cc521cec989d966b,replay,54.34170075705524,54.800088212
af6a2c95cac54514,mixed,12.025837471421914,8.935825552
961e9bc41e338c20,replay,8.707250797300555,8.980028531
9c9e93c18981e8ae,mixed,7.973618468476817,5.390175797
9548025885b08b75,mixed,28.96327586923911,29.672701677
99c98cc9e4c6ca16,mixed,26.121752391901666,25.693969026
ed78b6ece2a3159a,replay,28.96327586923911,29.74762307
8b7f281114a1a250,mixed,18.113900252351748,18.784402001
78cc91390c53f69f,kv_transfer,4.008612490473971,3.566091178
9bbf73e61d9bf48d,mixed,17.41450159460111,17.357579535
efc7380028019feb,mixed,12.025837471421914,8.961749359
22ee97a4280e618e,kv_transfer,22.417758964947815,20.404224352
2bafc8440bb97ee3,replay,18.113900252351748,18.799395368
05f45bc82fc7c776,mixed,57.92655173847822,63.786476781
e3b70100ea5de789,kv_transfer,14.398206938854065,10.852827583
2c7c33c5402638cd,mixed,17.41450159460111,17.384753996
1ba191264ca57c33,mixed,17.41450159460111,17.453480143
55e66eb7340ccc96,replay,18.16381347807399,17.015852913
8bb1fd5802a7705b,kv_transfer,7.472586321649272,8.146663865
9d45425c37488954,mixed,8.707250797300555,8.974708267
