sequence,stage,family,cohort,source_gpu_uuid,prompt_tokens,output_tokens,concurrency,realized_prefill_tps,realized_decode_tps,predicted_power_w,measured_power_w,residual_w
19,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,16,1790.8292681535474,6.995426828724795,110.64289815851077,107.75798319327731,-2.884914965233463
20,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,512,8,797.447315606235,14.240130635825624,105.73241494603822,105.18658254918735,-0.5458323968508694
21,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,64,8,2941.194485573416,22.978081918542312,121.5229487447427,116.81618784530386,-4.706760899438848
22,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,1,4,3591.156830925202,0.4383736365875491,119.8372736359558,116.71945945945946,-3.1178141764963385
23,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,1,2,3588.3363032139514,0.4380293338884218,119.82198712042577,116.47063063063062,-3.351356489795151
24,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,1,1657.450678429646,6.474416712615804,109.56915722546465,109.44024844720498,-0.12890877825967095
25,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,256,512,1,17.7779329309837,35.5558658619674,106.76956458463756,112.67290598290597,5.9033413982684095
26,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,512,2,787.4864077750412,14.062257281697166,105.59785725603003,107.9741722972973,2.3763150412672758
27,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,256,512,16,275.54426260058324,551.0885252011665,164.20311253899263,160.06666666666666,-4.1364458723259645
28,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,1,333.33759502978245,35.320539870705424,108.98720559601203,116.13029126213593,7.143085666123895
29,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,512,8,1290.2126447244257,80.6382902952766,125.5605785119671,118.99745145631067,-6.563127055656423
30,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,1,8,1213.237711193017,0.04231437329774752,104.21834530277857,102.99955844155845,-1.2187868612201243
31,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,512,4,1241.6619505505994,77.60387190941246,124.72784770237301,125.55771028037383,0.8298625780008138
32,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,16,3739.326454901082,396.2200217113729,161.0986490695458,162.85285714285715,1.7542080733113607
33,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,512,4,794.3425034082609,14.1846875608618,105.69051718478597,106.60955669224211,0.9190395074561337
34,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,1,8405.37572315257,4.104187364820591,139.5417943146284,144.0549494949495,4.513155180321121
35,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,1,8,3593.7094736150643,0.4386852384784014,119.85110287402202,116.55554054054055,-3.2955623334814703
36,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,512,8,797.568171309619,14.242288773386052,105.73404502687242,105.1947965738758,-0.5392484529966168
37,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,1,16,3595.9702159997278,0.43896120800777927,119.8633464174147,116.5531418918919,-3.3102045255228063
38,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,1,1,1212.3870786170864,0.04228470558792852,104.21162301292749,103.28953125,-0.9220917629274936
39,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,1,16,1213.2694244967297,0.04231547937000313,104.21859590393997,102.74806703547023,-1.4705288684697422
40,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,64,2,2582.651684516977,20.176966285288884,118.9696217843665,118.23038834951456,-0.7392334348519398
41,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,512,1,492.98952627153966,30.81184539197123,108.74330764762449,115.02022222222222,6.2769145745977255
42,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,1,8406.52157466001,4.104746862626958,139.54520305376295,144.21878787878788,4.673584825024932
43,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,16,1790.7960494615904,6.995297068209338,110.6426341269309,107.66826890756303,-2.9743652193678685
44,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,2,648.7895871836339,68.74591652276916,119.82140269953385,123.76773584905659,3.9463331495227436
45,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,256,512,4,70.36745707900312,140.73491415800623,131.31065366923622,133.15474576271185,1.8440920934756377
46,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,4,1799.9630162750389,7.0311055323243705,110.71543257235041,109.16814189189189,-1.5472906804585165
47,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,1,1653.671555361009,6.459654513128942,109.53833216903041,108.98024844720497,-0.5580837218254402
48,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,64,1,2020.8729872713136,15.788070213057138,114.58750484348758,115.66717171717171,1.0796668736841326
49,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,2,8528.76448770115,4.164435785010327,139.90643425361637,141.04326530612244,1.1368310525060679
50,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,4,1218.7820653182798,129.1424704973012,133.7197749007567,134.29866071428572,0.5788858135290127
51,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,2,1795.58509009059,7.014004258166367,110.68068157915785,109.78067567567568,-0.9000059034821675
52,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,8,2096.8582119444104,222.1836515967587,147.24299717857696,145.28714285714287,-1.9558543214340887
53,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,64,16,2936.519515311267,22.94155871336927,121.49077124019124,117.27005524861879,-4.2207159915724475
54,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,16,3760.1890486404404,398.4306276705102,161.2223146552065,162.59413461538463,1.3718199601781293
55,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,8,1799.7765299353719,7.030377070060046,110.71395287501878,108.58456081081081,-2.1293920642079627
56,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,16,8688.455310698766,4.242409819677132,140.3712010641426,145.07105691056913,4.699855846426516
57,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,256,512,8,140.37203334205446,280.74406668410893,148.42478867957047,141.67177966101696,-6.753009018553513
58,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,64,1,2032.5758826055098,15.879499082855546,114.68398878353575,117.41918367346939,2.735194889933638
59,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,1,2,1212.949996957566,0.0423043386215669,104.21607169724334,103.3542077922078,-0.8618639050355341
60,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,256,512,2,35.51261726728076,71.02523453456152,116.93545753328688,120.27333333333333,3.3378758000464472
61,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,512,2,787.0219732724446,14.05396380843651,105.59157342541332,107.56389170896786,1.972318283554543
62,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,512,4,1241.9574795471915,77.62234247169947,124.73297761440492,127.48205607476635,2.7490784603614316
63,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,2,650.2341081782773,68.89897835001614,119.86468612472801,125.12594339622642,5.261257271498408
64,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,8,8654.91777275713,4.226034068729067,140.27425340227626,147.5396261682243,7.26537276594803
65,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,512,16,1308.3722438926736,81.7732652432921,125.86694528860731,116.91442804428043,-8.952517244326884
66,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,512,16,796.3427257396305,14.220405816779115,105.71751364668516,104.15241180243747,-1.5651018442476925
67,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,1,8,1213.236608043276,0.04231433482293792,104.21833658557254,102.75375406636304,-1.4645825192095003
68,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,4,1800.1858517411017,7.031975983363679,110.71720061727626,108.74891891891892,-1.9682816983573446
69,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,1,2,1212.9186384664501,0.0423032449241926,104.21582388595448,102.83567708333334,-1.380146802621141
70,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,1,16,1213.3484460041814,0.0423182354214628,104.21922033239039,102.96974300585556,-1.24947732653483
71,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,2,8525.657489226604,4.1629186959114275,139.8973120727374,144.5884693877551,4.691157315017705
72,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,1,8,3594.477934349492,0.43877904472039697,119.85526509278804,116.56189189189189,-3.2933732008961556
73,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,1,4,1213.1883036142958,0.04231265009815485,104.21795487720607,102.85016927083332,-1.367785606372749
74,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,4,8602.85497240629,4.200612779495259,140.12306136658285,146.03,5.906938633417155
75,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,256,512,2,35.41106217215021,70.82212434430042,116.88397392826025,120.52034188034187,3.6363679520816277
76,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,1,16,3596.2653843832263,0.43899723930459306,119.86494466879238,116.82047297297298,-3.0444716958193965
77,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,1,2,3588.107337715918,0.4380013839985252,119.82074591228812,116.53027027027028,-3.2904756420178387
78,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,1,4,3592.0376535439113,0.438481158879872,119.84204617556112,117.0622972972973,-2.779748878263817
79,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,8,1799.633620750684,7.0298188310573595,110.71281891016517,109.66076013513513,-1.0520587750300336
80,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,28672,512,4,794.5651539342585,14.18866346311176,105.69352305317733,106.23367747440273,0.5401544212253953
81,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,64,4,2917.4386020116,22.792489078215624,121.35914283363545,118.35521978021978,-3.0039230534156616
82,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,8,8654.862322624409,4.22600699346895,140.27409282256707,146.00757009345793,5.733477270890859
83,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,64,2,2580.210790720556,20.157896802504343,118.95162470182116,118.84543689320388,-0.10618780861727828
84,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,64,2,1795.3256342609945,7.01299075883201,110.67862116968074,109.83432432432433,-0.8442968453564106
85,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,4,1234.0601364121349,130.7613389575772,134.02124186506933,136.12306306306306,2.101821197993729
86,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,512,8,1289.257716682604,80.57860729266275,125.54439214142505,120.02050970873786,-5.523882432687188
87,discovery,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,2048,1,4,8605.56988187919,4.201938418886323,140.13096647674575,146.84613861386137,6.715172137115616
88,discovery,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,8,2252.0641188931836,238.62931061119826,149.0288564965169,150.8803846153846,1.8515281188676909
89,discovery,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,64,8,2940.321511049257,22.97126180507232,121.51694228105545,117.85243093922652,-3.664511341828927
90,discovery,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,8192,512,2,866.4327385247323,54.152046157795766,117.54067252142868,121.41549019607842,3.874817674649748
91,idle,idle,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,0,0,0,0.0,0.0,93.48877551020408,93.48877551020408,0.0
92,confirmation,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,4096,1,12,5924.804071161036,1.4464853689357997,130.76824310932307,130.32044444444443,-0.44779866487863274
93,confirmation,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,1,12,2014.8010026014038,0.12297369400643333,110.15170706140131,108.78993702770782,-1.3617700336934888
94,confirmation,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,12288,64,6,2236.7004557466935,11.649481540347363,114.8199361187936,112.71783582089553,-2.102100297898076
95,confirmation,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,12288,64,3,2230.6462710155856,11.617949328206176,114.77439401675775,112.28962962962963,-2.4847643871281235
96,confirmation,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,4096,512,3,744.2096353249309,93.02620441561636,125.50116632092701,130.1434328358209,4.64226651489389
97,confirmation,agentic,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,12288,64,12,2233.7309907540807,11.63401557684417,114.79760508791439,110.64305400372439,-4.154551084190004
98,confirmation,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,512,6,1052.6698898380273,32.89593405743835,113.12795590744135,111.99094986807388,-1.1370060393674635
99,confirmation,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,6,1755.8084772204106,186.04593136110313,142.77625934753996,141.4529702970297,-1.3232890505102546
100,confirmation,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,4096,1,6,5920.388017643917,1.445407230870097,130.75073142332832,130.90470588235294,0.15397445902462437
101,confirmation,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,512,3,1037.1576033072834,32.411175103352605,112.89428167405627,114.80553246753246,1.911250793476185
102,confirmation,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,4096,512,12,1332.8014725497417,166.6001840687177,139.3076484757843,129.2348160535117,-10.072832422272597
103,confirmation,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,4096,1,3,5902.557468631048,1.441054069490002,130.67992673127944,130.48980392156864,-0.1901228097108003
104,confirmation,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,1,6,2013.9096974919707,0.12291929305981267,110.14555417629036,108.05253768844221,-2.0930164878481463
105,confirmation,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,3,943.8572120665349,100.0113602189706,127.72822746787496,131.9443119266055,4.216084458730549
106,confirmation,prefill,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,1,3,2013.4132023573843,0.12288898940169582,110.1421263652395,108.42175879396986,-1.720367571269648
107,confirmation,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,16384,512,12,1060.097642906116,33.12805134081613,113.23937165693603,109.9128486055777,-3.326523051358336
108,confirmation,decode,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,4096,512,6,1260.157667047763,157.51970838097037,137.91120928450658,137.09791139240508,-0.8132978921015024
109,confirmation,campaign,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,604,64,12,3078.565261996355,326.20559067511044,156.63845473140566,157.21060869565218,0.5721539642465245
110,idle,idle,fit_campaign,GPU-f14828c6-e880-6e74-e189-c7576c7851f3,0,0,0,0.0,0.0,93.48877551020408,94.11897959183673,0.6302040816326553
0,idle,idle,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,0,0,0,0.0,0.0,93.48877551020408,95.64612244897958,2.157346938775504
1,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,1,1,3577.478479281244,0.4367039159278862,119.76308191664529,119.42910714285713,-0.33397477378815665
2,discovery,agentic,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,64,4,2912.484875628717,22.75378809084935,121.32489198368567,122.72136612021858,1.3964741365329019
3,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,256,512,16,276.51521910608994,553.0304382121799,164.2772504141032,164.40741666666665,0.13016625256344128
4,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,1,1,1215.557001736103,0.04239526373242547,104.23666885073901,108.62588541666666,4.389216565927654
5,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,512,1,494.2876619994219,30.89297887496387,108.77738154221815,120.55007462686567,11.772693084647514
6,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,256,512,1,17.808779435822224,35.61755887164445,106.78956654829547,118.14663793103449,11.357071382739022
7,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,256,512,4,68.56592012468028,137.13184024936055,130.69990892267646,137.36733333333333,6.667424410656878
8,discovery,agentic,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,64,16,2931.862217608666,22.905173575067703,121.45868705356645,121.81138121546962,0.35269416190317315
9,discovery,campaign,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,604,64,1,338.727733033062,35.89168032138406,109.19874812661484,120.99831683168317,11.799568705068324
10,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,512,16,1302.2963740359849,81.39352337724905,125.76474520342828,121.95385556915545,-3.810889634272826
11,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,512,16,795.8401363737779,14.211431006674605,105.7107318816347,109.33108374384237,3.62035186220767
12,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,1,1,3578.5909405211987,0.43683971441909164,119.76912145975649,121.22741071428571,1.4582892545292196
13,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,512,1,758.2628105539086,13.540407331319795,105.20071702647697,114.7325816993464,9.531864672869432
14,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,256,512,8,141.16550141247396,282.3310028249479,148.56559658363284,147.29307692307694,-1.2725196605559006
15,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,512,2,867.0501121698984,54.19063201061865,117.55371786580633,127.64379084967321,10.090072983866875
16,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,512,1,756.4892886158367,13.50873729671137,105.17650083494296,115.3842345276873,10.207733692744341
17,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,2048,1,16,8632.989667597241,4.2153269861314655,140.21067654578516,151.21780487804878,11.007128332263619
18,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,1,4,1216.0425630504758,0.04241219876710643,104.24050408236916,108.13905882352942,3.898554741160268
19,discovery,agentic,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,16384,64,16,1791.0505097740818,6.996291053805007,110.64465660709047,112.93726200505476,2.2926053979642944
20,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,512,8,796.8356594829845,14.229208205053295,105.7241641131553,110.46037275064268,4.73620863748738
21,discovery,agentic,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,64,8,2935.4230176816536,22.93299232563792,121.48321999879582,121.98541436464089,0.5021943658450709
22,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,1,4,3589.111912399806,0.43812401274411694,119.82619134340644,121.71530201342283,1.889110670016393
23,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,1,2,3588.086841078234,0.4379988819675579,119.82063479923443,122.61747747747746,2.7968426782430384
24,discovery,agentic,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,16384,64,1,1660.5857694551162,6.486663161934048,109.59471210801365,114.54475,4.950037891986341
25,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,256,512,1,17.804979919457406,35.60995983891481,106.7871033015318,118.04499999999999,11.257896698468187
26,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,512,2,786.0899863300868,14.037321184465835,105.57896089073614,113.17368866328256,7.59472777254642
27,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,256,512,16,275.23691694967295,550.4738338993459,164.17956854797285,164.8075,0.6279314520271555
28,discovery,campaign,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,604,64,1,336.10476741737904,35.61375018992096,109.09593790998049,121.88303921568627,12.787101305705775
29,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,512,8,1283.499860781814,80.21874129886338,125.44663255283828,124.45545893719806,-0.9911736156402213
30,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,1,8,1216.2661400894165,0.04241999651539539,104.24226990751959,108.1647911227154,3.9225212151958146
31,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,512,4,1236.3880135578531,77.27425084736582,124.63617310207289,130.7933953488372,6.15722224676432
32,discovery,campaign,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,604,64,16,3619.752329505377,383.549915709179,160.37160710754176,165.3362962962963,4.964689188754534
33,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,512,4,793.6550384925365,14.172411401652438,105.68123485427192,111.74623398804441,6.0649991337724884
34,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,2048,1,1,8330.40696714503,4.0675815269262845,139.317846591965,149.8688775510204,10.551030959055396
35,discovery,prefill,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,8192,1,8,3591.578002052252,0.43842504907864405,119.83955573352057,122.85432432432431,3.0147685908037403
36,discovery,decode,retrospective,GPU-6850fa81-3845-06a7-e7ef-d8e578422e15,28672,512,8,796.7182804346281,14.227112150618359,105.72258057223651,110.4430347192456,4.720454147009093
