agent_scaffold,end_wall_time,final_success,final_success_source,finish_seconds,finish_step,has_real_wallclock,ledger_event_count,ledger_path,model_name,notes,run_id,source,start_wall_time,task_family,task_id,timeout
hermes_agent_reasoning,,,missing,,,False,35,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_013/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_013: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_013,hermes_pilot_h5_v2,,Repository Tasks,013fc1a3-e3b2-4bfe-a07a-049ae6935a21,False
hermes_agent_reasoning,,,missing,,,False,12,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_014/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_014: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_014,hermes_pilot_h5_v2,,Terminal & Coding,0041fa73-d9ab-4d42-9ae9-66e1213056e2,False
hermes_agent_reasoning,,,missing,,,False,31,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_015/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_015: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_015,hermes_pilot_h5_v2,,Terminal & Coding,3fc8e87a-e47d-47bb-8464-38ebc4623760,False
hermes_agent_reasoning,,,missing,,,False,4,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_016/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_016: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_016,hermes_pilot_h5_v2,,File Operations,0afe9819-193f-4344-af9e-3a5d1116b648,False
hermes_agent_reasoning,,,missing,,,False,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_017/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_017: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_017,hermes_pilot_h5_v2,,Repository Tasks,8d51922e-c9cb-416d-9813-792c939818a4,False
hermes_agent_reasoning,,,missing,,,False,23,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_018/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_018: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_018,hermes_pilot_h5_v2,,Repository Tasks,014ef60d-a666-40db-af8b-a262bab7342a,False
hermes_agent_reasoning,,,missing,,,False,23,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_019/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_019: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_019,hermes_pilot_h5_v2,,Terminal & Coding,0082ecec-b6bf-4cc7-b748-5d8cc52aac53,False
hermes_agent_reasoning,,,missing,,,False,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_020/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_020: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_020,hermes_pilot_h5_v2,,Terminal & Coding,c396bc84-72bd-4954-bdb5-f1671870e065,False
hermes_agent_reasoning,,,missing,,,False,4,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_021/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_021: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_021,hermes_pilot_h5_v2,,File Operations,0c5f862a-7601-4b73-83c1-06c617f20ec6,False
hermes_agent_reasoning,,,missing,,,False,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_022/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_022: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_022,hermes_pilot_h5_v2,,Repository Tasks,9019ee73-4421-4e5b-bfab-1cb1545ee674,False
hermes_agent_reasoning,,,missing,,,False,33,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_023/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_023: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_023,hermes_pilot_h5_v2,,Repository Tasks,01532f99-2a3d-4b64-b75f-aebc78a8b083,False
hermes_agent_reasoning,,,missing,,,False,17,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_024/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_024: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_024,hermes_pilot_h5_v2,,Terminal & Coding,00d5e7d7-4ebd-42a7-84f4-7b27924b6624,False
hermes_agent_reasoning,,,missing,,,False,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_025/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_025: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_025,hermes_pilot_h5_v2,,Terminal & Coding,e0eb78d1-c0c6-434a-a141-7fdd2ffe1ed4,False
hermes_agent_reasoning,,,missing,,,False,4,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_026/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_026: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_026,hermes_pilot_h5_v2,,File Operations,0c8ca6bc-f184-40c8-9b27-5dd06c450d7b,False
hermes_agent_reasoning,,,missing,,,False,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_027/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_027: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_027,hermes_pilot_h5_v2,,Repository Tasks,94830f2d-d441-404f-bdd8-585102d8fd01,False
hermes_agent_reasoning,,,missing,,,False,28,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_028/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_028: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_028,hermes_pilot_h5_v2,,Repository Tasks,0153dc97-dd82-45f8-85fd-62beaf28c8be,False
hermes_agent_reasoning,,,missing,,,False,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_029/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_029: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_029,hermes_pilot_h5_v2,,Terminal & Coding,00e05d6e-ebbc-4d48-ac02-414bc39e658e,False
hermes_agent_reasoning,,,missing,,,False,22,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_030/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_030: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_030,hermes_pilot_h5_v2,,Terminal & Coding,ff2c4c0e-a0de-4103-8088-a5a0be1cd988,False
