activity,bandwidth_mbps,catch_up_new_tokens,concurrency,continuation_difference_s,continuation_ttft_s,deadline_met,deadline_s,destination_added_energy_j,destination_added_power_w,destination_baseline_power_w,destination_mean_power_w,elapsed_s,initial_requests_s,initial_time_to_first_responses_s,kind,kv_network_window_s,match_id,measured_kv_payload_bytes,measured_kv_throughput_mbps,measured_kv_wire_bytes,measured_processed_tokens,measured_prompt_tokens,measured_replay_throughput_tokens_s,median_service_pause_s,method,migration_s,repeat,scenario_id,service_window_s,session_set,source_added_energy_j,source_added_power_w,source_baseline_power_w,source_mean_power_w,status,total_added_energy_j
none,1000,0,1,0.9553599380000001,1.391665294,True,900,303.5972389507597,9.774474653368472,82.29,92.06447465336848,51.904876154,31.059974188,30.45208166,migration,31.050535984,b182bb88b660801d,3221225472,829.9388083116833,3221255604,578,66114,0.0,0.0002375725,kv_transfer,31.060210366,1,m-4d0018ac14450c12,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",-1.0218884327396762,-0.03290024184312301,90.12,90.08709975815688,complete,302.57535051802
none,1000,0,1,,1.5333090365,True,900,,,,,22.210697408,0.0,0.0,control,0.0,859e02e9ce7fba13,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,2,c-859e02e9ce7fba13,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",,,,,complete,
one_turn,10000,2156,1,0.955028905,1.503246877,True,900,2140.9401590345196,100.60867754008295,82.29,182.89867754008296,30.794118129,7.253580747,6.629570535,migration,0.185855904,e22dbc10d1ee9346,0,0.02634298881352728,612,28139,28139,4244.468001576213,14.026293739,replay,21.279875766,2,m-92bc715e90b03f1a,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,1027.1925298824588,48.27060745926249,90.12,138.3906074592625,complete,3168.1326889169786
none,10000,0,1,1.3419408025000001,1.9619787690000001,True,900,302.0629813568403,22.695883963268372,82.29,104.98588396326838,58.816671979,13.30874498,12.696733921,migration,13.309152525,5ffede37a42d8b4b,5926649856,3562.4838283983827,5926705080,0,120578,0.0,0.0003671965,kv_transfer,13.309152525,2,m-a421c5fae2cdebf1,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",49.10368926701021,3.68946776849792,90.12,93.80946776849792,complete,351.1666706238505
none,1000,0,1,0.42556376799999995,1.287352723,True,900,190.89031559021979,17.549568204824524,82.29,99.83956820482453,23.294690933,10.87709685,10.26901868,migration,10.877208679,f4ddc1c2c69765cf,833716224,613.1898023503938,833724180,0,16962,0.0,0.000112279,kv_transfer,10.877208679,2,m-f96ec0bd0ead7f1b,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",-4.821035082250101,-0.4432235534432465,90.12,89.67677644655676,complete,186.0692805079697
one_turn,1000,0,1,-0.7652937530000001,1.088054717,True,900,530.2938800769292,21.38286407601332,82.29,103.67286407601333,33.876230409,11.943425919,11.315758189,migration,24.799302011,28a18ca5d8632e04,1383088128,482.71284646197535,1496367708,0,28139,0.0,0.000432896,kv_transfer,24.799946265,0,m-627d11748165a363,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,876.2972049112088,35.334641274925715,90.12,125.45464127492572,complete,1406.591084988138
one_turn,10000,2156,1,0.019241875000000075,1.059076778,True,900,2201.90053756793,106.7982565453424,82.29,189.0882565453424,29.721122129,7.285177118,6.629468817,migration,0.181533077,1354cbc6feb5d874,0,0.06663248483360419,1512,28139,28139,4244.5331257676235,13.332203162,replay,20.6173828,1,m-eb37b387fc6f528a,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,952.8154943953882,46.21418264569391,90.12,136.33418264569391,complete,3154.716031963318
none,10000,0,2,-0.9203960750000001,0.3771442785,True,900,34.242504721499984,14.867433392536654,82.29,97.15743339253666,7.769386064,2.30308269,1.6548744,migration,2.303188709,76711adfd9d55714,833716224,2895.895335860645,833724180,0,16962,0.0,0.0001422285,kv_transfer,2.303188709,0,m-53b996e523acebdf,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",22.033205360959982,9.566391705057626,90.12,99.68639170505763,complete,56.275710082459966
none,10000,0,2,-0.08547922800000007,0.5345587384999999,True,900,81.10878338970987,7.648124160660757,82.29,89.93812416066076,47.141595733,10.604665471,9.9671037,migration,10.605055787,5ffede37a42d8b4b,5926649856,4470.852543568992,5926705080,0,120578,0.0,0.000430886,kv_transfer,10.605055787,2,m-e66467b9b0f82fa1,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",53.78498414878989,5.071636135542178,90.12,95.19163613554218,complete,134.89376753849976
none,1000,0,1,,1.464675315,True,900,,,,,22.2704577,0.0,0.0,control,0.0,175f22bb9b0161fa,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,0,c-175f22bb9b0161fa,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",,,,,complete,
one_turn,1000,0,1,0.408413072,0.990333563,True,900,415.2681227105101,16.03296967867074,82.29,98.32296967867074,34.650142944,12.483937216,11.899367286,migration,25.886706293,476c4b17360f0f6a,1383088128,462.4355296694137,1496366592,0,28139,0.0,0.000381026,kv_transfer,25.900886176,2,m-4c63bc8db5270bc0,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,945.8139443962993,36.51666348283864,90.12,126.63666348283864,complete,1361.0820671068095
none,10000,0,1,-0.044337483499999886,0.8174514715000001,True,900,163.49856185933996,30.055212390466792,82.29,112.3452123904668,16.455440364,5.439793086,4.848395953,migration,5.439940325,f4ddc1c2c69765cf,833716224,1226.0784202628179,833724180,0,16962,0.0,0.000121559,kv_transfer,5.439940325,2,m-b5090904fe832aeb,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",17.911314996360165,3.2925572573004587,90.12,93.41255725730046,complete,181.40987685570013
none,1000,0,1,-0.08254465999999994,1.382130655,True,900,278.726093974469,8.950699522658098,82.29,91.2406995226581,52.409970722,31.138703097,30.51868013,migration,31.140146451,175f22bb9b0161fa,3221225472,827.5503215294754,3221254776,578,66114,0.0,0.0003167165,kv_transfer,31.140146451,0,m-823e66da3d7fd0d7,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",25.67702015405862,0.8245632432866756,90.12,90.94456324328668,complete,304.4031141285276
none,10000,0,2,0.9252527730000001,1.361558129,True,900,131.58319792395002,18.362411749019245,82.29,100.65241174901925,28.476395531,7.165575065,6.516735665,migration,7.148038144,b182bb88b660801d,3221225472,3605.191286455452,3221255604,578,66114,0.0,0.0002933715,kv_transfer,7.165899541,1,m-ee836e5c8679e3d2,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",24.76941870270013,3.4565679522830095,90.12,93.57656795228301,complete,156.35261662665016
one_turn,10000,2156,1,1.5063817549999998,2.054599727,True,900,135.91746193121023,6.800279430781515,82.29,89.09027943078152,29.759455493,3.185172109,2.53270122,migration,19.962560802,e22dbc10d1ee9346,1383088128,599.6630331515721,1496351220,0,28139,0.0,16.801867517,kv_transfer,19.987040726,2,m-0d41d4a3ced809ad,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,1109.310841439009,55.501505032506884,90.12,145.6215050325069,complete,1245.2283033702192
none,1000,0,1,,1.2975403535,True,900,,,,,11.032405475,0.0,0.0,control,0.0,76711adfd9d55714,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,0,c-76711adfd9d55714,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",,,,,complete,
one_turn,10000,0,1,-0.7873001890000001,0.987737993,True,900,425.12757829475976,28.643928421384416,82.29,110.93392842138442,23.583940583,2.396987611,1.765797556,migration,14.84180424,6cf91c0f18583e03,1383088128,799.7864777119577,1483784292,0,28139,0.0,0.000754992,kv_transfer,14.84180424,1,m-d893c1a93b5cdcc8,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,777.0935696715601,52.35843008744334,90.12,142.47843008744334,complete,1202.22114796632
one_turn,10000,0,1,0.39753674299999997,0.945754715,True,900,382.9496463577694,19.67040180794099,82.29,101.960401807941,28.494546215,2.526757977,1.880935583,migration,19.468318446,e22dbc10d1ee9346,1383088128,609.7228524859521,1483784832,0,28139,0.0,0.000433295,kv_transfer,19.468318446,2,m-9a4eefe9ff42e29a,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,1146.5431736019411,58.89276861697894,90.12,149.01276861697895,complete,1529.4928199597105
none,10000,0,1,-0.1633289865,0.4958568695,True,900,111.64950552593996,12.286962569913342,82.29,94.57696256991335,45.136383001,9.086449761,8.568356371,migration,8.604418296,68757ca6403bf6d6,5926649856,5510.379089547693,5926700832,0,120578,0.0,0.0003790915,kv_transfer,9.086827187,1,m-c2ddf142359de751,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",59.42410752123003,6.539588164089295,90.12,96.6595881640893,complete,171.07361304717
none,10000,0,2,-0.17647850200000004,0.482707354,True,900,87.38870311783994,9.996914420454203,82.29,92.28691442045421,44.587741412,8.741175036,8.051680557,migration,8.741567592,68757ca6403bf6d6,5926649856,5423.928848115461,5926705080,0,120578,0.0,0.000376141,kv_transfer,8.741567592,1,m-3d920f4923ab6b11,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",48.013841676510076,5.492589420740828,90.12,95.61258942074083,complete,135.40254479435
one_turn,10000,2156,1,-1.327360893,0.447677289,True,900,52.68347318684987,5.351035465080059,82.29,87.64103546508007,18.111459343,2.332634116,1.78774963,migration,9.845472625,6cf91c0f18583e03,1383088128,1215.8729105196207,1496355432,0,28139,0.0,7.512834909,kv_transfer,9.845472625,1,m-e98f0c024c59b12e,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,501.05677557922024,50.89209981722135,90.12,141.01209981722135,complete,553.7402487660701
none,1000,0,4,-0.07031712800000012,1.394358187,True,900,160.2748947368088,5.576321700287224,82.29,87.86632170028723,50.470784418,28.741817087,27.087647562,migration,28.742045985,175f22bb9b0161fa,3221225472,896.5974393558816,3221255604,578,66114,0.0,0.00029396200000000004,kv_transfer,28.742045985,0,m-c1815c937fc96730,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",23.393206430929602,0.8139019206613938,90.12,90.9339019206614,complete,183.6681011677384
one_turn,10000,2156,1,-0.10527727399999998,0.476643217,True,900,62.37394394034997,6.07116358020464,82.29,88.36116358020465,18.734515032,2.787202623,2.240380924,migration,10.273803879,476c4b17360f0f6a,1383088128,1165.1812315075242,1496355432,0,28139,0.0,7.486598846,kv_transfer,10.273803879,2,m-40024ed591a5d9cd,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,428.7979414006298,41.73701838684181,90.12,131.85701838684182,complete,491.17188534097977
none,1000,0,4,-0.06620513299999997,0.5103671545,True,900,111.10877577759994,2.230191573142619,82.29,84.52019157314263,85.952126247,49.819690112,48.541197405,migration,48.570826625,063565740025b8d1,5926649856,976.1745877224918,5926700832,0,120578,0.0,0.0136972085,kv_transfer,49.820283206,0,m-c3b0fcf7c2b5d9d3,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",71.96634901762549,1.4445190670646042,90.12,91.56451906706461,complete,183.07512479522543
none,1000,0,4,0.47379487600000014,1.3243339565,True,900,67.89192881274992,7.609162315726806,82.29,89.89916231572681,20.670389187,8.92226925,7.297563877,migration,8.922391979,40fe9a8097bcef12,833716224,747.5342324903702,833724180,0,16962,0.0,0.000130669,kv_transfer,8.922391979,1,m-8f544eb4a4ed47c1,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",-5.570812445670096,-0.6243631145977133,90.12,89.49563688540229,complete,62.32111636707983
none,1000,0,1,-0.45813757750000006,0.839402776,True,900,178.67335532034002,15.696455589337603,82.29,97.98645558933761,20.798228266,11.382831393,10.325412471,migration,11.383038311,76711adfd9d55714,833716224,585.9414031449445,833724180,0,16962,0.0,0.0002120075,kv_transfer,11.383038311,0,m-1112ce12071ce68f,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",-16.727030112390192,-1.4694697193653496,90.12,88.65053028063465,complete,161.94632520794983
none,1000,0,1,0.4766094380000001,1.3271485185,True,900,145.22079326430998,13.322662343143605,82.29,95.61266234314361,23.011944718,10.900058268,10.301246953,migration,10.900283256,40fe9a8097bcef12,833716224,611.8913576240004,833723640,0,16962,0.0,0.000221878,kv_transfer,10.900283256,1,m-b67ad02a477c40f8,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",-10.481914317029913,-0.9616185259461218,90.12,89.15838147405388,complete,134.73887894728006
one_turn,10000,2156,1,0.42835977599999997,1.010280267,True,900,2114.481589241668,105.32102449028862,82.29,187.61102449028863,29.184193893,7.237021312,6.631365598,migration,0.0,476c4b17360f0f6a,0,0.0,0,28139,28139,4243.3190545981415,12.839515817,replay,20.076538369,2,m-2bef2017bd870082,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,1035.4664857276307,51.5759473419225,90.12,141.6959473419225,complete,3149.948074969299
one_turn,10000,2156,1,-0.11924608799999997,0.46451393,True,900,73.92063268707992,7.435379072527638,82.29,89.72537907252764,18.200316278,3.238560385,2.607715437,migration,9.941743651,42b5d498405740a0,1383088128,1204.0956552722926,1496351292,0,28139,0.0,6.703181436,kv_transfer,9.941743651,0,m-06811a32a76ed9e5,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,403.29417075199024,40.56573825572585,90.12,130.68573825572585,complete,477.2148034390701
none,1000,0,1,-0.14390186699999996,0.4761360995,True,900,154.52187116173096,3.0446877862348884,82.29,85.3346877862349,87.088479119,50.749959283,50.203667651,migration,50.7513026,5ffede37a42d8b4b,5926649856,934.234949863139,5926705080,0,120578,0.0,0.000396071,kv_transfer,50.7513026,2,m-e7b35e9e2119d1a5,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",5.482695107897949,0.10803062831924137,90.12,90.22803062831925,complete,160.0045662696289
one_turn,10000,2156,1,-0.605109575,0.434725328,True,900,94.61292999615974,9.401077055401757,82.29,91.69107705540176,18.279094674,2.154917049,1.588266856,migration,10.064052176,1354cbc6feb5d874,1383088128,1189.465559861382,1496355432,0,28139,0.0,7.909133437,kv_transfer,10.064052176,1,m-0a17820b27fc0737,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,356.09437766797004,35.382803212920265,90.12,125.50280321292027,complete,450.70730766412976
none,10000,0,4,-1.0759378019999999,0.38873751300000003,True,900,122.89640655808996,23.18047606321022,82.29,105.47047606321023,20.562490405,5.301184026,4.231765575,migration,5.301720561,175f22bb9b0161fa,3221225472,4860.694662326621,3221255604,578,66114,0.0,0.000747943,kv_transfer,5.301720561,0,m-1195bddc31230eb3,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",12.338102369299971,2.327188358447316,90.12,92.44718835844732,complete,135.23450892738992
none,10000,0,4,-1.1505896144999999,0.382719422,True,900,124.75696299294991,22.05776621202638,82.29,104.34776621202639,21.122613018,5.655668569,4.703765878,migration,5.655920087,859e02e9ce7fba13,3221225472,4556.295781341014,3221255604,578,66114,0.0,0.005345208,kv_transfer,5.655920087,2,m-190d5be2f4e3443f,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",21.199023373449958,3.748112251828914,90.12,93.86811225182892,complete,145.95598636639986
none,1000,0,1,,0.6200379665,True,900,,,,,36.95572283,0.0,0.0,control,0.0,5ffede37a42d8b4b,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,2,c-5ffede37a42d8b4b,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",,,,,complete,
one_turn,1000,2156,1,-0.5605641990000001,0.479270704,True,900,102.32995913689977,5.952994790026921,82.29,88.24299479002693,25.562503892,11.953929489,11.373042988,migration,17.189660456,1354cbc6feb5d874,1383088128,696.3979007404776,1496355432,0,28139,0.0,5.235729317,kv_transfer,17.189660456,1,m-37aa9ef26b2d2d18,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,381.5386761576696,22.19582388693982,90.12,112.31582388693982,complete,483.8686352945694
one_turn,10000,2156,1,-1.124193636,0.729154834,True,900,2009.6619547550695,165.3425363783299,82.29,247.63253637832992,21.019672291,7.208997003,6.610535827,migration,0.171102116,28a18ca5d8632e04,0,0.10099232203533941,2160,28139,28139,4256.68973535691,4.945538318,replay,12.154536871,0,m-29b5595136c5b2c8,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,352.03425227472997,28.96319752953012,90.12,119.08319752953012,complete,2361.6962070297996
one_turn,10000,2156,1,-1.321766266,0.453271916,True,900,1994.2619382635498,167.04621333519805,82.29,249.33621333519807,20.360668686,7.228692841,6.614840704,migration,0.041930714,6cf91c0f18583e03,0,0.8173483523318967,4284,28139,28139,4253.919521143468,4.709690204,replay,11.938384585,1,m-8d7de2996ddcc372,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,350.8072382678703,29.384816326711615,90.12,119.50481632671162,complete,2345.06917653142
none,1000,0,4,-0.10430686349999996,0.515731103,True,900,158.5750784637892,3.1830026712578245,82.29,85.47300267125783,85.915534101,49.818918107,48.295685084,migration,49.819335653,5ffede37a42d8b4b,5926649856,951.7111170298166,5926701948,0,120578,0.0,0.0108874805,kv_transfer,49.819335653,2,m-d15dc7c3d1832a06,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",53.96470690352278,1.0832080796780588,90.12,91.20320807967806,complete,212.539785367312
none,1000,0,1,-0.07511438450000008,0.5014579029999999,True,900,141.44505680708326,2.772702970810059,82.29,85.06270297081007,86.970497369,51.011833607,50.399986935,migration,50.5,063565740025b8d1,5926649856,938.8833001188118,5926700832,0,120578,0.0,0.0004557255,kv_transfer,51.013418421,0,m-230b41cd96976829,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",58.98417457065187,1.1562482263758795,90.12,91.27624822637588,complete,200.42923137773514
none,1000,0,2,-0.5066789359999999,0.3438601445,True,900,61.92438313963,7.4097554435506225,82.29,89.69975544355063,14.264362933,8.357027047,7.620923387,migration,8.357142636,40fe9a8097bcef12,833716224,798.0949626572819,833724180,0,16962,0.0,0.005205272,kv_transfer,8.357142636,1,m-24b4f73426804649,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",2.3299763942598957,0.2788006015624376,90.12,90.39880060156244,complete,64.2543595338899
one_turn,1000,2156,1,-1.371207359,0.482141111,True,900,83.42972973599966,4.838867044647728,82.29,87.12886704464773,25.795620939,12.018588648,11.380004811,migration,16.746801425,28a18ca5d8632e04,1383088128,714.8116753883346,1496351148,0,28139,0.0,5.222993107,kv_transfer,17.241583405,0,m-e12304fef63e618d,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,419.47175463773056,24.329073773820866,90.12,114.44907377382087,complete,502.9014843737302
none,1000,0,4,-1.1384901685,0.394818868,True,900,79.66506211943005,2.807493827764347,82.29,85.09749382776435,43.877474885,28.375545086,26.488119388,migration,28.375863673,859e02e9ce7fba13,3221225472,908.1677699389475,3221255604,578,66114,0.0,0.067999899,kv_transfer,28.375863673,2,m-e6b531f49033e711,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",23.421980979399635,0.825419139636125,90.12,90.94541913963613,complete,103.08704309882968
none,1000,0,4,-0.5082779085,0.3535110465,True,900,46.461593871059996,5.62931766413503,82.29,87.91931766413504,13.861128377,8.253370968,6.855571439,migration,8.253503647,f4ddc1c2c69765cf,833716224,808.1166163201914,833724180,0,16962,0.0,0.037546974,kv_transfer,8.253503647,2,m-d6cf9bb341349874,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",8.401288104959924,1.01790566337408,90.12,91.13790566337408,complete,54.86288197601992
one_turn,1000,2156,1,-0.051759590999999994,0.496458381,True,900,2066.83158102271,169.2864024227868,82.29,251.57640242278683,20.872059911,7.254993161,6.619546162,migration,0.162016485,e22dbc10d1ee9346,0,0.10132302277758959,2052,28139,28139,4250.895652262996,4.954087482,replay,12.209082073,2,m-786c3f998a8afd17,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,354.27718021383004,29.01751156193002,90.12,119.13751156193003,complete,2421.10876123654
one_turn,10000,0,1,-0.10177458499999997,0.481985433,True,900,170.83065402722016,16.51021331335933,82.29,98.80021331335934,18.697972311,2.886659844,2.266341282,migration,10.346968315,42b5d498405740a0,1383088128,1147.2222825686695,1483784076,0,28139,0.0,0.000570194,kv_transfer,10.346968315,0,m-40ba661d3a1f3574,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,429.9356949358398,41.55185189004223,90.12,131.67185189004223,complete,600.76634896306
none,1000,0,4,-0.03210387399999998,0.404201482,True,900,93.33912644943997,3.2878230481518784,82.29,85.57782304815188,43.953232323,28.389098695,26.585720081,migration,28.389340023,b182bb88b660801d,3221225472,907.7366649285281,3221255604,578,66114,0.0,0.024345797,kv_transfer,28.389340023,1,m-3795deb3d1c88ad6,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",19.028148957730206,0.670256826763648,90.12,90.79025682676365,complete,112.36727540717018
one_turn,1000,2156,1,-0.10095141899999999,0.447266553,True,900,73.87434984981017,4.360114251871195,82.29,86.6501142518712,25.20789155,12.04258032,11.41897773,migration,16.943214233,e22dbc10d1ee9346,1383088128,706.5271840029386,1496355180,0,28139,0.0,4.900632403,kv_transfer,16.943214233,2,m-f8bac664cb8a7522,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,450.5267832147097,26.59039642768765,90.12,116.71039642768766,complete,524.4011330645199
none,10000,0,4,-0.49394311049999995,0.35659597,True,900,20.99653630614,7.857851493399394,82.29,90.1478514933994,8.372130023,2.670378244,0.973494434,migration,2.651533772,40fe9a8097bcef12,833716224,2515.447289577272,833724180,0,16962,0.0,0.02164932,kv_transfer,2.672045447,1,m-52825b8a0aec5c84,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",1.0786054736400013,0.4036628474455739,90.12,90.52366284744558,complete,22.07514177978
one_turn,10000,0,1,-1.363875205,0.489473265,True,900,195.87114023672012,18.9705005704797,82.29,101.2605005704797,18.62172458,2.469520756,1.829982808,migration,10.325038051,28a18ca5d8632e04,1383088128,1159.4089634217464,1496367708,0,28139,0.0,0.000524655,kv_transfer,10.325038051,0,m-7ea529562c3e3a37,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,382.14511700654987,37.01149720891715,90.12,127.13149720891715,complete,578.01625724327
