scenario_id,condition,policy,repeat,migration_s,deadline_met,route,before_arrival_requests,before_crossing_migration_start,before_complete_requests,during_arrival_requests,during_successful_requests,before_arrival_success_p50_response_s,before_arrival_success_p90_response_s,before_failed_requests,before_completed_success_p50_response_s,during_arrival_success_p50_response_s,before_completed_success_p90_response_s,during_arrival_success_p90_response_s,during_failed_requests,evidence
05cffa6de379c2c8,all-bind,oracle_replay_only,0,13.96769058,True,east,56,5,51,5,5,2.514619442,2.5191538270000002,0,2.513202291,13.94313782,2.518608703,14.811659817599999,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/05cffa6de379c2c8/attempt-0001/sink_load_east.jsonl
05cffa6de379c2c8,all-bind,oracle_replay_only,0,13.96769058,True,germany,117,8,109,6,6,2.037740509,2.0401956636,0,2.03761336,2.237578321,2.0396234228,9.997411096499999,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/05cffa6de379c2c8/attempt-0001/sink_load_germany.jsonl
5bd1c117e71ebaa2,all-bind,queue_haul_robust,0,18.625699873,True,east,55,5,50,16,16,2.505940611,2.5216667668,0,2.5025512535,2.6647621765,2.5180456312999997,15.033361811,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/5bd1c117e71ebaa2/attempt-0001/sink_load_east.jsonl
5bd1c117e71ebaa2,all-bind,queue_haul_robust,0,18.625699873,True,germany,117,8,109,13,13,2.033474954,2.0371954432,0,2.033204003,2.752927737,2.035848653,3.99402799,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/5bd1c117e71ebaa2/attempt-0001/sink_load_germany.jsonl
456c1c20b24239be,all-bind,oracle_east_only,0,14.402326314,True,east,56,5,51,5,5,2.5203933215,2.5346009715,0,2.520161073,14.189170674,2.527416948,15.0575811822,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/456c1c20b24239be/attempt-0001/sink_load_east.jsonl
456c1c20b24239be,all-bind,oracle_east_only,0,14.402326314,True,germany,119,7,112,57,57,2.03328659,2.043798062,0,2.0331483744999996,2.023581128,2.0395758310999996,2.0270227625999997,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/456c1c20b24239be/attempt-0001/sink_load_germany.jsonl
be603af10fc8b416,all-bind,greedy,0,22.906625985,True,east,55,5,50,42,42,2.525948974,2.5480790752,0,2.5248175495,3.254636069,2.5446837425999997,3.4456945886,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/be603af10fc8b416/attempt-0001/sink_load_east.jsonl
be603af10fc8b416,all-bind,greedy,0,22.906625985,True,germany,117,8,109,32,32,2.03643503,2.0381061958,0,2.036375875,2.0327418274999998,2.0377119973999998,3.102878318800001,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/be603af10fc8b416/attempt-0001/sink_load_germany.jsonl
fe4aa7c631b3e616,all-bind,oracle_kv_only,0,22.872857939,True,east,56,5,51,42,42,2.5006500495,2.5323140595,0,2.499615501,3.1041958665,2.531581131,3.2667912664,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/fe4aa7c631b3e616/attempt-0001/sink_load_east.jsonl
fe4aa7c631b3e616,all-bind,oracle_kv_only,0,22.872857939,True,germany,118,8,110,84,84,2.02901284,2.0351871068,0,2.0286712515,2.058403596,2.0339729524999997,2.4728862913,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/fe4aa7c631b3e616/attempt-0001/sink_load_germany.jsonl
735716bb6bd2181b,all-bind,oracle_east_only,1,14.402973837,True,east,56,5,51,6,6,2.514142456,2.542726834,0,2.513886392,13.959115591,2.537335048,15.0440230245,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/735716bb6bd2181b/attempt-0001/sink_load_east.jsonl
735716bb6bd2181b,all-bind,oracle_east_only,1,14.402973837,True,germany,119,8,111,57,57,2.039148426,2.0446461289999998,0,2.038996719,2.03881123,2.041661328,2.050346965,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/735716bb6bd2181b/attempt-0001/sink_load_germany.jsonl
2f33ef6005da9da3,all-bind,queue_haul_deadline_blind,1,57.495291416,False,east,55,5,50,106,106,2.501112657,2.5244773784,0,2.499905974,2.670152472,2.5137877599,2.6936701505,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/2f33ef6005da9da3/attempt-0001/sink_load_east.jsonl
2f33ef6005da9da3,all-bind,queue_haul_deadline_blind,1,57.495291416,False,germany,119,8,111,6,6,2.041290287,2.0451700948,0,2.039727491,3.6332814979999997,2.044753532,10.104807892,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/2f33ef6005da9da3/attempt-0001/sink_load_germany.jsonl
62246a0d9f9a1e26,all-bind,oracle_kv_only,1,23.513899619,True,east,56,5,51,43,43,2.5275811025,2.5446992164999997,0,2.527289099,3.125187175,2.542039044,3.2588073548,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/62246a0d9f9a1e26/attempt-0001/sink_load_east.jsonl
62246a0d9f9a1e26,all-bind,oracle_kv_only,1,23.513899619,True,germany,118,8,110,88,88,2.0447434505000004,2.0484975565,0,2.0444517015,2.034718313,2.0476386218,2.4343062321,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/62246a0d9f9a1e26/attempt-0001/sink_load_germany.jsonl
5e4823153035af86,all-bind,isolated_fastest,1,14.73221065,True,east,55,5,50,27,27,2.523024591,2.5419580034,0,2.523364127,2.523502703,2.5427611733,2.5314064899999997,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/5e4823153035af86/attempt-0001/sink_load_east.jsonl
5e4823153035af86,all-bind,isolated_fastest,1,14.73221065,True,germany,115,7,108,6,6,2.042910444,2.0454647865999998,0,2.0428100264999998,3.0012928519999997,2.0452000695,15.8247136115,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/5e4823153035af86/attempt-0001/sink_load_germany.jsonl
e971724cd637f7d2,all-bind,oracle_germany_only,1,16.598686105,True,east,55,4,51,31,31,2.527071442,2.541467042,0,2.527071442,2.535999516,2.5415048,2.561557282,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/e971724cd637f7d2/attempt-0001/sink_load_east.jsonl
e971724cd637f7d2,all-bind,oracle_germany_only,1,16.598686105,True,germany,117,8,109,8,8,2.0395301,2.048832962,0,2.038707052,2.933075358,2.0481363712,7.730391943899998,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/e971724cd637f7d2/attempt-0001/sink_load_germany.jsonl
2568e0772b8eecb8,all-bind,queue_haul_stale,1,3.9e-05,True,east,55,5,50,0,0,2.529416601,2.543470144,0,2.5296042930000002,,2.5439375914999998,,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/2568e0772b8eecb8/attempt-0001/sink_load_east.jsonl
2568e0772b8eecb8,all-bind,queue_haul_stale,1,3.9e-05,True,germany,116,8,108,0,0,2.04220012,2.044955783,0,2.0421354210000002,,2.043719217,,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/2568e0772b8eecb8/attempt-0001/sink_load_germany.jsonl
768cc3a196bf6d1d,all-bind,queue_haul_robust,1,19.945321091,True,east,56,5,51,20,20,2.5193956,2.5275254425,0,2.519177657,4.2285647125,2.522188035,14.043148825900001,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/768cc3a196bf6d1d/attempt-0001/sink_load_east.jsonl
768cc3a196bf6d1d,all-bind,queue_haul_robust,1,19.945321091,True,germany,117,8,109,19,19,2.035404474,2.0394680332,0,2.035277364,2.793345299,2.037711293,3.606165556,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/768cc3a196bf6d1d/attempt-0001/sink_load_germany.jsonl
965ebcd265b23adb,all-bind,queue_haul_power_blind,1,19.280899795,True,east,55,4,51,16,16,2.503515895,2.5303385532,0,2.501751348,3.4099731705,2.52508408,14.974136688,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/965ebcd265b23adb/attempt-0001/sink_load_east.jsonl
965ebcd265b23adb,all-bind,queue_haul_power_blind,1,19.280899795,True,germany,117,8,109,20,20,2.032781684,2.0361802314,0,2.03264952,2.0635435725,2.0350193822,4.368373945800009,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/965ebcd265b23adb/attempt-0001/sink_load_germany.jsonl
b35675ced5b2055a,all-bind,greedy,1,22.953201609,True,east,56,5,51,42,42,2.499513424,2.5215891315,0,2.49731404,3.2595997745,2.515845233,3.4001358383,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/b35675ced5b2055a/attempt-0001/sink_load_east.jsonl
b35675ced5b2055a,all-bind,greedy,1,22.953201609,True,germany,119,8,111,31,31,2.037236962,2.0471776548,0,2.036440791,2.031524546,2.044671368,2.143305668,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/b35675ced5b2055a/attempt-0001/sink_load_germany.jsonl
e46cec998bc7a707,all-bind,oracle_replay_only,1,13.927437246,True,east,55,5,50,6,6,2.503037481,2.520273466,0,2.5022704155,13.9068574135,2.5165598782000003,14.992577585,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/e46cec998bc7a707/attempt-0001/sink_load_east.jsonl
e46cec998bc7a707,all-bind,oracle_replay_only,1,13.927437246,True,germany,117,8,109,4,4,2.037563413,2.0392929066,0,2.037470227,2.2908385165,2.038900319,11.076105316200003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/e46cec998bc7a707/attempt-0001/sink_load_germany.jsonl
959ad039df781e26,all-bind,queue_haul_power_blind,2,19.242375622,True,east,55,5,50,21,21,2.501896124,2.51703127,0,2.5003817589999997,3.131913983,2.5155084158,14.662326965,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/959ad039df781e26/attempt-0001/sink_load_east.jsonl
959ad039df781e26,all-bind,queue_haul_power_blind,2,19.242375622,True,germany,117,8,109,19,19,2.045146525,2.049642115,0,2.045045469,2.057948984,2.0482683622,3.6444195811999993,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/959ad039df781e26/attempt-0001/sink_load_germany.jsonl
589ec42eddaeec4d,all-bind,queue_haul_deadline_blind,2,57.634236693,False,east,55,5,50,106,106,2.511326591,2.5360875692000002,0,2.5107742760000002,2.7051136355,2.5320594272,2.73837038,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/589ec42eddaeec4d/attempt-0001/sink_load_east.jsonl
589ec42eddaeec4d,all-bind,queue_haul_deadline_blind,2,57.634236693,False,germany,119,8,111,8,8,2.04751251,2.0541601218000003,0,2.046868874,2.944852073,2.05329329,21.13399357139999,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/589ec42eddaeec4d/attempt-0001/sink_load_germany.jsonl
bace7ce423749308,all-bind,isolated_fastest,2,15.082838297,True,east,55,4,51,28,28,2.521192408,2.5351420676000003,0,2.520568705,2.523577647,2.535533614,2.5320890972,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/bace7ce423749308/attempt-0001/sink_load_east.jsonl
bace7ce423749308,all-bind,isolated_fastest,2,15.082838297,True,germany,117,8,109,5,5,2.038503754,2.0430136962,0,2.038342056,2.541173369,2.0416090862,6.951658726200001,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/bace7ce423749308/attempt-0001/sink_load_germany.jsonl
d6efb9d706c06bb9,all-bind,queue_haul_stale,2,6.4871e-05,True,east,55,4,51,0,0,2.522114558,2.5415108846,0,2.523317979,,2.542143939,,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/d6efb9d706c06bb9/attempt-0001/sink_load_east.jsonl
d6efb9d706c06bb9,all-bind,queue_haul_stale,2,6.4871e-05,True,germany,116,8,108,0,0,2.040413577,2.042470877,0,2.0403149735,,2.0418803733,,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/d6efb9d706c06bb9/attempt-0001/sink_load_germany.jsonl
0466626b292729ef,all-bind,oracle_germany_only,2,16.576504498,True,east,55,5,50,30,30,2.517195058,2.5348167102000003,0,2.5176111915,2.5223516630000002,2.5354409049,2.5562004679999997,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/0466626b292729ef/attempt-0001/sink_load_east.jsonl
0466626b292729ef,all-bind,oracle_germany_only,2,16.576504498,True,germany,117,8,109,7,7,2.034677519,2.036268616,0,2.034452697,3.237658476,2.035764038,9.325324282600004,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/0466626b292729ef/attempt-0001/sink_load_germany.jsonl
0d063fcbd23c41e0,all-bind,queue_haul_robust,2,19.865036352,True,east,56,5,51,21,21,2.505172463,2.5230876889999996,0,2.504848866,3.272480542,2.520308115,13.960070009,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/0d063fcbd23c41e0/attempt-0001/sink_load_east.jsonl
0d063fcbd23c41e0,all-bind,queue_haul_robust,2,19.865036352,True,germany,116,8,108,18,18,2.0393931,2.043407976,0,2.0392395375000003,2.9084777075000003,2.0424919043,5.965355418100004,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/0d063fcbd23c41e0/attempt-0001/sink_load_germany.jsonl
c1c47accba50476d,all-bind,oracle_kv_only,2,23.052151166,True,east,55,5,50,42,42,2.517735873,2.5344656458,0,2.5169832245,3.1245328729999997,2.5275576448,3.2764803321,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/c1c47accba50476d/attempt-0001/sink_load_east.jsonl
c1c47accba50476d,all-bind,oracle_kv_only,2,23.052151166,True,germany,118,8,110,83,83,2.043568923,2.0455785669,0,2.0433234860000002,2.030103511,2.0448807492,2.5173619780000003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/c1c47accba50476d/attempt-0001/sink_load_germany.jsonl
ea847bc4115a99f1,all-bind,greedy,2,22.922567009,True,east,55,5,50,42,42,2.510781289,2.5333167804,0,2.5094372094999997,3.2689182294999997,2.5285053909,3.4446280947,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/ea847bc4115a99f1/attempt-0001/sink_load_east.jsonl
ea847bc4115a99f1,all-bind,greedy,2,22.922567009,True,germany,117,8,109,31,31,2.03811429,2.0409264574,0,2.038040953,2.040077665,2.039886976,3.047918421,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/ea847bc4115a99f1/attempt-0001/sink_load_germany.jsonl
4a87eb92806f1a79,all-bind,oracle_replay_only,2,13.960754462,True,east,55,4,51,6,6,2.511904286,2.5295177972,0,2.510385302,14.108057982,2.527940139,15.074046582,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/4a87eb92806f1a79/attempt-0001/sink_load_east.jsonl
4a87eb92806f1a79,all-bind,oracle_replay_only,2,13.960754462,True,germany,117,8,109,4,4,2.033249712,2.0399017302,0,2.033209673,2.279159388,2.0385352708,11.075991271700003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/4a87eb92806f1a79/attempt-0001/sink_load_germany.jsonl
1a4c7375278b6187,all-bind,oracle_east_only,2,19.255700082,True,east,55,5,50,21,21,2.513213971,2.5320570246000003,0,2.5128331325,3.350947069,2.5268232545,14.233376512,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/1a4c7375278b6187/attempt-0001/sink_load_east.jsonl
1a4c7375278b6187,all-bind,oracle_east_only,2,19.255700082,True,germany,119,8,111,73,73,2.043184723,2.0522377268,0,2.043098312,2.070611773,2.047929164,2.0727472704000003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/1a4c7375278b6187/attempt-0001/sink_load_germany.jsonl
3c4f8427598868f4,free-kv,queue_haul_robust,0,18.395829173,True,east,56,5,51,16,16,2.50044079,2.517135958,0,2.498079268,2.6733106209999997,2.511723854,14.517303858,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/3c4f8427598868f4/attempt-0001/sink_load_east.jsonl
3c4f8427598868f4,free-kv,queue_haul_robust,0,18.395829173,True,germany,118,8,110,11,11,2.0267631875000003,2.0287415183,0,2.0266279395,3.100548404,2.0281887785999997,4.635151698,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/3c4f8427598868f4/attempt-0001/sink_load_germany.jsonl
09fccd6290660e32,free-kv,queue_haul,0,33.536735132,True,east,55,5,50,52,52,2.482678533,2.4988560168,0,2.4814486725,3.2019663449999998,2.4961900322,5.220893634299999,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/09fccd6290660e32/attempt-0001/sink_load_east.jsonl
09fccd6290660e32,free-kv,queue_haul,0,33.536735132,True,germany,118,8,110,66,66,2.0396060765,2.0448656455,0,2.039476788,2.041643328,2.0426704347999998,2.044518569,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/09fccd6290660e32/attempt-0001/sink_load_germany.jsonl
6c6377f6555a4276,free-kv,greedy,0,22.990290121,True,east,55,4,51,29,29,2.489887939,2.508150143,0,2.488660551,3.208036652,2.504714463,14.0171350146,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/6c6377f6555a4276/attempt-0001/sink_load_east.jsonl
6c6377f6555a4276,free-kv,greedy,0,22.990290121,True,germany,119,8,111,32,32,2.037400444,2.0400031404,0,2.037289637,2.0342592795,2.03950546,2.0716630572000003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/6c6377f6555a4276/attempt-0001/sink_load_germany.jsonl
3d34332e40b10902,free-kv,oracle_east_only,0,31.749238598,True,east,55,5,50,47,47,2.498287846,2.5129613485999998,0,2.4972180660000003,3.327423451,2.5099118361,4.426294867199998,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/3d34332e40b10902/attempt-0001/sink_load_east.jsonl
3d34332e40b10902,free-kv,oracle_east_only,0,31.749238598,True,germany,117,8,109,127,127,2.03633106,2.0453685694,0,2.036569857,2.036892233,2.0454918344,2.0430960684,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/3d34332e40b10902/attempt-0001/sink_load_germany.jsonl
3ecd3d71feb531b4,free-kv,queue_haul_robust,1,17.376064532,True,east,55,4,51,15,15,2.487066095,2.5089666062,0,2.486697878,2.641136526,2.503953928,14.9095041104,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/3ecd3d71feb531b4/attempt-0001/sink_load_east.jsonl
3ecd3d71feb531b4,free-kv,queue_haul_robust,1,17.376064532,True,germany,118,8,110,8,8,2.0426840105,2.0471400068,0,2.0424956055,2.970622337,2.046046023,4.3737633589,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/3ecd3d71feb531b4/attempt-0001/sink_load_germany.jsonl
f63e599a235f5349,free-kv,queue_haul,1,32.000966338,True,east,56,5,51,48,48,2.496047377,2.5122574845,0,2.495266235,3.203734085,2.509271943,3.7984516976,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/f63e599a235f5349/attempt-0001/sink_load_east.jsonl
f63e599a235f5349,free-kv,queue_haul,1,32.000966338,True,germany,119,8,111,66,66,2.042232677,2.044001729,0,2.042144031,2.0437497435000003,2.043537324,2.047810804,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/f63e599a235f5349/attempt-0001/sink_load_germany.jsonl
8ce64c5c614a87ff,free-kv,greedy,1,22.970951575,True,east,55,4,51,30,30,2.486909613,2.5109502236,0,2.485489375,3.193380861,2.500295151,14.046544478500001,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/8ce64c5c614a87ff/attempt-0001/sink_load_east.jsonl
8ce64c5c614a87ff,free-kv,greedy,1,22.970951575,True,germany,119,8,111,33,33,2.043424933,2.0483323311999997,0,2.043271814,2.041571736,2.047199917,2.070782878,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/8ce64c5c614a87ff/attempt-0001/sink_load_germany.jsonl
e0579f07873c6d70,free-kv,oracle_east_only,1,31.751686288,True,east,55,4,51,47,47,2.485774558,2.5023069436,0,2.485413624,3.350295172,2.500585779,7.601602047599986,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/e0579f07873c6d70/attempt-0001/sink_load_east.jsonl
e0579f07873c6d70,free-kv,oracle_east_only,1,31.751686288,True,germany,116,8,108,126,126,2.0436743694999997,2.046275022,0,2.0437699785000003,2.0392599755000003,2.0464236585,2.0432200849999997,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/e0579f07873c6d70/attempt-0001/sink_load_germany.jsonl
bd4bfa0699bd1399,free-kv,queue_haul,2,31.894138691,True,east,56,5,51,47,47,2.479941752,2.497054829,0,2.479245882,3.358801269,2.49190875,3.8477257086,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/bd4bfa0699bd1399/attempt-0001/sink_load_east.jsonl
bd4bfa0699bd1399,free-kv,queue_haul,2,31.894138691,True,germany,119,8,111,65,65,2.044203096,2.0464118912,0,2.044117709,2.042238172,2.04582352,2.045166757,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/bd4bfa0699bd1399/attempt-0001/sink_load_germany.jsonl
c1c8b81abf567fec,free-kv,greedy,2,22.982165456,True,east,56,5,51,29,29,2.4983095305000003,2.511618963,0,2.495464348,3.232950103,2.509770375,13.7962204288,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/c1c8b81abf567fec/attempt-0002/sink_load_east.jsonl
c1c8b81abf567fec,free-kv,greedy,2,22.982165456,True,germany,116,8,108,31,31,2.054415134,2.0578928440000004,0,2.0542169115,2.042222606,2.0566475328,3.158999847,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/c1c8b81abf567fec/attempt-0002/sink_load_germany.jsonl
8af9568f1dd30175,free-kv,oracle_east_only,2,31.891181577,True,east,55,5,50,48,48,2.507245598,2.5219592887999998,0,2.506429355,3.3709693745,2.5180657437000002,5.30570698320002,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/8af9568f1dd30175/attempt-0001/sink_load_east.jsonl
8af9568f1dd30175,free-kv,oracle_east_only,2,31.891181577,True,germany,116,8,108,126,126,2.0489571395,2.0518676655,0,2.0491549365,2.0461588285,2.0519004114,2.0480983115,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/8af9568f1dd30175/attempt-0001/sink_load_germany.jsonl
ec5913f34d76fb77,free-kv,queue_haul_robust,2,19.970840101,True,east,55,4,51,21,21,2.497530202,2.5131723936,0,2.496672899,3.383690044,2.510809574,14.269855585,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/ec5913f34d76fb77/attempt-0001/sink_load_east.jsonl
ec5913f34d76fb77,free-kv,queue_haul_robust,2,19.970840101,True,germany,118,8,110,18,18,2.0506629285,2.0546826,0,2.050506576,2.547065211,2.0524972837,3.493113059600001,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/ec5913f34d76fb77/attempt-0001/sink_load_germany.jsonl
723417045f575b92,free-service,queue_haul_robust,0,19.419428346,True,east,55,4,51,22,22,2.495126342,2.5105844204,0,2.494273328,2.703203714,2.509395784,14.5717628068,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/723417045f575b92/attempt-0001/sink_load_east.jsonl
723417045f575b92,free-service,queue_haul_robust,0,19.419428346,True,germany,55,3,52,14,14,1.953760477,1.965541616,0,1.9523675374999998,3.490917505,1.9641600816,16.650112612,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/723417045f575b92/attempt-0001/sink_load_germany.jsonl
857713ccc6e8b63c,free-service,queue_haul,0,20.202749765,True,east,55,5,50,20,20,2.498913447,2.5189090768,0,2.497327277,3.2286128495,2.5107984975,14.0621045046,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/857713ccc6e8b63c/attempt-0001/sink_load_east.jsonl
857713ccc6e8b63c,free-service,queue_haul,0,20.202749765,True,germany,55,4,51,14,14,1.952803306,1.9646913502,0,1.950783524,2.290108957,1.961703921,18.3077889461,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/857713ccc6e8b63c/attempt-0001/sink_load_germany.jsonl
37398b8ce99b6765,free-service,oracle_germany_only,0,17.893162233,True,east,55,5,50,33,33,2.487798846,2.5041478078,0,2.4872604625,2.495649983,2.5021201372,2.518503438,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/37398b8ce99b6765/attempt-0001/sink_load_east.jsonl
