sweep,level,bandwidth_cap_gbps,prefill_available_tps,scoring_deadline_s,power_window_s,controller_delay_s,migration_budget_s,plans,target_met_rate,metric,outcome,pack_count,pack_share
bandwidth,10,1.8619007338542508,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,10,1.8619007338542508,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,1000,1.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,0,0.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,0,0.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,0,0.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,0,0.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,0,0.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,11,2.038090807239676,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,1000,1.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,0,0.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,0,0.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,0,0.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,0,0.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,0,0.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,12,2.214280880625101,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,1000,1.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,0,0.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,0,0.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,0,0.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,0,0.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,0,0.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,13,2.390470954010526,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,910,0.91
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,85,0.085
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,5,0.005
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,0,0.0
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,0,0.0
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,0,0.0
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,14,2.566661027395951,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,684,0.684
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,272,0.272
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,42,0.042
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,1,0.001
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,1,0.001
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,0,0.0
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,15,2.7428511007813765,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,489,0.489
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,370,0.37
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,123,0.123
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,16,0.016
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,2,0.002
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,0,0.0
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,16,2.9190411741668014,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,410,0.41
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,401,0.401
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,155,0.155
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,32,0.032
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,1,0.001
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,1,0.001
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,17,3.0952312475522263,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,397,0.397
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,408,0.408
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,159,0.159
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,34,0.034
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,1,0.001
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,1,0.001
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,18,3.2714213209376513,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,390,0.39
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,410,0.41
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,163,0.163
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,34,0.034
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,2,0.002
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,1,0.001
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,19,3.4476113943230766,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,387,0.387
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,409,0.409
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,166,0.166
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,35,0.035
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,2,0.002
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,1,0.001
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,20,3.6238014677085015,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,381,0.381
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,408,0.408
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,168,0.168
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,39,0.039
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,3,0.003
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,1,0.001
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,21,3.7999915410939265,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,379,0.379
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,407,0.407
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,171,0.171
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,39,0.039
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,3,0.003
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,1,0.001
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,22,3.976181614479352,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,375,0.375
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,410,0.41
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,172,0.172
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,39,0.039
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,3,0.003
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,1,0.001
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,23,4.152371687864777,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,366,0.366
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,412,0.412
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,176,0.176
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,3,42,0.042
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,4,3,0.003
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,5,1,0.001
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,6,0,0.0
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,7,0,0.0
bandwidth,24,4.328561761250202,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,8,0,0.0
bandwidth,25,4.504751834635627,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,0,361,0.361
bandwidth,25,4.504751834635627,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,1,405,0.405
bandwidth,25,4.504751834635627,5342.376350791121,30,5.0,0,25.0,1000,0.998,kv_transfer_count,2,187,0.187
