model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,median_shed_fraction,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gpt-oss-20b,coding,32,reference,1800,replay_only,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114797,1.0,2133312.0,2133312.0,2133312.0,"[0.01567360070947209, 0.028258080134211234, 0.025572118066219313]","[0.0024575950693717995, 0.018341405633222663]","[0.8308757306614736, 0.6691242693385262]","[3587529.5093571716, 62374162.34454707]","[198025.05, 1001619.2899999998]","[0.0, 0.0]","[0.0, 0.0]","[4.926302525631865e-13, 1.3130396147535001e-12]",11.938768954849396,"[0.18143872301734104, 0.35933970554404343]","[396820.6, 0.0, 1736491.4, 0.0]","[7.4198429907953605, 0.0, 4.522344575342778, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,isolated_fastest,0.8,4000,20,complete,0.06523580082386086,0.32663366136364447,0.8341845937090971,0.02721936780920297,0.23516829221000674,0.6859539904157954,0.40665651457227486,0.32599999999999996,1889.0,9124.0,44477.0,"[0.9906293553726803, 0.9950292544160261, 0.9939152123813401]","[0.0, 0.0]","[0.6346652293342829, 0.6620208418051995]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.5573742167439343,"[0.15037287887716239, 0.1508162319363097]","[0.0, 3408.0415000000003, 0.0, 12736.517999999998]","[0.0, 0.07692575457397462, 0.0, 0.2927191090625039]",2117167.4404999996,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,isolated_fastest,1.0,4000,20,complete,0.06523580082386086,0.32663366136364447,0.8341845937090971,0.02721936780920297,0.23516829221000674,0.6859539904157954,0.40665651457227486,0.32599999999999996,1889.0,9124.0,44477.0,"[0.9906293553726803, 0.9950292544160261, 0.9939152123813401]","[0.0, 0.0]","[0.5077321834674253, 0.5296166734441601]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.5573742167439343,"[0.15037287887716239, 0.1508162319363097]","[0.0, 3408.0415000000003, 0.0, 12736.517999999998]","[0.0, 0.07692575457397462, 0.0, 0.2927191090625039]",2117167.4404999996,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,isolated_fastest,1.2,4000,20,complete,0.06523580082386086,0.32663366136364447,0.8341845937090971,0.02721936780920297,0.23516829221000674,0.6859539904157954,0.40665651457227486,0.32599999999999996,1889.0,9124.0,44477.0,"[0.9906293553726803, 0.9950292544160261, 0.9939152123813401]","[0.0, 0.0]","[0.4231101528895217, 0.44134722787013275]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.5573742167439343,"[0.15037287887716239, 0.1508162319363097]","[0.0, 3408.0415000000003, 0.0, 12736.517999999998]","[0.0, 0.07692575457397462, 0.0, 0.2927191090625039]",2117167.4404999996,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,queue_haul,0.8,4000,20,complete,0.0,0.0,2.4511559887514855e-07,0.0,0.0,2.4779004802580225e-07,0.0,0.0,0.0,0.0,0.1999999999989086,"[0.015613964984950813, 0.0038544851311701003, 0.006343242274575858]","[5.2366509085492e-08, 2.214977647976883e-08]","[0.9999999473771128, 0.9999999778143576]","[2791567040.0868516, 2313678965.411282]","[784475.25, 644920.8]","[784475.25, 644920.8]","[0.0, 0.0]","[866261.5227052737, 769272.750526454]",11.938768954849396,"[0.21241122072364557, 0.20672340223526428]","[0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 2.466226565389975e-07]",2133311.8,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,queue_haul,1.0,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114888,1.0,2133312.0,2133312.0,2133312.0,"[0.8100609294012949, 0.8352059656198086, 0.8292668460169047]","[0.0062447377815727685, 0.006152882327591721]","[0.8999555959531422, 0.9000444040468565]","[82578370.69320548, 121075064.84012079]","[573059.212, 859409.898]","[0.0, 0.0]","[0.0, 0.0]","[2.3275401163716516e-12, 9.817243463473848e-13]",11.938768954849396,"[0.2700086381452197, 0.27076979041616556]","[1111785.2, 1173.7, 1015728.8, 4624.3]","[5.965902583612392, 0.0045281732202454425, 5.953909096250357, 0.017847713055151943]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,queue_haul,1.2,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114888,1.0,2133312.0,2133312.0,2133312.0,"[0.8100609294012949, 0.8352059656198086, 0.8292668460169044]","[0.00520394815131064, 0.005127401939659772]","[0.7499629966276193, 0.7500370033723808]","[18006304.790845253, 30691807.357585717]","[420875.417, 656925.2865]","[0.0, 0.0]","[0.0, 0.0]","[2.3918618717588827e-12, 1.776775758639826e-12]",11.938768954849396,"[0.2700086381452197, 0.27076979041616556]","[1111785.2, 1173.7, 1015728.8, 4624.3]","[5.965902583612392, 0.0045281732202454425, 5.953909096250357, 0.017847713055151943]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,greedy,0.8,4000,20,complete,0.0,0.0,6.131290934850837e-07,0.0,0.0,6.136655363401458e-07,0.0,0.0,0.0,0.0,1.0,"[0.003936694625851498, 0.013929027767130103, 0.011802253502903577]","[1.356991631332782e-06, 1.202506589011206e-07]","[0.9999986414954968, 0.9999998794294065]","[1023825190.4808538, 6137335530.184423]","[285402.25, 1721988.9]","[285402.25, 1721988.9]","[0.0, 0.0]","[194446.10094061444, 3244332.3804104463]",11.938768954849396,"[0.16590341737776, 0.3563809835879192]","[0.1, 0.0, 0.0, 0.0]","[1.0613184231129247e-07, 0.0, 0.0, 0.0]",2133311.9,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,greedy,1.0,4000,20,complete,4.572465512933439,10.042783134670406,11.405642394030316,0.8376222445996231,4.574885352606119,11.410292682413765,0.11432218560696021,0.0,1990715.8500000003,2044870.5,2094549.55,"[0.007889251596401655, 0.014114903493256014, 0.01278605903310966]","[0.001481984653233767, 0.010993289340944278]","[0.998513879797773, 0.8014861202022268]","[847358505.9908427, 152763045.31254154]","[398340.25, 1163813.8505]","[81955.8, 0.0]","[0.0, 0.0]","[990.3326674461229, 2.751057743156232e-12]",11.938768954849396,"[0.18164776292180965, 0.35913066563957485]","[316385.95, 0.0, 1734970.25, 0.0]","[4.398919055235485, 0.0, 4.500505004438038, 0.0]",81955.8,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,greedy,1.2,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114702,1.0,2133312.0,2133312.0,2133312.0,"[0.007889251596401655, 0.014114903493256021, 0.01278605903310966]","[0.001238425900510332, 0.009161074450786899]","[0.832094899831478, 0.6679051001685226]","[3693468.4204534055, 61962194.91009387]","[198839.2, 1000750.0899999999]","[0.0, 0.0]","[0.0, 0.0]","[3.1429897465011517e-13, 1.2102660549087598e-12]",11.938768954849396,"[0.18164776292180965, 0.35913066563957485]","[398341.75, 0.0, 1734970.25, 0.0]","[7.4416825617001106, 0.0, 4.500505004438038, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,kv_only,0.8,4000,20,complete,0.13047160164772173,0.6532673227272889,1.6683691874181943,0.05443873561840594,0.4649745888930702,1.3714073794499082,0.8133130400766543,0.32599999999999996,3779.0,18249.0,88644.0,"[0.9906396503214095, 0.9950338495604771, 0.9939210955627165]","[0.0, 0.0]","[0.6443308502650394, 0.6989397479678068]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.113536122582535,"[0.15052953243067996, 0.15141638647319502]","[0.0, 6816.169499999999, 0.0, 25378.045749999997]","[0.0, 0.15385482435659173, 0.0, 0.5846471550417354]",2101117.78475,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,kv_only,1.0,4000,20,complete,0.13047160164772173,0.6532673227272889,1.6683691874181943,0.05443873561840594,0.4649745888930702,1.3714073794499082,0.8133130400766543,0.32599999999999996,3779.0,18249.0,88644.0,"[0.9906396503214095, 0.9950338495604771, 0.9939210955627165]","[0.0, 0.0]","[0.5154646802120315, 0.559151798374246]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.113536122582535,"[0.15052953243067996, 0.15141638647319502]","[0.0, 6816.169499999999, 0.0, 25378.045749999997]","[0.0, 0.15385482435659173, 0.0, 0.5846471550417354]",2101117.78475,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,kv_only,1.2,4000,20,complete,0.13047160164772173,0.6532673227272889,1.6683691874181943,0.05443873561840594,0.4649745888930702,1.3714073794499082,0.8133130400766543,0.32599999999999996,3779.0,18249.0,88644.0,"[0.9906396503214095, 0.9950338495604771, 0.9939210955627165]","[0.0, 0.0]","[0.4295539001766936, 0.4659598319785377]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.113536122582535,"[0.15052953243067996, 0.15141638647319502]","[0.0, 6816.169499999999, 0.0, 25378.045749999997]","[0.0, 0.15385482435659173, 0.0, 0.5846471550417354]",2101117.78475,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,replay_only,0.8,4000,20,complete,0.0,0.0,6.131290934850837e-07,0.0,0.0,6.136655363401458e-07,0.0,0.0,0.0,0.0,1.0,"[0.003936694625851498, 0.013929027767130103, 0.011802253502903577]","[1.356991631332782e-06, 1.202506589011206e-07]","[0.9999986414954968, 0.9999998794294065]","[1023825190.4808538, 6137335530.184423]","[285402.25, 1721988.9]","[285402.25, 1721988.9]","[0.0, 0.0]","[194446.10094061444, 3244332.3804104463]",11.938768954849396,"[0.16590341737776, 0.3563809835879192]","[0.1, 0.0, 0.0, 0.0]","[1.0613184231129247e-07, 0.0, 0.0, 0.0]",2133311.9,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,replay_only,1.0,4000,20,complete,4.572465512933439,10.042783134670406,11.405642394030316,0.8376222445996231,4.574885352606119,11.410292682413765,0.11432218560696021,0.0,1990715.8500000003,2044870.5,2094549.55,"[0.007889251596401655, 0.014114903493256014, 0.01278605903310966]","[0.001481984653233767, 0.010993289340944278]","[0.998513879797773, 0.8014861202022268]","[847358505.9908427, 152763045.31254154]","[398340.25, 1163813.8505]","[81955.8, 0.0]","[0.0, 0.0]","[990.3326674461229, 2.751057743156232e-12]",11.938768954849396,"[0.18164776292180965, 0.35913066563957485]","[316385.95, 0.0, 1734970.25, 0.0]","[4.398919055235485, 0.0, 4.500505004438038, 0.0]",81955.8,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,replay_only,1.2,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114702,1.0,2133312.0,2133312.0,2133312.0,"[0.007889251596401655, 0.014114903493256021, 0.01278605903310966]","[0.001238425900510332, 0.009161074450786899]","[0.832094899831478, 0.6679051001685226]","[3693468.4204534055, 61962194.91009387]","[198839.2, 1000750.0899999999]","[0.0, 0.0]","[0.0, 0.0]","[3.1429897465011517e-13, 1.2102660549087598e-12]",11.938768954849396,"[0.18164776292180965, 0.35913066563957485]","[398341.75, 0.0, 1734970.25, 0.0]","[7.4416825617001106, 0.0, 4.500505004438038, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,isolated_fastest,0.8,4000,20,complete,0.13047160164772173,0.6532673227272889,1.6683691874181943,0.05443873561840594,0.4649745888930702,1.3714073794499082,0.8133130400766543,0.32599999999999996,3779.0,18249.0,88644.0,"[0.9906396503214095, 0.9950338495604771, 0.9939210955627165]","[0.0, 0.0]","[0.6443308502650394, 0.6989397479678068]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.113536122582535,"[0.15052953243067996, 0.15141638647319502]","[0.0, 6816.169499999999, 0.0, 25378.045749999997]","[0.0, 0.15385482435659173, 0.0, 0.5846471550417354]",2101117.78475,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,isolated_fastest,1.0,4000,20,complete,0.13047160164772173,0.6532673227272889,1.6683691874181943,0.05443873561840594,0.4649745888930702,1.3714073794499082,0.8133130400766543,0.32599999999999996,3779.0,18249.0,88644.0,"[0.9906396503214095, 0.9950338495604771, 0.9939210955627165]","[0.0, 0.0]","[0.5154646802120315, 0.559151798374246]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.113536122582535,"[0.15052953243067996, 0.15141638647319502]","[0.0, 6816.169499999999, 0.0, 25378.045749999997]","[0.0, 0.15385482435659173, 0.0, 0.5846471550417354]",2101117.78475,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,3600,isolated_fastest,1.2,4000,20,complete,0.13047160164772173,0.6532673227272889,1.6683691874181943,0.05443873561840594,0.4649745888930702,1.3714073794499082,0.8133130400766543,0.32599999999999996,3779.0,18249.0,88644.0,"[0.9906396503214095, 0.9950338495604771, 0.9939210955627165]","[0.0, 0.0]","[0.4295539001766936, 0.4659598319785377]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.113536122582535,"[0.15052953243067996, 0.15141638647319502]","[0.0, 6816.169499999999, 0.0, 25378.045749999997]","[0.0, 0.15385482435659173, 0.0, 0.5846471550417354]",2101117.78475,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,10,1,queue_haul,0.8,4000,20,complete,0.0,0.0,0.17412202638296442,0.0,0.0,0.17414871694463793,0.0,0.0,0.0,0.0,23466.999999998086,"[0.532149486, 0.46625128480000033, 0.9984007707999991]","[0.03466066388766908, 0.026960363306644548]","[0.7484789053297463, 0.7303239081698191]","[7667.91952779253, 3736.9007090843015]","[68477.15, 55165.7]","[68477.15, 55165.65]","[0.0, 0.0]","[25845.733216869296, 23291.79006097714]",2.7316239265908178,"[0.15279206085305966, 0.1524730854260385]","[2663.25, 0.0, 0.5, 0.0]","[0.01972030004616677, 0.0, 4.2857098076469434e-06, 0.0]",2130648.25,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,queue_haul,1.0,4000,20,complete,0.0,1.2636574448158683e-06,0.9406856700945027,1.061486936970457e-07,0.0,0.9415868081987612,1.4487617468385727e-08,0.0,0.0,1.0,88589.3499999999,"[0.532149486, 0.46625128480000033, 0.9984007707999991]","[0.05007809526415676, 0.03869478736289417]","[0.5987831242637963, 0.5842591265358561]","[6163.447663188706, 2784.0454230848145]","[68346.4, 55165.6]","[64048.5, 48973.8]","[0.0, 0.0]","[19186.630529603393, 17491.67701860762]",2.7316239265908178,"[0.15279206085305966, 0.1524730854260385]","[7091.9, 0.0, 6192.35, 0.0]","[0.1463632518587335, 0.0, 0.04812006247021562, 0.0]",2120027.75,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,queue_haul,1.2,4000,20,complete,0.0,1.414338884614066e-05,1.032884010104038,1.1850706858340424e-06,0.0,1.0244743077797929,1.617434013682919e-07,0.0,0.0,2.0,88900.1,"[0.532149486, 0.46625128480000033, 0.9984007707999991]","[0.05257155803963985, 0.03868160649563209]","[0.4989859368864974, 0.48688260544654616]","[4437.574940228788, 2102.883431914733]","[67176.85, 50045.8]","[59644.75, 41628.3]","[0.0, 0.0]","[15266.211868799091, 14147.33844881412]",2.7316239265908178,"[0.15279206085305966, 0.1524730854260385]","[11495.65, 0.0, 13537.85, 0.0]","[0.19239350281842768, 0.0, 0.13924868974343244, 0.0]",2108278.5,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,greedy,0.8,4000,20,complete,0.0,1.2636574448158683e-06,5.4702025985654776e-05,1.061486936970457e-07,0.0,5.467671167655476e-05,1.4487617468385727e-08,0.0,0.0,1.0,6.199999999998909,"[0.6035925049599992, 0.3948081606399999, 0.9984006655999995]","[0.03790296796988465, 0.00642063580004409]","[0.7767615133127276, 0.702041244741728]","[11947.469876055877, 845.1245589759186]","[87557.3, 38748.1]","[87557.3, 38748.1]","[0.0, 0.0]","[29021.93146628081, 21268.707994121774]",2.731623264644457,"[0.1531378755652287, 0.15212727020465638]","[0.7, 0.0, 0.85, 0.0]","[5.688211047023544e-06, 0.0, 4.8185293668568625e-06, 0.0]",2133310.45,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,greedy,1.0,4000,20,complete,0.0,3.140606146447208e-06,0.3420387469731487,2.6338531245263235e-07,0.0,0.3432871584154946,3.594792852086837e-08,0.0,0.0,1.0,24802.399999981684,"[0.6035925049599992, 0.3948081606399999, 0.9984006655999995]","[0.06238813883923391, 0.00928254897629785]","[0.6214092106501823, 0.5616329957933824]","[10088.942945876184, 654.1613175146545]","[85951.6, 38716.85]","[82056.35, 38716.85]","[0.0, 0.0]","[21079.848919312524, 16738.566470240145]",2.731623264644457,"[0.1531378755652287, 0.15212727020465638]","[5501.65, 0.0, 32.1, 0.0]","[0.13796787062488117, 0.0, 0.001005942691386295, 0.0]",2127778.25,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,greedy,1.2,4000,20,complete,0.0,4.564050816307125e-06,1.0055303439338377,3.8256110110039413e-07,0.0,1.0019047931589617,5.221353836765297e-08,0.0,0.0,2.0,88207.54999999989,"[0.6035925049599992, 0.3948081606399999, 0.9984006655999995]","[0.06961576382005816, 0.011110952349684398]","[0.5178410088751522, 0.46802749649448583]","[7980.1487975697455, 531.0222641404581]","[84782.05, 38716.85]","[73243.1, 38716.85]","[0.0, 0.0]","[16391.509308479417, 13723.77465090096]",2.731623264644457,"[0.1531378755652287, 0.15212727020465638]","[14314.9, 0.0, 32.1, 0.0]","[0.22665463715795678, 0.0, 0.001005942691386295, 0.0]",2118965.0,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,kv_only,0.8,4000,20,complete,1.2380296551299418e-05,0.00020910112937885532,0.0004298900021155888,1.742502755570647e-05,1.2247862437416731e-05,0.0004259313728596774,2.831250495432542e-06,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.6250224056439719, 0.625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0002674958066675366,"[0.15021660193325523, 0.1502162301559402]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.00021739859912183642, 0.0, 0.0]",2133300.173,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,kv_only,1.0,4000,20,complete,1.2380296551299418e-05,0.00020910112937885532,0.0004298900021155888,1.742502755570647e-05,1.2247862437416731e-05,0.0004259313728596774,2.831250495432542e-06,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.5000179245151779, 0.5]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0002674958066675366,"[0.15021660193325523, 0.1502162301559402]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.00021739859912183642, 0.0, 0.0]",2133300.173,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,kv_only,1.2,4000,20,complete,1.2380296551299418e-05,0.00020910112937885532,0.0004298900021155888,1.742502755570647e-05,1.2247862437416731e-05,0.0004259313728596774,2.831250495432542e-06,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.4166816037626483, 0.4166666666666671]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0002674958066675366,"[0.15021660193325523, 0.1502162301559402]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.00021739859912183642, 0.0, 0.0]",2133300.173,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,32,10,1,replay_only,0.8,4000,20,complete,0.0,1.2636574448158683e-06,5.4702025985654776e-05,1.061486936970457e-07,0.0,5.467671167655476e-05,1.4487617468385727e-08,0.0,0.0,1.0,6.199999999998909,"[0.39480749031999995, 0.6035930523999994, 0.9984005427199991]","[0.00642115953398857, 0.03790302528266729]","[0.7020410518117595, 0.776761555566042]","[845.1254293666274, 11947.48199646628]","[38748.0, 87557.35]","[38748.0, 87557.35]","[0.0, 0.0]","[21268.62992138405, 29021.95612760939]",2.731621465750694,"[0.15212726696002138, 0.15313787821507208]","[0.95, 0.0, 0.7, 0.0]","[6.163259022261804e-06, 0.0, 6.035675086893909e-06, 0.0]",2133310.35,"[10.0, 10.0, 10.0]"
