model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,p05_qh_minus_baseline_w,median_qh_minus_baseline_w,p95_qh_minus_baseline_w,qh_win_fraction
gpt-oss-20b,coding,4,400,3,replay_only,1.2,4000,5950.341577841657,15543.70235674642,33576.003133741164,1.0
gpt-oss-20b,coding,4,400,3,isolated_fastest,0.8,4000,-416090.8653116422,-224714.9768356864,739002.180103852,0.2
gpt-oss-20b,coding,4,400,3,isolated_fastest,1.0,4000,3419124.8491285113,6135818.516753867,8261924.742932325,1.0
gpt-oss-20b,coding,4,400,3,isolated_fastest,1.2,4000,7075004.940302433,9119472.532638045,10490020.776703406,1.0
gpt-oss-20b,coding,4,400,10,greedy,0.8,4000,-1063.3072507026113,-11.690671007272071,309.4025082842199,0.15
gpt-oss-20b,coding,4,400,10,greedy,1.0,4000,-2559884.774373583,-314119.1163364146,94152.17423511278,0.3
gpt-oss-20b,coding,4,400,10,greedy,1.2,4000,5020.753116361415,14832.025852622464,24387.072913723154,1.0
gpt-oss-20b,coding,4,400,10,kv_only,0.8,4000,-1393998.7351818548,-819316.2862865716,-476951.22596415016,0.0
gpt-oss-20b,coding,4,400,10,kv_only,1.0,4000,5945419.248190215,8940960.183159536,10344586.307750503,1.0
gpt-oss-20b,coding,4,400,10,kv_only,1.2,4000,9342287.833673038,10318126.997814283,10949831.702221828,1.0
gpt-oss-20b,coding,4,400,10,replay_only,0.8,4000,0.0,3.2261035298294627,336.5288505128745,0.55
gpt-oss-20b,coding,4,400,10,replay_only,1.0,4000,-2559815.478010784,-314073.06463209074,94247.89299903085,0.3
gpt-oss-20b,coding,4,400,10,replay_only,1.2,4000,5874.005271455002,15557.556187326089,24407.35212438496,1.0
gpt-oss-20b,coding,4,400,10,isolated_fastest,0.8,4000,-1393998.7351818548,-819316.2862865716,-476951.22596415016,0.0
gpt-oss-20b,coding,4,400,10,isolated_fastest,1.0,4000,5945419.248190215,8940960.183159536,10344586.307750503,1.0
gpt-oss-20b,coding,4,400,10,isolated_fastest,1.2,4000,9342287.833673038,10318126.997814283,10949831.702221828,1.0
gpt-oss-20b,coding,4,400,30,greedy,0.8,4000,-298.81011366790085,0.0,0.0,0.0
gpt-oss-20b,coding,4,400,30,greedy,1.0,4000,-699225.3063049496,-1.862645149230957e-09,2800.111700748087,0.3065
gpt-oss-20b,coding,4,400,30,greedy,1.2,4000,-3.725290298461914e-09,1.862645149230957e-09,10212.90837923506,0.6065
gpt-oss-20b,coding,4,400,30,kv_only,0.8,4000,-3693591.1843064763,-2294895.526270478,-1110934.8085933912,0.0
gpt-oss-20b,coding,4,400,30,kv_only,1.0,4000,8126512.903278906,9454153.99457101,10823879.485033566,1.0
gpt-oss-20b,coding,4,400,30,kv_only,1.2,4000,8221364.512971009,9614032.281999668,10840095.587421631,1.0
gpt-oss-20b,coding,4,400,30,replay_only,0.8,4000,0.0,0.0,4.404001065933157,0.15
gpt-oss-20b,coding,4,400,30,replay_only,1.0,4000,-699204.7190070212,-1.862645149230957e-09,3051.2825646869105,0.3065
gpt-oss-20b,coding,4,400,30,replay_only,1.2,4000,-3.725290298461914e-09,1.862645149230957e-09,10228.64944345945,0.6065
gpt-oss-20b,coding,4,400,30,isolated_fastest,0.8,4000,-3693591.1843064763,-2294895.526270478,-1110934.8085933912,0.0
gpt-oss-20b,coding,4,400,30,isolated_fastest,1.0,4000,8126512.903278906,9454153.99457101,10823879.485033566,1.0
gpt-oss-20b,coding,4,400,30,isolated_fastest,1.2,4000,8221364.512971009,9614032.281999668,10840095.587421631,1.0
gpt-oss-20b,coding,4,400,60,greedy,0.8,4000,0.0,0.0,0.042941385982457905,0.05
gpt-oss-20b,coding,4,400,60,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2275
gpt-oss-20b,coding,4,400,60,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2275
gpt-oss-20b,coding,4,400,60,kv_only,0.8,4000,-6894037.056900046,-3760194.240314411,-1598255.4009231087,0.0
gpt-oss-20b,coding,4,400,60,kv_only,1.0,4000,5053348.894239021,8177261.119423728,10384940.515149869,1.0
gpt-oss-20b,coding,4,400,60,kv_only,1.2,4000,5053348.894239021,8177261.119423728,10384940.515149869,1.0
gpt-oss-20b,coding,4,400,60,replay_only,0.8,4000,0.0,0.0,0.042941385982457905,0.05
gpt-oss-20b,coding,4,400,60,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2275
gpt-oss-20b,coding,4,400,60,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2275
gpt-oss-20b,coding,4,400,60,isolated_fastest,0.8,4000,-6894037.056900046,-3760194.240314411,-1598255.4009231087,0.0
gpt-oss-20b,coding,4,400,60,isolated_fastest,1.0,4000,5053348.894239021,8177261.119423728,10384940.515149869,1.0
gpt-oss-20b,coding,4,400,60,isolated_fastest,1.2,4000,5053348.894239021,8177261.119423728,10384940.515149869,1.0
gpt-oss-20b,coding,4,400,120,greedy,0.8,4000,0.0,0.0,2.452592510860022,0.05
gpt-oss-20b,coding,4,400,120,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.316
gpt-oss-20b,coding,4,400,120,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.316
gpt-oss-20b,coding,4,400,120,kv_only,0.8,4000,-8505747.180614471,-5233141.165207394,-2571962.6776098297,0.0
gpt-oss-20b,coding,4,400,120,kv_only,1.0,4000,3434950.8080266602,6703224.379162327,9401138.128911795,1.0
gpt-oss-20b,coding,4,400,120,kv_only,1.2,4000,3434950.8080266602,6703224.379162327,9401138.128911795,1.0
gpt-oss-20b,coding,4,400,120,replay_only,0.8,4000,0.0,0.0,2.452592510860022,0.05
gpt-oss-20b,coding,4,400,120,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.316
gpt-oss-20b,coding,4,400,120,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.316
gpt-oss-20b,coding,4,400,120,isolated_fastest,0.8,4000,-8505747.180614471,-5233141.165207394,-2571962.6776098297,0.0
gpt-oss-20b,coding,4,400,120,isolated_fastest,1.0,4000,3434950.8080266602,6703224.379162327,9401138.128911795,1.0
gpt-oss-20b,coding,4,400,120,isolated_fastest,1.2,4000,3434950.8080266602,6703224.379162327,9401138.128911795,1.0
gpt-oss-20b,coding,4,400,300,greedy,0.8,4000,0.0,0.0,63.64626149641612,0.2
gpt-oss-20b,coding,4,400,300,greedy,1.0,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.31125
gpt-oss-20b,coding,4,400,300,greedy,1.2,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.31125
gpt-oss-20b,coding,4,400,300,kv_only,0.8,4000,-9005213.790046904,-8117588.0333175,-4879588.222929046,0.0
gpt-oss-20b,coding,4,400,300,kv_only,1.0,4000,1241193.9766038212,3835271.044839793,7069809.844085497,1.0
gpt-oss-20b,coding,4,400,300,kv_only,1.2,4000,1241193.9766038212,3835271.044839793,7069809.844085497,1.0
gpt-oss-20b,coding,4,400,300,replay_only,0.8,4000,0.0,0.0,63.64626149641612,0.2
gpt-oss-20b,coding,4,400,300,replay_only,1.0,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.31125
gpt-oss-20b,coding,4,400,300,replay_only,1.2,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.31125
gpt-oss-20b,coding,4,400,300,isolated_fastest,0.8,4000,-9005213.790046904,-8117588.0333175,-4879588.222929046,0.0
gpt-oss-20b,coding,4,400,300,isolated_fastest,1.0,4000,1241193.9766038212,3835271.044839793,7069809.844085497,1.0
gpt-oss-20b,coding,4,400,300,isolated_fastest,1.2,4000,1241193.9766038212,3835271.044839793,7069809.844085497,1.0
gpt-oss-20b,coding,4,400,600,greedy,0.8,4000,0.0,0.0,1645760.3827727248,0.45
gpt-oss-20b,coding,4,400,600,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.27625
gpt-oss-20b,coding,4,400,600,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.27625
gpt-oss-20b,coding,4,400,600,kv_only,0.8,4000,-9005233.661374565,-8908040.128336698,-7155193.356172877,0.0
gpt-oss-20b,coding,4,400,600,kv_only,1.0,4000,514485.74396871624,1725786.1233337158,3669122.3213899177,1.0
gpt-oss-20b,coding,4,400,600,kv_only,1.2,4000,514485.74396871624,1725786.1233337158,3669122.3213899177,1.0
gpt-oss-20b,coding,4,400,600,replay_only,0.8,4000,0.0,0.0,1645760.3827727248,0.45
gpt-oss-20b,coding,4,400,600,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.27625
gpt-oss-20b,coding,4,400,600,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.27625
gpt-oss-20b,coding,4,400,600,isolated_fastest,0.8,4000,-9005233.661374565,-8908040.128336698,-7155193.356172877,0.0
gpt-oss-20b,coding,4,400,600,isolated_fastest,1.0,4000,514485.74396871624,1725786.1233337158,3669122.3213899177,1.0
gpt-oss-20b,coding,4,400,600,isolated_fastest,1.2,4000,514485.74396871624,1725786.1233337158,3669122.3213899177,1.0
gpt-oss-20b,coding,4,400,1800,greedy,0.8,4000,342.4255491529413,4041211.4181762226,6404708.355196251,1.0
gpt-oss-20b,coding,4,400,1800,greedy,1.0,4000,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.38525
gpt-oss-20b,coding,4,400,1800,greedy,1.2,4000,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.38525
gpt-oss-20b,coding,4,400,1800,kv_only,0.8,4000,-8999670.30796299,-4912510.039862494,-2568659.068642768,0.0
gpt-oss-20b,coding,4,400,1800,kv_only,1.0,4000,-1.862645149230957e-09,10680.472734475508,138434.92049019536,0.75
gpt-oss-20b,coding,4,400,1800,kv_only,1.2,4000,-1.862645149230957e-09,10680.472734475508,138434.92049019536,0.75
gpt-oss-20b,coding,4,400,1800,replay_only,0.8,4000,342.4255491529413,4041211.4181762226,6404708.355196251,1.0
gpt-oss-20b,coding,4,400,1800,replay_only,1.0,4000,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.38525
gpt-oss-20b,coding,4,400,1800,replay_only,1.2,4000,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.38525
gpt-oss-20b,coding,4,400,1800,isolated_fastest,0.8,4000,-8999670.30796299,-4912510.039862494,-2568659.068642768,0.0
gpt-oss-20b,coding,4,400,1800,isolated_fastest,1.0,4000,-1.862645149230957e-09,10680.472734475508,138434.92049019536,0.75
gpt-oss-20b,coding,4,400,1800,isolated_fastest,1.2,4000,-1.862645149230957e-09,10680.472734475508,138434.92049019536,0.75
gpt-oss-20b,coding,4,400,3600,greedy,0.8,4000,8902858.953070544,8999992.50187099,9005256.154644039,1.0
gpt-oss-20b,coding,4,400,3600,greedy,1.0,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.25425
gpt-oss-20b,coding,4,400,3600,greedy,1.2,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.25425
gpt-oss-20b,coding,4,400,3600,kv_only,0.8,4000,-80.64292854218911,-1.9547206610441208,3.2278428753813793,0.15
gpt-oss-20b,coding,4,400,3600,kv_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2525
gpt-oss-20b,coding,4,400,3600,kv_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2525
gpt-oss-20b,coding,4,400,3600,replay_only,0.8,4000,8902858.953070544,8999992.50187099,9005256.154644039,1.0
gpt-oss-20b,coding,4,400,3600,replay_only,1.0,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.25425
gpt-oss-20b,coding,4,400,3600,replay_only,1.2,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.25425
gpt-oss-20b,coding,4,400,3600,isolated_fastest,0.8,4000,-80.64292854218911,-1.9547206610441208,3.2278428753813793,0.15
gpt-oss-20b,coding,4,400,3600,isolated_fastest,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2525
gpt-oss-20b,coding,4,400,3600,isolated_fastest,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2525
gpt-oss-20b,coding,16,reference,1,greedy,0.8,4000,-1002649.7096384283,-3.8467851204182715,5223.04433389349,0.4175
gpt-oss-20b,coding,16,reference,1,greedy,1.0,4000,-2439615.0787864313,0.0,262716.81452081434,0.472
gpt-oss-20b,coding,16,reference,1,greedy,1.2,4000,-2464815.211810274,0.0,63685.090831943155,0.4895
gpt-oss-20b,coding,16,reference,1,kv_only,0.8,4000,-705.516893375547,-275.00035618886375,252203.19429672603,0.1175
gpt-oss-20b,coding,16,reference,1,kv_only,1.0,4000,-697.9021038779582,-89.00660932061024,937139.9564299107,0.36975
gpt-oss-20b,coding,16,reference,1,kv_only,1.2,4000,-440.6540840029297,244192.7119007201,2098422.8955727867,0.601
gpt-oss-20b,coding,16,reference,1,replay_only,0.8,4000,-1002645.0970564594,1.1142718814325994,5233.748486178522,0.50175
gpt-oss-20b,coding,16,reference,1,replay_only,1.0,4000,-2439610.677212169,1.1641532182693481e-10,262718.1742798284,0.52525
gpt-oss-20b,coding,16,reference,1,replay_only,1.2,4000,-2464791.408265789,9.71996057238151,63685.090831943155,0.5605
gpt-oss-20b,coding,16,reference,1,isolated_fastest,0.8,4000,-705.516893375547,-275.00035618886375,252203.19429672603,0.1175
gpt-oss-20b,coding,16,reference,1,isolated_fastest,1.0,4000,-697.9021038779582,-89.00660932061024,937139.9564299107,0.36975
gpt-oss-20b,coding,16,reference,1,isolated_fastest,1.2,4000,-440.6540840029297,244192.7119007201,2098422.8955727867,0.601
gpt-oss-20b,coding,16,reference,3,greedy,0.8,4000,-1215761.1720754043,-24612.41909525169,408190.8268231977,0.44375
gpt-oss-20b,coding,16,reference,3,greedy,1.0,4000,-3753497.7620966267,206.36627845629118,1317362.7037439966,0.5995
gpt-oss-20b,coding,16,reference,3,greedy,1.2,4000,-2647083.6736173253,-673176.3553875266,692860.400007216,0.3165
gpt-oss-20b,coding,16,reference,3,kv_only,0.8,4000,-2113.1968760058003,-311.8191877283439,1296563.3551165774,0.4
gpt-oss-20b,coding,16,reference,3,kv_only,1.0,4000,212809.8824371555,1205203.600840309,3731404.859640075,0.95
gpt-oss-20b,coding,16,reference,3,kv_only,1.2,4000,1182823.7646550306,3288735.6528205937,5640547.53313536,1.0
gpt-oss-20b,coding,16,reference,3,replay_only,0.8,4000,-1215745.5256595416,-24602.843186374525,408200.37204571784,0.46425
gpt-oss-20b,coding,16,reference,3,replay_only,1.0,4000,-3753480.2193427584,213.8825708286604,838153.0124225458,0.57925
gpt-oss-20b,coding,16,reference,3,replay_only,1.2,4000,-2647078.8910905006,-673174.4620521618,367464.1357735917,0.3335
gpt-oss-20b,coding,16,reference,3,isolated_fastest,0.8,4000,-2113.1968760058003,-311.8191877283439,1296563.3551165774,0.4
gpt-oss-20b,coding,16,reference,3,isolated_fastest,1.0,4000,212809.8824371555,1205203.600840309,3731404.859640075,0.95
gpt-oss-20b,coding,16,reference,3,isolated_fastest,1.2,4000,1182823.7646550306,3288735.6528205937,5640547.53313536,1.0
gpt-oss-20b,coding,16,reference,10,greedy,0.8,4000,-1784583.776883703,-8.641763201849049,675441.7003878707,0.3855
gpt-oss-20b,coding,16,reference,10,greedy,1.0,4000,-2732186.4759236197,-304098.9846261237,1006369.3688713629,0.46975
gpt-oss-20b,coding,16,reference,10,greedy,1.2,4000,-2346341.2645279756,195417.52433221508,2653610.1239013867,0.604
gpt-oss-20b,coding,16,reference,10,kv_only,0.8,4000,-7086.3729300088735,-1004.3589450404705,1612705.40807286,0.45
gpt-oss-20b,coding,16,reference,10,kv_only,1.0,4000,1377090.2491893703,4073260.0276797707,5931350.0633119475,1.0
gpt-oss-20b,coding,16,reference,10,kv_only,1.2,4000,3880213.4811389446,6637736.395614048,10725453.306234185,1.0
gpt-oss-20b,coding,16,reference,10,replay_only,0.8,4000,-1784580.4932041338,0.0,675508.5009257654,0.4855
gpt-oss-20b,coding,16,reference,10,replay_only,1.0,4000,-2732185.3200608324,-304097.9998383876,1006372.5116763017,0.46975
gpt-oss-20b,coding,16,reference,10,replay_only,1.2,4000,-2346335.8841021173,195431.6275563212,2653613.2346095666,0.604
gpt-oss-20b,coding,16,reference,10,isolated_fastest,0.8,4000,-7086.3729300088735,-1004.3589450404705,1612705.40807286,0.45
gpt-oss-20b,coding,16,reference,10,isolated_fastest,1.0,4000,1377090.2491893703,4073260.0276797707,5931350.0633119475,1.0
gpt-oss-20b,coding,16,reference,10,isolated_fastest,1.2,4000,3880213.4811389446,6637736.395614048,10725453.306234185,1.0
gpt-oss-20b,coding,16,reference,30,greedy,0.8,4000,-20.735940903265625,-1.3637552227438576,25.935916273074287,0.3
gpt-oss-20b,coding,16,reference,30,greedy,1.0,4000,-5288137.675690068,-602971.0139622446,148813.69473415054,0.16725
gpt-oss-20b,coding,16,reference,30,greedy,1.2,4000,-2153706.7098348793,143.23261299356818,2048488.5725139435,0.51525
gpt-oss-20b,coding,16,reference,30,kv_only,0.8,4000,-27436.485200239713,-10890.845586871626,-2190.8896954937336,0.0
gpt-oss-20b,coding,16,reference,30,kv_only,1.0,4000,3630746.5872232313,6002817.821502703,9563689.431086242,1.0
gpt-oss-20b,coding,16,reference,30,kv_only,1.2,4000,7297753.913303548,9863187.075018743,11517322.572894845,1.0
gpt-oss-20b,coding,16,reference,30,replay_only,0.8,4000,0.0,1.5057686007115891,29.09013232700437,0.9
gpt-oss-20b,coding,16,reference,30,replay_only,1.0,4000,-5288134.605625495,-602954.9021680672,148816.1453166632,0.16725
gpt-oss-20b,coding,16,reference,30,replay_only,1.2,4000,-2153696.1412121225,172.3753787316382,2048488.5725139454,0.51525
gpt-oss-20b,coding,16,reference,30,isolated_fastest,0.8,4000,-27436.485200239713,-10890.845586871626,-2190.8896954937336,0.0
gpt-oss-20b,coding,16,reference,30,isolated_fastest,1.0,4000,3630746.5872232313,6002817.821502703,9563689.431086242,1.0
gpt-oss-20b,coding,16,reference,30,isolated_fastest,1.2,4000,7297753.913303548,9863187.075018743,11517322.572894845,1.0
gpt-oss-20b,coding,16,reference,60,greedy,0.8,4000,-9.173556550911716,-1.2481639811467065,27.964750303433476,0.25
gpt-oss-20b,coding,16,reference,60,greedy,1.0,4000,-1900427.8676162092,-235583.91782851238,1385462.6922859272,0.4355
gpt-oss-20b,coding,16,reference,60,greedy,1.2,4000,-49791.682869202006,97.13841990381479,486.3823656644672,0.5755
gpt-oss-20b,coding,16,reference,60,kv_only,0.8,4000,-55537.685428276614,-21786.217899092146,-4336.57234414819,0.0
gpt-oss-20b,coding,16,reference,60,kv_only,1.0,4000,4178964.6646458474,8477023.020282576,11153433.372211054,1.0
gpt-oss-20b,coding,16,reference,60,kv_only,1.2,4000,10936046.483962074,11576915.10527577,11828423.59996616,1.0
gpt-oss-20b,coding,16,reference,60,replay_only,0.8,4000,0.0,0.989480775223043,32.6545898148066,0.7
gpt-oss-20b,coding,16,reference,60,replay_only,1.0,4000,-1900417.2301379226,-235574.47546183784,1385465.563049052,0.4355
gpt-oss-20b,coding,16,reference,60,replay_only,1.2,4000,-49789.91527512857,104.44253393635154,487.7361084036529,0.58875
gpt-oss-20b,coding,16,reference,60,isolated_fastest,0.8,4000,-55537.685428276614,-21786.217899092146,-4336.57234414819,0.0
gpt-oss-20b,coding,16,reference,60,isolated_fastest,1.0,4000,4178964.6646458474,8477023.020282576,11153433.372211054,1.0
gpt-oss-20b,coding,16,reference,60,isolated_fastest,1.2,4000,10936046.483962074,11576915.10527577,11828423.59996616,1.0
gpt-oss-20b,coding,16,reference,120,greedy,0.8,4000,-2.5688757248986134,0.0,12.681965602385151,0.1
gpt-oss-20b,coding,16,reference,120,greedy,1.0,4000,-1522912.396359848,-62014.592298587784,685774.1454203203,0.48375
gpt-oss-20b,coding,16,reference,120,greedy,1.2,4000,-1995.4873963650316,-1.862645149230957e-09,160.78875494450062,0.248
gpt-oss-20b,coding,16,reference,120,kv_only,0.8,4000,-111139.76582263726,-43572.43579818429,-8695.410397610562,0.0
gpt-oss-20b,coding,16,reference,120,kv_only,1.0,4000,5301827.109597438,10319248.852750216,11963470.072552942,1.0
gpt-oss-20b,coding,16,reference,120,kv_only,1.2,4000,11764492.85486485,11883995.465674205,11988203.006348047,1.0
gpt-oss-20b,coding,16,reference,120,replay_only,0.8,4000,0.0,0.0,16.3627050207554,0.15
gpt-oss-20b,coding,16,reference,120,replay_only,1.0,4000,-1522910.5066703062,-62014.592298587784,685774.1454203203,0.48375
gpt-oss-20b,coding,16,reference,120,replay_only,1.2,4000,-1991.4956185407937,-1.862645149230957e-09,164.56839226921787,0.248
gpt-oss-20b,coding,16,reference,120,isolated_fastest,0.8,4000,-111139.76582263726,-43572.43579818429,-8695.410397610562,0.0
gpt-oss-20b,coding,16,reference,120,isolated_fastest,1.0,4000,5301827.109597438,10319248.852750216,11963470.072552942,1.0
gpt-oss-20b,coding,16,reference,120,isolated_fastest,1.2,4000,11764492.85486485,11883995.465674205,11988203.006348047,1.0
gpt-oss-20b,coding,16,reference,300,greedy,0.8,4000,0.0,0.0,0.4904509420737535,0.05
gpt-oss-20b,coding,16,reference,300,greedy,1.0,4000,-1.862645149230957e-09,0.0,1.862645149230957e-09,0.2285
gpt-oss-20b,coding,16,reference,300,greedy,1.2,4000,-1.862645149230957e-09,0.0,1.862645149230957e-09,0.2285
gpt-oss-20b,coding,16,reference,300,kv_only,0.8,4000,-277977.01474697504,-108952.11866331699,-21728.577011878107,0.0
gpt-oss-20b,coding,16,reference,300,kv_only,1.0,4000,11627078.99672081,11829021.055634717,11977004.593583826,1.0
gpt-oss-20b,coding,16,reference,300,kv_only,1.2,4000,11627078.99672081,11829021.055634717,11977004.593583826,1.0
gpt-oss-20b,coding,16,reference,300,replay_only,0.8,4000,0.0,0.0,0.4904509420737535,0.05
gpt-oss-20b,coding,16,reference,300,replay_only,1.0,4000,-1.862645149230957e-09,0.0,1.862645149230957e-09,0.2285
gpt-oss-20b,coding,16,reference,300,replay_only,1.2,4000,-1.862645149230957e-09,0.0,1.862645149230957e-09,0.2285
gpt-oss-20b,coding,16,reference,300,isolated_fastest,0.8,4000,-277977.01474697504,-108952.11866331699,-21728.577011878107,0.0
gpt-oss-20b,coding,16,reference,300,isolated_fastest,1.0,4000,11627078.99672081,11829021.055634717,11977004.593583826,1.0
gpt-oss-20b,coding,16,reference,300,isolated_fastest,1.2,4000,11627078.99672081,11829021.055634717,11977004.593583826,1.0
gpt-oss-20b,coding,16,reference,600,greedy,0.8,4000,0.0,0.0,0.4904509420737535,0.05
gpt-oss-20b,coding,16,reference,600,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.34475
gpt-oss-20b,coding,16,reference,600,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.34475
gpt-oss-20b,coding,16,reference,600,kv_only,0.8,4000,-555954.0294939501,-217904.23732663397,-43477.05198805281,0.0
gpt-oss-20b,coding,16,reference,600,kv_only,1.0,4000,11346575.46551258,11711200.310558937,11950094.12881523,1.0
gpt-oss-20b,coding,16,reference,600,kv_only,1.2,4000,11346575.46551258,11711200.310558937,11950094.12881523,1.0
gpt-oss-20b,coding,16,reference,600,replay_only,0.8,4000,0.0,0.0,0.4904509420737535,0.05
gpt-oss-20b,coding,16,reference,600,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.34475
gpt-oss-20b,coding,16,reference,600,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.34475
gpt-oss-20b,coding,16,reference,600,isolated_fastest,0.8,4000,-555954.0294939501,-217904.23732663397,-43477.05198805281,0.0
gpt-oss-20b,coding,16,reference,600,isolated_fastest,1.0,4000,11346575.46551258,11711200.310558937,11950094.12881523,1.0
gpt-oss-20b,coding,16,reference,600,isolated_fastest,1.2,4000,11346575.46551258,11711200.310558937,11950094.12881523,1.0
gpt-oss-20b,coding,16,reference,1800,greedy,0.8,4000,0.0,0.0,0.3678382065553151,0.05
gpt-oss-20b,coding,16,reference,1800,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.231
gpt-oss-20b,coding,16,reference,1800,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.231
gpt-oss-20b,coding,16,reference,1800,kv_only,0.8,4000,-1667862.0884818502,-653733.7411477581,-130451.053928455,0.0
gpt-oss-20b,coding,16,reference,1800,kv_only,1.0,4000,10285184.285716925,11257473.196336323,11837992.017643804,1.0
gpt-oss-20b,coding,16,reference,1800,kv_only,1.2,4000,10285184.285716925,11257473.196336323,11837992.017643804,1.0
gpt-oss-20b,coding,16,reference,1800,replay_only,0.8,4000,0.0,0.0,0.3678382065553151,0.05
gpt-oss-20b,coding,16,reference,1800,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.231
gpt-oss-20b,coding,16,reference,1800,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.231
gpt-oss-20b,coding,16,reference,1800,isolated_fastest,0.8,4000,-1667862.0884818502,-653733.7411477581,-130451.053928455,0.0
gpt-oss-20b,coding,16,reference,1800,isolated_fastest,1.0,4000,10285184.285716925,11257473.196336323,11837992.017643804,1.0
gpt-oss-20b,coding,16,reference,1800,isolated_fastest,1.2,4000,10285184.285716925,11257473.196336323,11837992.017643804,1.0
gpt-oss-20b,coding,16,reference,3600,greedy,0.8,4000,0.0,0.0,0.24522547103687675,0.05
gpt-oss-20b,coding,16,reference,3600,greedy,1.0,4000,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.393
gpt-oss-20b,coding,16,reference,3600,greedy,1.2,4000,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.393
gpt-oss-20b,coding,16,reference,3600,kv_only,0.8,4000,-2913247.3612075807,-1270663.000343497,-274556.6701699355,0.0
gpt-oss-20b,coding,16,reference,3600,kv_only,1.0,4000,9036220.334291583,10675931.863540843,11660047.39313297,1.0
gpt-oss-20b,coding,16,reference,3600,kv_only,1.2,4000,9036220.334291583,10675931.863540843,11660047.39313297,1.0
gpt-oss-20b,coding,16,reference,3600,replay_only,0.8,4000,0.0,0.0,0.24522547103687675,0.05
gpt-oss-20b,coding,16,reference,3600,replay_only,1.0,4000,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.393
gpt-oss-20b,coding,16,reference,3600,replay_only,1.2,4000,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.393
gpt-oss-20b,coding,16,reference,3600,isolated_fastest,0.8,4000,-2913247.3612075807,-1270663.000343497,-274556.6701699355,0.0
gpt-oss-20b,coding,16,reference,3600,isolated_fastest,1.0,4000,9036220.334291583,10675931.863540843,11660047.39313297,1.0
gpt-oss-20b,coding,16,reference,3600,isolated_fastest,1.2,4000,9036220.334291583,10675931.863540843,11660047.39313297,1.0
gpt-oss-20b,coding,16,10,1,greedy,0.8,4000,-1655847.5058602025,0.0,36242.46600040891,0.1
gpt-oss-20b,coding,16,10,1,greedy,1.0,4000,-937017.3285337798,0.0,78.31555426848354,0.19275
gpt-oss-20b,coding,16,10,1,greedy,1.2,4000,-1310617.3541045205,0.0,40983.112669582,0.30525
gpt-oss-20b,coding,16,10,1,kv_only,0.8,4000,-781.659773984437,-328.01907826531044,736966.4660019104,0.15
gpt-oss-20b,coding,16,10,1,kv_only,1.0,4000,-693.8495339995449,167899.19672964033,2557689.7253298974,0.5
