catch_up_finish_s,catch_up_start_s,condition,context_profile,context_tokens,continuation_start_s,continuation_ttft_delta_s,continuation_ttft_s,episode,first_token_s,match_id,method,migration_finish_s,migration_start_s,migration_ttft_s,order,policy,quiesce_s,reaction_commit_s,reaction_readiness_s,required_deadline_s,sample_id,scenario_id,scheduler_wait_s,session_id,token_distribution
,,medium-fixed-2500mbps-30s,medium,8192,13.908809569,-0.04931917499999999,0.372373507,57,14.281183076,e0daa9be315f7db5,kv_transfer,9.999224015,0.007131923,9.794884718,5,kv_only,9.999225135,9.999373304,9.802016641,30.0,51fde7b51569b7ba,p-6faa81fd25261e5d,0.007131923,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,fixed
,,medium-fixed-2500mbps-30s,medium,8192,16.051163112,-0.009261291999999977,0.430523199,57,16.481686311,e0daa9be315f7db5,kv_transfer,11.165321943,0.007960935,11.005486677,6,kv_only,11.165322963,11.165471812,11.013447612,30.0,51fde7b51569b7ba,p-6faa81fd25261e5d,0.007960935,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,fixed
,,medium-fixed-2500mbps-30s,medium,8192,12.590701312,-0.014669941999999991,0.375986262,57,12.966687574,e0daa9be315f7db5,kv_transfer,12.032128117,0.008893666,12.002945322,7,kv_only,12.032129197,12.032302356,12.011838988,30.0,51fde7b51569b7ba,p-6faa81fd25261e5d,0.008893666,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,fixed
,,medium-fixed-2500mbps-30s,medium,8192,6.035786298,-0.029402945999999985,0.350891865,57,6.386678163,e0daa9be315f7db5,replay,5.607030071,0.000892371,5.446934772,0,replay_only,5.607031511,5.60718766,5.447827143,30.0,51fde7b51569b7ba,p-667f7c7769a4c67e,0.000892371,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,fixed
,,medium-fixed-2500mbps-30s,medium,8192,7.05757046,-0.06200501300000005,0.604545346,57,7.662115806,e0daa9be315f7db5,replay,5.671880118,0.001492696,5.511661708,1,replay_only,5.671882608,5.672371833,5.513154404,30.0,51fde7b51569b7ba,p-667f7c7769a4c67e,0.001492696,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,fixed
,,medium-fixed-2500mbps-30s,medium,8192,8.389014364,-0.05223025199999998,0.35037383,57,8.739388194,e0daa9be315f7db5,replay,5.904858427,0.002015151,5.759669053,2,replay_only,5.904860717,5.905924267,5.761684204,30.0,51fde7b51569b7ba,p-667f7c7769a4c67e,0.002015151,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,fixed
,,medium-fixed-2500mbps-30s,medium,8192,9.429081031,-0.028661104999999965,0.351777816,57,9.780858847,e0daa9be315f7db5,replay,5.762493386,0.003690585,5.601425715,3,replay_only,5.762495376,5.762913922,5.6051163,30.0,51fde7b51569b7ba,p-667f7c7769a4c67e,0.003690585,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,fixed
,,medium-fixed-2500mbps-30s,medium,8192,8.873066958,-0.031082866000000042,0.376333031,57,9.249399989,e0daa9be315f7db5,replay,6.034651449,0.004359648,5.852235513,4,replay_only,6.034653028,6.035134514,5.856595161,30.0,51fde7b51569b7ba,p-667f7c7769a4c67e,0.004359648,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,fixed
,,medium-fixed-2500mbps-30s,medium,8192,7.837806696,-0.047662959999999976,0.374029722,57,8.211836418,e0daa9be315f7db5,replay,5.836077818,0.005131371,5.644897987,5,replay_only,5.836079288,5.836292716,5.650029358,30.0,51fde7b51569b7ba,p-667f7c7769a4c67e,0.005131371,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,fixed
,,medium-fixed-2500mbps-30s,medium,8192,9.961534,-0.05232452799999998,0.387459963,57,10.348993963,e0daa9be315f7db5,replay,5.814134599,0.006152971,5.665784536,6,replay_only,5.814135809,5.814268488,5.671937507,30.0,51fde7b51569b7ba,p-667f7c7769a4c67e,0.006152971,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,fixed
,,medium-fixed-2500mbps-30s,medium,8192,6.52318207,-0.03461903900000002,0.356037165,57,6.879219235,e0daa9be315f7db5,replay,5.905401682,0.020881239,5.695339692,7,replay_only,5.905403182,5.906054495,5.716220931,30.0,51fde7b51569b7ba,p-667f7c7769a4c67e,0.020881239,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,fixed
,,small-fixed-10000mbps-19s,small,4096,3.078320984,0.016216459000000016,0.452556889,42,3.530877873,6c942039151e55f3,replay,2.851119787,0.000443746,2.709544113,0,greedy,2.851121787,2.851263596,2.709987859,19.0,7094953b638284e1,p-8c051463f347487c,0.000443746,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,fixed
,,small-fixed-10000mbps-19s,small,4096,3.666101827,0.011227517999999992,0.444819923,42,4.11092175,6c942039151e55f3,replay,2.851671502,0.000602324,2.709783991,1,greedy,2.851673672,2.852036059,2.710386315,19.0,7094953b638284e1,p-8c051463f347487c,0.000602324,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,fixed
,,small-fixed-10000mbps-19s,small,4096,4.246101805,-0.004504087999999962,0.441967739,42,4.688069544,6c942039151e55f3,replay,2.973849979,0.001530196,2.754977654,2,greedy,2.973851189,2.974371934,2.75650785,19.0,7094953b638284e1,p-8c051463f347487c,0.001530196,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,fixed
,,small-fixed-10000mbps-19s,small,4096,4.868104296,-0.012603912999999967,0.401535391,42,5.269639687,6c942039151e55f3,replay,2.973989248,0.002809454,2.753232681,3,greedy,2.973991468,2.974493593,2.756042135,19.0,7094953b638284e1,p-8c051463f347487c,0.002809454,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,fixed
,,small-fixed-10000mbps-19s,small,4096,5.449572919,0.011015527999999997,0.408810132,42,5.858383051,6c942039151e55f3,replay,2.899363662,0.003748005,2.729873911,4,greedy,2.899365272,2.899853508,2.733621916,19.0,7094953b638284e1,p-8c051463f347487c,0.003748005,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,fixed
,,small-fixed-10000mbps-19s,small,4096,5.992737694,-0.0004305239999999877,0.434869926,42,6.42760762,6c942039151e55f3,replay,3.023173924,0.004078332,2.798337365,5,greedy,3.023175224,3.023328063,2.802415697,19.0,7094953b638284e1,p-8c051463f347487c,0.004078332,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,fixed
,,small-fixed-10000mbps-19s,small,4096,6.609591163,-0.04538492999999999,0.438344834,42,7.047935997,6c942039151e55f3,replay,3.022449141,0.004692606,2.798275996,6,greedy,3.022450261,3.02258555,2.802968602,19.0,7094953b638284e1,p-8c051463f347487c,0.004692606,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,fixed
,,small-fixed-10000mbps-19s,small,4096,7.226805719,0.006415001000000031,0.408674464,42,7.635480183,6c942039151e55f3,replay,3.077482212,0.005595477,2.819968642,7,greedy,3.077483881,3.07768593,2.825564119,19.0,7094953b638284e1,p-8c051463f347487c,0.005595477,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,fixed
,,small-fixed-10000mbps-19s,small,4096,2.522669157,0.014662744000000005,0.451003174,42,2.973672331,6c942039151e55f3,kv_transfer,0.961658586,0.000892632,0.815180858,0,kv_only,0.961660186,0.961773245,0.81607349,19.0,7094953b638284e1,p-4f2edf5efa85dfae,0.000892632,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,fixed
,,small-fixed-10000mbps-19s,small,4096,6.087936075,-0.038086359000000014,0.445643405,42,6.53357948,6c942039151e55f3,kv_transfer,1.376248994,0.001428757,1.153092869,1,kv_only,1.376250644,1.376370153,1.154521626,19.0,7094953b638284e1,p-4f2edf5efa85dfae,0.001428757,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,fixed
,,small-fixed-10000mbps-19s,small,4096,4.89622318,0.0018671849999999934,0.399661789,42,5.295884969,6c942039151e55f3,kv_transfer,1.074270614,0.001837943,0.906276908,2,kv_only,1.074272044,1.074393492,0.908114851,19.0,7094953b638284e1,p-4f2edf5efa85dfae,0.001837943,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,fixed
,,small-fixed-10000mbps-19s,small,4096,4.315361201,-0.012699991999999993,0.401439312,42,4.716800513,6c942039151e55f3,kv_transfer,1.678568842,0.002429607,1.488467345,3,kv_only,1.678571652,1.67873631,1.490896952,19.0,7094953b638284e1,p-4f2edf5efa85dfae,0.002429607,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,fixed
,,small-fixed-10000mbps-19s,small,4096,6.715767521,0.001619075999999997,0.403878539,42,7.11964606,6c942039151e55f3,kv_transfer,1.923879927,0.0052739,1.708690347,4,kv_only,1.923881787,1.924037135,1.713964247,19.0,7094953b638284e1,p-4f2edf5efa85dfae,0.0052739,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,fixed
,,small-fixed-10000mbps-19s,small,4096,3.690328019,-0.0012686980000000125,0.445203129,42,4.135531148,6c942039151e55f3,kv_transfer,2.041302449,0.006618028,1.824118238,5,kv_only,2.041304149,2.041410188,1.830736266,19.0,7094953b638284e1,p-4f2edf5efa85dfae,0.006618028,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,fixed
,,small-fixed-10000mbps-19s,small,4096,3.108951885,0.01236815699999999,0.445960562,42,3.554912447,6c942039151e55f3,kv_transfer,2.26375485,0.007300241,2.115910405,6,kv_only,2.26376989,2.263914958,2.123210646,19.0,7094953b638284e1,p-4f2edf5efa85dfae,0.007300241,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,fixed
,,small-fixed-10000mbps-19s,small,4096,5.431028844,0.03838619999999998,0.47368665,42,5.904715494,6c942039151e55f3,kv_transfer,2.521841005,0.007702298,2.314471981,7,kv_only,2.521842285,2.521985063,2.322174279,19.0,7094953b638284e1,p-4f2edf5efa85dfae,0.007702298,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,fixed
,,small-fixed-10000mbps-19s,small,4096,2.981113121,0.010170816999999999,0.446511247,42,3.427624368,6c942039151e55f3,replay,2.699545818,0.000739183,2.559264321,0,replay_only,2.699547628,2.699672836,2.560003504,19.0,7094953b638284e1,p-1ecc611e563b8377,0.000739183,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,fixed
,,small-fixed-10000mbps-19s,small,4096,6.542728734,-0.04278364499999998,0.440946119,42,6.983674853,6c942039151e55f3,replay,2.908747724,0.001833833,2.71838379,1,replay_only,2.908749284,2.909019481,2.720217623,19.0,7094953b638284e1,p-1ecc611e563b8377,0.001833833,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,fixed
,,small-fixed-10000mbps-19s,small,4096,5.372955982,0.003092262999999984,0.400886867,42,5.773842849,6c942039151e55f3,replay,2.837507376,0.002433117,2.69504645,2,replay_only,2.837508846,2.838036931,2.697479567,19.0,7094953b638284e1,p-1ecc611e563b8377,0.002433117,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,fixed
,,small-fixed-10000mbps-19s,small,4096,4.792174942,-0.01617644899999998,0.397962855,42,5.190137797,6c942039151e55f3,replay,2.93458537,0.003993952,2.739412702,3,replay_only,2.93458708,2.934788168,2.743406654,19.0,7094953b638284e1,p-1ecc611e563b8377,0.003993952,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,fixed
,,small-fixed-10000mbps-19s,small,4096,7.16635276,0.004261891000000018,0.406521354,42,7.572874114,6c942039151e55f3,replay,2.958292326,0.00422572,2.76289102,4,replay_only,2.958293846,2.958583153,2.76711674,19.0,7094953b638284e1,p-1ecc611e563b8377,0.00422572,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,fixed
,,small-fixed-10000mbps-19s,small,4096,4.158878258,0.0036439850000000162,0.450115812,42,4.60899407,6c942039151e55f3,replay,2.958319236,0.004653546,2.761140677,5,replay_only,2.958320006,2.958677863,2.765794223,19.0,7094953b638284e1,p-1ecc611e563b8377,0.004653546,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,fixed
,,small-fixed-10000mbps-19s,small,4096,3.565494177,0.021623469000000006,0.455215874,42,4.020710051,6c942039151e55f3,replay,2.90915888,0.005568098,2.761153746,6,replay_only,2.90916069,2.909308588,2.766721844,19.0,7094953b638284e1,p-1ecc611e563b8377,0.005568098,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,fixed
,,small-fixed-10000mbps-19s,small,4096,5.911266862,0.012092549000000008,0.447392999,42,6.358659861,6c942039151e55f3,replay,2.980417027,0.006542348,2.785065741,7,replay_only,2.980417737,2.980519187,2.791608089,19.0,7094953b638284e1,p-1ecc611e563b8377,0.006542348,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,fixed
,,small-fixed-10000mbps-19s,small,4096,3.017486887,0.01642263799999999,0.452763068,42,3.470249955,6c942039151e55f3,replay,2.719901405,0.000877842,2.586338275,0,queue_haul,2.719902575,2.720138343,2.587216117,19.0,7094953b638284e1,p-e2fddaf56e778250,0.000877842,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,fixed
,,small-fixed-10000mbps-19s,small,4096,3.605122253,0.009189636999999973,0.442782042,42,4.047904295,6c942039151e55f3,replay,2.675725572,0.001415297,2.536127429,1,queue_haul,2.675727622,2.675879881,2.537542726,19.0,7094953b638284e1,p-e2fddaf56e778250,0.001415297,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,fixed
,,small-fixed-10000mbps-19s,small,4096,4.184217398,0.004358379000000023,0.450830206,42,4.635047604,6c942039151e55f3,replay,2.765324537,0.002340688,2.584679141,2,queue_haul,2.765326327,2.765502645,2.587019829,19.0,7094953b638284e1,p-e2fddaf56e778250,0.002340688,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,fixed
,,small-fixed-10000mbps-19s,small,4096,4.815746809,-0.0017828349999999826,0.412356469,42,5.228103278,6c942039151e55f3,replay,2.788489598,0.003526647,2.600181075,3,queue_haul,2.788491078,2.788613387,2.603707722,19.0,7094953b638284e1,p-e2fddaf56e778250,0.003526647,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,fixed
,,small-fixed-10000mbps-19s,small,4096,5.407602515,-0.002380335000000011,0.395414269,42,5.803016784,6c942039151e55f3,replay,2.880097934,0.004139911,2.737563359,4,queue_haul,2.880098634,2.880200213,2.74170327,19.0,7094953b638284e1,p-e2fddaf56e778250,0.004139911,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,fixed
,,small-fixed-10000mbps-19s,small,4096,5.940472487,0.010904299000000006,0.446204749,42,6.386677236,6c942039151e55f3,replay,3.016395048,0.004863174,2.82863665,5,queue_haul,3.016396368,3.017147231,2.833499824,19.0,7094953b638284e1,p-e2fddaf56e778250,0.004863174,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,fixed
,,small-fixed-10000mbps-19s,small,4096,6.569286413,-0.03460560200000001,0.449124162,42,7.018410575,6c942039151e55f3,replay,2.99286576,0.005161781,2.804988203,6,queue_haul,2.99286657,2.992957849,2.810149984,19.0,7094953b638284e1,p-e2fddaf56e778250,0.005161781,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,fixed
,,small-fixed-10000mbps-19s,small,4096,7.200073621,-0.0036400540000000037,0.398619409,42,7.59869303,6c942039151e55f3,replay,3.016870483,0.005344139,2.828086765,7,queue_haul,3.016874803,3.017061571,2.833430904,19.0,7094953b638284e1,p-e2fddaf56e778250,0.005344139,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,fixed
,,small-fixed-10000mbps-30s,small,4096,3.082271171,0.015026352999999992,0.404248125,47,3.486519296,17092eba890236a4,replay,2.729280965,0.000660114,2.534099849,0,queue_haul,2.729284065,2.729535383,2.534759963,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,0.000660114,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,fixed
,,small-fixed-10000mbps-30s,small,4096,3.668361404,0.007812506999999969,0.438316012,47,4.106677416,17092eba890236a4,replay,2.781419066,0.001239769,2.610495757,1,queue_haul,2.781420046,2.781529835,2.611735526,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,0.001239769,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,fixed
,,small-fixed-10000mbps-30s,small,4096,4.287365365,0.015941694000000006,0.448374169,47,4.735739534,17092eba890236a4,replay,2.750891677,0.001779264,2.554430022,2,queue_haul,2.750893477,2.751015526,2.556209286,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,0.001779264,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,fixed
,,small-fixed-10000mbps-30s,small,4096,4.915913218,0.011272029000000017,0.444790942,47,5.36070416,17092eba890236a4,replay,2.941451345,0.002790414,2.797572638,3,queue_haul,2.941452445,2.941556254,2.800363052,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,0.002790414,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,fixed
,,small-fixed-10000mbps-30s,small,4096,5.496055236,0.0065113039999999955,0.398368089,47,5.894423325,17092eba890236a4,replay,3.012648061,0.00324747,2.819530646,4,queue_haul,3.012650221,3.013000288,2.822778116,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,0.00324747,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,fixed
,,small-fixed-10000mbps-30s,small,4096,6.074817657,-0.0006193530000000447,0.440388672,47,6.515206329,17092eba890236a4,replay,3.081535618,0.004509618,2.887976047,5,queue_haul,3.081536858,3.081640497,2.892485665,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,0.004509618,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,fixed
,,small-fixed-10000mbps-30s,small,4096,6.695368033,0.011069088000000005,0.39937758,47,7.094745613,17092eba890236a4,replay,2.966052389,0.004905435,2.817558524,6,queue_haul,2.966054479,2.966455935,2.822463959,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,0.004905435,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,fixed
,,small-fixed-10000mbps-30s,small,4096,7.232972852,0.014550300000000016,0.44935971,47,7.682332562,17092eba890236a4,replay,2.989362225,0.005489439,2.839984268,7,queue_haul,2.989363685,2.989588943,2.845473707,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,0.005489439,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,fixed
,,small-fixed-10000mbps-30s,small,4096,6.485464073,0.003701709999999969,0.43851112,47,6.923975193,17092eba890236a4,kv_transfer,0.904925013,0.000759383,0.746611418,0,kv_only,0.904926173,0.905105942,0.747370801,30.0,e59269064ede73aa,p-74c7abddfd1e823d,0.000759383,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,fixed
,,small-fixed-10000mbps-30s,small,4096,3.534528115,0.008281324000000034,0.440713799,47,3.975241914,17092eba890236a4,kv_transfer,1.34593548,0.001287949,1.130842936,1,kv_only,1.34593704,1.346064239,1.132130885,30.0,e59269064ede73aa,p-74c7abddfd1e823d,0.001287949,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,fixed
,,small-fixed-10000mbps-30s,small,4096,5.954331865,0.008194743999999976,0.396503236,47,6.350835101,17092eba890236a4,kv_transfer,1.150730884,0.001939683,0.977286167,2,kv_only,1.150732304,1.150829643,0.97922585,30.0,e59269064ede73aa,p-74c7abddfd1e823d,0.001939683,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,fixed
,,small-fixed-10000mbps-30s,small,4096,4.738830346,0.010233500000000006,0.402090285,47,5.140920631,17092eba890236a4,kv_transfer,1.733703016,0.003454979,1.492369513,3,kv_only,1.733704226,1.733807365,1.495824492,30.0,e59269064ede73aa,p-74c7abddfd1e823d,0.003454979,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,fixed
