commit_100_s,commit_50_s,commit_90_s,completed_migrations,condition,context_profile,deadline_s,episode,match_id,matched_control_complete,planned_migrations,policy,readiness_100_s,readiness_50_s,readiness_90_s,required_deadline_s,sample_id,scenario_id,status,token_distribution
3.49976018,1.971199872,3.49976018,8,mixed-fixed-10000mbps-30s,mixed,180.0,95,640a9adb735d6f3c,True,8,kv_only,3.285418021,1.767758273,3.285418021,30.0,7d1b0ab854d9df69,p-44bc0adf0fe5098b,complete,fixed
5.976499432,5.835882364,5.976499432,8,mixed-fixed-10000mbps-30s,mixed,180.0,95,640a9adb735d6f3c,True,8,greedy,5.835214431,5.71043376,5.835214431,30.0,7d1b0ab854d9df69,p-8f4276de97c59e2e,complete,fixed
3.513524336,1.875091273,3.513524336,8,mixed-fixed-10000mbps-30s,mixed,180.0,95,640a9adb735d6f3c,True,8,queue_haul,3.281885898,1.675101281,3.281885898,30.0,7d1b0ab854d9df69,p-09cfe127f6c1e59f,complete,fixed
6.195217212,5.940570174,6.195217212,8,mixed-fixed-10000mbps-30s,mixed,180.0,95,640a9adb735d6f3c,True,8,replay_only,6.016292398,5.781001635,6.016292398,30.0,7d1b0ab854d9df69,p-bc461d9bb1fc33c6,complete,fixed
7.49529748,3.232136772,7.49529748,8,mixed-fixed-5000mbps-30s,mixed,180.0,88,529540c1951b0b9a,True,8,kv_only,7.302991813,3.052230067,7.302991813,30.0,a9500bdb35e133a1,p-ee29062a532a40da,complete,fixed
6.095922935,5.809579629,6.095922935,8,mixed-fixed-5000mbps-30s,mixed,180.0,88,529540c1951b0b9a,True,8,queue_haul,5.918051341,5.66500668,5.918051341,30.0,a9500bdb35e133a1,p-bc6bf4c08fa3e33e,complete,fixed
6.085488774,5.862646266,6.085488774,8,mixed-fixed-5000mbps-30s,mixed,180.0,88,529540c1951b0b9a,True,8,replay_only,5.903859346,5.724955342,5.903859346,30.0,a9500bdb35e133a1,p-c7b753734b1cc03c,complete,fixed
6.037120782,5.810320512,6.037120782,8,mixed-fixed-5000mbps-30s,mixed,180.0,88,529540c1951b0b9a,True,8,greedy,5.852656451,5.668973362,5.852656451,30.0,a9500bdb35e133a1,p-69c9c271516f900f,complete,fixed
8.339350806,5.26002262,8.339350806,8,large-fixed-10000mbps-19s,large,180.0,114,7148e115bcd4269f,True,8,kv_only,8.119655662,5.042216238,8.119655662,19.0,e33c7532b46acaed,p-540cef682764a51a,complete,fixed
13.520346123,13.334945798,13.520346123,8,large-fixed-10000mbps-19s,large,180.0,114,7148e115bcd4269f,True,8,replay_only,13.333664441,13.164380007,13.333664441,19.0,e33c7532b46acaed,p-070e598bf0a43f7f,complete,fixed
8.768254525,6.411117265,8.768254525,8,large-fixed-10000mbps-19s,large,180.0,114,7148e115bcd4269f,True,8,greedy,8.539260196,6.130890491,8.539260196,19.0,e33c7532b46acaed,p-e70fd6df90814d07,complete,fixed
7.304348981,4.493619288,7.304348981,8,large-fixed-10000mbps-19s,large,180.0,114,7148e115bcd4269f,True,8,queue_haul,7.057986779,4.293507348,7.057986779,19.0,e33c7532b46acaed,p-706efe43b8fb89cc,complete,fixed
9.586400642,9.307224592,9.586400642,8,medium-fixed-2500mbps-30s,medium,180.0,59,b4cd7b1c72538c62,True,8,replay_only,9.398466781,9.135785806,9.398466781,30.0,f7e97c59b5dc6a00,p-6c9d5bf256a98ca1,complete,fixed
9.108960668,8.803771746,9.108960668,8,medium-fixed-2500mbps-30s,medium,180.0,59,b4cd7b1c72538c62,True,8,queue_haul,8.919480199,8.608033664,8.919480199,30.0,f7e97c59b5dc6a00,p-2b32f40e33d1c3fb,complete,fixed
12.692660781,7.907027239,12.692660781,8,medium-fixed-2500mbps-30s,medium,180.0,59,b4cd7b1c72538c62,True,8,kv_only,12.668247563,7.700994838,12.668247563,30.0,f7e97c59b5dc6a00,p-0fe6b4e75475c240,complete,fixed
9.257153864,9.000100222,9.257153864,8,medium-fixed-2500mbps-30s,medium,180.0,59,b4cd7b1c72538c62,True,8,greedy,9.068658571,8.807970286,9.068658571,30.0,f7e97c59b5dc6a00,p-61aae1615502583a,complete,fixed
2.299415029,2.247680689,2.299415029,8,tiny-fixed-5000mbps-19s,tiny,180.0,14,6f479d3d88892d48,True,8,queue_haul,2.063344215,2.040318126,2.063344215,19.0,bdd7bd934af6b024,p-b1ce583cc5b7aebf,complete,fixed
2.20690003,2.160740465,2.20690003,8,tiny-fixed-5000mbps-19s,tiny,180.0,14,6f479d3d88892d48,True,8,greedy,2.011719225,1.964525809,2.011719225,19.0,bdd7bd934af6b024,p-b19c996e0214f2ac,complete,fixed
2.586900725,1.550248828,2.586900725,8,tiny-fixed-5000mbps-19s,tiny,180.0,14,6f479d3d88892d48,True,8,kv_only,2.39162436,1.357710346,2.39162436,19.0,bdd7bd934af6b024,p-64888bcd074afdb2,complete,fixed
2.075698878,2.049676389,2.075698878,8,tiny-fixed-5000mbps-19s,tiny,180.0,14,6f479d3d88892d48,True,8,replay_only,1.886182751,1.864019212,1.886182751,19.0,bdd7bd934af6b024,p-39ea0ea99040dd06,complete,fixed
9.258140963,8.984825004,9.258140963,8,medium-fixed-2500mbps-30s,medium,180.0,58,f48fc38e4aa6287c,True,8,greedy,9.075043646,8.889012089,9.075043646,30.0,b6455b687844b7e4,p-d39e737fd6dceb22,complete,fixed
12.17832192,7.55877714,12.17832192,8,medium-fixed-2500mbps-30s,medium,180.0,58,f48fc38e4aa6287c,True,8,kv_only,12.160915309,7.338367237,12.160915309,30.0,b6455b687844b7e4,p-28c1e9e90816d90f,complete,fixed
8.98236138,8.758007807,8.98236138,8,medium-fixed-2500mbps-30s,medium,180.0,58,f48fc38e4aa6287c,True,8,replay_only,8.847404936,8.592298903,8.847404936,30.0,b6455b687844b7e4,p-2325d877ee0ffe06,complete,fixed
9.347516107,9.049549371,9.347516107,8,medium-fixed-2500mbps-30s,medium,180.0,58,f48fc38e4aa6287c,True,8,queue_haul,9.162820741,8.978942366,9.162820741,30.0,b6455b687844b7e4,p-c94781a34e82c929,complete,fixed
3.072197774,2.981446321,3.072197774,8,small-fixed-10000mbps-30s,small,180.0,46,4e7f8c9eddffcc2a,True,8,queue_haul,2.85419642,2.807803504,2.85419642,30.0,837f3ff09bbaac24,p-7123a5dd5d6528dd,complete,fixed
3.055497463,2.987388912,3.055497463,8,small-fixed-10000mbps-30s,small,180.0,46,4e7f8c9eddffcc2a,True,8,replay_only,2.872790447,2.848770553,2.872790447,30.0,837f3ff09bbaac24,p-1e20f6e4f2e6cf59,complete,fixed
2.985763379,2.918717807,2.985763379,8,small-fixed-10000mbps-30s,small,180.0,46,4e7f8c9eddffcc2a,True,8,greedy,2.800783926,2.755650849,2.800783926,30.0,837f3ff09bbaac24,p-082bfd2c90b85af0,complete,fixed
2.849656274,1.938610558,2.849656274,8,small-fixed-10000mbps-30s,small,180.0,46,4e7f8c9eddffcc2a,True,8,kv_only,2.655507465,1.723116198,2.655507465,30.0,837f3ff09bbaac24,p-9191db5626d31d0c,complete,fixed
3.065107066,2.944603211,3.065107066,8,small-fixed-5000mbps-30s,small,180.0,39,1f4658844f53d474,True,8,replay_only,2.823452372,2.755552348,2.823452372,30.0,7094953b638284e1,p-9ff8fe0cdf0b6b43,complete,fixed
2.771457352,2.705202513,2.771457352,8,small-fixed-5000mbps-30s,small,180.0,39,1f4658844f53d474,True,8,queue_haul,2.590350633,2.535460127,2.590350633,30.0,7094953b638284e1,p-f77eb88c75efb082,complete,fixed
3.874871139,2.633329221,3.874871139,8,small-fixed-5000mbps-30s,small,180.0,39,1f4658844f53d474,True,8,kv_only,3.655339106,2.475283086,3.655339106,30.0,7094953b638284e1,p-61f39a09be77b67b,complete,fixed
2.752984782,2.686705563,2.752984782,8,small-fixed-5000mbps-30s,small,180.0,39,1f4658844f53d474,True,8,greedy,2.570932603,2.506928631,2.570932603,30.0,7094953b638284e1,p-13dba1bbbf38fe5b,complete,fixed
26.794211529,8.202141329,26.794211529,8,mixed-fixed-1000mbps-30s,mixed,180.0,75,c8ba7a42d861e15c,True,8,kv_only,26.634071975,8.007714664,26.634071975,30.0,3c2f94941cabfb0f,p-665a7c58bb8de183,complete,fixed
6.161617791,5.926455791,6.161617791,8,mixed-fixed-1000mbps-30s,mixed,180.0,75,c8ba7a42d861e15c,True,8,greedy,5.971650906,5.744329566,5.971650906,30.0,3c2f94941cabfb0f,p-f29a335053ea29ce,complete,fixed
6.202392838,5.903728463,6.202392838,8,mixed-fixed-1000mbps-30s,mixed,180.0,75,c8ba7a42d861e15c,True,8,replay_only,6.017351637,5.762879518,6.017351637,30.0,3c2f94941cabfb0f,p-a7dff726ca8a74df,complete,fixed
6.10117154,5.91900359,6.10117154,8,mixed-fixed-1000mbps-30s,mixed,180.0,75,c8ba7a42d861e15c,True,8,queue_haul,5.917522095,5.728192088,5.917522095,30.0,3c2f94941cabfb0f,p-235c8446117fecc7,complete,fixed
18.231272705,18.018199637,18.231272705,8,large-fixed-1000mbps-19s,large,180.0,98,710c646202a2bdb4,True,8,greedy,18.016189897,17.879158768,18.016189897,19.0,c44d256c433cbdd6,p-cd871301b00f2642,complete,fixed
53.373914833,28.518613801,53.373914833,8,large-fixed-1000mbps-19s,large,180.0,98,710c646202a2bdb4,True,8,kv_only,53.137812449,28.28183628,53.137812449,19.0,c44d256c433cbdd6,p-19185242db828742,complete,fixed
13.511400937,13.368412937,13.511400937,8,large-fixed-1000mbps-19s,large,180.0,98,710c646202a2bdb4,True,8,replay_only,13.315975908,13.175706995,13.315975908,19.0,c44d256c433cbdd6,p-c735fcc55897e7f7,complete,fixed
16.540320202,16.29602521,16.540320202,8,large-fixed-1000mbps-19s,large,180.0,98,710c646202a2bdb4,True,8,queue_haul,16.333823713,16.154714535,16.333823713,19.0,c44d256c433cbdd6,p-7f346a48eb2325fd,complete,fixed
2.443319567,2.374134838,2.443319567,8,tiny-fixed-2500mbps-19s,tiny,180.0,8,1e80066276481ad8,True,8,greedy,2.227921568,2.204337354,2.227921568,19.0,bdd7bd934af6b024,p-3211d33a61a5ea04,complete,fixed
3.41011516,2.360029338,3.41011516,8,tiny-fixed-2500mbps-19s,tiny,180.0,8,1e80066276481ad8,True,8,kv_only,3.22389074,2.168728789,3.22389074,19.0,bdd7bd934af6b024,p-e8655c56ef35b808,complete,fixed
2.188385973,2.161949447,2.188385973,8,tiny-fixed-2500mbps-19s,tiny,180.0,8,1e80066276481ad8,True,8,queue_haul,2.020000005,1.995697848,2.020000005,19.0,bdd7bd934af6b024,p-ca0f229d265f7478,complete,fixed
2.250029236,2.161276143,2.250029236,8,tiny-fixed-2500mbps-19s,tiny,180.0,8,1e80066276481ad8,True,8,replay_only,2.067560629,2.019816076,2.067560629,19.0,bdd7bd934af6b024,p-77e92c2cc8c42e48,complete,fixed
22.12519305,12.103445984,22.12519305,8,large-fixed-2500mbps-19s,large,180.0,103,f94c7d457b765277,True,8,kv_only,21.914873042,11.897287194,21.914873042,19.0,3a515af4dffc7733,p-0d349429d78a0514,complete,fixed
14.721323039,14.444422512,14.721323039,8,large-fixed-2500mbps-19s,large,180.0,103,f94c7d457b765277,True,8,queue_haul,14.538221541,14.257940571,14.538221541,19.0,3a515af4dffc7733,p-2ab7d8532d93d3ac,complete,fixed
19.322931309,19.181802655,19.322931309,8,large-fixed-2500mbps-19s,large,180.0,103,f94c7d457b765277,True,8,replay_only,19.134935175,19.005120333,19.134935175,19.0,3a515af4dffc7733,p-664ac66d3ab5381e,complete,fixed
16.878129506,6.056782343,16.878129506,8,large-fixed-2500mbps-19s,large,180.0,103,f94c7d457b765277,True,8,greedy,16.69351534,5.831560262,16.69351534,19.0,3a515af4dffc7733,p-d023bf7e0312e116,complete,fixed
14.236130481,8.581359412,14.236130481,8,small-fixed-1000mbps-30s,small,180.0,29,0d6279c02ede3341,True,8,kv_only,14.065525298,8.396969226,14.065525298,30.0,e59269064ede73aa,p-402545ef7ff67c1b,complete,fixed
3.071794068,3.004045457,3.071794068,8,small-fixed-1000mbps-30s,small,180.0,29,0d6279c02ede3341,True,8,replay_only,2.886969685,2.842460875,2.886969685,30.0,e59269064ede73aa,p-8a478bacb6a8fef7,complete,fixed
3.089607673,3.002078798,3.089607673,8,small-fixed-1000mbps-30s,small,180.0,29,0d6279c02ede3341,True,8,queue_haul,2.933735091,2.863543492,2.933735091,30.0,e59269064ede73aa,p-e8a99bfbecf6d623,complete,fixed
2.746273,2.677882484,2.746273,8,small-fixed-1000mbps-30s,small,180.0,29,0d6279c02ede3341,True,8,greedy,2.583943113,2.516589666,2.583943113,30.0,e59269064ede73aa,p-be883aad2dc0cc18,complete,fixed
6.405215536,6.170596959,6.405215536,8,mixed-fixed-2500mbps-19s,mixed,180.0,79,fafc815a23fc1ef3,True,8,queue_haul,6.22162045,6.002175625,6.22162045,19.0,a9500bdb35e133a1,p-e534408fb9322a57,complete,fixed
11.517216024,4.078677681,11.517216024,8,mixed-fixed-2500mbps-19s,mixed,180.0,79,fafc815a23fc1ef3,True,8,kv_only,11.372265847,3.878850434,11.372265847,19.0,a9500bdb35e133a1,p-f28e5d1f238145e2,complete,fixed
6.16919748,5.985303169,6.16919748,8,mixed-fixed-2500mbps-19s,mixed,180.0,79,fafc815a23fc1ef3,True,8,greedy,5.98326989,5.835037293,5.98326989,19.0,a9500bdb35e133a1,p-3cff25ea22fefc73,complete,fixed
6.096912618,5.886218686,6.096912618,8,mixed-fixed-2500mbps-19s,mixed,180.0,79,fafc815a23fc1ef3,True,8,replay_only,5.909241381,5.721796172,5.909241381,19.0,a9500bdb35e133a1,p-766bdc3d5e689f76,complete,fixed
4.584105979,4.515929908,4.584105979,8,small-fixed-1000mbps-19s,small,180.0,25,d8d52a492fae31b7,True,8,replay_only,4.386859981,4.314440233,4.386859981,19.0,837f3ff09bbaac24,p-94321ef37eeeb0e6,complete,fixed
4.281141684,4.206058583,4.281141684,8,small-fixed-1000mbps-19s,small,180.0,25,d8d52a492fae31b7,True,8,greedy,4.07236485,4.026636431,4.07236485,19.0,837f3ff09bbaac24,p-028e94bf3bb46bfd,complete,fixed
4.164032035,4.090914854,4.164032035,8,small-fixed-1000mbps-19s,small,180.0,25,d8d52a492fae31b7,True,8,queue_haul,3.968218715,3.919807204,3.968218715,19.0,837f3ff09bbaac24,p-06956c581805fc42,complete,fixed
14.941878507,8.025023359,14.941878507,8,small-fixed-1000mbps-19s,small,180.0,25,d8d52a492fae31b7,True,8,kv_only,14.737323025,7.822318788,14.737323025,19.0,837f3ff09bbaac24,p-e08f374da5650e7f,complete,fixed
12.852184697,12.645876291,12.852184697,8,large-fixed-5000mbps-19s,large,180.0,109,ddaf241b4faedf12,True,8,greedy,12.689948199,12.47064964,12.689948199,19.0,3a515af4dffc7733,p-a79eb65bb7c77119,complete,fixed
12.076583971,7.026068339,12.076583971,8,large-fixed-5000mbps-19s,large,180.0,109,ddaf241b4faedf12,True,8,kv_only,11.871769373,6.805080689,11.871769373,19.0,3a515af4dffc7733,p-5e2e1535966e6a48,complete,fixed
9.506440486,5.32668827,9.506440486,8,large-fixed-5000mbps-19s,large,180.0,109,ddaf241b4faedf12,True,8,queue_haul,9.257545693,5.050639328,9.257545693,19.0,3a515af4dffc7733,p-79cc62acf8d2cac0,complete,fixed
13.470773926,13.335320181,13.470773926,8,large-fixed-5000mbps-19s,large,180.0,109,ddaf241b4faedf12,True,8,replay_only,13.287020598,13.148115709,13.287020598,19.0,3a515af4dffc7733,p-a31b51cc035f0009,complete,fixed
3.0161866,2.924528055,3.0161866,8,small-fixed-10000mbps-30s,small,180.0,45,fdd1f4ddf1091f66,True,8,queue_haul,2.800495423,2.733233256,2.800495423,30.0,7094953b638284e1,p-c955921642c7b930,complete,fixed
2.861768843,2.792255969,2.861768843,8,small-fixed-10000mbps-30s,small,180.0,45,fdd1f4ddf1091f66,True,8,greedy,2.678532903,2.612513825,2.678532903,30.0,7094953b638284e1,p-ae9145b0ad5e2d79,complete,fixed
2.937574683,2.32366077,2.937574683,8,small-fixed-10000mbps-30s,small,180.0,45,fdd1f4ddf1091f66,True,8,kv_only,2.751116066,2.098585743,2.751116066,30.0,7094953b638284e1,p-ad163153ee1fc796,complete,fixed
3.05220438,3.008463679,3.05220438,8,small-fixed-10000mbps-30s,small,180.0,45,fdd1f4ddf1091f66,True,8,replay_only,2.883851729,2.832417697,2.883851729,30.0,7094953b638284e1,p-09a28db089b0a98e,complete,fixed
2.016723749,1.970270672,2.016723749,8,tiny-fixed-1000mbps-19s,tiny,180.0,2,8d6fffe34b15c355,True,8,greedy,1.819139901,1.78844219,1.819139901,19.0,bdd7bd934af6b024,p-f74c3d414e7bf592,complete,fixed
7.338541313,4.835522007,7.338541313,8,tiny-fixed-1000mbps-19s,tiny,180.0,2,8d6fffe34b15c355,True,8,kv_only,7.149039203,4.688353784,7.149039203,19.0,bdd7bd934af6b024,p-5b873fd8201246fc,complete,fixed
1.669231889,1.649342106,1.669231889,8,tiny-fixed-1000mbps-19s,tiny,180.0,2,8d6fffe34b15c355,True,8,replay_only,1.488937973,1.466357668,1.488937973,19.0,bdd7bd934af6b024,p-30d7b301794b99da,complete,fixed
1.62604563,1.58490962,1.62604563,8,tiny-fixed-1000mbps-19s,tiny,180.0,2,8d6fffe34b15c355,True,8,queue_haul,1.446248509,1.401263019,1.446248509,19.0,bdd7bd934af6b024,p-b39181a2830b8f0e,complete,fixed
1.857377857,1.789976271,1.857377857,8,tiny-fixed-1000mbps-30s,tiny,180.0,4,3f5c469914896823,True,8,queue_haul,1.669104775,1.623924987,1.669104775,30.0,4f9ad0a7bb0fab99,p-5f9a90054ebc0df4,complete,fixed
1.871112043,1.778183504,1.871112043,8,tiny-fixed-1000mbps-30s,tiny,180.0,4,3f5c469914896823,True,8,replay_only,1.684186537,1.639041739,1.684186537,30.0,4f9ad0a7bb0fab99,p-a00c3f00479f2dd3,complete,fixed
1.715669388,1.62651539,1.715669388,8,tiny-fixed-1000mbps-30s,tiny,180.0,4,3f5c469914896823,True,8,greedy,1.532080357,1.443160266,1.532080357,30.0,4f9ad0a7bb0fab99,p-8880ccdb2f7b8e7e,complete,fixed
7.224490967,4.702753668,7.224490967,8,tiny-fixed-1000mbps-30s,tiny,180.0,4,3f5c469914896823,True,8,kv_only,7.025496694,4.502117112,7.025496694,30.0,4f9ad0a7bb0fab99,p-2127535e7fd03ea7,complete,fixed
1.879014311,1.789380231,1.879014311,8,tiny-fixed-10000mbps-19s,tiny,180.0,20,d797570ee0ad6a26,True,8,replay_only,1.66989469,1.625765078,1.66989469,19.0,bdd7bd934af6b024,p-678ac91fc549ab17,complete,fixed
1.631530829,1.584987093,1.631530829,8,tiny-fixed-10000mbps-19s,tiny,180.0,20,d797570ee0ad6a26,True,8,greedy,1.449059028,1.404506202,1.449059028,19.0,bdd7bd934af6b024,p-23f1ceb8769f7d32,complete,fixed
1.835980796,1.793051043,1.835980796,8,tiny-fixed-10000mbps-19s,tiny,180.0,20,d797570ee0ad6a26,True,8,queue_haul,1.656084539,1.63341695,1.656084539,19.0,bdd7bd934af6b024,p-6fb882fdae7449f1,complete,fixed
1.782859037,1.152467739,1.782859037,8,tiny-fixed-10000mbps-19s,tiny,180.0,20,d797570ee0ad6a26,True,8,kv_only,1.642658575,0.972407564,1.642658575,19.0,bdd7bd934af6b024,p-1529d8a774bf0b46,complete,fixed
13.163182235,12.985734545,13.163182235,8,large-fixed-2500mbps-19s,large,180.0,104,a8a20fb13ef7bcc2,True,8,queue_haul,12.933687346,12.841681444,12.933687346,19.0,c44d256c433cbdd6,p-dc6e7aa56ae3837e,complete,fixed
13.558300402,13.445538873,13.558300402,8,large-fixed-2500mbps-19s,large,180.0,104,a8a20fb13ef7bcc2,True,8,replay_only,13.371982294,13.259346444,13.371982294,19.0,c44d256c433cbdd6,p-69c812785c2970a5,complete,fixed
11.284539705,11.061024475,11.284539705,8,large-fixed-2500mbps-19s,large,180.0,104,a8a20fb13ef7bcc2,True,8,greedy,11.033585271,10.861239915,11.033585271,19.0,c44d256c433cbdd6,p-56d20edd328adb84,complete,fixed
23.040149659,12.960489163,23.040149659,8,large-fixed-2500mbps-19s,large,180.0,104,a8a20fb13ef7bcc2,True,8,kv_only,22.801400804,12.729682516,22.801400804,19.0,c44d256c433cbdd6,p-fd6d5b21eefcec4b,complete,fixed
4.498815999,2.399273745,4.498815999,8,mixed-fixed-10000mbps-30s,mixed,180.0,94,9f728a69d50d03c3,True,8,queue_haul,4.299286484,2.164230266,4.299286484,30.0,a9500bdb35e133a1,p-cdeeb06482c24392,complete,fixed
3.673932438,2.27350697,3.673932438,8,mixed-fixed-10000mbps-30s,mixed,180.0,94,9f728a69d50d03c3,True,8,kv_only,3.483010983,2.016590096,3.483010983,30.0,a9500bdb35e133a1,p-0a7e69f7402856a6,complete,fixed
5.888360623,5.686126659,5.888360623,8,mixed-fixed-10000mbps-30s,mixed,180.0,94,9f728a69d50d03c3,True,8,replay_only,5.707591747,5.51978783,5.707591747,30.0,a9500bdb35e133a1,p-e4e71c49cd3cbd93,complete,fixed
6.106328041,5.785731005,6.106328041,8,mixed-fixed-10000mbps-30s,mixed,180.0,94,9f728a69d50d03c3,True,8,greedy,5.926600805,5.644854216,5.926600805,30.0,a9500bdb35e133a1,p-64b99330c7ddf44c,complete,fixed
6.304145365,5.973995674,6.304145365,8,medium-fixed-1000mbps-30s,medium,180.0,51,b11d90fa503e3c8b,True,8,queue_haul,6.07036613,5.787129964,6.07036613,30.0,51fde7b51569b7ba,p-d06eb4e98e1a6e7d,complete,fixed
27.676937812,13.675762807,27.676937812,8,medium-fixed-1000mbps-30s,medium,180.0,51,b11d90fa503e3c8b,True,8,kv_only,27.65960876,13.482686238,27.65960876,30.0,51fde7b51569b7ba,p-3e9d1db90180bcac,complete,fixed
5.991108968,5.723844427,5.991108968,8,medium-fixed-1000mbps-30s,medium,180.0,51,b11d90fa503e3c8b,True,8,greedy,5.812523805,5.543333413,5.812523805,30.0,51fde7b51569b7ba,p-5c23d0c535ed93bf,complete,fixed
6.048875181,5.890711648,6.048875181,8,medium-fixed-1000mbps-30s,medium,180.0,51,b11d90fa503e3c8b,True,8,replay_only,5.913062806,5.754652656,5.913062806,30.0,51fde7b51569b7ba,p-b50fa1c9e60b8b9a,complete,fixed
4.892138359,3.300643912,4.892138359,8,medium-fixed-10000mbps-19s,medium,180.0,66,b4a5b2b22b3a2494,True,8,kv_only,4.697228737,3.102203519,4.697228737,19.0,51fde7b51569b7ba,p-b56bf72e5bb6602e,complete,fixed
6.106831295,5.927224309,6.106831295,8,medium-fixed-10000mbps-19s,medium,180.0,66,b4a5b2b22b3a2494,True,8,replay_only,5.925867402,5.763545677,5.925867402,19.0,51fde7b51569b7ba,p-61595e7bd0d387e2,complete,fixed
4.679898219,3.247987517,4.679898219,8,medium-fixed-10000mbps-19s,medium,180.0,66,b4a5b2b22b3a2494,True,8,queue_haul,4.511098195,3.052522774,4.511098195,19.0,51fde7b51569b7ba,p-4842fbf770e221ba,complete,fixed
6.107902026,5.883068873,6.107902026,8,medium-fixed-10000mbps-19s,medium,180.0,66,b4a5b2b22b3a2494,True,8,greedy,5.928693195,5.74591563,5.928693195,19.0,51fde7b51569b7ba,p-47da222e32bd971d,complete,fixed
13.709229971,13.524855107,13.709229971,8,large-fixed-2500mbps-19s,large,180.0,102,c6f4c7ec83e59040,True,8,replay_only,13.523800587,13.336994547,13.523800587,19.0,e33c7532b46acaed,p-20422562de7639c0,complete,fixed
14.38844452,14.0725433,14.38844452,8,large-fixed-2500mbps-19s,large,180.0,102,c6f4c7ec83e59040,True,8,greedy,14.206798035,13.888785255,14.206798035,19.0,e33c7532b46acaed,p-1e58c55e7801f7d5,complete,fixed
12.601226604,12.327097803,12.601226604,8,large-fixed-2500mbps-19s,large,180.0,102,c6f4c7ec83e59040,True,8,queue_haul,12.418338335,12.147165085,12.418338335,19.0,e33c7532b46acaed,p-f9fb404d6beefff3,complete,fixed
22.931984228,12.859619129,22.931984228,8,large-fixed-2500mbps-19s,large,180.0,102,c6f4c7ec83e59040,True,8,kv_only,22.672537613,12.622181306,22.672537613,19.0,e33c7532b46acaed,p-5b7f04af05b14fbe,complete,fixed
1.950659851,1.904596195,1.950659851,8,tiny-fixed-10000mbps-30s,tiny,180.0,23,633544b820e6f28e,True,8,queue_haul,1.768415578,1.722160593,1.768415578,30.0,bdd7bd934af6b024,p-7292c84d106ef9ef,complete,fixed
1.687556903,1.59929226,1.687556903,8,tiny-fixed-10000mbps-30s,tiny,180.0,23,633544b820e6f28e,True,8,replay_only,1.504611379,1.41493347,1.504611379,30.0,bdd7bd934af6b024,p-d27493f1d70786d5,complete,fixed
