case_id,bound_constraint,replicate,mode,power_bootstrap_index,target_w,target_met,replay_count,kv_transfer_count,not_moved_count,replay,kv_transfer,not_moved
constraints/hbm-prefill,HBM + prefill,953,joint,14,30.015783668467016,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,953,joint,14,30.015783668467016,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,953,joint,14,30.015783668467016,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,953,joint,14,30.015783668467016,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,954,joint,166,30.253322677115353,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,954,joint,166,30.253322677115353,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,954,joint,166,30.253322677115353,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,954,joint,166,30.253322677115353,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,954,joint,166,30.253322677115353,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,954,joint,166,30.253322677115353,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,954,joint,166,30.253322677115353,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,954,joint,166,30.253322677115353,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,955,joint,76,28.31846971172743,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,955,joint,76,28.31846971172743,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,955,joint,76,28.31846971172743,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,955,joint,76,28.31846971172743,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,955,joint,76,28.31846971172743,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,955,joint,76,28.31846971172743,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,955,joint,76,28.31846971172743,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,955,joint,76,28.31846971172743,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,956,joint,184,30.843577780990973,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,956,joint,184,30.843577780990973,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,956,joint,184,30.843577780990973,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,956,joint,184,30.843577780990973,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,956,joint,184,30.843577780990973,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,956,joint,184,30.843577780990973,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,956,joint,184,30.843577780990973,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,956,joint,184,30.843577780990973,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,957,joint,69,28.57420166169385,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,957,joint,69,28.57420166169385,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,957,joint,69,28.57420166169385,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,957,joint,69,28.57420166169385,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,957,joint,69,28.57420166169385,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,957,joint,69,28.57420166169385,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,957,joint,69,28.57420166169385,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,957,joint,69,28.57420166169385,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,958,joint,104,30.61220184157952,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,958,joint,104,30.61220184157952,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,958,joint,104,30.61220184157952,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,958,joint,104,30.61220184157952,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,958,joint,104,30.61220184157952,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,958,joint,104,30.61220184157952,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,958,joint,104,30.61220184157952,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,958,joint,104,30.61220184157952,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,959,joint,179,29.405036523325414,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,959,joint,179,29.405036523325414,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,959,joint,179,29.405036523325414,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,959,joint,179,29.405036523325414,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,959,joint,179,29.405036523325414,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,959,joint,179,29.405036523325414,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,959,joint,179,29.405036523325414,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,959,joint,179,29.405036523325414,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,960,joint,149,30.515881265771316,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,960,joint,149,30.515881265771316,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,960,joint,149,30.515881265771316,False,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,960,joint,149,30.515881265771316,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,960,joint,149,30.515881265771316,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,960,joint,149,30.515881265771316,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,960,joint,149,30.515881265771316,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,960,joint,149,30.515881265771316,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,961,joint,130,25.180133553421292,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,961,joint,130,25.180133553421292,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,961,joint,130,25.180133553421292,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-bandwidth,HBM + bandwidth,961,joint,130,25.180133553421292,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,961,joint,130,25.180133553421292,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,961,joint,130,25.180133553421292,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,961,joint,130,25.180133553421292,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,961,joint,130,25.180133553421292,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,962,joint,17,27.05851719699483,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,962,joint,17,27.05851719699483,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,962,joint,17,27.05851719699483,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,962,joint,17,27.05851719699483,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,962,joint,17,27.05851719699483,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,962,joint,17,27.05851719699483,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,962,joint,17,27.05851719699483,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,962,joint,17,27.05851719699483,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,963,joint,189,30.893843399646535,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,963,joint,189,30.893843399646535,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,963,joint,189,30.893843399646535,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,963,joint,189,30.893843399646535,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,963,joint,189,30.893843399646535,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,963,joint,189,30.893843399646535,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,963,joint,189,30.893843399646535,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,963,joint,189,30.893843399646535,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,964,joint,84,30.836138634068114,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,964,joint,84,30.836138634068114,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,964,joint,84,30.836138634068114,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,964,joint,84,30.836138634068114,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,964,joint,84,30.836138634068114,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,964,joint,84,30.836138634068114,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,964,joint,84,30.836138634068114,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,964,joint,84,30.836138634068114,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,965,joint,139,28.525898383569796,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,965,joint,139,28.525898383569796,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,965,joint,139,28.525898383569796,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,965,joint,139,28.525898383569796,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,965,joint,139,28.525898383569796,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,965,joint,139,28.525898383569796,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,965,joint,139,28.525898383569796,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,965,joint,139,28.525898383569796,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,966,joint,6,29.925343793816968,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,966,joint,6,29.925343793816968,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,966,joint,6,29.925343793816968,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,966,joint,6,29.925343793816968,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,966,joint,6,29.925343793816968,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,966,joint,6,29.925343793816968,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,966,joint,6,29.925343793816968,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,966,joint,6,29.925343793816968,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,967,joint,170,30.238453495095456,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,967,joint,170,30.238453495095456,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,967,joint,170,30.238453495095456,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,967,joint,170,30.238453495095456,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,967,joint,170,30.238453495095456,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,967,joint,170,30.238453495095456,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,967,joint,170,30.238453495095456,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,967,joint,170,30.238453495095456,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,968,joint,46,30.304408665566417,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,968,joint,46,30.304408665566417,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,968,joint,46,30.304408665566417,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,968,joint,46,30.304408665566417,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,968,joint,46,30.304408665566417,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,968,joint,46,30.304408665566417,True,16,4,8,0.5714285714285714,0.14285714285714285,0.2857142857142857
constraints/all,All bound,968,joint,46,30.304408665566417,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,968,joint,46,30.304408665566417,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,969,joint,28,30.487578126017656,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,969,joint,28,30.487578126017656,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,969,joint,28,30.487578126017656,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,969,joint,28,30.487578126017656,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,969,joint,28,30.487578126017656,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,969,joint,28,30.487578126017656,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,969,joint,28,30.487578126017656,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,969,joint,28,30.487578126017656,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,970,joint,129,27.799519868025023,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,970,joint,129,27.799519868025023,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,970,joint,129,27.799519868025023,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,970,joint,129,27.799519868025023,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,970,joint,129,27.799519868025023,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,970,joint,129,27.799519868025023,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,970,joint,129,27.799519868025023,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,970,joint,129,27.799519868025023,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,971,joint,148,29.90576155280188,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,971,joint,148,29.90576155280188,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,971,joint,148,29.90576155280188,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,971,joint,148,29.90576155280188,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,971,joint,148,29.90576155280188,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,971,joint,148,29.90576155280188,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,971,joint,148,29.90576155280188,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,971,joint,148,29.90576155280188,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,972,joint,38,28.562610815097106,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,972,joint,38,28.562610815097106,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,972,joint,38,28.562610815097106,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,972,joint,38,28.562610815097106,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,972,joint,38,28.562610815097106,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,972,joint,38,28.562610815097106,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,972,joint,38,28.562610815097106,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,972,joint,38,28.562610815097106,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,973,joint,118,34.971014786760335,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,973,joint,118,34.971014786760335,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,973,joint,118,34.971014786760335,False,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,973,joint,118,34.971014786760335,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,973,joint,118,34.971014786760335,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,973,joint,118,34.971014786760335,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,973,joint,118,34.971014786760335,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,973,joint,118,34.971014786760335,False,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,974,joint,44,27.261433187900202,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,974,joint,44,27.261433187900202,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,974,joint,44,27.261433187900202,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,974,joint,44,27.261433187900202,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,974,joint,44,27.261433187900202,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,974,joint,44,27.261433187900202,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,974,joint,44,27.261433187900202,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,974,joint,44,27.261433187900202,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,975,joint,4,27.927665897405205,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,975,joint,4,27.927665897405205,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,975,joint,4,27.927665897405205,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,975,joint,4,27.927665897405205,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,975,joint,4,27.927665897405205,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,975,joint,4,27.927665897405205,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,975,joint,4,27.927665897405205,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,975,joint,4,27.927665897405205,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,976,joint,24,26.392189190886434,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,976,joint,24,26.392189190886434,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,976,joint,24,26.392189190886434,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,976,joint,24,26.392189190886434,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,976,joint,24,26.392189190886434,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,976,joint,24,26.392189190886434,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,976,joint,24,26.392189190886434,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,976,joint,24,26.392189190886434,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,977,joint,83,30.1471097723512,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,977,joint,83,30.1471097723512,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,977,joint,83,30.1471097723512,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,977,joint,83,30.1471097723512,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,977,joint,83,30.1471097723512,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,977,joint,83,30.1471097723512,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,977,joint,83,30.1471097723512,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,977,joint,83,30.1471097723512,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,978,joint,160,31.479952070763098,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,978,joint,160,31.479952070763098,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,978,joint,160,31.479952070763098,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,978,joint,160,31.479952070763098,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,978,joint,160,31.479952070763098,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,978,joint,160,31.479952070763098,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,978,joint,160,31.479952070763098,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,978,joint,160,31.479952070763098,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,979,joint,55,30.331892423784883,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,979,joint,55,30.331892423784883,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,979,joint,55,30.331892423784883,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,979,joint,55,30.331892423784883,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,979,joint,55,30.331892423784883,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,979,joint,55,30.331892423784883,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,979,joint,55,30.331892423784883,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,979,joint,55,30.331892423784883,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
