case_id,bound_constraint,replicate,mode,power_bootstrap_index,target_w,target_met,replay_count,kv_transfer_count,not_moved_count,replay,kv_transfer,not_moved
constraints/none,None bound,649,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,650,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,650,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,650,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,650,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,650,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,650,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,650,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,650,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,651,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,651,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,651,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,651,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,651,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,651,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,651,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,651,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,652,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,652,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,652,timing,-1,30.02225081689722,True,16,4,8,0.5714285714285714,0.14285714285714285,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,652,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,652,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,652,timing,-1,30.02225081689722,True,16,5,7,0.5714285714285714,0.17857142857142858,0.25
constraints/all,All bound,652,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,652,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,653,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,653,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,653,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,653,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,653,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,653,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,653,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,653,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,654,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,654,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,654,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,654,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,654,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,654,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,654,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,654,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,655,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,655,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,655,timing,-1,30.02225081689722,False,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,655,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,655,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,655,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,655,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,655,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,656,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,656,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,656,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,656,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,656,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,656,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,656,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,656,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,657,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,657,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,657,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,657,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,657,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,657,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,657,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,657,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,658,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,658,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,658,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,658,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,658,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,658,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,658,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,658,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,659,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,659,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,659,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,659,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,659,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,659,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,659,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,659,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,660,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,660,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,660,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,660,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,660,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,660,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,660,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,660,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,661,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,661,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,661,timing,-1,30.02225081689722,True,16,5,7,0.5714285714285714,0.17857142857142858,0.25
constraints/hbm-bandwidth,HBM + bandwidth,661,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,661,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,661,timing,-1,30.02225081689722,True,16,4,8,0.5714285714285714,0.14285714285714285,0.2857142857142857
constraints/all,All bound,661,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,661,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,662,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,662,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,662,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,662,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,662,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,662,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,662,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,662,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,663,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,663,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,663,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,663,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,663,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,663,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,663,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,663,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,664,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,664,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,664,timing,-1,30.02225081689722,True,16,5,7,0.5714285714285714,0.17857142857142858,0.25
constraints/hbm-bandwidth,HBM + bandwidth,664,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,664,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,664,timing,-1,30.02225081689722,True,16,5,7,0.5714285714285714,0.17857142857142858,0.25
constraints/all,All bound,664,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,664,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,665,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,665,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,665,timing,-1,30.02225081689722,False,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,665,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,665,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,665,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,665,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,665,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,666,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,666,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,666,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,666,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,666,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,666,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,666,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,666,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,667,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,667,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,667,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,667,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,667,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,667,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,667,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,667,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,668,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,668,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,668,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,668,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,668,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,668,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,668,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,668,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,669,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,669,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,669,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,669,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,669,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,669,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,669,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,669,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,670,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,670,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,670,timing,-1,30.02225081689722,False,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,670,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,670,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,670,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,670,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,670,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,671,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,671,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,671,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,671,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,671,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,671,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,671,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,671,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,672,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,672,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,672,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,672,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,672,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,672,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,672,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,672,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,673,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,673,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,673,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,673,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,673,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,673,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,673,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,673,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,674,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,674,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,674,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,674,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,674,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,674,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,674,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,674,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,675,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/bandwidth,Bandwidth,675,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,675,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,675,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,675,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,675,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,675,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,675,timing,-1,30.02225081689722,True,14,7,7,0.5,0.25,0.25
