run_id,step,event_index,event_type,subtask_id,coding_progress,overall_progress,active_coding_weight,completed_coding_weight,active_overall_weight,completed_overall_weight,active_coding_leaves,completed_coding_leaves,active_overall_leaves,completed_overall_leaves,num_splits_so_far,num_reopens_so_far,num_invalidations_so_far,delta_coding_progress,delta_overall_progress,coding_drop_source,overall_drop_source,final_success,final_success_source,native_coding_progress,native_overall_progress,native_active_coding_weight,native_completed_coding_weight,native_active_overall_weight,native_completed_overall_weight,native_active_coding_leaves,native_completed_coding_leaves,native_active_overall_leaves,native_completed_overall_leaves,native_delta_coding_progress,native_delta_overall_progress,native_coding_drop_source,native_overall_drop_source,category_resolution_mode,category_overrides_applied
control_monotonic_incomplete_failure,4,8,update_status,S3,0.6,0.6,5.0,3.0,5.0,3.0,5,3,5,3,0,0,0,0.19999999999999996,0.19999999999999996,none,none,false,summary.final_success,0.6,0.6,5.0,3.0,5.0,3.0,5,3,5,3,0.19999999999999996,0.19999999999999996,none,none,legacy_inferred,5
live_validation/01_suite_summary_weight_source,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,mixed,1
live_validation/01_suite_summary_weight_source,1,2,add_subtask,S2,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0.0,0.0,none,none,mixed,1
live_validation/01_suite_summary_weight_source,2,3,update_status,S1,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0.0,0.0,none,none,mixed,1
live_validation/01_suite_summary_weight_source,3,5,update_status,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,0.5,0.5,none,none,true,summary.final_success,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0.5,0.5,none,none,mixed,1
live_validation/01_suite_summary_weight_source,4,6,update_status,S2,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0,0,0,0.5,0.5,none,none,true,summary.final_success,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0.5,0.5,none,none,mixed,1
live_validation/01_suite_summary_weight_source,5,7,add_subtask,S3,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0,0,0,-0.33333333333333337,-0.33333333333333337,validation,validation,true,summary.final_success,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,-0.33333333333333337,-0.33333333333333337,validation,validation,mixed,1
live_validation/01_suite_summary_weight_source,6,8,update_status,S3,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0,0,0,0.33333333333333337,0.33333333333333337,none,none,true,summary.final_success,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0.33333333333333337,0.33333333333333337,none,none,mixed,1
live_validation/01_suite_summary_weight_source,7,9,add_subtask,S4,1.0,0.75,3.0,3.0,4.0,3.0,3,3,4,3,0,0,0,0.0,-0.25,none,artifact,true,summary.final_success,1.0,0.75,3.0,3.0,4.0,3.0,3,3,4,3,0.0,-0.25,none,artifact,mixed,1
live_validation/01_suite_summary_weight_source,8,11,add_subtask,S5,1.0,0.8,3.0,3.0,5.0,4.0,3,3,5,4,0,0,0,0.0,0.050000000000000044,none,none,true,summary.final_success,1.0,0.8,3.0,3.0,5.0,4.0,3,3,5,4,0.0,0.050000000000000044,none,none,mixed,1
live_validation/01_suite_summary_weight_source,9,12,update_status,S5,1.0,1.0,3.0,3.0,5.0,5.0,3,3,5,5,0,0,0,0.0,0.19999999999999996,none,none,true,summary.final_success,1.0,1.0,3.0,3.0,5.0,5.0,3,3,5,5,0.0,0.19999999999999996,none,none,mixed,1
live_validation/02_drop_category_contributions,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,mixed,1
live_validation/02_drop_category_contributions,1,2,add_subtask,S2,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0.0,0.0,none,none,mixed,1
live_validation/02_drop_category_contributions,2,4,update_status,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,0.5,0.5,none,none,true,summary.final_success,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0.5,0.5,none,none,mixed,1
live_validation/02_drop_category_contributions,3,5,update_status,S2,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0,0,0,0.5,0.5,none,none,true,summary.final_success,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0.5,0.5,none,none,mixed,1
live_validation/02_drop_category_contributions,4,6,add_subtask,S3,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0,0,0,-0.33333333333333337,-0.33333333333333337,validation,validation,true,summary.final_success,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,-0.33333333333333337,-0.33333333333333337,validation,validation,mixed,1
live_validation/02_drop_category_contributions,5,7,update_status,S3,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0,0,0,0.33333333333333337,0.33333333333333337,none,none,true,summary.final_success,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0.33333333333333337,0.33333333333333337,none,none,mixed,1
live_validation/02_drop_category_contributions,6,8,add_subtask,S4,1.0,0.75,3.0,3.0,4.0,3.0,3,3,4,3,0,0,0,0.0,-0.25,none,artifact,true,summary.final_success,1.0,0.75,3.0,3.0,4.0,3.0,3,3,4,3,0.0,-0.25,none,artifact,mixed,1
live_validation/02_drop_category_contributions,7,10,add_subtask,S5,1.0,0.8,3.0,3.0,5.0,4.0,3,3,5,4,0,0,0,0.0,0.050000000000000044,none,none,true,summary.final_success,1.0,0.8,3.0,3.0,5.0,4.0,3,3,5,4,0.0,0.050000000000000044,none,none,mixed,1
live_validation/02_drop_category_contributions,8,11,update_status,S5,1.0,1.0,3.0,3.0,5.0,5.0,3,3,5,5,0,0,0,0.0,0.19999999999999996,none,none,true,summary.final_success,1.0,1.0,3.0,3.0,5.0,5.0,3,3,5,5,0.0,0.19999999999999996,none,none,mixed,1
live_validation/03_evidence_audit_by_category,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,mixed,2
live_validation/03_evidence_audit_by_category,1,2,add_subtask,S2,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0.0,0.0,none,none,mixed,2
live_validation/03_evidence_audit_by_category,2,4,update_status,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,0.5,0.5,none,none,true,summary.final_success,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0.5,0.5,none,none,mixed,2
live_validation/03_evidence_audit_by_category,3,5,update_status,S2,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0,0,0,0.5,0.5,none,none,true,summary.final_success,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0.5,0.5,none,none,mixed,2
live_validation/03_evidence_audit_by_category,4,6,add_subtask,S3,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0,0,0,-0.33333333333333337,-0.33333333333333337,validation,validation,true,summary.final_success,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,-0.33333333333333337,-0.33333333333333337,validation,validation,mixed,2
live_validation/03_evidence_audit_by_category,5,7,update_status,S3,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0,0,0,0.33333333333333337,0.33333333333333337,none,none,true,summary.final_success,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0.33333333333333337,0.33333333333333337,none,none,mixed,2
live_validation/03_evidence_audit_by_category,6,8,add_subtask,S4,1.0,0.75,3.0,3.0,4.0,3.0,3,3,4,3,0,0,0,0.0,-0.25,none,artifact,true,summary.final_success,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,-0.25,-0.25,product,product,mixed,2
live_validation/03_evidence_audit_by_category,7,10,add_subtask,S5,0.75,0.8,4.0,3.0,5.0,4.0,4,3,5,4,0,0,0,-0.25,0.050000000000000044,validation,none,true,summary.final_success,0.8,0.8,5.0,4.0,5.0,4.0,5,4,5,4,0.050000000000000044,0.050000000000000044,none,none,mixed,2
live_validation/03_evidence_audit_by_category,8,11,update_status,S5,1.0,1.0,4.0,4.0,5.0,5.0,4,4,5,5,0,0,0,0.25,0.19999999999999996,none,none,true,summary.final_success,1.0,1.0,5.0,5.0,5.0,5.0,5,5,5,5,0.19999999999999996,0.19999999999999996,none,none,mixed,2
live_validation/03_evidence_audit_by_category,9,12,add_subtask,S6,1.0,0.8333333333333334,4.0,4.0,6.0,5.0,4,4,6,5,0,0,0,0.0,-0.16666666666666663,none,artifact,true,summary.final_success,1.0,0.8333333333333334,5.0,5.0,6.0,5.0,5,5,6,5,0.0,-0.16666666666666663,none,artifact,mixed,2
live_validation/03_evidence_audit_by_category,10,14,add_subtask,S7,1.0,0.8571428571428571,4.0,4.0,7.0,6.0,4,4,7,6,0,0,0,0.0,0.023809523809523725,none,none,true,summary.final_success,1.0,0.8571428571428571,5.0,5.0,7.0,6.0,5,5,7,6,0.0,0.023809523809523725,none,none,mixed,2
live_validation/03_evidence_audit_by_category,11,15,update_status,S7,1.0,1.0,4.0,4.0,7.0,7.0,4,4,7,7,0,0,0,0.0,0.1428571428571429,none,none,true,summary.final_success,1.0,1.0,5.0,5.0,7.0,7.0,5,5,7,7,0.0,0.1428571428571429,none,none,mixed,2
live_validation/04_docs_progress_not_success,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,native,0
live_validation/04_docs_progress_not_success,1,2,add_subtask,S2,0.0,0.0,1.0,0,2.0,0,1,0,2,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,1.0,0,2.0,0,1,0,2,0,0.0,0.0,none,none,native,0
live_validation/04_docs_progress_not_success,2,3,update_status,S1,1.0,0.5,1.0,1.0,2.0,1.0,1,1,2,1,0,0,0,1.0,0.5,none,none,true,summary.final_success,1.0,0.5,1.0,1.0,2.0,1.0,1,1,2,1,1.0,0.5,none,none,native,0
live_validation/04_docs_progress_not_success,3,4,update_status,S2,1.0,1.0,1.0,1.0,2.0,2.0,1,1,2,2,0,0,0,0.0,0.5,none,none,true,summary.final_success,1.0,1.0,1.0,1.0,2.0,2.0,1,1,2,2,0.0,0.5,none,none,native,0
live_validation/04_docs_progress_not_success,4,5,add_subtask,S3,1.0,0.6666666666666666,1.0,1.0,3.0,2.0,1,1,3,2,0,0,0,0.0,-0.33333333333333337,none,documentation,true,summary.final_success,1.0,0.6666666666666666,1.0,1.0,3.0,2.0,1,1,3,2,0.0,-0.33333333333333337,none,documentation,native,0
live_validation/04_docs_progress_not_success,5,7,add_subtask,S4,0.5,0.75,2.0,1.0,4.0,3.0,2,1,4,3,0,0,0,-0.5,0.08333333333333337,validation,none,true,summary.final_success,0.5,0.75,2.0,1.0,4.0,3.0,2,1,4,3,-0.5,0.08333333333333337,validation,none,native,0
live_validation/04_docs_progress_not_success,6,8,update_status,S4,1.0,1.0,2.0,2.0,4.0,4.0,2,2,4,4,0,0,0,0.5,0.25,none,none,true,summary.final_success,1.0,1.0,2.0,2.0,4.0,4.0,2,2,4,4,0.5,0.25,none,none,native,0
live_validation/04_docs_progress_not_success,7,9,add_subtask,S5,1.0,0.8,2.0,2.0,5.0,4.0,2,2,5,4,0,0,0,0.0,-0.19999999999999996,none,artifact,true,summary.final_success,1.0,0.8,2.0,2.0,5.0,4.0,2,2,5,4,0.0,-0.19999999999999996,none,artifact,native,0
live_validation/04_docs_progress_not_success,8,10,update_status,S5,1.0,1.0,2.0,2.0,5.0,5.0,2,2,5,5,0,0,0,0.0,0.19999999999999996,none,none,true,summary.final_success,1.0,1.0,2.0,2.0,5.0,5.0,2,2,5,5,0.0,0.19999999999999996,none,none,native,0
live_validation/05_active_incomplete_coding_leaves,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,mixed,2
live_validation/05_active_incomplete_coding_leaves,1,2,add_subtask,S2,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0,0,0,0.0,0.0,none,none,true,summary.final_success,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0.0,0.0,none,none,mixed,2
live_validation/05_active_incomplete_coding_leaves,2,4,update_status,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,0.5,0.5,none,none,true,summary.final_success,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0.5,0.5,none,none,mixed,2
live_validation/05_active_incomplete_coding_leaves,3,5,update_status,S2,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0,0,0,0.5,0.5,none,none,true,summary.final_success,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0.5,0.5,none,none,mixed,2
live_validation/05_active_incomplete_coding_leaves,4,6,add_subtask,S3,1.0,0.6666666666666666,2.0,2.0,3.0,2.0,2,2,3,2,0,0,0,0.0,-0.33333333333333337,none,artifact,true,summary.final_success,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,-0.33333333333333337,-0.33333333333333337,product,product,mixed,2
live_validation/05_active_incomplete_coding_leaves,5,8,add_subtask,S4,0.6666666666666666,0.75,3.0,2.0,4.0,3.0,3,2,4,3,0,0,0,-0.33333333333333337,0.08333333333333337,validation,none,true,summary.final_success,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0.08333333333333337,0.08333333333333337,none,none,mixed,2
live_validation/05_active_incomplete_coding_leaves,6,9,update_status,S4,1.0,1.0,3.0,3.0,4.0,4.0,3,3,4,4,0,0,0,0.33333333333333337,0.25,none,none,true,summary.final_success,1.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,0.25,0.25,none,none,mixed,2
live_validation/05_active_incomplete_coding_leaves,7,10,add_subtask,S5,1.0,0.8,3.0,3.0,5.0,4.0,3,3,5,4,0,0,0,0.0,-0.19999999999999996,none,artifact,true,summary.final_success,1.0,0.8,4.0,4.0,5.0,4.0,4,4,5,4,0.0,-0.19999999999999996,none,artifact,mixed,2
live_validation/05_active_incomplete_coding_leaves,8,11,update_status,S5,1.0,1.0,3.0,3.0,5.0,5.0,3,3,5,5,0,0,0,0.0,0.19999999999999996,none,none,true,summary.final_success,1.0,1.0,4.0,4.0,5.0,5.0,4,4,5,5,0.0,0.19999999999999996,none,none,mixed,2
negative_control_incomplete_budget_limited,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,false,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,6
negative_control_incomplete_budget_limited,1,4,add_subtask,S4,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0,0,0,0.0,0.0,none,none,false,summary.test_status,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0.0,0.0,none,none,legacy_inferred,6
negative_control_incomplete_budget_limited,2,5,update_status,S1,0.25,0.25,4.0,1.0,4.0,1.0,4,1,4,1,0,0,0,0.25,0.25,none,none,false,summary.test_status,0.25,0.25,4.0,1.0,4.0,1.0,4,1,4,1,0.25,0.25,none,none,legacy_inferred,6
negative_control_incomplete_budget_limited,3,6,update_status,S2,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0,0,0,0.25,0.25,none,none,false,summary.test_status,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0.25,0.25,none,none,legacy_inferred,6
negative_control_incomplete_budget_limited,4,7,update_status,S3,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0,0,0,0.25,0.25,none,none,false,summary.test_status,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0.25,0.25,none,none,legacy_inferred,6
negative_control_incomplete_budget_limited,5,9,add_subtask,S6,0.5,0.5,6.0,3.0,6.0,3.0,6,3,6,3,0,0,0,-0.25,-0.25,product,product,false,summary.test_status,0.5,0.5,6.0,3.0,6.0,3.0,6,3,6,3,-0.25,-0.25,product,product,legacy_inferred,6
negative_control_incomplete_budget_limited,6,10,update_status,S4,0.6666666666666666,0.6666666666666666,6.0,4.0,6.0,4.0,6,4,6,4,0,0,0,0.16666666666666663,0.16666666666666663,none,none,false,summary.test_status,0.6666666666666666,0.6666666666666666,6.0,4.0,6.0,4.0,6,4,6,4,0.16666666666666663,0.16666666666666663,none,none,legacy_inferred,6
negative_control_monotonic_one_line,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,4
negative_control_monotonic_one_line,1,4,add_subtask,S4,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0.0,0.0,none,none,legacy_inferred,4
negative_control_monotonic_one_line,2,5,update_status,S1,0.25,0.25,4.0,1.0,4.0,1.0,4,1,4,1,0,0,0,0.25,0.25,none,none,true,summary.test_status,0.25,0.25,4.0,1.0,4.0,1.0,4,1,4,1,0.25,0.25,none,none,legacy_inferred,4
negative_control_monotonic_one_line,3,6,update_status,S2,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0,0,0,0.25,0.25,none,none,true,summary.test_status,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0.25,0.25,none,none,legacy_inferred,4
negative_control_monotonic_one_line,4,7,update_status,S3,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0,0,0,0.25,0.25,none,none,true,summary.test_status,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0.25,0.25,none,none,legacy_inferred,4
negative_control_monotonic_one_line,5,8,update_status,S4,1.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,0,0,0,0.25,0.25,none,none,true,summary.test_status,1.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,0.25,0.25,none,none,legacy_inferred,4
task_1_parser_timezone_offset,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,8
task_1_parser_timezone_offset,1,5,add_subtask,S5,0.0,0.0,4.0,0,5.0,0,4,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,8
task_1_parser_timezone_offset,2,6,update_status,S1,0.0,0.0,4.0,0,5.0,0,4,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,8
task_1_parser_timezone_offset,3,7,update_status,S1,0.25,0.2,4.0,1.0,5.0,1.0,4,1,5,1,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.2,0.2,5.0,1.0,5.0,1.0,5,1,5,1,0.2,0.2,none,none,legacy_inferred,8
task_1_parser_timezone_offset,4,8,update_status,S2,0.25,0.2,4.0,1.0,5.0,1.0,4,1,5,1,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.2,0.2,5.0,1.0,5.0,1.0,5,1,5,1,0.0,0.0,none,none,legacy_inferred,8
task_1_parser_timezone_offset,5,9,update_status,S2,0.5,0.4,4.0,2.0,5.0,2.0,4,2,5,2,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.4,0.4,5.0,2.0,5.0,2.0,5,2,5,2,0.2,0.2,none,none,legacy_inferred,8
task_1_parser_timezone_offset,6,10,update_status,S3,0.5,0.4,4.0,2.0,5.0,2.0,4,2,5,2,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.4,0.4,5.0,2.0,5.0,2.0,5,2,5,2,0.0,0.0,none,none,legacy_inferred,8
task_1_parser_timezone_offset,7,11,update_status,S3,0.75,0.6,4.0,3.0,5.0,3.0,4,3,5,3,0,0,0,0.25,0.19999999999999996,none,none,true,summary.test_status,0.6,0.6,5.0,3.0,5.0,3.0,5,3,5,3,0.19999999999999996,0.19999999999999996,none,none,legacy_inferred,8
task_1_parser_timezone_offset,8,12,add_subtask,S6,0.6,0.5,5.0,3.0,6.0,3.0,5,3,6,3,0,0,0,-0.15000000000000002,-0.09999999999999998,validation,validation,true,summary.test_status,0.5,0.5,6.0,3.0,6.0,3.0,6,3,6,3,-0.09999999999999998,-0.09999999999999998,product,product,legacy_inferred,8
task_1_parser_timezone_offset,9,13,update_status,S4,0.6,0.5,5.0,3.0,6.0,3.0,5,3,6,3,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.5,0.5,6.0,3.0,6.0,3.0,6,3,6,3,0.0,0.0,none,none,legacy_inferred,8
task_1_parser_timezone_offset,10,14,split_subtask,S4,0.5,0.42857142857142855,6.0,3.0,7.0,3.0,6,3,7,3,1,0,0,-0.09999999999999998,-0.07142857142857145,product,product,true,summary.test_status,0.42857142857142855,0.42857142857142855,7.0,3.0,7.0,3.0,7,3,7,3,-0.07142857142857145,-0.07142857142857145,product,product,legacy_inferred,8
task_1_parser_timezone_offset,11,15,update_status,S4.1,0.6666666666666666,0.5714285714285714,6.0,4.0,7.0,4.0,6,4,7,4,1,0,0,0.16666666666666663,0.14285714285714285,none,none,true,summary.test_status,0.5714285714285714,0.5714285714285714,7.0,4.0,7.0,4.0,7,4,7,4,0.14285714285714285,0.14285714285714285,none,none,legacy_inferred,8
task_1_parser_timezone_offset,12,17,update_status,S4,0.8333333333333334,0.7142857142857143,6.0,5.0,7.0,5.0,6,5,7,5,1,0,0,0.16666666666666674,0.1428571428571429,none,none,true,summary.test_status,0.7142857142857143,0.7142857142857143,7.0,5.0,7.0,5.0,7,5,7,5,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,8
task_1_parser_timezone_offset,13,18,update_status,S6,1.0,0.8571428571428571,6.0,6.0,7.0,6.0,6,6,7,6,1,0,0,0.16666666666666663,0.1428571428571428,none,none,true,summary.test_status,0.8571428571428571,0.8571428571428571,7.0,6.0,7.0,6.0,7,6,7,6,0.1428571428571428,0.1428571428571428,none,none,legacy_inferred,8
task_1_parser_timezone_offset,14,19,update_status,S5,1.0,1.0,6.0,6.0,7.0,7.0,6,6,7,7,1,0,0,0.0,0.1428571428571429,none,none,true,summary.test_status,1.0,1.0,7.0,7.0,7.0,7.0,7,7,7,7,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,8
