episode,seed,context,append,width,phase,phase_valid,requests,http_complete,state_valid,exact_requests,cache_state,elapsed_s,model_full_rebuild_local_s,model_minus_observed_s,request_queue_time_seconds_sum,request_prefill_time_seconds_sum,request_decode_time_seconds_sum,request_inference_time_seconds_sum,request_prefill_kv_computed_tokens_sum,mean_completed_request_queue_time_seconds,mean_completed_request_prefill_time_seconds,mean_completed_request_decode_time_seconds,mean_completed_request_inference_time_seconds,mean_completed_request_prefill_kv_computed_tokens
unloaded-04-s7101,7101,8192,2048,1,initial,True,1,1,1,1,cold_verified,1.294322362,1.1696722534889723,-0.12465010851102765,1.573999907122925e-05,0.5732174170007056,0.7089450509993185,1.282162468000024,8192.0,1.573999907122925e-05,0.5732174170007056,0.7089450509993185,1.282162468000024,8192.0
unloaded-04-s7101,7101,8192,2048,1,catch_up,True,1,1,1,1,native_reuse_verified,1.282787856,1.3716978006038194,0.08890994460381951,1.2294000043766573e-05,0.21509365999736474,1.0536157400019874,1.2687093999993522,2080.0,1.2294000043766573e-05,0.21509365999736474,1.0536157400019874,1.2687093999993522,2080.0
unloaded-04-s7101,7101,8192,2048,1,cold_updated,False,1,1,0,1,cold_verified,1.615870053,1.3716978006038194,-0.24417225239618068,1.164199784398079e-05,0.7813573189996532,0.8199518569999782,1.6013091759996314,10240.0,1.164199784398079e-05,0.7813573189996532,0.8199518569999782,1.6013091759996314,10240.0
unloaded-05-s7101,7101,30000,2048,1,initial,True,1,1,1,1,cold_verified,4.888754013,4.423811356056187,-0.46494265694381287,2.3945001885294914e-05,3.8320952739995846,1.0250197629975446,4.857115036997129,30000.0,2.3945001885294914e-05,3.8320952739995846,1.0250197629975446,4.857115036997129,30000.0
unloaded-05-s7101,7101,30000,2048,1,catch_up,True,1,1,1,1,native_reuse_verified,1.463539558,4.868394709413724,3.4048551514137237,1.6911999409785494e-05,0.4661240329987777,0.9632267900014995,1.4293508230002772,2080.0,1.6911999409785494e-05,0.4661240329987777,0.9632267900014995,1.4293508230002772,2080.0
unloaded-05-s7101,7101,30000,2048,1,cold_updated,True,1,1,1,1,cold_verified,5.44093955,4.868394709413724,-0.5725448405862767,1.3003998901695013e-05,4.281476827000006,1.1257281319994945,5.4072049589995,32048.0,1.3003998901695013e-05,4.281476827000006,1.1257281319994945,5.4072049589995,32048.0
unloaded-06-s7101,7101,30000,2048,8,initial,True,8,8,8,8,cold_verified,31.994645396,35.390490848449495,3.395845452449496,89.20724946000337,48.485725744001684,110.32341140900098,158.80913715300267,240000.0,11.150906182500421,6.0607157180002105,13.790426426125123,19.851142144125333,30000.0
unloaded-06-s7101,7101,30000,2048,8,catch_up,True,8,8,8,8,native_reuse_verified,4.814580402,38.94715767530979,34.13257727330979,0.9054394139966462,16.54275353000412,15.315405097004259,31.85815862700838,16640.0,0.11317992674958077,2.067844191250515,1.9144256371255324,3.9822698283760474,2080.0
unloaded-06-s7101,7101,30000,2048,8,cold_updated,True,8,8,8,8,cold_verified,35.909685797,38.94715767530979,3.0374718783097876,100.60455625499526,53.42520131800484,117.5602448369973,170.98544615500214,256384.0,12.575569531874407,6.678150164750605,14.695030604624662,21.373180769375267,32048.0
unloaded-07-s7101,7101,8192,32,8,initial,True,8,8,8,8,cold_verified,5.722996727,6.0489204457,0.32592371870000036,11.950229402998957,12.262196506999317,19.191424251999706,31.453620758999023,65536.0,1.4937786753748696,1.5327745633749146,2.3989280314999633,3.931702594874878,8192.0
unloaded-07-s7101,7101,8192,32,8,catch_up,True,8,8,8,8,native_reuse_verified,1.289921318,6.069742687774877,4.779821369774877,0.00019387300199014135,0.7038506270037033,7.056270303997735,7.760120931001438,512.0,2.423412524876767e-05,0.08798132837546291,0.8820337879997169,0.9700151163751798,64.0
unloaded-07-s7101,7101,8192,32,8,cold_updated,True,8,8,8,8,cold_verified,5.804914892,6.069742687774877,0.2648277957748766,11.96827695299362,12.85566978400675,19.22629903099005,32.0819688149968,65792.0,1.4960346191242024,1.6069587230008437,2.403287378873756,4.0102461018746,8224.0
unloaded-08-s7101,7101,8192,2048,8,initial,True,8,8,8,8,unknown,5.679323448,6.0489204457,0.36959699770000043,,,,,,,,,,
unloaded-08-s7101,7101,8192,2048,8,catch_up,False,8,7,6,7,unknown,2.734314392,7.488743298459009,4.754428906459009,,,,,,,,,,
unloaded-08-s7101,7101,8192,2048,8,cold_updated,False,0,0,0,0,unknown,,7.488743298459009,,,,,,,,,,,
unloaded-09-s7101,7101,30000,32,8,initial,True,8,8,8,8,cold_verified,31.999076963,35.390490848449495,3.391413885449495,88.21677384700888,48.253519348003465,110.56522687299366,158.81874622099713,240000.0,11.02709673087611,6.031689918500433,13.820653359124208,19.85234327762464,30000.0
unloaded-09-s7101,7101,30000,32,8,catch_up,True,8,8,8,8,native_reuse_verified,1.438585048,35.44381426705808,34.00522921905808,0.0001193429998238571,0.9652375209916499,6.976286615998106,7.941524136989756,512.0,1.4917874977982137e-05,0.12065469012395624,0.8720358269997632,0.9926905171237195,64.0
unloaded-09-s7101,7101,30000,32,8,cold_updated,True,8,8,8,8,cold_verified,32.350035228,35.44381426705808,3.0937790390580773,90.78638942799444,48.17270395599553,110.08136001401363,158.25406397000916,240256.0,11.348298678499305,6.021587994499441,13.760170001751703,19.781757996251145,30032.0
unloaded-10-s7101,7101,2048,32,1,initial,True,1,1,1,1,cold_verified,1.067636717,0.6963892862983582,-0.3712474307016419,1.0849998943740502e-05,0.12049530100193806,0.9395669490004366,1.0600622500023746,2048.0,1.0849998943740502e-05,0.12049530100193806,0.9395669490004366,1.0600622500023746,2048.0
unloaded-10-s7101,7101,2048,32,1,catch_up,True,1,1,1,1,native_reuse_verified,0.723970567,0.6987931949417088,-0.02517737205829118,1.0529998689889908e-05,0.06792463300007512,0.6488113460000022,0.7167359790000774,64.0,1.0529998689889908e-05,0.06792463300007512,0.6488113460000022,0.7167359790000774,64.0
unloaded-10-s7101,7101,2048,32,1,cold_updated,True,1,1,1,1,cold_verified,1.130166637,0.6987931949417088,-0.4313734420582913,1.0960997315123677e-05,0.12437768000017968,0.998717280002893,1.1230949600030726,2080.0,1.0960997315123677e-05,0.12437768000017968,0.998717280002893,1.1230949600030726,2080.0
unloaded-11-s7101,7101,8192,32,1,initial,True,1,1,1,1,cold_verified,1.264098704,1.1696722534889723,-0.09442645051102772,1.0360003216192126e-05,0.5789565790000779,0.673138979000214,1.252095558000292,8192.0,1.0360003216192126e-05,0.5789565790000779,0.673138979000214,1.252095558000292,8192.0
unloaded-11-s7101,7101,8192,32,1,catch_up,True,1,1,1,1,native_reuse_verified,0.787110263,1.1726781931684571,0.38556793016845714,1.0007999662775546e-05,0.07211912899947492,0.7025733909977134,0.7746925199971884,64.0,1.0007999662775546e-05,0.07211912899947492,0.7025733909977134,0.7746925199971884,64.0
unloaded-11-s7101,7101,8192,32,1,cold_updated,True,1,1,1,1,cold_verified,1.484718911,1.1726781931684571,-0.31204071783154297,1.2463002349250019e-05,0.6132999879991985,0.8585822450004343,1.4718822329996328,8224.0,1.2463002349250019e-05,0.6132999879991985,0.8585822450004343,1.4718822329996328,8224.0
unloaded-12-s7102,7102,30000,2048,1,initial,True,1,1,1,1,cold_verified,4.809925546,4.423811356056187,-0.38611418994381275,1.1812000593636185e-05,3.8810503159984364,0.8974443949991837,4.77849471099762,30000.0,1.1812000593636185e-05,3.8810503159984364,0.8974443949991837,4.77849471099762,30000.0
unloaded-12-s7102,7102,30000,2048,1,catch_up,True,1,1,1,1,native_reuse_verified,1.369530503,4.868394709413724,3.4988642064137236,1.2503001926233992e-05,0.46927743799824384,0.8667283819995646,1.3360058199978084,2080.0,1.2503001926233992e-05,0.46927743799824384,0.8667283819995646,1.3360058199978084,2080.0
unloaded-12-s7102,7102,30000,2048,1,cold_updated,True,1,1,1,1,cold_verified,5.222050669,4.868394709413724,-0.35365595958627605,1.5960999007802457e-05,4.321425870999519,0.8676844380024704,5.18911030900199,32048.0,1.5960999007802457e-05,4.321425870999519,0.8676844380024704,5.18911030900199,32048.0
unloaded-13-s7102,7102,30000,2048,8,initial,True,8,8,8,8,cold_verified,32.540811212,35.390490848449495,2.849679636449494,90.03146140399258,49.17370596099863,111.67218805300581,160.84589401400444,240000.0,11.253932675499073,6.146713245124829,13.959023506625726,20.105736751750555,30000.0
unloaded-13-s7102,7102,30000,2048,8,catch_up,True,8,8,8,8,native_reuse_verified,5.027136163,38.94715767530979,33.92002151230979,0.9177233220070775,16.766273467994324,15.993460247998883,32.75973371599321,16640.0,0.11471541525088469,2.0957841834992905,1.9991825309998603,4.094966714499151,2080.0
unloaded-13-s7102,7102,30000,2048,8,cold_updated,True,8,8,8,8,cold_verified,35.941333335,38.94715767530979,3.005824340309786,99.66277033999722,53.4925982800014,121.34420943600344,174.83680771600484,256384.0,12.457846292499653,6.686574785000175,15.16802617950043,21.854600964500605,32048.0
unloaded-14-s7102,7102,2048,32,1,initial,True,1,1,1,1,cold_verified,1.082932359,0.6963892862983582,-0.3865430727016418,1.0791001841425896e-05,0.1216420749988174,0.954327290000947,1.0759693649997644,2048.0,1.0791001841425896e-05,0.1216420749988174,0.954327290000947,1.0759693649997644,2048.0
unloaded-14-s7102,7102,2048,32,1,catch_up,True,1,1,1,1,native_reuse_verified,0.754204966,0.6987931949417088,-0.055411771058291204,1.0769999789772555e-05,0.0712649999986752,0.6760824669981957,0.7473474669968709,64.0,1.0769999789772555e-05,0.0712649999986752,0.6760824669981957,0.7473474669968709,64.0
unloaded-14-s7102,7102,2048,32,1,cold_updated,True,1,1,1,1,cold_verified,0.841588957,0.6987931949417088,-0.14279576205829125,1.525900006527081e-05,0.12573859599797288,0.7084750489993894,0.8342136449973623,2080.0,1.525900006527081e-05,0.12573859599797288,0.7084750489993894,0.8342136449973623,2080.0
unloaded-15-s7102,7102,30000,32,1,initial,True,1,1,1,1,cold_verified,4.821028936,4.423811356056187,-0.39721757994381335,1.2052998499711975e-05,3.915340315001231,0.8741027149990259,4.789443030000257,30000.0,1.2052998499711975e-05,3.915340315001231,0.8741027149990259,4.789443030000257,30000.0
unloaded-15-s7102,7102,30000,32,1,catch_up,True,1,1,1,1,native_reuse_verified,0.891160766,4.43047678338226,3.53931601738226,1.0700001439545304e-05,0.07723358299699612,0.7796288640020066,0.8568624469990027,64.0,1.0700001439545304e-05,0.07723358299699612,0.7796288640020066,0.8568624469990027,64.0
unloaded-15-s7102,7102,30000,32,1,cold_updated,True,1,1,1,1,cold_verified,4.844588632,4.43047678338226,-0.41411184861773975,1.7782997019821778e-05,3.9225782260000415,0.890624897001544,4.8132031230015855,30032.0,1.7782997019821778e-05,3.9225782260000415,0.890624897001544,4.8132031230015855,30032.0
unloaded-16-s7102,7102,8192,32,1,initial,True,1,1,1,1,cold_verified,1.650921154,1.1696722534889723,-0.48124890051102764,1.0809999366756529e-05,0.583646007002244,1.0527171649991942,1.6363631720014382,8192.0,1.0809999366756529e-05,0.583646007002244,1.0527171649991942,1.6363631720014382,8192.0
unloaded-16-s7102,7102,8192,32,1,catch_up,True,1,1,1,1,native_reuse_verified,1.165810465,1.1726781931684571,0.0068677281684570435,1.35750015033409e-05,0.07490685399898211,1.0785288799997943,1.1534357339987764,64.0,1.35750015033409e-05,0.07490685399898211,1.0785288799997943,1.1534357339987764,64.0
unloaded-16-s7102,7102,8192,32,1,cold_updated,True,1,1,1,1,cold_verified,1.793868931,1.1726781931684571,-0.6211907378315429,1.3225002476247028e-05,0.6186808029997337,1.162442127999384,1.7811229309991177,8224.0,1.3225002476247028e-05,0.6186808029997337,1.162442127999384,1.7811229309991177,8224.0
unloaded-17-s7102,7102,8192,2048,1,initial,True,1,1,1,1,cold_verified,1.295984455,1.1696722534889723,-0.12631220151102762,1.0449002729728818e-05,0.5834129659997416,0.7001337379988399,1.2835467039985815,8192.0,1.0449002729728818e-05,0.5834129659997416,0.7001337379988399,1.2835467039985815,8192.0
unloaded-17-s7102,7102,8192,2048,1,catch_up,True,1,1,1,1,native_reuse_verified,1.033406321,1.3716978006038194,0.33829147960381944,1.0579999070614576e-05,0.2182053819997236,0.8014504839993606,1.0196558659990842,2080.0,1.0579999070614576e-05,0.2182053819997236,0.8014504839993606,1.0196558659990842,2080.0
unloaded-17-s7102,7102,8192,2048,1,cold_updated,True,1,1,1,1,cold_verified,1.620631182,1.3716978006038194,-0.2489333813961805,1.3236000086180866e-05,0.7972479249983735,0.8093701790021441,1.6066181040005176,10240.0,1.3236000086180866e-05,0.7972479249983735,0.8093701790021441,1.6066181040005176,10240.0
unloaded-18-s7102,7102,2048,32,8,initial,True,8,8,8,8,cold_verified,2.067160948,1.7012187742,-0.36594217380000016,0.2470417890108365,4.935994491981546,8.279986829009431,13.215981320990977,16384.0,0.030880223626354564,0.6169993114976933,1.0349983536261789,1.6519976651238721,2048.0
unloaded-18-s7102,7102,2048,32,8,catch_up,True,8,8,8,8,native_reuse_verified,1.263028197,1.720039723109923,0.457011526109923,0.00015735501801827922,0.6146089259818837,6.485063461004756,7.09967238698664,512.0,1.9669377252284903e-05,0.07682611574773546,0.8106329326255945,0.88745904837333,64.0
unloaded-18-s7102,7102,2048,32,8,cold_updated,True,8,8,8,8,cold_verified,2.116854866,1.720039723109923,-0.39681514289007724,0.2536462850002863,5.000519020999491,8.860607393995451,13.861126414994942,16640.0,0.03170578562503579,0.6250648776249363,1.1075759242494314,1.7326408018743678,2080.0
unloaded-19-s7102,7102,30000,32,8,initial,True,8,8,8,8,cold_verified,32.499078253,35.390490848449495,2.891412595449495,90.16360687200722,49.209063988993876,111.7330884069961,160.94215239598998,240000.0,11.270450859000903,6.1511329986242345,13.966636050874513,20.117769049498747,30000.0
unloaded-19-s7102,7102,30000,32,8,catch_up,True,8,8,8,8,native_reuse_verified,1.407258444,35.44381426705808,34.03655582305808,0.00014198600547388196,0.9755625159887131,6.376969494005607,7.35253200999432,512.0,1.7748250684235245e-05,0.12194531449858914,0.7971211867507009,0.91906650124929,64.0
unloaded-19-s7102,7102,30000,32,8,cold_updated,True,8,8,8,8,cold_verified,32.435315884,35.44381426705808,3.0084983830580825,91.06668610200359,48.608038967995526,112.16330627000207,160.7713452379976,240256.0,11.383335762750448,6.076004870999441,14.020413283750258,20.0964181547497,30032.0
unloaded-20-s7102,7102,2048,2048,1,initial,True,1,1,1,1,cold_verified,0.922896469,0.6963892862983582,-0.22650718270164183,1.2202999641885981e-05,0.12175439700149582,0.7942502439982491,0.9160046409997449,2048.0,1.2202999641885981e-05,0.12175439700149582,0.7942502439982491,0.9160046409997449,2048.0
unloaded-20-s7102,7102,2048,2048,1,catch_up,True,1,1,1,1,native_reuse_verified,0.943084423,0.8369439130511498,-0.10614050994885016,1.2573997082654387e-05,0.14712412000153563,0.7872519269985787,0.9343760470001143,2080.0,1.2573997082654387e-05,0.14712412000153563,0.7872519269985787,0.9343760470001143,2080.0
unloaded-20-s7102,7102,2048,2048,1,cold_updated,False,1,1,0,1,cold_verified,1.014418532,0.8369439130511498,-0.1774746189488503,1.391699697705917e-05,0.25355920100264484,0.7515740050002933,1.005133206002938,4096.0,1.391699697705917e-05,0.25355920100264484,0.7515740050002933,1.005133206002938,4096.0
unloaded-21-s7102,7102,8192,32,8,initial,True,8,8,8,8,cold_verified,5.717964762,6.0489204457,0.33095568370000006,12.033209106000868,12.33669244700286,18.558157248997304,30.894849696000165,65536.0,1.5041511382501085,1.5420865558753576,2.319769656124663,3.8618562120000206,8192.0
unloaded-21-s7102,7102,8192,32,8,catch_up,True,8,8,8,8,native_reuse_verified,1.119166069,6.069742687774877,4.9505766187748765,0.00019892198906745762,0.6754312189950724,6.2530317430137075,6.92846296200878,512.0,2.4865248633432202e-05,0.08442890237438405,0.7816289678767134,0.8660578702510975,64.0
unloaded-21-s7102,7102,8192,32,8,cold_updated,True,8,8,8,8,cold_verified,5.811513762,6.069742687774877,0.2582289257748771,12.034219445995404,12.924824417001219,18.31337142999837,31.238195846999588,65792.0,1.5042774307494255,1.6156030521251523,2.289171428749796,3.9047744808749485,8224.0
unloaded-22-s7102,7102,8192,2048,8,initial,True,8,8,8,8,cold_verified,5.770392004,6.0489204457,0.2785284417000007,12.03616732199589,12.341370191006718,19.098956485995586,31.440326677002304,65536.0,1.5045209152494863,1.5426712738758397,2.3873695607494483,3.930040834625288,8192.0
unloaded-22-s7102,7102,8192,2048,8,catch_up,False,8,8,7,8,native_reuse_verified,3.061440343,7.488743298459009,4.427302955459009,0.49910054900465184,9.132115548996808,11.089060777998384,20.22117632699519,16640.0,0.06238756862558148,1.141514443624601,1.386132597249798,2.527647040874399,2080.0
unloaded-22-s7102,7102,8192,2048,8,cold_updated,False,8,8,7,8,cold_verified,7.386466398,7.488743298459009,0.10227690045900939,15.215478500991594,15.034463687006792,26.089080744997773,41.123544432004564,81920.0,1.9019348126239493,1.879307960875849,3.2611350931247216,5.1404430540005706,10240.0
unloaded-23-s7102,7102,2048,2048,8,initial,True,8,8,8,8,cold_verified,1.829538081,1.7012187742,-0.12831930679999992,0.24538862600093125,4.940479890999995,7.696163959000842,12.636643850000837,16384.0,0.030673578250116407,0.6175599863749994,0.9620204948751052,1.5795804812501046,2048.0
unloaded-23-s7102,7102,2048,2048,8,catch_up,True,8,8,8,8,native_reuse_verified,2.262618108,3.0371124755,0.7744943675,0.3158911169921339,6.023466820992326,8.910072600010608,14.933539421002934,16640.0,0.03948638962401674,0.7529333526240407,1.113759075001326,1.8666924276253667,2080.0
unloaded-23-s7102,7102,2048,2048,8,cold_updated,True,8,8,8,8,cold_verified,3.13887213,3.0371124755,-0.10175965450000035,3.0211012700019637,7.613202646996797,11.20847273000254,18.821675376999337,32768.0,0.37763765875024546,0.9516503308745996,1.4010590912503176,2.352709422124917,4096.0
