policy,retained_prefill_fraction,deadline_scale,status,safe,rounded_retained_prefill_moved_s,rounded_retained_prefill_target_s,rounded_retained_prefill_ratio,mean_delay,p50_delay,p95_delay,p99_delay,p95_normalized_delay,miss_rate,drain_window_s,retained_prefill_removal_rate_s_per_s,drain_completion_s,network_capacity_pressure,prefill_capacity_pressure,replay_retained_prefill_fraction,state_transfer_retained_prefill_fraction,repair_move_count,repair_move_summary
replay-only,0.2,0.25,OK,False,13236.927228915662,13233.978602409637,1.000222807259601,151.29936488947357,42.18670434887213,610.6326466145941,761.9152803774637,28.53258767261075,0.6674769081186194,1800.0,7.353848460508701,2476.1029410678543,4.256297661699735e-05,0.7575557174438181,1.0,0.0,0,
state-only,0.2,0.25,OK,False,13236.834698795179,13233.978602409637,1.0002158153999903,169.58292142955074,89.56600292107646,543.4998660321376,810.4426834610894,41.88121070214476,0.7769110764430577,1800.0,7.35379705488621,2551.0052069155454,1.0014637680609901,0.0,0.0,1.0,0,
deadline-penalty-rounded,0.3,0.25,OK,False,19851.04192771084,19850.967903614455,1.0000037289917925,241.4396386251297,127.15953287909747,927.4805457568929,1261.1557334877052,17.346883853088354,0.6861047835990889,1800.0,11.028356626506023,3076.5388079083564,0.9986766021157134,0.937579258870299,0.7602966401909257,0.2397033598090743,0,
repaired-deadline-penalty-rounded,0.3,0.25,REPAIR_FAILED,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.3,0.25,OK,False,19850.980240963854,19850.967903614455,1.0000006214986321,224.60062580066088,150.3621546516842,635.4035252221602,832.899419015504,55.17896683238372,0.8893572181243414,1800.0,11.02832235609103,2488.3891384979975,0.015633575446540128,0.9951423854832608,0.9951274537527618,0.004872546247238288,0,
deadline-aware-CVXPY-rounded,0.3,0.25,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.3,0.25,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.3,0.25,OK,False,19851.504578313252,19850.967903614455,1.0000270351904956,223.56937398200702,149.83597359927285,636.0340763014627,834.4652172780703,54.28757788365971,0.8904347826086957,1800.0,11.028613654618473,2474.6002714984097,0.03772135122625475,0.9944284880701629,0.9881141599973897,0.011885840002610396,0,
crossover-greedy,0.3,0.25,OK,False,19851.72048192771,19850.967903614455,1.0000379114165572,226.87805642527897,155.52990110414726,634.4952686367386,832.0411647694191,55.73902941205486,0.8944209039548022,1800.0,11.02873360107095,2494.5716053230226,5.606770210553945e-05,1.0014315109588081,1.0,0.0,0,
least-loaded-destination,0.3,0.25,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.3,0.25,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.3,0.25,OK,False,19851.72048192771,19850.967903614455,1.0000379114165572,226.87805642527897,155.52990110414726,634.4952686367386,832.0411647694191,55.73902941205486,0.8944209039548022,1800.0,11.02873360107095,2494.5716053230226,5.606770210553945e-05,1.0014315109588081,1.0,0.0,0,
replay-only,0.3,0.25,OK,False,19851.72048192771,19850.967903614455,1.0000379114165572,226.87805642527897,155.52990110414726,634.4952686367386,832.0411647694191,55.73902941205486,0.8944209039548022,1800.0,11.02873360107095,2494.5716053230226,5.606770210553945e-05,1.0014315109588081,1.0,0.0,0,
state-only,0.3,0.25,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.4,0.25,OK,False,26468.271807228914,26467.957204819275,1.0000118861613385,330.64121709858443,244.61666070169582,1080.9644143188114,1286.932078891651,32.41266086387633,0.8766396002498439,1800.0,14.704595448460507,3173.7951878630824,1.0080713054027115,1.0008566550463704,0.6450484821435865,0.35495151785641366,0,
repaired-deadline-penalty-rounded,0.4,0.25,OK,False,26468.271807228914,26467.957204819275,1.0000118861613385,330.64121709858443,244.61666070169582,1080.9644143188114,1286.932078891651,32.41266086387633,0.8766396002498439,1800.0,14.704595448460507,3173.7951878630824,1.0080713054027115,1.0008566550463704,0.6450484821435865,0.35495151785641366,0,
CVXPY-rounded,0.4,0.25,OK,False,26468.45686746988,26467.957204819275,1.0000188780209496,448.24349956058484,259.28015394808904,1578.2079609712357,1886.7967267222975,162.64311165595592,0.9143826677107805,1800.0,14.704698259705488,2967.6000040518684,0.9979685988595842,0.9991782539603422,0.6725704037839191,0.32742959621608086,0,
deadline-aware-CVXPY-rounded,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.4,0.25,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.5,0.25,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.6,0.25,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.7,0.25,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.8,0.25,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.9,0.25,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.2,0.5,OK,False,13235.13831325301,13233.978602409637,1.0000876313071234,146.80594689421184,127.08307188276308,406.56715032331545,496.02606514520426,5.652608974079576,0.5637254901960784,1800.0,7.352854618473894,2136.0037057872914,0.2898408413390079,0.6925555294122954,0.8531908051120007,0.1468091948879992,0,
repaired-deadline-penalty-rounded,0.2,0.5,REPAIR_FAILED,False,nan,13233.978602409637,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.2,0.5,OK,False,13235.292530120481,13233.978602409637,1.000099284406475,151.2209818738274,40.56094428991884,610.7399779478333,762.5915569085107,14.300697085463307,0.5872938894277401,1800.0,7.352940294511378,2477.376065366752,0.0007783364611025664,0.7588332184829486,0.9998974629060411,0.00010253709395893446,0,
deadline-aware-CVXPY-rounded,0.2,0.5,INFEASIBLE,False,nan,13233.978602409637,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.2,0.5,INFEASIBLE,False,nan,13233.978602409637,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.2,0.5,OK,False,13236.927228915662,13233.978602409637,1.000222807259601,151.29936488947357,42.18670434887213,610.6326466145941,761.9152803774637,14.266293836305374,0.5824015556635878,1800.0,7.353848460508701,2476.1029410678543,4.256297661699735e-05,0.7575557174438181,1.0,0.0,0,
crossover-greedy,0.2,0.5,OK,False,13236.927228915662,13233.978602409637,1.000222807259601,151.29936488947357,42.18670434887213,610.6326466145941,761.9152803774637,14.266293836305374,0.5824015556635878,1800.0,7.353848460508701,2476.1029410678543,4.256297661699735e-05,0.7575557174438181,1.0,0.0,0,
least-loaded-destination,0.2,0.5,INFEASIBLE,False,nan,13233.978602409637,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.2,0.5,INFEASIBLE,False,nan,13233.978602409637,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.2,0.5,OK,False,13236.927228915662,13233.978602409637,1.000222807259601,151.29936488947357,42.18670434887213,610.6326466145941,761.9152803774637,14.266293836305374,0.5824015556635878,1800.0,7.353848460508701,2476.1029410678543,4.256297661699735e-05,0.7575557174438181,1.0,0.0,0,
replay-only,0.2,0.5,OK,False,13236.927228915662,13233.978602409637,1.000222807259601,151.29936488947357,42.18670434887213,610.6326466145941,761.9152803774637,14.266293836305374,0.5824015556635878,1800.0,7.353848460508701,2476.1029410678543,4.256297661699735e-05,0.7575557174438181,1.0,0.0,0,
state-only,0.2,0.5,OK,False,13236.834698795179,13233.978602409637,1.0002158153999903,169.58292142955074,89.56600292107646,543.4998660321376,810.4426834610894,20.94060535107238,0.7243889755590224,1800.0,7.35379705488621,2551.0052069155454,1.0014637680609901,0.0,0.0,1.0,0,
deadline-penalty-rounded,0.3,0.5,OK,False,19852.09060240964,19850.967903614455,1.0000565563755197,202.07794176798106,111.24478137263651,694.3507338755293,903.6170318297696,9.503275753679112,0.6352389078498294,1800.0,11.028939223560911,2553.838023507399,0.7350769936465593,0.9977333700063716,0.805335885476711,0.1946641145232889,0,
repaired-deadline-penalty-rounded,0.3,0.5,REPAIR_FAILED,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.3,0.5,OK,False,19850.980240963854,19850.967903614455,1.0000006214986321,224.60062580066088,150.3621546516842,635.4035252221602,832.899419015504,27.58948341619186,0.8387776606954689,1800.0,11.02832235609103,2488.3891384979975,0.015633575446540128,0.9951423854832608,0.9951274537527618,0.004872546247238288,0,
deadline-aware-CVXPY-rounded,0.3,0.5,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.3,0.5,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.3,0.5,OK,False,19851.504578313252,19850.967903614455,1.0000270351904956,223.56937398200702,149.83597359927285,636.0340763014627,834.4652172780703,27.143788941829854,0.8226086956521739,1800.0,11.028613654618473,2474.6002714984097,0.03772135122625475,0.9944284880701629,0.9881141599973897,0.011885840002610396,0,
crossover-greedy,0.3,0.5,OK,False,19851.72048192771,19850.967903614455,1.0000379114165572,226.87805642527897,155.52990110414726,634.4952686367386,832.0411647694191,27.86951470602743,0.8432203389830508,1800.0,11.02873360107095,2494.5716053230226,5.606770210553945e-05,1.0014315109588081,1.0,0.0,0,
least-loaded-destination,0.3,0.5,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.3,0.5,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.3,0.5,OK,False,19851.72048192771,19850.967903614455,1.0000379114165572,226.87805642527897,155.52990110414726,634.4952686367386,832.0411647694191,27.86951470602743,0.8432203389830508,1800.0,11.02873360107095,2494.5716053230226,5.606770210553945e-05,1.0014315109588081,1.0,0.0,0,
replay-only,0.3,0.5,OK,False,19851.72048192771,19850.967903614455,1.0000379114165572,226.87805642527897,155.52990110414726,634.4952686367386,832.0411647694191,27.86951470602743,0.8432203389830508,1800.0,11.02873360107095,2494.5716053230226,5.606770210553945e-05,1.0014315109588081,1.0,0.0,0,
state-only,0.3,0.5,INFEASIBLE,False,nan,19850.967903614455,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.4,0.5,OK,False,26468.210120481926,26467.957204819275,1.0000095555414683,329.00705864018926,243.60114316089857,1074.6710373071066,1280.7081593176508,16.161556726734844,0.7933832709113608,1800.0,14.704561178045514,3168.9155055428555,1.0062579966267458,1.0007017151206037,0.6450931015476342,0.3549068984523658,0,
repaired-deadline-penalty-rounded,0.4,0.5,OK,False,26468.210120481926,26467.957204819275,1.0000095555414683,329.00705864018926,243.60114316089857,1074.6710373071066,1280.7081593176508,16.161556726734844,0.7933832709113608,1800.0,14.704561178045514,3168.9155055428555,1.0062579966267458,1.0007017151206037,0.6450931015476342,0.3549068984523658,0,
CVXPY-rounded,0.4,0.5,OK,False,26468.45686746988,26467.957204819275,1.0000188780209496,448.24349956058484,259.28015394808904,1578.2079609712357,1886.7967267222975,81.32155582797796,0.8791438266771078,1800.0,14.704698259705488,2967.6000040518684,0.9979685988595842,0.9991782539603422,0.6725704037839191,0.32742959621608086,0,
deadline-aware-CVXPY-rounded,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
