state_id,repeat,policy,baseline,relief_delta_w,target_attained,baseline_target_attained,attainment_delta,result
6d4e7afd778f5e6e,2,greedy,per_session_greedy,0.0,True,True,0,tie
6d4e7afd778f5e6e,2,queue_haul,kv_only,31.661754925830024,True,False,1,win
6d4e7afd778f5e6e,2,queue_haul,replay_only,80.71367688883842,True,False,1,win
6d4e7afd778f5e6e,2,queue_haul,per_session_greedy,0.0,True,True,0,tie
c1af3b5bbd298dd0,0,queue_haul,kv_only,100.09464592892613,True,False,1,win
c1af3b5bbd298dd0,0,queue_haul,replay_only,80.71367688883842,True,False,1,win
c1af3b5bbd298dd0,0,queue_haul,per_session_greedy,144.85141073196738,True,False,1,win
c1af3b5bbd298dd0,0,greedy,kv_only,100.09464592892613,True,False,1,win
c1af3b5bbd298dd0,0,greedy,replay_only,80.71367688883842,True,False,1,win
c1af3b5bbd298dd0,0,greedy,per_session_greedy,144.85141073196738,True,False,1,win
c1af3b5bbd298dd0,1,greedy,kv_only,100.09464592892613,True,False,1,win
c1af3b5bbd298dd0,1,greedy,replay_only,80.71367688883842,True,False,1,win
c1af3b5bbd298dd0,1,greedy,per_session_greedy,144.85141073196738,True,False,1,win
c1af3b5bbd298dd0,1,queue_haul,kv_only,100.09464592892613,True,False,1,win
c1af3b5bbd298dd0,1,queue_haul,replay_only,80.71367688883842,True,False,1,win
c1af3b5bbd298dd0,1,queue_haul,per_session_greedy,144.85141073196738,True,False,1,win
c1af3b5bbd298dd0,2,greedy,kv_only,100.09464592892613,True,False,1,win
c1af3b5bbd298dd0,2,greedy,replay_only,80.71367688883842,True,False,1,win
c1af3b5bbd298dd0,2,greedy,per_session_greedy,144.85141073196738,True,False,1,win
c1af3b5bbd298dd0,2,queue_haul,kv_only,100.09464592892613,True,False,1,win
c1af3b5bbd298dd0,2,queue_haul,replay_only,80.71367688883842,True,False,1,win
c1af3b5bbd298dd0,2,queue_haul,per_session_greedy,144.85141073196738,True,False,1,win
ca95545cdb8c2ff6,0,greedy,kv_only,116.96320413550816,True,False,1,win
ca95545cdb8c2ff6,0,greedy,replay_only,80.71367688883842,True,False,1,win
ca95545cdb8c2ff6,0,greedy,per_session_greedy,144.85141073196738,True,False,1,win
ca95545cdb8c2ff6,0,queue_haul,kv_only,116.96320413550816,True,False,1,win
ca95545cdb8c2ff6,0,queue_haul,replay_only,80.71367688883842,True,False,1,win
ca95545cdb8c2ff6,0,queue_haul,per_session_greedy,144.85141073196738,True,False,1,win
ca95545cdb8c2ff6,1,greedy,kv_only,116.96320413550816,True,False,1,win
ca95545cdb8c2ff6,1,greedy,replay_only,80.71367688883842,True,False,1,win
ca95545cdb8c2ff6,1,greedy,per_session_greedy,144.85141073196738,True,False,1,win
ca95545cdb8c2ff6,1,queue_haul,kv_only,116.96320413550816,True,False,1,win
ca95545cdb8c2ff6,1,queue_haul,replay_only,80.71367688883842,True,False,1,win
ca95545cdb8c2ff6,1,queue_haul,per_session_greedy,144.85141073196738,True,False,1,win
ca95545cdb8c2ff6,2,greedy,kv_only,116.96320413550816,True,False,1,win
ca95545cdb8c2ff6,2,greedy,replay_only,80.71367688883842,True,False,1,win
ca95545cdb8c2ff6,2,greedy,per_session_greedy,144.85141073196738,True,False,1,win
ca95545cdb8c2ff6,2,queue_haul,kv_only,116.96320413550816,True,False,1,win
ca95545cdb8c2ff6,2,queue_haul,replay_only,80.71367688883842,True,False,1,win
ca95545cdb8c2ff6,2,queue_haul,per_session_greedy,144.85141073196738,True,False,1,win
ed9b12b093451e06,0,greedy,kv_only,100.09464592892613,True,False,1,win
ed9b12b093451e06,0,greedy,replay_only,80.71367688883842,True,False,1,win
ed9b12b093451e06,0,greedy,per_session_greedy,144.85141073196738,True,False,1,win
ed9b12b093451e06,0,queue_haul,kv_only,100.09464592892613,True,False,1,win
ed9b12b093451e06,0,queue_haul,replay_only,80.71367688883842,True,False,1,win
ed9b12b093451e06,0,queue_haul,per_session_greedy,144.85141073196738,True,False,1,win
ed9b12b093451e06,1,queue_haul,kv_only,100.09464592892613,True,False,1,win
ed9b12b093451e06,1,queue_haul,replay_only,80.71367688883842,True,False,1,win
ed9b12b093451e06,1,queue_haul,per_session_greedy,150.1386964335374,True,False,1,win
ed9b12b093451e06,1,greedy,kv_only,100.09464592892613,True,False,1,win
ed9b12b093451e06,1,greedy,replay_only,80.71367688883842,True,False,1,win
ed9b12b093451e06,1,greedy,per_session_greedy,150.1386964335374,True,False,1,win
ed9b12b093451e06,2,greedy,kv_only,100.09464592892613,True,False,1,win
ed9b12b093451e06,2,greedy,replay_only,80.71367688883842,True,False,1,win
ed9b12b093451e06,2,greedy,per_session_greedy,144.85141073196738,True,False,1,win
ed9b12b093451e06,2,queue_haul,kv_only,100.09464592892613,True,False,1,win
ed9b12b093451e06,2,queue_haul,replay_only,80.71367688883842,True,False,1,win
ed9b12b093451e06,2,queue_haul,per_session_greedy,144.85141073196738,True,False,1,win
