episode_id,kind,workload,seed,case,bandwidth_mbps,deadline_s,target_fraction,policy,row_id,shard,planner_seed,sessions,source_replicas,destination_replicas,initial_source_power_w,idle_source_power_w,target_power_w,power_at_deadline_w,attained_shed_fraction,steady_state_shed_fraction,target_attainment_s,target_attained,censored,last_commit_s,admitted_moves,committed_moves,replay_moves,kv_moves,planner_feasible,packing_repair_count,packing_repair_s,deadline_repair_count,deadline_repair_s,result_evidence,anchor_tokens,pareto
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.25,random,v5-00039,39,10937385269444480849,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,61588.28907437881,0.04624240037424653,0.04624240037424653,,False,True,43.90898213124645,734,734,730,4,False,0,0.0,1,0.02241433411836624,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.25,replay_only,v5-00040,40,1600190001589406705,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,45513.702739892266,0.4185077810318622,0.418507781031857,54.69440524279607,True,False,51.691614578377866,4291,4291,4291,0,True,0,0.0,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.25,kv_only,v5-00041,41,1460406539337204637,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,63570.212593650096,0.00034376895796416713,0.00034376895796416713,,False,True,50.611739036299994,5,5,0,5,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.5,queue_haul,v5-00042,42,11479811007020386641,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,44965.640720588344,0.4312001459857547,0.4312001459857397,,False,True,54.992355050580045,4569,4569,4565,4,False,0,0.0,1,0.059643167071044445,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.5,greedy,v5-00043,43,16793295592663791326,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,44329.2599453861,0.44593785223798965,0.4459378522379836,,False,True,54.992355050580045,4569,4569,4565,4,False,0,0.0,1,0.08405462559312582,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.5,isolated_fastest,v5-00044,44,18147381897238117386,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,44339.72789520077,0.4456954288722261,0.4456954288722207,,False,True,54.992355050580045,4565,4565,4565,0,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.5,random,v5-00045,45,1674235488574014122,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,61589.70958725647,0.046209503243575346,0.04620950324357517,,False,True,43.90746229198721,733,733,729,4,False,0,0.0,1,0.016000249423086643,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.5,replay_only,v5-00046,46,7977341585734325501,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,44339.72789520077,0.4456954288722261,0.4456954288722207,,False,True,54.992355050580045,4565,4565,4565,0,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.5,kv_only,v5-00047,47,10422902430088969346,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,63570.212593650096,0.00034376895796416713,0.00034376895796416713,,False,True,50.611739036299994,5,5,0,5,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.75,queue_haul,v5-00048,48,2062956579107199527,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,45341.021495181725,0.4225068419070206,0.42250684190700843,,False,True,54.992355050580045,4569,4569,4565,4,False,0,0.0,1,0.05947083327919245,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.75,greedy,v5-00049,49,3899133673040364799,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,44329.2599453861,0.44593785223798965,0.4459378522379836,,False,True,54.992355050580045,4569,4569,4565,4,False,0,0.0,1,0.07230074983090162,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.75,isolated_fastest,v5-00050,50,4036355078701284833,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,44339.72789520077,0.4456954288722261,0.4456954288722207,,False,True,54.992355050580045,4565,4565,4565,0,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.75,random,v5-00051,51,4657741556859312911,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,53478.64543112466,0.23405062853230252,0.23405062853229966,,False,True,47.274463731200974,3326,3326,3322,4,False,240,0.07738362532109022,1,0.04728458449244499,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.75,replay_only,v5-00052,52,3955043290689363643,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,44339.72789520077,0.4456954288722261,0.4456954288722207,,False,True,54.992355050580045,4565,4565,4565,0,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.75,kv_only,v5-00053,53,9907341793199270550,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,63570.212593650096,0.00034376895796416713,0.00034376895796416713,,False,True,50.611739036299994,5,5,0,5,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,1.0,queue_haul,v5-00054,54,2956413495969851602,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,44973.945684567996,0.431007814406397,0.43100781440638153,,False,True,54.992355050580045,4569,4569,4565,4,False,0,0.0,1,0.059308250434696674,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,1.0,greedy,v5-00055,55,15745848935470127520,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,44329.2599453861,0.44593785223798965,0.4459378522379836,,False,True,54.992355050580045,4569,4569,4565,4,False,0,0.0,1,0.04816616699099541,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,1.0,isolated_fastest,v5-00056,56,9010687472577436305,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,44339.72789520077,0.4456954288722261,0.4456954288722207,,False,True,54.992355050580045,4565,4565,4565,0,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,1.0,random,v5-00057,57,1925724108589340574,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,61587.5517177289,0.04625947654331532,0.04625947654331532,,False,True,43.90898213124645,734,734,730,4,False,0,0.0,1,0.033957334235310555,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,1.0,replay_only,v5-00058,58,15834065547321246225,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,44339.72789520077,0.4456954288722261,0.4456954288722207,,False,True,54.992355050580045,4565,4565,4565,0,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,1.0,kv_only,v5-00059,59,11713872822476194023,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,63570.212593650096,0.00034376895796416713,0.00034376895796416713,,False,True,50.611739036299994,5,5,0,5,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.1,queue_haul,v5-00060,60,2857055037490482615,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,58753.627730466855,0.1118892706742852,0.1118892706742852,25.15832884060268,True,False,20.671882038521662,1716,1716,1716,0,True,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.1,greedy,v5-00061,61,109614699946974149,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,56359.97384120121,0.16732301296215607,0.1673230129621559,23.676505274107956,True,False,20.671882038521662,1716,1716,1716,0,True,0,0.0,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.1,isolated_fastest,v5-00062,62,13872488577110090276,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,56359.97384120121,0.16732301296215607,0.1673230129621559,23.676505274107956,True,False,20.671882038521662,1716,1716,1716,0,True,0,0.0,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.1,random,v5-00063,63,2586874258655814407,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,60321.13676285462,0.07558791059672136,0.07558791059672154,,False,True,104.68550254205356,1179,1179,1169,10,False,0,0.0,1,0.027422040700912476,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.1,replay_only,v5-00064,0,1410222224039603194,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,56359.97384120121,0.16732301296215607,0.1673230129621559,23.676505274107956,True,False,20.671882038521662,1716,1716,1716,0,True,0,0.0,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.1,kv_only,v5-00065,1,961186198426423509,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,63549.67642107224,0.0008193585590193959,0.0008193585590193959,,False,True,110.4057368603,11,11,0,11,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.25,queue_haul,v5-00066,2,9762431315379249162,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,47205.2341105807,0.3793342336384423,0.3793342336384423,55.00405919995786,True,False,51.691614578377866,4291,4291,4291,0,True,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.25,greedy,v5-00067,3,4355026488156474442,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,45513.702739892266,0.4185077810318622,0.418507781031857,54.69440524279607,True,False,51.691614578377866,4291,4291,4291,0,True,0,0.0,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.25,isolated_fastest,v5-00068,4,11554917156173704212,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,45513.702739892266,0.4185077810318622,0.418507781031857,54.69440524279607,True,False,51.691614578377866,4291,4291,4291,0,True,0,0.0,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.25,random,v5-00069,5,16751582353517209656,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,53477.85499345044,0.2340689339851184,0.23406893398511502,,False,True,67.20160613120098,3328,3328,3322,6,False,262,0.09773099981248379,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.25,replay_only,v5-00070,6,14122859987540938710,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,45513.702739892266,0.4185077810318622,0.418507781031857,54.69440524279607,True,False,51.691614578377866,4291,4291,4291,0,True,0,0.0,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.25,kv_only,v5-00071,7,6622053217451878382,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,63549.67642107224,0.0008193585590193959,0.0008193585590193959,,False,True,110.4057368603,11,11,0,11,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.5,queue_haul,v5-00072,8,5279636378881109200,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,42157.4276804496,0.4962345098320031,0.49623450983199774,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.17469604033976793,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.5,greedy,v5-00073,9,9765656306446447493,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,41936.71302056777,0.5013459587469496,0.5013459587469438,67.48160289265168,True,False,62.494918349901376,5134,5134,5134,0,True,91,0.08734066691249609,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.5,isolated_fastest,v5-00074,10,12024557527812629637,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,41936.71302056777,0.5013459587469496,0.5013459587469438,67.48160289265168,True,False,62.494918349901376,5134,5134,5134,0,True,91,0.19020441640168428,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.5,random,v5-00075,11,5556151949938490075,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,53449.810157087784,0.23471841394477538,0.23471841394477216,,False,True,77.17127217920097,3329,3329,3322,7,False,240,0.1153558325022459,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.5,replay_only,v5-00076,12,5279401380656302722,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,41936.71302056777,0.5013459587469496,0.5013459587469438,67.48160289265168,True,False,62.494918349901376,5134,5134,5134,0,True,91,0.17578516621142626,0,0.0,simulated_sensitivity,,True
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.5,kv_only,v5-00077,13,4209818671056236089,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,63549.67642107224,0.0008193585590193959,0.0008193585590193959,,False,True,110.4057368603,11,11,0,11,False,0,0.0,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.75,queue_haul,v5-00078,14,14115039592144946733,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,42157.4276804496,0.4962345098320031,0.49623450983199774,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.16513162478804588,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.75,greedy,v5-00079,15,5296964519358469181,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,41936.71302056777,0.5013459587469496,0.5013459587469438,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.15177016612142324,0,0.0,simulated_sensitivity,,False
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.75,isolated_fastest,v5-00080,16,7121159138948189770,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,41936.71302056777,0.5013459587469496,0.5013459587469438,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.14494070969522,0,0.0,simulated_sensitivity,,False
