state_id,repeat,policy,baseline,relief_delta_w,target_attained,baseline_target_attained,attainment_delta,result
b040b53df88fed70,1,greedy,per_session_greedy,0.0,True,True,0,tie
b040b53df88fed70,1,queue_haul,kv_only,80.71367688883842,True,False,1,win
b040b53df88fed70,1,queue_haul,replay_only,100.09464592892613,True,False,1,win
b040b53df88fed70,1,queue_haul,per_session_greedy,0.0,True,True,0,tie
b040b53df88fed70,2,queue_haul,kv_only,80.71367688883842,True,False,1,win
b040b53df88fed70,2,queue_haul,replay_only,100.09464592892613,True,False,1,win
b040b53df88fed70,2,queue_haul,per_session_greedy,3.97565084232221,True,False,1,win
b040b53df88fed70,2,greedy,kv_only,80.71367688883842,True,False,1,win
b040b53df88fed70,2,greedy,replay_only,100.09464592892613,True,False,1,win
b040b53df88fed70,2,greedy,per_session_greedy,3.97565084232221,True,False,1,win
e47f8cdd502bcd2d,0,queue_haul,kv_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,0,queue_haul,replay_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,0,queue_haul,per_session_greedy,38.44261662015863,True,False,1,win
e47f8cdd502bcd2d,0,greedy,kv_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,0,greedy,replay_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,0,greedy,per_session_greedy,38.44261662015863,True,False,1,win
e47f8cdd502bcd2d,1,queue_haul,kv_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,1,queue_haul,replay_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,1,queue_haul,per_session_greedy,29.43523828041171,True,False,1,win
e47f8cdd502bcd2d,1,greedy,kv_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,1,greedy,replay_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,1,greedy,per_session_greedy,29.43523828041171,True,False,1,win
e47f8cdd502bcd2d,2,queue_haul,kv_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,2,queue_haul,replay_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,2,queue_haul,per_session_greedy,31.001993300002283,True,False,1,win
e47f8cdd502bcd2d,2,greedy,kv_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,2,greedy,replay_only,80.71367688883842,True,False,1,win
e47f8cdd502bcd2d,2,greedy,per_session_greedy,31.001993300002283,True,False,1,win
