variant,claim,bin,n,mean_predicted_p,observed_rate,mean_bias
eb_filter_event_alpha_0_20,finish_within_16_work_units,3,2733,0.35397854701354536,0.3973655323819978,-0.04338698536845246
eb_filter_event_alpha_0_20,finish_within_16_work_units,4,5081,0.4524678986118555,0.39716591222200354,0.05530198638985195
eb_filter_event_alpha_0_20,finish_within_16_work_units,5,8165,0.5559395037912381,0.4616044090630741,0.09433509472816405
eb_filter_event_alpha_0_20,finish_within_16_work_units,6,11313,0.6541902553222042,0.5079996464244674,0.14619060889773675
eb_filter_event_alpha_0_20,finish_within_16_work_units,7,28955,0.7613496836328641,0.625384216888275,0.1359654667445892
eb_filter_event_alpha_0_20,finish_within_16_work_units,8,386915,0.8580072825232546,0.8431231665869765,0.014884115936278197
eb_filter_event_alpha_0_20,finish_within_16_work_units,9,473237,0.9696648986585867,0.9009777342008338,0.06868716445775289
eb_filter_event_alpha_0_20,finish_within_32_work_units,1,6,0.15755052392224192,0.6666666666666666,-0.5091161427444247
eb_filter_event_alpha_0_20,finish_within_32_work_units,2,2,0.29982823803919945,0.0,0.29982823803919945
eb_filter_event_alpha_0_20,finish_within_32_work_units,3,76,0.3574647659966967,0.5,-0.14253523400330328
eb_filter_event_alpha_0_20,finish_within_32_work_units,4,302,0.45780028551984236,0.6291390728476821,-0.17133878732783975
eb_filter_event_alpha_0_20,finish_within_32_work_units,5,1719,0.5571847982845577,0.6527050610820244,-0.09552026279746675
eb_filter_event_alpha_0_20,finish_within_32_work_units,6,3052,0.6545828094568281,0.6218872870249017,0.032695522431926465
eb_filter_event_alpha_0_20,finish_within_32_work_units,7,6734,0.7545531412965122,0.6611226611226612,0.09343048017385101
eb_filter_event_alpha_0_20,finish_within_32_work_units,8,13884,0.8555776923473701,0.7184528954191876,0.13712479692818264
eb_filter_event_alpha_0_20,finish_within_32_work_units,9,891564,0.9817163248051838,0.9544418572306643,0.027274467574519488
eb_filter_event_alpha_0_20,finish_within_8_work_units,0,1080,0.056538635191129956,0.3287037037037037,-0.2721650685125737
eb_filter_event_alpha_0_20,finish_within_8_work_units,1,2938,0.158525349876762,0.22804628999319265,-0.06952094011643065
eb_filter_event_alpha_0_20,finish_within_8_work_units,2,6919,0.25555148746975376,0.2217083393553982,0.033843148114355556
eb_filter_event_alpha_0_20,finish_within_8_work_units,3,10540,0.3556523019710746,0.2791271347248577,0.07652516724621691
eb_filter_event_alpha_0_20,finish_within_8_work_units,4,20339,0.45740007856111065,0.38109051575790354,0.0763095628032071
eb_filter_event_alpha_0_20,finish_within_8_work_units,5,34648,0.5540854633699029,0.4505599168783191,0.10352554649158387
eb_filter_event_alpha_0_20,finish_within_8_work_units,6,248366,0.6651374294482536,0.6564948503418342,0.008642579106419397
eb_filter_event_alpha_0_20,finish_within_8_work_units,7,261765,0.7438608069371758,0.7510820774358681,-0.0072212704986921936
eb_filter_event_alpha_0_20,finish_within_8_work_units,8,128128,0.8472985741406316,0.7773632617382618,0.0699353124023698
eb_filter_event_alpha_0_20,finish_within_8_work_units,9,202616,0.9638901355146249,0.8658102025506377,0.09807993296398723
eb_filter_event_alpha_0_20,remaining_le_25pct,0,261403,0.035308122680114185,0.1617770262774337,-0.12646890359731952
eb_filter_event_alpha_0_20,remaining_le_25pct,1,123512,0.1565592319905947,0.2850573223654382,-0.12849809037484347
eb_filter_event_alpha_0_20,remaining_le_25pct,2,116448,0.24621237807556567,0.4451600714482001,-0.1989476933726344
eb_filter_event_alpha_0_20,remaining_le_25pct,3,105357,0.3486646627254608,0.4333266892565278,-0.08466202653106698
eb_filter_event_alpha_0_20,remaining_le_25pct,4,75993,0.44650631368189403,0.533838643032911,-0.08733232935101688
eb_filter_event_alpha_0_20,remaining_le_25pct,5,58449,0.5478375731263275,0.5845266813803487,-0.03668910825402112
eb_filter_event_alpha_0_20,remaining_le_25pct,6,47612,0.6473869892105519,0.5949550533478954,0.05243193586265642
eb_filter_event_alpha_0_20,remaining_le_25pct,7,41880,0.748541451379377,0.6197707736389685,0.12877067774040857
eb_filter_event_alpha_0_20,remaining_le_25pct,8,38458,0.8488224053422136,0.6770502886265537,0.17177211671565998
eb_filter_event_alpha_0_20,remaining_le_25pct,9,48227,0.9629223588835193,0.7747734671449603,0.18814889173855903
eb_filter_event_alpha_0_20,remaining_le_50pct,0,163617,0.05576727526030609,0.1780438462995899,-0.12227657103928381
eb_filter_event_alpha_0_20,remaining_le_50pct,1,30437,0.1430434162904985,0.49952360613726715,-0.35648018984676866
eb_filter_event_alpha_0_20,remaining_le_50pct,2,70219,0.269760313946064,0.31861746820661074,-0.04885715426054677
eb_filter_event_alpha_0_20,remaining_le_50pct,3,91799,0.3454154054054737,0.4915630889225373,-0.14614768351706356
eb_filter_event_alpha_0_20,remaining_le_50pct,4,42880,0.4504500316838043,0.5771921641791045,-0.12674213249530017
eb_filter_event_alpha_0_20,remaining_le_50pct,5,75342,0.5511657758245613,0.6272198773592419,-0.07605410153468058
eb_filter_event_alpha_0_20,remaining_le_50pct,6,81600,0.6497325486252433,0.6622303921568627,-0.01249784353161939
eb_filter_event_alpha_0_20,remaining_le_50pct,7,71522,0.7514094388655091,0.7302927770476217,0.021116661817887458
eb_filter_event_alpha_0_20,remaining_le_50pct,8,75707,0.8514287410632734,0.7715006538365012,0.07992808722677207
eb_filter_event_alpha_0_20,remaining_le_50pct,9,214216,0.9751834756241451,0.8570274862755349,0.11815598934861012
eb_filter_event_alpha_0_35,finish_within_16_work_units,0,5,0.0772809238424034,0.8,-0.7227190761575966
eb_filter_event_alpha_0_35,finish_within_16_work_units,1,58,0.1746903576267669,0.4827586206896552,-0.30806826306288826
eb_filter_event_alpha_0_35,finish_within_16_work_units,2,707,0.2630354065751818,0.413012729844413,-0.1499773232692312
eb_filter_event_alpha_0_35,finish_within_16_work_units,3,3583,0.36100075335017207,0.38682668155177224,-0.025825928201600176
eb_filter_event_alpha_0_35,finish_within_16_work_units,4,6073,0.4555805292522953,0.41593940391898565,0.03964112533330963
eb_filter_event_alpha_0_35,finish_within_16_work_units,5,11183,0.5535680697442789,0.4746490208351963,0.07891904890908259
eb_filter_event_alpha_0_35,finish_within_16_work_units,6,16469,0.655012357332946,0.5517639200922946,0.10324843724065143
eb_filter_event_alpha_0_35,finish_within_16_work_units,7,45551,0.7625312866219395,0.6707646374393537,0.09176664918258579
eb_filter_event_alpha_0_35,finish_within_16_work_units,8,381328,0.8577994133328017,0.8413465572945076,0.016452856038294092
eb_filter_event_alpha_0_35,finish_within_16_work_units,9,452382,0.9668353608353389,0.9145279874088713,0.052307373426467726
eb_filter_event_alpha_0_35,finish_within_32_work_units,3,30,0.3780174531446762,0.4666666666666667,-0.08864921352199046
eb_filter_event_alpha_0_35,finish_within_32_work_units,4,404,0.47079407486440344,0.5891089108910891,-0.11831483602668569
eb_filter_event_alpha_0_35,finish_within_32_work_units,5,1779,0.5545187310756211,0.6306913996627319,-0.07617266858711073
eb_filter_event_alpha_0_35,finish_within_32_work_units,6,4232,0.6551424049147676,0.6219281663516069,0.03321423856316079
eb_filter_event_alpha_0_35,finish_within_32_work_units,7,9554,0.7565874586052335,0.6825413439397111,0.07404611466552233
eb_filter_event_alpha_0_35,finish_within_32_work_units,8,20752,0.8578810465459035,0.7630589822667695,0.09482206427913395
eb_filter_event_alpha_0_35,finish_within_32_work_units,9,880588,0.9802378113306036,0.9564779442826838,0.023759867047919797
eb_filter_event_alpha_0_35,finish_within_8_work_units,0,662,0.06080911130785397,0.2673716012084592,-0.20656248990060525
eb_filter_event_alpha_0_35,finish_within_8_work_units,1,2985,0.15953086079171377,0.22244556113902847,-0.06291470034731471
eb_filter_event_alpha_0_35,finish_within_8_work_units,2,8527,0.2524421929550397,0.22962354872757124,0.02281864422746848
eb_filter_event_alpha_0_35,finish_within_8_work_units,3,15789,0.354263216719201,0.30679587054278296,0.04746734617641807
eb_filter_event_alpha_0_35,finish_within_8_work_units,4,28366,0.4553986085718206,0.40537967989847,0.05001892867335058
eb_filter_event_alpha_0_35,finish_within_8_work_units,5,47655,0.5569101388981625,0.47871157276256426,0.0781985661355983
eb_filter_event_alpha_0_35,finish_within_8_work_units,6,201421,0.6500204154400995,0.6139876179742927,0.03603279746580686
eb_filter_event_alpha_0_35,finish_within_8_work_units,7,290994,0.7424850730530795,0.7631360096771754,-0.020650936624095922
eb_filter_event_alpha_0_35,finish_within_8_work_units,8,140580,0.8460657315800545,0.8054417413572343,0.040623990222820164
eb_filter_event_alpha_0_35,finish_within_8_work_units,9,180360,0.9638676477925562,0.9016855178531825,0.06218212993937366
eb_filter_event_alpha_0_35,remaining_le_25pct,0,258526,0.036249389268436044,0.13639247116344197,-0.10014308189500594
eb_filter_event_alpha_0_35,remaining_le_25pct,1,121447,0.15249419289349092,0.2845109389280921,-0.13201674603460117
eb_filter_event_alpha_0_35,remaining_le_25pct,2,118709,0.24857945089779768,0.38303751189884505,-0.1344580610010474
eb_filter_event_alpha_0_35,remaining_le_25pct,3,105757,0.34814778896748905,0.4463061546753406,-0.0981583657078516
eb_filter_event_alpha_0_35,remaining_le_25pct,4,73520,0.4473835413020953,0.5213003264417846,-0.07391678513968927
eb_filter_event_alpha_0_35,remaining_le_25pct,5,64418,0.5472750138524503,0.5969294296625167,-0.04965441581006642
eb_filter_event_alpha_0_35,remaining_le_25pct,6,53651,0.650113842609631,0.6375463644666456,0.012567478142985433
eb_filter_event_alpha_0_35,remaining_le_25pct,7,46367,0.7488395592415434,0.6978885845536696,0.0509509746878738
eb_filter_event_alpha_0_35,remaining_le_25pct,8,37297,0.8487405666534884,0.767514813523876,0.08122575312961254
eb_filter_event_alpha_0_35,remaining_le_25pct,9,37647,0.9613744742650078,0.8753685552633677,0.08600591900164019
eb_filter_event_alpha_0_35,remaining_le_50pct,0,153351,0.05486520262523304,0.17469726314142067,-0.11983206051618762
eb_filter_event_alpha_0_35,remaining_le_50pct,1,43569,0.14527245636311292,0.3337923753127223,-0.18851991894960943
eb_filter_event_alpha_0_35,remaining_le_50pct,2,81236,0.2662037435883859,0.3269609532719484,-0.06075720968356253
eb_filter_event_alpha_0_35,remaining_le_50pct,3,60376,0.3568458162308108,0.5190804293096595,-0.16223461307884865
eb_filter_event_alpha_0_35,remaining_le_50pct,4,54115,0.44726955604544755,0.561360066524993,-0.1140905104795455
eb_filter_event_alpha_0_35,remaining_le_50pct,5,76432,0.5523228579322568,0.5952480636382667,-0.0429252057060099
eb_filter_event_alpha_0_35,remaining_le_50pct,6,85346,0.6489705680530896,0.6595153844351229,-0.010544816382033308
eb_filter_event_alpha_0_35,remaining_le_50pct,7,78634,0.7502311640698822,0.7431772515705675,0.007053912499314775
eb_filter_event_alpha_0_35,remaining_le_50pct,8,86831,0.8521023477684516,0.7894185256417638,0.0626838221266877
eb_filter_event_alpha_0_35,remaining_le_50pct,9,197449,0.9694060501464464,0.8798525188782926,0.08955353126815377
