variant,claim,bin,n,mean_predicted_p,observed_rate,mean_bias
eb_filter_alpha_0_02,finish_within_16_work_units,5,3714,0.555150121653455,0.4429186860527733,0.11223143560068176
eb_filter_alpha_0_02,finish_within_16_work_units,6,6621,0.6567115223597013,0.4271258118109047,0.22958571054879665
eb_filter_alpha_0_02,finish_within_16_work_units,7,16657,0.7617430499655579,0.5993876448340038,0.1623554051315542
eb_filter_alpha_0_02,finish_within_16_work_units,8,385650,0.8597911385348627,0.8297108777388824,0.030080260795980297
eb_filter_alpha_0_02,finish_within_16_work_units,9,499297,0.9739068322061618,0.894669905887678,0.07923692631848375
eb_filter_alpha_0_02,finish_within_32_work_units,0,5,0.09639384861560261,1.0,-0.9036061513843974
eb_filter_alpha_0_02,finish_within_32_work_units,1,38,0.15957708481262803,0.7631578947368421,-0.6035808099242141
eb_filter_alpha_0_02,finish_within_32_work_units,2,67,0.24418724706449127,0.5970149253731343,-0.3528276783086431
eb_filter_alpha_0_02,finish_within_32_work_units,3,136,0.3575531792836862,0.6176470588235294,-0.26009387953984325
eb_filter_alpha_0_02,finish_within_32_work_units,4,212,0.4530990049409338,0.7216981132075472,-0.2685991082666134
eb_filter_alpha_0_02,finish_within_32_work_units,5,473,0.5605793861052774,0.7103594080338267,-0.14978002192854922
eb_filter_alpha_0_02,finish_within_32_work_units,6,1704,0.6572373765089249,0.710093896713615,-0.05285652020469017
eb_filter_alpha_0_02,finish_within_32_work_units,7,3238,0.750353586768778,0.6695491043854231,0.0808044823833548
eb_filter_alpha_0_02,finish_within_32_work_units,8,8299,0.8617129032221917,0.7114110133751055,0.15030188984708626
eb_filter_alpha_0_02,finish_within_32_work_units,9,903167,0.9820815269951146,0.9507610441922701,0.03132048280284454
eb_filter_alpha_0_02,finish_within_8_work_units,0,1742,0.0473753215972933,0.2801377726750861,-0.23276245107779278
eb_filter_alpha_0_02,finish_within_8_work_units,1,2100,0.15676489037705585,0.2638095238095238,-0.10704463343246795
eb_filter_alpha_0_02,finish_within_8_work_units,2,3451,0.25569174387755056,0.2836858881483628,-0.02799414427081224
eb_filter_alpha_0_02,finish_within_8_work_units,3,5532,0.3530442246140374,0.2738611713665944,0.07918305324744301
eb_filter_alpha_0_02,finish_within_8_work_units,4,8473,0.4553951833145861,0.31948542428891774,0.1359097590256684
eb_filter_alpha_0_02,finish_within_8_work_units,5,25765,0.5579124552502368,0.4205317290898506,0.13738072616038624
eb_filter_alpha_0_02,finish_within_8_work_units,6,201905,0.6678119522152907,0.6318218964364429,0.03599005577884777
eb_filter_alpha_0_02,finish_within_8_work_units,7,294344,0.7374238307150517,0.7129073465061289,0.02451648420892276
eb_filter_alpha_0_02,finish_within_8_work_units,8,117914,0.8489183312091316,0.7235612395474668,0.12535709166166484
eb_filter_alpha_0_02,finish_within_8_work_units,9,256113,0.9747168156682995,0.8736221902051048,0.1010946254631947
eb_filter_alpha_0_02,remaining_le_25pct,0,232272,0.03282488182872733,0.09898739408968796,-0.06616251226096062
eb_filter_alpha_0_02,remaining_le_25pct,1,43169,0.16259491322582012,0.30125784706618175,-0.13866293384036163
eb_filter_alpha_0_02,remaining_le_25pct,2,155491,0.23775838458123716,0.27430526525651,-0.03654688067527286
eb_filter_alpha_0_02,remaining_le_25pct,3,92292,0.35419158375074594,0.36783253153036016,-0.013640947779614193
eb_filter_alpha_0_02,remaining_le_25pct,4,76138,0.4451258678974583,0.4267776931361475,0.018348174761310752
eb_filter_alpha_0_02,remaining_le_25pct,5,52114,0.5481256099027283,0.5057757992094255,0.04234981069330277
eb_filter_alpha_0_02,remaining_le_25pct,6,43510,0.6494575439080821,0.5595035623994484,0.0899539815086337
eb_filter_alpha_0_02,remaining_le_25pct,7,43389,0.7498678055786835,0.6239369425430409,0.12593086303564263
eb_filter_alpha_0_02,remaining_le_25pct,8,44774,0.8507410391918031,0.6701880555679636,0.18055298362383954
eb_filter_alpha_0_02,remaining_le_25pct,9,134190,0.9717714876399509,0.8535360310008198,0.11823545663913121
eb_filter_alpha_0_02,remaining_le_50pct,0,151888,0.05447596423954331,0.09449067734119877,-0.04001471310165547
eb_filter_alpha_0_02,remaining_le_50pct,1,14968,0.13645704166811742,0.5848476750400855,-0.4483906333719681
eb_filter_alpha_0_02,remaining_le_50pct,2,45106,0.27173214781036903,0.2818028643639427,-0.01007071655357368
eb_filter_alpha_0_02,remaining_le_50pct,3,104345,0.36012830207195695,0.38485792323542095,-0.024729621163463986
eb_filter_alpha_0_02,remaining_le_50pct,4,43034,0.4524062530400595,0.5587210112933959,-0.10631475825333644
eb_filter_alpha_0_02,remaining_le_50pct,5,60534,0.5490137135118565,0.6063204149734034,-0.05730670146154697
eb_filter_alpha_0_02,remaining_le_50pct,6,80456,0.6496080698211428,0.6150193894799642,0.03458868034117863
eb_filter_alpha_0_02,remaining_le_50pct,7,62327,0.7483889873205688,0.6718115744380445,0.0765774128825243
eb_filter_alpha_0_02,remaining_le_50pct,8,67277,0.8518939299283274,0.7408921325267179,0.11100179740160945
eb_filter_alpha_0_02,remaining_le_50pct,9,287404,0.9802952406491041,0.884417057521816,0.09587818312728813
eb_filter_alpha_0_05,finish_within_16_work_units,0,187,0.05114724637621877,0.4919786096256685,-0.44083136324944966
eb_filter_alpha_0_05,finish_within_16_work_units,1,339,0.15611759332145722,0.4277286135693215,-0.2716110202478643
eb_filter_alpha_0_05,finish_within_16_work_units,2,851,0.26171597454613443,0.4195064629847238,-0.1577904884385894
eb_filter_alpha_0_05,finish_within_16_work_units,3,2073,0.3595650568345309,0.4283646888567294,-0.06879963202219849
eb_filter_alpha_0_05,finish_within_16_work_units,4,3693,0.45530806912034133,0.4562686163011102,-0.000960547180768874
eb_filter_alpha_0_05,finish_within_16_work_units,5,6111,0.5528039088430984,0.43053510063819345,0.12226880820490497
eb_filter_alpha_0_05,finish_within_16_work_units,6,9028,0.6544970667438569,0.5136242800177226,0.14087278672613424
eb_filter_alpha_0_05,finish_within_16_work_units,7,21475,0.7595571100531965,0.6658440046565774,0.09371310539661908
eb_filter_alpha_0_05,finish_within_16_work_units,8,352503,0.859324824738691,0.8294284020277841,0.029896422710906798
eb_filter_alpha_0_05,finish_within_16_work_units,9,521079,0.9765256216347459,0.8954880162125128,0.081037605422233
eb_filter_alpha_0_05,finish_within_32_work_units,0,2,0.0960491446382824,1.0,-0.9039508553617176
eb_filter_alpha_0_05,finish_within_32_work_units,1,2,0.1110629939935867,1.0,-0.8889370060064133
eb_filter_alpha_0_05,finish_within_32_work_units,2,25,0.26676462594736544,0.68,-0.4132353740526346
eb_filter_alpha_0_05,finish_within_32_work_units,3,115,0.3498443103758635,0.591304347826087,-0.24146003745022346
eb_filter_alpha_0_05,finish_within_32_work_units,4,320,0.45749379262972445,0.65625,-0.19875620737027555
eb_filter_alpha_0_05,finish_within_32_work_units,5,1121,0.562503399610257,0.6431757359500446,-0.08067233633978761
eb_filter_alpha_0_05,finish_within_32_work_units,6,2941,0.6510240647607842,0.6776606596395783,-0.026636594878794155
eb_filter_alpha_0_05,finish_within_32_work_units,7,4184,0.755180039204594,0.6596558317399618,0.09552420746463217
eb_filter_alpha_0_05,finish_within_32_work_units,8,12421,0.8589424825327296,0.7502616536510748,0.10868082888165484
eb_filter_alpha_0_05,finish_within_32_work_units,9,896208,0.9836152798295096,0.9523827058004392,0.03123257402907045
eb_filter_alpha_0_05,finish_within_8_work_units,0,1451,0.04909760531392201,0.2949689869055824,-0.24587138159166036
eb_filter_alpha_0_05,finish_within_8_work_units,1,2560,0.15523906692406791,0.25625,-0.10101093307593208
eb_filter_alpha_0_05,finish_within_8_work_units,2,5116,0.25785309193850614,0.24081313526192338,0.017039956676582788
eb_filter_alpha_0_05,finish_within_8_work_units,3,7839,0.35159949449845046,0.25870646766169153,0.09289302683675893
eb_filter_alpha_0_05,finish_within_8_work_units,4,13399,0.45800968912710016,0.39764161504589896,0.06036807408120122
eb_filter_alpha_0_05,finish_within_8_work_units,5,29374,0.5541334380943671,0.47017770817729965,0.08395572991706741
eb_filter_alpha_0_05,finish_within_8_work_units,6,181360,0.6624814915890087,0.6124228054697839,0.050058686119224836
eb_filter_alpha_0_05,finish_within_8_work_units,7,273953,0.7376027035165336,0.7155095947115017,0.022093108805031902
eb_filter_alpha_0_05,finish_within_8_work_units,8,115768,0.8474032375576892,0.7292861585239444,0.11811707903374477
eb_filter_alpha_0_05,finish_within_8_work_units,9,286519,0.9761070288511312,0.8674956983655534,0.10861133048557782
eb_filter_alpha_0_05,remaining_le_25pct,0,223363,0.03410145503097941,0.07613615504806077,-0.04203470001708138
eb_filter_alpha_0_05,remaining_le_25pct,1,93419,0.16749302637418476,0.1979468844667573,-0.03045385809257255
eb_filter_alpha_0_05,remaining_le_25pct,2,98237,0.24238249192071742,0.30372466585909585,-0.06134217393837844
eb_filter_alpha_0_05,remaining_le_25pct,3,97564,0.3495874215034787,0.3593436103480792,-0.009756188844600503
eb_filter_alpha_0_05,remaining_le_25pct,4,68773,0.44592632946453864,0.41687871693833334,0.02904761252620526
eb_filter_alpha_0_05,remaining_le_25pct,5,50188,0.5486337976940989,0.4904160357057464,0.05821776198835253
eb_filter_alpha_0_05,remaining_le_25pct,6,43915,0.6495529961034556,0.542548104292383,0.10700489181107263
eb_filter_alpha_0_05,remaining_le_25pct,7,42106,0.7505027010228233,0.6058518975917921,0.14465080343103118
eb_filter_alpha_0_05,remaining_le_25pct,8,47511,0.8514189758384202,0.6810422849445391,0.17037669089388108
eb_filter_alpha_0_05,remaining_le_25pct,9,152263,0.9719259124834754,0.867170619257469,0.10475529322600644
eb_filter_alpha_0_05,remaining_le_50pct,0,139498,0.05344723551153496,0.07656740598431519,-0.023120170472780224
eb_filter_alpha_0_05,remaining_le_50pct,1,19614,0.13503973582331538,0.3568369531966962,-0.22179721737338084
eb_filter_alpha_0_05,remaining_le_50pct,2,38467,0.2501233839815217,0.25239815946135646,-0.0022747754798348274
eb_filter_alpha_0_05,remaining_le_50pct,3,106700,0.3457781336259016,0.36742268041237114,-0.021644546786469553
eb_filter_alpha_0_05,remaining_le_50pct,4,38922,0.4519742120547953,0.5331432094959149,-0.08116899744111959
eb_filter_alpha_0_05,remaining_le_50pct,5,63864,0.5495856333967676,0.5788080921959163,-0.029222458799148716
eb_filter_alpha_0_05,remaining_le_50pct,6,73634,0.6497485519690823,0.6127875709590678,0.03696098101001447
eb_filter_alpha_0_05,remaining_le_50pct,7,59814,0.749175096742904,0.6745243588457551,0.07465073789714871
eb_filter_alpha_0_05,remaining_le_50pct,8,65448,0.8523640568762937,0.731237012590148,0.12112704428614578
eb_filter_alpha_0_05,remaining_le_50pct,9,311378,0.9810331521244424,0.8814720372023714,0.099561114922071
eb_filter_alpha_0_10,finish_within_16_work_units,0,73,0.06495741807397623,0.5616438356164384,-0.4966864175424622
eb_filter_alpha_0_10,finish_within_16_work_units,1,271,0.1552572743722179,0.3874538745387454,-0.2321966001665275
eb_filter_alpha_0_10,finish_within_16_work_units,2,739,0.2636069327557019,0.4181326116373478,-0.15452567888164587
eb_filter_alpha_0_10,finish_within_16_work_units,3,2656,0.35513182344842076,0.4070030120481928,-0.051871188599772036
eb_filter_alpha_0_10,finish_within_16_work_units,4,5080,0.45421117434604125,0.42362204724409447,0.03058912710194678
eb_filter_alpha_0_10,finish_within_16_work_units,5,8105,0.5537914090194901,0.4378778531770512,0.11591355584243894
eb_filter_alpha_0_10,finish_within_16_work_units,6,12088,0.6539152356690651,0.5612177365982793,0.09269749907078574
eb_filter_alpha_0_10,finish_within_16_work_units,7,31191,0.7589310646653635,0.6926998172549774,0.0662312474103861
eb_filter_alpha_0_10,finish_within_16_work_units,8,343417,0.858989773818857,0.8292134635152016,0.02977631030365538
eb_filter_alpha_0_10,finish_within_16_work_units,9,513719,0.9766793861634961,0.9019269289241784,0.07475245723931774
eb_filter_alpha_0_10,finish_within_32_work_units,1,7,0.1492030563355016,0.5714285714285714,-0.4222255150930699
eb_filter_alpha_0_10,finish_within_32_work_units,2,5,0.23659585642191766,0.6,-0.3634041435780823
eb_filter_alpha_0_10,finish_within_32_work_units,3,90,0.3588189594949052,0.5555555555555556,-0.19673659606065033
eb_filter_alpha_0_10,finish_within_32_work_units,4,360,0.4561406164650425,0.6083333333333333,-0.15219271686829083
eb_filter_alpha_0_10,finish_within_32_work_units,5,1811,0.5596144428569686,0.6421866372170072,-0.0825721943600386
eb_filter_alpha_0_10,finish_within_32_work_units,6,3244,0.6563465717034612,0.6652281134401973,-0.008881541736736056
eb_filter_alpha_0_10,finish_within_32_work_units,7,6431,0.7558762900110869,0.6565075415953973,0.09936874841568957
eb_filter_alpha_0_10,finish_within_32_work_units,8,16781,0.8581993367787237,0.7756987068708658,0.08250062990785789
eb_filter_alpha_0_10,finish_within_32_work_units,9,888610,0.9833841535543713,0.9540619619405588,0.02932219161381237
eb_filter_alpha_0_10,finish_within_8_work_units,0,1083,0.05482134206414211,0.3028624192059095,-0.2480410771417674
eb_filter_alpha_0_10,finish_within_8_work_units,1,2931,0.1574504179280047,0.22722620266120777,-0.06977578473320306
eb_filter_alpha_0_10,finish_within_8_work_units,2,6698,0.256338025029761,0.24619289340101522,0.010145131628745757
eb_filter_alpha_0_10,finish_within_8_work_units,3,10349,0.35332812043329354,0.2713305633394531,0.08199755709384045
eb_filter_alpha_0_10,finish_within_8_work_units,4,20488,0.4570519652498958,0.4202948067161265,0.036757158533769235
eb_filter_alpha_0_10,finish_within_8_work_units,5,34595,0.552801769432038,0.4992918051741581,0.05350996425787982
eb_filter_alpha_0_10,finish_within_8_work_units,6,189379,0.6568543630483874,0.607094767635271,0.04975959541311632
eb_filter_alpha_0_10,finish_within_8_work_units,7,248693,0.7428391531164655,0.7193366922269626,0.023502460889503
eb_filter_alpha_0_10,finish_within_8_work_units,8,120542,0.8485973288632773,0.7387549567785502,0.10984237208472707
eb_filter_alpha_0_10,finish_within_8_work_units,9,282581,0.9764240745120939,0.8822213807722388,0.09420269373985511
eb_filter_alpha_0_10,remaining_le_25pct,0,222519,0.03599017882740861,0.0659404365469915,-0.029950257719582884
eb_filter_alpha_0_10,remaining_le_25pct,1,108035,0.15897931505480026,0.18854075068264914,-0.02956143562784889
eb_filter_alpha_0_10,remaining_le_25pct,2,84446,0.24966513436515142,0.29393932217038105,-0.044274187805229646
eb_filter_alpha_0_10,remaining_le_25pct,3,95428,0.3479517848671014,0.3557132078635201,-0.00776142299641875
eb_filter_alpha_0_10,remaining_le_25pct,4,69326,0.44690508353265657,0.429809883737703,0.017095199794953563
eb_filter_alpha_0_10,remaining_le_25pct,5,51706,0.5481129091824067,0.47425830657950724,0.07385460260289954
eb_filter_alpha_0_10,remaining_le_25pct,6,45146,0.6495264491840329,0.5465157489035574,0.10301070028047557
eb_filter_alpha_0_10,remaining_le_25pct,7,43591,0.7495814584318157,0.6001238787823174,0.14945757964949824
eb_filter_alpha_0_10,remaining_le_25pct,8,48210,0.8532787244388668,0.695478116573325,0.15780060786554168
eb_filter_alpha_0_10,remaining_le_25pct,9,148932,0.9713295322130134,0.9059033652942282,0.06542616691878524
eb_filter_alpha_0_10,remaining_le_50pct,0,126182,0.05056078462393299,0.06349558574123092,-0.012934801117297924
eb_filter_alpha_0_10,remaining_le_50pct,1,41941,0.15131292388935544,0.2076726830547674,-0.056359759165411964
eb_filter_alpha_0_10,remaining_le_50pct,2,40513,0.2693952139926023,0.288574037963123,-0.01917882397052065
eb_filter_alpha_0_10,remaining_le_50pct,3,82719,0.3381064638108462,0.3636044923173636,-0.025498028506517393
eb_filter_alpha_0_10,remaining_le_50pct,4,43136,0.44913824809646,0.49496939910979226,-0.04583115101333224
eb_filter_alpha_0_10,remaining_le_50pct,5,68267,0.5525103170592717,0.570832173671027,-0.018321856611755352
eb_filter_alpha_0_10,remaining_le_50pct,6,72216,0.649689857498165,0.6132159078320594,0.03647394966610565
eb_filter_alpha_0_10,remaining_le_50pct,7,62212,0.7500922374814545,0.6749180222465119,0.07517421523494253
eb_filter_alpha_0_10,remaining_le_50pct,8,69650,0.8520964149496466,0.7373151471643934,0.1147812677852532
eb_filter_alpha_0_10,remaining_le_50pct,9,310503,0.9792203933204989,0.8878175090095748,0.09140288431092415
eb_filter_alpha_0_15,finish_within_16_work_units,0,19,0.060392605268608256,0.2631578947368421,-0.20276528946823386
eb_filter_alpha_0_15,finish_within_16_work_units,1,197,0.17200390348481207,0.43147208121827413,-0.25946817773346204
eb_filter_alpha_0_15,finish_within_16_work_units,2,644,0.2631857067837616,0.42391304347826086,-0.1607273366944993
eb_filter_alpha_0_15,finish_within_16_work_units,3,3153,0.35593185538713484,0.40120520139549637,-0.04527334600836153
eb_filter_alpha_0_15,finish_within_16_work_units,4,5848,0.45387723403591984,0.4174076607387141,0.036469573297205765
eb_filter_alpha_0_15,finish_within_16_work_units,5,9598,0.5531242773433194,0.4451969160241717,0.10792736131914771
eb_filter_alpha_0_15,finish_within_16_work_units,6,15186,0.6552994131199082,0.5799420518898986,0.0753573612300096
eb_filter_alpha_0_15,finish_within_16_work_units,7,38769,0.7587976836608826,0.7084268358740231,0.050370847786859595
eb_filter_alpha_0_15,finish_within_16_work_units,8,339301,0.858461115317666,0.8280111169728354,0.030449998344830722
eb_filter_alpha_0_15,finish_within_16_work_units,9,504624,0.9753952055307307,0.9079453216652399,0.06744988386549086
eb_filter_alpha_0_15,finish_within_32_work_units,0,1,0.08836735914734507,1.0,-0.9116326408526549
eb_filter_alpha_0_15,finish_within_32_work_units,2,4,0.26539617339044397,0.25,0.015396173390443968
eb_filter_alpha_0_15,finish_within_32_work_units,3,70,0.3718639061416835,0.5428571428571428,-0.17099323671545932
eb_filter_alpha_0_15,finish_within_32_work_units,4,380,0.468079948709804,0.5736842105263158,-0.10560426181651178
eb_filter_alpha_0_15,finish_within_32_work_units,5,1912,0.5548746395372106,0.6380753138075314,-0.0832006742703208
eb_filter_alpha_0_15,finish_within_32_work_units,6,3853,0.6566143015732361,0.6631196470282896,-0.006505345455053561
eb_filter_alpha_0_15,finish_within_32_work_units,7,8076,0.7563326314145353,0.6620851906884596,0.09424744072607573
eb_filter_alpha_0_15,finish_within_32_work_units,8,20629,0.8588714972865396,0.7914586262058267,0.06741287108071282
eb_filter_alpha_0_15,finish_within_32_work_units,9,882414,0.9827316068378456,0.9552409639919585,0.02749064284588718
eb_filter_alpha_0_15,finish_within_8_work_units,0,864,0.058838217333761406,0.3020833333333333,-0.2432451159995719
eb_filter_alpha_0_15,finish_within_8_work_units,1,3004,0.16017932227510903,0.2173768308921438,-0.05719750861703477
eb_filter_alpha_0_15,finish_within_8_work_units,2,7810,0.2546973654561596,0.24583866837387963,0.008858697082279982
eb_filter_alpha_0_15,finish_within_8_work_units,3,13069,0.35412369627774265,0.27913382814293364,0.07498986813480901
eb_filter_alpha_0_15,finish_within_8_work_units,4,25055,0.4562882046695842,0.4447814807423668,0.011506723927217423
eb_filter_alpha_0_15,finish_within_8_work_units,5,39873,0.5528612856252545,0.5056805357008503,0.047180749924404256
eb_filter_alpha_0_15,finish_within_8_work_units,6,187435,0.6508401166001343,0.601237762424307,0.04960235417582719
eb_filter_alpha_0_15,finish_within_8_work_units,7,245363,0.7462668647860022,0.7234301830349319,0.022836681751070332
eb_filter_alpha_0_15,finish_within_8_work_units,8,121779,0.8486112559420702,0.7423201044515064,0.10629115149056377
eb_filter_alpha_0_15,finish_within_8_work_units,9,273087,0.9756356106931775,0.8977578573861077,0.07787775330706981
eb_filter_alpha_0_15,remaining_le_25pct,0,222329,0.03666940007318748,0.06181379846983524,-0.025144398396647765
eb_filter_alpha_0_15,remaining_le_25pct,1,106276,0.15311980024079108,0.18085927208400768,-0.02773947184321661
eb_filter_alpha_0_15,remaining_le_25pct,2,91234,0.24962927798939588,0.28424710086152094,-0.03461782287212506
eb_filter_alpha_0_15,remaining_le_25pct,3,93891,0.34747320245538105,0.35561448914166427,-0.008141286686283222
eb_filter_alpha_0_15,remaining_le_25pct,4,69808,0.44746740799125284,0.43285869814347927,0.014608709847773611
eb_filter_alpha_0_15,remaining_le_25pct,5,53893,0.5474582565445971,0.4805076726105431,0.06695058393405401
eb_filter_alpha_0_15,remaining_le_25pct,6,46227,0.6492997637339715,0.5363099487312609,0.11298981500271055
eb_filter_alpha_0_15,remaining_le_25pct,7,44834,0.7505308160468998,0.618124637551858,0.13240617849504183
eb_filter_alpha_0_15,remaining_le_25pct,8,46834,0.8530091290765336,0.7288294828543366,0.12417964622219704
eb_filter_alpha_0_15,remaining_le_25pct,9,142013,0.9718435752484167,0.9320977656975066,0.03974580955091008
eb_filter_alpha_0_15,remaining_le_50pct,0,113625,0.04580344410253405,0.05333333333333334,-0.007529889230799282
eb_filter_alpha_0_15,remaining_le_50pct,1,53558,0.1405867830580609,0.1847903207737406,-0.044203537715679704
eb_filter_alpha_0_15,remaining_le_50pct,2,61406,0.26880206547695157,0.2807543236817249,-0.011952258204773365
eb_filter_alpha_0_15,remaining_le_50pct,3,55516,0.34804908078250396,0.3848800345846243,-0.03683095380212028
eb_filter_alpha_0_15,remaining_le_50pct,4,47224,0.4484050287480147,0.47240809757750296,-0.024003068829488258
eb_filter_alpha_0_15,remaining_le_50pct,5,70102,0.5534134628100421,0.5651907220906679,-0.011777259280625797
eb_filter_alpha_0_15,remaining_le_50pct,6,75671,0.6490876364380618,0.6181231911828838,0.030964445255178025
eb_filter_alpha_0_15,remaining_le_50pct,7,65136,0.7504403736846942,0.6767225497420781,0.07371782394261611
eb_filter_alpha_0_15,remaining_le_50pct,8,74540,0.8522384441561985,0.7444593506841964,0.10777909347200217
eb_filter_alpha_0_15,remaining_le_50pct,9,300561,0.9774120408902195,0.8958813685075575,0.08153067238266193
eb_filter_alpha_0_20,finish_within_16_work_units,0,13,0.07183632678771765,0.23076923076923078,-0.1589329039815131
eb_filter_alpha_0_20,finish_within_16_work_units,1,99,0.17781547040155846,0.41414141414141414,-0.2363259437398557
eb_filter_alpha_0_20,finish_within_16_work_units,2,685,0.2636220098219518,0.4291970802919708,-0.16557507047001901
eb_filter_alpha_0_20,finish_within_16_work_units,3,3584,0.3585783618818637,0.3920200892857143,-0.033441727403850575
eb_filter_alpha_0_20,finish_within_16_work_units,4,6406,0.4544977496966831,0.42444583203246955,0.030051917664213532
eb_filter_alpha_0_20,finish_within_16_work_units,5,10805,0.5529968912970928,0.4479407681628875,0.1050561231342053
eb_filter_alpha_0_20,finish_within_16_work_units,6,17966,0.6552659325662079,0.5971279082711789,0.05813802429502905
eb_filter_alpha_0_20,finish_within_16_work_units,7,45446,0.7591056466582969,0.7143202922149364,0.04478535444336055
eb_filter_alpha_0_20,finish_within_16_work_units,8,337584,0.8580900422435712,0.8279835537229252,0.030106488520645944
