destination,end_ns,episode_id,fault_axis,first_token_ns,http_status,method,pair,policy,repeat,session_id,start_ns,ttft_s
germany,4395613269770,1b46e751ac10f6ce,prefill,4395613206953,200,replay,prefill-seed456-2,shadow_validate_but_keep_original_pending,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20,4276461497420,119.151709533
east,4487471225253,0739d1e797602073,prefill,4487471167415,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,4483065329066,4.405838349
east,4487560529771,0739d1e797602073,prefill,4487560472415,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,4483065904989,4.494567426
east,4487609859424,0739d1e797602073,prefill,4487609824459,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,4483066332667,4.543491792
east,4490766060120,0739d1e797602073,prefill,4490765999507,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,4487491646128,3.274353379
east,4490835119591,0739d1e797602073,prefill,4490835079106,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,4487591988102,3.243091004
east,4494146447401,0739d1e797602073,prefill,4494146381017,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20,4490803692109,3.342688908
east,4494172435416,0739d1e797602073,prefill,4494172376887,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,4490853838845,3.318538042
east,4500502479283,0739d1e797602073,prefill,4500502433117,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5-separation-23,4494216210680,6.286222437
east,4500661153578,0739d1e797602073,prefill,4500661097032,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,4494166335896,6.494761136
east,4500860978818,0739d1e797602073,prefill,4500860934736,200,kv_transfer,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,4487642478559,13.218456177
germany,4515574470354,0739d1e797602073,prefill,4515574424439,200,replay,prefill-seed456-2,shadow_validate_then_apply_pending_only,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,4483066775903,32.507648536
germany,4619929825668,b7a30545f88888fd,bandwidth,4619929788239,200,replay,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,4618058093227,1.871695012
germany,4621977909538,b7a30545f88888fd,bandwidth,4621977861218,200,replay,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2,4619935822666,2.042038552
east,4629346806383,b7a30545f88888fd,bandwidth,4629346707038,200,replay,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,4618057151090,11.289555948
east,4629534858555,b7a30545f88888fd,bandwidth,4629534813881,200,replay,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,4618057608583,11.477205298
east,4629675916636,b7a30545f88888fd,bandwidth,4629675869277,200,replay,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,4618059014770,11.616854507
east,4629789318963,b7a30545f88888fd,bandwidth,4629789282285,200,replay,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,4621990468324,7.798813961
east,4641432035782,b7a30545f88888fd,bandwidth,4641431968576,200,kv_transfer,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,4629821753387,11.610215189
germany,4645075250229,b7a30545f88888fd,bandwidth,4645075201909,200,kv_transfer,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,4629370271023,15.704930886
germany,4659410005616,b7a30545f88888fd,bandwidth,4659409967725,200,kv_transfer,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,4629571073547,29.838894178
germany,4676762480055,b7a30545f88888fd,bandwidth,4676762446131,200,kv_transfer,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,4629721513541,47.04093259
germany,4687869849464,b7a30545f88888fd,bandwidth,4687869799882,200,kv_transfer,bandwidth-seed819-1,shadow_validate_but_keep_original_pending,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-4,4641463770348,46.406029534
germany,4784264069012,b2460ff43084b68c,bandwidth,4784263975378,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,4782354431323,1.909544055
germany,4789505861588,b2460ff43084b68c,bandwidth,4789505803851,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,4784384223308,5.121580543
east,4789614921747,b2460ff43084b68c,bandwidth,4789614876863,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,4782352056714,7.262820149
east,4789793228823,b2460ff43084b68c,bandwidth,4789793191414,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,4782353908482,7.439282932
east,4789930688403,b2460ff43084b68c,bandwidth,4789930638610,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,4782355164690,7.57547392
germany,4799761359266,b2460ff43084b68c,bandwidth,4799761322288,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2,4789651849110,10.109473178
germany,4799794467861,b2460ff43084b68c,bandwidth,4799794418729,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,4789802106599,9.99231213
germany,4800027204334,b2460ff43084b68c,bandwidth,4800027163789,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-12,4789952674773,10.074489016
east,4805180892290,b2460ff43084b68c,bandwidth,4805180854870,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,4799838154050,5.34270082
germany,4805505981642,b2460ff43084b68c,bandwidth,4805505943000,200,replay,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20,4799787953933,5.717989067
germany,4805739232306,b2460ff43084b68c,bandwidth,4805739185809,200,kv_transfer,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,4789551262453,16.187923356
east,4815033120288,b2460ff43084b68c,bandwidth,4815033085242,200,kv_transfer,bandwidth-seed819-1,shadow_validate_then_apply_pending_only,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,4800039212748,14.993872494
germany,4912444228899,b2838f314c6f574c,bandwidth,4912444167645,200,replay,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,4910537326369,1.906841276
germany,4914440724362,b2838f314c6f574c,bandwidth,4914440675452,200,replay,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2,4912447681465,1.992993987
east,4921833972110,b2838f314c6f574c,bandwidth,4921833928289,200,replay,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,4910536395326,11.297532963
east,4922016257218,b2838f314c6f574c,bandwidth,4922016220931,200,replay,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,4910536890410,11.479330521
east,4922152349639,b2838f314c6f574c,bandwidth,4922152302892,200,replay,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,4910538205560,11.614097332
east,4922264193070,b2838f314c6f574c,bandwidth,4922264144510,200,replay,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,4914471685635,7.792458875
east,4935467150160,b2838f314c6f574c,bandwidth,4935467112940,200,kv_transfer,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,4922302090117,13.165022823
germany,4937574955759,b2838f314c6f574c,bandwidth,4937574908431,200,kv_transfer,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,4921850507115,15.724401316
germany,4951707894084,b2838f314c6f574c,bandwidth,4951707849272,200,kv_transfer,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,4922051221683,29.656627589
germany,4966387772715,b2838f314c6f574c,bandwidth,4966387726078,200,kv_transfer,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,4922201862361,44.185863717
germany,4980055488288,b2838f314c6f574c,bandwidth,4980055448383,200,kv_transfer,bandwidth-seed819-0,shadow_validate_but_keep_original_pending,0,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-4,4935504183779,44.551264604
germany,5077161027955,cb23a3ae28ff98db,bandwidth,5077160980256,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,5075271491496,1.88948876
germany,5082470667904,cb23a3ae28ff98db,bandwidth,5082470610057,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,5077296279869,5.174330188
east,5082579657156,cb23a3ae28ff98db,bandwidth,5082579595601,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,5075270767454,7.308828147
east,5082628906118,cb23a3ae28ff98db,bandwidth,5082628870451,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,5075272129598,7.356740853
east,5082836319427,cb23a3ae28ff98db,bandwidth,5082836274393,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,5075272518501,7.563755892
germany,5092686739303,cb23a3ae28ff98db,bandwidth,5092686702815,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2,5082620398502,10.066304313
germany,5092717074400,cb23a3ae28ff98db,bandwidth,5092717026151,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,5082670783218,10.046242933
germany,5092837698227,cb23a3ae28ff98db,bandwidth,5092837649627,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-12,5082871453633,9.966195994
east,5098097829507,cb23a3ae28ff98db,bandwidth,5098097773373,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,5092762327445,5.335445928
germany,5098454644684,cb23a3ae28ff98db,bandwidth,5098454597526,200,replay,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20,5092712114208,5.742483318
germany,5098574952268,cb23a3ae28ff98db,bandwidth,5098574905621,200,kv_transfer,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,5082520270555,16.054635066
east,5106171838038,cb23a3ae28ff98db,bandwidth,5106171789117,200,kv_transfer,bandwidth-seed819-0,shadow_validate_then_apply_pending_only,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,5092862697389,13.309091728
east,5191266661661,325ffcd3c79b54c1,prefill,5191266593203,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,5186869791604,4.396801599
east,5191388957767,325ffcd3c79b54c1,prefill,5191388908105,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,5186870124593,4.518783512
east,5191443534473,325ffcd3c79b54c1,prefill,5191443488688,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,5186871177852,4.572310836
germany,5218241956023,325ffcd3c79b54c1,prefill,5218241910228,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,5186870942855,31.370967373
germany,5253920957669,325ffcd3c79b54c1,prefill,5253920905853,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,5191299451482,62.621454371
east,5259244690084,325ffcd3c79b54c1,prefill,5259244653506,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,5253953625203,5.291028303
germany,5263425709032,325ffcd3c79b54c1,prefill,5263425657426,200,kv_transfer,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2,5259280662469,4.144994957
germany,5267704745099,325ffcd3c79b54c1,prefill,5267704698533,200,kv_transfer,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,5263447577573,4.25712096
germany,5281364959308,325ffcd3c79b54c1,prefill,5281364913222,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,5191399865366,89.965047856
germany,5308808271095,325ffcd3c79b54c1,prefill,5308808223867,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,5191450026323,117.358197544
germany,5337429453624,325ffcd3c79b54c1,prefill,5337429256517,200,replay,prefill-seed456-0,shadow_validate_but_keep_original_pending,0,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20,5218262097854,119.167158663
east,5428217167666,7b1ac7efb659c3b5,prefill,5428217132461,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,5423835526939,4.381605522
east,5428312821308,7b1ac7efb659c3b5,prefill,5428312762799,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,5423836117415,4.476645384
east,5428364551292,7b1ac7efb659c3b5,prefill,5428364490038,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,5423836647799,4.527842239
east,5431515052906,7b1ac7efb659c3b5,prefill,5431515000579,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,5428265429851,3.249570728
east,5431579870462,7b1ac7efb659c3b5,prefill,5431579821972,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,5428315576551,3.264245421
east,5434848109562,7b1ac7efb659c3b5,prefill,5434848047597,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20,5431527849113,3.320198484
east,5434878918126,7b1ac7efb659c3b5,prefill,5434878572442,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,5431628834783,3.249737659
east,5441047045366,7b1ac7efb659c3b5,prefill,5441046924481,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5-separation-23,5434891976161,6.15494832
east,5441191859622,7b1ac7efb659c3b5,prefill,5441191804860,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,5434891778317,6.300026543
east,5443914440098,7b1ac7efb659c3b5,prefill,5443914396126,200,kv_transfer,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,5428365920012,15.548476114
germany,5456307805176,7b1ac7efb659c3b5,prefill,5456307750715,200,replay,prefill-seed456-0,shadow_validate_then_apply_pending_only,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,5423837050219,32.470700496
germany,5557783394213,bb43cf19f031a6b9,bandwidth,5557783345763,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,5555929293021,1.854052742
east,5563114581114,bb43cf19f031a6b9,bandwidth,5563114532663,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,5555928472411,7.186060252
east,5563143575789,bb43cf19f031a6b9,bandwidth,5563143531657,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,5555928823455,7.214708202
germany,5563148958350,bb43cf19f031a6b9,bandwidth,5563148904781,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,5557954097895,5.194806886
east,5563365176377,bb43cf19f031a6b9,bandwidth,5563365118910,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,5555930006306,7.435112604
germany,5573342824127,bb43cf19f031a6b9,bandwidth,5573342774023,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,5563121705280,10.221068743
germany,5573465089265,bb43cf19f031a6b9,bandwidth,5573465041215,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,5563172282900,10.292758315
germany,5573526340104,bb43cf19f031a6b9,bandwidth,5573526280353,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20,5563372294753,10.1539856
east,5578556125539,bb43cf19f031a6b9,bandwidth,5578556078070,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,5573509470613,5.046607457
germany,5579016328657,bb43cf19f031a6b9,bandwidth,5579016266722,200,replay,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-4,5573358878489,5.657388233
germany,5579900399463,bb43cf19f031a6b9,bandwidth,5579900354830,200,kv_transfer,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2,5563172054695,16.728300135
east,5587822942011,bb43cf19f031a6b9,bandwidth,5587822896977,200,kv_transfer,bandwidth-seed553-2,shadow_validate_then_apply_pending_only,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,5573559617628,14.263279349
germany,5681950679288,bd695b7252b85ad9,bandwidth,5681950630647,200,replay,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5,5680010897693,1.939732954
germany,5683866292823,bd695b7252b85ad9,bandwidth,5683865660559,200,replay,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20,5681969030570,1.896629989
east,5691035868575,bd695b7252b85ad9,bandwidth,5691035819393,200,replay,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,5680009778907,11.026040486
east,5691093909227,bd695b7252b85ad9,bandwidth,5691093856679,200,replay,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,5680010295340,11.083561339
east,5691307697202,bd695b7252b85ad9,bandwidth,5691307627001,200,replay,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,5680011763643,11.295863358
east,5691307982675,bd695b7252b85ad9,bandwidth,5691307935536,200,replay,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13,5683893047005,7.414888531
germany,5707479041539,bd695b7252b85ad9,bandwidth,5707478993529,200,kv_transfer,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2,5691069245743,16.409747786
germany,5710092357360,bd695b7252b85ad9,bandwidth,5710092320762,200,replay,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5-separation-15,5707481156492,2.61116427
germany,5721350393031,bd695b7252b85ad9,bandwidth,5721350344781,200,kv_transfer,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26,5691119569735,30.230775046
east,5721793937374,bd695b7252b85ad9,bandwidth,5721793902028,200,kv_transfer,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21,5710139306230,11.654595798
germany,5726980198988,bd695b7252b85ad9,bandwidth,5726980150528,200,replay,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-4,5721376974748,5.60317578
germany,5735951832652,bd695b7252b85ad9,bandwidth,5735951785794,200,kv_transfer,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,5691320848806,44.630936988
germany,5749576098782,bd695b7252b85ad9,bandwidth,5749576057776,200,kv_transfer,bandwidth-seed553-2,shadow_validate_but_keep_original_pending,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,5691320540972,58.255516804
east,5833890082116,255529e61d5eb3de,joint,5833890037493,200,replay,joint-seed456-1,shadow_validate_then_apply_pending_only,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6,5829483693831,4.406343662
east,5833983250420,255529e61d5eb3de,joint,5833983192812,200,replay,joint-seed456-1,shadow_validate_then_apply_pending_only,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14,5829484217638,4.498975174
east,5834043250782,255529e61d5eb3de,joint,5834043204465,200,replay,joint-seed456-1,shadow_validate_then_apply_pending_only,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22,5829484648767,4.558555698
east,5837167069453,255529e61d5eb3de,joint,5837167021955,200,replay,joint-seed456-1,shadow_validate_then_apply_pending_only,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10,5833914733350,3.252288605
east,5837219845802,255529e61d5eb3de,joint,5837219797051,200,replay,joint-seed456-1,shadow_validate_then_apply_pending_only,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18,5834015117309,3.204679742
