gpus,variant,deadline_s,policy,handoff_fraction,admitted_fraction,power_mw,kv_source_fraction,kv_handoff_share
66666,reported800MB,30,queue_haul,0.9999162338787306,0.9999162338787311,4.50203793574367,0.012501818871516898,0.012502866188122227
66666,reported800MB,30,replay_only,0.9999999989801878,0.9999999989801868,4.502415081000118,0.0,0.0
66666,reported800MB,120,greedy,1.0,1.0,4.5024150855917355,0.007699068746550134,0.007699068746550134
66666,reported800MB,120,isolated_fastest,0.5635687500644779,0.5635687500644785,2.5374204420583837,0.09237950463444396,0.1639187847514164
66666,reported800MB,120,kv_only,0.1778851127775421,0.17788511277754232,0.8009126152717926,0.1778851127775421,1.0
66666,reported800MB,120,queue_haul,0.9999999989954713,0.9999999989954712,4.502415081068929,0.022622881756134514,0.022622881778859846
66666,reported800MB,120,replay_only,0.9999999989804454,0.9999999989804452,4.502415081001277,0.0,0.0
66666,reported800MB,300,greedy,1.0,1.0,4.5024150855917355,0.007699068746550134,0.007699068746550134
66666,reported800MB,300,isolated_fastest,0.7084637058545706,0.7084637058545709,3.189797676833844,0.2372744604245365,0.33491406611765495
66666,reported800MB,300,kv_only,0.44337991144922434,0.44337991144922445,1.9962804019573153,0.44337991144922434,1.0
66666,reported800MB,300,queue_haul,0.999999998999883,0.9999999989998831,4.502415081088793,0.020125834054394637,0.020125834074522824
66666,reported800MB,300,replay_only,0.9999999989804454,0.9999999989804452,4.502415081001277,0.0,0.0
66666,replay25,30,greedy,0.9980821849575399,0.9980821849575399,4.4937802862131875,0.005733453197757421,0.0057444700287895955
66666,replay25,30,isolated_fastest,0.5655806485444581,0.5655806485444581,2.546478844125325,0.016987216726129094,0.030035003442650133
66666,replay25,30,kv_only,0.04819711544088898,0.048197115440888935,0.21700341964306488,0.04819711544088898,1.0
66666,replay25,30,queue_haul,0.9998039849464105,0.9998960465731557,4.501532544457451,0.012215924533036129,0.012218319507589183
66666,replay25,30,replay_only,0.9999999989906029,0.9999999989906037,4.502415081047011,0.0,0.0
66666,replay25,120,greedy,0.9999999999999999,1.0000000000000002,4.502415085591735,0.004202531129133745,0.004202531129133746
66666,replay25,120,isolated_fastest,0.7049810903962096,0.7049810903962095,3.174117496456805,0.09205648204837019,0.13058007271745845
66666,replay25,120,kv_only,0.1778851127775421,0.17788511277754232,0.8009126152717926,0.1778851127775421,1.0
66666,replay25,120,queue_haul,0.9999999989979433,0.9999999989979432,4.502415081080059,0.02122907607594196,0.021229076097214698
66666,replay25,120,replay_only,0.9999999989999093,0.9999999989999091,4.502415081088912,0.0,0.0
66666,replay25,300,greedy,0.9999999999999999,1.0000000000000002,4.502415085591735,0.004202531129133745,0.004202531129133746
66666,replay25,300,isolated_fastest,0.8099258317432275,0.8099258317432274,3.6466222830511406,0.1874471262839673,0.23143739702747754
66666,replay25,300,kv_only,0.44337991144922434,0.44337991144922445,1.9962804019573153,0.44337991144922434,1.0
66666,replay25,300,queue_haul,0.9999999989987403,0.9999999989987401,4.502415081083648,0.021229076076738913,0.021229076097994733
66666,replay25,300,replay_only,0.9999999989999093,0.9999999989999091,4.502415081088912,0.0,0.0
66666,private50,30,greedy,0.9982128384995851,0.9982128384995853,4.494368542691878,0.0036467290424098513,0.0036532580044665165
66666,private50,30,isolated_fastest,0.3844753014662848,0.3844753014662848,1.7310673973592308,0.055607653007860094,0.14463257534564003
66666,private50,30,kv_only,0.13311528758050825,0.13311528758050845,0.5993402789253625,0.13311528758050825,1.0
66666,private50,30,queue_haul,0.999852118949015,0.9998521189490174,4.501749263716907,0.02493615121673235,0.02493983934638629
66666,private50,30,replay_only,0.9999999989801878,0.9999999989801868,4.502415081000118,0.0,0.0
66666,private50,120,greedy,1.0,1.0,4.5024150855917355,0.005002697636066106,0.005002697636066106
66666,private50,120,isolated_fastest,0.4982969650582857,0.49829696505828536,2.243539772583003,0.18319549925338627,0.36764321699602953
66666,private50,120,kv_only,0.4427441559805969,0.4427441559805966,1.9934179669446197,0.4427441559805969,1.0
66666,private50,120,queue_haul,0.9999999989998686,0.9999999989998694,4.502415081088729,0.034381995989804195,0.03438199602419071
66666,private50,120,replay_only,0.9999999989804454,0.9999999989804452,4.502415081001277,0.0,0.0
66666,private50,300,greedy,1.0,1.0,4.5024150855917355,0.005002697636066106,0.005002697636066106
66666,private50,300,isolated_fastest,0.697805442101575,0.6978054421015751,3.1418097493261414,0.3456076760173421,0.49527798891404207
66666,private50,300,kv_only,0.6436849024032996,0.6436849024032996,2.8981366149482595,0.6436849024032996,1.0
66666,private50,300,queue_haul,0.9999999989999995,0.9999999989999999,4.5024150810893175,0.028150581627428305,0.0281505816555789
66666,private50,300,replay_only,0.9999999989804454,0.9999999989804452,4.502415081001277,0.0,0.0
66666,combined50,30,greedy,0.9999999999999999,1.0,4.502415085591735,0.009909613757875472,0.009909613757875474
66666,combined50,30,isolated_fastest,0.4531668047791754,0.4531668047791752,2.0403450581271643,0.04600315154376594,0.10151483087156596
66666,combined50,30,kv_only,0.13311528758050825,0.13311528758050845,0.5993402789253625,0.13311528758050825,1.0
66666,combined50,30,queue_haul,0.9999999989996148,0.999999998999615,4.502415081087586,0.02678824565673471,0.026788245683533274
66666,combined50,30,replay_only,0.9999999989906029,0.9999999989906037,4.502415081047011,0.0,0.0
66666,combined50,120,greedy,1.0,1.0000000000000002,4.5024150855917355,0.006974130937693969,0.006974130937693969
66666,combined50,120,isolated_fastest,0.6469161814964517,0.6469161814964515,2.9126851746830247,0.17542135172798548,0.2711655029592851
66666,combined50,120,kv_only,0.4427441559805969,0.4427441559805966,1.9934179669446197,0.4427441559805969,1.0
66666,combined50,120,queue_haul,0.999999998999422,0.9999999989994225,4.502415081086719,0.033983003223826434,0.033983003257829075
66666,combined50,120,replay_only,0.9999999989999093,0.9999999989999091,4.502415081088912,0.0,0.0
66666,combined50,300,greedy,1.0,1.0000000000000002,4.5024150855917355,0.006974130937693969,0.006974130937693969
66666,combined50,300,isolated_fastest,0.8004316026373196,0.8004316026373179,3.603875322698637,0.32893677387656084,0.41094925886578726
66666,combined50,300,kv_only,0.6436849024032996,0.6436849024032996,2.8981366149482595,0.6436849024032996,1.0
66666,combined50,300,queue_haul,0.9999999989475504,0.9999999989475509,4.50241508085317,0.03398300317195484,0.033983003207720235
66666,combined50,300,replay_only,0.9999999989999093,0.9999999989999091,4.502415081088912,0.0,0.0
66666,combined10,30,greedy,0.9995435112911885,0.9995435112911886,4.50035978394278,0.031257853694225374,0.03127212906804543
66666,combined10,30,isolated_fastest,0.4534179022172948,0.45341790221729494,2.041475603020506,0.23237147500737562,0.5124885318180811
66666,combined10,30,kv_only,0.29816147222658107,0.29816147222658124,1.3424467104951998,0.29816147222658107,1.0
66666,combined10,30,queue_haul,0.9999999979619322,0.9999999979619321,4.502415076415507,0.1075981504791113,0.10759815069840363
66666,combined10,30,replay_only,0.9999999989906029,0.9999999989906037,4.502415081047011,0.0,0.0
66666,combined10,120,greedy,1.0,1.0,4.5024150855917355,0.03170700340066411,0.03170700340066411
66666,combined10,120,isolated_fastest,0.8591343524408886,0.8591343524408883,3.8681794689799434,0.5340274728832387,0.6215878475421358
66666,combined10,120,kv_only,0.7120416062215624,0.7120416062215631,3.2059068694209323,0.7120416062215624,1.0
66666,combined10,120,queue_haul,0.9999999989970957,0.9999999989970935,4.5024150810762436,0.06804636693310558,0.06804636700134957
66666,combined10,120,replay_only,0.9999999989999093,0.9999999989999091,4.502415081088912,0.0,0.0
66666,combined10,300,greedy,1.0,1.0,4.5024150855917355,0.03170700340066411,0.03170700340066411
66666,combined10,300,isolated_fastest,0.9999999989926451,0.9999999989926454,4.502415081056205,0.6553352853827475,0.6553352860429027
66666,combined10,300,kv_only,0.9492036527219907,0.9492036527219906,4.273708845314269,0.9492036527219907,1.0
66666,combined10,300,queue_haul,0.9999999989970956,0.9999999989970936,4.502415081076242,0.06804636693310567,0.06804636700134968
66666,combined10,300,replay_only,0.9999999989999093,0.9999999989999091,4.502415081088912,0.0,0.0
6666,baseline,30,greedy,0.9989380644307169,0.9989380644307172,0.4497229019773779,0.02249821450233996,0.022522131554934217
6666,baseline,30,isolated_fastest,0.988437543603509,0.9884375436035084,0.4449955571430643,0.011574970978701552,0.011710371640177812
6666,baseline,30,kv_only,0.16406823037790927,0.16406823037790938,0.07386367915602024,0.16406823037790927,1.0
6666,baseline,30,queue_haul,0.9996058995313656,0.9996058995313652,0.4500235619984546,0.07567557460759777,0.07570541014521416
6666,baseline,30,replay_only,0.999999998979882,0.9999999989798811,0.45020098595892366,0.0,0.0
6666,baseline,120,greedy,1.0000000000000002,0.9999999999999999,0.45020098641818185,0.036837945618958375,0.03683794561895837
6666,baseline,120,isolated_fastest,0.9999999989914976,0.9999999989914967,0.45020098596415303,0.023137953828596694,0.023137953851931375
6666,baseline,120,kv_only,0.518518296200845,0.5185182962008454,0.23343744842549535,0.518518296200845,1.0
6666,baseline,120,queue_haul,0.9999999989966277,0.9999999989966278,0.4502009859664626,0.16288910978087556,0.162889109944314
6666,baseline,120,replay_only,0.9999999989815725,0.9999999989815717,0.4502009859596847,0.0,0.0
6666,baseline,300,greedy,1.0000000000000002,0.9999999999999999,0.45020098641818185,0.036837945618958375,0.03683794561895837
6666,baseline,300,isolated_fastest,0.9999999989914976,0.9999999989914967,0.45020098596415303,0.023137953828596694,0.023137953851931375
6666,baseline,300,kv_only,0.9053456190951907,0.9053456190951916,0.40758749076603434,0.9053456190951907,1.0
6666,baseline,300,queue_haul,0.9999999989944865,0.9999999989944862,0.4502009859654987,0.16525080577363843,0.16525080593980035
6666,baseline,300,replay_only,0.9999999989815725,0.9999999989815717,0.4502009859596847,0.0,0.0
6666,reported800MB,30,greedy,1.0,1.0,0.45020098641818174,0.0357071396288227,0.0357071396288227
6666,reported800MB,30,isolated_fastest,0.5927712089325633,0.5927712089325631,0.26686618298173814,0.23839876769772825,0.40217669837073633
6666,reported800MB,30,kv_only,0.2806445357903003,0.28064453579030024,0.1263464468456659,0.2806445357903003,1.0
6666,reported800MB,30,queue_haul,0.999999997980038,0.9999999979800389,0.4502009855087929,0.11695435769561251,0.11695435793185587
6666,reported800MB,30,replay_only,0.999999998979882,0.9999999989798811,0.45020098595892366,0.0,0.0
6666,reported800MB,120,greedy,0.9999999999999999,1.0,0.4502009864181817,0.07560174435211395,0.07560174435211396
6666,reported800MB,120,isolated_fastest,0.8807206200319637,0.8807206200319633,0.3965012918972227,0.4624393077986176,0.5250692413467445
6666,reported800MB,120,kv_only,0.7202326346443549,0.7202326346443537,0.3242494425674545,0.7202326346443549,1.0
6666,reported800MB,120,queue_haul,0.999999998998386,0.9999999989983845,0.45020098596725416,0.1864536419097646,0.18645364209651918
6666,reported800MB,120,replay_only,0.9999999989815725,0.9999999989815717,0.4502009859596847,0.0,0.0
6666,reported800MB,300,greedy,0.9999999999999999,1.0,0.4502009864181817,0.07560174435211395,0.07560174435211396
6666,reported800MB,300,isolated_fastest,0.9996703156304748,0.9996703156304749,0.4500525621898149,0.5548789977748843,0.5550619930381064
6666,reported800MB,300,kv_only,0.9999999989779502,0.9999999989779516,0.45020098595805397,0.9999999989779502,1.0
6666,reported800MB,300,queue_haul,0.999999998979476,0.9999999989794754,0.45020098595874086,0.18645364189085445,0.18645364208113485
6666,reported800MB,300,replay_only,0.9999999989815725,0.9999999989815717,0.4502009859596847,0.0,0.0
6666,replay25,30,greedy,1.0,1.0,0.45020098641818174,0.045728556807171826,0.045728556807171826
6666,replay25,30,isolated_fastest,0.719861478762173,0.7198614787621731,0.32408234782318124,0.1703983770764299,0.23670995337802472
6666,replay25,30,kv_only,0.2806445357903003,0.28064453579030024,0.1263464468456659,0.2806445357903003,1.0
6666,replay25,30,queue_haul,0.9999999979906143,0.999999997990614,0.45020098551355436,0.09818752701018647,0.09818752720748308
6666,replay25,30,replay_only,0.9999999989816718,0.9999999989816726,0.4502009859597294,0.0,0.0
6666,replay25,120,greedy,0.9999999999999999,1.0,0.4502009864181817,0.045728556807171826,0.04572855680717183
6666,replay25,120,isolated_fastest,0.982847727867664,0.9828477278676635,0.44247901658489097,0.3694757541336119,0.3759236997324169
6666,replay25,120,kv_only,0.7202326346443549,0.7202326346443537,0.3242494425674545,0.7202326346443549,1.0
6666,replay25,120,queue_haul,0.9999999989944509,0.9999999989944499,0.4502009859654825,0.14663732407637975,0.14663732422383077
6666,replay25,120,replay_only,0.9999999989987918,0.9999999989987909,0.4502009859674368,0.0,0.0
6666,replay25,300,greedy,0.9999999999999999,1.0,0.4502009864181817,0.045728556807171826,0.04572855680717183
6666,replay25,300,isolated_fastest,0.9998903552019427,0.9998903552019429,0.45015162422194077,0.3726091014280879,0.37264996055775934
6666,replay25,300,kv_only,0.9999999989779502,0.9999999989779516,0.45020098595805397,0.9999999989779502,1.0
6666,replay25,300,queue_haul,0.9999999989944507,0.9999999989944499,0.45020098596548247,0.14663732407637953,0.14663732422383058
6666,replay25,300,replay_only,0.9999999989987918,0.9999999989987909,0.4502009859674368,0.0,0.0
6666,private50,30,greedy,0.999102496191452,0.9991024961914519,0.4497969293182594,0.05990041706357227,0.059954226209934236
6666,private50,30,isolated_fastest,0.7291129726877041,0.7291129726877035,0.32824737951429717,0.4371825662144636,0.5996088159052945
6666,private50,30,kv_only,0.5590689813526303,0.55906898135263,0.25169340688076225,0.5590689813526303,1.0
6666,private50,30,queue_haul,0.9999999979401131,0.999999997940112,0.4502009854908186,0.1860932309894659,0.1860932313727969
6666,private50,30,replay_only,0.999999998979882,0.9999999989798811,0.45020098595892366,0.0,0.0
6666,private50,120,greedy,1.0,1.0,0.45020098641818174,0.0718330511314819,0.0718330511314819
6666,private50,120,isolated_fastest,0.9851482543075598,0.98514825430756,0.4435147158574132,0.6867815197099568,0.6971351943293868
6666,private50,120,kv_only,0.9827706659958071,0.9827706659958078,0.44244432325416577,0.9827706659958071,1.0
6666,private50,120,queue_haul,0.9999999989615928,0.9999999989615921,0.4502009859506898,0.2169077425858307,0.21690774281106928
6666,private50,120,replay_only,0.9999999989815725,0.9999999989815717,0.4502009859596847,0.0,0.0
6666,private50,300,greedy,1.0,1.0,0.45020098641818174,0.0718330511314819,0.0718330511314819
6666,private50,300,isolated_fastest,0.991374307675696,0.9913743076756969,0.4463176912252404,0.6832907664431371,0.6892359032837263
6666,private50,300,kv_only,0.9999999989353372,0.9999999989353372,0.45020098593886954,0.9999999989353372,1.0
6666,private50,300,queue_haul,0.9999999989615928,0.9999999989615921,0.4502009859506898,0.2169077425858307,0.21690774281106928
6666,private50,300,replay_only,0.9999999989815725,0.9999999989815717,0.4502009859596847,0.0,0.0
6666,combined50,30,greedy,1.0000000000000002,1.0,0.45020098641818185,0.03869815691371675,0.038698156913716746
6666,combined50,30,isolated_fastest,0.8284378326366899,0.8284378326366906,0.3729635294391784,0.40166907648795297,0.4848511990447741
6666,combined50,30,kv_only,0.5590689813526303,0.55906898135263,0.25169340688076225,0.5590689813526303,1.0
6666,combined50,30,queue_haul,0.9999999989822226,0.9999999989822216,0.4502009859599774,0.18956900705476432,0.18956900724770337
6666,combined50,30,replay_only,0.9999999989816718,0.9999999989816726,0.4502009859597294,0.0,0.0
6666,combined50,120,greedy,1.0,1.0,0.45020098641818174,0.03869815691371675,0.03869815691371675
6666,combined50,120,isolated_fastest,0.9851482543131831,0.9851482543131831,0.44351471585994484,0.5389615336406993,0.5470867265723856
6666,combined50,120,kv_only,0.9827706659958071,0.9827706659958078,0.44244432325416577,0.9827706659958071,1.0
6666,combined50,120,queue_haul,0.9999999989760802,0.9999999989760794,0.45020098595721203,0.20376602720099185,0.20376602740963193
6666,combined50,120,replay_only,0.9999999989987918,0.9999999989987909,0.4502009859674368,0.0,0.0
6666,combined50,300,greedy,1.0,1.0,0.45020098641818174,0.03869815691371675,0.03869815691371675
6666,combined50,300,isolated_fastest,0.9992113974576848,0.9992113974576848,0.4498459567757396,0.5389615336433078,0.5393868955204066
6666,combined50,300,kv_only,0.9999999989353372,0.9999999989353372,0.45020098593886954,0.9999999989353372,1.0
6666,combined50,300,queue_haul,0.9999999989760802,0.9999999989760794,0.45020098595721203,0.20376602720099185,0.20376602740963193
6666,combined50,300,replay_only,0.9999999989987918,0.9999999989987909,0.4502009859674368,0.0,0.0
6666,combined10,30,greedy,1.0,1.0,0.45020098641818174,0.043214833641787805,0.043214833641787805
6666,combined10,30,isolated_fastest,0.999999998904949,0.9999999989049488,0.4502009859251887,0.7786628640818423,0.7786628649345179
6666,combined10,30,kv_only,0.9735982213257866,0.9735982213257875,0.43831487961585636,0.9735982213257866,1.0
6666,combined10,30,queue_haul,0.9999999989395744,0.9999999989395785,0.45020098594077707,0.3580616714284017,0.35806167180809945
6666,combined10,30,replay_only,0.9999999989816718,0.9999999989816726,0.4502009859597294,0.0,0.0
6666,combined10,120,greedy,1.0,1.0,0.45020098641818174,0.043214833641787805,0.043214833641787805
6666,combined10,120,isolated_fastest,0.9999999989665279,0.9999999989665281,0.4502009859529116,0.7786628641434212,0.7786628649481475
6666,combined10,120,kv_only,0.9999999989314604,0.9999999989314601,0.45020098593712415,0.9999999989314604,1.0
6666,combined10,120,queue_haul,0.9999999989831463,0.9999999989831527,0.4502009859603932,0.3580616715104488,0.3580616718745452
6666,combined10,120,replay_only,0.9999999989987918,0.9999999989987909,0.4502009859674368,0.0,0.0
6666,combined10,300,greedy,1.0,1.0,0.45020098641818174,0.043214833641787805,0.043214833641787805
6666,combined10,300,isolated_fastest,0.9999999989891359,0.9999999989891344,0.4502009859630897,0.7786628641629074,0.7786628649500297
6666,combined10,300,kv_only,0.9999999989314595,0.99999999893146,0.45020098593712377,0.9999999989314595,1.0
6666,combined10,300,queue_haul,0.9999999989684415,0.9999999989684418,0.45020098595377306,0.358061671495744,0.35806167186510557
6666,combined10,300,replay_only,0.9999999989987918,0.9999999989987909,0.4502009859674368,0.0,0.0
