policy,metric,time_s,value,limit,basis
queue_haul_deadline_blind,migration:pool/east:replay,14.477749654,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,14.477749654,1.1962816086146255,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,14.477749654,0.0,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,14.547763717,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,14.547763717,0.3398005811851604,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,14.547763717,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,14.547763717,1.3292017873495838,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,14.547763717,0.0,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,14.61987794,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,14.61987794,0.3467395490169014,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,14.61987794,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,14.61987794,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,14.61987794,0.0,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,15.254770873,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,15.254770873,0.39682599242395605,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,15.254770873,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,15.254770873,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,15.254770873,0.2436341988360889,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,21.487512265,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,21.487512265,0.416913002646939,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,21.487512265,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,21.487512265,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,21.487512265,0.4872683976721778,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,25.015278263,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,25.015278263,0.49714297225787885,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,25.015278263,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,25.015278263,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,25.015278263,0.7309025965082667,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,29.13338494,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,29.13338494,0.5172299824808617,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,29.13338494,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,29.13338494,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,29.13338494,0.9745367953443556,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,33.18722047,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,33.18722047,0.593042555903682,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,33.18722047,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,33.18722047,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,33.18722047,1.2181709941804444,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,36.688831667,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,36.688831667,0.6688551293265024,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,36.688831667,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,36.688831667,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,36.688831667,1.4618051930165332,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,40.443715822,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,40.443715822,0.7505466926087743,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,40.443715822,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,40.443715822,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,40.443715822,1.708731181663879,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,43.825231089,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,43.825231089,0.7639456447744658,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,43.825231089,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,43.825231089,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,43.825231089,1.9523653804999679,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,47.34662749,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,47.34662749,0.8553256686881354,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,47.34662749,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,47.34662749,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,47.34662749,2.195999579336057,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,51.066765732,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,51.066765732,0.946705692601805,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,51.066765732,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,51.066765732,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,51.066765732,2.439633778172146,1,planned work in measured completion order
queue_haul_deadline_blind,kv:pool/east,54.366087069,0.9517426273458445,1,planned work in measured completion order
queue_haul_deadline_blind,service:pool/germany:0,54.366087069,0.9596243320969402,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/east:replay,54.366087069,1.010313249715498,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:replay,54.366087069,1.4621219660845421,1,planned work in measured completion order
queue_haul_deadline_blind,migration:pool/germany:kv_transfer,54.366087069,2.686559766819492,1,planned work in measured completion order
