policy,shed_fraction,slack_multiplier,status,safe,failure_mode,rounded_shed_achieved,rounded_shed_target,rounded_shed_ratio,mean_delay,p50_delay,p95_delay,p99_delay,p95_normalized_delay,miss_rate,max_net_busy,max_prefill_busy,replay_shed_frac,state_shed_frac,fractional_max_net_busy_proxy,fractional_max_prefill_busy_proxy,objective
mixed-greedy,0.3,0.25,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,19.677752872386037,21.277547735870225,27.79147077051085,35.69269336915428,2.0298090081854303,0.5466666666666666,4.630802750855972e-05,0.5949092616913989,1.0,0.0,4.810942280206625e-05,0.642205465936673,9.282866946201533
replay-only,0.3,0.25,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,19.677752872386037,21.277547735870225,27.79147077051085,35.69269336915428,2.0298090081854303,0.5466666666666666,4.630802750855972e-05,0.5949092616913989,1.0,0.0,4.810942280206625e-05,0.642205465936673,9.282866946201533
state-only,0.3,0.25,INFEASIBLE,False,infeasible,nan,375.8943614457832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.3,0.25,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,14.888799149472828,16.868694537415035,21.386853512350267,29.10696863300343,1.3679751568945064,0.11267605633802817,0.34129079526486,0.5019713421855068,0.8449294387922546,0.15507056120774537,0.3412907952648603,0.5019713421855063,nan
CVXPY-rounded,0.4,0.25,UNSAFE,False,slack misses,501.2048192771084,501.19248192771096,1.0000246159905473,31.41142605714645,37.10419164372577,51.23299801267357,51.998802149201246,5.223775688983201,0.9137931034482759,0.41339235816543796,0.8291211537585251,0.9484923076923076,0.05150769230769233,0.41430519247999303,0.8430516693115971,22.122553780611938
deadline-aware-m0.8-rounded,0.4,0.25,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.8621402226787
deadline-aware-m1.0-rounded,0.4,0.25,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.884922963786
mirror-descent-rounded,0.4,0.25,UNSAFE,False,slack misses,501.2048192771084,501.19248192771096,1.0000246159905473,36.86403611418867,43.680745753253504,59.221727678408335,60.00085014774519,6.284628580267202,0.8983050847457628,0.551165361396828,0.9413981755705942,0.9313230769230768,0.06867692307692312,0.535182421430831,0.9125374748037306,22.844866726461067
crossover-greedy,0.4,0.25,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,35.54015571048382,41.09859310233819,58.516226440765934,62.26254786462152,7.139071053023703,0.9557522123893806,0.00011841477592435346,1.0538007167419194,1.0,0.0,0.00011236923056492306,0.9999999981818182,57.328850630623805
mixed-greedy,0.4,0.25,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,35.54015571048382,41.09859310233819,58.516226440765934,62.26254786462152,7.139071053023703,0.9557522123893806,0.00011841477592435346,1.0538007167419194,1.0,0.0,0.00011236923056492306,0.9999999981818182,57.328850630623805
replay-only,0.4,0.25,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,35.54015571048382,41.09859310233819,58.516226440765934,62.26254786462152,7.139071053023703,0.9557522123893806,0.00011841477592435346,1.0538007167419194,1.0,0.0,0.00011236923056492306,0.9999999981818182,57.328850630623805
state-only,0.4,0.25,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.4,0.25,UNSAFE,False,slack misses,501.2048192771084,501.19248192771096,1.0000246159905473,21.690548888669674,20.01967038416904,41.200583320462016,46.00567866024248,5.21707366049264,0.603448275862069,0.5081712796526519,0.81283043649588,0.8618461538461537,0.13815384615384627,0.5081712796526515,0.8128304364958802,nan
CVXPY-rounded,0.5,0.25,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,43.67682484499281,41.336853121542504,81.52020693373962,83.43311399038103,8.200269054132038,0.9308176100628931,0.9186109775229777,0.9766843245876738,0.8168570303269005,0.1831429696730996,0.9237777941528298,0.9568877936002438,45.794409224998915
deadline-aware-m0.8-rounded,0.5,0.25,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.8850223977744
deadline-aware-m1.0-rounded,0.5,0.25,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.8867047686296
mirror-descent-rounded,0.5,0.25,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,38.60459923802754,33.9685893931631,79.48063245983413,81.22772702872403,8.67516491946949,0.9214285714285714,0.9645396445611295,0.9954187966890553,0.8122784560850729,0.1877215439149271,0.9274841587302765,0.9812987228145211,48.8616078481153
crossover-greedy,0.5,0.25,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,48.84107151076588,46.7132305441452,89.91335355164655,91.63537106438767,9.513034088586757,0.9451219512195121,1.056400297451881,1.0565855133875586,0.8076998818432455,0.19230011815675455,0.9999999984615385,0.9999999981818182,130.39715676263432
mixed-greedy,0.5,0.25,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,48.84107151076588,46.7132305441452,89.91335355164655,91.63537106438767,9.513034088586757,0.9451219512195121,1.056400297451881,1.0565855133875586,0.8076998818432455,0.19230011815675455,0.9999999984615385,0.9999999981818182,130.39715676263432
replay-only,0.5,0.25,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.5,0.25,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.5,0.25,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,36.3954045726349,37.3516813369297,61.991210054531486,79.75614526457869,7.0370533813383,0.9182389937106918,0.9863741364678938,0.9990822021423705,0.7839700669554943,0.2160299330445056,0.9863741364678947,0.9990822021423699,nan
CVXPY-rounded,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-aware-m0.8-rounded,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.7435185225347
deadline-aware-m1.0-rounded,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.8755091786161
mirror-descent-rounded,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
mixed-greedy,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.6,0.25,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CVXPY-rounded,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-aware-m0.8-rounded,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.76808617318244
deadline-aware-m1.0-rounded,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.8819169206945
mirror-descent-rounded,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
mixed-greedy,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.7,0.25,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CVXPY-rounded,0.2,0.5,UNSAFE,False,slack misses,250.60240963855424,250.59624096385548,1.0000246159905473,13.609914013027211,15.975351080572977,23.477884958588312,24.144776858856343,0.7636906244223824,0.025,0.00978577914716071,0.4004854383071097,0.9907692307692307,0.009230769230769228,1.8829387847656215e-05,0.37679871759673955,4.888895372104254
deadline-aware-m0.8-rounded,0.2,0.5,SAFE,True,,250.6024096385542,250.59624096385548,1.0000246159905473,18.28009185065142,20.21461410797408,38.934799032814446,44.20885315447966,0.7372608339480908,0.0,0.7890722932934976,0.3715789308770408,0.5750153846153845,0.42498461538461546,0.8177881421289231,0.37249991657512477,250.5962409639611
deadline-aware-m1.0-rounded,0.2,0.5,UNSAFE,False,network bottleneck,250.6024096385542,250.59624096385548,1.0000246159905473,20.70234364323445,21.361297749988744,53.25710410034548,66.45797725106462,1.015965685566702,0.05747126436781609,1.1126034729882595,0.5188958618530819,0.4152615384615385,0.5847384615384614,0.9971503598437952,0.32085063451959067,250.5962409652825
mirror-descent-rounded,0.2,0.5,SAFE,True,,250.6024096385542,250.59624096385548,1.0000246159905473,11.496324637825408,11.00784075141446,23.16230166855137,28.287522471132096,0.5067178846896357,0.0,3.6917764045413775e-05,0.4928096925558385,1.0,0.0,1.8842066536725372e-05,0.377279705604731,4.89040508639433
crossover-greedy,0.2,0.5,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.5410874534985448,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,4.102323868293839e-05,0.5476130574461244,5.076929170832277
mixed-greedy,0.2,0.5,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.5410874534985448,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,4.102323868293839e-05,0.5476130574461244,5.076929170832277
replay-only,0.2,0.5,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.5410874534985448,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,4.102323868293839e-05,0.5476130574461244,5.076929170832277
state-only,0.2,0.5,INFEASIBLE,False,infeasible,nan,250.59624096385548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.2,0.5,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,10.587453236013493,12.688802709525836,15.986612616952133,19.081650176092356,0.7631562271443734,0.0,0.2590129511331546,0.3393802558820635,0.8401230769230769,0.15987692307692303,0.25901295113315465,0.33938025588206344,nan
CVXPY-rounded,0.3,0.5,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,19.12633035923253,21.03667781128009,28.182612868207443,36.22995803341847,0.7375098357029884,0.028169014084507043,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.8152368182640804e-05,0.6422054736553486,7.131517969266882
deadline-aware-m0.8-rounded,0.3,0.5,UNSAFE,False,slack misses,375.91903614457834,375.8943614457832,1.0000656426414598,21.03421999465607,21.957599171073294,46.759690174722344,51.28887297546616,0.9504367950774326,0.043478260869565216,0.8617911727222205,0.4941415594574462,0.6715621923203151,0.3284378076796849,0.8182124152434478,0.5958324511670121,375.8943614458095
deadline-aware-m1.0-rounded,0.3,0.5,UNSAFE,False,network bottleneck,375.91903614457834,375.8943614457832,1.0000656426414598,20.629124587455085,20.69444166291951,48.766584353064076,55.73426944118854,1.473405055965837,0.10752688172043011,1.001100116566383,0.5975386366891994,0.6440761404660322,0.35592385953396777,0.9973062758510225,0.48431297389717276,375.89436144584784
mirror-descent-rounded,0.3,0.5,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,19.677752872386037,21.277547735870225,27.79147077051085,35.69269336915428,1.0149045040927152,0.05333333333333334,4.630802750855972e-05,0.5949092616913989,1.0,0.0,4.810942280206625e-05,0.642205465936673,7.131517368110127
crossover-greedy,0.3,0.5,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,20.188202654721046,21.160569129756936,39.90548802548713,48.77679151668391,0.9439067913005142,0.04,6.090244234413589e-05,0.812977564150226,1.0,0.0,5.190361646438124e-05,0.6928535877980794,7.195506648472622
mixed-greedy,0.3,0.5,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,19.677752872386037,21.277547735870225,27.79147077051085,35.69269336915428,1.0149045040927152,0.05333333333333334,4.630802750855972e-05,0.5949092616913989,1.0,0.0,4.810942280206625e-05,0.642205465936673,7.131517368110127
replay-only,0.3,0.5,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,19.677752872386037,21.277547735870225,27.79147077051085,35.69269336915428,1.0149045040927152,0.05333333333333334,4.630802750855972e-05,0.5949092616913989,1.0,0.0,4.810942280206625e-05,0.642205465936673,7.131517368110127
state-only,0.3,0.5,INFEASIBLE,False,infeasible,nan,375.8943614457832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.3,0.5,UNSAFE,False,slack misses,375.9190361445783,375.8943614457832,1.0000656426414596,15.443129099494666,17.17971483814803,22.682542295851697,29.65916213267396,0.6839875784472532,0.014084507042253521,0.38770562908142686,0.5326454685401829,0.8564161470298655,0.1435838529701346,0.3877056290814271,0.5326454685401828,nan
CVXPY-rounded,0.4,0.5,UNSAFE,False,slack misses,501.2048192771084,501.19248192771096,1.0000246159905473,34.731050069437636,38.750847873984,59.499953763528566,60.265757900056244,2.7523351201956383,0.6810344827586207,0.5511749540130212,0.7979685391215499,0.9313230769230768,0.06867692307692312,0.5494335219822859,0.8076657513104986,15.274296636129092
deadline-aware-m0.8-rounded,0.4,0.5,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,393.0567912789218
deadline-aware-m1.0-rounded,0.4,0.5,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,431.273522760119
mirror-descent-rounded,0.4,0.5,UNSAFE,False,slack misses,501.2048192771084,501.19248192771096,1.0000246159905473,41.66173428431397,43.99141119193448,73.27795231366441,74.04375645019205,3.60045084569251,0.6896551724137931,0.7808082631819541,0.8046170241551612,0.8855384615384615,0.11446153846153849,0.7376830253926216,0.7987319789227985,16.67281878155549
crossover-greedy,0.4,0.5,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,35.54015571048382,41.09859310233819,58.516226440765934,62.26254786462152,3.5695355265118516,0.7345132743362832,0.00011841477592435346,1.0538007167419194,1.0,0.0,0.00011236923056492306,0.9999999981818182,51.24487210863045
mixed-greedy,0.4,0.5,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,32.91612629029409,35.99210990206644,61.982629427237086,66.05250440065127,3.67636683488206,0.4789915966386555,0.0001256095759457132,1.117828920655992,1.0,0.0,0.00011236923056492306,0.9999999981818182,50.85024495789139
replay-only,0.4,0.5,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,32.91612629029409,35.99210990206644,61.982629427237086,66.05250440065127,3.67636683488206,0.4789915966386555,0.0001256095759457132,1.117828920655992,1.0,0.0,0.00011236923056492306,0.9999999981818182,50.85024495789139
state-only,0.4,0.5,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.4,0.5,UNSAFE,False,slack misses,501.2048192771084,501.19248192771096,1.0000246159905473,22.4929629014354,26.308136912201554,35.592389053753664,44.80381466514196,1.92377938308412,0.25,0.7475800606291276,0.7818663856359854,0.8044307692307692,0.19556923076923088,0.7475800606291275,0.7818663856359854,nan
CVXPY-rounded,0.5,0.5,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,43.95003248597429,42.343616725140755,81.68751890252463,86.76218054621,4.1242364195456265,0.7861635220125787,0.9302657854932904,0.9537316123064264,0.8076998818432454,0.19230011815675457,0.9145546577592565,0.9478623339713266,31.654140093681043
deadline-aware-m0.8-rounded,0.5,0.5,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,393.046063132976
deadline-aware-m1.0-rounded,0.5,0.5,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,431.2819000162202
mirror-descent-rounded,0.5,0.5,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,39.379960476343875,35.412288907048115,78.0074276758145,87.38598608533954,4.317213907636506,0.8,0.930258784302604,0.9695649542832643,0.7985427333595905,0.20145726664040958,0.9243970175584039,0.965991705466194,34.50377358493285
crossover-greedy,0.5,0.5,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,48.84107151076588,46.7132305441452,89.91335355164655,91.63537106438767,4.756517044293378,0.8292682926829268,1.056400297451881,1.0565855133875586,0.8076998818432455,0.19230011815675455,0.9999999984615385,0.9999999981818182,117.30262166531244
mixed-greedy,0.5,0.5,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,46.25345396702348,44.46078566616553,86.53320442125182,87.58535271317676,4.357503650540722,0.7924528301886793,1.0104691489763946,1.016036841580377,0.8351713272942104,0.1648286727057896,0.9999999984615384,0.9999999981818182,98.68115466082729
replay-only,0.5,0.5,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.5,0.5,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.5,0.5,UNSAFE,False,network bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,34.70938547689378,30.314431907037523,73.32648973104004,76.02825691674128,4.0094820600627825,0.6037735849056604,0.9990555552056997,0.9975994461562568,0.788400945254037,0.21159905474596288,0.9990555552057001,0.9975994461562564,nan
CVXPY-rounded,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-aware-m0.8-rounded,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,393.0419785887515
deadline-aware-m1.0-rounded,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,431.2902117752492
mirror-descent-rounded,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
mixed-greedy,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.6,0.5,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CVXPY-rounded,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-aware-m0.8-rounded,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,393.04087550601287
deadline-aware-m1.0-rounded,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,431.2772064743169
mirror-descent-rounded,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
mixed-greedy,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.7,0.5,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CVXPY-rounded,0.2,1.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,13.609914013027211,15.975351080572977,23.477884958588312,24.144776858856343,0.3818453122111912,0.0,0.00978577914716071,0.4004854383071097,0.9907692307692307,0.009230769230769228,1.9785389882800704e-05,0.39542357946985834,4.396547288824987
