source_length_tercile,grid_offset,bin,n,mean_predicted_p,observed_rate,mean_bias
swe-agent x medium,8,2,796,0.28026535348856835,0.8969849246231156,-0.6167195711345472
swe-agent x medium,8,3,457,0.38616632365542636,0.912472647702407,-0.5263063240469806
swe-agent x medium,8,4,7900,0.4627869633702982,0.8941772151898734,-0.4313902518195752
swe-agent x medium,8,5,61407,0.5497292558118652,0.7417395410946634,-0.1920102852827983
swe-agent x medium,8,6,43988,0.6457083828710907,0.848254069291625,-0.20254568642053428
swe-agent x medium,8,7,55217,0.7553555923562799,0.8834416936812938,-0.12808610132501386
swe-agent x medium,8,8,9653,0.8395178519735734,0.9826996788563142,-0.14318182688274073
swe-agent x medium,8,9,8362,1.0,0.9946185123176273,0.0053814876823726765
swe-agent x medium,16,4,344,0.4488471162777029,1.0,-0.5511528837222971
swe-agent x medium,16,5,1647,0.5624401630651975,0.9975713418336369,-0.43513117876843943
swe-agent x medium,16,6,7974,0.6633241655272968,0.9979934788061199,-0.3346693132788231
swe-agent x medium,16,7,49551,0.7702674606287383,0.9873060079514036,-0.21703854732266525
swe-agent x medium,16,8,96798,0.8452423996606849,0.9895039153701523,-0.14426151570946733
swe-agent x medium,16,9,30817,1.0,0.9997728526462667,0.00022714735373330353
swe-agent x medium,32,5,25,0.5985791118732655,1.0,-0.4014208881267345
swe-agent x medium,32,6,604,0.6484025648587841,1.0,-0.3515974351412159
swe-agent x medium,32,7,1575,0.7632484209918572,1.0,-0.2367515790081428
swe-agent x medium,32,8,7729,0.8575130759181651,1.0,-0.14248692408183494
swe-agent x medium,32,9,172228,1.0,1.0,0.0
swe-agent x medium,64,8,347,0.8808742502763958,1.0,-0.11912574972360424
swe-agent x medium,64,9,163978,1.0,1.0,0.0
swe-agent x short,1,0,51067,0.0,0.13386335598331603,-0.13386335598331603
swe-agent x short,1,1,33018,0.13992650235921986,0.2408080440971591,-0.10088154173793926
swe-agent x short,1,2,3970,0.23797303303864642,0.5022670025188917,-0.26429396948024525
swe-agent x short,1,3,265,0.3273517556432515,0.6113207547169811,-0.28396899907372963
swe-agent x short,1,4,22,0.42004341729812666,0.36363636363636365,0.05640705366176302
swe-agent x short,1,5,183,0.5336009366489286,0.9180327868852459,-0.3844318502363173
swe-agent x short,1,6,20,0.6468873852317243,0.9,-0.25311261476827573
swe-agent x short,1,7,33,0.7697101326196102,1.0,-0.2302898673803898
swe-agent x short,1,8,3,0.8072798963388603,1.0,-0.19272010366113967
swe-agent x short,2,0,17519,0.0,0.05548261887094012,-0.05548261887094012
swe-agent x short,2,1,12809,0.15997289330054829,0.3442891716761652,-0.1843162783756169
swe-agent x short,2,2,46560,0.24972194962815447,0.6005798969072165,-0.350857947279062
swe-agent x short,2,3,10321,0.34066204563290714,0.7333591706230016,-0.39269712499009446
swe-agent x short,2,4,893,0.438088195267079,0.8801791713325868,-0.44209097606550785
swe-agent x short,2,5,223,0.5232578581729682,0.9282511210762332,-0.404993262903265
swe-agent x short,2,6,179,0.62876973132764,0.9441340782122905,-0.3153643468846504
swe-agent x short,2,7,44,0.7571660714036174,1.0,-0.24283392859638264
swe-agent x short,2,8,31,0.8266124480616877,1.0,-0.17338755193831235
swe-agent x short,2,9,2,1.0,1.0,0.0
swe-agent x short,4,1,6892,0.19345262463616672,0.2640742890307603,-0.07062166439459358
swe-agent x short,4,2,15407,0.25279886611780333,0.48945284610891154,-0.2366539799911082
swe-agent x short,4,3,7486,0.3673184740220075,0.9006144803633449,-0.5332960063413374
swe-agent x short,4,4,18718,0.4485498752215498,0.949887808526552,-0.5013379333050021
swe-agent x short,4,5,38711,0.5180609097255476,0.9429619488000827,-0.424901039074535
swe-agent x short,4,6,998,0.6251706687510031,0.9979959919839679,-0.3728253232329648
swe-agent x short,4,7,286,0.755472861185812,1.0,-0.24452713881418797
swe-agent x short,4,8,63,0.8431201812551037,1.0,-0.15687981874489632
swe-agent x short,4,9,20,1.0,1.0,0.0
swe-agent x short,8,2,2,0.2921242817252136,1.0,-0.7078757182747863
swe-agent x short,8,3,25,0.39563710773709265,1.0,-0.6043628922629074
swe-agent x short,8,4,627,0.46495620102267987,1.0,-0.5350437989773201
swe-agent x short,8,5,28076,0.5520761275621128,0.9806952557344351,-0.4286191281723223
swe-agent x short,8,6,24258,0.6465362548337195,0.9999175529722154,-0.35338129813849595
swe-agent x short,8,7,35025,0.7543412031756871,0.9998857958601,-0.24554459268441287
swe-agent x short,8,8,475,0.8363877506318981,1.0,-0.16361224936810193
swe-agent x short,8,9,91,1.0,1.0,0.0
swe-agent x short,16,5,138,0.5771606189308829,1.0,-0.4228393810691171
swe-agent x short,16,6,587,0.6583874424266919,1.0,-0.3416125575733081
swe-agent x short,16,7,16848,0.783986238948572,1.0,-0.216013761051428
swe-agent x short,16,8,68012,0.8440632107777983,1.0,-0.15593678922220167
swe-agent x short,16,9,2972,1.0,1.0,0.0
swe-agent x short,32,7,152,0.7630263335822977,1.0,-0.23697366641770234
swe-agent x short,32,8,680,0.8482851308052817,1.0,-0.15171486919471833
swe-agent x short,32,9,87465,1.0,1.0,0.0
swe-agent x short,64,9,86101,1.0,1.0,0.0
terminalbench x long,1,0,10356,0.0,0.08999613750482811,-0.08999613750482811
terminalbench x long,1,1,15621,0.1342274843993001,0.0940400742590103,0.0401874101402898
terminalbench x long,1,2,3285,0.2518368972136982,0.17595129375951293,0.07588560345418524
terminalbench x long,1,3,1728,0.3409944885805227,0.2847222222222222,0.056272266358300516
terminalbench x long,1,4,563,0.4472340008252512,0.2966252220248668,0.15060877880038442
terminalbench x long,1,5,1859,0.5298538260160989,0.4744486282947821,0.055405197721316746
terminalbench x long,1,6,324,0.6473334006002173,0.904320987654321,-0.25698758705410374
terminalbench x long,1,7,75,0.7371750250221099,0.36,0.37717502502210987
terminalbench x long,2,0,999,0.0,0.09309309309309309,-0.09309309309309309
terminalbench x long,2,1,12579,0.15621629994801223,0.16758088878289212,-0.011364588834879896
terminalbench x long,2,2,11796,0.2577843159646942,0.12377076975245846,0.13401354621223574
terminalbench x long,2,3,3761,0.34173067641763477,0.2701409199680936,0.07158975644954119
terminalbench x long,2,4,1357,0.44355027740269515,0.39572586588061903,0.047824411522076116
terminalbench x long,2,5,2385,0.5499848538226082,0.4951781970649895,0.0548066567576187
terminalbench x long,2,6,468,0.6396995656646869,0.7286324786324786,-0.08893291296779171
terminalbench x long,2,7,449,0.761083783319875,0.8997772828507795,-0.13869349953090448
terminalbench x long,2,8,17,0.8120960114784749,1.0,-0.18790398852152512
terminalbench x long,4,1,1786,0.17710535596207,0.1702127659574468,0.006892590004623195
terminalbench x long,4,2,9999,0.265358503430741,0.2625262526252625,0.002832250805478498
terminalbench x long,4,3,5884,0.35354993500231024,0.29418762746431,0.05936230753800026
terminalbench x long,4,4,8734,0.43511301335197017,0.21582321960155712,0.21928979375041305
terminalbench x long,4,5,4066,0.5354429621641935,0.40826364977865226,0.12717931238554125
terminalbench x long,4,6,2054,0.6457660044491828,0.6207400194741967,0.025025984974986093
terminalbench x long,4,7,728,0.750194651440975,0.7554945054945055,-0.005299854053530506
terminalbench x long,4,8,536,0.8471072489423738,0.8694029850746269,-0.022295736132253108
terminalbench x long,4,9,24,1.0,0.7083333333333334,0.29166666666666663
terminalbench x long,8,2,283,0.2913065329024412,0.3498233215547703,-0.05851678865232912
terminalbench x long,8,3,2902,0.3444101137837285,0.3270158511371468,0.01739426264658167
terminalbench x long,8,4,7366,0.4512422538185186,0.4389084985066522,0.012333755311866423
terminalbench x long,8,5,8732,0.5447991498668869,0.49702244617498853,0.0477767036918984
terminalbench x long,8,6,9339,0.6352957371397867,0.43484313095620514,0.20045260618358157
terminalbench x long,8,7,2875,0.7536648527742404,0.672,0.0816648527742404
terminalbench x long,8,8,1066,0.8408447349817763,0.8433395872420263,-0.0024948522602500356
terminalbench x long,8,9,1238,1.0,0.875605815831987,0.12439418416801296
terminalbench x long,16,4,44,0.4580725578238473,1.0,-0.5419274421761526
terminalbench x long,16,5,4858,0.5551159398273713,0.5331412103746398,0.02197472945273149
terminalbench x long,16,6,6950,0.6471263082290399,0.6558273381294965,-0.008701029900456514
terminalbench x long,16,7,7893,0.755414849704437,0.7241859875839352,0.0312288621205018
terminalbench x long,16,8,10289,0.8252509983728308,0.7315579745359121,0.09369302383691869
terminalbench x long,16,9,3677,1.0,0.8961109600217568,0.10388903997824317
terminalbench x long,32,6,343,0.6733318425926132,0.6559766763848397,0.017355166207773554
terminalbench x long,32,7,5123,0.7641983840898399,0.7358969353894202,0.028301448700419618
terminalbench x long,32,8,8002,0.8460893799948331,0.8574106473381654,-0.011321267343332275
terminalbench x long,32,9,18848,1.0,0.9170203735144312,0.08297962648556878
terminalbench x long,64,7,112,0.7800322623742033,0.8303571428571429,-0.050324880482939593
terminalbench x long,64,8,711,0.8480509398819223,0.8551336146272855,-0.007082674745363282
terminalbench x long,64,9,25427,1.0,0.9519801785503599,0.04801982144964012
terminalbench x medium,1,0,1352,0.0,0.40606508875739644,-0.40606508875739644
terminalbench x medium,1,1,5600,0.1378237387303311,0.3105357142857143,-0.1727119755553832
terminalbench x medium,1,2,645,0.24251778859941142,0.6263565891472869,-0.38383880054787545
terminalbench x medium,1,3,147,0.330870583454502,0.6802721088435374,-0.3494015253890354
terminalbench x medium,1,4,23,0.42867867115028385,0.9130434782608695,-0.48436480711058566
terminalbench x medium,1,5,32,0.554351942373042,0.75,-0.19564805762695803
terminalbench x medium,1,6,21,0.6419908454370192,0.9047619047619048,-0.26277105932488554
terminalbench x medium,1,7,25,0.7560969807952472,0.8,-0.04390301920475281
terminalbench x medium,2,1,186,0.17451830983558814,0.7956989247311828,-0.6211806148955946
terminalbench x medium,2,2,5720,0.2588240140719278,0.512062937062937,-0.25323892299100925
terminalbench x medium,2,3,1432,0.3371672968777061,0.7192737430167597,-0.38210644613905365
terminalbench x medium,2,4,289,0.44200078502848683,0.7162629757785467,-0.27426219075005986
terminalbench x medium,2,5,134,0.5225147257293912,0.746268656716418,-0.22375393098702678
terminalbench x medium,2,6,35,0.6403729827197373,0.8285714285714286,-0.18819844585169132
terminalbench x medium,2,7,43,0.7663910301727014,1.0,-0.23360896982729862
terminalbench x medium,2,8,6,0.8135714555676158,1.0,-0.1864285444323842
terminalbench x medium,4,1,7,0.1834200953014163,1.0,-0.8165799046985837
terminalbench x medium,4,2,89,0.2883450993709315,0.898876404494382,-0.6105313051234504
terminalbench x medium,4,3,970,0.3752832046001863,0.877319587628866,-0.5020363830286796
terminalbench x medium,4,4,4803,0.4309032287131464,0.7641057672288153,-0.3332025385156689
terminalbench x medium,4,5,1634,0.5329770702837632,0.8433292533659731,-0.3103521830822099
terminalbench x medium,4,6,231,0.649860918200695,0.9393939393939394,-0.2895330211932444
terminalbench x medium,4,7,77,0.7592789411975189,0.987012987012987,-0.22773404581546808
terminalbench x medium,4,8,32,0.82297001343687,1.0,-0.17702998656312996
terminalbench x medium,4,9,2,1.0,1.0,0.0
terminalbench x medium,8,3,7,0.3271992911435068,1.0,-0.6728007088564931
terminalbench x medium,8,4,33,0.4751837151381578,1.0,-0.5248162848618422
terminalbench x medium,8,5,1321,0.5609378502705197,0.991672975018925,-0.43073512474840536
terminalbench x medium,8,6,5443,0.6325187231751962,0.9639904464449752,-0.33147172326977903
terminalbench x medium,8,7,856,0.7531009463714047,0.985981308411215,-0.23288036203981033
terminalbench x medium,8,8,109,0.8347061486909446,1.0,-0.16529385130905538
terminalbench x medium,8,9,27,1.0,1.0,0.0
terminalbench x medium,16,5,11,0.5563777213415765,1.0,-0.4436222786584235
terminalbench x medium,16,6,138,0.6773218171925783,1.0,-0.32267818280742167
terminalbench x medium,16,7,1433,0.7690274447550005,1.0,-0.2309725552449995
terminalbench x medium,16,8,5778,0.8188123718578809,0.9993077189338871,-0.18049534707600623
terminalbench x medium,16,9,205,1.0,1.0,0.0
terminalbench x medium,32,6,5,0.6780074214945696,1.0,-0.3219925785054304
terminalbench x medium,32,7,8,0.7762255311535637,1.0,-0.22377446884643626
terminalbench x medium,32,8,186,0.8719007890930767,1.0,-0.12809921090692333
terminalbench x medium,32,9,6368,1.0,1.0,0.0
terminalbench x medium,64,9,4539,1.0,1.0,0.0
terminalbench x short,1,0,557,0.0,0.8366247755834829,-0.8366247755834829
terminalbench x short,1,1,1566,0.12077650806014807,0.6749680715197957,-0.5541915634596476
terminalbench x short,1,2,35,0.2378696486827407,0.9142857142857143,-0.6764160656029736
terminalbench x short,1,3,10,0.3046695239980103,1.0,-0.6953304760019897
terminalbench x short,2,2,1394,0.2610278517063792,0.9053084648493543,-0.6442806131429751
terminalbench x short,2,3,695,0.3340758083970075,0.9525179856115108,-0.6184421772145032
terminalbench x short,2,4,66,0.4478652444324387,0.9848484848484849,-0.5369832404160462
terminalbench x short,2,5,13,0.50750997306212,0.9230769230769231,-0.41556695001480315
terminalbench x short,4,3,1,0.39077994438304264,1.0,-0.6092200556169574
terminalbench x short,4,4,1361,0.4283669245319066,0.9977957384276267,-0.5694288138957201
terminalbench x short,4,5,726,0.5277416639793834,1.0,-0.4722583360206166
terminalbench x short,4,6,80,0.6545633249264514,1.0,-0.3454366750735486
terminalbench x short,8,5,1,0.5916498313396406,1.0,-0.40835016866035945
terminalbench x short,8,6,1747,0.6336695010527285,1.0,-0.36633049894727154
terminalbench x short,8,7,396,0.7572823838858233,1.0,-0.24271761611417675
terminalbench x short,8,8,1,0.8023808235068138,1.0,-0.19761917649318617
terminalbench x short,16,7,53,0.7989648979891132,1.0,-0.2010351020108868
terminalbench x short,16,8,1983,0.817304364520979,1.0,-0.182695635479021
terminalbench x short,16,9,6,1.0,1.0,0.0
terminalbench x short,32,9,1649,1.0,1.0,0.0
terminalbench x short,64,9,1380,1.0,1.0,0.0
