model,tokens,retained_tokens,bandwidth_gbps,rtt_ms,kv_bytes_per_token,context_MB,kv_GB,context_transfer_s,kv_transfer_s,prefill_tok_s,context_plus_recompute_s,breakeven_prefill_tok_s
2T_MoE_moderate_GQA,1000,1000,1.0,30.0,393216,0.004,0.393216,0.030032,3.175728,100000.0,0.040032,317.8946725939188
2T_MoE_moderate_GQA,1000,1000,3.0,30.0,393216,0.004,0.393216,0.030010666666666665,1.078576,,,953.6840177817564
2T_MoE_moderate_GQA,1000,1000,3.0,30.0,393216,0.004,0.393216,0.030010666666666665,1.078576,300.0,3.363344,953.6840177817564
2T_MoE_moderate_GQA,1000,1000,3.0,30.0,393216,0.004,0.393216,0.030010666666666665,1.078576,1000.0,1.0300106666666666,953.6840177817564
2T_MoE_moderate_GQA,1000,1000,3.0,30.0,393216,0.004,0.393216,0.030010666666666665,1.078576,3000.0,0.363344,953.6840177817564
2T_MoE_moderate_GQA,1000,1000,3.0,30.0,393216,0.004,0.393216,0.030010666666666665,1.078576,10000.0,0.13001066666666666,953.6840177817564
2T_MoE_moderate_GQA,1000,1000,3.0,30.0,393216,0.004,0.393216,0.030010666666666665,1.078576,30000.0,0.063344,953.6840177817564
2T_MoE_moderate_GQA,1000,1000,3.0,30.0,393216,0.004,0.393216,0.030010666666666665,1.078576,100000.0,0.04001066666666667,953.6840177817564
2T_MoE_moderate_GQA,1000,1000,10.0,30.0,393216,0.004,0.393216,0.030003199999999997,0.3445728,,,3178.946725939188
2T_MoE_moderate_GQA,1000,1000,10.0,30.0,393216,0.004,0.393216,0.030003199999999997,0.3445728,300.0,3.3633365333333334,3178.946725939188
2T_MoE_moderate_GQA,1000,1000,10.0,30.0,393216,0.004,0.393216,0.030003199999999997,0.3445728,1000.0,1.0300032,3178.946725939188
2T_MoE_moderate_GQA,1000,1000,10.0,30.0,393216,0.004,0.393216,0.030003199999999997,0.3445728,3000.0,0.3633365333333333,3178.946725939188
2T_MoE_moderate_GQA,1000,1000,10.0,30.0,393216,0.004,0.393216,0.030003199999999997,0.3445728,10000.0,0.1300032,3178.946725939188
2T_MoE_moderate_GQA,1000,1000,10.0,30.0,393216,0.004,0.393216,0.030003199999999997,0.3445728,30000.0,0.06333653333333333,3178.946725939188
2T_MoE_moderate_GQA,1000,1000,10.0,30.0,393216,0.004,0.393216,0.030003199999999997,0.3445728,100000.0,0.040003199999999996,3178.946725939188
2T_MoE_moderate_GQA,1000,1000,25.0,30.0,393216,0.004,0.393216,0.030001279999999998,0.15582912,,,7947.36681484797
2T_MoE_moderate_GQA,1000,1000,25.0,30.0,393216,0.004,0.393216,0.030001279999999998,0.15582912,300.0,3.3633346133333335,7947.36681484797
2T_MoE_moderate_GQA,1000,1000,25.0,30.0,393216,0.004,0.393216,0.030001279999999998,0.15582912,1000.0,1.03000128,7947.36681484797
2T_MoE_moderate_GQA,1000,1000,25.0,30.0,393216,0.004,0.393216,0.030001279999999998,0.15582912,3000.0,0.36333461333333333,7947.36681484797
2T_MoE_moderate_GQA,1000,1000,25.0,30.0,393216,0.004,0.393216,0.030001279999999998,0.15582912,10000.0,0.13000128,7947.36681484797
2T_MoE_moderate_GQA,1000,1000,25.0,30.0,393216,0.004,0.393216,0.030001279999999998,0.15582912,30000.0,0.06333461333333333,7947.36681484797
2T_MoE_moderate_GQA,1000,1000,25.0,30.0,393216,0.004,0.393216,0.030001279999999998,0.15582912,100000.0,0.04000128,7947.36681484797
2T_MoE_moderate_GQA,1000,1000,40.0,30.0,393216,0.004,0.393216,0.030000799999999998,0.1086432,,,12715.786903756753
2T_MoE_moderate_GQA,1000,1000,40.0,30.0,393216,0.004,0.393216,0.030000799999999998,0.1086432,300.0,3.3633341333333333,12715.786903756753
2T_MoE_moderate_GQA,1000,1000,40.0,30.0,393216,0.004,0.393216,0.030000799999999998,0.1086432,1000.0,1.0300008,12715.786903756753
2T_MoE_moderate_GQA,1000,1000,40.0,30.0,393216,0.004,0.393216,0.030000799999999998,0.1086432,3000.0,0.3633341333333333,12715.786903756753
2T_MoE_moderate_GQA,1000,1000,40.0,30.0,393216,0.004,0.393216,0.030000799999999998,0.1086432,10000.0,0.1300008,12715.786903756753
2T_MoE_moderate_GQA,1000,1000,40.0,30.0,393216,0.004,0.393216,0.030000799999999998,0.1086432,30000.0,0.06333413333333333,12715.786903756753
2T_MoE_moderate_GQA,1000,1000,40.0,30.0,393216,0.004,0.393216,0.030000799999999998,0.1086432,100000.0,0.040000799999999996,12715.786903756753
2T_MoE_moderate_GQA,1000,1000,100.0,30.0,393216,0.004,0.393216,0.03000032,0.061457279999999996,,,31789.467259391888
2T_MoE_moderate_GQA,1000,1000,100.0,30.0,393216,0.004,0.393216,0.03000032,0.061457279999999996,300.0,3.3633336533333336,31789.467259391888
2T_MoE_moderate_GQA,1000,1000,100.0,30.0,393216,0.004,0.393216,0.03000032,0.061457279999999996,1000.0,1.03000032,31789.467259391888
2T_MoE_moderate_GQA,1000,1000,100.0,30.0,393216,0.004,0.393216,0.03000032,0.061457279999999996,3000.0,0.36333365333333334,31789.467259391888
2T_MoE_moderate_GQA,1000,1000,100.0,30.0,393216,0.004,0.393216,0.03000032,0.061457279999999996,10000.0,0.13000032,31789.467259391888
2T_MoE_moderate_GQA,1000,1000,100.0,30.0,393216,0.004,0.393216,0.03000032,0.061457279999999996,30000.0,0.06333365333333334,31789.467259391888
2T_MoE_moderate_GQA,1000,1000,100.0,30.0,393216,0.004,0.393216,0.03000032,0.061457279999999996,100000.0,0.04000032,31789.467259391888
2T_MoE_moderate_GQA,1000,1000,400.0,30.0,393216,0.004,0.393216,0.03000008,0.03786432,,,127157.86903756749
2T_MoE_moderate_GQA,1000,1000,400.0,30.0,393216,0.004,0.393216,0.03000008,0.03786432,300.0,3.3633334133333337,127157.86903756749
2T_MoE_moderate_GQA,1000,1000,400.0,30.0,393216,0.004,0.393216,0.03000008,0.03786432,1000.0,1.03000008,127157.86903756749
2T_MoE_moderate_GQA,1000,1000,400.0,30.0,393216,0.004,0.393216,0.03000008,0.03786432,3000.0,0.3633334133333333,127157.86903756749
2T_MoE_moderate_GQA,1000,1000,400.0,30.0,393216,0.004,0.393216,0.03000008,0.03786432,10000.0,0.13000008000000002,127157.86903756749
2T_MoE_moderate_GQA,1000,1000,400.0,30.0,393216,0.004,0.393216,0.03000008,0.03786432,30000.0,0.06333341333333334,127157.86903756749
2T_MoE_moderate_GQA,1000,1000,400.0,30.0,393216,0.004,0.393216,0.03000008,0.03786432,100000.0,0.04000008,127157.86903756749
2T_MoE_moderate_GQA,1000,1000,800.0,30.0,393216,0.004,0.393216,0.03000004,0.033932159999999996,,,254315.73807513522
2T_MoE_moderate_GQA,1000,1000,800.0,30.0,393216,0.004,0.393216,0.03000004,0.033932159999999996,300.0,3.3633333733333335,254315.73807513522
2T_MoE_moderate_GQA,1000,1000,800.0,30.0,393216,0.004,0.393216,0.03000004,0.033932159999999996,1000.0,1.03000004,254315.73807513522
2T_MoE_moderate_GQA,1000,1000,800.0,30.0,393216,0.004,0.393216,0.03000004,0.033932159999999996,3000.0,0.3633333733333333,254315.73807513522
2T_MoE_moderate_GQA,1000,1000,800.0,30.0,393216,0.004,0.393216,0.03000004,0.033932159999999996,10000.0,0.13000004,254315.73807513522
2T_MoE_moderate_GQA,1000,1000,800.0,30.0,393216,0.004,0.393216,0.03000004,0.033932159999999996,30000.0,0.06333337333333333,254315.73807513522
2T_MoE_moderate_GQA,1000,1000,800.0,30.0,393216,0.004,0.393216,0.03000004,0.033932159999999996,100000.0,0.04000004,254315.73807513522
2T_MoE_moderate_GQA,1124,1124,0.1,30.0,393216,0.004496,0.441974784,0.03035968,35.387982720000004,,,31.789467259391873
2T_MoE_moderate_GQA,1124,1124,0.1,30.0,393216,0.004496,0.441974784,0.03035968,35.387982720000004,300.0,3.7770263466666667,31.789467259391873
2T_MoE_moderate_GQA,1124,1124,0.1,30.0,393216,0.004496,0.441974784,0.03035968,35.387982720000004,1000.0,1.1543596800000002,31.789467259391873
2T_MoE_moderate_GQA,1124,1124,0.1,30.0,393216,0.004496,0.441974784,0.03035968,35.387982720000004,3000.0,0.40502634666666665,31.789467259391873
2T_MoE_moderate_GQA,1124,1124,0.1,30.0,393216,0.004496,0.441974784,0.03035968,35.387982720000004,10000.0,0.14275968,31.789467259391873
2T_MoE_moderate_GQA,1124,1124,0.1,30.0,393216,0.004496,0.441974784,0.03035968,35.387982720000004,30000.0,0.06782634666666668,31.789467259391873
2T_MoE_moderate_GQA,1124,1124,0.1,30.0,393216,0.004496,0.441974784,0.03035968,35.387982720000004,100000.0,0.04159968,31.789467259391873
2T_MoE_moderate_GQA,1124,1124,0.5,30.0,393216,0.004496,0.441974784,0.030071936,7.101596544,,,158.94733629695938
2T_MoE_moderate_GQA,1124,1124,0.5,30.0,393216,0.004496,0.441974784,0.030071936,7.101596544,300.0,3.7767386026666667,158.94733629695938
2T_MoE_moderate_GQA,1124,1124,0.5,30.0,393216,0.004496,0.441974784,0.030071936,7.101596544,1000.0,1.154071936,158.94733629695938
2T_MoE_moderate_GQA,1124,1124,0.5,30.0,393216,0.004496,0.441974784,0.030071936,7.101596544,3000.0,0.40473860266666667,158.94733629695938
2T_MoE_moderate_GQA,1124,1124,0.5,30.0,393216,0.004496,0.441974784,0.030071936,7.101596544,10000.0,0.142471936,158.94733629695938
2T_MoE_moderate_GQA,1124,1124,0.5,30.0,393216,0.004496,0.441974784,0.030071936,7.101596544,30000.0,0.06753860266666667,158.94733629695938
2T_MoE_moderate_GQA,1124,1124,0.5,30.0,393216,0.004496,0.441974784,0.030071936,7.101596544,100000.0,0.041311936,158.94733629695938
2T_MoE_moderate_GQA,1124,1124,1.0,30.0,393216,0.004496,0.441974784,0.030035968,3.565798272,,,317.8946725939188
2T_MoE_moderate_GQA,1124,1124,1.0,30.0,393216,0.004496,0.441974784,0.030035968,3.565798272,300.0,3.7767026346666666,317.8946725939188
2T_MoE_moderate_GQA,1124,1124,1.0,30.0,393216,0.004496,0.441974784,0.030035968,3.565798272,1000.0,1.154035968,317.8946725939188
2T_MoE_moderate_GQA,1124,1124,1.0,30.0,393216,0.004496,0.441974784,0.030035968,3.565798272,3000.0,0.40470263466666667,317.8946725939188
2T_MoE_moderate_GQA,1124,1124,1.0,30.0,393216,0.004496,0.441974784,0.030035968,3.565798272,10000.0,0.142435968,317.8946725939188
2T_MoE_moderate_GQA,1124,1124,1.0,30.0,393216,0.004496,0.441974784,0.030035968,3.565798272,30000.0,0.06750263466666667,317.8946725939188
2T_MoE_moderate_GQA,1124,1124,1.0,30.0,393216,0.004496,0.441974784,0.030035968,3.565798272,100000.0,0.041275967999999996,317.8946725939188
2T_MoE_moderate_GQA,1124,1124,3.0,30.0,393216,0.004496,0.441974784,0.030011989333333332,1.208599424,,,953.6840177817563
2T_MoE_moderate_GQA,1124,1124,3.0,30.0,393216,0.004496,0.441974784,0.030011989333333332,1.208599424,300.0,3.776678656,953.6840177817563
2T_MoE_moderate_GQA,1124,1124,3.0,30.0,393216,0.004496,0.441974784,0.030011989333333332,1.208599424,1000.0,1.1540119893333334,953.6840177817563
2T_MoE_moderate_GQA,1124,1124,3.0,30.0,393216,0.004496,0.441974784,0.030011989333333332,1.208599424,3000.0,0.40467865599999997,953.6840177817563
2T_MoE_moderate_GQA,1124,1124,3.0,30.0,393216,0.004496,0.441974784,0.030011989333333332,1.208599424,10000.0,0.14241198933333332,953.6840177817563
2T_MoE_moderate_GQA,1124,1124,3.0,30.0,393216,0.004496,0.441974784,0.030011989333333332,1.208599424,30000.0,0.067478656,953.6840177817563
2T_MoE_moderate_GQA,1124,1124,3.0,30.0,393216,0.004496,0.441974784,0.030011989333333332,1.208599424,100000.0,0.041251989333333336,953.6840177817563
2T_MoE_moderate_GQA,1124,1124,10.0,30.0,393216,0.004496,0.441974784,0.030003596799999997,0.38357982719999995,,,3178.946725939188
2T_MoE_moderate_GQA,1124,1124,10.0,30.0,393216,0.004496,0.441974784,0.030003596799999997,0.38357982719999995,300.0,3.7766702634666665,3178.946725939188
2T_MoE_moderate_GQA,1124,1124,10.0,30.0,393216,0.004496,0.441974784,0.030003596799999997,0.38357982719999995,1000.0,1.1540035968000002,3178.946725939188
2T_MoE_moderate_GQA,1124,1124,10.0,30.0,393216,0.004496,0.441974784,0.030003596799999997,0.38357982719999995,3000.0,0.4046702634666666,3178.946725939188
2T_MoE_moderate_GQA,1124,1124,10.0,30.0,393216,0.004496,0.441974784,0.030003596799999997,0.38357982719999995,10000.0,0.1424035968,3178.946725939188
2T_MoE_moderate_GQA,1124,1124,10.0,30.0,393216,0.004496,0.441974784,0.030003596799999997,0.38357982719999995,30000.0,0.06747026346666667,3178.946725939188
2T_MoE_moderate_GQA,1124,1124,10.0,30.0,393216,0.004496,0.441974784,0.030003596799999997,0.38357982719999995,100000.0,0.0412435968,3178.946725939188
2T_MoE_moderate_GQA,1124,1124,25.0,30.0,393216,0.004496,0.441974784,0.03000143872,0.17143193088,,,7947.36681484797
2T_MoE_moderate_GQA,1124,1124,25.0,30.0,393216,0.004496,0.441974784,0.03000143872,0.17143193088,300.0,3.7766681053866664,7947.36681484797
2T_MoE_moderate_GQA,1124,1124,25.0,30.0,393216,0.004496,0.441974784,0.03000143872,0.17143193088,1000.0,1.1540014387200002,7947.36681484797
2T_MoE_moderate_GQA,1124,1124,25.0,30.0,393216,0.004496,0.441974784,0.03000143872,0.17143193088,3000.0,0.40466810538666664,7947.36681484797
2T_MoE_moderate_GQA,1124,1124,25.0,30.0,393216,0.004496,0.441974784,0.03000143872,0.17143193088,10000.0,0.14240143872,7947.36681484797
2T_MoE_moderate_GQA,1124,1124,25.0,30.0,393216,0.004496,0.441974784,0.03000143872,0.17143193088,30000.0,0.06746810538666667,7947.36681484797
2T_MoE_moderate_GQA,1124,1124,25.0,30.0,393216,0.004496,0.441974784,0.03000143872,0.17143193088,100000.0,0.041241438719999995,7947.36681484797
2T_MoE_moderate_GQA,1124,1124,40.0,30.0,393216,0.004496,0.441974784,0.0300008992,0.11839495679999999,,,12715.786903756753
2T_MoE_moderate_GQA,1124,1124,40.0,30.0,393216,0.004496,0.441974784,0.0300008992,0.11839495679999999,300.0,3.7766675658666666,12715.786903756753
2T_MoE_moderate_GQA,1124,1124,40.0,30.0,393216,0.004496,0.441974784,0.0300008992,0.11839495679999999,1000.0,1.1540008992000002,12715.786903756753
2T_MoE_moderate_GQA,1124,1124,40.0,30.0,393216,0.004496,0.441974784,0.0300008992,0.11839495679999999,3000.0,0.40466756586666663,12715.786903756753
2T_MoE_moderate_GQA,1124,1124,40.0,30.0,393216,0.004496,0.441974784,0.0300008992,0.11839495679999999,10000.0,0.1424008992,12715.786903756753
2T_MoE_moderate_GQA,1124,1124,40.0,30.0,393216,0.004496,0.441974784,0.0300008992,0.11839495679999999,30000.0,0.06746756586666666,12715.786903756753
2T_MoE_moderate_GQA,1124,1124,40.0,30.0,393216,0.004496,0.441974784,0.0300008992,0.11839495679999999,100000.0,0.0412408992,12715.786903756753
2T_MoE_moderate_GQA,1124,1124,100.0,30.0,393216,0.004496,0.441974784,0.030000359679999998,0.06535798272,,,31789.46725939188
2T_MoE_moderate_GQA,1124,1124,100.0,30.0,393216,0.004496,0.441974784,0.030000359679999998,0.06535798272,300.0,3.7766670263466664,31789.46725939188
2T_MoE_moderate_GQA,1124,1124,100.0,30.0,393216,0.004496,0.441974784,0.030000359679999998,0.06535798272,1000.0,1.1540003596800001,31789.46725939188
2T_MoE_moderate_GQA,1124,1124,100.0,30.0,393216,0.004496,0.441974784,0.030000359679999998,0.06535798272,3000.0,0.4046670263466666,31789.46725939188
2T_MoE_moderate_GQA,1124,1124,100.0,30.0,393216,0.004496,0.441974784,0.030000359679999998,0.06535798272,10000.0,0.14240035968,31789.46725939188
2T_MoE_moderate_GQA,1124,1124,100.0,30.0,393216,0.004496,0.441974784,0.030000359679999998,0.06535798272,30000.0,0.06746702634666667,31789.46725939188
2T_MoE_moderate_GQA,1124,1124,100.0,30.0,393216,0.004496,0.441974784,0.030000359679999998,0.06535798272,100000.0,0.04124035968,31789.46725939188
2T_MoE_moderate_GQA,1124,1124,400.0,30.0,393216,0.004496,0.441974784,0.03000008992,0.03883949568,,,127157.86903756749
2T_MoE_moderate_GQA,1124,1124,400.0,30.0,393216,0.004496,0.441974784,0.03000008992,0.03883949568,300.0,3.7766667565866667,127157.86903756749
2T_MoE_moderate_GQA,1124,1124,400.0,30.0,393216,0.004496,0.441974784,0.03000008992,0.03883949568,1000.0,1.15400008992,127157.86903756749
2T_MoE_moderate_GQA,1124,1124,400.0,30.0,393216,0.004496,0.441974784,0.03000008992,0.03883949568,3000.0,0.4046667565866666,127157.86903756749
2T_MoE_moderate_GQA,1124,1124,400.0,30.0,393216,0.004496,0.441974784,0.03000008992,0.03883949568,10000.0,0.14240008992,127157.86903756749
2T_MoE_moderate_GQA,1124,1124,400.0,30.0,393216,0.004496,0.441974784,0.03000008992,0.03883949568,30000.0,0.06746675658666668,127157.86903756749
2T_MoE_moderate_GQA,1124,1124,400.0,30.0,393216,0.004496,0.441974784,0.03000008992,0.03883949568,100000.0,0.04124008992,127157.86903756749
2T_MoE_moderate_GQA,1124,1124,800.0,30.0,393216,0.004496,0.441974784,0.03000004496,0.03441974784,,,254315.73807513498
2T_MoE_moderate_GQA,1124,1124,800.0,30.0,393216,0.004496,0.441974784,0.03000004496,0.03441974784,300.0,3.7766667116266666,254315.73807513498
2T_MoE_moderate_GQA,1124,1124,800.0,30.0,393216,0.004496,0.441974784,0.03000004496,0.03441974784,1000.0,1.15400004496,254315.73807513498
2T_MoE_moderate_GQA,1124,1124,800.0,30.0,393216,0.004496,0.441974784,0.03000004496,0.03441974784,3000.0,0.4046667116266667,254315.73807513498
2T_MoE_moderate_GQA,1124,1124,800.0,30.0,393216,0.004496,0.441974784,0.03000004496,0.03441974784,10000.0,0.14240004496,254315.73807513498
2T_MoE_moderate_GQA,1124,1124,800.0,30.0,393216,0.004496,0.441974784,0.03000004496,0.03441974784,30000.0,0.06746671162666668,254315.73807513498
2T_MoE_moderate_GQA,1124,1124,800.0,30.0,393216,0.004496,0.441974784,0.03000004496,0.03441974784,100000.0,0.04124004496,254315.73807513498
2T_MoE_moderate_GQA,1263,1263,0.1,30.0,393216,0.005052,0.496631808,0.03040416,39.76054464,,,31.789467259391884
2T_MoE_moderate_GQA,1263,1263,0.1,30.0,393216,0.005052,0.496631808,0.03040416,39.76054464,300.0,4.24040416,31.789467259391884
2T_MoE_moderate_GQA,1263,1263,0.1,30.0,393216,0.005052,0.496631808,0.03040416,39.76054464,1000.0,1.29340416,31.789467259391884
2T_MoE_moderate_GQA,1263,1263,0.1,30.0,393216,0.005052,0.496631808,0.03040416,39.76054464,3000.0,0.45140416,31.789467259391884
2T_MoE_moderate_GQA,1263,1263,0.1,30.0,393216,0.005052,0.496631808,0.03040416,39.76054464,10000.0,0.15670415999999998,31.789467259391884
2T_MoE_moderate_GQA,1263,1263,0.1,30.0,393216,0.005052,0.496631808,0.03040416,39.76054464,30000.0,0.07250416,31.789467259391884
2T_MoE_moderate_GQA,1263,1263,0.1,30.0,393216,0.005052,0.496631808,0.03040416,39.76054464,100000.0,0.04303416,31.789467259391884
2T_MoE_moderate_GQA,1263,1263,0.5,30.0,393216,0.005052,0.496631808,0.030080832,7.976108928,,,158.9473362969594
2T_MoE_moderate_GQA,1263,1263,0.5,30.0,393216,0.005052,0.496631808,0.030080832,7.976108928,300.0,4.240080832,158.9473362969594
2T_MoE_moderate_GQA,1263,1263,0.5,30.0,393216,0.005052,0.496631808,0.030080832,7.976108928,1000.0,1.2930808319999998,158.9473362969594
2T_MoE_moderate_GQA,1263,1263,0.5,30.0,393216,0.005052,0.496631808,0.030080832,7.976108928,3000.0,0.451080832,158.9473362969594
2T_MoE_moderate_GQA,1263,1263,0.5,30.0,393216,0.005052,0.496631808,0.030080832,7.976108928,10000.0,0.156380832,158.9473362969594
2T_MoE_moderate_GQA,1263,1263,0.5,30.0,393216,0.005052,0.496631808,0.030080832,7.976108928,30000.0,0.072180832,158.9473362969594
2T_MoE_moderate_GQA,1263,1263,0.5,30.0,393216,0.005052,0.496631808,0.030080832,7.976108928,100000.0,0.042710832,158.9473362969594
2T_MoE_moderate_GQA,1263,1263,1.0,30.0,393216,0.005052,0.496631808,0.030040416,4.003054464,,,317.8946725939188
2T_MoE_moderate_GQA,1263,1263,1.0,30.0,393216,0.005052,0.496631808,0.030040416,4.003054464,300.0,4.240040416,317.8946725939188
2T_MoE_moderate_GQA,1263,1263,1.0,30.0,393216,0.005052,0.496631808,0.030040416,4.003054464,1000.0,1.293040416,317.8946725939188
2T_MoE_moderate_GQA,1263,1263,1.0,30.0,393216,0.005052,0.496631808,0.030040416,4.003054464,3000.0,0.451040416,317.8946725939188
2T_MoE_moderate_GQA,1263,1263,1.0,30.0,393216,0.005052,0.496631808,0.030040416,4.003054464,10000.0,0.15634041599999998,317.8946725939188
2T_MoE_moderate_GQA,1263,1263,1.0,30.0,393216,0.005052,0.496631808,0.030040416,4.003054464,30000.0,0.072140416,317.8946725939188
2T_MoE_moderate_GQA,1263,1263,1.0,30.0,393216,0.005052,0.496631808,0.030040416,4.003054464,100000.0,0.042670416,317.8946725939188
2T_MoE_moderate_GQA,1263,1263,3.0,30.0,393216,0.005052,0.496631808,0.030013472,1.354351488,,,953.6840177817564
2T_MoE_moderate_GQA,1263,1263,3.0,30.0,393216,0.005052,0.496631808,0.030013472,1.354351488,300.0,4.240013472,953.6840177817564
2T_MoE_moderate_GQA,1263,1263,3.0,30.0,393216,0.005052,0.496631808,0.030013472,1.354351488,1000.0,1.293013472,953.6840177817564
2T_MoE_moderate_GQA,1263,1263,3.0,30.0,393216,0.005052,0.496631808,0.030013472,1.354351488,3000.0,0.45101347199999997,953.6840177817564
2T_MoE_moderate_GQA,1263,1263,3.0,30.0,393216,0.005052,0.496631808,0.030013472,1.354351488,10000.0,0.156313472,953.6840177817564
2T_MoE_moderate_GQA,1263,1263,3.0,30.0,393216,0.005052,0.496631808,0.030013472,1.354351488,30000.0,0.072113472,953.6840177817564
2T_MoE_moderate_GQA,1263,1263,3.0,30.0,393216,0.005052,0.496631808,0.030013472,1.354351488,100000.0,0.042643472,953.6840177817564
2T_MoE_moderate_GQA,1263,1263,10.0,30.0,393216,0.005052,0.496631808,0.0300040416,0.4273054464,,,3178.9467259391877
2T_MoE_moderate_GQA,1263,1263,10.0,30.0,393216,0.005052,0.496631808,0.0300040416,0.4273054464,300.0,4.2400040416,3178.9467259391877
2T_MoE_moderate_GQA,1263,1263,10.0,30.0,393216,0.005052,0.496631808,0.0300040416,0.4273054464,1000.0,1.2930040416,3178.9467259391877
2T_MoE_moderate_GQA,1263,1263,10.0,30.0,393216,0.005052,0.496631808,0.0300040416,0.4273054464,3000.0,0.45100404159999996,3178.9467259391877
2T_MoE_moderate_GQA,1263,1263,10.0,30.0,393216,0.005052,0.496631808,0.0300040416,0.4273054464,10000.0,0.1563040416,3178.9467259391877
2T_MoE_moderate_GQA,1263,1263,10.0,30.0,393216,0.005052,0.496631808,0.0300040416,0.4273054464,30000.0,0.0721040416,3178.9467259391877
2T_MoE_moderate_GQA,1263,1263,10.0,30.0,393216,0.005052,0.496631808,0.0300040416,0.4273054464,100000.0,0.0426340416,3178.9467259391877
2T_MoE_moderate_GQA,1263,1263,25.0,30.0,393216,0.005052,0.496631808,0.03000161664,0.18892217856,,,7947.366814847971
2T_MoE_moderate_GQA,1263,1263,25.0,30.0,393216,0.005052,0.496631808,0.03000161664,0.18892217856,300.0,4.24000161664,7947.366814847971
2T_MoE_moderate_GQA,1263,1263,25.0,30.0,393216,0.005052,0.496631808,0.03000161664,0.18892217856,1000.0,1.2930016166399998,7947.366814847971
2T_MoE_moderate_GQA,1263,1263,25.0,30.0,393216,0.005052,0.496631808,0.03000161664,0.18892217856,3000.0,0.45100161664,7947.366814847971
2T_MoE_moderate_GQA,1263,1263,25.0,30.0,393216,0.005052,0.496631808,0.03000161664,0.18892217856,10000.0,0.15630161664,7947.366814847971
2T_MoE_moderate_GQA,1263,1263,25.0,30.0,393216,0.005052,0.496631808,0.03000161664,0.18892217856,30000.0,0.07210161664,7947.366814847971
2T_MoE_moderate_GQA,1263,1263,25.0,30.0,393216,0.005052,0.496631808,0.03000161664,0.18892217856,100000.0,0.04263161664,7947.366814847971
2T_MoE_moderate_GQA,1263,1263,40.0,30.0,393216,0.005052,0.496631808,0.0300010104,0.1293263616,,,12715.786903756753
2T_MoE_moderate_GQA,1263,1263,40.0,30.0,393216,0.005052,0.496631808,0.0300010104,0.1293263616,300.0,4.2400010104,12715.786903756753
