auroc,brier,brier_ci_high,brier_ci_low,ece,feasible,log_loss,model,n_checkpoints_test,n_runs_test,n_runs_train,note,positive_rate_data,predicted_positive_rate,scheme,source_slice,target
0.6663211002833644,0.08507753613480297,0.17534575570169209,0.019651935687850425,0.043508324937056496,True,0.30000766127513184,empirical_bin_v0,599.0,20.0,20.0,run_constant_target,0.08848080133555926,0.09422966328507197,loro,swe_agent_pilot,y_submit_without_validation
0.6764116386757896,0.08012378174179058,0.16729415550487264,0.016531865250916378,0.07785605204632706,True,0.2699740522852401,logreg_v0,599.0,20.0,20.0,run_constant_target,0.08848080133555926,0.09065564170211168,loro,swe_agent_pilot,y_submit_without_validation
0.4320085087326467,0.28670656321227933,0.3298638456211538,0.246650656341124,0.2417053767237336,True,0.806449130520517,empirical_bin_v0,599.0,20.0,20.0,run_constant_target,0.4674457429048414,0.45727970089162173,loro,swe_agent_pilot,y_success_eventual
0.4103784146887595,0.2911810432855222,0.34012599693274487,0.24343309525256646,0.19603113058036073,True,0.8018607848014835,logreg_v0,599.0,20.0,20.0,run_constant_target,0.4674457429048414,0.4593247908541314,loro,swe_agent_pilot,y_success_eventual
0.3838383838383838,0.008298876847569473,0.024416400518620932,0.00017753961007281702,0.0010199069801030709,True,0.06455384981203469,empirical_bin_v0,499.0,20.0,20.0,1_of_20_train_folds_single_class,0.008016032064128256,0.009035939044231327,loro,swe_agent_pilot,y_validation_new_work_h5
0.15757575757575756,0.008330856377028389,0.02455083124733989,0.00022349323537141104,0.0033537834384527237,True,0.06290120862731777,logreg_v0,499.0,20.0,20.0,1_of_20_train_folds_single_class,0.008016032064128256,0.007357932582175833,loro,swe_agent_pilot,y_validation_new_work_h5
0.8666666666666667,0.09717188137412776,0.193331048436214,1.0000000000000002e-06,0.13350241545893718,True,0.28831905629040483,empirical_bin_v0,23.0,10.0,10.0,,0.13043478260869565,0.07649758454106281,loro,tb_live,y_future_progress_drop_h5
0.9166666666666666,0.09614838939749977,0.15690851188379962,0.0025513764949368807,0.14013281803723185,True,0.29127165936744936,logreg_v0,23.0,10.0,10.0,,0.13043478260869565,0.14206010982961045,loro,tb_live,y_future_progress_drop_h5
,1e-06,1.0000000000000002e-06,9.999999999999997e-07,0.0010000000000000002,True,0.0010005003335835344,empirical_bin_v0,83.0,12.0,12.0,run_constant_target;all_train_folds_single_class,0.0,0.0010000000000000002,loro,tb_live,y_submit_without_validation
,1e-06,1.0000000000000002e-06,9.999999999999997e-07,0.0010000000000000002,True,0.0010005003335835344,logreg_v0,83.0,12.0,12.0,run_constant_target;all_train_folds_single_class,0.0,0.0010000000000000002,loro,tb_live,y_submit_without_validation
,1.0000000000000019e-06,1.000000000000002e-06,1.0000000000000016e-06,0.001000000000000112,True,0.0010005003335835344,empirical_bin_v0,83.0,12.0,12.0,run_constant_target;all_train_folds_single_class,1.0,0.9989999999999999,loro,tb_live,y_success_eventual
,1.0000000000000019e-06,1.000000000000002e-06,1.0000000000000016e-06,0.001000000000000112,True,0.0010005003335835344,logreg_v0,83.0,12.0,12.0,run_constant_target;all_train_folds_single_class,1.0,0.9989999999999999,loro,tb_live,y_success_eventual
0.48484848484848486,0.2991616108427268,0.40687828395061737,0.2152442297369834,0.22217874396135268,True,1.0082017868559425,empirical_bin_v0,23.0,10.0,10.0,,0.4782608695652174,0.4299082125603864,loro,tb_live,y_validation_new_work_h5
0.49242424242424243,0.283888109329645,0.3858355981098055,0.19583020035468232,0.40639371490024095,True,0.7770832920988906,logreg_v0,23.0,10.0,10.0,,0.4782608695652174,0.4362092903190678,loro,tb_live,y_validation_new_work_h5
