commit_100_s,commit_50_s,commit_90_s,completed_migrations,condition,context_profile,deadline_s,episode,match_id,matched_control_complete,planned_migrations,policy,readiness_100_s,readiness_50_s,readiness_90_s,repeat,required_deadline_s,sample_id,scenario_id,status,token_distribution
11.80056788,11.664928314,11.80056788,8,large-fixed-2500mbps-19s,large,180.0,103,f94c7d457b765277,True,8,isolated_fastest,11.614744735,11.475494181,11.614744735,103,19.0,3a515af4dffc7733,p-cb55db5fb3bb0fd5,complete,fixed
2.526507787,2.476510459,2.526507787,8,small-fixed-1000mbps-30s,small,180.0,29,0d6279c02ede3341,True,8,queue_haul_deadline_blind,2.5252997,2.277164143,2.5252997,29,30.0,e59269064ede73aa,p-40a33d20d1b0924a,complete,fixed
2.402636001,2.352470236,2.402636001,8,small-fixed-1000mbps-30s,small,180.0,29,0d6279c02ede3341,True,8,queue_haul_power_blind,2.214209202,2.167454228,2.214209202,29,30.0,e59269064ede73aa,p-f1ad1df17a20866c,complete,fixed
2.364814306,2.339865817,2.364814306,8,small-fixed-1000mbps-30s,small,180.0,29,0d6279c02ede3341,True,8,isolated_fastest,2.363634209,2.152705523,2.363634209,29,30.0,e59269064ede73aa,p-a6c0f2e85987a833,complete,fixed
7.584436699,7.269198192,7.584436699,8,mixed-fixed-2500mbps-19s,mixed,180.0,79,fafc815a23fc1ef3,True,8,queue_haul_deadline_blind,7.346279516,7.052789502,7.346279516,79,19.0,a9500bdb35e133a1,p-198c8ecbdbe307f9,complete,fixed
5.345297498,5.069210786,5.345297498,8,mixed-fixed-2500mbps-19s,mixed,180.0,79,fafc815a23fc1ef3,True,8,isolated_fastest,5.158870697,4.917876446,5.158870697,79,19.0,a9500bdb35e133a1,p-7306dd3fbca79608,complete,fixed
9.824976212,9.512693988,9.824976212,8,mixed-fixed-2500mbps-19s,mixed,180.0,79,fafc815a23fc1ef3,True,8,queue_haul_power_blind,9.63549161,9.359185605,9.63549161,79,19.0,a9500bdb35e133a1,p-7b67efaa923d7ee6,complete,fixed
2.574363569,2.524787716,2.574363569,8,small-fixed-1000mbps-19s,small,180.0,25,d8d52a492fae31b7,True,8,isolated_fastest,2.438650161,2.310424478,2.438650161,25,19.0,837f3ff09bbaac24,p-a4982b896365f584,complete,fixed
2.438278215,2.369443122,2.438278215,8,small-fixed-1000mbps-19s,small,180.0,25,d8d52a492fae31b7,True,8,queue_haul_power_blind,2.298000449,2.206520305,2.298000449,25,19.0,837f3ff09bbaac24,p-0b3ad5c70db85b47,complete,fixed
2.385751036,2.337221131,2.385751036,8,small-fixed-1000mbps-19s,small,180.0,25,d8d52a492fae31b7,True,8,queue_haul_deadline_blind,2.24371385,2.174728289,2.24371385,25,19.0,837f3ff09bbaac24,p-1bd14de0c1aa541c,complete,fixed
13.092597855,8.598589315,13.092597855,8,large-fixed-5000mbps-19s,large,180.0,109,ddaf241b4faedf12,True,8,queue_haul_deadline_blind,12.940828269,8.359270065,12.940828269,109,19.0,3a515af4dffc7733,p-9e22ce6fee0ccf75,complete,fixed
11.950332377,7.914832894,11.950332377,8,large-fixed-5000mbps-19s,large,180.0,109,ddaf241b4faedf12,True,8,isolated_fastest,11.747145281,6.790936346,11.747145281,109,19.0,3a515af4dffc7733,p-23015ce47f319c1c,complete,fixed
9.325110296,4.408190715,9.325110296,8,large-fixed-5000mbps-19s,large,180.0,109,ddaf241b4faedf12,True,8,queue_haul_power_blind,9.161305275,4.211673234,9.161305275,109,19.0,3a515af4dffc7733,p-59520f711de5d00d,complete,fixed
2.553609822,2.505057529,2.553609822,8,small-fixed-10000mbps-30s,small,180.0,45,fdd1f4ddf1091f66,True,8,isolated_fastest,2.329573072,2.282206396,2.329573072,45,30.0,7094953b638284e1,p-3923ba102282ede1,complete,fixed
2.420243162,2.346803535,2.420243162,8,small-fixed-10000mbps-30s,small,180.0,45,fdd1f4ddf1091f66,True,8,queue_haul_power_blind,2.224801265,2.151045501,2.224801265,45,30.0,7094953b638284e1,p-c6239d8c08b829a8,complete,fixed
2.429383533,2.336172496,2.429383533,8,small-fixed-10000mbps-30s,small,180.0,45,fdd1f4ddf1091f66,True,8,queue_haul_deadline_blind,2.335211657,2.190029768,2.335211657,45,30.0,7094953b638284e1,p-6d215428d510402c,complete,fixed
1.606777643,1.584482257,1.606777643,8,tiny-fixed-1000mbps-19s,tiny,180.0,2,8d6fffe34b15c355,True,8,queue_haul_power_blind,1.403249298,1.357660897,1.403249298,2,19.0,bdd7bd934af6b024,p-9811279c662327aa,complete,fixed
1.468766033,1.447796962,1.468766033,8,tiny-fixed-1000mbps-19s,tiny,180.0,2,8d6fffe34b15c355,True,8,isolated_fastest,1.297293343,1.24922363,1.297293343,2,19.0,bdd7bd934af6b024,p-da9ff60e7181327d,complete,fixed
1.489560534,1.466807819,1.489560534,8,tiny-fixed-1000mbps-19s,tiny,180.0,2,8d6fffe34b15c355,True,8,queue_haul_deadline_blind,1.31009706,1.261847581,1.31009706,2,19.0,bdd7bd934af6b024,p-69db36d17349324f,complete,fixed
1.510066221,1.433371562,1.510066221,8,tiny-fixed-1000mbps-30s,tiny,180.0,4,3f5c469914896823,True,8,isolated_fastest,1.285916768,1.227208128,1.285916768,4,30.0,4f9ad0a7bb0fab99,p-9d377bfd73c57714,complete,fixed
1.452555287,1.404884912,1.452555287,8,tiny-fixed-1000mbps-30s,tiny,180.0,4,3f5c469914896823,True,8,queue_haul_power_blind,1.285500613,1.237812369,1.285500613,4,30.0,4f9ad0a7bb0fab99,p-42ee280c3c43e60e,complete,fixed
1.450324312,1.403161692,1.450324312,8,tiny-fixed-1000mbps-30s,tiny,180.0,4,3f5c469914896823,True,8,queue_haul_deadline_blind,1.283276348,1.212685841,1.283276348,4,30.0,4f9ad0a7bb0fab99,p-abbf7e7b2a7f801c,complete,fixed
1.581289109,1.48576302,1.581289109,8,tiny-fixed-10000mbps-19s,tiny,180.0,20,d797570ee0ad6a26,True,8,isolated_fastest,1.348606637,1.303405283,1.348606637,20,19.0,bdd7bd934af6b024,p-653cb68f84639ae8,complete,fixed
1.450356237,1.400278648,1.450356237,8,tiny-fixed-10000mbps-19s,tiny,180.0,20,d797570ee0ad6a26,True,8,queue_haul_deadline_blind,1.253385904,1.230605999,1.253385904,20,19.0,bdd7bd934af6b024,p-e9d9f8c1c1b750bb,complete,fixed
1.461520201,1.437786807,1.461520201,8,tiny-fixed-10000mbps-19s,tiny,180.0,20,d797570ee0ad6a26,True,8,queue_haul_power_blind,1.281508769,1.219234807,1.281508769,20,19.0,bdd7bd934af6b024,p-0de9fc5e0c7fb395,complete,fixed
9.356836142,9.162577225,9.356836142,8,large-fixed-2500mbps-19s,large,180.0,104,a8a20fb13ef7bcc2,True,8,queue_haul_power_blind,9.161704205,8.995989057,9.161704205,104,19.0,c44d256c433cbdd6,p-df6b38a524fa82c1,complete,fixed
11.830964264,11.593573771,11.830964264,8,large-fixed-2500mbps-19s,large,180.0,104,a8a20fb13ef7bcc2,True,8,queue_haul_deadline_blind,11.613789472,11.404605401,11.613789472,104,19.0,c44d256c433cbdd6,p-c079c66f32b56f84,complete,fixed
11.816784059,11.612468678,11.816784059,8,large-fixed-2500mbps-19s,large,180.0,104,a8a20fb13ef7bcc2,True,8,isolated_fastest,11.632661859,11.419045593,11.632661859,104,19.0,c44d256c433cbdd6,p-842e866318912c6a,complete,fixed
5.980345239,1.430096427,5.980345239,8,mixed-fixed-10000mbps-30s,mixed,180.0,94,9f728a69d50d03c3,True,8,queue_haul_deadline_blind,5.80580773,1.289392961,5.80580773,94,30.0,a9500bdb35e133a1,p-765abbf57bdafb47,complete,fixed
5.089190218,1.56194487,5.089190218,8,mixed-fixed-10000mbps-30s,mixed,180.0,94,9f728a69d50d03c3,True,8,queue_haul_power_blind,4.898509323,1.370756421,4.898509323,94,30.0,a9500bdb35e133a1,p-8c56232e8dde2f9d,complete,fixed
6.031883052,3.278836342,6.031883052,8,mixed-fixed-10000mbps-30s,mixed,180.0,94,9f728a69d50d03c3,True,8,isolated_fastest,5.887405691,3.091938764,5.887405691,94,30.0,a9500bdb35e133a1,p-d2d1e4225139e422,complete,fixed
5.176170975,4.988883638,5.176170975,8,medium-fixed-1000mbps-30s,medium,180.0,51,b11d90fa503e3c8b,True,8,queue_haul_deadline_blind,4.987228139,4.819935482,4.987228139,51,30.0,51fde7b51569b7ba,p-763834249a8db643,complete,fixed
5.024935858,4.868677892,5.024935858,8,medium-fixed-1000mbps-30s,medium,180.0,51,b11d90fa503e3c8b,True,8,isolated_fastest,4.867227219,4.719909179,4.867227219,51,30.0,51fde7b51569b7ba,p-749d7409f237b68d,complete,fixed
5.063806644,4.768501952,5.063806644,8,medium-fixed-1000mbps-30s,medium,180.0,51,b11d90fa503e3c8b,True,8,queue_haul_power_blind,4.878609276,4.672422693,4.878609276,51,30.0,51fde7b51569b7ba,p-fc88173c02f2642c,complete,fixed
4.199134888,3.31756241,4.199134888,8,medium-fixed-10000mbps-19s,medium,180.0,66,b4a5b2b22b3a2494,True,8,queue_haul_power_blind,4.024468599,3.047891725,4.024468599,66,19.0,51fde7b51569b7ba,p-69fc31ab8a1d13ef,complete,fixed
3.874160913,3.019746186,3.874160913,8,medium-fixed-10000mbps-19s,medium,180.0,66,b4a5b2b22b3a2494,True,8,isolated_fastest,3.713127459,2.492232681,3.713127459,66,19.0,51fde7b51569b7ba,p-2bf2ec488a559862,complete,fixed
4.168848962,3.223761755,4.168848962,8,medium-fixed-10000mbps-19s,medium,180.0,66,b4a5b2b22b3a2494,True,8,queue_haul_deadline_blind,4.016408441,3.060865574,4.016408441,66,19.0,51fde7b51569b7ba,p-c4663845c424def2,complete,fixed
12.029348428,11.748230023,12.029348428,8,large-fixed-2500mbps-19s,large,180.0,102,c6f4c7ec83e59040,True,8,isolated_fastest,11.814821599,11.580586196,11.814821599,102,19.0,e33c7532b46acaed,p-381e17adb3adbf2c,complete,fixed
9.746255777,9.627051726,9.746255777,8,large-fixed-2500mbps-19s,large,180.0,102,c6f4c7ec83e59040,True,8,queue_haul_power_blind,9.579568601,9.442449564,9.579568601,102,19.0,e33c7532b46acaed,p-87d96dbf140fefc0,complete,fixed
11.721335199,11.538345399,11.721335199,8,large-fixed-2500mbps-19s,large,180.0,102,c6f4c7ec83e59040,True,8,queue_haul_deadline_blind,11.535289024,11.39799897,11.535289024,102,19.0,e33c7532b46acaed,p-5b0adcede05b0f55,complete,fixed
1.698672902,1.640100206,1.698672902,8,tiny-fixed-10000mbps-30s,tiny,180.0,23,633544b820e6f28e,True,8,queue_haul_deadline_blind,1.451042116,1.402686538,1.451042116,23,30.0,bdd7bd934af6b024,p-30e9bfbf5fe5fec1,complete,fixed
1.477870101,1.434108733,1.477870101,8,tiny-fixed-10000mbps-30s,tiny,180.0,23,633544b820e6f28e,True,8,queue_haul_power_blind,1.288677642,1.241360093,1.288677642,23,30.0,bdd7bd934af6b024,p-99209c43acb6dd7a,complete,fixed
1.471529178,1.44911361,1.471529178,8,tiny-fixed-10000mbps-30s,tiny,180.0,23,633544b820e6f28e,True,8,isolated_fastest,1.295426701,1.247476318,1.295426701,23,30.0,bdd7bd934af6b024,p-9d54dfe00bbe8e17,complete,fixed
2.613411183,2.562551897,2.613411183,8,small-fixed-2500mbps-30s,small,180.0,33,f3f8cf3a38684c96,True,8,isolated_fastest,2.369592274,2.31858558,2.369592274,33,30.0,7094953b638284e1,p-290be204cd90c553,complete,fixed
2.470006499,2.387666513,2.470006499,8,small-fixed-2500mbps-30s,small,180.0,33,f3f8cf3a38684c96,True,8,queue_haul_power_blind,2.26003404,2.187784189,2.26003404,33,30.0,7094953b638284e1,p-4fb9a5f2a4972143,complete,fixed
2.685812723,2.390711908,2.685812723,8,small-fixed-2500mbps-30s,small,180.0,33,f3f8cf3a38684c96,True,8,queue_haul_deadline_blind,2.486588461,2.189488289,2.486588461,33,30.0,7094953b638284e1,p-a082548ff21d3bcd,complete,fixed
1.860952547,1.587398175,1.860952547,8,tiny-fixed-1000mbps-30s,tiny,180.0,3,169f67a23adfbb24,True,8,isolated_fastest,1.668250889,1.366482576,1.668250889,3,30.0,e1563386afed6f49,p-b1837badc09fb4f6,complete,fixed
1.473558094,1.42004299,1.473558094,8,tiny-fixed-1000mbps-30s,tiny,180.0,3,169f67a23adfbb24,True,8,queue_haul_power_blind,1.295838696,1.22309857,1.295838696,3,30.0,e1563386afed6f49,p-df5bdca4eefec17e,complete,fixed
1.633894458,1.443703931,1.633894458,8,tiny-fixed-1000mbps-30s,tiny,180.0,3,169f67a23adfbb24,True,8,queue_haul_deadline_blind,1.490126526,1.246516404,1.490126526,3,30.0,e1563386afed6f49,p-2a1404d3e3d58829,complete,fixed
5.157183297,4.971170314,5.157183297,8,medium-fixed-5000mbps-19s,medium,180.0,60,be8ab85b533f031b,True,8,queue_haul_deadline_blind,4.943762716,4.775317154,4.943762716,60,19.0,51fde7b51569b7ba,p-58d950532a4b62db,complete,fixed
5.041902753,4.833210732,5.041902753,8,medium-fixed-5000mbps-19s,medium,180.0,60,be8ab85b533f031b,True,8,isolated_fastest,4.852846489,4.690798908,4.852846489,60,19.0,51fde7b51569b7ba,p-48bef6b8839c821b,complete,fixed
4.98041964,4.79717373,4.98041964,8,medium-fixed-5000mbps-19s,medium,180.0,60,be8ab85b533f031b,True,8,queue_haul_power_blind,4.795556369,4.658416725,4.795556369,60,19.0,51fde7b51569b7ba,p-7501bec972a9a090,complete,fixed
9.593437071,4.601559991,9.593437071,8,large-fixed-5000mbps-19s,large,180.0,110,78c13e8571c566d1,True,8,queue_haul_power_blind,9.402049664,4.407488364,9.402049664,110,19.0,c44d256c433cbdd6,p-d17a18b1fc882710,complete,fixed
12.109664166,7.118022773,12.109664166,8,large-fixed-5000mbps-19s,large,180.0,110,78c13e8571c566d1,True,8,queue_haul_deadline_blind,11.902084532,6.915214626,11.902084532,110,19.0,c44d256c433cbdd6,p-5e75db497ba77a07,complete,fixed
12.919249389,7.887790174,12.919249389,8,large-fixed-5000mbps-19s,large,180.0,110,78c13e8571c566d1,True,8,isolated_fastest,12.706832752,7.67242718,12.706832752,110,19.0,c44d256c433cbdd6,p-b7445c3438c0e859,complete,fixed
5.338029753,3.040113382,5.338029753,8,medium-fixed-10000mbps-30s,medium,180.0,71,e6b2d94a531664e7,True,8,queue_haul_power_blind,5.142491851,2.895353305,5.142491851,71,30.0,f7e97c59b5dc6a00,p-c97a659037135437,complete,fixed
4.493840227,3.112268531,4.493840227,8,medium-fixed-10000mbps-30s,medium,180.0,71,e6b2d94a531664e7,True,8,queue_haul_deadline_blind,4.289251615,2.904927259,4.289251615,71,30.0,f7e97c59b5dc6a00,p-30e120391c196cca,complete,fixed
4.859486401,3.438194666,4.859486401,8,medium-fixed-10000mbps-30s,medium,180.0,71,e6b2d94a531664e7,True,8,isolated_fastest,4.651634054,3.425977696,4.651634054,71,30.0,f7e97c59b5dc6a00,p-1d9bbdb621de5c3a,complete,fixed
2.504271172,2.457064221,2.504271172,8,small-fixed-5000mbps-19s,small,180.0,36,43c773ce3a5aa47a,True,8,queue_haul_power_blind,2.297186414,2.251500786,2.297186414,36,19.0,7094953b638284e1,p-e6e7c4e39028bbd4,complete,fixed
2.372366331,2.327032329,2.372366331,8,small-fixed-5000mbps-19s,small,180.0,36,43c773ce3a5aa47a,True,8,isolated_fastest,2.188544202,2.142031714,2.188544202,36,19.0,7094953b638284e1,p-2cc83d58a8687eb7,complete,fixed
2.376207028,2.307188982,2.376207028,8,small-fixed-5000mbps-19s,small,180.0,36,43c773ce3a5aa47a,True,8,queue_haul_deadline_blind,2.191514129,2.122838459,2.191514129,36,19.0,7094953b638284e1,p-6ea5b00527cca1e4,complete,fixed
5.057035444,4.777624119,5.057035444,8,medium-fixed-5000mbps-30s,medium,180.0,64,a696acbf1079c2b4,True,8,queue_haul_power_blind,4.869303463,4.70650804,4.869303463,64,30.0,b6455b687844b7e4,p-327e48467f4c4c21,complete,fixed
6.269785346,5.997961254,6.269785346,8,medium-fixed-5000mbps-30s,medium,180.0,64,a696acbf1079c2b4,True,8,isolated_fastest,6.087672972,5.901591982,6.087672972,64,30.0,b6455b687844b7e4,p-30d8f167554d9a0f,complete,fixed
5.080386272,4.775490775,5.080386272,8,medium-fixed-5000mbps-30s,medium,180.0,64,a696acbf1079c2b4,True,8,queue_haul_deadline_blind,4.888730758,4.72713458,4.888730758,64,30.0,b6455b687844b7e4,p-ee5b7898222afdc2,complete,fixed
